id,name,suit_name,skin_text
5623,Drachenjade,,
5624,Drachenjade,,
5625,Drachenjade,,
5626,Drachenjade,,
5627,Drachenjade,,
5628,Drachenjade,,
5629,Drachenjade,,
5630,Drachenjade,,
5631,Drachenjade,,
5632,Drachenjade,,
5633,Drachenjade,,
5634,Drachenjade,,
5635,Drachenjade,,
5636,Drachenjade,,
5637,Drachenjade,,
5638,Drachenjade,,
5639,Drachenjade,,
5640,Drachenjade,,
6000,Abendrot,,
6001,Kreide,,
6002,Hocker,,
6003,Böse Machete,,
6004,Warnleuchte,,
6005,Zauberbuch für Anfänger,,
6006,Kreide,,
6007,Hocker,,
6008,Böse Machete,,
6009,Warnleuchte,,
6010,Zauberbuch für Anfänger,,
6011,Kreide,,
6012,Hocker,,
6013,Böse Machete,,
6014,Warnleuchte,,
6015,Zauberbuch für Anfänger,,
6016,Kreide,,
6017,Hocker,,
6018,Böse Machete,,
6019,Warnleuchte,,
6020,Zauberbuch für Anfänger,,
6021,Goldener Würfel,,
6022,Silberne Krone,,
6023,Hexenfluch,,
6024,Universaltasche,,
6025,Fortgeschrittener Zauberführer,,
6026,Goldener Würfel,,
6027,Silberne Krone,,
6028,Hexenfluch,,
6029,Universaltasche,,
6030,Fortgeschrittener Zauberführer,,
6031,Goldener Würfel,,
6032,Silberne Krone,,
6033,Hexenfluch,,
6034,Universaltasche,,
6035,Fortgeschrittener Zauberführer,,
6036,Goldener Würfel,,
6037,Silberne Krone,,
6038,Hexenfluch,,
6039,Universaltasche,,
6040,Fortgeschrittener Zauberführer,,
6041,Kleeblatt,,
6042,Schleuder,,
6043,Kuss des Schnees,,
6044,Schwarzer Gürtel,,
6045,Judo-Stirnband,,
6046,Kleeblatt,,
6047,Schleuder,,
6048,Kuss des Schnees,,
6049,Schwarzer Gürtel,,
6050,Judo-Stirnband,,
6051,Kleeblatt,,
6052,Schleuder,,
6053,Kuss des Schnees,,
6054,Schwarzer Gürtel,,
6055,Judo-Stirnband,,
6056,Kleeblatt,,
6057,Schleuder,,
6058,Kuss des Schnees,,
6059,Schwarzer Gürtel,,
6060,Judo-Stirnband,,
6061,Kleeblatt,,
6062,Schleuder,,
6063,Kuss des Schnees,,
6064,Schwarzer Gürtel,,
6065,Judo-Stirnband,,
6066,Baseballschläger,,
6067,Katana,,
6068,Gedichte,,
6069,Drachenzähne,,
6070,Öltank,,
6071,Lederschuhe,,
6072,Baseballschläger,,
6073,Katana,,
6074,Gedichte,,
6075,Drachenzähne,,
6076,Öltank,,
6077,Lederschuhe,,
6078,Baseballschläger,,
6079,Katana,,
6080,Gedichte,,
6081,Drachenzähne,,
6082,Öltank,,
6083,Lederschuhe,,
6084,Baseballschläger,,
6085,Katana,,
6086,Gedichte,,
6087,Drachenzähne,,
6088,Öltank,,
6089,Lederschuhe,,
6090,Baseballschläger,,
6091,Katana,,
6092,Gedichte,,
6093,Drachenzähne,,
6094,Öltank,,
6095,Lederschuhe,,
6096,Engelsstab,,
6097,Flammenfeder,,
6098,Dämonische Klinge,,
6099,Blitz-Rune,,
6100,Mutiges Herz,,
6101,Spitzen-Strumpf,,
6102,Kirschblüten,,
6103,Tanzende Maske,,
6104,Königin des Pokers,,
6105,Axt des Schnees,,
6106,Weihnachtsbaum,,
6107,Donnerherz,,
6108,Supertrank,,
6109,Seelenanhänger,,
6110,Gabriels Lied,,
6111,Dämonisches Buch,,
6112,Schicksalskreuz,,
6113,Feenhafte Krone,,
6114,Katzenhut,,
6115,Strumpfband,,
6116,Beachvolleyball,,
6117,Herz-Ohrring,,
6118,Engelsstab,,
6119,Flammenfeder,,
6120,Dämonische Klinge,,
6121,Blitz-Rune,,
6122,Mutiges Herz,,
6123,Spitzen-Strumpf,,
6124,Kirschblüten,,
6125,Tanzende Maske,,
6126,Königin des Pokers,,
6127,Axt des Schnees,,
6128,Weihnachtsbaum,,
6129,Donnerherz,,
6130,Supertrank,,
6131,Seelenanhänger,,
6132,Gabriels Lied,,
6133,Dämonisches Buch,,
6134,Schicksalskreuz,,
6135,Feenhafte Krone,,
6136,Katzenhut,,
6137,Strumpfband,,
6138,Beachvolleyball,,
6139,Herz-Ohrring,,
6140,Engelsstab,,
6141,Flammenfeder,,
6142,Dämonische Klinge,,
6143,Blitz-Rune,,
6144,Mutiges Herz,,
6145,Spitzen-Strumpf,,
6146,Kirschblüten,,
6147,Tanzende Maske,,
6148,Königin des Pokers,,
6149,Axt des Schnees,,
6150,Weihnachtsbaum,,
6151,Donnerherz,,
6152,Supertrank,,
6153,Seelenanhänger,,
6154,Gabriels Lied,,
6155,Dämonisches Buch,,
6156,Schicksalskreuz,,
6157,Feenhafte Krone,,
6158,Katzenhut,,
6159,Strumpfband,,
6160,Beachvolleyball,,
6161,Herz-Ohrring,,
6162,Engelsstab,,
6163,Flammenfeder,,
6164,Dämonische Klinge,,
6165,Blitz-Rune,,
6166,Mutiges Herz,,
6167,Spitzen-Strumpf,,
6168,Kirschblüten,,
6169,Tanzende Maske,,
6170,Königin des Pokers,,
6171,Axt des Schnees,,
6172,Weihnachtsbaum,,
6173,Donnerherz,,
6174,Supertrank,,
6175,Seelenanhänger,,
6176,Gabriels Lied,,
6177,Dämonisches Buch,,
6178,Schicksalskreuz,,
6179,Feenhafte Krone,,
6180,Katzenhut,,
6181,Strumpfband,,
6182,Beachvolleyball,,
6183,Herz-Ohrring,,
6184,Engelsstab,,
6185,Flammenfeder,,
6186,Dämonische Klinge,,
6187,Blitz-Rune,,
6188,Mutiges Herz,,
6189,Spitzen-Strumpf,,
6190,Kirschblüten,,
6191,Tanzende Maske,,
6192,Königin des Pokers,,
6193,Axt des Schnees,,
6194,Weihnachtsbaum,,
6195,Donnerherz,,
6196,Supertrank,,
6197,Seelenanhänger,,
6198,Gabriels Lied,,
6199,Dämonisches Buch,,
6200,Schicksalskreuz,,
6201,Feenhafte Krone,,
6202,Katzenhut,,
6203,Strumpfband,,
6204,Beachvolleyball,,
6205,Herz-Ohrring,,
6206,Engelsstab,,
6207,Flammenfeder,,
6208,Dämonische Klinge,,
6209,Blitz-Rune,,
6210,Mutiges Herz,,
6211,Spitzen-Strumpf,,
6212,Kirschblüten,,
6213,Tanzende Maske,,
6214,Königin des Pokers,,
6215,Axt des Schnees,,
6216,Weihnachtsbaum,,
6217,Donnerherz,,
6218,Supertrank,,
6219,Seelenanhänger,,
6220,Gabriels Lied,,
6221,Dämonisches Buch,,
6222,Schicksalskreuz,,
6223,Feenhafte Krone,,
6224,Katzenhut,,
6225,Strumpfband,,
6226,Beachvolleyball,,
6227,Herz-Ohrring,,
6228,Geishas Segen,,
6229,Räucherfass,,
6230,Muramasa,,
6231,Wut der Flamme,,
6232,Allheilmittel,,
6233,Kraft des Windes,,
6234,Schneeball,,
6235,Schwarzer magischer Hut,,
6236,Schicksalsführer,,
6237,Siegelschwert·Geister,,
6238,Schmerzfessel·Geister,,
6239,Dornenschild·Geister,,
6240,Siegelherz·Mensch,,
6241,Dämonenblut·Mensch,,
6242,Bogen aus Schnee,,
6243,Siegelschwert·Monster,,
6244,Schmerzfessel·Monster,,
6245,Dornenschild·Monster,,
6246,Siegelherz·Fee,,
6247,Krone der Königin,,
6248,Dämonische Flügel,,
6249,Schicksalsspiegel,,
6250,Unsichtbarer Umhang,,
6251,Geishas Segen,,
6252,Räucherfass,,
6253,Muramasa,,
6254,Wut der Flamme,,
6255,Allheilmittel,,
6256,Kraft des Windes,,
6257,Schneeball,,
6258,Schwarzer magischer Hut,,
6259,Schicksalsführer,,
6260,Siegelschwert·Geister,,
6261,Schmerzfessel·Geister,,
6262,Dornenschild·Geister,,
6263,Siegelherz·Mensch,,
6264,Dämonenblut·Mensch,,
6265,Bogen aus Schnee,,
6266,Siegelschwert·Monster,,
6267,Schmerzfessel·Monster,,
6268,Dornenschild·Monster,,
6269,Siegelherz·Fee,,
6270,Krone der Königin,,
6271,Dämonische Flügel,,
6272,Schicksalsspiegel,,
6273,Unsichtbarer Umhang,,
6274,Geishas Segen,,
6275,Räucherfass,,
6276,Muramasa,,
6277,Wut der Flamme,,
6278,Allheilmittel,,
6279,Kraft des Windes,,
6280,Schneeball,,
6281,Schwarzer magischer Hut,,
6282,Schicksalsführer,,
6283,Siegelschwert·Geister,,
6284,Schmerzfessel·Geister,,
6285,Dornenschild·Geister,,
6286,Siegelherz·Mensch,,
6287,Dämonenblut·Mensch,,
6288,Bogen aus Schnee,,
6289,Siegelschwert·Monster,,
6290,Schmerzfessel·Monster,,
6291,Dornenschild·Monster,,
6292,Siegelherz·Fee,,
6293,Krone der Königin,,
6294,Dämonische Flügel,,
6295,Schicksalsspiegel,,
6296,Unsichtbarer Umhang,,
6297,Geishas Segen,,
6298,Räucherfass,,
6299,Muramasa,,
6300,Wut der Flamme,,
6301,Allheilmittel,,
6302,Kraft des Windes,,
6303,Schneeball,,
6304,Schwarzer magischer Hut,,
6305,Schicksalsführer,,
6306,Siegelschwert·Geister,,
6307,Schmerzfessel·Geister,,
6308,Dornenschild·Geister,,
6309,Siegelherz·Mensch,,
6310,Dämonenblut·Mensch,,
6311,Bogen aus Schnee,,
6312,Siegelschwert·Monster,,
6313,Schmerzfessel·Monster,,
6314,Dornenschild·Monster,,
6315,Siegelherz·Fee,,
6316,Krone der Königin,,
6317,Dämonische Flügel,,
6318,Schicksalsspiegel,,
6319,Unsichtbarer Umhang,,
6320,Geishas Segen,,
6321,Räucherfass,,
6322,Muramasa,,
6323,Wut der Flamme,,
6324,Allheilmittel,,
6325,Kraft des Windes,,
6326,Schneeball,,
6327,Schwarzer magischer Hut,,
6328,Schicksalsführer,,
6329,Siegelschwert·Geister,,
6330,Schmerzfessel·Geister,,
6331,Dornenschild·Geister,,
6332,Siegelherz·Mensch,,
6333,Dämonenblut·Mensch,,
6334,Bogen aus Schnee,,
6335,Siegelschwert·Monster,,
6336,Schmerzfessel·Monster,,
6337,Dornenschild·Monster,,
6338,Siegelherz·Fee,,
6339,Krone der Königin,,
6340,Dämonische Flügel,,
6341,Schicksalsspiegel,,
6342,Unsichtbarer Umhang,,
6343,Geishas Segen,,
6344,Räucherfass,,
6345,Muramasa,,
6346,Wut der Flamme,,
6347,Allheilmittel,,
6348,Kraft des Windes,,
6349,Schneeball,,
6350,Schwarzer magischer Hut,,
6351,Schicksalsführer,,
6352,Siegelschwert·Geister,,
6353,Schmerzfessel·Geister,,
6354,Dornenschild·Geister,,
6355,Siegelherz·Mensch,,
6356,Dämonenblut·Mensch,,
6357,Bogen aus Schnee,,
6358,Siegelschwert·Monster,,
6359,Schmerzfessel·Monster,,
6360,Dornenschild·Monster,,
6361,Siegelherz·Fee,,
6362,Krone der Königin,,
6363,Dämonische Flügel,,
6364,Schicksalsspiegel,,
6365,Unsichtbarer Umhang,,
6366,Obstkuchen,,
6367,Obstkuchen,,
6368,Obstkuchen,,
6369,Obstkuchen,,
6370,Obstkuchen,,
6371,Magischer Ziegel,,
6372,Magischer Ziegel,,
6373,Magischer Ziegel,,
6374,Magischer Ziegel,,
6375,Magischer Ziegel,,
6376,Magischer Ziegel,,
6377,Sand der Zeit,,
6378,Sand der Zeit,,
6379,Sand der Zeit,,
6380,Sand der Zeit,,
6381,Sand der Zeit,,
6382,Sand der Zeit,,
6383,Sanfter Ritter,,
6384,Sanfter Ritter,,
6385,Sanfter Ritter,,
6386,Sanfter Ritter,,
6387,Sanfter Ritter,,
6388,Sanfter Ritter,,
6389,Leben und Tod,,
6390,Leben und Tod,,
6391,Leben und Tod,,
6392,Leben und Tod,,
6393,Leben und Tod,,
6394,Leben und Tod,,
6395,Schlüssel der Gedanken,,
6396,Schlüssel der Gedanken,,
6397,Schlüssel der Gedanken,,
6398,Schlüssel der Gedanken,,
6399,Schlüssel der Gedanken,,
6400,Schlüssel der Gedanken,,
6401,Schweizer Taschenmesser,,
6402,Schweizer Taschenmesser,,
6403,Schweizer Taschenmesser,,
6404,Schweizer Taschenmesser,,
6405,Schweizer Taschenmesser,,
6406,Schweizer Taschenmesser,,
6407,Wahrnehmungsuhr,,
6408,Wahrnehmungsuhr,,
6409,Wahrnehmungsuhr,,
6410,Wahrnehmungsuhr,,
6411,Wahrnehmungsuhr,,
6412,Wahrnehmungsuhr,,
6413,Richtschwert,,
6414,Richtschwert,,
6415,Richtschwert,,
6416,Richtschwert,,
6417,Richtschwert,,
6418,Richtschwert,,
6419,Gleichgewicht,,
6420,Gleichgewicht,,
6421,Gleichgewicht,,
6422,Gleichgewicht,,
6423,Gleichgewicht,,
6424,Gleichgewicht,,
6425,Schlüssel zum Himmel,,
6426,Schlüssel zum Himmel,,
6427,Schlüssel zum Himmel,,
6428,Schlüssel zum Himmel,,
6429,Schlüssel zum Himmel,,
6430,Schlüssel zum Himmel,,
6431,Schicksalskristall,,
6432,Schicksalskristall,,
6433,Schicksalskristall,,
6434,Schicksalskristall,,
6435,Schicksalskristall,,
6436,Schicksalskristall,,
6437,Die Flügel des Ikarus,,
6438,Die Flügel des Ikarus,,
6439,Die Flügel des Ikarus,,
6440,Die Flügel des Ikarus,,
6441,Die Flügel des Ikarus,,
6442,Die Flügel des Ikarus,,
7001,Sonnenbaden,,Bitte... unterbrich mich nicht... ich möchte mich nur entspannen... den ganzen Tag.
7002,Nr. Alpha,,"Die Kraft, die fähig ist, die Welt zu erschaffen und umzugestalten, wird mir helfen, den Campus zu erobern."
7003,Seeprinzessin,,Fisch ist immer noch Fleisch!
7004,Schicksalslinie,,Schicksal…eine rote Linie… Heißt das Glück?
7005,Hexenanzug,,Neues Festivalkostüm? Sieht gut aus... Lass uns nachdem Blutbeutel sehen.
7006,Kampfelite,,Hey du! Willst du kämpfen?! Lass dich von meiner Granate in die Luft jagen!
7007,Karate Meister,,Du willst Karate lernen? Lass mich dich unterrichten ~
7008,Wunderland,,Es gibt so viele fantastische Kuriositäten im Kaninchenbau! Warte... Träume ich?
7009,Eisprinzessin,,"Es ist mir egal, was sie sagen, lass den Sturm wüten! Die Kälte hat mich sowieso nie gestört!"
7010,Weihnachtsmarkt,,"Komm her und hilf mir, diesen Weihnachtsbaum zu schmücken. Ich werde Michaela ~ überraschen"
7011,Wichtelelf,,Hier ist dein Weihnachtsgeschenk! Halte es mit beiden Händen fest ~
7012,Winterland,,Da! Ein Baum aus Eis! Natur kann so schön sein!
7013,Frostige Ritterin,,Ritter kämpfen für ihre Träume. Ich kämpfe um die Welt zu schützen.
7014,Neujahrskleid,,Es ist wirklich eine schöne Nacht und wir speisen bei Kerzenlicht.
7015,Schatz,,Dank dir bin ich dieses Mal nicht allein!
7016,Rosa Schatz,,"Hmmm, ich denke du brauchst eine Lektion ~ Komm her!!"
7017,Kirschblüten-Regen,,Wie schnell fallen Kirschblüten auf die Straße? Auch das habe ich in meine Berechnungen mit einbezogen.
7018,Nachtrose,,Die Rosen bei Nacht sehen wirklich schön aus ~
7019,Tagundnachtgleiche,,"Danke, dass du mir Licht bringst. Ich mag es wirklich ~"
7020,Scharlachrot,,"Da du mich geschlagen hast, werde ich mein Versprechen einhalten, und einen Eid leisten!"
7021,Pinkes Lob,,"Danke, dass du dich immer um mich gekümmert hast. Sen.... Senpai. Ich hoffe du hilfst mir weiterhin ~"
7022,Eisrose,,"Du und ich sind fürs Leben, wir werden immer füreinander da sein."
7023,Weiße Rose,,"Mit diesem Ring gebe ich dir mein Herz, du sollst niemals mehr alleine sein."
7024,Blüte,,"Liebenswerter Fuchs, bist du wegen den Kirschblüten hier? Komm und trinke Wein mit mir!"
7025,Osterjägerin,,Fühle die Wärme des Frühlings durch die Ostereier~
7026,Liebeslied,,Diese leichte Brise trägt einen Hauch von Romantik.
7027,Rote Rose,,Ein Weg führt zu einem Garten voller Rosen. Der andere führt direkt in die Hölle. Welchen Weg wirst du nehmen?
7028,Miau-Killer,,"Miau ~ Wenn du meine Hilfe brauchst, frag einfach ~\n(= ￣ω￣ =)"
7029,Engelsprüferin,,"Ich bin Michaela, die Engelsprüferin, wenn du Fragen hast, zögere nicht!"
7030,Menschenprüferin,,"Also bist du der nächste? Du hast keine Zeit dich auf meine Test vorzubereiten, Versprochen!"
7031,Zongzi-Trägerin,,"Was für köstliche Reisbällchen! Willst du etwas essen? ~~ Warte, Bruno, es ist heiß!"
7032,Monsterprüferin,,Komm! Zeig mir was du hast!
7033,Sommerwind,,Willst du mit mir Volleyball spielen? Ich werde keine Gnade zeigen!
7034,Azurblaues Meer,,Badeanzug? Es passt gut zum Meer. Willst du mit Wasser spielen?
7035,Dämonenprüferin,,"Die Prüfung beginnt jetzt! Ich freue mich darauf zu sehen, wie deine Seele leidet..."
1166,Kriegerschwert,,
2166,Krieger Rüstung,,
3166,Krieger Helm,,
4166,Krieger-Beinschienen,,
1266,Magier Sachen,,
2266,Magier Kleidung,,
3266,Magier Zubehör,,
4266,Magier Flügel,,
1366,Ranger Sachen,,
2366,Ranger Kleidung,,
3366,Ranger-Zubehör,,
4366,Ranger Flügel,,
1466,Mörder Dolch,,
2466,Mörder Haube,,
3466,Mörder Ring,,
4466,Mörder Schuhe,,
1566,Priestertrank,,
2566,Priester-Robe,,
3566,Priester-Kreuz,,
4566,Priester-Schuhe,,
6443,Dornenherz,,
6444,Dornenherz,,
6445,Dornenherz,,
6446,Dornenherz,,
6447,Dornenherz,,
6448,Dornenherz,,
7036,Spielverderber,,Was? Party? Ich bin dabei!
7037,Honig-Göttin,,Komm! Nimm was du willst ~
7038,Wellenreiterin,,Meine Klinge ist nicht aufzuhalten! Nicht einmal die Welle kann ihr standhalten!
7039,Göttliche Braut,,"Es ist das Schicksal, das uns zusammenbringt, und der Moment, in dem wir uns begegnet sind, der eine Ewigkeit an Dauert."
7040,Rosenquarz,,"Ich hoffe du magst dieses Kleid... ich habe nie eins gebraucht, bis ich dich traf."
7041,Meeresbrise,,Meine Pfeile finden immer ihr Ziel- auch eine Welle kann ihnen nichts entgegensetzen.
7042,Feenprüferin,,"Der Test wird nicht einfach, bist du bereit?"
7043,Sommerfantasie,,"Schau nicht so! Es so peinlich, so gesehen zu werden..."
7044,Weißer Kimono,,"Du gibst mir so einen Mantel, weißt du was es bedeutet, nein?"
7045,Geisterprüferin,,Warum muss ich den Test durchführen?
7046,Reine Feder,,Warum bist du so überrascht? Passt dieses Kleid nicht zu mir?
7047,Verlockung,,"Wer zuerst betrunken ist, muss dem anderen einen Wunsch erfüllen ~"
7048,Ewige Flamme,,Mein Herz ist voller Liebe... spürst du diese Hitze auch?
7049,Anmutiger Schleier,,"Ich möchte wirklich nicht von so vielen Menschen gesehen werden, aber ich werde... nur für dich."
5641,Drachenjade,,
5642,Drachenjade,,
5643,Drachenjade,,
5644,Drachenjade,,
5645,Drachenjade,,
5646,Drachenjade,,
5647,Drachenjade,,
5648,Drachenjade,,
5649,Drachenjade,,
5650,Drachenjade,,
5651,Drachenjade,,
5652,Drachenjade,,
5653,Drachenjade,,
5654,Drachenjade,,
5655,Drachenjade,,
5656,Drachenjade,,
5657,Drachenjade,,
5658,Drachenjade,,
5659,Drachenjade,,
5660,Drachenjade,,
7050,Düstere Musik,,"Es lohnt sich nicht, sich zu verstecken oder so zu tun! Meine Musik offenbart meinen inneren Wahnsinn!"
7051,Rock-Konzert,,"Ich gehöre zu dem Künstler, in dem sich die alten Wege dem neuen angeschlossen haben!"
7052,Trommel rollen,,"Wenn meine Trommelstöcke auf der Oberfläche der Trommeln landen, berühren sie auch die Seelen der Zuhörer!"
6449,Fusionsschirm,,"
Der Legende nach wurde diese künstliche Antiquität vom Handwerker Alberta hergestellt. Neben Yume-Technologie wurden noch andere unbekannte und gefährliche Technologien verwandt. 

Dieser Schirm kann seine Form verändern und sich somit den verschiedenen Situation einer Schlacht anpassen. Wenn der Schirm geöffnet ist, kann man die von Alberta auf die Innenseite gemalte Sternenkarte sehen. 

Die eigentliche Aufgabe eines Schirms ist es uns von Dingen, die vom Himmel kommen, zu beschützen. Mit dem Bemalen der Sternenkarte im Regenschirm möchte Alberta die Tatsache zum Ausdruck bringen, dass der wahre Feind von jenseits des Himmels kommt."
