id,desc,title
120,Aufnahmeprüfung,Aufnahme-\nprüfung
121,Herzschlag,Herzschlag
122,Geschenke des Grafen,Geschenke\ndes Grafen
123,SP Energie Beschwören,SP Energie\nBeschwören
125,Glückskarten,Glückskarten
128,Brief an Senpai,Brief an\nSenpai
129,Verdreifachte Dias bei der Erstaufladung,Verdreifachte\nDias
130,Glückspakete,Glückspakete
131,Jubiläums- Kuchen,Jubiläums-\nKuchen
126,Campus- Erkundung,Campus-\nErkundung
127,Jubiläums- Puzzle,Jubiläums-\nPuzzle
132,Vorteilskarte,Vorteilskarte
133,Sommerhitze,Sommerhitze
134,Zauberkarte,Zauberkarte
135,Zauberbox,Zauberbox
136,Hinter den Kulissen,Hinter den\nKulissen
137,Willkommen zurück,Willkommen\nzurück
138,Besondere Mädchenbox,Besondere\nMädchenbox
139,Ermäßigte Monatskarte,Ermäßigte\nMonatskarte
140,Wunschkapsel,Wunschkapsel
142,Dynamische Symphonie,Dynamische\nSymphonie
143,Reise zu den Wolken,Reise zu\nden Wolken
144,Rotkäppchens Geschenk,Rotkäppchens\nGeschenke
141,Märchentraumwelt,Märchen-\ntraumwelt
145,Limitiertes Paket zum Valentinstag,Limitiertes Paket\nzum Valentinstag
146,Testfonds,Testfonds
147,Kostümpakete,Kostümpakete
148,Glückspakete,Glückspakete
149,Wahlkampf des Assistenten,Wahlkampf\ndes Assistenten
150,Halloween Kürbisfeld,Halloween\nKürbisfeld
151,Versorgungskristallmeißel,Versorgungs-\nkristallmeißel
152,Versorgungsbrotdosen,Versorgungs-\nbrotdosen
153,Versorgungskekse,Versorgungs-\nkekse
154,Prüfungsversorgung,Prüfungs-\nversorgung
156,7-tägige Aufgaben,7-tägige\nAufgaben
157,Neulingspakete,Neulings-\npakete
155,Schulerkundung,Schul-\nerkundung
158,韓國kakaopay（韓語專用）,韓國kakaopay（韓語專用）
159,Geschenk zum Monatsanfang,Geschenk zum\nMonatsanfang
160,Frühsommershopping,Frühsommer-\nshopping
161,Sonder- Rekrutierung,Sonder-\nRekrutierung
162,Neulingsprobe,Neulings-\nprobe
163,Belohnungstausch,Belohnungs-\ntausch
164,Erstaufladepaket,Erstauflade-\npaket
165,Anfängerpaket,Anfängerpaket
166,Luvlys Inselreise,Luvlys\nInselreise
167,Reiseversorgung,Reise-\nversorgung
170,Prämien zum Neujahr,Prämien \nzum Neujahr
171,Puppenhaus zu Weihnachten,Puppenhaus\nzu Weihnachten
172,Neujahrs-Login,Neujahrs-\nLogin
169,Weihnachtsladen,Weihnachts-\nladen
168,Willkommenskapseln,Willkommens-\nkapseln
173,Yume-Lernzentrum,Yume-\nLernzentrum
174,Personalisiertes Paket für Turin,Personali-\nsiertes Paket
175,Antiquitätswachstum,Antiquitäts\nwachstum
176,Neulingsfonds,Neulingsfonds
177,Premiumzüge für Anfänger,Premiumzüge\nfür Anfänger
178,Lotto Glücksboni,Lotto\nGlücksboni
179,Kapselpool für Anfänger,Kapselpool\nfür Anfänger
180,Kapselpakete für Anfänger,Kapselpakete\nfür Anfänger
181,Markt zum Frühlingsfest,Markt zum\nFrühlingsfest
182,Frühlingsbeginn,Frühlings-\nbeginn
183,Günstiger Austausch,Günstiger\nAustausch
184,Aufladebonus,Aufladebonus
185,White Day,White Day
186,Diener-Challenge,Diener-\nChallenge
187,Diener-Wachstum,Diener-\nWachstum
188,Einschreibe-Bonus,Einschreibe-\nBonus
189,Puppen-Parade,Puppen-\nParade
190,Pakete zu Ostern,Pakete\nzu Ostern
191,Überraschungs-Ostereier,Überraschungs-\nOstereier
192,Ostereier-Pakete,Ostereier-\nPakete
193,Limitierte Aufträge,Limitierte\nAufträge
195,Geschenkcode,Geschenkcode
196,Feuerwerksfabrik,Feuerwerks-\nfabrik
197,Pippis Absolvierungsplan,Pippis Absol-\nvierungsplan
198,Schatzjäger,Schatzjäger
199,Alle antreten!,Alle\nantreten!
202,Neulings-Kursplan,Neulings-\nKursplan
203,Kursplan-Pakete,Kursplan-\nPakete
204,Unterricht,Unterricht
205,Sammlung der Korallenzweige,Sammlung der\nKorallenzweige
206,Rätsel der Zeit,Rätsel der Zeit
207,Auf den Spuren der Zeit,Auf den Spuren\nder Zeit
208,Waldfee,Waldfee
209,Magische Reserven,Magische\nReserven
210,Personalisierte Pakete,Personalisierte\nPakete
211,Sondernachschub,Sondernachschub
212,Einsatz- vorbereitung,Einsatz-\nvorbereitung
213,Rekrutierung,Rekrutierung
214,Einsatz in der Fremde,Einsatz\nin der Fremde
215,Personalisierter Nachschub,Personalisierter\nNachschub
216,Neulings-Kursplan,Neulings-\nKursplan
217,Kursplan-Pakete,Kursplan-\nPakete
218,Unterricht,Unterricht
219,Rückkehrer-Events,Rückkehrer- Events
221,Sage der Glaskugel,Sage der\nGlaskugel
224,Paket zum 3. Jubiläum 1,Paket zum\n3. Jubiläum
225,Paket zum 3. Jubiläum 2,Paket zum\n3. Jubiläum
226,Weinfestspiele,Weinfestspiele
227,Geheimer Weinkeller,Geheimer\nWeinkeller
228,Miss Yume,Miss Yume
229,Geschenk der Sterne,Geschenk\nder Sterne
