id,name,from,content
23,Auflade-Nachricht,Systembenachrichtigung,"Vielen Dank, dass du dich für {1} entschieden hast. Deine Items sind im Rucksack erhältlich. Schau nach~"
24,Tägliche Belohnungen,Systembenachrichtigung,"Melde dich während der Events an, um täglich Steuer *5, Dias *150 und Rubbellos *1 zu erhalten. Hier sind deine Belohnungen."
25,Belohnungen - Arena-Kampf,Systembenachrichtigung,Herzlichen Glückwunsch! Du hast während des Events Arena-Kampf ein bestimmtes Ziel erreicht. Hier sind die entsprechenden Belohnungen!
26,Abonnement,Abonnement,Herzliche Glückwünsche! Du bist der glückliche Inhaber einer Wochenkarte. Deine Münzenausbeute wird für die nächsten 168 Stunden um 100% erhöht. Dieser Vorteil wird auf die Vip-Vorteile draufgerechnet.
27,Erinnerung: Abonnement läuft aus,Abonnement,"Deine Wochenkarte läuft heute ab. Bitte verlängere deine Wochenkarte, um die Vorteile weiterhin nutzen zu können. Die Münzenausbeute wird um 100% erhöht, solange die Karte aktiv ist!"
28,Absolvieren&Erwecken,Systembenachrichtigung,Herzliche Glückwünsche! Du hast während des Events {1} auf 5-Sterne gelevelt. Hier sind deine Belohnungen!
29,Absolvieren&Erwecken,Systembenachrichtigung,Herzliche Glückwünsche! Du hast während des Events {1} auf 6-Sterne gelevelt! Hier sind deine Belohnungen!
30,Gilden-Boss Ranglisten-Belohnung,Gildenmail,Herzliche Glückwünsche zum Sieg im Kampf gegen den Gilden-Boss. Hier sind deine Belohnungen!
31,Gilden-Boss Tötungs-Rangliste,Gildenmail,Herzlichen Glückwunsch! Der Gilden-Boss wurde besiegt. Hier sind deine Belohnungen.
32,Gilden-Boss,Gildenmail,Du hast diesen Boss schon mehrmals besiegt. Es sind keine Belohnungen mehr verfügbar.
33,Gildenleiter-Nominierung,Gildenmail,{1} ist nicht mehr länger der Gildenleiter. {2} ist der neue Gildenleiter von {3}.
34,Stellvertreter-Nominierung,Gildenmail,Du wurdest zum Stellvertreter der Gilde {1} ernannt.
35,Stellvertreter-Entlassung,Gildenmail,Du bist nicht mehr der Stellvertreter der Gilde {1}.
36,Rauswurf-Benachrichtigung,Gildenmail,Du wurdest aus deiner Gilde rausgeworfen. Du bist kein Mitglied der Gilde {1} mehr.
37,Gildenauflösung,Gildenmail,{1} wurde aufgelöst. Du hast keine Gilde mehr.
38,Gildenbeitritt,Gildenmail,"Herzlichen Glückwunsch. Du bist erfolgreich der Gilde {1} beigetreten. Denke daran, dich täglich anzumelden!"
39,Tägliche Belohnungen,Systembenachrichtigung,"Melde dich während der Events an, um täglich Elementarkugel *1 und Spielkarte *1 zu erhalten. Hier sind deine Belohnungen."
40,Belohnungen zum Saisonende,Arena-Mail,"Als Direktor der Yume Akademie möchte ich dir gratulieren, dass du den Rang {1} in der Elite Arena erreicht hast. Deine hervorragenden Fähigkeiten und dein Mut haben dir folgende Belohnungen eingebracht."
41,Elite Arena,Systembenachrichtigung,"Lieber Senpai, die Elite Arena ist eröffnet! Hier sind 5 Arena Tickets. Mach dich auf in den Kampf!"
42,Belohnungen - Praktische Arbeit,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast bei der praktischen Arbeit den {1} Platz erreicht. Hier sind deine Belohnungen!
43,Belohnungen - Praktikum,Systembenachrichtigung,Das Praktikum ist beendet. Herzlichen Glückwunsch. Hier sind deine Belohnungen!
44,Handwerksbelohnung,Systembenachrichtigung,Die Handwerksarbeit ist fertiggestellt. Herzlichen Glückwunsch! Hier sind deine Belohnungen!
45,Belohnungen - Expedition,Systembenachrichtigung,Die Expedition ist beendet. Herzlichen Glückwunsch! Hier sind deine Belohnungen!
46,Erinnerung: Elite Arena endet bald,Systembenachrichtigung,"Senpai, die Elite Arena endet in weniger als 24 Stunden! Bitte begebe dich schnell in die Elite Arena und verteidige deinen Ruhm!"
47,"Belohnungen - ""Stimme der Liebe""",Systembenachrichtigung,"Vielen Dank für deine Teilnahme am Event ""Stimme der Liebe""! Hier sind deine Belohnungen!"
48,Tägliche Belohnung,Systembenachrichtigung,Melde dich jeden Tag während des Events an und erhalte 1 Super Lottoschein und 5 Sanduhren. Hier sind deine Belohnungen!
49,Praktische Arbeit,Systembenachrichtigung,"Senpai! Die praktische Arbeit beginnt! Verwende diese 4 Sanduhren, um an dem Event teilzunehmen."
50,Start - Elite Liga,Arena-Mail,Senpai! Die Elite Liga ist jetzt verfügbar! Komm vorbei und nimm an der Schlacht in der Elite Liga teil!
51,Erinnerung: Elite Liga endet bald,Arena-Mail,Senpai! Die Elite Liga endet in weniger als 24 Stunden! Kämpfe in der Elite Liga um Belohnungen!
52,Belohnungen zum Saisonende,Arena-Mail,"Als Direktor der Yume Akademie möchte ich dir gratulieren, dass du den Rang {1} in der Elite Liga erreicht hast. Deine hervorragenden Fähigkeiten und dein Mut haben dir folgende Belohnungen eingebracht."
53,Anfrage aktzeptiert,Arena-Mail,"Senpai! Deine Bewerbung für ein Elite Liga-Team wurde angenommen! Schnell, schau dir dein Team an!"
54,Teamleiter-Wechsel,Arena-Mail,Senpai! du bist jetzt der Teamleiter! Mach dich an die Arbeit und erfülle deine Aufgaben als Teamleiter in der Elite Liga!
55,Rauswurfsbenachrichtigung,Arena-Mail,"Senpai, der Teamleiter hat dich aus dem Team geworfen. Bitte erstelle ein neues Team oder schließe dich einem an!"
56,Abonnement erfolgreich abgeschlossen,Abonnement,"Herzlichen Glückwunsch! Du hast die Wochenkarte erfolgreich abonniert! Ab sofort bringt dir dein Auto-Kampf 100% mehr Münzen ein. Dieser Vorteil ist mit deinem Vip-Münzen-Boni kombinierbar! Nach 1 Woche werden die Kosten deines Abonnements automatisch abgezogen. Wenn du die Wochenkarte kündigst, erhälst du den Rest der Woche weiterhin Vorteile. Das Abonnement muss manuell gekündigt werden. Um dein Abonnement zu verwalten, gehe zu den Hausaufgaben und tippen auf Karten."
57,Gildenkampf Punktbelohnungen,Systembenachrichtigung,Herztlichen Glückwunsch. Du hast beim Gildenpunktewettkampf den {1} Platz erreicht. Um deinen Mut und dein Geschick anzuerkennen schicken wir dir folgende Belohnungen
58,Gildenkampf Finale Runde,Systembenachrichtigung,Herzlichen Glückwunsch! Deine Gilde belegte in der Endrunde des Gildenkriegs Platz {1}. Hier sind deine Belohnungen!
59,Gildenkampf Finale Runde,Systembenachrichtigung,"Herzlichen Glückwunsch! Deine Gilde war der Zweitplatzierte in der Finalrunde des Gildenkrieges! Hier ist dein Preis, um dein Können und deine Tapferkeit zu belohnen!"
60,Gildenkampf Finale Runde,Systembenachrichtigung,"Herzlichen Glückwunsch! Deine Gilde war der Champion in der Finalrunde des Gildenkrieges! Hier ist dein Preis, um dein Können und deine Tapferkeit zu belohnen!"
61,"Belohnungen zu ""Grußkarte zum 3. Jubiläum""",Systembenachrichtigung,Du bist ein Lv.{1} Spieler. Heute erhälst du die folgenden Belohnungen. Deine Grußkarte zum 3. Jubiläum läuft in {3} Tag(en) ab!
62,Monatskarten-Verlängerung erfolgreich,Monatskarte,"Vielen Dank, dass du deine Monatskarte verlängert hast. Dein aktuelles Abonnement läuft in {1} Tagen ab."
63,Mini Monatskarten-Verländerung erfolgreich,Mini Monatskarte,"Vielen Dank, dass du deine Mini Monatskarte erneuert hast. Dein aktuelles Abonnement läuft in {1} Tagen ab."
64,Puzzelevent,Event Mail,Herzliche Glückwünsche! Du hast {1} Puzzles abgeschlossen. Du hast die folgenden Belohnungen verdient!
65,Lieber Senpai!,Systembenachrichtigung,"
Wir laden dich zu unserer FB-Fangruppe ein, wo du mit anderen Spielerinnen und Spielern Strategien und Erfahrungen des Spiels austauschen kannst!

Komm und tritt der FB-Fangruppe bei!

[url=""https://www.facebook.com/groups/704461843695808""][c][f95e6a]                    ☞Tippe, um beizutreten☜[-][/c][/url]"
66,Absolvieren&Erwecken,Systembenachrichtigung,Herzlichen Glückwunsch zum Erwecken von 9-Sterne {1} während des Events. Hier sind deine Belohnungen!
67,Absolvieren&Erwecken,Systembenachrichtigung,Herzlichen Glückwunsch zum Erwecken von 10-Sterne {1} während des Events. Hier sind deine Belohnungen!
68,Intimitäts Event,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast während des Events mit einem Mädchen eine Intimität von 80 erreicht. Hier sind deine Belohnunge!
69,Intimitäts Event,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast während des Events mit einem Mädchen eine Intimität von 100 erreicht. Hier sind deine Belohnungen!
70,Kirschblüten Date-Event,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast erfolgreich {1} Date(s) beendet. Hier sind deine Belohnungen!
71,"Event ""wahre Liebe""",Systembenachrichtigung,Herzlichen Glückwunsch. Du hast erfolgreich {1} wahre Liebesbeweis(e) verwendet. Hier sind deine Belohnungen!
72,Wohnheimdekorations-Event,Systembenachrichtigung,Mit deiner Hilfe ist die Dekoration des Wohnheims abgeschlossen! Bitte sammel folgende Geschenke ein!
73,Ninjas Dankesgeschenk,Systembenachrichtigung,Mit deiner Hilfe hat Ninja alle Dekorationsaufgaben abgeschlossen! Bitte sammel folgende Geschenke ein!
74,Iron Fists Dankesgeschenk,Systembenachrichtigung,Mit deiner Hilfe hat Iron Fist alle Dekorationsaufgaben abgeschlossen! Bitte sammel folgende Geschenke ein!
75,Pandarias Dankesgeschenk,Systembenachrichtigung,Mit deiner Hilfe hat Pandaria alle Dekorationsaufgaben abgeschlossen! Bitte sammel folgende Geschenke ein!
76,Kapsel-Boni im neuen Server,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast im neuen Server Kapselevent {1} Punkte erreicht. Hier sind deine Belohnungen!
77,Geschichte der Yume Akademie,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast in der Geschichte das {1} Kapitel erreicht. Hier sind deine Belohnungen!
78,Ausrüstungsversorgungsbelohnung,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast {1} Punkte im Ausrüstungsversorgungsevent erhalten. Hier sind deine Belohnungen!
79,Jubiläumsmaschinen Punkt,Systembenachrichtigung,Herzlichen Glückwunsch zum Erwerb von {1} Punkten durch Ziehen des Jubiläumsspielautomaten. Hier sind deine Belohnungen!
80,Sicherheitsbelohnung,Systembenachrichtigung,"Du bist vom Chaos Boss besiegt worden, greif weiter an!"
81,Sicherheitsbelohnung,Systembenachrichtigung,Du hast dem Chaos Boss massiven Schaden zugefügt. Erhalte deine Belohnungen und greif weiter an!
82,Sicherheitsbelohnung,Systembenachrichtigung,Du hast den Chaos Boss erfolgreich beseitigt. Du bist jetzt in ein gefährlicheres Gebiet eingetreten. Bitte sammel deine Belohnungen!
83,Fragebogen-Belohnung,Systembenachrichtigung,Vielen Dank für das Ausfüllen des Fragebogens! Hier sind deine Belohnungen!
84,Musikfest,Systembenachrichtigung,Herzlichen Glückwunsch zum Lösen des Puzzles des Musikfestivals und zum erfolgreichen Erwerb des Rocker Kostüms von Nani. Deine Belohnung liegt bei!
85,Studiumplan-Belohnungen,Systembenachrichtigung,"Herzlichen Glückwunsch zum Erreichen von Level {1}, hier ist das Kompliment von Hottie! Bitte bemühe dich weiterhin!"
86,Belohnungen für Live Show,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast in der Live Show alle schwierigen Lieder entsperrt. Du erhälst Hexas Kostüm 「Trommel schlagen」!
87,Live Show Ranglistenbelohnung,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast bei der Live Show bei der performance der schwersten Lieder den {1} Platz erreicht. Hier sind deine Belohnungen.
88,Ultimative Liga Eröffnung,Systembenachrichtigung,"Lieber Senpai. Die neue Saison der Ultimativen Liga wurde eröffnet. Du kannst an der Wette teilnehmen, nachdem die Qualifaktion eröffnet wurde~"
89,Team-Qualifikation,Systembenachrichtigung,Herzlichen Glückwunsch. Du wurdest für die Teamphase der Ultimativen Liga qualifiziert. Bestimmte schnell deine Aufstellung~
90,Wette unerfolgreich,Systembenachrichtigung,Tut uns wirklich leid. Der von dir unterstütze Spieler {1} konnte diese Runde in der Ultimativen Liga nicht gewinnen. Bitte achte auf die folgenden Wettkämpfe!
91,Wette erfolgreich,Systembenachrichtigung,Herzlichen Glückwunsch. Der von dir unterstütze Spieler {1} hat die Runde in der Ultimativen Liga gewonnen! Hier sind deine Belohnungen~
92,Kapitelende-Belohnungen,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast beim Event Bibliothekaraufseher in der Bibliothek das Kapitel {1} abgeschlossen. Hier sind deine Belohnungen
93,Rangbelohnungen der Artikelrecherche,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast bei der Artikelrecherche den {1} Platz erreicht. Hier sind deine Belohnungen!
94,Punktebelohnung der Artikelrecherche,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast {1} Punkte bei der Artikelrecherche erhalten. Hier sind deine Belohnungen
95,Fragebogen-Belohnung,Systembenachrichtigung,Vielen Dank für das Ausfüllen des Fragebogens! Die Belohnungen sind beigefügt:
96,Neue Kostüme entsperrt,Systembenachrichtigung,Lieber Senpai. du hast erfolgreich Kostüm {2} von {1} entsperrt. Komm schnell und schau es dir an!
97,Tyrann des Vulkans Belohnungen,Systembenachrichtigung,"Herzlichen Glückwunsch. Du hast Kapitel {1} des ""Tyrann des Vulkan""-Events erledigt. Hier sind deine Belohnungen!"
98,Monatsthema,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast die Jobs des Monatsthemas erledigt. Hier sind deine Belohnungen.
99,Monatsthema,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast die Arena-Aufgaben des Monatsthemas erledigt. Hier sind deine Belohnungen.
100,Monatsthema,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast Erwecken&Absolvieren des Monatsthemas erledigt. Hier sind deine Belohnungen.
101,Monatsthema,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast die Praktische Arbeit des Monatsthemas erledigt. Hier sind deine Belohnungen!
102,Deluxe Bonus,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast die Jobs des Monatsthemas erledigt. Hier sind deine Deluxe-Belohnungen.
103,Deluxe Bonus,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast die Arena-Aufgaben des Monatsthemas erledigt. Hier sind deine Belohnungen.
104,Deluxe Bonus,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast Erwecken&Absolvieren des Monatsthemas erledigt. Hier sind deine Belohnungen.
105,Deluxe Bonus,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast die Praktische Arbeit des Monatsthemas erledigt. Hier sind deine Deluxe-Belohnungen!
106,Geschichtenentsperrung,Systembenachrichtigung,"Lieber Senpai, du hast bereits erfolgreich das Kapitel {1} der Geschichte von Anastasia entsperrt. Hier sind deine Belohnungen."
107,Rauswurfserinnerung,Systembenachrichtigung,"Lieber Senapi, du wurdest von der Gildenadministration aus der Gilde {1} geworfen. Trete schnell in eine Gilde ein oer gründe eine!"
108,Kaffee auflevel Belohnung,Systembenachrichtigung,"Herzlichen Glückwunsch. Im ""Kaffee machen""-Event hast du dein Level auf Level {1} verbessert. Hier sind deine Belohnungen."
109,"""Bete zu den Sternen"" Belohnungen",Systembenachrichtigung,"Herzlichen Glückwunsch. Im ""Bete zu den Sternen""-Event hast du die vorgeschriebene Menge erreicht. Hier sind deine Belohnungen."
110,Rangbelohnungen für Speed-Modus,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast den Platz {1} in der Mädchen-Aufgabe im Speed-Modus erhalten. Hier sind deine Belohnungen!
111,Test Server Belohnung,Systembenachrichtigung,Lieber Senpai. Herzlichen Glückwunsch. Du hast die Aufgaben währed der Test Server Zeit erledigt. Hier sind deine Belohnungen.
112,Umwandlung der Eventitems,Systembenachrichtigung,"Lieber Senpai, das Event {1} ist zu Ende. Deine {2}x {3} wurden recycelt und du bekommst dafür die folgenden Belohnungen."
113,Willkommensbelohnungen,Systembenachrichtigung,"Gratuliere, du hast während des Events ""Willkommenskapseln"" zum {1}. Mal Fiona oder Angie erhalten! Hier sind deine Belohnungen."
114,Bunte Ballons - Sympathiebelohnung,Systembenachrichtigung,"Gratuliere, du hast {1} Sympathie im Event ""Bunte Ballons"" erreicht. Hier sind deine Belohnungen."
115,Yume Hauskampf Belohnungen,Systembenachrichtigung,Herzlichen Glückwunsch Senpai. Du hast im Sport-Hauskampf den {1}. Platz erreicht. Hier sind deine Belohnungen!
116,Yume Hauskampf Belohnungen,Systembenachrichtigung,Herzlichen Glückwunsch Senpai. Du bist im Sport-Hauskampf unter die Besten {1}% gekommen. Hier sind deine Belohnungen!
117,Yume Elitekampf Rangbelohnungen,Systembenachrichtigung,Herzlichen Glückwunsch Senpai. Du hast im Sport-Elitekampf den {1}. Platz erreicht und {2} Punkte für dein Haus gewonnen. Hier sind deine Belohnungen!
118,Yume Sportfest-Belohnungen,Systembenachrichtigung,Herzlichen Glückwunsch Senpai. Du hast beim Sportfest den {1}. Platz erreicht. Hier sind deine Belohnungen!
119,Einschulungspaket-Belohnungen,Event Mail,Herzlichen Glückwunsch Senpai. Die Gesamtzahl der Einschulung hat {1} erreicht und hat die vorgeschriebene Anzahl erreicht. Hier sind deine Belohnungen.
120,Freundes Boss Belohnung,Systembenachrichtigung,"Lieber Senpai. Das Mädchen, das du als Unterstützerin eingesetzt hast, hat erfolgreich geholfen einen Freundes Boss {1} Mal zu besiegen. Hier sind deine Belohnungen!"
121,Monatsthema,Systembenachrichtigung,"Herzlichen Glückwunsch Senpai. Du hast das monatliche Event ""Erkunde das Buchheiligtum"" erfolgreich beendet. Hier sind deine Belohnungen."
122,Deluxe Bonus,Systembenachrichtigung,"Herzlichen Glückwunsch Senpai. Du hast das monatliche Event ""Erkunde das Buchheiligtum"" erfolgreich beendet. Hier sind deine Deluxe Belohnungen."
123,Buchheiligtum-Belohnungen,Systembenachrichtigung,"Herzlichen Glückwunsch Senpai. Du hast im ""Erkunde das Buchheiligtum""-Event die Aufgaben abgeschlossen. Hier sind deine Belohnungen."
124,Belohnungen (Aufnahmeprüfung),Systembenachrichtigung,"Herzlichen Glückwunsch, Senpai! Du hast bei der Aufnahmeprüfung den {1}. Platz erreicht. Hier sind deine Belohnungen!"
125,Belohnungen (Aufnahmeprüfung),Systembenachrichtigung,"Herzlichen Glückwunsch, Senpai. Du bist bei der Aufnahmeprüfung unter die besten {1}% gekommen. Hier sind deine Belohnungen!"
126,Belohnungen des Herzkristall-Pakets,Event Mail,Lieber Senpai. Vielen Dank. Du hast erfolgreich das Herzkrisall-Paket gekauft. Hier sind deine heutigen Herzkristalle und Liebesdiamanten.
127,Belohnungen der Campus-Erkundung,Systembenachrichtigung,Herzlichen Glückwunsch. Du hast bei der Campus-Erkundung das Item {1} erhalten. Hier sind deine Belohnungen!
128,Sommerhitze Belohnungen,Systembenachrichtigung,Herzlichen Glückwunsch Senpai. Du hast bei dem Sommerhitze-Event das Kapitel {1} abgeschlossen. Hier sind deine Belohnungen.
129,Belohnungen der Rückkehrer-Aufgaben,Systembenachrichtigung,Herzlichen Glückwunsch Senpai. Du hast im Alte-Freunde Event die Rückkehrer-Aufgaben abgeschlossen. Hier sind deine Belohnungen!
130,Belohnungen der Versammlungs-Aufgaben,Systembenachrichtigung,Herzlichen Glückwunsch Senpai. Du hast im Alte-Freunde Event die Versammlungs-Aufgaben abgeschlossen. Hier sind deine Belohnungen!
131,Wunschkapsel-Belohnung,Systembenachrichtigung,"Herzlichen Glückwunsch, Senpai! Du hast während des Events ""Wunschkapsel"" insgesamt {1} Mal gezogen. Hier sind deine Belohnungen!"
132,Tägliche Belohnung,Systembenachrichtigung,Melde dich jeden Tag während des Events an und erhalte 1 Rassel. Hier ist deine Belohnung!
133,Belohnung fürs Abenteuer-Event,Systembenachrichtigung,Gratulation! Du hast Lv.{1} im Event Märchentraumwelt erreicht. Hier sind deine Belohnungen!
134,Neuer Gildenleiter,Gildenmail,"Da {1} bereits für 7 Tage offline geblieben ist, wurde die Stelle des Gildenleiters vom System automatisch übertragen. {2} ist der neue Gildenleiter von {3}"
135,Arenaende-Erinnerung,Arena-Mail,"Senpai, die Arena endet in weniger als 24 Stunden! Bitte begebe dich schnell in die Arena und verteidige deinen Ruhm!"
136,Rotkäppchen-Belohnungen,Event Mail,Vielen Dank für den Kauf des Rotkäppchens Geschenks. Hier sind die heutigen Belohnungen. Deine Luxus-Belohnungen laufen in {1} Tagen ab!
137,Rotkäppchen-Belohnungen,Event Mail,Vielen Dank für den Kauf des Rotkäppchens Geschenks. Hier sind die heutigen Belohnungen. Deine Spezial-Belohnungen laufen in {1} Tagen ab!
138,Rotkäppchen-Belohnungen,Event Mail,Vielen Dank für den Kauf des Rotkäppchens Geschenks. Hier sind die heutigen Belohnungen. Deine Premium-Belohnungen laufen in {1} Tagen ab!
139,Hausprüfungs-Punktebelohnungen,Systembenachrichtigung,"Herzlichen Gllückwunsch Senpai, dass du bei der Hausprüfung {1} Punkt(e) erreicht hast. Hier sind deine Belohnungen!"
140,Hausprüfungs-Rangbelohnungen,Systembenachrichtigung,GXB-Akademie gratuliert dir zum 1. Platz der {1}-Fraktion bei der Prüfung dieser Saison. Deine Fähigkeit und dein Mut werden anerkannt und wir schicken dir {2} als Belohnung. Bitte prüfe das in deinen persönlichen Informationen.
141,Testfonds,Systembenachrichtigung,Herzlichen Glückwunsch Senpai. Du hast die {1}. Stufe des Testes abgeschlossen. Hier sind deine Belohnungen vom Kauf des Testfonds! Mach weiter so!
142,Gildenkampfende-Erinnerung,Systembenachrichtigung,"Lieber Senpai, die Qualifikationsrunde im Gildenkampf endet in weniger als 24 Stunden! Bitte begebe dich schnell auf den Sportplatz um zu kämpfen!"
143,Sternensegen,Systembenachrichtigung,"Gratuliere, du hast während des Events das Mädchen {1} erfolgreich auf 14-Sterne gelevelt. Hier sind deine Belohnungen."
144,Sternensegen,Systembenachrichtigung,"Gratuliere, du hast während des Events das Mädchen {1} erfolgreich auf 15-Sterne gelevelt. Hier sind deine Belohnungen."
145,Stufenbelohnung für Schulerkundung,Systembenachrichtigung,"Gratuliere, du hast beim Event Schulerkundung {2} Runde(n) bei {1} abgeschlossen. Hier sind deine Belohnungen!"
146,Bereichbelohnung für Schulerkundung,Systembenachrichtigung,"Gratuliere, du hast beim Event Schulerkundung den Bereich {1} abgeschlossen. Hier sind deine Belohnungen!"
147,Punktebelohnung für Schulerkundung,Systembenachrichtigung,"Gratuliere, du hast beim Event Schulerkundung {1} Punkte erreicht. Hier sind deine Belohnungen!"
148,Rangbelohnung für Schulerkundung,Systembenachrichtigung,"Gratuliere, du hast beim Event Schulerkundung den {1}. Platz belegt. Hier sind deine Belohnungen!"
149,Belohnungen des Neulingsevents,Systembenachrichtigung,"Gratuliere, Senpai! Du hast die 7-tägigen Aufgaben erfolgreich abgeschlossen. Die noch nicht gesammelten Belohnungen sind beigefügt!"
150,Fortschrittsbelohnung des Neulingsevents,Systembenachrichtigung,"Gratuliere, Senpai! Du hast während des Neulingsevents {1} Punkte erreicht. Die noch nicht gesammelten Belohnungen sind beigefügt!"
151,Belohnung von Luvlys Inselreise,Event Mail,"Gratuliere, dass du während des Events Luvlys Inselreise {1} Korallenzweige gesammelt hast. Hier sind deine Belohnungen!"
152,Tägliche Belohnung,Systembenachrichtigung,"Melde dich während der Events an, um täglich Steuer *4, Dias *150 und Rubbellos *1 zu erhalten. Hier sind deine Belohnungen."
153,Umwandlung der Eventitems,Systembenachrichtigung,"Lieber Senpai, das Event {1} ist zu Ende. Deine {2}x {3} wurden automatisch recycelt."
154,Rangbelohnung für Schulerkundung,Systembenachrichtigung,"Gratuliere, du hast in diesmaliger Schulerkundung den {1}. Platz beleget! Hier sind deine Belohnungen!"
