name,translation
HIT,Präzision
MISS,Blockade
CRIT,Krit. Rate
TRUEATK,Heil. Schad.
BRK,Bruch
CRITTIME,Krit. Schad.
FREE,Immunität
SKLP,Skill-Bon.
DECDMG,Schad.-Red.
CAMPAIGN_HANG_ITEM_WINDOW,Beute
TIPS,Hinweis
TOP_LEV_UP,Max. Lv
COMPOSE_EQUIP,Synthetisieren
COMPOSE_EQUIP_NO_MANA,"Münzen nicht ausreichend, Synthetisieren fehlgeschlagen!"
COMPOSE_EQUIP_NUM_0,Du kannst keine 0 Objekte synthetisieren!
POWER,Kraft
DAY,{1}D
HOUR,{1} St.
MINUTE,{1} Min.
SECOND,{1} Sek.
CONFIRM,Bestätigen
EQUIP_STRENGTHEN,Synthetisieren
PARTNER,Mädchen
SUMMON,Beschwören
SELF,Verbündete
ENEMY,Gegner
DAMAGE,Schaden
HEAL,Heilung
FAIL_ADVICE,"Verwende die folgenden Methoden, um deine Stärke zu erhöhen:"
PUB_MISSION_FULL_HERO,Du hast bereits genug Mädchen um den Kampf zu beginnen!
BATTLE_TIPS_TITLE,Fraktionsrivalität
CAMPAIGN_WINDOW_HELP,"1. Jede Kampfzone enthält mehrere Runden. Schaffe alle Zonen im normalen Modus, um den Harten-Modus zu entsperren.|2. Belohnungen werden für das Erledigen jeder Runde vergeben.|3. Erst wenn du eine Runde geschafft hast, kannst du die nächste freischalten.|4. Auto-Kämpfe dauern maximal 10 Stunden. Die Ansammlung von Belohnungen geht daher auch max. 10 Stunden und wird erst wieder aufgenommen, wenn du zurückkommst.|5. Die Auto-Kämpfe gewähren EXP-Saft, Spieler-EXP und Münzen. Auf höherer Stufe bekommt man größere Belohnungen.|6. Durch Auto-Kämpfe bekommt man außerdem regelmäßig Rüstungen und Mädchen-Fragmente."
CAMPAIGN_HANG_FORMATION_WINDOW,Team
SHENXUE_SELECT_WINDOW,Bitte wähle das Mädchenmaterial aus
NO_PARTNER,Kein Mädchenmaterial vorhanden
PUB_SPEED_MISSION_1,"Dias nicht ausreichend, Beschleunigen fehlgeschlagen!"
PUB_SPEED_MISSION_2,"Möchtest du {1} Dias verwenden, um diese Aufgabe zu beschleunigen?"
COMPOSE_EQUIP_NO_MATERIAL,Rüstungsmaterial nicht ausreichend!
CAMPAIGN_REQUIRE,Benötigt
CAMPAIGN_REQUIRE_1,Spieler muss Lv.{1} sein
CAMPAIGN_REQUIRE_2,Die Angriffskraft des Beuteteams erreicht {1}
CAMPAIGN_REQUIRE_3,Du musst die Stufe vorher erledigen
CAMPAIGN_RANK_WINDOW,Rang
PUT_IN,Benutze {1}
REPLACE,Wechseln
TRANSFORM,Austausch
SAVE,Speichern
REMOVE,Entfernen
LOCK_NOW_ATTR,Sperre die aktuellen Attribute (Dias benötigt)
UNKNOWN_TREASURE,Unbekannter Kristall
REMOVE_ALL,Entfernen
EQUIP_ALL,Ausstatten
USE,Benutzen
REFRESH,Erneuern
PUB_MISSION_TIME,Wird zurückgesetzt ({1}/{2}):
PUB_MISSION_NO_START,Noch nicht begonnen
PUB_MISSION_COMPLETE,Erledigt
START,Starten
PUB_SPEED_UP,Beenden
PUB_SPEED_FREE,Gratis
PUB_MISSION_COMPLETE2,Fertig
PUB_TICKET_NO_ENOUGH1,Normale Job-Pargamente nicht ausreichend!
PUB_TICKET_NO_ENOUGH2,Super Job-Pargamente nicht ausreichend!
TAVERN_WINDOW_TIPS,"1. Für das Abschließen von Jobaufträgen in der angegebenen Zeit werden großzügige Belohnungen vergeben. Jedes Mädchen kann jeweils nur eine Aufgabe ausführen. |2. Die Anzahl der täglich verfügbaren Jobaufgaben ist begrenzt. Du kannst das Limit erhöhen, indem du dein Vip-Level verbesserst. |3. Noch nicht gestartete Jobaufgaben können aktualisiert werden. Du kannst Dias ausgeben, um Jobs zu aktualisieren, die du nicht erledigen möchtest. |4. Du kannst Job-Pargamente verwenden, um zusätzliche Jobs hinzuzufügen. |5. Du kannst Dias ausgeben, um den Vorgang zu beschleunigen. |6. Chancen auf neue Jobaufgaben: 1-Stern-Aufgaben: 25,6%%, 2-Stern-Aufgaben: 27%%, 3-Stern-Aufgaben: 23,2%%, 4-Stern-Aufgaben: 15%%, 5-Stern-Aufgaben: 8%%, 6-Stern-Aufgaben: 1%%, 7-Sterne-Aufgaben: 0,2%%"
ITEM_SUMMON,Beschwören
ITEM_SELL,Verkaufen
ITEM_DETAIL,Details
ITEM_WAYS,Drop
HELP_WINDOW,Hilfe
PERSON_AVATAR_LIST,Auswählen
CLOSE_WINDOW_GUIDE,"Tippe auf eine beliebige Stelle auf dem Bildschirm oder auf das Schließsymbol, um fortzufahren"
PERSON_EDIT_NAME,Namen ändern
PERSON_EDIT_TIPS1,Bitte gebe deinen neuen Namen ein
PERSON_EDIT_TIPS2,4 - 12 Zeichen
SURE,OK
PERSON_NO_CRYSTAL,Dias nicht ausreichend!
PERSON_INFO,Persönliche Informationen
ALTAR_WINDOW_HELP,"1. Das Übertragen eines Mädchens kann Ressourcen wie EXP-Saft, Brotdosen und Ordner einbringen.|2. EXP-Saft kann verwendet werden, um das Level der Mäden zu verbessern.|3. Die Brotdosen können verwendet werden, um die Stufen der Mädchen zu erhöhen, wodurch ihre Attribute verstärkt werden und neue passive Fähigkeiten freigeschaltet werden.|4. Die Ordner können verwendet werden, um im Mädchenladen (unter Einkaufsstraße - Tauschbörse) Mädchen zu erhalten. |5. Bei der Mengenwahl kannst du die Anzahl der zu tauschenden 3-Sterne Mädchen bestimmen, um sie zu übertragen.|6. Bei der Mengenwahl werden jeweils 20 3-Sterne Mädchen von Geister, Menschen, Monster und Feen Fraktion und jeweils 4 Mädchen von Dämonen und Engel Fraktion automatisch aufbewahrt."
RIGHT_BLUE_BUTTON_1,Markt
RIGHT_BLUE_BUTTON_2,Automat
RIGHT_BLUE_BUTTON_3,Test
RIGHT_BLUE_BUTTON_4,Patrouille
RIGHT_BLUE_BUTTON_5,Aufgaben
RIGHT_BLUE_BUTTON_6,Jobs
RIGHT_BLUE_BUTTON_7,Absolvieren
RIGHT_BLUE_BUTTON_8,Übertragen
RIGHT_BLUE_BUTTON_9,Einschreiben
RIGHT_BLUE_BUTTON_10,Hiking
LV,Lv.{1}
PERSON_NAME_SHORT,Der eingegebene Name ist zu kurz!
PERSON_NAME_LONG,Der eingegebene Name ist zu lang!
PERSON_NAME_SUCCEED,Name erfolgreich geändert!
PERSON_NAME_FAIL,Name existiert bereits!
GET_ITEMS,Erhaltene Objekte
PUB_MISSION_REFRESH_1,Das Aktualisieren kostet {1} Dias. Willst du fortfahren?
PUB_MISSION_REFRESH_2,Keine Aufgabe zu aktualisieren!
PUB_MISSION_REFRESH_3,Dias nicht ausreichend. Aktualisieren fehlgeschlagen!
PUB_START_MISSION_1,Anforderungen nicht erfüllt!
PUB_START_MISSION_2,{1} Mädchen benötigt!
PUB_START_MISSION_3,Mädchen der {1} Fraktion benötigt!
PUB_START_MISSION_4,{1} Sterne Mädchen benötigt!
PUB_START_MISSION_5,Angriffskraft nicht hoch genug!
PUB_START_MISSION_6,Das Mädchen wurde bereits eingesetzt!
PUB_LOCK_MISSION,Angefangene Aufgaben können nicht freigeschaltet werden!
SKILL_UNLOCK_DESC,Bei Klasse {1} freischalten
ATTR_UP,Attribute erhöht:
TOP_LEV_UP_TO,Max. Level erhöht:
TREASURE_NOT_OPEN,Schaltet bei Lv.40 frei
GET_FROM_STAGE,Erhältlich ab Runde-{1}
HAS_NOT_EQUIP,Noch keine Ausrüstung…
EQUIP_ON,Ausstatten
NOT_ENOUGH_MANA,Münzen nicht ausreichend!
NOT_ENOUGH_MAGIC_DUST,Kristallmeißel nicht ausreichend!
NOT_ENOUGH_CRYSTAL,Dias nicht ausreichend!
NOT_ENOUGH_GRADE_STONE,Brotdosen nicht ausreichend!
NOT_ENOUGH_EXP,EXP nicht ausreichend!
NOT_TOP_LEV,Das Mädchen Level ist zu niedrig
UNEQUIP_ALL,Entfernen
GAMBLE_DOOR_TIPS,Benötigt Spieler-Lv.{1} oder VIP-Lv.{2}
GAMBLE_DOOR_TITLE,Glücksautomat
GAMBLE_BUY_ONE,1 X
GAMBLE_BUY_TEN,10 X
GAMBLE_SYSTEM_REFRESH_TIME,Wird erneuert
GAMBLE_COIN_NOT_ENOUGH,Lottoscheine nicht ausreichend!
GAMBLE_VIP_NOT_ENOUGH,Dazu wird VIP {1} oder Spieler Lv.{2} benötigt. Möchtest du Dias kaufen um Vip-Erfahrung zu sammeln?
CRYSTAL_NOT_ENOUGH,Dias nicht ausreichend. Aufladen bestätigen?
GAMBLE_BUY_TITLE,Kaufe die Lottoscheine
GAMBLE_ITEM_RATE,Chance: {1}%%
GAMBLE_RECORD_ITEM,{1} hat [c][{2}]{3} x{4}[-][/c] erhalten
GAMBLE_RECORD_TITLE,Protokoll
BUY,Kaufen
GAMBLE_WINDOW_HELP,"1. Der Glücksautomat wird nach 24 Stunden automatisch aktualisiert. Die Aktualisierungszeit wird zurückgesetzt, wenn der Spielautomat manuell aktualisiert wird.|2. Bei Verwendung von Lottoscheinen besteht die Möglichkeit, Mädchen-Fragmente, Rüstungen und Antiquitäten zu gewinnen.|3. Die zufälligen Belohnungen im Glücksautomaten ändern sich mit der Erhöhung deines Levels. Je höher dein Level ist, desto bessere Belohnungen erhältst du.|4. Jedes Mal wenn du drehst, erhältst du 10 Coupons. Diese können verwendet werden, um Mädchen-Fragmente, Ausrüstungen usw. im Laden zu kaufen.|5. Die Lottoscheine können direkt mit Dias oder im Markt gekauft werden oder durch Kauf von Event-Paketen und in einigen speziellen Events erhalten werden.|6. Tippe auf das Icon einer Belohnung, um dessen Wahrscheinlichkeit zu prüfen."
GAMBLE_WOMAN_TALK_1,Normale Spielautomatengespräche 1
GAMBLE_WOMAN_TALK_2,Normale Spielautomatengespräche 2
GAMBLE_WOMAN_TALK_3,Normale Spielautomatengespräche 3
GAMBLE_WOMAN_TALK_4,Normale Spielautomatengespräche 4
GAMBLE_WOMAN_TALK_5,Normale Spielautomatengespräche 5
GAMBLE_UP_WOMAN_TALK_1,Super Spielautomat Gespräch 1
GAMBLE_UP_WOMAN_TALK_2,Super Spielautomat Gespräch 2
GAMBLE_UP_WOMAN_TALK_3,Super Spielautomat Gespräch 3
GAMBLE_UP_WOMAN_TALK_4,Super Spielautomat Gespräch 4
GAMBLE_UP_WOMAN_TALK_5,Super Spielautomat Gespräch 5
OPEN_SLOT_TIPS,Mit {1} Dias zusätzliche {2}\nMädchenkapazität erwerben?
NOT_ENOUGH,{1} nicht ausreichend!
LOCK_PARTNER_TIPS,Das Mädchen wurde gesperrt|Das Mädchen wurde in der Arena aufgestellt|Das Mädchen wurde in der Elitearena aufgestellt.|Das Mädchen wurde in der Eliteliga aufgestellt|Das Mädchen wurde als Hintergrund-Mädchen eingestellt|Das Mädchen erholt sich im Wohnheim|Das Mädchen ist in der Basis im Campusausflug stationiert|Das Mädchen ist in einem Gebäude im Campusausflug stationiert
ALTAR_DECOMPOSE_TIP,Der Sterne-Rang dieses Mädchens ist höher als 3. Möchtest du sie wirklich übertragen?
ALTAR_HERO_NUM_TEXT,Verbleibend：
ALTAR_SMART_TEXT,Schnell-Wahl
ALTAR_FILTER_TEXT,Filtern
ALTAR_DECOMPOSE_TEXT,Übertragen
ALTAR_PREVIEW_TEXT,Vorschau
ALTAR_DECOMPOSE_TIP2,Benötigt mindestens 1 Mädchen
MAIL_AWAED_TEXT,Belohnung
MAIL_SYSTEM_TEXT,System Mail
MAIL_PLAYER_TEXT,Spieler Mail
PARTNER_INFO_JOB,Job
PARTNER_INFO_GRADE,Klasse
PROPHET_MANU1,Einschreiben
PROPHET_MANU2,Austauschen
PROPHET_TIP1,Wähle ein Mädchen\nfür den Austausch aus
PROPHET_BTN_CANCEL,Abbrechen
PROPHET_BTN_SAVE,Speichern
PROPHET_BTN_REPLACE,Austauschen
PROPHET_REPLACE_HELP,"1. Verwende Ordner, um ein Mädchen gegen ein anderes derselben Fraktion und derselben Sternebewertung auszutauschen. |2.Du kannst dich weigern, das neue Mädchen zu erhalten, aber die verwendeten Ordner erhältst du nicht mehr zurück.|3. Gesperrte Mädchen und Mädchen, die in der Arena kämpfen können nicht ausgetauscht werden. Du kannst nur 4- und 5-Sterne-Mädchen eintauschen. Die Fraktionen der Engel und der Dämonen können nicht eingetauscht werden.|4. Durch den Austausch hast du die Möglichkeit, jedes 5-Sterne-Mädchen (bzw. 4-Sterne-Mädchen) der jeweiligen Fraktion zu bekommen.|5. Wenn du den Umtausch akzeptierst, wird alles an das neue Mädchen gesendet (Level, Ausrüstungen, Kristall, Antiquität). |6. Du kannst die Attribute des neuen Mädchens in der Tausch-Fläche sehen, jedoch sind die Attribute auf Lv. 1.|7. Durch Austauschen kann die Intimität nicht übernommen werden. Nach dem Austauschen ist die Intimität des Zielmädchens bei 0.|8. Neue Mädchen können in ihrer ersten Woche nicht durch Austauschen erhalten werden."
PROPHET_SUMMON_RULE_HELP,"1. Die Stempel können über Events und Jobs bezogen und auf dem Marktplatz gekauft werden. |2. Benutze 1 Stempel, um ein Mädchen der gewünschten Fraktion zu erhalten. |3. Du erhältst ein Mädchen mit 4 oder 5 Sternen oder die Fragmente des 4-5 Sterne Mädchens. Ordner können zum Austauschen verwendet werden. |4. Durch jede Einschreibung erhält man auch Ordner. Diese können für den Mädchen-Umtausch genutzt werden.|5. Neue Mädchen können in ihrer ersten Woche nicht durch Austauschen erhalten werden."
PROPHET_SUMMON_RATE_HELP,"Feen Fraktions-Chancen: 4-Sterne-Fragmente 7%%, 4-Sterne Feen 60%%, 5-Sterne-Fragmente 24%%, 5-Sterne Feen 9%%.|Menschen Fraktions-Chancen: 4-Sterne-Fragmente 7%%, 4-Sterne Menschen 60%%, 5-Sterne-Fragmente 24%%, 5-Sterne Menschen 9%% |Monster Fraktions-Chancen: 4-Sterne-Fragmente 7%%, 4-Sterne Monster 60%%, 5-Sterne-Fragmente 24 %%, 5-Stern Monster 9%%|Geister Fraktions-Chancen: 4-Sterne-Fragmente 7%%, 4-Sterne Geister 60%%, 5-Sterne-Fragmente 24%%, 5-Sterne Geister 9%% |Dämonen- und Engels Fraktions-Chancen: 4-Sterne-Fragmente 40%%, 4-Sterne Dämon&Emgel 28%%, 5-Sterne Fragmente 28%%, 5-Sterne Dämon&Engel 4%%."
PROPHET_WOMAN_TALK_1,Mädchen Einschreiben Gespräch 1
PROPHET_WOMAN_TALK_2,Mädchen Einschreiben Gespräch 2
PROPHET_WOMAN_TALK_3,Mädchen Einschreiben Gespräch 3
PROPHET_WOMAN_TALK_4,Mädchen Einschreiben Gespräch 4
PROPHET_WOMAN_TALK_5,Mädchen Einschreiben Gespräch 5
ATTR,Attribute
DUNGEON_TITLE,{1} {2}
DUNGEON_HARD_1,Leicht
DUNGEON_HARD_2,Normal
DUNGEON_HARD_3,Schwer
DUNGEON_HARD_4,Extrem
DUNGEON_MONSTER_PREVIEW,Vorschau des Feindes
DUNGEON_FIGHT,Kampf
DUNGEON_HERO_HAS_UP,Die Mädchen sind im Einsatz!
DUNGEON_FULL_HERO,Maximal eingesetzte Mädchen!
DUNGEON_START_ERROR,Du hast keine Mädchen ausgewählt!
DUNGEON_SHOP,Händler
DUNGEON_SHOP_LEV_1,Normaler
DUNGEON_SHOP_LEV_2,Besonderer
DUNGEON_SHOP_LEV_3,Super
DUNGEON_SHOP_DETAIL,{1} Händler
DUNGEON_SHOP_TIPS_1,Total:
DUNGEON_SHOP_TIPS_2,Keine Items zum Kauf verfügbar
DUNGEON_HERO_TITLE,Kampf
DUNGEON_SWEEP_CAMPAIGN,Du hast den Raid abgeschlossen!
DAILY_QUIZ_TITLE,Tägliches Quiz
DAILY_QUIZ_DETAIL_TITLE_1,Münzen Quiz
DAILY_QUIZ_DETAIL_TITLE_2,Exp Quiz
DAILY_QUIZ_DETAIL_TITLE_3,Mädchen Quiz
DUNGEON_TIME_COUNT_END,Endet in：
DUNGEON_TIME_COUNT_START,Startet in：
NO_OPEN,Gesperrt
RANK_WINDOW,Rang
TOWER_VIDEO_WINDOW,Kürzlich abgeschlossen
DAILY_MISSION,Tägliche Aufgaben
REFRESH_TIME,Wird erneuert
GO,Los
PURCHASE_SUCCESS,Zahlung erfolgreich
GROUP_1,Geist
GROUP_2,Mensch
GROUP_3,Monster
GROUP_4,Fee
GROUP_5,Dämon
GROUP_6,Engel
GROUP_5_6,Engel/Dämon
PROPHET_TREE_NOT_ENOUGH,Stempel nicht ausreichend
PROPHET_BRANCH_NOT_ENOUGH,Ordner nicht ausreichend
DAILY_QUIZ_TIME_COUNT,Countdown:
DAILY_QUIZ_LEFT_COUNT,Mal:
FIGHT,Kampf
AFTER_FREE,Wird erneuert
MAINWIN_RIGHT_1,Laden
MAINWIN_RIGHT_2,Herausforderung
MAINWIN_RIGHT_3,Wohnheim
MAINWIN_RIGHT_4,Gilde
MAINWIN_RIGHT_5,Schule
MAINWIN_RIGHT_6,Arena
MAINWIN_TOP_1,Verstärkung
MAINWIN_TOP_2,Erfolge
MAINWIN_TOP_3,Mail
MAINWIN_TOP_4,Einstellung
MIDAS_WINDOW,Alchemie
ACHIEVEMENT,Erfolge
SUMMON_RATE,Chance
NOT_MAX_GRADE,Mädchen hat das Maximum nicht erreicht
CONFIRM_BUY,Willst du diesen Kauf tätigen?
CONFIRM_REFRESH,"Du brauchst {2} {1} um zu aktualisieren, willst du fortfahren?"
CHOOSE_MATERIAL_PARTNER,Bitte wähle das Mädchenmaterial
NOT_ENOUGH_PARTNERS,Du hast nicht genug Mädchen
DAILY_QUIZ_AWARD,Quiz Belohnung:
DAILY_QUIZ_AWARD_1,Münzen
DAILY_QUIZ_AWARD_2,EXP Saft und Brotdosen
DAILY_QUIZ_AWARD_3,Mädchen-Fragmente
DAILY_QUIZ_HELP_1,"1. Das Münzen Quiz wird auf Lv.20 freigeschaltet. Münzen sind als Belohnungen erhältlich.|2. Du hast zwei kostenlose Chance pro Tag. Es werden nur Siege gewertet.|3. Erhöhe dein Level, damit du mehr Quiz Aufgaben freischalten kannst um mehr Belohnungen zu erhalten.|4. Ein höheres Vip-Level ermöglicht dir, die Anzahl der Quizkäufe pro Tag zu erhöhen.|5. Belohnungen können nach dem Zufallsprinzip verdoppelt oder verdreifacht werden."
DAILY_QUIZ_HELP_2,"1. Das EXP Quiz wird auf Lv.25 freigeschaltet. EXP Säfte und Brotdosen sind als Belohnungen erhältlich.|2. Du hast zwei kostenlose Chance pro Tag. Es werden nur Siege gewertet.|3. Erhöhe dein Level, damit du mehr Quiz Aufgaben freischalten kannst um mehr Belohnungen zu erhalten.|4. Ein höheres Vip-Level ermöglicht dir, die Anzahl der Quizkäufe pro Tag zu erhöhen.|5. Belohnungen können nach dem Zufallsprinzip verdoppelt oder verdreifacht werden."
DAILY_QUIZ_HELP_3,"1. Das Münzen-Quiz wird ab Lv.30 freigeschaltet. Mädchen-Fragmente sind als Belohnungen erhältlich.|2. Du hast zwei kostenlose Chance pro Tag. Es werden nur Siege gewertet.|3. Erhöhe dein Level, damit du mehr Quiz Aufgaben freischalten kannst, um mehr Belohnungen zu erhalten.|4. Ein höheres Vip-Level ermöglicht dir, die Anzahl der Quizkäufe pro Tag zu erhöhen.|5. Belohnungen können nach dem Zufallsprinzip verdoppelt werden."
DAILY_QUIZ_BUY_TIPS_1,VIP{1} kann nur {2} Mal kaufen
DAILY_QUIZ_BUY_TIPS_2,"Dieser Kauf benötigt {1} Dias, willst du fortfahren?"
DAILY_QUIZ_BUY_TIPS_3,Kauf erfolgreich!
DAILY_QUIZ_FIGHT_TIPS,Du hast alle Quizmale verbraucht!
NEXT_BATTLE,Nächtes
BACKPACK_WINDOW,Rucksack
SKIP_BATTLE,Sicher den Kampf überzuspringen?
ALTAR_TITLE,Übertragen
ACTIVITY_WINDOW,Pakete
TOWER_TEXT01,Gegner
TOWER_TEXT02,Belohnung
TOWER_TEXT03,Stufe-{1}
TOWER_TEXT04,Kampf
SHOP_TEXT01,Gratis
SHOP_TEXT02,Gratis erneuern
NO_EQUIP,Noch keine Ausrüstung…
NO_ITEM,Noch keine Items…
NO_DEBRIS,Noch keine Fragmente…
NO_ARTIFACT,Noch keine Antiquitäten…
SMITHY_WINDOW,Synthetisieren
SMITHY_WINDOW_HELP,"1. Kombiniere qualitativ minderwertige Ausrüstungen, um nützlichere Ausrüstung zu synthetisieren.|2. Das Aufleveln des Ausrüstungen kostet auch Münzen.|3. Synthetisieren setzt voraus, dass die Ausrüstung in deinem Rucksack ist und nicht von Mädchen getragen wird."
EQUIP_NAME_1,Waffen
EQUIP_NAME_2,Oberteil
EQUIP_NAME_3,Schmuck
EQUIP_NAME_4,Unterteil
COMPOSE,Synthetisieren
CHECKIN_TEXT01,"1. Du kannst einmal pro Tag eine Belohnung anfordern, wenn du dich anmeldest.\n2. Belohnungen werden nach 30-maliger Inanspruchnahme aktualisiert.\n3. Deine Belohnungen können später beansprucht werden, wenn du dich anmeldest, aber vergessen hast diese einzusammeln."
CHECKIN_TEXT02,2. Belohnungen werden nach 30-Mal zurückgesetzt
CHECKIN_TEXT03,"3. Deine Belohnungen können an einem anderen Tag eingesammelt werden, wenn du dich angemeldet hast, diese aber vergessen hast abzuholen."
CHECKIN_TEXT04,Anmelden
FIGHT_EVENT,Kämpfen
STAGE_FIGHTED,Erledigt
DUNGEON_USE_DRUG,Möchtest du wirklich {1} verwenden?
AWAKE_UP,Erweckt
SKILL_UP,Steigerung der Fähigkeiten
TOWER_WINDOW,Test
PROPHET_WINDOW,Einschreiben
ALTAR_WINDOW,Übertragen
MAX_AWAKE,Das Mädchen ist bereits komplett wach
SAVE_FORMATION,Speichern
BATTLE_START,Kampf
LOGIN,Anmelden
MIDAS_TEXT01,Erneuern
MIDAS_TEXT02,Kaufe verschiedene Sorten Münzen
MIDAS_TEXT03,Gratis
MIDAS_TEXT04,Sammeln
RANK_TEXT01,Erledigt
RANK_TEXT02,Stufe
FREE2,Gratis
FREE3,Gratis
SUMMON_X_TIME,{1} X
SUMMON_HELP_1,"1. Normale Kapseln ermöglichen es dir, Mädchen mit niedrigem Rang (1, 2, 3, 4 und 5 Sterne) zu bekommen. Um die normalen Kapsel zu verwenden, benötigst du die normalen Kapselmünze.|2. Mit Super Kapseln bekommst du hochrangige Mädchen (3, 4 und 5 Sterne). Um die Super Kapsel zu verwenden, benötigst du Super Kapselmünzen oder Dias.|3. BFF Kapseln ermöglichen es dir, mittelrangige Mädchen (2, 3, 4 und 5 Sterne) zu bekommen. Du brauchst Herzen, um die BFF Kapseln zu verwenden. Spieler können maximal 1.000 Herzen speichern|4. Erhalte 10 Energie (Punkte) für jede verwendete Super Kapsel. Wenn du 1.000 Energie erhalten hast, kannst du zum VIP3 Spieler werden und das goldene Ei öffnen. Nach dem Öffnen gibt es eine 100%% Wahrscheinlichkeit aus der BFF Kapsel ein 5-Sterne-Mädchen zu erhalten.|5. Die Chancen der Super Kapseln sind:|78,42%% für 3 Sterne, 20%% für 4 Sterne und 1,58%% für 5 Sterne| Während des Kapsel Pack-Events betragen die Chancen für die Super Kapseln:|77,84%% für 3 Sterne, 19%% für 4 Sterne und 3,16%% für 5 Sterne.| ​Die Chancen der BFF Kapseln sind:|32%% für 2 Sterne, 54%% für 3 Sterne, 13,2%% für 4 Sterne und 0,8%% für 5 Sterne. |​ Die Chancen der Normalen Kapseln sind:|56%% für 1 Stern, 34%% für 2 Sterne, 8,5%% für 3 Sterne, 1,45%% für 4 Sterne und 0,05%% für 5 Sterne. "
SUMMON_HELP_2,"Die Chancen der Super Kapsel sind:| 78,42%% für 3 Sterne, 20%% für 4 Sterne und 1,58%% für 5 Sterne ||Während des Kapsel Pack-Events betragen die Chancen für die Super Kapseln:| 77,84%% für 3 Sterne, 19%% für 4 Sterne und 3,16%% für 5 Sterne.||Die Chancen der BFF Kapseln sind:| 32%% für 2 Sterne, 54%% für 3 Sterne, 13,2%% für 4 Sterne und 0,8%% für 5 Sterne.||Die Chancen der Normalen Kapseln sind:| 56%% für 1 Stern, 34%% für 2 Sterne, 8,5%% für 3 Sterne, 1,45%% für 4 Sterne und 0,05%% für 5 Sterne."
SUMMON_HELP_3,"Aus der Super Kapsel kannst du Energie für das goldene Ei erhalten. Wenn die Energie voll ist, kannst du das goldene Ei öffnen und aus der BFF Kapsel ein beliebiges 5-Sterne Mädchen erhalten. Du musst den VIP3-Status erreichen, um das goldene Ei zu öffnen."
NIUDANJI,Kapsel
SURE_2,OK
LEV_UP_AWARD,Belohnung
LEV_UP_CLICK_TIPS,"Tippe auf den Bildschirm, um fortzufahren"
MAIL_TIPS,Keine einsammelbaren Belohnungen
DUNGEON_AUTO_DESC_1,manuell
DUNGEON_AUTO_DESC_2,Auto
PARTNER_DETAIL,Mädchen - Details
SHENXUE,Absolvieren
SHENXUE_WINDOW,Absolvieren
FREE_NOW,Gratis
MARKET_WINDOW,Markt
NEED_LEV,Spieler benötigt Lvl. {1}
HANG_TEAM_EMPTY,Die Auto-Kampf Formation kann nicht frei gelassen werden
REFRESH_GAME,Willst du das Spiel aktualisieren?
TAVERN_WINDOW,Jobs
GROUP_BUFF_DES,Gibt den Mädchen Aura Benefits
