id,name,desc,skill_desc1,skill_desc2,skill_desc3,skill_desc4
851011,Fenek,"
1. Ein Allrounder im Geister Haus; 
2. Fenek hat relativ stabile Angriffswerte, ihre Fähigkeit hat außerdem die Chance, ihre Ziele einzufrieren oder zu versteinern; 
3. Fenek hat die Chance, sich selbst im großen Maße zu heilen und Energie zu bekommen, nachdem der Gegner durch eine aktive Fertigkeit Schaden erlitten hat, was ihre Überlebensfähigkeit erheblich erhöht. 
4. Sie kann auch die Angriffskraft ihrer Ziele reduzieren, was sie für viele Teams verfügbar macht. 
5. Wenn Allrounder Mädchen fehlen, kann sie gefördert werden.","Die aktive Fertigkeit fügt 4 zufälligen Feinden Schaden zu und vergiftet sie. Außerdem besteht die Möglichkeit, sie einzufrieren oder zu versteinern.","Buff Skill. Der Basisangriff attakiert nun 2 zufällige Feinde und stielt deren Angriff, was indirekt auch die Überlebensfähigkeit ihres Teams erhöht.","Buff Skill. Erhöht Angriffskraft, kritische Trefferchance und HP.","Heilungsskill. Ermöglicht es Fenek, sich selbst zu heilen und Energie zurückzugewinnen, sobald ein Feind versteinert oder eingefroren wird. \nDie Fertigkeit erhöht die Überlebensfähigkeit und das Angriffspotential von Fenek erheblich."
852001,Hottie,"1. Ein Supporter im Menschen Haus; \n2. Hottie kann die Geschwindigkeit ihrer Teamkollegen erheblich erhöhen dafür sorgen, dass das Team mehr Chancen hat, zuerst anzugreifen. \n3. Hottie bietet Angriffskraft und Geschwindigkeit für ihre Teamkollegen und schwächt die Rüstung der Gegner. Sie bietet auch nochmal Angriffskraft und verringert gleichzeitig die Rüstung aller ihrer Feinde (einmal pro Kampf), wenn ihre HP unter einem bestimmten Wert liegt.","Hotties aktive Fertigkeit fügt allen Feinden von Hottie Schaden zu und erhöht die Geschwindigkeit ihrer Verbündeten. \nNachdem Hottie 10 Sterne erreicht hat, erhöht sie auch den Angriff ihrer Verbündeten und verringert gleichzeitig die Präzision ihrer Feinde. Wenn die Teamkomposition ähnlich ist, sorgt sie für den ersten Angriff des Teams",Buff Skill. Erhöht die Überlebenskraft und Geschwindigkeit.,"Buff Skill. ändert Hotties Basisangriffsziel in 2 zufällige Feinde; \nNachdem Hottie 6 Sterne erreicht hat, zielt ihr Basisangriff auf 3 zufällige Feinde.","Buff Skill. Erhöht die Angriffskraft von Hotties Verbündeten und senkt die Rüstung von Hotties Feinden, wenn ihre HP unter einem bestimmten Wert liegt. \nIn PVP-Situationen ist die Fähigkeit sehr vorteilhaft"
852002,Aurora,"1. Ein Supporter im Menschen Haus; \n2. Aurora ist ein Heiler mit großer Heilfähigkeit; \n3. Ihre Geschwindigkeit ist niedriger als bei anderen, daher müssen sollte ihre Geschwindigkeit erhöht werden, damit sie effizienter im Kampf wird.","Auroras aktive Fertigkeit heilt das gesamte Team, die Heilungsmenge ist abhängig von ihrem Angriffwert. Es existiert eine 30%ige Chance, die Heilungsrate erheblich zu erhöhen. \nIhre Heilung ist relativ stark, insbesondere wenn die Heilungsrate erhöht wird; \nDie zusätzliche Heilungsrate wird stark erhöht, nachdem Blowie 10 Sterne erreicht hat.","Buff SKill Erhöht Auroras Angriffsschaden und ermöglicht es ihr, einen zufälligen Teamkollegen zu heilen.",Buff Skill. Erhöht Überlebensfähigkeiten und Heilungsskills,"Buff Skill. Kann einmalig ihre Teamkollegen heilen, wenn ihre HP unter einem bestimmten Wert liegt."
852003,Chevalier,"1. Als Kriegerin im Menschen Haus steht sie normalerweise an vorderster Front; \n2. Sie kann die Rüstung für das gesamte Team erhöhen, wenn ihre HP unter 50% liegt. In Kombination mit Mädchen wie Sonya, die einen hohen Rüstungswert haben, kann sie sehr effizient sein. \n3. Kann im Early-Game gefördert werden, wenn Mädchen in der Front fehlen.","Die aktive Fertigkeit von Chevalier fügt Gegnern in der Backline Schaden zu und hat eine Chance, sie zu betäuben. \nNachdem Chevalier 10 Sterne erreicht hat, erhöht die Fähigkeit auch ihre Schadensreduktion.",Buff Skill. Erhöht die Überlebensfähigkeiten.,"Konterfähigkeit. Wenn sie einen kritischen Schaden erleidet, führt Chevalier einen Konterangriff durch.","Buff Skill. Erhöht die Rüstung für das gesamte Team, wenn ihre HP unter einem bestimmten Wert liegt. \nDie Fähigkeit ist sehr hilfreich, gegen Gildenbosse im Late-Game"
852004,Historia,"1. Einer der Hauptschadensverteiler im Menschen Haus; \n2. Jede Fähigkeit erhöht ihren eigenen Schadenswert. Je länger sie überlebt, desto größer ist ihr Schadenswert. \n3. Wenn andere Mädchen im Kampf sterben, wird ihre Schadensverteilung erhöht. In Kombination mit anderen Mädchen, die beim Tod positive Effekte auslösen, oder Mädchen mit geringer Überlebenskraft, ist Historia sehr effizient.","Die aktive Fertigkeit fügt allen Feinden Schaden zu und verbrennt sie. \nNachdem Historia 10 Sterne erreicht hat, erhöht sie auch ihren kritischen Schadenswert und ihren Angriff erheblich.","Buff Skill. Ermöglicht es Saint, zusätzlichen Angriffs- und Fertigkeitsschaden beim Tod von Verbündeten zu erhalten. \nDiese Fähighkeit macht sie tödlicher, wenn sie die einzige Überlebende ihres Teams ist.",Buff Skill. Erhöht den kritischen Treffer und Trefferschaden beim Tod feindlicher Mädchen. \nWährend des Kampfes verleiht die Fähigkeit Historia großen Schadensbonus.,Buff Skill. Erhöht die Überlebensfähigkeiten und Schadensverteilung
852005,Javelin,"1. Ein Schadensverteiler im Menschen Haus. \n2. Javelin ist gut darin, Schaden zu verursachen und ihre Feinde zu kontrollieren. Sie kann Schaden gegen all ihre Feinde verursachen und hat eine Chance, sie einzufrieren. Sie verursacht zusätzlichen Schaden gegen Feinde, die eingefroren sind. In Kombination mit Mädchen, die Fähigkeiten besitzen, Gegner einzufrieren, kann sie sehr effizient sein. \n3. Es wird empfolen, ihre Überlebensfähigkeiten zu erhöhen und an die Front zu stellen, um die Angriffskraft der Gegner zu reduzieren und somit dem Team das Überleben zu sichern.","Javelins aktive Fertigkeit fügt allen Feinden Schaden zu und hat eine Chance, sie einzufrieren. \nNach dem Erreichen von 10 Sternen erhält Javelin zusätzliche Energie, wenn sie die Fertigkeit auslöst.","Buff Skill, erhöht Rüstungsdurchdringung und Angriffskraft","Konterfähigkeit. Wenn sie attakiert wird, verringert sie den Angriff des Gegners und erhöht die eigene Angriffskraft.","Buff Skill. Erhöht die Schadensverteilung gegenüber eingefrorene Gegner. \nIn Kombination mit Mädchen, die Geger einfrieren, kann die Schadensverteilung nochmals erhöht werden."
852006,Geisha,"1. Ein Mädchen mit Kontrolleffekten im Menschen Haus; \n2. Geisha kann allen Gegnern in der Backline Schaden zufügen, nachdem sie besiegt wurde. Dies macht sie zu einer beachtlichen Wahl in Tests. \n3. Nachdem Geisha 10 Sterne erreicht hat, hat ihr Basisangriff eine hohe Chance, das Ziel zu betäuben.","Geishas aktive Fertigkeit fügt mehreren zufälligen Feinden Schaden zu und hat die Chance, sie zu betäuben. \nNachdem Geisha 10 Sterne erreicht hat, zielt die Fertigkeit auf alle ihre Feinde.",Buff Skill. Erhöht ihre Angriffskraft und Überlebensfähigkeit.,"Kontrollskill, nach Ihrem Tod besteht die Chance, dass ihre Feinde in der Backline betäubt werden. \nNachdem Geisha 10 Sterne erreicht hat erhöht sich die Chance des Betäubens","Buff skill, Geishas Angriffe haben eine Chance, den Gegner zu betäuben. \nNachdem sie 10 Sterne erreicht hat, erhöht sich die Chance des Betäubens"
852007,Sonya,"
1. Einer der Hauptschadensverteiler im Menschen Haus; 
2. Sonya hat eine hohe Grundrüstung und kontert Gegner, dessen Rüstungwert niedrig ist, was ihr in PVP-Situationen einen großen Vorteil verschafft; 
3. In PVE-Situationen kann Sonya ihrem Team auch helfen, indem sie die Rüstung ihrer Feinde senkt. 
4. Sie kann in jeder Kombination gut verwendet werden. Wenn Mädchen an der Front fehlen, kann sie gefördert werden.","Sonyas aktive Fertigkeit fügt 3 zufälligen Gegnern Schaden zu und verringert deren Rüstung. \nDer Schadenswert wird erhöht, wenn das Ziel zufällig ein Krieger ist.","Buff Skill, Sonyas Angriffe können die Rüstung der Ziele verringern und sie verbrennen, der Brandschaden wird außerdem erhöht.",Buff Skill. Erhöht die Schadensverteilung und Überlebensfähigkeit.,"Konterfähigkeit. Ermöglicht es Sonya, den Angreifer anzugreifen, deren Rüstung niedriger ist als sie. Da die Grundrüstung für Sonya hoch ist, könnte die Fertigkeit häufig ausgelöst werden, aber Sonya könnte sich dennoch mit Nani zusammenschließen, um die Rate zu erhöhen, mit der die Fertigkeit ausgelöst wird. \nHinweis: Der Gegenangriff löst nicht Sonyas erste passive Fähigkeiten aus."
852008,Misty,"1. Ein Schadensverteiler im Menschen Haus; \n2. Sie kann den Feind mit der niedrigsten HP anvisieren, so dass ein Team mit ihr leicht an Stärke gewinnen kann. \n3. Sie kann ihren Feinden neben direktem Schaden auch eine große Menge extra Schaden zufügen.","Die aktive Fertigkeit fügt 2 zufälligen Gegnern in der Backline Schaden zu und fügt ihnen extra Schaden zu. \nNachdem Misty 10 Sterne erreicht hat, wird die Schadensrate der Fertigkeit erheblich verbessert.","Buff Skill. Jeder Angriff hat die Chance, dem Ziel extra Schaden zuzufügen. \nNachdem Misty10 Sterne erreicht hat, wird die Chance auf 100% erhöht.",Buff Skill. Erhöht die Schadensverteilung und Überlebensfähigkeit.,"Buff Skill. Ändert das grundlegendes Angriffsziel auf den Feind mit der niedrigsten HP und ermöglicht es Misty, dem Ziel einen Angriff zu stehlen. \nDie Fertigkeit erhöht die Überlebensfähigkeit der Teams, da Misty effektiv Gegner ausschaltet."
852009,Guan Yin,"1. Ein einzigartiges Mädchen mit einer hohen Blockrate im Menschen Haus; \n2. Guan Yins kann mit jedem Angriff ihre eigene Blockrate und Angriffskraft erhöhen. Sie senkt damit ihren eigenen zu erleidenden Schaden und erhöht die eigene Überlebensfähigkeit; \n3. Nachdem ""Schneller Angriff"" Level 2 erreicht hat, zielt ihr Basisangriff auf alle ihre Feinde in der Front ab. Dies erhöht ihre Bedrohung für die feindliche Frontlinie.","
Die aktive Fertigkeit von Guan Yin fügt Gegnern an der Front Schaden zu und erhöht den Angriff von Guan Yin. 
Nachdem Guan Yin 6 Sterne erreicht hat wird die Fertigkeit Magier ectra Schaden hinzufügen. 
Nachdem Guan Yin 10 Sterne erreicht, zielt die Fertigkeit auf 4 zufällige Feinde und lässt sie bluten und vergiftet sie. 
Der Einsatz dieser Fertigkeit wird erheblich erweitert, sobald Guan Yin 10 Sterne erreicht hat, und sollte in Kombination mit Mädchen mit Giftfertigkeiten eingesetzt werden.","Buff Skill. Erhöht die Überlebenskraft und Geschwindigkeit, kann das zuerste Angreifen ermöglichen.",Buff Skill. Jeder Angriff (einschließlich Basisangriff) von Guan Yin erhöht ihre Blockrate und ihren Angriff.,Buff Skill. Ändert Guan Yins Angriffsziel auf alle Feinde in der Front.
852010,Librarian,"1. Schadensverteilerin der Menschen Fraktion. \n2. Mit ihrem Standardangriff greift sie 3 zufälligen Gegner an.3. Ihre aktive Fertigkeiten funktionieren gut gegen Priester. 10-Sterne Librarian betäubt 100% die Heilerin um ihre HP erheblich zu verringern. Kann im Test gegen Team mit mehreren Priestern verwendet werden.\n4. Jeder Angriff verringert die Krit. Rate und Angriffskraft des Ziels, was dem Team gute Möglichkeiten bietet, Schaden auszuteilen.","Die aktive Fertigkeit fügt allen Feinden Schaden zu und hat auch die Chance, Priester zum Schweigen zu bringen.\nNachdem sie 10 Sterne erreicht hat, hat die Fertigkeit die Chance, Priester zu betäuben, anstatt sie zum Schweigen zu bringen, und fügt ihnen extra Schaden hinzu. Somit ist Librarian ein Mädchen, das gezielt gegen Priester eingestzt werden sollte.","Buff-Fähigkeit, jeder Angriff (einschließlich Basisangriff) verringert den Angriff ihrer Ziele. Somit erhöhen sich die Überlebensfähigkeiten des Teams.",Buff Skill. Erhöht die Schadensverteilung und Überlebensfähigkeit. \nNach 6 Sterne erhöht sich der Effekt erheblich.,"Buff Skill. Jeder Angriff (einschließlich Basisangriff) des Bibliothekars hat die Chance, die kritische Trefferrate des Ziels zu senken und den Angriff von Librarian zu erhöhen. \nNachdem Librarian 10 Sterne erreicht hat, erhöht sich der Effekt erheblich und kann die Angriffskraft der Gegner stark senken."
852011,Babel,"
1. Ein Mädchen mit Kontrollfähigkeiten im Menschen Haus. 
2. Babel hat eine großartige Fähigkeit, ihre Feinde zu kontrollieren und ihnen Schaden zuzufügen. Ihre aktive Fähigkeit kann 4 zufälligen Feinden Schaden zufügen und 3 ihrer Ziele zu betäuben. 
3. Nachdem eine Verbündete ihre aktive Fähigkeit ausgelöst hat, kann Babel auch Betäubungsunterstützung leisten; 
4. Ihre hohe Schadensreduzierung und Immunität gegen Betäubung gewährt ihr eine hohe Überlebensfähigkeit; 
5. Sie kann in PVP-Situationen im Spiel gut abschneiden, es wird empfolen, die Geschwindigkeit zu erhöhen, damit sie zuerst zuschlagen kann.","Die aktive Fertigkeit fügt 4 zufälligen Gegnern Schaden zu und hat mit 10 Sternen eine Chance von 100%, einen von ihnen zu betäuben. \nDie Fähigkeit kann in Kombination mit Babels hoher Grundgeschwindigkeit effizient den Gegner kontrollieren.","Buff Skill. Babel verursacht Schaden und hat die Chance, ein zufälliges Ziel zu betäuben, wenn ihre Teamkollegen aktive Fertigkeiten auslösen. \nSie kann ihr Team in Bezug auf Kontrolle und Schaden unterstützen.","Buff Skill. Erhöht HP, Kontrolleffekte und Schaden. Die passive Fähigkeit ist effizient in allen Bereichen.","Buff Skill. Erhöht die Schadensreduktion für 5 Runden erheblich, wenn die HP von Babel unter einem bestimmten Wert liegt."
853001,Priesterin,"
1. Schadensverteilerin der Monster Fraktion.
2.Mit ihrem Standard Angriff greift sie alle Gegner an.
3. Im PVE Kampf verursacht sie eine große Menge Schaden, indem sie das Yinyang-Zeichen stapelt.
4. Mit Priesterin als Verbündete kann das Team mehrere Zeichen markieren um Schaden zu verursachen.
5. Ihre Verbündeten müssen das Mädchen solange wie möglich überleben lassen, damit ihre Fertigkeiten komplett freigesetzt werden können, ohne dass sie von den Gegnern kontrolliert wird.","Die aktive Fertigkeit fügt allen Feinden Schaden zu und markiert sie mit einer Markierung, die den Schaden der Priesterin gegen sie erhöhen kann. \nNachdem Priesterin 10 Sterne erreicht hat, hat die Fertigkeit die Möglichkeit, eine zusätzliche Markierung zu verteilen. \nDie Markierungen können kummuliert werden. Mehr Priesterinnen auf dem Schlachtfeld sorgen also für mehr Schaden.","Buff Skill. Erhöht Schadensreduktion, Überlebensfähigkeiten und kritischer Schaden.","Buff Skill. Auch Grundattacken verteilen Markierungen. \nNachdem sie 10 Sterne erreicht hat, können Grundattacken Angriffskraft des Gegners stehlen.","Die Konterfähigkeit ermöglicht es, den Angreifer nach Treffern mit Markierungen zu versehen. Dies erhöht auch ihren kritischen Trefferschaden. \nDie Fertigkeit verbessert die Schadensverteilung von Priesterin erheblich."
853002,Alice,"1. Ein Krieger im Monster Haus. Erscheint normalerweise in der Front; \n2. Alices aktive Fertigkeit wirkt Feinden der Kriegerklasse stark entgegen und kann verwendet werden, um Teams mit vielen Kriegern zu kontern. \n3. Sie kann sich nach Treffern selbst heilen und eigene Angriffskraft erhöhen.","Die aktive Fertigkeit von Alice fügt Gegnern in der Front Schaden zu und fügt zusätzlichen Schaden zu, wenn die Ziele zufällig Krieger sind. \nNachdem Alice 6 Sterne erreicht hat, zielt die Fähigkeit auf alle ihre Feinde ab. \nDie Fertigkeit bietet auch ihre Schadensreduzierung nachdem Alice 10 Sterne erreicht hat.","Buf Skill. Erhöht Alices Überlebensfähigkeiten und Schaden gegen Krieger; \nNachdem Alice 10 Sterne erreicht hat, wird die Fähigkeit gegen Krieger noch gefährlicher.","Der Buff Skill ermöglicht es Alice, durch ihre Angriffe mehr Angriffskraft zu erhalten (einschließlich Basisangriff). \nSie wird stärker, wenn sie länger überlebt.","Heilungsskill. Ermöglicht es Alice, sich selbst zu heilen, nachdem sie angegriffen wurde. \nDie Heilungsmenge basiert auf Alices Angriffskraft, sodass Sie ihre Überlebensfähigkeit erhöhen kann indem Sie ihren Angriff erhöht."
853003,Nia,"1. Ein Schadensverteiler aus dem Haus der Monster; \n2. Nia kann ihre Feinde mit ihrer aktiven Fähigkeit, Standardangriff, beim Erleiden von Schaden und mit dem Eintritt ihres Todes vergiften. Dieses Gift fügt beständig Schaden zu; \n3. Wenn sie mit anderen Mädchen, die Gift-Fähigkeiten haben, kombiniert wird, dann ist sie noch stärker.","Nias aktive Fertigkeit fügt 4 zufälligen Feinden Schaden zu und vergiftet sie. \nNach Nia 6 Sterne erreicht hat, zielt die Fertigkeit auf alle ihre Feinde ab. \nNachdem Nia 10 Sterne erreicht hat, wird der Giftschaden der Fertigkeit erheblich erhöht.","Buff Skill. Nias Angriffe haben eine große Chance, die Ziele zu vergiften und Giftschaden zu verteilen.","Buff Skill. Erlaubt Nia, alle ihre Feinde zu vergiften, sobald ein Mädchen im Kampf stirbt.","Konterfähigkeit, erlaubt Nia den gegner mit einer Wahrscheinlichkeit zu vergiften, nachdem sie attakiert wurde."
