id,name,dropbox_id,weight,item,cost
10002093,-1,10002,134,51002#1,0#0
10002094,-1,10002,134,51006#1,0#0
10002095,-1,10002,134,51008#1,0#0
10002096,-1,10002,133,51011#1,0#0
10002097,-1,10002,133,51012#1,0#0
10002098,-1,10002,133,51013#1,0#0
10002099,-1,10002,133,51014#1,0#0
10002100,-1,10002,133,51015#1,0#0
10002101,-1,10002,133,51016#1,0#0
10002102,-1,10002,120,52001#1,0#0
10002103,-1,10002,120,52004#1,0#0
10002104,-1,10002,120,52007#1,0#0
10002105,-1,10002,120,52011#1,0#0
10002106,-1,10002,120,52012#1,0#0
10002107,-1,10002,120,52013#1,0#0
10002108,-1,10002,120,52014#1,0#0
10002109,-1,10002,120,52015#1,0#0
10002110,-1,10002,120,52016#1,0#0
10002111,-1,10002,120,52017#1,0#0
10002112,-1,10002,120,53004#1,0#0
10002113,-1,10002,120,53001#1,0#0
10002114,-1,10002,120,53011#1,0#0
10002115,-1,10002,120,53007#1,0#0
10002116,-1,10002,120,53012#1,0#0
10002117,-1,10002,120,53013#1,0#0
10002118,-1,10002,120,53014#1,0#0
10002119,-1,10002,120,53015#1,0#0
10002120,-1,10002,120,53016#1,0#0
10002121,-1,10002,120,53017#1,0#0
10002122,-1,10002,120,54007#1,0#0
10002123,-1,10002,120,54008#1,0#0
10002124,-1,10002,120,54010#1,0#0
10002125,-1,10002,120,54011#1,0#0
10002126,-1,10002,120,54012#1,0#0
10002127,-1,10002,120,54013#1,0#0
10002128,-1,10002,120,54014#1,0#0
10002129,-1,10002,120,54015#1,0#0
10002130,-1,10002,120,54016#1,0#0
10002131,-1,10002,120,54017#1,0#0
10002132,-1,10002,166,55005#1,0#0
10002133,-1,10002,34,55003#1,0#0
10002134,-1,10002,34,55006#1,0#0
10002135,-1,10002,33,55007#1,0#0
10002136,-1,10002,33,55008#1,0#0
10002137,-1,10002,33,55009#1,0#0
10002138,-1,10002,33,55010#1,0#0
10002139,-1,10002,166,56003#1,0#0
10002140,-1,10002,40,56004#1,0#0
10002141,-1,10002,40,56005#1,0#0
10002142,-1,10002,40,56006#1,0#0
10002143,-1,10002,40,56007#1,0#0
10002144,-1,10002,40,56008#1,0#0
10003001,-1,10003,2860,51001#1,0#0
10003002,-1,10003,2860,51003#1,0#0
10003003,-1,10003,2860,51004#1,0#0
10003004,-1,10003,2860,51005#1,0#0
10003005,-1,10003,2860,51007#1,0#0
10003006,-1,10003,2860,51009#1,0#0
10003007,-1,10003,2860,51010#1,0#0
10003008,-1,10003,2860,52002#1,0#0
10003009,-1,10003,2860,52003#1,0#0
10003010,-1,10003,2860,52005#1,0#0
10003011,-1,10003,2860,52006#1,0#0
10003012,-1,10003,2860,52008#1,0#0
10003013,-1,10003,2860,52009#1,0#0
10003014,OD-01,10003,2860,52010#1,0#0
10003015,-1,10003,2860,53002#1,0#0
10003016,-1,10003,2860,53003#1,0#0
10003017,-1,10003,2860,53005#1,0#0
10003018,-1,10003,2860,53006#1,0#0
10003019,-1,10003,2860,53008#1,0#0
10003020,-1,10003,2860,53009#1,0#0
10003021,-1,10003,2860,53010#1,0#0
10003022,-1,10003,2860,54001#1,0#0
10003023,-1,10003,2860,54002#1,0#0
10003024,-1,10003,2860,54003#1,0#0
10003025,-1,10003,2860,54004#1,0#0
10003026,-1,10003,2860,54005#1,0#0
10003027,-1,10003,2860,54006#1,0#0
10003028,-1,10003,2860,54009#1,0#0
10004001,-1,10004,32880,31001#1,0#0
10004002,-1,10004,32880,31002#1,0#0
10004003,-1,10004,32880,31003#1,0#0
10004004,-1,10004,32880,31004#1,0#0
10004005,-1,10004,32880,31005#1,0#0
10004006,-1,10004,32880,32001#1,0#0
10004007,-1,10004,32880,32002#1,0#0
10004008,-1,10004,32880,32003#1,0#0
10004009,-1,10004,32880,32004#1,0#0
10004010,MK-05,10004,32880,32005#1,0#0
10004011,-1,10004,32880,33001#1,0#0
10004012,-1,10004,32880,33002#1,0#0
10004013,-1,10004,32880,33003#1,0#0
10004014,-1,10004,32880,33004#1,0#0
10004015,-1,10004,32880,33005#1,0#0
10004016,-1,10004,32880,34001#1,0#0
10004017,-1,10004,32880,34002#1,0#0
10004018,-1,10004,32880,34003#1,0#0
10004019,-1,10004,32880,34004#1,0#0
10004020,-1,10004,32880,34005#1,0#0
10004021,-1,10004,55400,35001#1,0#0
10004022,-1,10004,55400,36001#1,0#0
10004023,-1,10004,5250,41001#1,0#0
10004024,-1,10004,5250,41002#1,0#0
10004025,-1,10004,5250,41003#1,0#0
10004026,-1,10004,5250,41004#1,0#0
10004027,-1,10004,5250,41005#1,0#0
10004028,-1,10004,5250,41006#1,0#0
10004029,-1,10004,5250,41007#1,0#0
10004030,-1,10004,5250,41008#1,0#0
10004031,-1,10004,5250,42001#1,0#0
10004032,-1,10004,5250,42002#1,0#0
10004033,-1,10004,5250,42003#1,0#0
10004034,-1,10004,5250,42004#1,0#0
10004035,-1,10004,5250,42005#1,0#0
10004036,LM-02,10004,5250,42006#1,0#0
10004037,-1,10004,5250,42007#1,0#0
10004038,-1,10004,5250,42008#1,0#0
10004039,-1,10004,5250,43001#1,0#0
10004040,-1,10004,5250,43002#1,0#0
10004041,-1,10004,5250,43003#1,0#0
10004042,-1,10004,5250,43004#1,0#0
10004043,-1,10004,5250,43005#1,0#0
10004044,-1,10004,5250,43006#1,0#0
10004045,-1,10004,5250,43007#1,0#0
10004046,-1,10004,5250,43008#1,0#0
10004047,-1,10004,5250,44001#1,0#0
10004048,-1,10004,5250,44002#1,0#0
10004049,-1,10004,5250,44003#1,0#0
10004050,-1,10004,5250,44004#1,0#0
10004051,-1,10004,5250,44005#1,0#0
10004052,-1,10004,5250,44006#1,0#0
10004053,-1,10004,5250,44007#1,0#0
10004054,-1,10004,5250,44008#1,0#0
10004055,-1,10004,5334,45001#1,0#0
10004056,-1,10004,5333,45002#1,0#0
10004057,-1,10004,5333,45003#1,0#0
10004058,-1,10004,5334,46001#1,0#0
10004059,-1,10004,5333,46002#1,0#0
10004060,-1,10004,5333,46003#1,0#0
10004061,-1,10004,638,51001#1,0#0
10004062,-1,10004,638,51003#1,0#0
10004063,-1,10004,638,51004#1,0#0
10004064,-1,10004,638,51005#1,0#0
10004065,-1,10004,638,51007#1,0#0
10004066,-1,10004,638,51009#1,0#0
10004067,-1,10004,636,51010#1,0#0
10004068,-1,10004,638,52002#1,0#0
10004069,-1,10004,638,52003#1,0#0
10004070,-1,10004,638,52005#1,0#0
10004071,-1,10004,638,52006#1,0#0
10004072,-1,10004,638,52008#1,0#0
10004073,-1,10004,638,52009#1,0#0
10004074,OD-01,10004,636,52010#1,0#0
10004075,-1,10004,638,53002#1,0#0
10004076,-1,10004,638,53003#1,0#0
10004077,-1,10004,638,53005#1,0#0
10004078,-1,10004,638,53006#1,0#0
10004079,-1,10004,638,53008#1,0#0
10004080,-1,10004,638,53009#1,0#0
10004081,-1,10004,636,53010#1,0#0
10004082,-1,10004,638,54001#1,0#0
10004083,-1,10004,638,54002#1,0#0
10004084,-1,10004,638,54003#1,0#0
10004085,-1,10004,638,54004#1,0#0
10004086,-1,10004,638,54005#1,0#0
10004087,-1,10004,638,54006#1,0#0
10004088,-1,10004,636,54009#1,0#0
10004089,-1,10004,311,55002#1,0#0
10004090,-1,10004,311,55004#1,0#0
10004091,-1,10004,311,56001#1,0#0
10004092,-1,10004,311,56002#1,0#0
10004093,-1,10004,248,51002#1,0#0
10004094,-1,10004,248,51006#1,0#0
10004095,-1,10004,248,51008#1,0#0
10004096,-1,10004,248,51011#1,0#0
10004097,-1,10004,248,51012#1,0#0
10004098,-1,10004,248,51013#1,0#0
10004099,-1,10004,248,51014#1,0#0
10004100,-1,10004,247,51015#1,0#0
10004101,-1,10004,247,51016#1,0#0
10004102,-1,10004,223,52001#1,0#0
10004103,-1,10004,223,52004#1,0#0
10004104,-1,10004,223,52007#1,0#0
10004105,-1,10004,223,52011#1,0#0
10004106,-1,10004,223,52012#1,0#0
10004107,-1,10004,223,52013#1,0#0
10004108,-1,10004,223,52014#1,0#0
10004109,-1,10004,223,52015#1,0#0
10004110,-1,10004,223,52016#1,0#0
10004111,-1,10004,223,52017#1,0#0
10004112,-1,10004,248,53004#1,0#0
10004113,-1,10004,248,53001#1,0#0
10004114,-1,10004,248,53011#1,0#0
10004115,-1,10004,248,53007#1,0#0
10004116,-1,10004,248,53012#1,0#0
10004117,-1,10004,248,53013#1,0#0
10004118,-1,10004,248,53014#1,0#0
10004119,-1,10004,247,53015#1,0#0
10004120,-1,10004,247,53016#1,0#0
10004121,-1,10004,223,54007#1,0#0
10004122,-1,10004,223,54008#1,0#0
10004123,-1,10004,223,54010#1,0#0
10004124,-1,10004,223,54011#1,0#0
10004125,-1,10004,223,54012#1,0#0
10004126,-1,10004,223,54013#1,0#0
10004127,-1,10004,223,54014#1,0#0
10004128,-1,10004,223,54015#1,0#0
10004129,-1,10004,223,54016#1,0#0
10004130,-1,10004,223,54017#1,0#0
10004131,-1,10004,309,55005#1,0#0
10004132,-1,10004,62,55003#1,0#0
10004133,-1,10004,62,55006#1,0#0
10004134,-1,10004,62,55007#1,0#0
10004135,-1,10004,62,55008#1,0#0
10004136,-1,10004,61,55009#1,0#0
10004137,-1,10004,61,55010#1,0#0
10004138,-1,10004,309,56003#1,0#0
10004139,-1,10004,74,56004#1,0#0
10004140,-1,10004,74,56005#1,0#0
10004141,-1,10004,74,56006#1,0#0
10004142,-1,10004,74,56007#1,0#0
10004143,-1,10004,74,56008#1,0#0
10005001,-1,10005,20000,21001#1,0#0
10005002,-1,10005,20000,21002#1,0#0
10005003,-1,10005,20000,21003#1,0#0
10005004,-1,10005,20000,21004#1,0#0
10005005,-1,10005,20000,22001#1,0#0
10005006,-1,10005,20000,22002#1,0#0
10005007,-1,10005,20000,22003#1,0#0
10005008,ZH-07,10005,20000,22004#1,0#0
10005009,-1,10005,20000,23001#1,0#0
10005010,-1,10005,20000,23002#1,0#0
10005011,-1,10005,20000,23003#1,0#0
10005012,-1,10005,20000,23004#1,0#0
10005013,-1,10005,20000,24001#1,0#0
10005014,-1,10005,20000,24002#1,0#0
10005015,-1,10005,20000,24003#1,0#0
10005016,-1,10005,20000,24004#1,0#0
10005017,-1,10005,22000,31001#1,0#0
10005018,-1,10005,22000,31002#1,0#0
10005019,-1,10005,22000,31003#1,0#0
10005020,-1,10005,22000,31004#1,0#0
10005021,-1,10005,22000,31005#1,0#0
10005022,-1,10005,22000,32001#1,0#0
10005023,-1,10005,22000,32002#1,0#0
10005024,-1,10005,22000,32003#1,0#0
10005025,-1,10005,22000,32004#1,0#0
10005026,MK-05,10005,22000,32005#1,0#0
10005027,-1,10005,22000,33001#1,0#0
10005028,-1,10005,22000,33002#1,0#0
10005029,-1,10005,22000,33003#1,0#0
10005030,-1,10005,22000,33004#1,0#0
10005031,-1,10005,22000,33005#1,0#0
10005032,-1,10005,22000,34001#1,0#0
10005033,-1,10005,22000,34002#1,0#0
10005034,-1,10005,22000,34003#1,0#0
10005035,-1,10005,22000,34004#1,0#0
10005036,-1,10005,22000,34005#1,0#0
10005037,-1,10005,50000,35001#1,0#0
10005038,-1,10005,50000,36001#1,0#0
10005039,-1,10005,3250,41001#1,0#0
10005040,-1,10005,3250,41002#1,0#0
10005041,-1,10005,3250,41003#1,0#0
10005042,-1,10005,3250,41004#1,0#0
10005043,-1,10005,3250,41005#1,0#0
10005044,-1,10005,3250,41006#1,0#0
10005045,-1,10005,3250,41007#1,0#0
10005046,-1,10005,3250,41008#1,0#0
10005047,-1,10005,3250,42001#1,0#0
10005048,-1,10005,3250,42002#1,0#0
10005049,-1,10005,3250,42003#1,0#0
10005050,-1,10005,3250,42004#1,0#0
10005051,-1,10005,3250,42005#1,0#0
10005052,LM-02,10005,3250,42006#1,0#0
10005053,-1,10005,3250,42007#1,0#0
10005054,-1,10005,3250,42008#1,0#0
10005055,-1,10005,3250,43001#1,0#0
10005056,-1,10005,3250,43002#1,0#0
10005057,-1,10005,3250,43003#1,0#0
10005058,-1,10005,3250,43004#1,0#0
10005059,-1,10005,3250,43005#1,0#0
10005060,-1,10005,3250,43006#1,0#0
10005061,-1,10005,3250,43007#1,0#0
10005062,-1,10005,3250,43008#1,0#0
10005063,-1,10005,3250,44001#1,0#0
10005064,-1,10005,3250,44002#1,0#0
10005065,-1,10005,3250,44003#1,0#0
10005066,-1,10005,3250,44004#1,0#0
10005067,-1,10005,3250,44005#1,0#0
10005068,-1,10005,3250,44006#1,0#0
10005069,-1,10005,3250,44007#1,0#0
10005070,-1,10005,3250,44008#1,0#0
10005071,-1,10005,4667,45001#1,0#0
10005072,-1,10005,4667,45002#1,0#0
10005073,-1,10005,4666,45003#1,0#0
10005074,-1,10005,4667,46001#1,0#0
10005075,-1,10005,4667,46002#1,0#0
10005076,-1,10005,4666,46003#1,0#0
10005077,-1,10005,286,51001#1,0#0
10005078,-1,10005,286,51003#1,0#0
10005079,-1,10005,286,51004#1,0#0
10005080,-1,10005,286,51005#1,0#0
10005081,-1,10005,286,51007#1,0#0
10005082,-1,10005,285,51009#1,0#0
10005083,-1,10005,285,51010#1,0#0
10005084,-1,10005,286,52002#1,0#0
10005085,-1,10005,286,52003#1,0#0
10005086,-1,10005,286,52005#1,0#0
10005087,-1,10005,286,52006#1,0#0
10005088,-1,10005,286,52008#1,0#0
10005089,-1,10005,285,52009#1,0#0
10005090,OD-01,10005,285,52010#1,0#0
10005091,-1,10005,286,53002#1,0#0
10005092,-1,10005,286,53003#1,0#0
10005093,-1,10005,286,53005#1,0#0
10005094,-1,10005,286,53006#1,0#0
10005095,-1,10005,286,53008#1,0#0
10005096,-1,10005,285,53009#1,0#0
10005097,-1,10005,285,53010#1,0#0
10005098,-1,10005,286,54001#1,0#0
10005099,-1,10005,286,54002#1,0#0
10005100,-1,10005,286,54003#1,0#0
10005101,-1,10005,286,54004#1,0#0
10005102,-1,10005,286,54005#1,0#0
10005103,-1,10005,285,54006#1,0#0
10005104,-1,10005,285,54009#1,0#0
10006001,-1,10006,5000,53017#1,0#0
10007001,-1,10007,31940,31001#1,0#0
10007002,-1,10007,31940,31002#1,0#0
10007003,-1,10007,31940,31003#1,0#0
10007004,-1,10007,31940,31004#1,0#0
10007005,-1,10007,31940,31005#1,0#0
10007006,-1,10007,31940,32001#1,0#0
10007007,-1,10007,31940,32002#1,0#0
10007008,-1,10007,31940,32003#1,0#0
10007009,-1,10007,31940,32004#1,0#0
10007010,MK-05,10007,31940,32005#1,0#0
10007011,-1,10007,31940,33001#1,0#0
10007012,-1,10007,31940,33002#1,0#0
10007013,-1,10007,31940,33003#1,0#0
10007014,-1,10007,31940,33004#1,0#0
10007015,-1,10007,31940,33005#1,0#0
10007016,-1,10007,31940,34001#1,0#0
10007017,-1,10007,31940,34002#1,0#0
10007018,-1,10007,31940,34003#1,0#0
10007019,-1,10007,31940,34004#1,0#0
10007020,-1,10007,31940,34005#1,0#0
10007021,-1,10007,53817,35001#1,0#0
10007022,-1,10007,53817,36001#1,0#0
10007023,-1,10007,4997,41001#1,0#0
10007024,-1,10007,4997,41002#1,0#0
10007025,-1,10007,4997,41003#1,0#0
10007026,-1,10007,4997,41004#1,0#0
10007027,-1,10007,4997,41005#1,0#0
10007028,-1,10007,4997,41006#1,0#0
10007029,-1,10007,4997,41007#1,0#0
10007030,-1,10007,4997,41008#1,0#0
10007031,-1,10007,4997,42001#1,0#0
10007032,-1,10007,4997,42002#1,0#0
10007033,-1,10007,4997,42003#1,0#0
10007034,-1,10007,4997,42004#1,0#0
10007035,-1,10007,4997,42005#1,0#0
10007036,LM-02,10007,4997,42006#1,0#0
10007037,-1,10007,4997,42007#1,0#0
10007038,-1,10007,4997,42008#1,0#0
10007039,-1,10007,4997,43001#1,0#0
10007040,-1,10007,4997,43002#1,0#0
10007041,-1,10007,4997,43003#1,0#0
10007042,-1,10007,4997,43004#1,0#0
10007043,-1,10007,4997,43005#1,0#0
10007044,-1,10007,4997,43006#1,0#0
10007045,-1,10007,4997,43007#1,0#0
10007046,-1,10007,4997,43008#1,0#0
10007047,-1,10007,4997,44001#1,0#0
10007048,-1,10007,4997,44002#1,0#0
10007049,-1,10007,4997,44003#1,0#0
10007050,-1,10007,4997,44004#1,0#0
10007051,-1,10007,4997,44005#1,0#0
10007052,-1,10007,4997,44006#1,0#0
10007053,-1,10007,4997,44007#1,0#0
10007054,-1,10007,4997,44008#1,0#0
10007055,-1,10007,5077,45001#1,0#0
10007056,-1,10007,5077,45002#1,0#0
10007057,-1,10007,5077,45003#1,0#0
10007058,-1,10007,5077,46001#1,0#0
10007059,-1,10007,5077,46002#1,0#0
10007060,-1,10007,5077,46003#1,0#0
10007061,-1,10007,1372,51001#1,0#0
10007062,-1,10007,1372,51003#1,0#0
10007063,-1,10007,1372,51004#1,0#0
10007064,-1,10007,1372,51005#1,0#0
10007065,-1,10007,1372,51007#1,0#0
10007066,-1,10007,1372,51009#1,0#0
10007067,-1,10007,1368,51010#1,0#0
10007068,-1,10007,1372,52002#1,0#0
10007069,-1,10007,1372,52003#1,0#0
10007070,-1,10007,1372,52005#1,0#0
10007071,-1,10007,1372,52006#1,0#0
10007072,-1,10007,1372,52008#1,0#0
10007073,-1,10007,1372,52009#1,0#0
10007074,OD-01,10007,1368,52010#1,0#0
10007075,-1,10007,1372,53002#1,0#0
10007076,-1,10007,1372,53003#1,0#0
10007077,-1,10007,1372,53005#1,0#0
10007078,-1,10007,1372,53006#1,0#0
10007079,-1,10007,1372,53008#1,0#0
10007080,-1,10007,1372,53009#1,0#0
10007081,-1,10007,1368,53010#1,0#0
10007082,-1,10007,1372,54001#1,0#0
10007083,-1,10007,1372,54002#1,0#0
10007084,-1,10007,1372,54003#1,0#0
10007085,-1,10007,1372,54004#1,0#0
10007086,-1,10007,1372,54005#1,0#0
10007087,-1,10007,1372,54006#1,0#0
10007088,-1,10007,1368,54009#1,0#0
10007089,-1,10007,668,55002#1,0#0
10007090,-1,10007,668,55004#1,0#0
10007091,-1,10007,668,56001#1,0#0
10007092,-1,10007,668,56002#1,0#0
10007093,-1,10007,1200,51002#1,0#0
10007094,-1,10007,1200,51006#1,0#0
10007095,-1,10007,1200,51008#1,0#0
10007096,-1,10007,1200,51011#1,0#0
10007097,-1,10007,960,52001#1,0#0
10007098,-1,10007,960,52004#1,0#0
10007099,-1,10007,960,52007#1,0#0
10007100,-1,10007,960,52011#1,0#0
10007101,-1,10007,960,52012#1,0#0
10007102,-1,10007,960,53004#1,0#0
10007103,-1,10007,960,53001#1,0#0
10007104,-1,10007,960,53011#1,0#0
10007105,-1,10007,960,53007#1,0#0
10007106,-1,10007,960,53012#1,0#0
10007107,-1,10007,1200,54007#1,0#0
10007108,-1,10007,1200,54008#1,0#0
10007109,-1,10007,1200,54010#1,0#0
