id,name,name2,ver,group,job,max_grade,max_star,max_lv,base_atk,base_hp,base_arm,base_spd,grow_atk,grow_hp,grow_arm,grow_spd,energy_base,decompose,grade_lv1,grade_exp1,grade_lv2,grade_exp2,grade_lv3,grade_exp3,grade_lv4,grade_exp4,grade_lv5,grade_exp5,grade_lv6,grade_exp6,ex_skill,atk_id,act_skill_id,pas_skill1_id,pas_skill2_id,pas_skill3_id,pas_tier1,pas_tier2,pas_tier3,host,material,avatar,partner_model,show_in_guide,show_in_forge,show_in_guide_auditing,show_in_forge_auditing,awake_material,awake_grow,awake_skill,stone_material,potential,n_id,star_10,skin_ids,wedding_skin_id,comment_id,show_ids,hero_list,achievement_id,partner_data_id,gift_type1,gift_type2,shenxue_table_id,partner_shard,click_dialog1,click_dialog2,click_dialog3,click_dialog4,click_dialog5,dialogs,click_sound1,click_sound2,click_sound3,click_sound4,click_sound5,battle_sound,start_sound,dead_sound,skill_sound,lvlup_sound,gradeup_sound,shengxue_sound,awake_sound,equip_sound1,equip_sound2,hangteam_sound,victory_sound,failed_sound,love_point_sound1,love_point_sound2,love_point_sound3,love_point_sound4,vow_sound,house_sound,house_set_sound,idle_sound,dagong_sound,daily_mission_sound,new_stage_sound,gift_sound1,gift_sound2,gift_sound3,login_sound
14002,-1,-1,0,4,3,1,1,40,42.0,163.0,50.0,118.0,4.2,16.3,5.0,2.0,50,9#50|10#2,30.0,10#50|1#10000,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,,1400200,1400201.0,,,,,,,,,partner_avatar_14002,1400201,1,,0,,,,,,,,,,,814002.0,14002,14002,,242,1000015|1000022,1000008|1000028,0.0,930010.0,-1.0,-1.0,-1.0,-1.0,-1,140020201|140020202|140020203|140020204|140020205|140020301|140020401|140020501|140020601|140020701|140020801|140021101|140021102|140022801|140021301|140021401|140021501|140021502|140021503|140021504|140021601|140021701|140021801|140021901|140022001|140022101|140022201|140022301|140022401|140022501|140022601,140020201.0,140020202.0,140020203.0,140020204.0,140020205.0,140020301.0,140020401.0,140020501.0,140020601.0,140020701.0,140020801.0,,,140021101.0,140021102.0,140022801.0,140021301.0,140021401.0,140021501.0,140021502.0,140021503.0,140021504.0,140021601.0,140021701.0,140021801.0,140021901.0,140022001.0,140022101.0,140022201.0,140022301.0,140022401.0,140022501.0,140022601.0
14003,-1,-1,0,4,1,1,1,40,30.0,207.0,53.0,127.0,3.0,20.7,5.3,2.0,50,9#50|10#2,30.0,10#50|1#10000,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,,1400300,1400301.0,,,,,,,,,partner_avatar_14003,1400301,1,,1,,,,,,,,,,,814003.0,14003,14003,,246,1000016|1000023,1000018|1000031,0.0,930011.0,-1.0,-1.0,-1.0,-1.0,-1,140030201|140030202|140030203|140030204|140030205|140030301|140030401|140030501|140030601|140030701|140030801|140031101|140031102|140032801|140031301|140031401|140031501|140031502|140031503|140031504|140031601|140031701|140031801|140031901|140032001|140032101|140032201|140032301|140032401|140032501|140032601,140030201.0,140030202.0,140030203.0,140030204.0,140030205.0,140030301.0,140030401.0,140030501.0,140030601.0,140030701.0,140030801.0,,,140031101.0,140031102.0,140032801.0,140031301.0,140031401.0,140031501.0,140031502.0,140031503.0,140031504.0,140031601.0,140031701.0,140031801.0,140031901.0,140032001.0,140032101.0,140032201.0,140032301.0,140032401.0,140032501.0,140032601.0
21001,-1,-1,0,1,2,2,2,50,58.0,191.0,47.0,128.0,5.8,19.1,4.7,2.0,50,9#150|10#5,30.0,10#50|1#10000,40.0,10#100|1#20000,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,,2100100,2100101.0,,,,,,,,,partner_avatar_21001,2100101,1,,0,,,,,,,,,,,821001.0,21001,21001,,186,1000002|1000010,1000030|1000035,0.0,930012.0,-1.0,-1.0,-1.0,-1.0,-1,210010201|210010202|210010203|210010204|210010205|210010301|210010401|210010501|210010601|210010701|210010801|210011101|210011102|210012801|210011301|210011401|210011501|210011502|210011503|210011504|210011601|210011701|210011801|210011901|210012001|210012101|210012201|210012301|210012401|210012501|210012601,210010201.0,210010202.0,210010203.0,210010204.0,210010205.0,210010301.0,210010401.0,210010501.0,210010601.0,210010701.0,210010801.0,,,210011101.0,210011102.0,210012801.0,210011301.0,210011401.0,210011501.0,210011502.0,210011503.0,210011504.0,210011601.0,210011701.0,210011801.0,210011901.0,210012001.0,210012101.0,210012201.0,210012301.0,210012401.0,210012501.0,210012601.0
21002,-1,-1,0,1,5,2,2,50,58.0,191.0,47.0,119.0,5.8,19.1,4.7,2.0,50,9#150|10#5,30.0,10#50|1#10000,40.0,10#100|1#20000,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,,2100200,2100201.0,2100202.0,,,2.0,,,,,partner_avatar_21002,2100201,1,,1,,,,,,,,,,,821002.0,21002,21002,,175,1000016|1000034,1000015|1000023,0.0,930013.0,-1.0,-1.0,-1.0,-1.0,-1,210020201|210020202|210020203|210020204|210020205|210020301|210020401|210020501|210020601|210020701|210020801|210021101|210021102|210022801|210021301|210021401|210021501|210021502|210021503|210021504|210021601|210021701|210021801|210021901|210022001|210022101|210022201|210022301|210022401|210022501|210022601,210020201.0,210020202.0,210020203.0,210020204.0,210020205.0,210020301.0,210020401.0,210020501.0,210020601.0,210020701.0,210020801.0,,,210021101.0,210021102.0,210022801.0,210021301.0,210021401.0,210021501.0,210021502.0,210021503.0,210021504.0,210021601.0,210021701.0,210021801.0,210021901.0,210022001.0,210022101.0,210022201.0,210022301.0,210022401.0,210022501.0,210022601.0
21003,-1,-1,0,1,3,2,2,50,47.0,224.0,49.0,137.0,4.7,22.4,4.9,2.0,50,9#150|10#5,30.0,10#50|1#10000,40.0,10#100|1#20000,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,,2100300,2100301.0,,,,,,,,,partner_avatar_21003,2100301,1,,0,,,,,,,,,,,821003.0,21003,21003,,176,1000012|1000026,1000009|1000013,0.0,930014.0,-1.0,-1.0,-1.0,-1.0,-1,210030201|210030202|210030203|210030204|210030205|210030301|210030401|210030501|210030601|210030701|210030801|210031101|210031102|210032801|210031301|210031401|210031501|210031502|210031503|210031504|210031601|210031701|210031801|210031901|210032001|210032101|210032201|210032301|210032401|210032501|210032601,210030201.0,210030202.0,210030203.0,210030204.0,210030205.0,210030301.0,210030401.0,210030501.0,210030601.0,210030701.0,210030801.0,,,210031101.0,210031102.0,210032801.0,210031301.0,210031401.0,210031501.0,210031502.0,210031503.0,210031504.0,210031601.0,210031701.0,210031801.0,210031901.0,210032001.0,210032101.0,210032201.0,210032301.0,210032401.0,210032501.0,210032601.0
21004,-1,-1,0,1,1,2,2,50,33.0,334.0,50.0,146.0,3.3,33.4,5.0,2.0,50,9#150|10#5,30.0,10#50|1#10000,40.0,10#100|1#20000,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,,2100400,2100401.0,2100402.0,,,2.0,,,,,partner_avatar_21004,2100401,1,,0,,,,,,,,,,,821004.0,21004,21004,,173,1000019|1000027,1000024|1000038,0.0,930015.0,-1.0,-1.0,-1.0,-1.0,-1,210040201|210040202|210040203|210040204|210040205|210040301|210040401|210040501|210040601|210040701|210040801|210041101|210041102|210042801|210041301|210041401|210041501|210041502|210041503|210041504|210041601|210041701|210041801|210041901|210042001|210042101|210042201|210042301|210042401|210042501|210042601,210040201.0,210040202.0,210040203.0,210040204.0,210040205.0,210040301.0,210040401.0,210040501.0,210040601.0,210040701.0,210040801.0,,,210041101.0,210041102.0,210042801.0,210041301.0,210041401.0,210041501.0,210041502.0,210041503.0,210041504.0,210041601.0,210041701.0,210041801.0,210041901.0,210042001.0,210042101.0,210042201.0,210042301.0,210042401.0,210042501.0,210042601.0
22001,-1,-1,0,2,2,2,2,50,58.0,163.0,53.0,128.0,5.8,16.3,5.3,2.0,50,9#150|10#5,30.0,10#50|1#10000,40.0,10#100|1#20000,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,,2200100,2200101.0,2200102.0,,,2.0,,,,,partner_avatar_22001,2200101,1,,0,,,,,,,,,,,822001.0,22001,22001,,205,1000021|1000032,1000034|1000035,0.0,930016.0,-1.0,-1.0,-1.0,-1.0,-1,220010201|220010202|220010203|220010204|220010205|220010301|220010401|220010501|220010601|220010701|220010801|220011101|220011102|220012801|220011301|220011401|220011501|220011502|220011503|220011504|220011601|220011701|220011801|220011901|220012001|220012101|220012201|220012301|220012401|220012501|220012601,220010201.0,220010202.0,220010203.0,220010204.0,220010205.0,220010301.0,220010401.0,220010501.0,220010601.0,220010701.0,220010801.0,,,220011101.0,220011102.0,220012801.0,220011301.0,220011401.0,220011501.0,220011502.0,220011503.0,220011504.0,220011601.0,220011701.0,220011801.0,220011901.0,220012001.0,220012101.0,220012201.0,220012301.0,220012401.0,220012501.0,220012601.0
22002,-1,-1,0,2,1,2,2,50,40.0,208.0,57.0,146.0,4.0,20.8,5.7,2.0,50,9#150|10#5,30.0,10#50|1#10000,40.0,10#100|1#20000,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,,2200200,2200201.0,,,,,,,,,partner_avatar_22002,2200201,1,,1,,,,,,,,,,,822002.0,22002,22002,,206,1000003|1000010,1000020|1000022,0.0,930017.0,-1.0,-1.0,-1.0,-1.0,-1,220020201|220020202|220020203|220020204|220020205|220020301|220020401|220020501|220020601|220020701|220020801|220021101|220021102|220022801|220021301|220021401|220021501|220021502|220021503|220021504|220021601|220021701|220021801|220021901|220022001|220022101|220022201|220022301|220022401|220022501|220022601,220020201.0,220020202.0,220020203.0,220020204.0,220020205.0,220020301.0,220020401.0,220020501.0,220020601.0,220020701.0,220020801.0,,,220021101.0,220021102.0,220022801.0,220021301.0,220021401.0,220021501.0,220021502.0,220021503.0,220021504.0,220021601.0,220021701.0,220021801.0,220021901.0,220022001.0,220022101.0,220022201.0,220022301.0,220022401.0,220022501.0,220022601.0
22003,-1,-1,0,2,1,2,2,50,33.0,272.0,58.0,146.0,3.3,27.2,5.8,2.0,50,9#150|10#5,30.0,10#50|1#10000,40.0,10#100|1#20000,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,,2200300,2200301.0,2200302.0,,,2.0,,,,,partner_avatar_22003,2200301,1,,0,,,,,,,,,,,822003.0,22003,22003,,202,1000017|1000023,1000015|1000032,0.0,930018.0,-1.0,-1.0,-1.0,-1.0,-1,220030201|220030202|220030203|220030204|220030205|220030301|220030401|220030501|220030601|220030701|220030801|220031101|220031102|220032801|220031301|220031401|220031501|220031502|220031503|220031504|220031601|220031701|220031801|220031901|220032001|220032101|220032201|220032301|220032401|220032501|220032601,220030201.0,220030202.0,220030203.0,220030204.0,220030205.0,220030301.0,220030401.0,220030501.0,220030601.0,220030701.0,220030801.0,,,220031101.0,220031102.0,220032801.0,220031301.0,220031401.0,220031501.0,220031502.0,220031503.0,220031504.0,220031601.0,220031701.0,220031801.0,220031901.0,220032001.0,220032101.0,220032201.0,220032301.0,220032401.0,220032501.0,220032601.0
22004,-1,-1,0,2,3,2,2,50,40.0,208.0,57.0,137.0,4.0,20.8,5.7,2.0,50,9#150|10#5,30.0,10#50|1#10000,40.0,10#100|1#20000,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,,2200400,2200401.0,,,,,,,,,partner_avatar_22004,2200401,1,,0,,,,,,,,,,,822004.0,22004,22004,,201,1000021|1000029,1000002|1000022,0.0,930019.0,-1.0,-1.0,-1.0,-1.0,-1,220040201|220040202|220040203|220040204|220040205|220040301|220040401|220040501|220040601|220040701|220040801|220041101|220041102|220042801|220041301|220041401|220041501|220041502|220041503|220041504|220041601|220041701|220041801|220041901|220042001|220042101|220042201|220042301|220042401|220042501|220042601,220040201.0,220040202.0,220040203.0,220040204.0,220040205.0,220040301.0,220040401.0,220040501.0,220040601.0,220040701.0,220040801.0,,,220041101.0,220041102.0,220042801.0,220041301.0,220041401.0,220041501.0,220041502.0,220041503.0,220041504.0,220041601.0,220041701.0,220041801.0,220041901.0,220042001.0,220042101.0,220042201.0,220042301.0,220042401.0,220042501.0,220042601.0
23001,-1,-1,0,3,4,2,2,50,43.0,208.0,55.0,155.0,4.3,20.8,5.5,2.0,50,9#150|10#5,30.0,10#50|1#10000,40.0,10#100|1#20000,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,,2300100,2300101.0,,,,,,,,,partner_avatar_23001,2300101,1,,0,,,,,,,,,,,823001.0,23001,23001,,227,1000001|1000002,1000015|1000029,0.0,930020.0,-1.0,-1.0,-1.0,-1.0,-1,230010201|230010202|230010203|230010204|230010205|230010301|230010401|230010501|230010601|230010701|230010801|230011101|230011102|230012801|230011301|230011401|230011501|230011502|230011503|230011504|230011601|230011701|230011801|230011901|230012001|230012101|230012201|230012301|230012401|230012501|230012601,230010201.0,230010202.0,230010203.0,230010204.0,230010205.0,230010301.0,230010401.0,230010501.0,230010601.0,230010701.0,230010801.0,,,230011101.0,230011102.0,230012801.0,230011301.0,230011401.0,230011501.0,230011502.0,230011503.0,230011504.0,230011601.0,230011701.0,230011801.0,230011901.0,230012001.0,230012101.0,230012201.0,230012301.0,230012401.0,230012501.0,230012601.0
23002,-1,-1,0,3,4,2,2,50,58.0,166.0,52.0,155.0,5.8,16.6,5.2,2.0,50,9#150|10#5,30.0,10#50|1#10000,40.0,10#100|1#20000,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,,2300200,2300201.0,2300202.0,,,2.0,,,,,partner_avatar_23002,2300201,1,,0,,,,,,,,,,,823002.0,23002,23002,,229,1000003|1000010,1000012|1000018,0.0,930021.0,-1.0,-1.0,-1.0,-1.0,-1,230020201|230020202|230020203|230020204|230020205|230020301|230020401|230020501|230020601|230020701|230020801|230021101|230021102|230022801|230021301|230021401|230021501|230021502|230021503|230021504|230021601|230021701|230021801|230021901|230022001|230022101|230022201|230022301|230022401|230022501|230022601,230020201.0,230020202.0,230020203.0,230020204.0,230020205.0,230020301.0,230020401.0,230020501.0,230020601.0,230020701.0,230020801.0,,,230021101.0,230021102.0,230022801.0,230021301.0,230021401.0,230021501.0,230021502.0,230021503.0,230021504.0,230021601.0,230021701.0,230021801.0,230021901.0,230022001.0,230022101.0,230022201.0,230022301.0,230022401.0,230022501.0,230022601.0
23003,-1,-1,0,3,1,2,2,50,36.0,267.0,52.0,146.0,3.6,26.7,5.2,2.0,50,9#150|10#5,30.0,10#50|1#10000,40.0,10#100|1#20000,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,,2300300,2300301.0,2300302.0,,,2.0,,,,,partner_avatar_23003,2300301,1,,0,,,,,,,,,,,823003.0,23003,23003,,226,1000013|1000039,1000017|1000036,0.0,930022.0,-1.0,-1.0,-1.0,-1.0,-1,230030201|230030202|230030203|230030204|230030205|230030301|230030401|230030501|230030601|230030701|230030801|230031101|230031102|230032801|230031301|230031401|230031501|230031502|230031503|230031504|230031601|230031701|230031801|230031901|230032001|230032101|230032201|230032301|230032401|230032501|230032601,230030201.0,230030202.0,230030203.0,230030204.0,230030205.0,230030301.0,230030401.0,230030501.0,230030601.0,230030701.0,230030801.0,,,230031101.0,230031102.0,230032801.0,230031301.0,230031401.0,230031501.0,230031502.0,230031503.0,230031504.0,230031601.0,230031701.0,230031801.0,230031901.0,230032001.0,230032101.0,230032201.0,230032301.0,230032401.0,230032501.0,230032601.0
