id,partner_link,skin,name,lv,grade,hp,atk,hpP,atkP,armP,spdP,energy_ex,miss,hit,crit,critTime,sklP,decDmg,free,brk,trueAtk,is_boss,lv_show,scale,is_player_use,skill,equip_6,exskill
24,14003,,-1,30,1,782.0,79.0,0.97,0.68,1.0,1.39,,0,0,0,0,0.0,0,0,0,0,,12,,,,,
25,53005,,-1,30,1,1165.0,65.0,0.3035,0.1143,0.8448,0.881,,0,0,0,0,0.0,0,0,0,0,,13,,,,,
26,21003,,-1,40,2,855.0,78.0,0.78,0.34,1.0,1.16,,0,0,0,0,0.0,0,0,0,0,,13,,,,,
27,52004,,-1,40,2,1112.0,80.0,0.2591,0.1076,0.8814,0.8517,,0,0,0,0,0.0,0,0,0,0,,14,,,,,
28,13001,,-1,30,1,967.0,93.0,1.41,0.67,1.0,1.39,,0,0,0,0,0.0,0,0,0,0,,14,,,,,
29,42007,,-1,50,3,4209.0,264.0,1.1113,0.748,0.871,0.8,,0,0,0,0,0.0,0,800,0,0,1.0,15,0.2,,,,
30,13001,,-1,30,1,1179.0,110.0,1.72,0.79,1.0,1.39,,0,0,0,0,0.0,0,0,0,0,,15,,,,,
31,54005,,-1,40,2,1538.0,79.0,0.3934,0.103,0.8929,0.8453,,0,0,0,0,0.0,0,0,0,0,,16,,,,,
32,13003,,-1,30,1,1281.0,119.0,1.46,1.02,1.0,1.39,,0,0,0,0,0.0,0,0,0,0,,16,,,,,
33,11002,,-1,30,1,1154.0,128.0,1.84,0.69,1.0,1.39,,0,0,0,0,0.0,0,0,0,0,,16,,,,,
34,52002,,-1,50,2,1445.0,76.0,0.3297,0.0878,0.8525,0.8231,,0,0,0,0,0.0,0,0,0,0,,17,,,,,
35,22001,,-1,40,2,1094.0,133.0,1.37,0.43,1.0,1.16,,0,0,0,0,0.0,0,0,0,0,,17,,,,,
36,14003,,-1,40,2,1352.0,73.0,1.3339,0.5,1.0377,0.961,,0,0,0,0,0.0,0,0,0,0,,18,,,,,
37,24001,,-1,40,2,1039.0,100.0,1.1,0.41,1.0,1.16,,0,0,0,0,0.0,0,0,0,0,,18,,,,,
38,24002,,-1,40,2,936.0,109.0,0.85,0.52,1.0,1.16,,0,0,0,0,0.0,0,0,0,0,,18,,,,,
39,34004,,-1,50,3,1563.0,80.0,0.5,0.35,1.0,0.87,,0,0,0,0,0.0,0,0,0,0,,19,,,,,
40,31004,,-1,50,3,1079.0,119.0,0.64,0.27,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,19,,,,,
41,34002,,-1,50,3,1189.0,109.0,0.7,0.28,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,19,,,,,
42,54005,,-1,50,3,2110.0,126.0,0.4482,0.1364,1.0536,0.8912,,0,0,0,0,0.0,0,0,0,0,,20,,,,,
43,14003,,-1,50,3,1417.0,176.0,1.1606,1.0,0.9245,1.2522,,0,0,0,0,0.0,0,0,0,0,,20,,,,,
44,52002,,-1,80,5,3704.0,331.0,0.4668,0.2112,0.9508,0.9692,,0,0,0,0,0.0,0,800,0,0,1.0,20,0.2,,,,
45,655013,,-1,40,2,2764.0,134.0,0.2241,0.0949,0.9167,0.9131,,0,0,0,0,0.0,0,0,0,0,,21,,,,,
46,23002,,-1,40,2,1528.0,161.0,1.88,0.57,1.0,1.34,,0,0,0,0,0.0,0,0,0,0,,21,,,,,
47,655013,,-1,40,2,3317.0,154.0,0.2689,0.1091,0.9167,0.772,,0,0,0,0,0.0,0,0,0,0,,22,,,,,
48,34005,,-1,50,3,1981.0,155.0,1.0,0.47,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,22,,,,,
49,32001,,-1,50,3,1698.0,168.0,1.18,0.38,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,22,,,,,
50,22002,,-1,40,2,2750.0,127.0,2.7,0.65,1.0,1.16,,0,0,0,0,0.0,0,0,0,0,,23,,,,,
51,32004,,-1,50,3,2252.0,161.0,1.21,0.45,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,23,,,,,
52,33005,,-1,50,3,1749.0,201.0,1.03,0.45,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,23,,,,,
53,33004,,-1,50,3,2604.0,122.0,1.42,0.37,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,24,,,,,
54,34002,,-1,50,3,1800.0,183.0,1.06,0.47,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,24,,,,,
55,32003,,-1,50,3,2110.0,167.0,1.35,0.43,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,24,,,,,
56,44006,,-1,60,4,7950.0,245.0,1.99,0.54,1.0,1.0,,0,0,0,0,0.0,0,800,0,0,1.0,25,0.2,,,,
57,44001,,-1,60,4,5850.0,332.0,1.6,0.61,1.0,1.0,,0,0,0,0,0.0,0,800,0,0,1.0,25,0.2,,,,
58,54005,,-1,50,3,2377.0,113.0,0.505,0.1227,0.9643,0.9228,,0,0,0,0,0.0,0,0,0,0,,26,,,,,
59,14003,,-1,40,2,1787.0,185.0,1.7622,1.2667,0.9811,1.4054,,0,0,0,0,0.0,0,0,0,0,,26,,,,,
60,32005,,-1,50,3,2458.0,117.0,1.34,0.39,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,27,,,,,
61,32001,,-1,50,3,1698.0,176.0,1.18,0.4,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,27,,,,,
62,32002,,-1,50,3,1981.0,153.0,1.08,0.51,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,27,,,,,
63,651003,,-1,50,3,1978.0,226.0,0.1959,0.1432,0.9123,0.8365,,0,0,0,0,0.0,0,0,0,0,,28,,,,,
64,651003,,-1,50,3,2925.0,152.0,0.2897,0.0961,0.9474,0.7809,,0,0,0,0,0.0,0,0,0,0,,29,,,,,
65,33003,,-1,50,3,1835.0,217.0,1.26,0.4,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,29,,,,,
66,33005,,-1,50,3,2157.0,192.0,1.27,0.43,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,29,,,,,
67,651003,,-1,50,3,3828.0,194.0,0.3792,0.1231,0.9123,0.7809,,0,0,0,0,0.0,0,0,0,0,,30,,,,,
68,44002,,-1,60,4,3230.0,147.0,0.56,0.39,1.0,0.88,,0,0,0,0,0.0,0,0,0,0,,30,,,,,
69,33002,,-1,50,3,2824.0,211.0,1.54,0.64,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,30,,,,,
70,42001,,-1,60,4,2684.0,280.0,0.84,0.31,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,30,,,,,
71,36001,,-1,50,3,2677.0,267.0,1.7,0.54,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,30,,,,,
72,35001,,-1,50,3,3091.0,221.0,1.72,0.5,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,30,,,,,
73,655013,,-1,60,4,3206.0,199.0,0.1846,0.1,0.9333,0.791,,0,0,0,0,0.0,0,0,0,0,,31,,,,,
74,13001,,-1,30,1,2270.0,302.0,3.31,2.16,1.0,1.6,,0,0,0,0,0.0,0,0,0,0,,31,,,,,
75,32005,,-1,50,3,2843.0,174.0,1.55,0.58,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,32,,,,,
76,22004,,-1,40,2,2128.0,283.0,2.09,1.45,1.0,1.34,,0,0,0,0,0.0,0,0,0,0,,32,,,,,
77,54002,,-1,60,4,3184.0,158.0,0.2592,0.2504,0.918,0.8308,,0,0,0,0,0.0,0,0,0,0,,33,,,,,
78,31001,,-1,50,3,2834.0,174.0,1.32,0.58,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,33,,,,,
79,21002,,-1,40,2,2479.0,246.0,2.65,0.87,1.0,1.34,,0,0,0,0,0.0,0,0,0,0,,33,,,,,
80,31003,,-1,50,3,1956.0,286.0,1.16,0.59,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,33,,,,,
81,51002,,-1,60,4,3614.0,228.0,0.559,0.1761,1.0727,0.7962,,0,0,0,0,0.0,0,0,0,0,,34,,,,,
82,32002,,-1,50,3,2870.0,272.0,1.565,0.9059,0.9153,1.1119,,0,0,0,0,0.0,0,0,0,0,,34,,,,,
83,31003,,-1,50,3,2462.0,345.0,1.46,0.71,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,34,,,,,
84,51002,,-1,60,4,13301.0,555.0,2.0571,0.428,1.1273,0.791,,0,0,0,0,0.0,0,800,0,0,1.0,35,0.2,,,,
85,42003,,-1,60,4,8940.0,785.0,3.34,0.93,1.0,1.0,,0,0,0,0,0.0,0,800,0,0,1.0,35,0.2,,,,
86,34004,,-1,50,3,3377.0,271.0,1.08,1.18,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,35,,,,,
87,44002,,-1,60,4,3114.0,250.0,0.54,0.66,1.0,0.88,,0,0,0,0,0.0,0,0,0,0,,35,,,,,
88,34001,,-1,50,3,2338.0,402.0,1.18,1.22,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,35,,,,,
89,31005,,-1,50,3,4100.0,316.0,1.39,1.25,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,35,,,,,
90,42002,,-1,60,4,3809.0,293.0,0.86,0.71,1.0,0.88,,0,0,0,0,0.0,0,0,0,0,,35,,,,,
91,33002,,-1,50,3,3301.0,415.0,1.8,1.26,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,35,,,,,
92,36001,,-1,50,3,3150.0,519.0,2.0,1.05,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,35,,,,,
93,35001,,-1,50,3,3612.0,433.0,2.01,0.98,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,35,,,,,
94,44001,,-1,60,4,2925.0,436.0,0.8,0.8,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,35,,,,,
95,41006,,-1,60,4,4554.0,337.0,1.15,0.68,1.0,0.88,,0,0,0,0,0.0,0,0,0,0,,35,,,,,
96,34005,,-1,50,3,3765.0,544.0,1.9,1.65,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,35,,,,,
97,42003,,-1,60,4,4175.0,566.0,1.56,0.67,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,35,,,,,
98,41003,,-1,60,4,4152.0,452.0,1.32,0.67,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,35,,,,,
99,32005,,-1,50,3,3668.0,583.0,2.0,1.94,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,35,,,,,
100,31003,,-1,50,3,4284.0,564.0,2.54,1.16,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,35,,,,,
101,43003,,-1,60,4,6347.0,400.0,1.27,0.88,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,40,,,,,
102,46002,,-1,60,4,5529.0,482.0,1.07,0.99,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,40,,,,,
103,44003,,-1,60,4,4437.0,527.0,1.31,0.9,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,40,,,,,
104,41004,,-1,60,4,4401.0,596.0,1.13,0.94,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,40,,,,,
105,52004,,-1,50,3,4266.0,463.0,0.8256,0.5177,0.9661,1.0322,,0,0,0,0,0.0,0,0,0,0,,41,,,,,
106,32002,,-1,50,3,2953.0,694.0,1.61,2.31,1.0,1.3,,0,0,0,0,0.0,0,0,0,0,,41,,,,,
107,42005,,-1,60,4,3188.0,618.0,1.02,0.96,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,41,,,,,
108,752009,,-1,60,4,6219.0,529.0,0.101,0.1918,0.9508,0.9503,,0,0,0,0,0.0,0,0,0,0,,42,,,,,
109,36001,,-1,50,3,3795.0,1019.0,2.41,2.06,1.0,1.3,,0,0,0,0,0.0,0,0,0,0,,42,,,,,
110,32003,,-1,50,3,4439.0,743.0,2.84,1.91,1.0,1.3,,0,0,0,0,0.0,0,0,0,0,,42,,,,,
111,44002,,-1,60,4,4383.0,470.0,0.76,1.24,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,43,,,,,
112,44006,,-1,60,4,4394.0,473.0,1.1,1.04,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,43,,,,,
113,34004,,-1,50,3,3283.0,761.0,1.05,3.31,1.0,1.3,,0,0,0,0,0.0,0,0,0,0,,43,,,,,
114,41001,,-1,60,4,7076.0,562.0,1.0,1.36,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,44,,,,,
115,24003,,-1,40,2,6348.0,655.0,5.29,3.73,1.0,1.34,,0,0,0,0,0.0,0,0,0,0,,44,,,,,
116,32001,,-1,50,3,4059.0,911.0,2.82,2.06,1.0,1.3,,0,0,0,0,0.0,0,0,0,0,,44,,,,,
117,23004,,-1,40,2,4876.0,904.0,5.16,3.69,1.0,1.5,,0,0,0,0,0.0,0,0,0,0,,44,,,,,
118,45001,,-1,60,4,5010.0,774.0,1.33,1.22,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,44,,,,,
119,46001,,-1,60,4,4383.0,886.0,1.52,1.02,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,44,,,,,
120,51002,,-1,60,4,9315.0,1731.0,1.4407,1.3334,1.0727,0.9048,,0,0,0,0,0.0,0,800,0,0,1.0,45,0.2,,,,
121,43002,,-1,60,4,3820.0,865.0,1.42,1.13,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,45,,,,,
122,43006,,-1,60,4,4439.0,757.0,1.65,0.99,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,45,,,,,
123,53005,,-1,60,4,6831.0,800.0,0.8741,0.6073,0.9655,0.9391,,0,0,0,0,0.0,0,0,0,0,,46,,,,,
124,31003,,-1,50,3,4419.0,1094.0,2.62,2.25,1.0,1.3,,0,0,0,0,0.0,0,0,0,0,,46,,,,,
125,21001,,-1,40,2,5586.0,941.0,5.97,3.32,1.0,1.5,,0,0,0,0,0.0,0,0,0,0,,46,,,,,
126,51002,,-1,50,3,7508.0,848.0,1.3581,0.7634,0.9818,0.9571,,0,0,0,0,0.0,0,0,0,0,,47,,,,,
127,33002,,-1,50,3,4732.0,1059.0,2.58,3.21,1.0,1.3,,0,0,0,0,0.0,0,0,0,0,,47,,,,,
128,33005,,-1,50,3,5520.0,1065.0,3.25,2.38,1.0,1.3,,0,0,0,0,0.0,0,0,0,0,,47,,,,,
129,41006,,-1,60,4,6812.0,700.0,1.72,1.41,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,48,,,,,
130,31004,,-1,50,3,5077.0,1132.0,3.01,2.56,1.0,1.3,,0,0,0,0,0.0,0,0,0,0,,48,,,,,
131,41001,,-1,60,4,11393.0,856.0,1.61,2.07,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,49,,,,,
132,42003,,-1,60,4,6049.0,1613.0,2.26,1.91,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,49,,,,,
133,43004,,-1,60,4,7058.0,1299.0,2.61,1.56,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,49,,,,,
134,41002,,-1,60,4,9325.0,908.0,2.56,1.55,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,50,,,,,
135,54002,,-1,60,4,19138.0,2049.0,1.5576,3.2299,0.8852,1.0286,,0,0,0,0,0.0,0,800,0,0,1.0,50,0.2,,,,
136,45001,,-1,60,4,15633.0,2506.0,4.15,3.95,1.0,1.15,,0,0,0,0,0.0,0,800,0,0,1.0,50,0.2,,,,
137,53005,,-1,60,4,11393.0,1249.0,1.4579,0.9483,1.0172,0.9391,,0,0,0,0,0.0,0,0,0,0,,51,,,,,
138,31001,,-1,50,3,8611.0,1358.0,4.01,4.52,1.0,1.3,,0,0,0,0,0.0,0,0,0,0,,51,,,,,
139,32005,,-1,50,3,7374.0,1554.0,4.02,5.17,1.0,1.3,,0,0,0,0,0.0,0,0,0,0,,51,,,,,
140,53005,,-1,60,4,10034.0,1145.0,1.284,0.8694,1.069,0.9679,,0,0,0,0,0.0,0,0,0,0,,52,,,,,
141,42004,,-1,60,4,7253.0,1657.0,2.27,1.83,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,52,,,,,
142,32003,,-1,50,3,7581.0,1246.0,4.85,3.2,1.0,1.3,,0,0,0,0,0.0,0,0,0,0,,52,,,,,
143,45002,,-1,60,4,11039.0,927.0,3.19,1.28,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,53,,,,,
144,35001,,-1,50,3,7891.0,1500.0,4.39,3.39,1.0,1.3,,0,0,0,0,0.0,0,0,0,0,,53,,,,,
145,22004,,-1,60,4,9666.0,972.0,6.7364,3.531,1.0351,1.1922,,0,0,0,0,0.0,0,0,0,0,,54,,,,,
146,44001,,-1,60,4,7825.0,1275.0,2.14,2.34,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,54,,,,,
147,44005,,-1,60,4,6691.0,1898.0,2.16,2.16,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,54,,,,,
148,41005,,-1,60,4,13982.0,1172.0,3.07,2.36,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,55,,,,,
149,45001,,-1,80,5,48244.0,2295.0,9.9289,2.8049,0.9464,1.0644,,0,0,0,0,0.0,0,800,0,0,1.0,55,0.2,,,,
150,41006,,-1,60,4,10574.0,1057.0,2.67,2.13,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,56,,,,,
151,41004,,-1,60,4,8414.0,1586.0,2.16,2.5,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,56,,,,,
152,23001,,-1,60,4,10984.0,1096.0,7.6546,3.6977,1.1273,1.1062,,0,0,0,0,0.0,0,0,0,0,,57,,,,,
153,23003,,-1,60,4,8887.0,1439.0,4.8246,5.7983,1.1346,1.3547,,0,0,0,0,0.0,0,0,0,0,,57,,,,,
154,42004,,-1,60,4,9139.0,2055.0,2.86,2.27,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,57,,,,,
155,46002,,-1,60,4,12609.0,1473.0,2.44,3.02,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,58,,,,,
156,45002,,-1,60,4,15122.0,1231.0,4.37,1.7,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,58,,,,,
157,44006,,-1,60,4,8749.0,1842.0,2.19,4.05,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,58,,,,,
158,41006,,-1,60,4,10178.0,1614.0,2.57,3.25,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,58,,,,,
159,42006,,-1,60,4,9689.0,1688.0,3.1,2.88,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,58,,,,,
160,43006,,-1,60,4,9686.0,1691.0,3.6,2.21,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,58,,,,,
161,43003,,-1,60,4,13745.0,1187.0,2.75,2.61,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,59,,,,,
162,43002,,-1,60,4,8260.0,1783.0,3.07,2.33,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,59,,,,,
163,43003,,-1,60,4,26341.0,3544.0,5.27,7.79,1.0,1.0,,0,0,0,0,0.0,0,800,0,0,1.0,60,0.2,,,,
164,46001,,-1,60,4,10324.0,2554.0,3.58,2.94,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,60,,,,,
165,53005,,-1,60,4,17768.0,1909.0,2.2736,1.4489,1.0,0.9808,,0,0,0,0,0.0,0,0,0,0,,61,,,,,
166,35001,,-1,50,3,13265.0,2376.0,7.38,5.37,1.0,1.3,,0,0,0,0,0.0,0,0,0,0,,61,,,,,
167,36001,,-1,50,3,13450.0,2489.0,8.54,5.03,1.0,1.3,,0,0,0,0,0.0,0,0,0,0,,61,,,,,
168,53005,,-1,60,4,15388.0,1720.0,1.9691,1.3058,1.0172,0.9679,,0,0,0,0,0.0,0,0,0,0,,62,,,,,
169,655013,,-1,60,4,16727.0,1656.0,0.963,0.8316,0.9333,0.8185,,0,0,0,0,0.0,0,0,0,0,,62,,,,,
170,44004,,-1,60,4,10799.0,1738.0,3.44,2.74,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,62,,,,,
171,44001,,-1,60,4,9251.0,1983.0,2.53,3.64,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,62,,,,,
172,655013,,-1,60,4,20755.0,1966.0,1.1949,0.987,0.9,0.8988,,0,0,0,0,0.0,0,0,0,0,,63,,,,,
173,43003,,-1,60,4,19093.0,1574.0,3.82,3.46,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,63,,,,,
174,44003,,-1,60,4,13415.0,2063.0,3.96,3.52,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,63,,,,,
175,55005,,-1,60,4,17195.0,1699.0,2.3284,1.2448,1.0172,0.95,,0,0,0,0,0.0,0,0,0,0,,64,,,,,
176,43002,,-1,60,4,9901.0,2120.0,3.68,2.77,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,64,,,,,
177,43001,,-1,60,4,11569.0,2222.0,4.3,2.42,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,64,,,,,
178,51004,,-1,80,5,25593.0,4763.0,3.1225,2.8424,1.0545,0.8758,,0,0,0,0,0.0,0,800,0,0,1.0,65,0.2,,,,
179,43001,,-1,60,4,14394.0,2681.0,5.35,2.92,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,65,,,,,
180,42004,,-1,60,4,14795.0,3187.0,4.63,3.52,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,65,,,,,
181,42006,,-1,60,4,15283.0,1518.0,4.89,2.59,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,66,,,,,
182,42001,,-1,60,4,12686.0,2852.0,3.97,3.15,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,66,,,,,
183,55005,,-1,60,4,22620.0,2151.0,3.063,1.5753,0.9655,0.95,,0,0,0,0,0.0,0,0,0,0,,67,,,,,
184,53005,,-1,60,4,14981.0,3496.0,1.917,2.6536,0.9655,1.0542,,0,0,0,0,0.0,0,0,0,0,,67,,,,,
185,44001,,-1,60,4,15211.0,2354.0,4.16,4.32,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,67,,,,,
186,54005,,-1,60,4,16277.0,1613.0,2.9563,1.4904,0.9643,0.9902,,0,0,0,0,0.0,0,0,0,0,,68,,,,,
187,41004,,-1,60,4,12933.0,2417.0,3.32,3.81,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,68,,,,,
188,53005,,-1,60,4,23176.0,2479.0,2.9656,1.8816,1.069,0.9679,,0,0,0,0,0.0,0,0,0,0,,69,,,,,
189,44002,,-1,60,4,20189.0,1908.0,3.5,5.03,1.0,1.0,,0,0,0,0,0.0,0,0,0,0,,69,,,,,
190,42005,,-1,60,4,16284.0,2751.0,5.21,4.27,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,69,,,,,
191,44005,,-1,60,4,13970.0,3726.0,4.51,4.24,1.0,1.15,,0,0,0,0,0.0,0,0,0,0,,69,,,,,
192,55005,,-1,80,5,35882.0,6594.0,3.7668,3.7427,0.9655,0.905,,0,0,0,0,0.0,0,800,0,0,1.0,70,0.2,,,,
193,53005,,-1,60,4,19345.0,3360.0,2.4754,2.55,0.9655,1.1463,,0,0,0,0,0.0,0,200,0,0,,70,,,,,
194,42003,,-1,60,4,14427.0,3692.0,5.39,4.37,1.0,1.15,,0,0,0,0,0.0,0,200,0,0,,70,,,,,
195,56003,,-1,60,4,17940.0,2115.0,2.3216,1.8,0.9655,0.9099,,0,0,0,0,0.0,0,200,0,0,,71,,,,,
196,21003,,-1,40,2,14471.0,3086.0,13.19,13.42,1.0,1.5,,0,0,0,0,0.0,0,200,0,0,,71,,,,,
197,54005,,-1,60,4,18497.0,1814.0,3.3595,1.6756,1.0536,0.9967,,0,0,0,0,0.0,0,200,0,0,,72,,,,,
198,23004,,-1,40,2,14912.0,3180.0,15.78,12.98,1.0,1.5,,0,0,0,0,0.0,0,200,0,0,,72,,,,,
199,55005,,-1,60,4,22840.0,2239.0,3.0928,1.64,1.0172,0.9438,,0,0,0,0,0.0,0,200,0,0,,73,,,,,
