id,name,水鏡深戀淨靈皮膚,type,pos,qlt,star,item_lv,price,base1,base2,base3,skill_id,ex_skill,group,job,act,form,suit_name,suit1,suit2,suit3,suit_skills,icon,formula,need_formula,treasure_upgrade,treasure_all_upgrade,treasure_refresh,treasure_lock_up,treasure_max,treasure_weight,artifact_exp,artifact_upg,artifact_next,artifact_pink,initial_artifact,power,partner_model,avatar,fx_index,get_ways
1063,-1,-1,6,1,6,3,18,200000.0,atk#1317,,,,,,,,1063|2063|3063|4063,-1.0,hpP#0.12,atkP#0.17,hpP#0.07,,equip_12_1,1064#3|1#1600000,1062#3|1#1200000,,,,,,,,,,,,,,,,
1064,-1,-1,6,1,6,4,19,250000.0,atk#1519,,,,,,,,1064|2064|3064|4064,-1.0,hpP#0.14,atkP#0.19,hpP#0.07,,equip_13_1,1065#3|1#2000000,1063#3|1#1600000,,,,,,,,,,,,,,,,
1065,-1,-1,6,1,6,5,20,300000.0,atk#2464,critTime#60,,,,,,,1065|2065|3065|4065,-1.0,hpP#0.15,atkP#0.2,hpP#0.08,,equip_14_1,1066#3|1#2500000,1064#3|1#2000000,,,,,,,,,,,,,,,,
1066,-1,-1,6,1,6,6,21,500000.0,atk#3704,critTime#100,,,,,,,1066|2066|3066|4066,-1.0,hpP#0.16,atkP#0.21,hpP#0.08,,equip_15_1,,1065#3|1#2500000,,,,,,,,,,,,,,,,
1166,-1,-1,6,1,6,6,22,500000.0,atk#3704,atkP#0.07,,,,,1.0,atkP#0.06|miss#200,,,,,,,equip_15_1,,,,,,,,,,,,,,,,,,
1167,-1,-1,6,1,7,1,23,500000.0,atk#3704,atkP#0.07,,,,,1.0,atkP#0.07|miss#240,1167|2167|3167|4167,-1.0,,,,300101|300201|300301,equip_15_1,,,,,,,,,,,,,,,,,,
1168,-1,-1,6,1,7,2,24,500000.0,atk#3704,atkP#0.07,,,,,1.0,atkP#0.08|miss#280,1168|2168|3168|4168,-1.0,,,,300102|300202|300302,equip_15_1,,,,,,,,,,,,,,,,,,
1169,-1,-1,6,1,7,3,25,500000.0,atk#3704,atkP#0.07,,,,,1.0,atkP#0.09|miss#320,1169|2169|3169|4169,-1.0,,,,300103|300203|300303,equip_15_1,,,,,,,,,,,,,,,,,,
1266,-1,-1,6,1,6,6,22,500000.0,atk#3704,atkP#0.07,,,,,2.0,atkP#0.06|crit#100,,,,,,,equip_15_1,,,,,,,,,,,,,,,,,,
1267,-1,-1,6,1,7,1,23,500000.0,atk#3704,atkP#0.07,,,,,2.0,atkP#0.07|crit#120,1267|2267|3267|4267,-1.0,,,,300401|300501|300601,equip_15_1,,,,,,,,,,,,,,,,,,
1268,-1,-1,6,1,7,2,24,500000.0,atk#3704,atkP#0.07,,,,,2.0,atkP#0.08|crit#140,1268|2268|3268|4268,-1.0,,,,300402|300502|300602,equip_15_1,,,,,,,,,,,,,,,,,,
1269,-1,-1,6,1,7,3,25,500000.0,atk#3704,atkP#0.07,,,,,2.0,atkP#0.09|crit#160,1269|2269|3269|4269,-1.0,,,,300403|300503|300603,equip_15_1,,,,,,,,,,,,,,,,,,
1366,-1,-1,6,1,6,6,22,500000.0,atk#3704,atkP#0.07,,,,,3.0,atkP#0.06|crit#100,,,,,,,equip_15_1,,,,,,,,,,,,,,,,,,
1367,-1,-1,6,1,7,1,23,500000.0,atk#3704,atkP#0.07,,,,,3.0,atkP#0.07|crit#120,1367|2367|3367|4367,-1.0,,,,300701|300801|300901,equip_15_1,,,,,,,,,,,,,,,,,,
1368,-1,-1,6,1,7,2,24,500000.0,atk#3704,atkP#0.07,,,,,3.0,atkP#0.08|crit#140,1368|2368|3368|4368,-1.0,,,,300702|300802|300902,equip_15_1,,,,,,,,,,,,,,,,,,
1369,-1,-1,6,1,7,3,25,500000.0,atk#3704,atkP#0.07,,,,,3.0,atkP#0.09|crit#160,1369|2369|3369|4369,-1.0,,,,300703|300803|300903,equip_15_1,,,,,,,,,,,,,,,,,,
1466,-1,-1,6,1,6,6,22,500000.0,atk#3704,atkP#0.07,,,,,4.0,atkP#0.06|crit#100,,,,,,,equip_15_1,,,,,,,,,,,,,,,,,,
1467,-1,-1,6,1,7,1,23,500000.0,atk#3704,atkP#0.07,,,,,4.0,atkP#0.07|crit#120,1467|2467|3467|4467,-1.0,,,,301001|301101|301201,equip_15_1,,,,,,,,,,,,,,,,,,
1468,-1,-1,6,1,7,2,24,500000.0,atk#3704,atkP#0.07,,,,,4.0,atkP#0.08|crit#140,1468|2468|3468|4468,-1.0,,,,301002|301102|301202,equip_15_1,,,,,,,,,,,,,,,,,,
1469,-1,-1,6,1,7,3,25,500000.0,atk#3704,atkP#0.07,,,,,4.0,atkP#0.09|crit#160,1469|2469|3469|4469,-1.0,,,,301003|301103|301203,equip_15_1,,,,,,,,,,,,,,,,,,
1566,-1,-1,6,1,6,6,22,500000.0,atk#3704,atkP#0.07,,,,,5.0,atkP#0.06|atkP#0.05,,,,,,,equip_15_1,,,,,,,,,,,,,,,,,,
1567,-1,-1,6,1,7,1,23,500000.0,atk#3704,atkP#0.07,,,,,5.0,atkP#0.07|atkP#0.06,1567|2567|3567|4567,-1.0,,,,301301|301401|301501,equip_15_1,,,,,,,,,,,,,,,,,,
1568,-1,-1,6,1,7,2,24,500000.0,atk#3704,atkP#0.07,,,,,5.0,atkP#0.08|atkP#0.07,1568|2568|3568|4568,-1.0,,,,301302|301402|301502,equip_15_1,,,,,,,,,,,,,,,,,,
1569,-1,-1,6,1,7,3,25,500000.0,atk#3704,atkP#0.07,,,,,5.0,atkP#0.09|atkP#0.08,1569|2569|3569|4569,-1.0,,,,301303|301403|301503,equip_15_1,,,,,,,,,,,,,,,,,,
1999,-1,-1,6,1,6,6,99,,atk#3704000,crit#2000,,,,,,,1999|2999|3999|4999,-1.0,atkP#2,atkP#2,hpP#2.5,,equip_1_1,,,,,,,,,,,,,,,,,,
2011,-1,-1,7,2,1,1,1,50.0,hp#68,,,,,,,,,,,,,,equip_1_2,,,,,,,,,,,,,,,,,,
2012,-1,-1,7,2,1,2,2,80.0,hp#82,,,,,,,,,,,,,,equip_1_2,,,,,,,,,,,,,,,,,,
2021,-1,-1,7,2,2,1,3,100.0,hp#141,,,,,,,,,,,,,,equip_2_2,2022#3|1#1000,,,,,,,,,,,,,,,,,
2022,-1,-1,7,2,2,2,4,150.0,hp#169,,,,,,,,,,,,,,equip_2_2,2031#3|1#2000,2021#3|1#1000,,,,,,,,,,,,,,,,
2031,-1,-1,7,2,3,1,5,200.0,hp#337,,,,,,,,,,,,,,equip_3_2,2032#3|1#5000,2022#3|1#2000,,,,,,,,,,,,,,,,
2032,-1,-1,7,2,3,2,6,400.0,hp#434,,,,,,,,,,,,,,equip_3_2,2041#3|1#10000,2031#3|1#5000,,,,,,,,,,,,,,,,
2033,-1,-1,7,2,3,3,7,500.0,hp#546,,,,,,,,,,,,,,equip_3_2,,,,,,,,,,,,,,,,,,
2041,-1,-1,7,2,4,1,8,1000.0,hp#970,,,,,,,,,,,,,,equip_4_2,2042#3|1#20000,2032#3|1#10000,,,,,,,,,,,,,,,,
2042,-1,-1,7,2,4,2,9,2000.0,hp#1255,,,,,,,,,,,,,,equip_4_2,2043#3|1#35000,2041#3|1#20000,,,,,,,,,,,,,,,,
2043,-1,-1,7,2,4,3,10,3000.0,hp#1541,,,,,,,,1043|2043|3043|4043,-1.0,hpP#0.02,atkP#0.03,hpP#0.01,,equip_5_2,2051#3|1#100000,2042#3|1#35000,,,,,,,,,,,,,,,,
2044,-1,-1,7,2,4,4,11,10000.0,hp#1826,,,,,,,,1044|2044|3044|4044,-1.0,hpP#0.03,atkP#0.04,hpP#0.01,,equip_5_2,,,,,,,,,,,,,,,,,,
2051,-1,-1,7,2,5,1,12,20000.0,hp#2645,,,,,,,,1051|2051|3051|4051,-1.0,hpP#0.04,atkP#0.05,hpP#0.02,,equip_6_2,2052#3|1#200000,2043#3|1#100000,,,,,,,,,,,,,,,,
2052,-1,-1,7,2,5,2,13,30000.0,hp#3207,,,,,,,,1052|2052|3052|4052,-1.0,hpP#0.05,atkP#0.07,hpP#0.04,,equip_7_2,2053#3|1#400000,2051#3|1#200000,,,,,,,,,,,,,,,,
2053,-1,-1,7,2,5,3,14,40000.0,hp#3770,,,,,,,,1053|2053|3053|4053,-1.0,hpP#0.07,atkP#0.09,hpP#0.04,,equip_8_2,2054#3|1#600000,2052#3|1#400000,,,,,,,,,,,,,,,,
2054,-1,-1,7,2,5,4,15,60000.0,hp#4333,,,,,,,,1054|2054|3054|4054,-1.0,hpP#0.08,atkP#0.11,hpP#0.05,,equip_9_2,2061#3|1#800000,2053#3|1#600000,,,,,,,,,,,,,,,,
2061,-1,-1,7,2,6,1,16,100000.0,hp#6401,,,,,,,,1061|2061|3061|4061,-1.0,hpP#0.1,atkP#0.13,hpP#0.05,,equip_10_2,2062#3|1#1000000,2054#3|1#800000,,,,,,,,,,,,,,,,
2062,-1,-1,7,2,6,2,17,150000.0,hp#7811,,,,,,,,1062|2062|3062|4062,-1.0,hpP#0.11,atkP#0.15,hpP#0.06,,equip_11_2,2063#3|1#1200000,2061#3|1#1000000,,,,,,,,,,,,,,,,
2063,-1,-1,7,2,6,3,18,200000.0,hp#9222,,,,,,,,1063|2063|3063|4063,-1.0,hpP#0.12,atkP#0.17,hpP#0.07,,equip_12_2,2064#3|1#1600000,2062#3|1#1200000,,,,,,,,,,,,,,,,
2064,-1,-1,7,2,6,4,19,250000.0,hp#10632,,,,,,,,1064|2064|3064|4064,-1.0,hpP#0.14,atkP#0.19,hpP#0.07,,equip_13_2,2065#3|1#2000000,2063#3|1#1600000,,,,,,,,,,,,,,,,
2065,-1,-1,7,2,6,5,20,300000.0,hp#32455,decDmg#10,,,,,,,1065|2065|3065|4065,-1.0,hpP#0.15,atkP#0.2,hpP#0.08,,equip_14_2,2066#3|1#2500000,2064#3|1#2000000,,,,,,,,,,,,,,,,
2066,-1,-1,7,2,6,6,21,500000.0,hp#52449,decDmg#20,,,,,,,1066|2066|3066|4066,-1.0,hpP#0.16,atkP#0.21,hpP#0.08,,equip_15_2,,2065#3|1#2500000,,,,,,,,,,,,,,,,
2166,-1,-1,7,2,6,6,22,500000.0,hp#52449,hpP#0.07,,,,,1.0,hpP#0.06|decDmg#50,,,,,,,equip_15_2,,,,,,,,,,,,,,,,,,
2167,-1,-1,7,2,7,1,23,500000.0,hp#52449,hpP#0.07,,,,,1.0,hpP#0.07|decDmg#60,1167|2167|3167|4167,-1.0,,,,300101|300201|300301,equip_15_2,,,,,,,,,,,,,,,,,,
2168,-1,-1,7,2,7,2,24,500000.0,hp#52449,hpP#0.07,,,,,1.0,hpP#0.08|decDmg#70,1168|2168|3168|4168,-1.0,,,,300102|300202|300302,equip_15_2,,,,,,,,,,,,,,,,,,
2169,-1,-1,7,2,7,3,25,500000.0,hp#52449,hpP#0.07,,,,,1.0,hpP#0.09|decDmg#80,1169|2169|3169|4169,-1.0,,,,300103|300203|300303,equip_15_2,,,,,,,,,,,,,,,,,,
2266,-1,-1,7,2,6,6,22,500000.0,hp#52449,hpP#0.07,,,,,2.0,hpP#0.06|hit#200,,,,,,,equip_15_2,,,,,,,,,,,,,,,,,,
2267,-1,-1,7,2,7,1,23,500000.0,hp#52449,hpP#0.07,,,,,2.0,hpP#0.07|hit#240,1267|2267|3267|4267,-1.0,,,,300401|300501|300601,equip_15_2,,,,,,,,,,,,,,,,,,
2268,-1,-1,7,2,7,2,24,500000.0,hp#52449,hpP#0.07,,,,,2.0,hpP#0.08|hit#280,1268|2268|3268|4268,-1.0,,,,300402|300502|300602,equip_15_2,,,,,,,,,,,,,,,,,,
2269,-1,-1,7,2,7,3,25,500000.0,hp#52449,hpP#0.07,,,,,2.0,hpP#0.09|hit#320,1269|2269|3269|4269,-1.0,,,,300403|300503|300603,equip_15_2,,,,,,,,,,,,,,,,,,
2366,-1,-1,7,2,6,6,22,500000.0,hp#52449,hpP#0.07,,,,,3.0,hpP#0.06|miss#100,,,,,,,equip_15_2,,,,,,,,,,,,,,,,,,
2367,-1,-1,7,2,7,1,23,500000.0,hp#52449,hpP#0.07,,,,,3.0,hpP#0.07|miss#120,1367|2367|3367|4367,-1.0,,,,300701|300801|300901,equip_15_2,,,,,,,,,,,,,,,,,,
2368,-1,-1,7,2,7,2,24,500000.0,hp#52449,hpP#0.07,,,,,3.0,hpP#0.08|miss#140,1368|2368|3368|4368,-1.0,,,,300702|300802|300902,equip_15_2,,,,,,,,,,,,,,,,,,
2369,-1,-1,7,2,7,3,25,500000.0,hp#52449,hpP#0.07,,,,,3.0,hpP#0.09|miss#160,1369|2369|3369|4369,-1.0,,,,300703|300803|300903,equip_15_2,,,,,,,,,,,,,,,,,,
2466,-1,-1,7,2,6,6,22,500000.0,hp#52449,hpP#0.07,,,,,4.0,hpP#0.06|brk#100,,,,,,,equip_15_2,,,,,,,,,,,,,,,,,,
2467,-1,-1,7,2,7,1,23,500000.0,hp#52449,hpP#0.07,,,,,4.0,hpP#0.07|brk#120,1467|2467|3467|4467,-1.0,,,,301001|301101|301201,equip_15_2,,,,,,,,,,,,,,,,,,
2468,-1,-1,7,2,7,2,24,500000.0,hp#52449,hpP#0.07,,,,,4.0,hpP#0.08|brk#140,1468|2468|3468|4468,-1.0,,,,301002|301102|301202,equip_15_2,,,,,,,,,,,,,,,,,,
2469,-1,-1,7,2,7,3,25,500000.0,hp#52449,hpP#0.07,,,,,4.0,hpP#0.09|brk#160,1469|2469|3469|4469,-1.0,,,,301003|301103|301203,equip_15_2,,,,,,,,,,,,,,,,,,
2566,-1,-1,7,2,6,6,22,500000.0,hp#52449,hpP#0.07,,,,,5.0,hpP#0.06|decDmg#50,,,,,,,equip_15_2,,,,,,,,,,,,,,,,,,
2567,-1,-1,7,2,7,1,23,500000.0,hp#52449,hpP#0.07,,,,,5.0,hpP#0.07|decDmg#60,1567|2567|3567|4567,-1.0,,,,301301|301401|301501,equip_15_2,,,,,,,,,,,,,,,,,,
2568,-1,-1,7,2,7,2,24,500000.0,hp#52449,hpP#0.07,,,,,5.0,hpP#0.08|decDmg#70,1568|2568|3568|4568,-1.0,,,,301302|301402|301502,equip_15_2,,,,,,,,,,,,,,,,,,
2569,-1,-1,7,2,7,3,25,500000.0,hp#52449,hpP#0.07,,,,,5.0,hpP#0.09|decDmg#80,1569|2569|3569|4569,-1.0,,,,301303|301403|301503,equip_15_2,,,,,,,,,,,,,,,,,,
2999,-1,-1,7,2,6,6,99,,allHarmDec#1000,decDmg#1000,critTime#2000,,,,,,1999|2999|3999|4999,-1.0,atkP#2,atkP#2,hpP#2.5,,equip_1_2,,,,,,,,,,,,,,,,,,
3011,-1,-1,8,3,1,1,1,50.0,atk#10,,,,,,,,,,,,,,equip_1_3,,,,,,,,,,,,,,,,,,
3012,-1,-1,8,3,1,2,2,80.0,atk#12,,,,,,,,,,,,,,equip_1_3,,,,,,,,,,,,,,,,,,
3021,-1,-1,8,3,2,1,3,100.0,atk#21,,,,,,,,,,,,,,equip_2_3,3022#3|1#1000,,,,,,,,,,,,,,,,,
3022,-1,-1,8,3,2,2,4,150.0,atk#25,,,,,,,,,,,,,,equip_2_3,3031#3|1#2000,3021#3|1#1000,,,,,,,,,,,,,,,,
3031,-1,-1,8,3,3,1,5,200.0,atk#44,,,,,,,,,,,,,,equip_3_3,3032#3|1#5000,3022#3|1#2000,,,,,,,,,,,,,,,,
3032,-1,-1,8,3,3,2,6,400.0,atk#57,,,,,,,,,,,,,,equip_3_3,3041#3|1#10000,3031#3|1#5000,,,,,,,,,,,,,,,,
3033,-1,-1,8,3,3,3,7,500.0,atk#71,,,,,,,,,,,,,,equip_3_3,,,,,,,,,,,,,,,,,,
3041,-1,-1,8,3,4,1,8,1000.0,atk#112,,,,,,,,,,,,,,equip_4_3,3042#3|1#20000,3032#3|1#10000,,,,,,,,,,,,,,,,
3042,-1,-1,8,3,4,2,9,2000.0,atk#145,,,,,,,,,,,,,,equip_4_3,3043#3|1#35000,3041#3|1#20000,,,,,,,,,,,,,,,,
3043,-1,-1,8,3,4,3,10,3000.0,atk#178,,,,,,,,1043|2043|3043|4043,-1.0,hpP#0.02,atkP#0.03,hpP#0.01,,equip_5_3,3051#3|1#100000,3042#3|1#35000,,,,,,,,,,,,,,,,
3044,-1,-1,8,3,4,4,11,10000.0,atk#211,,,,,,,,1044|2044|3044|4044,-1.0,hpP#0.03,atkP#0.04,hpP#0.01,,equip_5_3,,,,,,,,,,,,,,,,,,
3051,-1,-1,8,3,5,1,12,20000.0,atk#276,,,,,,,,1051|2051|3051|4051,-1.0,hpP#0.04,atkP#0.05,hpP#0.02,,equip_6_3,3052#3|1#200000,3043#3|1#100000,,,,,,,,,,,,,,,,
3052,-1,-1,8,3,5,2,13,30000.0,atk#335,,,,,,,,1052|2052|3052|4052,-1.0,hpP#0.05,atkP#0.07,hpP#0.04,,equip_7_3,3053#3|1#400000,3051#3|1#200000,,,,,,,,,,,,,,,,
3053,-1,-1,8,3,5,3,14,40000.0,atk#393,,,,,,,,1053|2053|3053|4053,-1.0,hpP#0.07,atkP#0.09,hpP#0.04,,equip_8_3,3054#3|1#600000,3052#3|1#400000,,,,,,,,,,,,,,,,
3054,-1,-1,8,3,5,4,15,60000.0,atk#452,,,,,,,,1054|2054|3054|4054,-1.0,hpP#0.08,atkP#0.11,hpP#0.05,,equip_9_3,3061#3|1#800000,3053#3|1#600000,,,,,,,,,,,,,,,,
3061,-1,-1,8,3,6,1,16,100000.0,atk#610,,,,,,,,1061|2061|3061|4061,-1.0,hpP#0.1,atkP#0.13,hpP#0.05,,equip_10_3,3062#3|1#1000000,3054#3|1#800000,,,,,,,,,,,,,,,,
3062,-1,-1,8,3,6,2,17,150000.0,atk#744,,,,,,,,1062|2062|3062|4062,-1.0,hpP#0.11,atkP#0.15,hpP#0.06,,equip_11_3,3063#3|1#1200000,3061#3|1#1000000,,,,,,,,,,,,,,,,
3063,-1,-1,8,3,6,3,18,200000.0,atk#878,,,,,,,,1063|2063|3063|4063,-1.0,hpP#0.12,atkP#0.17,hpP#0.07,,equip_12_3,3064#3|1#1600000,3062#3|1#1200000,,,,,,,,,,,,,,,,
3064,-1,-1,8,3,6,4,19,250000.0,atk#1013,,,,,,,,1064|2064|3064|4064,-1.0,hpP#0.14,atkP#0.19,hpP#0.07,,equip_13_3,3065#3|1#2000000,3063#3|1#1600000,,,,,,,,,,,,,,,,
3065,-1,-1,8,3,6,5,20,300000.0,atk#1643,sklP#30,,,,,,,1065|2065|3065|4065,-1.0,hpP#0.15,atkP#0.2,hpP#0.08,,equip_14_3,3066#3|1#2500000,3064#3|1#2000000,,,,,,,,,,,,,,,,
3066,-1,-1,8,3,6,6,21,500000.0,atk#2469,sklP#50,,,,,,,1066|2066|3066|4066,-1.0,hpP#0.16,atkP#0.21,hpP#0.08,,equip_15_3,,3065#3|1#2500000,,,,,,,,,,,,,,,,
3166,-1,-1,8,3,6,6,22,500000.0,atk#2469,atkP#0.07,,,,,1.0,atkP#0.06|free#50,,,,,,,equip_15_3,,,,,,,,,,,,,,,,,,
3167,-1,-1,8,3,7,1,23,500000.0,atk#2469,atkP#0.07,,,,,1.0,atkP#0.07|free#60,1167|2167|3167|4167,-1.0,,,,300101|300201|300301,equip_15_3,,,,,,,,,,,,,,,,,,
3168,-1,-1,8,3,7,2,24,500000.0,atk#2469,atkP#0.07,,,,,1.0,atkP#0.08|free#70,1168|2168|3168|4168,-1.0,,,,300102|300202|300302,equip_15_3,,,,,,,,,,,,,,,,,,
3169,-1,-1,8,3,7,3,25,500000.0,atk#2469,atkP#0.07,,,,,1.0,atkP#0.09|free#80,1169|2169|3169|4169,-1.0,,,,300103|300203|300303,equip_15_3,,,,,,,,,,,,,,,,,,
3266,-1,-1,8,3,6,6,22,500000.0,atk#2469,atkP#0.07,,,,,2.0,atkP#0.06|sklP#100,,,,,,,equip_15_3,,,,,,,,,,,,,,,,,,
3267,-1,-1,8,3,7,1,23,500000.0,atk#2469,atkP#0.07,,,,,2.0,atkP#0.07|sklP#120,1267|2267|3267|4267,-1.0,,,,300401|300501|300601,equip_15_3,,,,,,,,,,,,,,,,,,
3268,-1,-1,8,3,7,2,24,500000.0,atk#2469,atkP#0.07,,,,,2.0,atkP#0.08|sklP#140,1268|2268|3268|4268,-1.0,,,,300402|300502|300602,equip_15_3,,,,,,,,,,,,,,,,,,
3269,-1,-1,8,3,7,3,25,500000.0,atk#2469,atkP#0.07,,,,,2.0,atkP#0.09|sklP#160,1269|2269|3269|4269,-1.0,,,,300403|300503|300603,equip_15_3,,,,,,,,,,,,,,,,,,
3366,-1,-1,8,3,6,6,22,500000.0,atk#2469,atkP#0.07,,,,,3.0,atkP#0.06|decDmg#50,,,,,,,equip_15_3,,,,,,,,,,,,,,,,,,
3367,-1,-1,8,3,7,1,23,500000.0,atk#2469,atkP#0.07,,,,,3.0,atkP#0.07|decDmg#60,1367|2367|3367|4367,-1.0,,,,300701|300801|300901,equip_15_3,,,,,,,,,,,,,,,,,,
3368,-1,-1,8,3,7,2,24,500000.0,atk#2469,atkP#0.07,,,,,3.0,atkP#0.08|decDmg#70,1368|2368|3368|4368,-1.0,,,,300702|300802|300902,equip_15_3,,,,,,,,,,,,,,,,,,
3369,-1,-1,8,3,7,3,25,500000.0,atk#2469,atkP#0.07,,,,,3.0,atkP#0.09|decDmg#80,1369|2369|3369|4369,-1.0,,,,300703|300803|300903,equip_15_3,,,,,,,,,,,,,,,,,,
3466,-1,-1,8,3,6,6,22,500000.0,atk#2469,atkP#0.07,,,,,4.0,atkP#0.06|critTime#100,,,,,,,equip_15_3,,,,,,,,,,,,,,,,,,
3467,-1,-1,8,3,7,1,23,500000.0,atk#2469,atkP#0.07,,,,,4.0,atkP#0.07|critTime#120,1467|2467|3467|4467,-1.0,,,,301001|301101|301201,equip_15_3,,,,,,,,,,,,,,,,,,
3468,-1,-1,8,3,7,2,24,500000.0,atk#2469,atkP#0.07,,,,,4.0,atkP#0.08|critTime#140,1468|2468|3468|4468,-1.0,,,,301002|301102|301202,equip_15_3,,,,,,,,,,,,,,,,,,
3469,-1,-1,8,3,7,3,25,500000.0,atk#2469,atkP#0.07,,,,,4.0,atkP#0.09|critTime#160,1469|2469|3469|4469,-1.0,,,,301003|301103|301203,equip_15_3,,,,,,,,,,,,,,,,,,
3566,-1,-1,8,3,6,6,22,500000.0,atk#2469,atkP#0.07,,,,,5.0,atkP#0.06|hpP#0.05,,,,,,,equip_15_3,,,,,,,,,,,,,,,,,,
3567,-1,-1,8,3,7,1,23,500000.0,atk#2469,atkP#0.07,,,,,5.0,atkP#0.07|hpP#0.06,1567|2567|3567|4567,-1.0,,,,301301|301401|301501,equip_15_3,,,,,,,,,,,,,,,,,,
3568,-1,-1,8,3,7,2,24,500000.0,atk#2469,atkP#0.07,,,,,5.0,atkP#0.08|hpP#0.07,1568|2568|3568|4568,-1.0,,,,301302|301402|301502,equip_15_3,,,,,,,,,,,,,,,,,,
3569,-1,-1,8,3,7,3,25,500000.0,atk#2469,atkP#0.07,,,,,5.0,atkP#0.09|hpP#0.08,1569|2569|3569|4569,-1.0,,,,301303|301403|301503,equip_15_3,,,,,,,,,,,,,,,,,,
3999,-1,-1,8,3,6,6,99,,sklP#400,unCrit#2000,,,,,,,1999|2999|3999|4999,-1.0,atkP#2,atkP#2,hpP#2.5,,equip_1_3,,,,,,,,,,,,,,,,,,
4011,-1,-1,9,4,1,1,1,50.0,hp#45,,,,,,,,,,,,,,equip_1_4,,,,,,,,,,,,,,,,,,
4012,-1,-1,9,4,1,2,2,80.0,hp#54,,,,,,,,,,,,,,equip_1_4,,,,,,,,,,,,,,,,,,
4021,-1,-1,9,4,2,1,3,100.0,hp#94,,,,,,,,,,,,,,equip_2_4,4022#3|1#1000,,,,,,,,,,,,,,,,,
4022,-1,-1,9,4,2,2,4,150.0,hp#113,,,,,,,,,,,,,,equip_2_4,4031#3|1#2000,4021#3|1#1000,,,,,,,,,,,,,,,,
