id,next_id,select_next_ids,select,plot,name,image_path,is_memory,res_path,image_xy,image_move,dialog_type,partner_avatar,picture,picture_xy,picture_scale,scale,partner_picture_xy,type,show_type,disappear_type,show_time,disappear_time,position_move,swap_overlap,map_swap,image_mirror,cg_show,cg_path,cg_scale,cg_layer,cg_show_type,cg_start_xy,cg_show_time,cg_show_xy,cg_disappear_type,cg_disappear_xy,cg_disappear_time,sound,music,ambient_sound,bubble_mirror,bubble_xy,bubble_expression,no_click_time,effect,effect_sound,effect_scale,effect_xy,effect_layer,effect_count,jitter
16,17,,0,,-1,new_school,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,1.0,,,,,,,,,,,,,60023.0,,2158|2159,,,,,,2156.0,,,,,
17,18,,0,,-1,new_school,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60278.0,,,,,,,,,,,,,
18,19,,0,,-1,new_school,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,,0,,-1,new_school,,partner_picture_54007,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60279.0,,,,,,,,,,,,,
20,21,,0,,-1,new_school,,partner_picture_4300704,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60039.0,,,,,,,,,,,,,
21,22,,0,,-1,new_school,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60020.0,,,,,,,,,,,,,
22,23,,0,,-1,new_school,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|-1000,,,,,,,,,,,,,,,60280.0,,,,,,,,,,,,,
23,-1,,0,,*,new_school,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
24,25,,0,1-4a,,new_school,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,7001.0,2158|2159,,,,,,2156.0,,,,,
25,26,,0,,*,new_school,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,27,,0,,-1,new_school,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|-1000,,,,,,,,,,,,,,,60280.0,,,,,,,,,,,,,
27,28,,0,,*,new_school,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,29,,0,,-1,new_school,,partner_picture_4300704,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60039.0,,,,,,,,,,,,,1.0
29,30,,0,,*,new_school,,partner_picture_4300704,,,,,,,,1.0,0|0,2,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,31,,0,,*,new_school,,partner_picture_4300704,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
31,32,,0,,-1,new_school,,partner_picture_4300704,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60047.0,,,,,,,,,,,,,
32,33,,0,,*,new_school,,partner_picture_4300704,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,34,,0,,-1,new_school,,partner_picture_4300704,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60038.0,,,,,,,,,,,,,
34,35,,0,,*,new_school,,partner_picture_4300704,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36,,0,,-1,new_school,,partner_picture_54007,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60281.0,,,,,,,,,,,,,
36,37,,0,,*,new_school,,partner_picture_54007,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,
37,38,,0,,*,small_garden,,,,,,,,,,,,2,,,,,,,1.0,,,,,,,,,,,,,,,2158,,,,,,,,,,,
38,39,,0,,-1,small_garden,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|-1000,,,,,,,,,,,,,,,60018.0,,,,,,,,,,,,,
39,40,,0,,*,small_garden,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
40,41,,0,,-1,small_garden,,partner_picture_54002,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,1000|0,,,,,,,,,,,,,,,60053.0,,,,,,,,,,,,,
41,42,,0,1-4b,-1,small_garden,,partner_picture_54007,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,7001.0,,,,,,,,,,,,
42,-1,,0,,*,small_garden,,partner_picture_54007,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,44,,0,1-4c,*,small_garden,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,7001.0,2158,,,,,,,,,,,
44,45,,0,,-1,small_garden,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60025.0,,,,,,,,,,,,,
45,46,,0,,*,small_garden,,partner_picture_54007,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,47,,0,,*,small_garden,,partner_picture_54007,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,-1,,0,,-1,small_garden,,partner_picture_54007,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60021.0,,,,,,,,,,,,,
48,49,,0,1-5a,-1,new_school,,partner_picture_4300704,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60288.0,7001.0,2158|2159,,,,,,,,,,,
49,50,,0,,-1,new_school,,partner_picture_4300704,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,51,,0,,*,new_school,,partner_picture_4300704,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,52,,0,,*,new_school,,partner_picture_4300704,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,53,,0,,*,new_school,,partner_picture_4300704,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,54,,0,,-1,new_school,,partner_picture_4300704,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60038.0,,,,,,,,,,,,,
54,55,,0,,-1,new_school,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60282.0,,,,,,,,,,,,,
55,56,,0,,*,new_school,,partner_picture_54007,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,57,,0,,*,new_school,,partner_picture_54007,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,58,,0,,-1,new_school,,partner_picture_54007,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60031.0,,,,,,,,,,,,,
58,59,,0,,-1,new_school,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,60,,0,,*,new_school,,partner_picture_54007,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,61,,0,,*,new_school,,partner_picture_54007,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,62,,0,,-1,new_school,,partner_picture_4300704,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60035.0,,,,,,,,,,,,,
62,63,,0,,-1,new_school,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60018.0,,,,,,,,,,,,,
63,64,,0,,*,new_school,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,65,,0,,*,new_school,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,
65,67,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,1.0,,,,,,,,,,,,,60282.0,,2158|2159,,,,,,,,,,,
66,67,,0,,,new_student_stage,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,68,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60040.0,,,,,,,,,,,,,1.0
68,69,,0,,-1,new_student_stage,,partner_picture_42007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60226.0,,,,,,,,,,,,,
69,70,,0,,-1,new_student_stage,,partner_picture_5200404,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60301.0,,,,,,,,,,,,,
70,71,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,72,,0,,*,new_student_stage,,partner_picture_54007,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,73,,0,,*,new_student_stage,,partner_picture_5200404,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,74,,0,,-1,new_student_stage,,partner_picture_5200404,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60071.0,,,,,,,,,,,,,
74,75,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60285.0,,,,,,,,,,,,,
75,-1,,0,,-1,new_student_stage,,partner_picture_5200404,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60084.0,,,,,,,,,,,,,
76,77,,0,1-5c,-1,new_student_stage,,partner_picture_5200404,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60285.0,7001.0,2158|2159,,,,,,,,,,,
77,78,,0,,-1,new_student_stage,,partner_picture_5200404,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60082.0,,,,,,,,,,,,,
78,79,,0,,-1,new_student_stage,,partner_picture_5200404,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60302.0,,,,,,,,,,,,,
79,80,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60278.0,,,,,,,,,,,,,
80,81,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60296.0,,,,,,,,,,,,,
81,82,,0,,*,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,83,,0,,*,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,-1,,0,,*,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,85,,0,1-6a,*,new_student_stage,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,7001.0,2158|2159,,,,,,,,,,,
85,86,,0,,-1,new_student_stage,,partner_picture_5300502,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60086.0,,,,,,,,,,,,,
86,87,,0,,-1,new_student_stage,,partner_picture_5300502,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,88,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60040.0,,,,,,,,,,,,,
88,89,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60283.0,,,,,,,,,,,,,
89,90,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60048.0,,,,,,,,,,,,,
90,91,,0,,*,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,92,,0,,*,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,93,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,94,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60289.0,,,,,,,,,,,,,
94,95,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60283.0,,,,,,,,,,,,,
95,96,,0,,-1,new_student_stage,,partner_picture_5300502,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60304.0,,,,,,,,,,,,,
96,-1,,0,,-1,new_student_stage,,partner_picture_5300502,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60101.0,,,,,,,,,,,,,
97,98,,0,1-6c,-1,new_student_stage,,partner_picture_5300502,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60304.0,7001.0,2158|2159,,,,,,,,,,,
98,99,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60018.0,,,,,,,,,,,,,
99,100,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60287.0,,,,,,,,,,,,,
100,101,,0,,*,new_student_stage,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,-1,,0,,*,new_student_stage,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,103,,0,1-7a,-1,new_student_stage,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60282.0,7001.0,2158|2159,,,,,,,,,,,
103,104,,0,,*,new_student_stage,,partner_picture_54007,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,105,,0,,-1,new_student_stage,,partner_picture_5600304,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60001.0,,,,,,,,,,,,,
105,106,,0,,-1,new_student_stage,,partner_picture_5600304,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60004.0,,,,,,,,,,,,,
106,107,,0,,-1,new_student_stage,,partner_picture_5600304,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60016.0,,,,,,,,,,,,,
107,108,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60284.0,,,,,,,,,,,,,
108,109,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,-1,,0,,*,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,111,,0,1-8a,-1,new_student_stage,,partner_picture_5400804,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60161.0,7001.0,2158|2159,,,,,,,,,,,
111,112,,0,,*,new_student_stage,,partner_picture_5400804,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,113,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60035.0,,,,,,,,,,,,,
113,114,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60023.0,,,,,,,,,,,,,
114,115,,0,,-1,new_student_stage,,partner_picture_54002,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,1000|0,,,,,,,,,,,,,,,60065.0,,,,,,,,,,,,,
115,1100001,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60020.0,,,,,,,,,,,,,
116,117,,0,1-8c,-1,new_student_stage,,partner_picture_54002,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60058.0,7001.0,2158|2159,,,,,,,,,,,
117,118,,0,,*,new_student_stage,,partner_picture_54002,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,119,,0,,-1,new_student_stage,,partner_picture_5400804,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60154.0,,,,,,,,,,,,,
119,120,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60023.0,,,,,,,,,,,,,
120,121,,0,,-1,new_student_stage,,partner_picture_5400804,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60163.0,,,,,,,,,,,,,
121,122,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60289.0,,,,,,,,,,,,,
122,-1,,0,,*,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,124,,0,1-9a,*,new_student_stage,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,7001.0,2158|2159,,,,,,,,,,,
124,125,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60296.0,,,,,,,,,,,,,
125,126,,0,,*,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,127,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60023.0,,,,,,,,,,,,,
127,128,,0,,-1,new_student_stage,,partner_picture_5500504,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60298.0,,,,,,,,,,,,,
128,129,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60039.0,,,,,,,,,,,,,
129,130,,0,,-1,new_student_stage,,partner_picture_5500504,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60297.0,,,,,,,,,,,,,
130,131,,0,,-1,new_student_stage,,partner_picture_5500504,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60106.0,,,,,,,,,,,,,
131,-1,,0,,-1,new_student_stage,,partner_picture_5500504,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60118.0,,,,,,,,,,,,,
132,-1,,0,,,new_student_stage,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,134,,0,1-9c,-1,new_student_stage,,partner_picture_5500504,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60118.0,7001.0,2158|2159,,,,,,,,,,,
134,135,,0,,-1,new_student_stage,,partner_picture_5500504,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60103.0,,,,,,,,,,,,,
135,136,,0,,*,new_student_stage,,partner_picture_5500504,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,137,,0,,-1,new_student_stage,,partner_picture_5500504,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60108.0,,,,,,,,,,,,,
137,138,,0,,-1,new_student_stage,,partner_picture_5500504,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60300.0,,,,,,,,,,,,,
138,139,,0,,-1,new_student_stage,,partner_picture_5500504,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60300.0,,,,,,,,,,,,,
139,140,,0,,-1,new_student_stage,,partner_picture_5500504,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,-1,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60288.0,,,,,,,,,,,,,
141,142,,0,1-10a,-1,new_student_stage,,partner_picture_54007,,,,,,,,1.0,0|0,0,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60284.0,7001.0,2158|2159,,,,,,,,,,,
142,143,,0,,*,new_student_stage,,partner_picture_54007,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,144,,0,,*,new_student_stage,,partner_picture_54007,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,145,,0,,*,new_student_stage,,partner_picture_54007,,,,,,,,1.0,0|0,2,1.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,146,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60296.0,,,,,,,,,,,,,
146,147,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1.0,0|0,0,10.0,6.0,1.0,1.0,0|0,,,,,,,,,,,,,,,60282.0,,,,,,,,,,,,,
147,148,,0,,*,new_student_stage,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
