id,partner,unknown_3,name,desc,is_exskill,sub_skill,trigger,is_pass,is_unseal,is_cost_energy,is_add_energy,target1,rand1,effect1,effect1_add,no_crit1,no_miss1,no_act1,fx1,fx_hurt1,fx_hurt1_add,target2,rand2,effect2,no_crit2,not_miss2,fx_hurt2,target3,rand3,effect3,no_crit3,not_miss3,fx_hurt3,attr_pas,jump,jump_pos_xy,icon_id,level,sound,shake_screen,hero_pos_type,hero_pos_type_xy,shake_screen_time,black_screen,animation,skill_effect,target_no_effect
260,-1,-1.0,-1,-1,,0,1.0,0,,,,17.0,,1019016|1017015,,,,,,408#621#808#1122,,,,,,,,,,,,,,,,,skill_icon_0,,1027,,,,,,,,
261,-1,-1.0,-1,-1,,0,1.0,0,,,,17.0,,1019021|1017016,,,,,,408#621#808#1122,,,,,,,,,,,,,,,,,skill_icon_0,,1027,,,,,,,,
262,-1,-1.0,-1,-1,,0,1.0,0,,,,17.0,,1019028|1017007,,,,,,408#621#808#1122,,,,,,,,,,,,,,,,,skill_icon_0,,1027,,,,,,,,
263,-1,-1.0,-1,-1,,0,1.0,0,,,,20.0,1.0,1019031|1013010,,,1.0,,243#505,245#504#529#989,,,,,,,,,,,,,,,,,skill_icon_0,,1019#1006,,,,,,,,
264,-1,-1.0,-1,-1,,0,1.0,0,,,,20.0,1.0,1019037|1013014,,,1.0,,243#505,245#504#529#989,,,,,,,,,,,,,,,,,skill_icon_0,,1019#1006,,,,,,,,
265,-1,-1.0,-1,-1,,0,1.0,0,,,,20.0,1.0,1019052|1013017,,,1.0,,243#505,245#504#529#989,,,,,,,,,,,,,,,,,skill_icon_0,,1019#1006,,,,,,,,
266,-1,-1.0,-1,-1,,0,1.0,0,,,,14.0,,1216005,,,1.0,,###838#867,480#527#574#839#868,,,,,,,,,,,,,,,0#0#1,,skill_icon_0,,1008,,,,,,,,
267,-1,-1.0,-1,-1,,0,1.0,0,,,,14.0,,1216006,,,1.0,,###838#867,483#527#574#839#868,,,,,,,,,,,,,,,0#0#1,,skill_icon_0,,1008,,,,,,,,
268,-1,-1.0,-1,-1,,0,1.0,0,,,,14.0,,1216007,,,1.0,,###838#867,484#527#574#839#868,,,,,,,,,,,,,,,0#0#1,,skill_icon_0,,1008,,,,,,,,
270,-1,-1.0,-1,-1,,0,1.0,0,,,,17.0,,1019016|1030053,,,,,##623#751#1134,444#458#624#750#1132#1160,,7.0,2.0,1023002,,,,,,,,,,,,,skill_icon_0,,1001,,,,,,,,
271,-1,-1.0,-1,-1,,0,1.0,0,,,,17.0,,1019018|1030054,,,,,##623#751#1134,444#458#624#750#1132#1160,,7.0,2.0,1023003,,,,,,,,,,,,,skill_icon_0,,1001,,,,,,,,
272,-1,-1.0,-1,-1,,0,1.0,0,,,,17.0,,1019025|1030028,,,,,##623#751#1134,444#458#624#750#1132#1160,,7.0,2.0,1023004,,,,,,,,,,,,,skill_icon_0,,1001,,,,,,,,
273,-1,-1.0,-1,-1,,0,1.0,0,,,,18.0,2.0,1019117|1043001,,,1.0,,#571#723#1080,518#572#724#1078,,,,,,,,,,,,,,,,,skill_icon_0,,1032,,,,,,,,
274,-1,-1.0,-1,-1,,0,1.0,0,,,,18.0,2.0,1019119|1043004,,,1.0,,#571#723#1080,518#572#724#1078,,,,,,,,,,,,,,,,,skill_icon_0,,1032,,,,,,,,
275,-1,-1.0,-1,-1,,0,1.0,0,,,,18.0,2.0,1019125|1043005,,,1.0,,#571#723#1080,518#572#724#1078,,,,,,,,,,,,,,,,,skill_icon_0,,1032,,,,,,,,
276,-1,-1.0,-1,-1,,0,1.0,0,,,,14.0,,1216007,,,1.0,,###838#867,483#527#574#839#868,,,,,,,,,,,,,,,0#0#1,,skill_icon_0,,1008,,,,,,,,
277,-1,-1.0,-1,-1.0,,0,1.0,0,,,,16.0,,1019120|1033008|1011112,,,,,582##759#922,581#577|578#760#920#1012,,,,,,,,,,,,,,,0,,skill_icon_0,,1032,,,,,,,,
278,-1,-1.0,-1,-1.0,,0,1.0,0,,,,16.0,,1019126|1033010|1011044,,,,,582##759#922,581#577|578#760#920#1012,,,,,,,,,,,,,,,0.0,,skill_icon_0,,1032.0,,,,,,,,
279,-1,-1.0,-1,-1.0,,0,1.0,0,,,,16.0,,1019123|1033012|1011074,,,,,582##759#922,581#577|578#760#920#1012,,,,,,,,,,,,,,,0.0,,skill_icon_0,,1032.0,,,,,,,,
280,-1,-1.0,-1,-1.0,,0,1.0,1,,,,13.0,,1019107,,,,,63|64,,,1.0,1.0,1145001,1.0,1.0,,,,,,,,,,,,,1003,,,,,,,,
281,-1,-1.0,-1,-1.0,,0,1.0,1,,,,14.0,,1146001,,,,,,238|239#435,,,,,,,,,,,,,,,,,,,1003,,,,,,,,
282,-1,-1.0,-1,-1.0,,0,1.0,0,,,,18.0,4.0,1019120|1015052,,,,,612,614#618#754|755|756#938#1253#1562|1563,,,,,,,,,,,,,,,,,skill_icon_0,,1041,,#2#2#2,#290|725#200|725#200|725,,,,,
283,-1,-1.0,-1,-1.0,,0,1.0,0,,,,18.0,4.0,1019125|1015053,,,,,612,614#618#754|755|756#938#1253#1562|1563,,,,,,,,,,,,,,,,,skill_icon_0,,1041.0,,#2#2#2,#290|725#200|725#200|725,,,,,
284,-1,-1.0,-1,-1.0,,0,1.0,0,,,,18.0,4.0,1019048|1015008,,,,,612,614#618#754|755|756#938#1253#1562|1563,,,,,,,,,,,,,,,,,skill_icon_0,,1041.0,,#2#2#2,#290|725#200|725#200|725,,,,,
285,-1,-1.0,-1,-1.0,,0,1.0,0,,,,14.0,,1019037|1013007,,,,,#665#692#771#960,644#668#691#772#962#1482|1483,,,,,,,,,,,,,,,,,skill_icon_0,,1048,,,,,,,,
286,-1,-1.0,-1,-1.0,,0,1.0,0,,,,14.0,,1019044|1013014,,,,,#665#692#771#960,644#668#691#772#962#1482|1483,,,,,,,,,,,,,,,,,skill_icon_0,,1048.0,,,,,,,,
287,-1,-1.0,-1,-1.0,,0,1.0,0,,,,14.0,,1019059|1013070,,,,,#665#692#771#960,644#668#691#772#962#1482|1483,,,,,,,,,,,,,,,,,skill_icon_0,,1048.0,,,,,,,,
288,-1,-1.0,-1,-1.0,,0,1.0,0,,,,18.0,3.0,1019016|1028122|1178002,,,,,685#688#791,684#689#789#991#1207,,,,,,,,,,,,,,,,,skill_icon_0,,1044,,,,,,,,
289,-1,-1.0,-1,-1.0,,0,1.0,0,,,,18.0,3.0,1019021|1028123|1178004,,,,,685#688#791,684#689#789#991#1207,,,,,,,,,,,,,,,,,skill_icon_0,,1044,,,,,,,,
290,-1,-1.0,-1,-1.0,,0,1.0,0,,,,18.0,3.0,1019028|1028124|1178005,,,,,685#688#791,684#689#789#991#1207,,,,,,,,,,,,,,,,,skill_icon_0,,1044,,,,,,,,
291,-1,-1.0,-1,-1.0,,0,1.0,0,,,,16.0,,1019121|1030126|1015057,,,,,,744|745|746,,,,,,,,,,,,,,,,,skill_icon_0,,,1,,,,,attack2,,
292,-1,-1.0,-1,-1.0,,0,1.0,0,,,,16.0,,1019121|1030126|1015057,,,,,,274,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,attack2,,
293,-1,-1.0,-1,-1.0,,0,1.0,0,,,,12.0,,1019031|1193001,,,,,,804,,,,,,,,,,,,,,,,,,,,,,,,,attack02,,
294,-1,-1.0,-1,-1.0,,0,1.0,0,,,,15.0,,1194001,,,,,,805|806,,,,,,,,,,,,,,,,,,,,,,,,,attack03,,
296,-1,-1.0,-1,-1.0,,0,1.0,0,,,,14.0,,1019052|1210001|1208004,,,,,##973###1384,844#896|897#968#1069#1082#1382,,1.0,,1211001,,,,,,,,,,,,,skill_icon_0,,1086#1090,,,,,,,,
297,-1,-1.0,-1,-1.0,,0,1.0,0,,,,14.0,,1019072|1210002|1208003,,,,,##973###1384,844#896|897#968#1069#1082#1382,,1.0,,1211002,,,,,,,,,,,,,skill_icon_0,,1086#1090,,,,,,,,
298,-1,-1.0,-1,-1.0,,0,1.0,0,,,,14.0,,1019091|1210003|1208005,,,,,##973###1384,844#896|897#968#1069#1082#1382,,1.0,,1211003,,,,,,,,,,,,,skill_icon_0,,1086#1090,,,,,,,,
299,-1,-1.0,-1,-1.0,,0,1.0,0,,,,15.0,,1019121|1185007|1034010,,,,,###1047#1426#1546,852#979#1004#1043#1425#1541,,,,,,,,,,,,,,,,,skill_icon_0,,1088,,,,,,,,
300,-1,-1.0,-1,-1.0,,0,1.0,0,,,,15.0,,1019037|1185005|1034011,,,,,###1047#1426#1546,852#979#1004#1043#1425#1541,,,,,,,,,,,,,,,,,skill_icon_0,,1088,,,,,,,,
301,-1,-1.0,-1,-1.0,,0,1.0,0,,,,15.0,,1019044|1185008|1034012,,,,,###1047#1426#1546,852#979#1004#1043#1425#1541,,,,,,,,,,,,,,,,,skill_icon_0,,1088,,,,,,,,
302,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,16.0,,1019141,,,,,,1019|1020#1038|1039#1073|1074|1075#1157#1326,,1.0,,1009174|1244001,,,,,,,,,,,,,skill_icon_0,,1096,,,,,,,,
303,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,16.0,,1019140,,,,,,1027|1020#1038|1039#1073|1074|1075#1157#1326,,1.0,,1009175|1244002,,,,,,,,,,,,,skill_icon_0,,1096,,,,,,,,
304,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,16.0,,1019143,,,,,,1027|1020#1038|1039#1073|1074|1075#1157#1326,,1.0,,1009176|1244003,,,,,,,,,,,,,skill_icon_0,,1096,,,,,,,,
305,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,16.0,,1019143,,,,,,1030|1020#1038|1039#1073|1074|1075#1157#1326,,1.0,,1009176|1244003,,,,,,,,,,,,,skill_icon_0,,1096,,,,,,,,
306,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,14.0,,1019121|1034015,,,,,,,,,,,,,,,,,,,,,1#1#1#0,,skill_icon_0,,1041###1075,,,,,,,,
307,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,18.0,1.0,1019065|1292001,,,,,##1271##1596,1086#1117#1272#1567#1591#1688,,,,,,,,,,,,,,,0#1##1##1,0#-100|0,skill_icon_0,,1105,,,,,,,,
308,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,18.0,1.0,1019099|1292001,,,,,##1271##1596,1104#1117#1272#1567#1591#1688,,,,,,,,,,,,,,,0#1##1##1,0#-100|0,skill_icon_0,,1105,,,,,,,,
309,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,18.0,1.0,1019105|1292001,,,,,##1271##1596,1104#1117#1272#1567#1591#1688,,,,,,,,,,,,,,,0#1##1##1,0#-100|0,skill_icon_0,,1105,,,,,,,,
310,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,18.0,1.0,1019105|1292001,,,,,##1271##1596,1107#1117#1272#1567#1591#1688,,,,,,,,,,,,,,,0#1##1##1,0#-100|0,skill_icon_0,,1105,,,,,,,,
311,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,18.0,2.0,1019121|1300001,,,,,1096#1111#1278#1379#1406,1097#1112#1279#1380#1407,,,,,,,,,,,,,,,,,skill_icon_0,,1103,,,,,,,,
312,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,18.0,2.0,1019121|1300002,,,,,1096#1111#1278#1379#1406,1097#1112#1279#1380#1407,,,,,,,,,,,,,,,,,skill_icon_0,,1103,,,,,,,,
313,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,18.0,2.0,1019121|1300003,,,,,1096#1111#1278#1379#1406,1097#1112#1279#1380#1407,,,,,,,,,,,,,,,,,skill_icon_0,,1103,,,,,,,,
314,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,18.0,2.0,1019121|1300003,,,,,1096#1111#1278#1379#1406,1097#1112#1279#1380#1407,,,,,,,,,,,,,,,,,skill_icon_0,,1103,,,,,,,,
315,-1,-1.0,-1.0,-1.0,,0,1.0,1,,,,63.0,1.0,1019121|1310001,,,,,1141#1289##1531,1140#1287#1358|1359#1528,,,,,,,,,,,,,,,,,skill_icon_0,,1109,,,,,,,,
316,-1,-1.0,-1.0,-1.0,,0,1.0,1,,,,63.0,1.0,1019121|1310002,,,,,1141#1289##1531,1140#1287#1358|1359#1528,,,,,,,,,,,,,,,,,skill_icon_0,,1109,,,,,,,,
317,-1,-1.0,-1.0,-1.0,,0,1.0,1,,,,63.0,1.0,1019121|1310003,,,,,1141#1289##1531,1140#1287#1358|1359#1528,,7.0,1.0,1311003,,,,,,,,,,,,,skill_icon_0,,1109,,,,,,,,
318,-1,-1.0,-1.0,-1.0,,0,1.0,1,,,,63.0,1.0,1019121|1310003,,,,,1141#1289##1531,1140#1287#1358|1359#1528,,7.0,1.0,1311003,,,,,,,,,,,,,skill_icon_0,,1109,,,,,,,,
319,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,17.0,,1019165|1017007,,,,,,408#621#808#1122,,,,,,,,,,,,,,,,,skill_icon_0,,1027,,,,,,,,
320,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,17.0,,1019166|1017007,,,,,,408#621#808#1122,,,,,,,,,,,,,,,,,skill_icon_0,,1027,,,,,,,,
321,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,17.0,,1019167|1017007,,,,,,408#621#808#1122,,,,,,,,,,,,,,,,,skill_icon_0,,1027,,,,,,,,
322,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,17.0,,1019168|1017007,,,,,,408#621#808#1122,,,,,,,,,,,,,,,,,skill_icon_0,,1027,,,,,,,,
323,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,17.0,,1019169|1017007,,,,,,408#621#808#1122,,,,,,,,,,,,,,,,,skill_icon_0,,1027,,,,,,,,
324,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,16.0,,1019175|1033015|1011074,,,,,582##759#922,581#577|578#760#920#1012,,,,,,,,,,,,,,,,,skill_icon_0,,1032,,,,,,,,
325,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,16.0,,1019176|1033016|1011074,,,,,582##759#922,581#577|578#760#920#1012,,,,,,,,,,,,,,,,,skill_icon_0,,1032,,,,,,,,
326,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,16.0,,1019177|1033017|1011074,,,,,582##759#922,581#577|578#760#920#1012,,,,,,,,,,,,,,,,,skill_icon_0,,1032,,,,,,,,
327,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,16.0,,1019178|1033018|1011074,,,,,582##759#922,581#577|578#760#920#1012,,,,,,,,,,,,,,,,,skill_icon_0,,1032,,,,,,,,
328,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,16.0,,1019179|1033019|1011074,,,,,582##759#922,581#577|578#760#920#1012,,,,,,,,,,,,,,,,,skill_icon_0,,1032,,,,,,,,
329,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,16.0,,1019225,,,,,,1030|1020#1038|1039#1073|1074|1075#1157#1326,,1.0,,1009176|1244003,,,,,,,,,,,,,skill_icon_0,,1096,,,,,,,,
330,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,16.0,,1019226,,,,,,1030|1020#1038|1039#1073|1074|1075#1157#1326,,1.0,,1009176|1244003,,,,,,,,,,,,,skill_icon_0,,1096,,,,,,,,
331,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,16.0,,1019227,,,,,,1030|1020#1038|1039#1073|1074|1075#1157#1326,,1.0,,1009176|1244003,,,,,,,,,,,,,skill_icon_0,,1096,,,,,,,,
332,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,16.0,,1019228,,,,,,1030|1020#1038|1039#1073|1074|1075#1157#1326,,1.0,,1009176|1244003,,,,,,,,,,,,,skill_icon_0,,1096,,,,,,,,
333,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,16.0,,1019229,,,,,,1030|1020#1038|1039#1073|1074|1075#1157#1326,,1.0,,1009186|1244003,,,,,,,,,,,,,skill_icon_0,,1096,,,,,,,,
334,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,17.0,,1019235|1030028,,,,,##623#751#1134,444#458#624#750#1132#1160,,7.0,2.0,1023004,,,,,,,,,,,,,skill_icon_0,,1001,,,,,,,,
335,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,17.0,,1019236|1030028,,,,,##623#751#1134,444#458#624#750#1132#1160,,7.0,2.0,1023004,,,,,,,,,,,,,skill_icon_0,,1001,,,,,,,,
336,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,17.0,,1019237|1030028,,,,,##623#751#1134,444#458#624#750#1132#1160,,7.0,2.0,1023004,,,,,,,,,,,,,skill_icon_0,,1001,,,,,,,,
337,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,17.0,,1019238|1030028,,,,,##623#751#1134,444#458#624#750#1132#1160,,7.0,2.0,1023004,,,,,,,,,,,,,skill_icon_0,,1001,,,,,,,,
338,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,17.0,,1019239|1030028,,,,,##623#751#1134,444#458#624#750#1132#1160,,7.0,2.0,1023039,,,,,,,,,,,,,skill_icon_0,,1001,,,,,,,,
339,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,18.0,4.0,1019245|1015008,,,,,612,614#618#754|755|756#938#1253#1562|1563,,,,,,,,,,,,,,,,,skill_icon_0,,1041,,#2#2#2,#290|725#200|725#200|725,,,,,
340,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,18.0,4.0,1019246|1015008,,,,,612,614#618#754|755|756#938#1253#1562|1563,,,,,,,,,,,,,,,,,skill_icon_0,,1041,,#2#2#2,#290|725#200|725#200|725,,,,,
341,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,18.0,4.0,1019247|1015008,,,,,612,614#618#754|755|756#938#1253#1562|1563,,,,,,,,,,,,,,,,,skill_icon_0,,1041,,#2#2#2,#290|725#200|725#200|725,,,,,
342,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,18.0,4.0,1019248|1015008,,,,,612,614#618#754|755|756#938#1253#1562|1563,,,,,,,,,,,,,,,,,skill_icon_0,,1041,,#2#2#2,#290|725#200|725#200|725,,,,,
343,-1.0,-1.0,-1,-1.0,,0,1.0,0,,,,18.0,4.0,1019249|1015010,,,,,612,614#618#754|755|756#938#1253#1562|1563,,,,,,,,,,,,,,,,,skill_icon_0,,1041,,#2#2#2,#290|725#200|725#200|725,,,,,
344,-1,-1.0,-1.0,-1.0,,0,1.0,0,,,,18.0,2.0,1019261|1043005,,,1.0,,#571#723#1080,518#572#724#1078,,,,,,,,,,,,,,,,,skill_icon_0,,1032,,,,,,,,
345,-1,-1.0,-1.0,-1.0,,0,1.0,0,,,,18.0,2.0,1019262|1043005,,,1.0,,#571#723#1080,518#572#724#1078,,,,,,,,,,,,,,,,,skill_icon_0,,1032,,,,,,,,
346,-1,-1.0,-1.0,-1.0,,0,1.0,0,,,,18.0,2.0,1019263|1043005,,,1.0,,#571#723#1080,518#572#724#1078,,,,,,,,,,,,,,,,,skill_icon_0,,1032,,,,,,,,
347,-1,-1.0,-1.0,-1.0,,0,1.0,0,,,,18.0,2.0,1019264|1043005,,,1.0,,#571#723#1080,518#572#724#1078,,,,,,,,,,,,,,,,,skill_icon_0,,1032,,,,,,,,
348,-1,-1.0,-1.0,-1.0,,0,1.0,0,,,,18.0,2.0,1019265|1043005,,,1.0,,#571#723#1080,518#572#724#1078,,,,,,,,,,,,,,,,,skill_icon_0,,1032,,,,,,,,
349,-1,-1.0,-1.0,-1.0,,0,1.0,0,,,,18.0,3.0,1019271|1028124|1178005,,,,,685#688#791,684#689#789#991#1207,,,,,,,,,,,,,,,,,skill_icon_0,,1044,,,,,,,,
350,-1,-1.0,-1.0,-1.0,,0,1.0,0,,,,18.0,3.0,1019272|1028124|1178005,,,,,685#688#791,684#689#789#991#1207,,,,,,,,,,,,,,,,,skill_icon_0,,1044,,,,,,,,
351,-1,-1.0,-1.0,-1.0,,0,1.0,0,,,,18.0,3.0,1019273|1028124|1178005,,,,,685#688#791,684#689#789#991#1207,,,,,,,,,,,,,,,,,skill_icon_0,,1044,,,,,,,,
352,-1,-1.0,-1.0,-1.0,,0,1.0,0,,,,18.0,3.0,1019274|1028124|1178005,,,,,685#688#791,684#689#789#991#1207,,,,,,,,,,,,,,,,,skill_icon_0,,1044,,,,,,,,
353,-1,-1.0,-1.0,-1.0,,0,1.0,0,,,,18.0,3.0,1019275|1028270|1178005,,,,,685#688#791,684#689#789#991#1207,,,,,,,,,,,,,,,,,skill_icon_0,,1044,,,,,,,,
354,-1,-1.0,-1.0,-1.0,,0,1.0,0,,,,12.0,,1019291,,,,,941#1035#,909#1033#1228,,,,,,,,,,,,,,,,,skill_icon_0,,1092,,,,,,,,
355,-1,-1.0,-1.0,-1.0,,0,1.0,0,,,,12.0,,1019292,,,,,941#1035#,909#1033#1228,,,,,,,,,,,,,,,,,skill_icon_0,,1092,,,,,,,,
356,-1,-1.0,-1.0,-1.0,,0,1.0,0,,,,12.0,,1019293,,,,,941#1035#,909#1033#1228,,,,,,,,,,,,,,,,,skill_icon_0,,1092,,,,,,,,
357,-1,-1.0,-1.0,-1.0,,0,1.0,0,,,,12.0,,1019294,,,,,941#1035#,909#1033#1228,,,,,,,,,,,,,,,,,skill_icon_0,,1092,,,,,,,,
358,-1,-1.0,-1.0,-1.0,,0,1.0,0,,,,12.0,,1019295,,,,,941#1035#,909#1033#1228,,,,,,,,,,,,,,,,,skill_icon_0,,1092,,,,,,,,
359,-1,-1.0,-1.0,-1.0,,0,1.0,0,,,,20.0,1.0,1019321|1013017,,,1.0,,243#505,245#504#529#989,,,,,,,,,,,,,,,,,skill_icon_0,,1019#1006,,,,,,,,
360,-1,-1.0,-1.0,-1.0,,0,1.0,0,,,,20.0,1.0,1019322|1013017,,,1.0,,243#505,245#504#529#989,,,,,,,,,,,,,,,,,skill_icon_0,,1019#1006,,,,,,,,
361,-1,-1.0,-1.0,-1.0,,0,1.0,0,,,,20.0,1.0,1019323|1013017,,,1.0,,243#505,245#504#529#989,,,,,,,,,,,,,,,,,skill_icon_0,,1019#1006,,,,,,,,
362,-1,-1.0,-1.0,-1.0,,0,1.0,0,,,,20.0,1.0,1019324|1013017,,,1.0,,243#505,245#504#529#989,,,,,,,,,,,,,,,,,skill_icon_0,,1019#1006,,,,,,,,
363,-1,-1.0,-1.0,-1.0,,0,1.0,0,,,,20.0,1.0,1019325|1013088,,,1.0,,243#505,245#504#529#989,,,,,,,,,,,,,,,,,skill_icon_0,,1019#1006,,,,,,,,
