id,desc,answer_desc,result_desc
29,園藝社的學妹們想在校園裡的一處荒地種植一些植物，前來問問你的建議。,建議種植蒲公英。|建議種植鹿玲花。,園藝社的學妹們聽從了你的建議，并送給了你一株很大的蒲公英的標本。|園藝社的學妹們聽從了你的建議，然後你就被她們拉著一起去幹活了，據說是某位怪力學姐的要求。
30,學生會想要擴招成員，會長諸葛亮把這件事交給你負責了。,用校園廣播發佈招募訊息。|讓新聞社將此事作為明日頭條。,一位揮著巨大武器的灰色「野獸」前來應聘，你去食堂買了三隻火雞送給她，才將這位只想打架的不速之客打發走。|加百列最近總是在練習新的曲子，把這件事忘記了。你等了一上午也沒有誰來應聘，去福利社買了一份麵包當做午飯，用麵包很好吃來安慰自己。
31,咖啡廳最近使用了一批新的咖啡研磨機，但這些機器店員們用得很不順手。,邀請許褚來修理機器。|邀請趙雲來修理機器。,許褚發現研磨機很容易卡住，便用力研磨了兩小時。估計是機器內部造成卡頓的部份被怪力蘿莉磨平了，研磨機都被許褚修好了。|趙雲人氣很高，咖啡廳的店員和顧客們都搶著和她搭話，沒人在意咖啡是否好喝，自然也沒人在意研磨機是否被修好了。
32,隱蹤學院舉辦了一場比賽，要選出誰是學院中最沒有存在感的學員。,投郭嘉一票。|投司馬懿一票。,郭嘉並非隱蹤學院的學員，所以你投的這一票無效。|因為獲勝條件是得票數最少，所以司馬懿輸掉了。你很不好意思，便送了她一杯邪能果汁，她身旁的眼球多看了你幾眼。
33,你的錢包丟了，錢包裡還有限量的張飛食堂餐券，你想把它找回來。,找找臥室的床底下。|找找教室的課桌抽屜。,沒有找到錢包，但找到了幾枚硬幣。把硬幣拿去抽取扭蛋，結果抽到了新獎品。|教室的抽屜空空如也，但你在教室門口遇到了正在搬運食材的張飛，幫助她搬完了東西，獲得了一張餐券作為謝禮。
34,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
35,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
36,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
37,張郃和曹操在比拼誰先抽到扭蛋機的新獎品，結果抽了半天誰也沒抽到。,,
38,你在路上偶遇了諸葛亮，便邀請她來和你一起找丟失的物品。但諸葛亮好像還有更重要的事情要做，只是簡單地給了你一個提示後就走掉了。,,
39,你想弄清冰和雪的區別，便去詢問鄧艾，結果鄧艾在向你演示的時候不小心把你給凍住了。,,
40,大喬最近在練習一種她並不精通的樂器，你本來想和她一同練習，但在聽了兩天的噪聲後放棄了。,,
41,宿舍門外傳來一陣急促的敲門聲，你從睡夢中被吵醒。,開門看看是誰在敲門。|用被子蒙住耳朵繼續睡覺。,你打開門發現門口空無一人，低頭看時才發現原來是黃月英的巴魯。你去將巴魯送還給了黃月英，她十分感激，給了你一盒藍色的餅乾。|你睡不著覺，失眠了。去醫務室找華佗，被塞了一盒藍色的餅乾，據說可以治療失眠。
42,巴尼拉邀請你去烏布羅斯大圖書館玩。你發現有一處書架上積滿了灰塵。,找清潔工具清掃灰塵。|先看看這書架上都是些什麽書。,在找工具的路上迷路了，誤入一間有禁制的房間，受到了未知的詛咒，連著咳嗽了3天詛咒才消除。|翻開書本時吸入了很多灰塵，受到了未知的詛咒，連著咳嗽了3天詛咒才消除。
43,幽夢運動會上你所在的學院有一名運動員缺席了，需要你臨時參加一個項目。,參加短跑項目。|參加排球項目。,踩到了跑道上的一戳狐狸毛，扭到了腳，沒能完成比賽。|被銀月的扣殺打到了頭，昏迷了很久才醒來，沒能完成比賽。
44,劉表邀請你和她玩遊戲，你正好有空，就答應了。,玩「21點」。|下圍棋。,劉表的手是濕的，撲克牌用了一次就沒法再次使用了。|你們對規則都不是很熟悉，下了很久才下完一局。本來約定下次再一起下棋，但木質的棋盤放在劉表的水泡中沾了水，沒過幾天就發黴了。
45,和大家一起玩捉迷藏，你需要選擇一個藏身地點。,選擇教學樓樓頂。|選擇宿舍樓旁邊的草叢。,雖然沒有被找到，但你超出了遊戲區域，被判輸掉了遊戲，請獲勝者們吃了一頓大餐。|雖然沒有被找到，但你從草叢中出來時撞見了正在巡查的織田信長，被當做變態，要求寫一份檢討。
46,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
47,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
48,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
49,你從以掃那收到了一份禮物，正當你很開心地想拆開看看時，以掃補充了一句話，希望你把這份禮物轉交給她妹妹雅各，千萬不要偷偷拆開。,,
50,張飛邀請你去試吃她製作的新菜品，結果你剛吃完一口就暈倒了。醒來後你才知道，原來那道新菜品是專門為少數經常失眠的學妹研發的。,,
51,你在路上偶遇了諸葛亮，便邀請她來和你一起找丟失的物品。但諸葛亮好像還有更重要的事情要做，只是簡單地給了你一個提示後就走掉了。,,
52,你發現扭蛋機增加了新的獎品，但自己已經沒有多餘的資源去抽取扭蛋了。想到這裡，你更加努力地繼續了手裡的工作。,,
53,你發現圖書館的書桌上放了一本翻開的書，應該是誰沒有讀完就留在了這裡。,把這本書交給曹植。|把這本書交給巴尼拉。,這本書並不是曹植留在圖書館的，不過她還是很高興你能第一時間想到她。|巴尼拉很開心，因為這本書正是她還沒看完的童話書，她正在努力回想自己把書放在哪去了呢~
54,你看到路邊的空地上有一塊藍色的骨頭餅乾，周圍一個人也沒有。,撿起餅乾迅速吃掉。|無視餅乾繼續前行。,一隻尾巴很大的貓從一旁的草叢中衝出來抓了你一爪，似乎是因為你搶走了牠的食物。|你剛走出幾步，回頭看時便發現那塊餅乾已經消失不見了。
55,幽夢運動會上你所在的學院有一名運動員缺席了，需要你臨時參加一個項目。,參加短跑項目。|參加排球項目。,踩到了跑道上的一戳狐狸毛，扭到了腳，沒能完成比賽。|被銀月的扣殺打到了頭，昏迷了很久才醒來，沒能完成比賽。
56,劉表邀請你和她玩遊戲，你正好有空，就答應了。,玩「21點」。|下圍棋。,劉表的手是濕的，撲克牌用了一次就沒法再次使用了。|你們對規則都不是很熟悉，下了很久才下完一局。本來約定下次再一起下棋，但木質的棋盤放在劉表的水泡中沾了水，沒過幾天就發黴了。
57,和大家一起玩捉迷藏，你需要選擇一個藏身地點。,選擇教學樓樓頂。|選擇宿舍樓旁邊的草叢。,雖然沒有被找到，但你超出了遊戲區域，被判輸掉了遊戲，請獲勝者們吃了一頓大餐。|雖然沒有被找到，但你從草叢中出來時撞見了正在巡查的織田信長，被當做變態，要求寫一份檢討。
58,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
59,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
60,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
61,貂蟬得知她的學生們在最近的一次考試中都及格了，很是高興，正巧看到了從教室門口路過的你，便送了你一份禮物。,,
62,張郃和曹操在比拼誰先抽到扭蛋機的新獎品，結果抽了半天誰也沒抽到。,,
63,你從以掃那收到了一份禮物，正當你很開心地想拆開看看時，以掃補充了一句話，希望你把這份禮物轉交給她妹妹雅各，千萬不要偷偷拆開。,,
64,張飛邀請你去試吃她製作的新菜品，結果你剛吃完一口就暈倒了。醒來後你才知道，原來那道新菜品是專門為少數經常失眠的學妹研發的。,,
65,你在浴場中沐浴完畢，發現浴場的吹風機已經壞掉，沒法吹乾頭髮了。,濕著頭回宿舍。|坐在浴場門口等頭髮自己乾。,剛一出浴場，便迎面遇到了荀彧，連忙向她借了吹風機，吹乾了頭髮。|你坐在浴場門口睡著了，濕著頭髮吹了很久的冷風，導致病得不輕。
66,校園裡的櫻花開了，清風陣陣，很多花瓣散落在地上。,將地上的花瓣全部清掃乾淨。|靜靜地欣賞此番校園美景。,剛清掃了一半，一陣狂風吹過，被你清掃在一起的花瓣又變得到處都是了。|你忘我地在櫻花樹下站了很久，結果錯過了一份很重要的打工。
67,新一屆的幽夢騎乘大賽向觀眾們開放了接近賽道近距離觀賽的許可。,前往賽程終點觀賽。|前往事故高發路段觀賽。,發現自己中途走錯了路，到了一處人煙稀少的地方，在路邊的石頭上發現了一個太極印記。|站在靠近賽道的地方近距離欣賞夏侯惇和她對手的較量，差點被坐騎對抗時飛濺出的石子打中，嚇出了一身冷汗。
68,受到茶道社的邀請，前去茶道社的社團活動室品茶。,喝一杯紅茶。|喝一杯綠茶。,你一飲而盡，喝完發現自己頭腦發昏，失去意識前你最後一眼看到的是一個手中托著水晶的白色身影。醒來時你發現自己已經回到了宿舍的床上，床頭還有一份包裹，寫著「謝謝試藥」。|魏延在你剛準備喝的時候不知從哪冒出來，把杯子搶走了。作為替代她給了你一杯紅茶。
69,在信箱中收到了一份調查問卷，上面只有一個問題：你喜歡下面哪張牌？,紅桃A。|黑桃K。,你發現信箱中還有一個被調查問卷蓋住的禮物盒，盒子中有一隻帶著皇冠的小熊玩偶。|第二天，你在信箱中發現了一顆插有黑色羽毛的紅蘋果。
70,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
71,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
72,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
73,你在路上偶遇了諸葛亮，便邀請她來和你一起找丟失的物品。但諸葛亮好像還有更重要的事情要做，只是簡單地給了你一個提示後就走掉了。,,
74,你發現扭蛋機增加了新的獎品，但自己已經沒有多餘的資源去抽取扭蛋了。想到這裡，你更加努力地繼續了手裡的工作。,,
75,你想弄清冰和雪的區別，便去詢問鄧艾，結果鄧艾在向你演示的時候不小心把你給凍住了。,,
76,大喬最近在練習一種她並不精通的樂器，你本來想和她一同練習，但在聽了兩天的噪聲後放棄了。,,
77,商店街人來人往十分擁擠，你走在人群中，看到一對白色羽翅迎面而來。,伸出手摸一摸羽毛。|側身向一旁避讓。,羽翅的主人受到了驚嚇，好像下意識地動用了能力，你的手被燙傷了。|龐統已經迷路好一會了，看見你很開心，便纏著你讓你將她帶去心儀的店鋪。作為報酬，她送了你一根羽毛。
78,一場宴會上，有人提議把燈關掉，在黑暗中玩組隊搶椅子的遊戲。,加入銀月的隊伍。|加入魏延的隊伍。,大家都說銀月有特殊能力，參加這種比賽對其他人不公平，於是銀月退出了比賽，你們剩下的人最後只獲得了參與獎。|魏延在黑暗中慌亂地揮舞機械臂，把一把道具椅子砸壞了，一隊強敵因為沒有椅子可以搶而被淘汰。最終你所在的隊伍取得了好成績，但豐厚的獎品被主辦者扣除了一大半，用於椅子的修復。
79,咖啡廳最近使用了一批新的咖啡研磨機，但這些機器店員們用得很不順手。,邀請許褚來修理機器。|邀請趙雲來修理機器。,許褚發現研磨機很容易卡住，便用力研磨了兩小時。估計是機器內部造成卡頓的部份被怪力蘿莉磨平了，研磨機都被許褚修好了。|趙雲人氣很高，咖啡廳的店員和顧客們都搶著和她搭話，沒人在意咖啡是否好喝，自然也沒人在意研磨機是否被修好了。
80,隱蹤學院舉辦了一場比賽，要選出誰是學院中最沒有存在感的學員。,投郭嘉一票。|投司馬懿一票。,郭嘉並非隱蹤學院的學員，所以你投的這一票無效。|因為獲勝條件是得票數最少，所以司馬懿輸掉了。你很不好意思，便送了她一杯邪能果汁，她身旁的眼球多看了你幾眼。
81,幽夢運動會上你所在的學院有一名運動員缺席了，需要你臨時參加一個項目。,參加短跑項目。|參加排球項目。,踩到了跑道上的一戳狐狸毛，扭到了腳，沒能完成比賽。|被銀月的扣殺打到了頭，昏迷了很久才醒來，沒能完成比賽。
82,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
83,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
84,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
85,張郃和曹操在比拼誰先抽到扭蛋機的新獎品，結果抽了半天誰也沒抽到。,,
86,你從以掃那收到了一份禮物，正當你很開心地想拆開看看時，以掃補充了一句話，希望你把這份禮物轉交給她妹妹雅各，千萬不要偷偷拆開。,,
87,張飛邀請你去試吃她製作的新菜品，結果你剛吃完一口就暈倒了。醒來後你才知道，原來那道新菜品是專門為少數經常失眠的學妹研發的。,,
88,你在路上偶遇了諸葛亮，便邀請她來和你一起找丟失的物品。但諸葛亮好像還有更重要的事情要做，只是簡單地給了你一個提示後就走掉了。,,
89,商店街人來人往十分擁擠，你走在人群中，看到一對白色羽翅迎面而來。,伸出手摸一摸羽毛。|側身向一旁避讓。,羽翅的主人受到了驚嚇，好像下意識地動用了能力，你的手被燙傷了。|龐統已經迷路好一會了，看見你很開心，便纏著你讓你將她帶去心儀的店鋪。作為報酬，她送了你一根羽毛。
90,一場宴會上，有人提議把燈關掉，在黑暗中玩組隊搶椅子的遊戲。,加入銀月的隊伍。|加入魏延的隊伍。,大家都說銀月有特殊能力，參加這種比賽對其他人不公平，於是銀月退出了比賽，你們剩下的人最後只獲得了參與獎。|魏延在黑暗中慌亂地揮舞機械臂，把一把道具椅子砸壞了，一隊強敵因為沒有椅子可以搶而被淘汰。最終你所在的隊伍取得了好成績，但豐厚的獎品被主辦者扣除了一大半，用於椅子的修復。
91,你心血來潮想買一份報紙來瞭解一下最近學園裡都發生了些什麽事情。,購買「幽夢新聞報」|購買「絕密100%」,無論是上次幽夢運動會的賽後採訪，還是新聞社針對神威學園銀月的獨家專訪，內容都過於正式且無聊，你發現你最喜歡的版塊還是報紙中縫的「每日笑話三則」。|報紙的內容盡是一些人人皆知的老套傳聞，你只看了一眼標題就不再細看了，跑去圖書館找曹植聊天去，度過了愉快的一天。
92,幽夢運動會上你所在的學院有一名運動員缺席了，需要你臨時參加一個項目。,參加短跑項目。|參加排球項目。,踩到了跑道上的一戳狐狸毛，扭到了腳，沒能完成比賽。|被銀月的扣殺打到了頭，昏迷了很久才醒來，沒能完成比賽。
93,劉表邀請你和她玩遊戲，你正好有空，就答應了。,玩「21點」。|下圍棋。,劉表的手是濕的，撲克牌用了一次就沒法再次使用了。|你們對規則都不是很熟悉，下了很久才下完一局。本來約定下次再一起下棋，但木質的棋盤放在劉表的水泡中沾了水，沒過幾天就發黴了。
94,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
95,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
96,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
97,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
98,張飛邀請你去試吃她製作的新菜品，結果你剛吃完一口就暈倒了。醒來後你才知道，原來那道新菜品是專門為少數經常失眠的學妹研發的。,,
99,你在路上偶遇了諸葛亮，便邀請她來和你一起找丟失的物品。但諸葛亮好像還有更重要的事情要做，只是簡單地給了你一個提示後就走掉了。,,
100,你發現扭蛋機增加了新的獎品，但自己已經沒有多餘的資源去抽取扭蛋了。想到這裡，你更加努力地繼續了手裡的工作。,,
101,你想弄清冰和雪的區別，便去詢問鄧艾，結果鄧艾在向你演示的時候不小心把你給凍住了。,,
102,商店街人來人往十分擁擠，你走在人群中，看到一對白色羽翅迎面而來。,伸出手摸一摸羽毛。|側身向一旁避讓。,羽翅的主人受到了驚嚇，好像下意識地動用了能力，你的手被燙傷了。|龐統已經迷路好一會了，看見你很開心，便纏著你讓你將她帶去心儀的店鋪。作為報酬，她送了你一根羽毛。
103,一場宴會上，有人提議把燈關掉，在黑暗中玩組隊搶椅子的遊戲。,加入銀月的隊伍。|加入魏延的隊伍。,大家都說銀月有特殊能力，參加這種比賽對其他人不公平，於是銀月退出了比賽，你們剩下的人最後只獲得了參與獎。|魏延在黑暗中慌亂地揮舞機械臂，把一把道具椅子砸壞了，一隊強敵因為沒有椅子可以搶而被淘汰。最終你所在的隊伍取得了好成績，但豐厚的獎品被主辦者扣除了一大半，用於椅子的修復。
104,學生會想要擴招成員，會長諸葛亮把這件事交給你負責了。,用校園廣播發佈招募訊息。|讓新聞社將此事作為明日頭條。,一位揮著巨大武器的灰色「野獸」前來應聘，你去食堂買了三隻火雞送給她，才將這位只想打架的不速之客打發走。|加百列最近總是在練習新的曲子，把這件事忘記了。你等了一上午也沒有誰來應聘，去福利社買了一份麵包當做午飯，用麵包很好吃來安慰自己。
105,咖啡廳最近使用了一批新的咖啡研磨機，但這些機器店員們用得很不順手。,邀請許褚來修理機器。|邀請趙雲來修理機器。,許褚發現研磨機很容易卡住，便用力研磨了兩小時。估計是機器內部造成卡頓的部份被怪力蘿莉磨平了，研磨機都被許褚修好了。|趙雲人氣很高，咖啡廳的店員和顧客們都搶著和她搭話，沒人在意咖啡是否好喝，自然也沒人在意研磨機是否被修好了。
106,宿舍門外傳來一陣急促的敲門聲，你從睡夢中被吵醒。,開門看看是誰在敲門。|用被子蒙住耳朵繼續睡覺。,你打開門發現門口空無一人，低頭看時才發現原來是黃月英的巴魯。你去將巴魯送還給了黃月英，她十分感激，給了你一盒藍色的餅乾。|你睡不著覺，失眠了。去醫務室找華佗，被塞了一盒藍色的餅乾，據說可以治療失眠。
107,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
108,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
109,你的探索小隊遇到了一群神秘的敵人，是否迎戰？（戰鬥失敗會增加探索時間，避戰則無任何獎懲）,,你率領探索小隊的成員戰勝了敵人！|雖然沒能戰勝敵人，但你們安全的撤離了。
