id,event_name,desc
56,每日事件·回溯|每日事件·祝福,地圖格「城堡60」的挑戰已重置進度|戰鬥挑戰中，己方曇華學院戰姬的攻擊增加18%
57,每日事件·回溯|每日事件·祝福,地圖格「小鎮04」的挑戰已重置進度|戰鬥挑戰中，己方曇華學院戰姬的攻擊增加18%
58,每日事件·回溯|每日事件·祝福,地圖格「湖泊40」的挑戰已重置進度|戰鬥挑戰中，己方曇華學院戰姬的攻擊增加18%
59,每日事件·回溯|每日事件·祝福,地圖格「宅邸16」的挑戰已重置進度|戰鬥挑戰中，己方曇華學院戰姬的攻擊增加18%
60,每日事件·祝福,戰鬥挑戰中，己方神威學院戰姬的攻擊增加18%
61,每日事件·回溯|每日事件·祝福,地圖格「森林32」的挑戰已重置進度|戰鬥挑戰中，己方隱蹤學院戰姬的攻擊增加18%
62,每日事件·回溯|每日事件·祝福,地圖格「城堡39」的挑戰已重置進度|戰鬥挑戰中，己方隱蹤學院戰姬的攻擊增加18%
63,每日事件·回溯|每日事件·祝福,地圖格「小鎮08」的挑戰已重置進度|戰鬥挑戰中，己方隱蹤學院戰姬的攻擊增加18%
64,每日事件·回溯|每日事件·祝福,地圖格「湖泊30」的挑戰已重置進度|戰鬥挑戰中，己方隱蹤學院戰姬的攻擊增加18%
65,每日事件·回溯|每日事件·祝福,地圖格「宅邸29」的挑戰已重置進度|戰鬥挑戰中，己方隱蹤學院戰姬的攻擊增加18%
66,每日事件·祝福,戰鬥挑戰中，己方風見學院戰姬的攻擊增加18%
67,每日事件·回溯|每日事件·祝福,地圖格「森林12」的挑戰已重置進度|戰鬥挑戰中，己方神威學院戰姬的攻擊增加18%
68,每日事件·回溯|每日事件·祝福,地圖格「城堡09」的挑戰已重置進度|戰鬥挑戰中，己方神威學院戰姬的攻擊增加18%
69,每日事件·回溯|每日事件·祝福,地圖格「小鎮31」的挑戰已重置進度|戰鬥挑戰中，己方神威學院戰姬的攻擊增加18%
70,每日事件·回溯|每日事件·祝福,地圖格「湖泊46」的挑戰已重置進度|戰鬥挑戰中，己方神威學院戰姬的攻擊增加18%
71,每日事件·回溯|每日事件·祝福,地圖格「宅邸13」的挑戰已重置進度|戰鬥挑戰中，己方神威學院戰姬的攻擊增加18%
72,每日事件·祝福|每日事件·躍遷,戰鬥挑戰中，己方曇華學院戰姬的攻擊增加18%|地圖格「漩渦47」的挑戰已自動完成
73,每日事件·回溯|每日事件·祝福,地圖格「森林24」的挑戰已重置進度|戰鬥挑戰中，己方風見學院戰姬的攻擊增加18%
74,每日事件·回溯|每日事件·祝福,地圖格「城堡22」的挑戰已重置進度|戰鬥挑戰中，己方風見學院戰姬的攻擊增加18%
75,每日事件·回溯|每日事件·祝福,地圖格「小鎮18」的挑戰已重置進度|戰鬥挑戰中，己方風見學院戰姬的攻擊增加18%
76,每日事件·回溯|每日事件·祝福,地圖格「湖泊52」的挑戰已重置進度|戰鬥挑戰中，己方風見學院戰姬的攻擊增加18%
77,每日事件·回溯|每日事件·祝福,地圖格「宅邸25」的挑戰已重置進度|戰鬥挑戰中，己方風見學院戰姬的攻擊增加18%
78,每日事件·祝福,戰鬥挑戰中，己方戰姬的攻擊增加18%
79,每日事件·回溯|每日事件·祝福,地圖格「森林16」的挑戰已重置進度|戰鬥挑戰中，己方曇華學院戰姬的攻擊增加18%
80,每日事件·回溯|每日事件·祝福,地圖格「城堡15」的挑戰已重置進度|戰鬥挑戰中，己方曇華學院戰姬的攻擊增加18%
81,每日事件·回溯|每日事件·祝福,地圖格「小鎮25」的挑戰已重置進度|戰鬥挑戰中，己方曇華學院戰姬的攻擊增加18%
82,每日事件·回溯|每日事件·祝福,地圖格「湖泊42」的挑戰已重置進度|戰鬥挑戰中，己方曇華學院戰姬的攻擊增加18%
83,每日事件·回溯|每日事件·祝福,地圖格「宅邸44」的挑戰已重置進度|戰鬥挑戰中，己方曇華學院戰姬的攻擊增加18%
84,每日事件·祝福,戰鬥挑戰中，己方戰姬的攻擊增加18%
