id,name,skill_name,ex_skill_desc
751002024,德古拉,破綻,攻擊加成提升為{1}，生命加成提升為{2}。
751002025,德古拉,破綻,攻擊加成提升為{1}，生命加成提升為{2}。
751002031,德古拉,致命一擊,攻擊傷害提升為{1}。
751002032,德古拉,致命一擊,攻擊傷害提升為{1}。
751002033,德古拉,致命一擊,攻擊傷害提升為{1}。
751002034,德古拉,致命一擊,攻擊傷害提升為{1}。
751002035,德古拉,致命一擊,攻擊傷害提升為{1}，減少目標護甲效果提升為{2}。
751002041,德古拉,致命破甲,恢復效果提升為{1}。
751002042,德古拉,致命破甲,恢復效果提升為{1}。
751002043,德古拉,致命破甲,恢復效果提升為{1}。
751002044,德古拉,致命破甲,恢復效果提升為{1}。
751002045,德古拉,致命破甲,破甲加成提升為{1}，暴擊加成提升為{2}，恢復效果提升為{3}。
751003011,孟獲,巨象之力,攻擊傷害提升為{1}，[c][01a310]流血[-][/c]傷害提升為{2}。
751003012,孟獲,巨象之力,攻擊傷害提升為{1}，[c][01a310]流血[-][/c]傷害提升為{2}。
751003013,孟獲,巨象之力,攻擊傷害提升為{1}，[c][01a310]流血[-][/c]傷害提升為{2}。
751003014,孟獲,巨象之力,攻擊傷害提升為{1}，造成[c][01a310]流血[-][/c]的機率提升為{2}，[c][01a310]流血[-][/c]傷害提升為{3}。
751003015,孟獲,巨象之力,攻擊傷害提升為{1}，造成[c][01a310]流血[-][/c]的機率提升為{2}，[c][01a310]流血[-][/c]傷害提升為{3}。
751003021,孟獲,野性意志,生命加成提升為{1}。
751003022,孟獲,野性意志,生命加成提升為{1}，破甲加成提升為{2}。
751003023,孟獲,野性意志,生命加成提升為{1}，破甲加成提升為{2}。
751003024,孟獲,野性意志,生命加成提升為{1}，破甲加成提升為{2}。
751003025,孟獲,野性意志,生命加成提升為{1}，破甲加成提升為{2}。
751003031,孟獲,原始力量,破甲加成提升為{1}。
751003032,孟獲,原始力量,破甲加成提升為{1}，暴擊加成提升為{2}。
751003033,孟獲,原始力量,破甲加成提升為{1}，暴擊加成提升為{2}。
751003034,孟獲,原始力量,破甲加成提升為{1}，暴擊加成提升為{2}。
751003035,孟獲,原始力量,破甲加成提升為{1}，暴擊加成提升為{2}。
751003041,孟獲,嗜血強攻,攻擊加成提升為{1}。
751003042,孟獲,嗜血強攻,攻擊加成提升為{1}。
751003043,孟獲,嗜血強攻,攻擊加成提升為{1}。
751003044,孟獲,嗜血強攻,攻擊加成提升為{1}。
751003045,孟獲,嗜血強攻,攻擊加成提升為{1}，暴擊加成提升為{2}。
751004011,甘夫人,火狐爆炸,攻擊傷害提升為{1}。
751004012,甘夫人,火狐爆炸,攻擊傷害提升為{1}。
751004013,甘夫人,火狐爆炸,攻擊傷害提升為{1}。
751004014,甘夫人,火狐爆炸,攻擊傷害提升為{1}。
751004015,甘夫人,火狐爆炸,攻擊傷害提升為{1}，攻擊加成提升為{2}。
751004021,甘夫人,冷血,暴擊加成提升為{1}。
751004022,甘夫人,冷血,暴擊加成提升為{1}，攻擊加成提升為{2}。
751004023,甘夫人,冷血,暴擊加成提升為{1}，攻擊加成提升為{2}，免控率加成提升為{3}。
751004024,甘夫人,冷血,暴擊加成提升為{1}，攻擊加成提升為{2}，免控率加成提升為{3}。
751004025,甘夫人,冷血,暴擊加成提升為{1}，攻擊加成提升為{2}，免控率加成提升為{3}。
751004031,甘夫人,花噬,生命加成提升為{1}。
751004032,甘夫人,花噬,生命加成提升為{1}，攻擊加成提升為{2}。
751004033,甘夫人,花噬,生命加成提升為{1}，攻擊加成提升為{2}。
751004034,甘夫人,花噬,生命加成提升為{1}，攻擊加成提升為{2}。
751004035,甘夫人,花噬,生命加成提升為{1}，攻擊加成提升為{2}。
751004041,甘夫人,魂牽,攻擊傷害提升為{1}。
751004042,甘夫人,魂牽,攻擊傷害提升為{1}。
751004043,甘夫人,魂牽,攻擊傷害提升為{1}。
751004044,甘夫人,魂牽,攻擊傷害提升為{1}。
751004045,甘夫人,魂牽,攻擊傷害提升為{1}。
751005011,周瑜,幽冥轟擊,攻擊傷害提升為{1}。
751005012,周瑜,幽冥轟擊,攻擊傷害提升為{1}。
751005013,周瑜,幽冥轟擊,攻擊傷害提升為{1}。
751005014,周瑜,幽冥轟擊,攻擊傷害提升為{1}。
751005015,周瑜,幽冥轟擊,攻擊傷害提升為{1}，[c][01a310]石化[-][/c]機率提升為{2}。
751005021,周瑜,狐火,攻擊傷害提升為{1}。
751005022,周瑜,狐火,攻擊傷害提升為{1}。
751005023,周瑜,狐火,攻擊傷害提升為{1}。
751005024,周瑜,狐火,攻擊傷害提升為{1}。
751005025,周瑜,狐火,攻擊傷害提升為{1}，減少格擋效果提升為{2}。
751005031,周瑜,欺詐之影,攻擊加成提升為{1}。
751005032,周瑜,欺詐之影,攻擊加成提升為{1}，生命加成提升為{2}。
751005033,周瑜,欺詐之影,攻擊加成提升為{1}，生命加成提升為{2}。
751005034,周瑜,欺詐之影,攻擊加成提升為{1}，生命加成提升為{2}。
751005035,周瑜,欺詐之影,攻擊加成提升為{1}，生命加成提升為{2}。
751005041,周瑜,顧曲,自身攻擊加成提升為{1}。
751005042,周瑜,顧曲,自身攻擊加成提升為{1}。
751005043,周瑜,顧曲,自身攻擊加成提升為{1}。
751005044,周瑜,顧曲,自身攻擊加成提升為{1}。
751005045,周瑜,顧曲,自身攻擊加成提升為{1}，己方其他戰姬攻擊加成提升為{2}。
751006011,孫悟空,金箍棒,攻擊傷害提升為{1}，[c][01a310]中毒[-][/c]傷害提升為{2}。
751006012,孫悟空,金箍棒,攻擊傷害提升為{1}，[c][01a310]中毒[-][/c]傷害提升為{2}。
751006013,孫悟空,金箍棒,攻擊傷害提升為{1}，[c][01a310]中毒[-][/c]傷害提升為{2}。
751006014,孫悟空,金箍棒,攻擊傷害提升為{1}，[c][01a310]中毒[-][/c]傷害提升為{2}。
751006015,孫悟空,金箍棒,攻擊傷害提升為{1}，[c][01a310]中毒[-][/c]傷害提升為{2}。
751006021,孫悟空,當頭一棒,[c][01a310]暈眩[-][/c]機率提升為{1}。
751006022,孫悟空,當頭一棒,[c][01a310]暈眩[-][/c]機率提升為{1}。
751006023,孫悟空,當頭一棒,[c][01a310]暈眩[-][/c]機率提升為{1}。
751006024,孫悟空,當頭一棒,[c][01a310]暈眩[-][/c]機率提升為{1}。
751006025,孫悟空,當頭一棒,[c][01a310]暈眩[-][/c]機率提升為{1}。
751006031,孫悟空,弱點擊破,額外傷害提升為{1}。
751006032,孫悟空,弱點擊破,額外傷害提升為{1}。
751006033,孫悟空,弱點擊破,額外傷害提升為{1}。
751006034,孫悟空,弱點擊破,額外傷害提升為{1}。
751006035,孫悟空,弱點擊破,額外傷害提升為{1}。
751006041,孫悟空,破綻,破甲加成提升為{1}。
751006042,孫悟空,破綻,破甲加成提升為{1}，攻擊加成提升為{2}。
751006043,孫悟空,破綻,破甲加成提升為{1}，攻擊加成提升為{2}。
751006044,孫悟空,破綻,破甲加成提升為{1}，攻擊加成提升為{2}。
751006045,孫悟空,破綻,破甲加成提升為{1}，攻擊加成提升為{2}。
751007011,司馬懿,毒念爆炸,攻擊傷害提升為{1}，[c][01a310]中毒[-][/c]傷害提升為{2}。
751007012,司馬懿,毒念爆炸,攻擊傷害提升為{1}，[c][01a310]中毒[-][/c]傷害提升為{2}。
751007013,司馬懿,毒念爆炸,攻擊傷害提升為{1}，[c][01a310]中毒[-][/c]傷害提升為{2}。
751007014,司馬懿,毒念爆炸,攻擊傷害提升為{1}，[c][01a310]中毒[-][/c]傷害提升為{2}。
751007015,司馬懿,毒念爆炸,攻擊傷害提升為{1}，[c][01a310]中毒[-][/c]傷害提升為{2}，[c][01a310]暈眩[-][/c]機率提升為{3}。
751007021,司馬懿,赤毒印,攻擊加成提升為{1}。
751007022,司馬懿,赤毒印,攻擊加成提升為{1}，生命加成提升為{2}。
751007023,司馬懿,赤毒印,攻擊加成提升為{1}，生命加成提升為{2}。
751007024,司馬懿,赤毒印,攻擊加成提升為{1}，生命加成提升為{2}。
751007025,司馬懿,赤毒印,攻擊加成提升為{1}，生命加成提升為{2}。
751007031,司馬懿,束縛一擊,攻擊傷害提升為{1}。
751007032,司馬懿,束縛一擊,攻擊傷害提升為{1}。
751007033,司馬懿,束縛一擊,攻擊傷害提升為{1}。
751007034,司馬懿,束縛一擊,攻擊傷害提升為{1}。
751007035,司馬懿,束縛一擊,攻擊傷害提升為{1}。
751007041,司馬懿,暗毒術,[c][01a310]中毒[-][/c]傷害提升為{1}。
751007042,司馬懿,暗毒術,[c][01a310]中毒[-][/c]傷害提升為{1}。
751007043,司馬懿,暗毒術,[c][01a310]中毒[-][/c]傷害提升為{1}。
751007044,司馬懿,暗毒術,[c][01a310]中毒[-][/c]傷害提升為{1}。
751007045,司馬懿,暗毒術,[c][01a310]中毒[-][/c]傷害提升為{1}。
751008011,張合,詭異卡牌,攻擊傷害提升為{1}，[c][01a310]流血[-][/c]傷害提升為{2}。
751008012,張合,詭異卡牌,攻擊傷害提升為{1}，[c][01a310]流血[-][/c]傷害提升為{2}。
751008013,張合,詭異卡牌,攻擊傷害提升為{1}，[c][01a310]流血[-][/c]傷害提升為{2}。
751008014,張合,詭異卡牌,攻擊傷害提升為{1}，[c][01a310]流血[-][/c]傷害提升為{2}。
751008015,張合,詭異卡牌,攻擊傷害提升為{1}，[c][01a310]流血[-][/c]傷害提升為{2}，恢復效果提升為{3}。
751008021,張合,放血,[c][01a310]流血[-][/c]傷害提升為{1}。
751008022,張合,放血,[c][01a310]流血[-][/c]傷害提升為{1}。
751008023,張合,放血,[c][01a310]流血[-][/c]傷害提升為{1}。
751008024,張合,放血,[c][01a310]流血[-][/c]傷害提升為{1}。
751008025,張合,放血,[c][01a310]流血[-][/c]傷害提升為{1}，破甲加成提升為{2}。
751008031,張合,殺戮意志,攻擊加成提升為{1}。
751008032,張合,殺戮意志,攻擊加成提升為{1}，生命加成提升為{2}。
751008033,張合,殺戮意志,攻擊加成提升為{1}，生命加成提升為{2}。
751008034,張合,殺戮意志,攻擊加成提升為{1}，生命加成提升為{2}。
751008035,張合,殺戮意志,攻擊加成提升為{1}，生命加成提升為{2}。
751008041,張合,飲血,恢復效果提升為{1}。
751008042,張合,飲血,恢復效果提升為{1}。
751008043,張合,飲血,恢復效果提升為{1}。
751008044,張合,飲血,恢復效果提升為{1}。
751008045,張合,飲血,恢復效果提升為{1}。
751009011,鄧艾,極寒之怒,攻擊傷害提升為{1}。
751009012,鄧艾,極寒之怒,攻擊傷害提升為{1}。
751009013,鄧艾,極寒之怒,攻擊傷害提升為{1}。
751009014,鄧艾,極寒之怒,攻擊傷害提升為{1}。
751009015,鄧艾,極寒之怒,攻擊傷害提升為{1}，[c][01a310]冰凍[-][/c]機率提升為{2}。
751009021,鄧艾,冰霜領域,受到非戰士類目標攻擊時目標的[c][01a310]冰凍[-][/c]機率提升為{1}。
751009022,鄧艾,冰霜領域,受到非戰士類目標攻擊時目標的[c][01a310]冰凍[-][/c]機率提升為{1}，受到戰士類目標攻擊時目標的[c][01a310]冰凍[-][/c]機率提升為{2}。
751009023,鄧艾,冰霜領域,受到非戰士類目標攻擊時目標的[c][01a310]冰凍[-][/c]機率提升為{1}，受到戰士類目標攻擊時目標的[c][01a310]冰凍[-][/c]機率提升為{2}。
751009024,鄧艾,冰霜領域,受到非戰士類目標攻擊時目標的[c][01a310]冰凍[-][/c]機率提升為{1}，受到戰士類目標攻擊時目標的[c][01a310]冰凍[-][/c]機率提升為{2}。
751009025,鄧艾,冰霜領域,受到非戰士類目標攻擊時目標的[c][01a310]冰凍[-][/c]機率提升為{1}，受到戰士類目標攻擊時目標的[c][01a310]冰凍[-][/c]機率提升為{2}。
751009031,鄧艾,冰霜之主,攻擊加成提升為{1}。
751009032,鄧艾,冰霜之主,攻擊加成提升為{1}，生命加成提升為{2}。
751009033,鄧艾,冰霜之主,攻擊加成提升為{1}，生命加成提升為{2}。
751009034,鄧艾,冰霜之主,攻擊加成提升為{1}，生命加成提升為{2}。
751009035,鄧艾,冰霜之主,攻擊加成提升為{1}，生命加成提升為{2}。
751009041,鄧艾,冰晶涅槃,恢復效果提升為自身生命上限{1}等量生命。
751009042,鄧艾,冰晶涅槃,恢復效果提升為自身生命上限{1}等量生命。
751009043,鄧艾,冰晶涅槃,恢復效果提升為自身生命上限{1}等量生命。
751009044,鄧艾,冰晶涅槃,恢復效果提升為自身生命上限{1}等量生命。
751009045,鄧艾,冰晶涅槃,恢復效果提升為自身生命上限{1}等量生命。
751010011,千本櫻,緋櫻之舞,攻擊傷害提升為{1}。
751010012,千本櫻,緋櫻之舞,攻擊傷害提升為{1}。
751010013,千本櫻,緋櫻之舞,攻擊傷害提升為{1}。
751010014,千本櫻,緋櫻之舞,攻擊傷害提升為{1}。
751010015,千本櫻,緋櫻之舞,攻擊傷害提升為{1}，減少目標護甲效果提升為{2}。
751010021,千本櫻,劍道之心,攻擊加成提升為{1}。
751010022,千本櫻,劍道之心,攻擊加成提升為{1}，生命加成提升為{2}。
751010023,千本櫻,劍道之心,攻擊加成提升為{1}，生命加成提升為{2}。
751010024,千本櫻,劍道之心,攻擊加成提升為{1}，生命加成提升為{2}。
751010025,千本櫻,劍道之心,攻擊加成提升為{1}，生命加成提升為{2}。
751010031,千本櫻,殺意之痕,對[c][01a310]石化[-][/c]目標傷害加成提升為{1}。
751010032,千本櫻,殺意之痕,對[c][01a310]石化[-][/c]目標傷害加成提升為{1}，對後排敵人攻擊傷害提升為{2}。
751010033,千本櫻,殺意之痕,對[c][01a310]石化[-][/c]目標傷害加成提升為{1}，對後排敵人攻擊傷害提升為{2}。
751010034,千本櫻,殺意之痕,對[c][01a310]石化[-][/c]目標傷害加成提升為{1}，對後排敵人攻擊傷害提升為{2}。
751010035,千本櫻,殺意之痕,對[c][01a310]石化[-][/c]目標傷害加成提升為{1}，對後排敵人攻擊傷害提升為{2}。
751010041,千本櫻,殘心,減傷率加成提升為{1}。
751010042,千本櫻,殘心,減傷率加成提升為{1}。
751010043,千本櫻,殘心,減傷率加成提升為{1}。
751010044,千本櫻,殘心,減傷率加成提升為{1}。
751010045,千本櫻,殘心,減傷率加成提升為{1}。
751011011,巴尼拉,黑暗童謠,攻擊傷害提升為{1}。
751011012,巴尼拉,黑暗童謠,攻擊傷害提升為{1}，[c][01a310]中毒[-][/c]傷害提升為{2}。
751011013,巴尼拉,黑暗童謠,攻擊傷害提升為{1}，[c][01a310]中毒[-][/c]傷害提升為{2}。
751011014,巴尼拉,黑暗童謠,攻擊傷害提升為{1}，[c][01a310]中毒[-][/c]傷害提升為{2}。
751011015,巴尼拉,黑暗童謠,攻擊傷害提升為{1}，[c][01a310]中毒[-][/c]傷害提升為{2}。
751011021,巴尼拉,高速詠唱,攻擊傷害提升為{1}。
751011022,巴尼拉,高速詠唱,攻擊傷害提升為{1}，偷取目標的攻擊力提升為{2}。
751011023,巴尼拉,高速詠唱,攻擊傷害提升為{1}，偷取目標的攻擊力提升為{2}。
751011024,巴尼拉,高速詠唱,攻擊傷害提升為{1}，偷取目標的攻擊力提升為{2}。
751011025,巴尼拉,高速詠唱,攻擊傷害提升為{1}，偷取目標的攻擊力提升為{2}。
751011031,巴尼拉,魔法專精,攻擊加成提升為{1}。
751011032,巴尼拉,魔法專精,攻擊加成提升為{1}，生命加成提升為{2}。
751011033,巴尼拉,魔法專精,攻擊加成提升為{1}，生命加成提升為{2}。
751011034,巴尼拉,魔法專精,攻擊加成提升為{1}，生命加成提升為{2}。
751011035,巴尼拉,魔法專精,攻擊加成提升為{1}，生命加成提升為{2}。
751011041,巴尼拉,魔力回收,恢復效果提升為{1}。
751011042,巴尼拉,魔力回收,恢復效果提升為{1}。
751011043,巴尼拉,魔力回收,恢復效果提升為{1}。
751011044,巴尼拉,魔力回收,恢復效果提升為{1}。
751011045,巴尼拉,魔力回收,恢復效果提升為{1}，恢復能量提升為{2}點。
751012011,芬里爾,重牙碎岳,攻擊傷害提升為{1}。
751012012,芬里爾,重牙碎岳,攻擊傷害提升為{1}。
751012013,芬里爾,重牙碎岳,攻擊傷害提升為{1}。
751012014,芬里爾,重牙碎岳,攻擊傷害提升為{1}。
751012015,芬里爾,重牙碎岳,攻擊傷害提升為{1}，[c][01a310]流血[-][/c]傷害提升為{2}。
751012021,芬里爾,狼魂沸血,生命加成提升為{1}。
751012022,芬里爾,狼魂沸血,生命加成提升為{1}，攻擊加成提升為{2}。
751012023,芬里爾,狼魂沸血,生命加成提升為{1}，攻擊加成提升為{2}。
751012024,芬里爾,狼魂沸血,生命加成提升為{1}，攻擊加成提升為{2}。
751012025,芬里爾,狼魂沸血,生命加成提升為{1}，攻擊加成提升為{2}。
751012031,芬里爾,戰鬥狂熱,攻擊加成提升為{1}。
751012032,芬里爾,戰鬥狂熱,攻擊加成提升為{1}，暴擊傷害加成提升為{2}。
751012033,芬里爾,戰鬥狂熱,攻擊加成提升為{1}，暴擊傷害加成提升為{2}。
751012034,芬里爾,戰鬥狂熱,攻擊加成提升為{1}，暴擊傷害加成提升為{2}。
751012035,芬里爾,戰鬥狂熱,攻擊加成提升為{1}，暴擊傷害加成提升為{2}。
751012041,芬里爾,亡命迎擊,攻擊傷害提升為其生命上限的{1}。
751012042,芬里爾,亡命迎擊,攻擊傷害提升為其生命上限的{1}，轉化生命的比例提升為所造成傷害的{2}。
751012043,芬里爾,亡命迎擊,攻擊傷害提升為其生命上限的{1}，轉化生命的比例提升為所造成傷害的{2}。
751012044,芬里爾,亡命迎擊,攻擊傷害提升為其生命上限的{1}，轉化生命的比例提升為所造成傷害的{2}。
751012045,芬里爾,亡命迎擊,攻擊傷害提升為其生命上限的{1}，轉化生命的比例提升為所造成傷害的{2}。
751013011,薇薇安,群星隕落,攻擊傷害提升為{1}。
751013012,薇薇安,群星隕落,攻擊傷害提升為{1}。
751013013,薇薇安,群星隕落,攻擊傷害提升為{1}。
751013014,薇薇安,群星隕落,攻擊傷害提升為{1}。
751013015,薇薇安,群星隕落,攻擊傷害提升為{1}，[c][e28002]月影[-][/c]的恢復效果提升為其生命上限{2}等量生命。
751013021,薇薇安,聆聽星聲,生命加成提升為{1}。
751013022,薇薇安,聆聽星聲,生命加成提升為{1}，速度加成提升為{2}。
751013023,薇薇安,聆聽星聲,生命加成提升為{1}，速度加成提升為{2}。
751013024,薇薇安,聆聽星聲,生命加成提升為{1}，速度加成提升為{2}。
751013025,薇薇安,聆聽星聲,生命加成提升為{1}，速度加成提升為{2}。
751013031,薇薇安,星軌預言,減少能量機率提升為{1}。
751013032,薇薇安,星軌預言,減少能量機率提升為{1}，減少速度機率提升為{2}。
751013033,薇薇安,星軌預言,減少能量機率提升為{1}，減少速度機率提升為{2}。
751013034,薇薇安,星軌預言,減少能量機率提升為{1}，減少速度機率提升為{2}。
751013035,薇薇安,星軌預言,減少能量機率提升為{1}，減少速度機率提升為{2}。
751013041,薇薇安,星月聯結,自身受到傷害時，被附著[c][e28002]星月[-][/c]的敵人也會受到的傷害提升為自身受到傷害量的{1}。
751013042,薇薇安,星月聯結,自身受到傷害時，被附著[c][e28002]星月[-][/c]的敵人也會受到的傷害提升為自身受到傷害量的{1}。
751013043,薇薇安,星月聯結,自身受到傷害時，被附著[c][e28002]星月[-][/c]的敵人也會受到的傷害提升為自身受到傷害量的{1}。
751013044,薇薇安,星月聯結,自身受到傷害時，被附著[c][e28002]星月[-][/c]的敵人也會受到的傷害提升為自身受到傷害量的{1}。
751013045,薇薇安,星月聯結,自身受到傷害時，被附著[c][e28002]星月[-][/c]的敵人也會受到的傷害提升為自身受到傷害量的{1}。自身受到減益效果時，被附著[c][e28002]星月[-][/c]的敵人附著相同的減益效果的機率提升為{2}。
752001011,夏侯惇,合金風暴,攻擊傷害提升為{1}。
752001012,夏侯惇,合金風暴,攻擊傷害提升為{1}。
752001013,夏侯惇,合金風暴,攻擊傷害提升為{1}。
752001014,夏侯惇,合金風暴,攻擊傷害提升為{1}。
752001015,夏侯惇,合金風暴,攻擊傷害提升為{1}，[c][01a310]暈眩[-][/c]機率提升為{2}。
752001021,夏侯惇,王者之盾,護甲加成提升為{1}。
752001022,夏侯惇,王者之盾,護甲加成提升為{1}，生命加成提升為{2}。
752001023,夏侯惇,王者之盾,護甲加成提升為{1}，生命加成提升為{2}。
752001024,夏侯惇,王者之盾,護甲加成提升為{1}，生命加成提升為{2}。
752001025,夏侯惇,王者之盾,護甲加成提升為{1}，生命加成提升為{2}。
752001031,夏侯惇,復仇之刺,攻擊傷害提升為{1}。
752001032,夏侯惇,復仇之刺,攻擊傷害提升為{1}。
752001033,夏侯惇,復仇之刺,攻擊傷害提升為{1}。
752001034,夏侯惇,復仇之刺,攻擊傷害提升為{1}。
752001035,夏侯惇,復仇之刺,攻擊傷害提升為{1}。
752001041,夏侯惇,堅韌盔甲,護甲加成提升為{1}。
752001042,夏侯惇,堅韌盔甲,護甲加成提升為{1}。
752001043,夏侯惇,堅韌盔甲,護甲加成提升為{1}。
752001044,夏侯惇,堅韌盔甲,護甲加成提升為{1}。
752001045,夏侯惇,堅韌盔甲,護甲加成提升為{1}，格擋加成提升為{2}。
752002011,趙雲,冰槍,攻擊傷害提升為{1}。
752002012,趙雲,冰槍,攻擊傷害提升為{1}。
752002013,趙雲,冰槍,攻擊傷害提升為{1}。
752002014,趙雲,冰槍,攻擊傷害提升為{1}，獲得能量提升為{2}點。
752002015,趙雲,冰槍,攻擊傷害提升為{1}，[c][01a310]冰凍[-][/c]機率提升為{2}，獲得能量提升為{3}點。
752002021,趙雲,槍術專精,攻擊加成提升為{1}。
752002022,趙雲,槍術專精,攻擊加成提升為{1}，生命加成提升為{2}。
752002023,趙雲,槍術專精,攻擊加成提升為{1}，生命加成提升為{2}。
752002024,趙雲,槍術專精,攻擊加成提升為{1}，生命加成提升為{2}。
752002025,趙雲,槍術專精,攻擊加成提升為{1}，生命加成提升為{2}。
752002031,趙雲,龍怒,攻擊者的攻擊減少效果提升為{1}。
752002032,趙雲,龍怒,攻擊者的攻擊減少效果提升為{1}，自身攻擊加成提升為{2}。
752002033,趙雲,龍怒,攻擊者的攻擊減少效果提升為{1}，自身攻擊加成提升為{2}。
752002034,趙雲,龍怒,攻擊者的攻擊減少效果提升為{1}，自身攻擊加成提升為{2}。
752002035,趙雲,龍怒,攻擊者的攻擊減少效果提升為{1}，自身攻擊加成提升為{2}。
752002041,趙雲,冰凍弱點,額外傷害提升為{1}。
752002042,趙雲,冰凍弱點,額外傷害提升為{1}。
752002043,趙雲,冰凍弱點,額外傷害提升為{1}。
752002044,趙雲,冰凍弱點,額外傷害提升為{1}。
752002045,趙雲,冰凍弱點,額外傷害提升為{1}。
752003011,大喬,迷途之音,攻擊傷害提升為{1}。
752003012,大喬,迷途之音,攻擊傷害提升為{1}。
752003013,大喬,迷途之音,攻擊傷害提升為{1}，[c][01a310]暈眩[-][/c]機率提升為{2}。
752003014,大喬,迷途之音,攻擊傷害提升為{1}，[c][01a310]暈眩[-][/c]機率提升為{2}。
752003015,大喬,迷途之音,攻擊傷害提升為{1}，[c][01a310]暈眩[-][/c]機率提升為{2}。
752003021,大喬,魔音壁,攻擊加成提升為{1}。
752003022,大喬,魔音壁,攻擊加成提升為{1}，生命加成提升為{2}。
752003023,大喬,魔音壁,攻擊加成提升為{1}，生命加成提升為{2}。
752003024,大喬,魔音壁,攻擊加成提升為{1}，生命加成提升為{2}。
752003025,大喬,魔音壁,攻擊加成提升為{1}，生命加成提升為{2}。
752003031,大喬,狂舞終樂章,[c][01a310]暈眩[-][/c]機率提升為{1}。
752003032,大喬,狂舞終樂章,[c][01a310]暈眩[-][/c]機率提升為{1}。
752003033,大喬,狂舞終樂章,[c][01a310]暈眩[-][/c]機率提升為{1}。
752003034,大喬,狂舞終樂章,[c][01a310]暈眩[-][/c]機率提升為{1}。
752003035,大喬,狂舞終樂章,[c][01a310]暈眩[-][/c]機率提升為{1}。
752003041,大喬,魅惑,攻擊傷害提升為{1}。
752003042,大喬,魅惑,攻擊傷害提升為{1}。
752003043,大喬,魅惑,攻擊傷害提升為{1}。
752003044,大喬,魅惑,攻擊傷害提升為{1}。
752003045,大喬,魅惑,攻擊傷害提升為{1}，[c][01a310]暈眩[-][/c]機率提升為{2}。
752004011,夏侯淵,爆炸射擊,攻擊傷害提升為{1}，[c][01a310]流血[-][/c]傷害提升為{2}。
752004012,夏侯淵,爆炸射擊,攻擊傷害提升為{1}，[c][01a310]流血[-][/c]傷害提升為{2}。
752004013,夏侯淵,爆炸射擊,攻擊傷害提升為{1}，[c][01a310]流血[-][/c]傷害提升為{2}。
752004014,夏侯淵,爆炸射擊,攻擊傷害提升為{1}，[c][01a310]流血[-][/c]傷害提升為{2}。
752004015,夏侯淵,爆炸射擊,攻擊傷害提升為{1}，[c][01a310]流血[-][/c]傷害提升為{2}。
752004021,夏侯淵,槍械精通,[c][01a310]流血[-][/c]傷害提升為{1}。
752004022,夏侯淵,槍械精通,[c][01a310]流血[-][/c]傷害提升為{1}。
752004023,夏侯淵,槍械精通,[c][01a310]流血[-][/c]傷害提升為{1}。
752004024,夏侯淵,槍械精通,[c][01a310]流血[-][/c]傷害提升為{1}。
752004025,夏侯淵,槍械精通,[c][01a310]流血[-][/c]傷害提升為{1}。
752004031,夏侯淵,殺戮盛宴,格擋加成提升為{1}。
752004032,夏侯淵,殺戮盛宴,格擋加成提升為{1}，攻擊加成提升為{2}。
752004033,夏侯淵,殺戮盛宴,格擋加成提升為{1}，攻擊加成提升為{2}。
