id,map_id,cell_type,name,desc,num
30,5,0,,,
31,5,0,,,
32,5,3,宅邸12,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「喜歡彈弓或持刀傘的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,12
33,5,0,,,
34,5,4,宅邸13,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,13
35,5,4,宅邸14,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,14
36,5,2,宅邸15,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：無,15
37,5,3,宅邸16,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「任意形態是銀髮或白髮的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,16
38,5,4,宅邸17,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,17
39,5,0,,,
40,5,3,宅邸18,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「神威學院的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,18
41,5,4,宅邸19,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,19
42,5,2,宅邸20,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：己方戰姬每有一個增益buff，其攻擊力降低10%,20
43,5,2,宅邸21,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：每回合結束時，己方血量最高的1名戰姬受到其生命上限20%的傷害\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,21
44,5,0,,,
45,5,0,,,
46,5,0,,,
47,5,0,,,
48,5,3,宅邸22,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「隱蹤學院的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,22
49,5,4,宅邸23,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,23
50,5,2,宅邸24,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：無,24
51,5,0,,,
52,5,0,,,
53,5,3,宅邸25,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「風見學院的學妹」參與此處挑戰，能獲得更豐厚的獎勵！\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,25
54,5,4,宅邸26,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,26
55,5,2,宅邸27,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：己方造成的持續傷害降低80%,27
56,5,3,宅邸28,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「曇華學院的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,28
57,5,2,宅邸29,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：己方戰姬暴擊時，當次傷害降低80%,29
58,5,4,宅邸30,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,30
59,5,3,宅邸31,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「外表年齡16歲的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,31
60,5,0,,,
61,5,0,,,
62,5,2,宅邸32,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：無\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,32
63,5,0,,,
64,5,0,,,
65,5,0,,,
66,5,0,,,
67,5,0,,,
68,5,0,,,
69,5,0,,,
70,5,0,,,
71,5,0,,,
72,5,3,宅邸33,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「生日在8月或9月的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,33
73,5,4,宅邸34,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,34
74,5,4,宅邸35,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,35
75,5,2,宅邸36,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：每有1名敵人被控制（石化、眩暈、冰凍），隨機2名己方戰姬受到自身生命上限10%的傷害,36
76,5,3,宅邸37,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「風見學院的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,37
77,5,3,宅邸38,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「外表年齡16歲的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,38
78,5,4,宅邸39,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,39
79,5,2,宅邸40,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：敵人每受到4次傷害，免疫下一次傷害,40
80,5,4,宅邸41,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,41
81,5,4,宅邸42,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,42
82,5,2,宅邸43,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：無,43
83,5,2,宅邸44,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：己方戰姬每有一個增益buff，其攻擊力降低10%\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,44
84,5,3,宅邸45,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「生日在8月或9月的學妹」參與此處挑戰，能獲得更豐厚的獎勵！\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,45
85,5,2,宅邸46,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：每回合結束時，己方血量最高的1名戰姬受到其生命上限20%的傷害\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,46
86,5,4,宅邸47,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,47
87,5,2,宅邸48,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：無\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,48
88,5,3,宅邸49,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「曇華學院的學妹」參與此處挑戰，能獲得更豐厚的獎勵！\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,49
89,5,2,宅邸50,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：己方造成的持續傷害降低80%\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,50
90,5,4,宅邸51,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,51
91,5,0,,,
92,5,2,宅邸52,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：己方戰姬暴擊時，當次傷害降低80%,52
93,5,3,宅邸53,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「喜歡彈弓或持刀傘的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,53
94,5,4,宅邸54,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,54
95,5,4,宅邸55,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,55
96,5,2,宅邸56,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：無,56
97,5,3,宅邸57,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「任意形態是銀髮或白髮的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,57
98,5,2,宅邸58,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：每有1名敵人被控制（石化、眩暈、冰凍），隨機2名己方戰姬受到自身生命上限10%的傷害,58
99,5,3,宅邸59,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「隱蹤學院的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,59
100,5,1,宅邸60,初始格,60
101,1,0,,,
102,1,0,,,
103,1,0,,,
104,1,0,,,
105,1,5,森林01,迷途森林的BOSS挑戰，拼盡全力擊敗敵人，打破這處童話幻境吧！\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,01
106,1,0,,,
107,1,0,,,
108,1,0,,,
109,1,0,,,
110,1,0,,,
111,1,0,,,
112,1,0,,,
113,1,2,森林02,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：敵人每受到4次傷害，免疫下一次傷害,02
114,1,3,森林03,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「擁有獸耳的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,03
115,1,2,森林04,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：無\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,04
116,1,0,,,
117,1,4,森林05,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,05
118,1,2,森林06,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：己方戰姬每有一個增益buff，其攻擊力降低10%,06
119,1,0,,,
120,1,0,,,
121,1,0,,,
122,1,4,森林07,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,07
123,1,2,森林08,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：每回合結束時，己方血量最高的1名戰姬受到其生命上限20%的傷害,08
124,1,4,森林09,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,09
125,1,3,森林10,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「神威學院的學妹」參與此處挑戰，能獲得更豐厚的獎勵！\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,10
126,1,2,森林11,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：無\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,11
127,1,4,森林12,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,12
128,1,3,森林13,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「喜歡量子玫瑰或櫻花扇的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,13
129,1,0,,,
130,1,0,,,
131,1,0,,,
132,1,2,森林14,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：己方造成的持續傷害降低80%,14
133,1,3,森林15,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「風見學院的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,15
134,1,0,,,
135,1,0,,,
136,1,0,,,
137,1,0,,,
138,1,2,森林16,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：己方戰姬暴擊時，當次傷害降低80%\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,16
139,1,4,森林17,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,17
140,1,0,,,
141,1,4,森林18,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,18
142,1,2,森林19,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：無,19
143,1,4,森林20,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,20
144,1,4,森林21,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,21
145,1,3,森林22,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「外表年齡16歲的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,22
146,1,4,森林23,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,23
147,1,0,,,
148,1,3,森林24,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「生日在8月或9月的學妹」參與此處挑戰，能獲得更豐厚的獎勵！\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,24
149,1,2,森林25,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：每有1名敵人被控制（石化、眩暈、冰凍），隨機2名己方戰姬受到自身生命上限10%的傷害,25
150,1,0,,,
151,1,3,森林26,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「曇華學院的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,26
152,1,0,,,
153,1,0,,,
154,1,0,,,
155,1,4,森林27,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,27
156,1,2,森林28,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：敵人每受到4次傷害，免疫下一次傷害\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,28
157,1,4,森林29,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,29
158,1,2,森林30,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：無\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,30
159,1,0,,,
160,1,3,森林31,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「喜歡彈弓或持刀傘的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,31
161,1,2,森林32,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：己方戰姬每有一個增益buff，其攻擊力降低10%,32
162,1,4,森林33,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,33
163,1,3,森林34,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「任意形態是銀髮或白髮的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,34
164,1,4,森林35,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,35
165,1,3,森林36,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「隱蹤學院的學妹」參與此處挑戰，能獲得更豐厚的獎勵！\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,36
166,1,4,森林37,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,37
167,1,3,森林38,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「擁有獸耳的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,38
168,1,4,森林39,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,39
169,1,2,森林40,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：每回合結束時，己方血量最高的1名戰姬受到其生命上限20%的傷害,40
170,1,0,,,
171,1,0,,,
172,1,0,,,
173,1,2,森林41,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：無,41
174,1,3,森林42,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「神威學院的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,42
175,1,2,森林43,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：己方造成的持續傷害降低80%\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,43
176,1,3,森林44,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「喜歡量子玫瑰或櫻花扇的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,44
177,1,2,森林45,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：己方戰姬暴擊時，當次傷害降低80%,45
178,1,2,森林46,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：無,46
179,1,0,,,
180,1,0,,,
181,1,0,,,
182,1,0,,,
183,1,4,森林47,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,47
184,1,4,森林48,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,48
185,1,3,森林49,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「風見學院的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,49
186,1,3,森林50,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「外表年齡16歲的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,50
187,1,4,森林51,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,51
188,1,0,,,
189,1,0,,,
190,1,0,,,
191,1,1,森林52,初始格,52
192,1,2,森林53,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：每有1名敵人被控制（石化、眩暈、冰凍），隨機2名己方戰姬受到自身生命上限10%的傷害\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,53
193,1,3,森林54,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「生日在8月或9月的學妹」參與此處挑戰，能獲得更豐厚的獎勵！\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,54
194,1,2,森林55,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：敵人每受到4次傷害，免疫下一次傷害\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,55
195,1,3,森林56,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「曇華學院的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,56
196,1,2,森林57,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：無,57
197,1,4,森林58,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,58
198,1,2,森林59,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：己方戰姬每有一個增益buff，其攻擊力降低10%,59
199,1,2,森林60,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：每回合結束時，己方血量最高的1名戰姬受到其生命上限20%的傷害,60
200,1,0,,,
201,2,0,,,
202,2,0,,,
203,2,5,城堡01,眼熟的城堡的BOSS挑戰，拼盡全力擊敗敵人，打破這處童話幻境吧！\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,01
204,2,0,,,
205,2,4,城堡02,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,02
206,2,0,,,
207,2,2,城堡03,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：無,03
208,2,0,,,
209,2,0,,,
210,2,0,,,
211,2,0,,,
212,2,2,城堡04,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：己方造成的持續傷害降低80%,04
213,2,4,城堡05,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,05
214,2,2,城堡06,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：己方戰姬暴擊時，當次傷害降低80%\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,06
215,2,3,城堡07,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「喜歡彈弓或持刀傘的學妹」參與此處挑戰，能獲得更豐厚的獎勵！\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,07
216,2,2,城堡08,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：無\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,08
217,2,4,城堡09,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,09
218,2,3,城堡10,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「任意形態是銀髮或白髮的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,10
219,2,2,城堡11,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：每有1名敵人被控制（石化、眩暈、冰凍），隨機2名己方戰姬受到自身生命上限10%的傷害,11
220,2,0,,,
221,2,0,,,
222,2,0,,,
223,2,3,城堡12,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「隱蹤學院的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,12
224,2,4,城堡13,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,13
225,2,0,,,
226,2,3,城堡14,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「擁有獸耳的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,14
227,2,2,城堡15,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：敵人每受到4次傷害，免疫下一次傷害\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,15
228,2,0,,,
229,2,0,,,
230,2,0,,,
231,2,0,,,
232,2,4,城堡16,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,16
233,2,2,城堡17,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：無,17
234,2,4,城堡18,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,18
235,2,2,城堡19,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：己方戰姬每有一個增益buff，其攻擊力降低10%,19
236,2,4,城堡20,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,20
237,2,2,城堡21,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：每回合結束時，己方血量最高的1名戰姬受到其生命上限20%的傷害,21
238,2,3,城堡22,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「神威學院的學妹」參與此處挑戰，能獲得更豐厚的獎勵！\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,22
239,2,2,城堡23,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：無,23
240,2,0,,,
241,2,4,城堡24,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,24
242,2,3,城堡25,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「喜歡量子玫瑰或櫻花扇的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,25
243,2,0,,,
244,2,0,,,
245,2,0,,,
246,2,0,,,
247,2,0,,,
248,2,2,城堡26,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：己方造成的持續傷害降低80%\n主線挑戰：進行該格的挑戰，獲得的道具獎勵數量增加。,26
249,2,4,城堡27,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,27
250,2,0,,,
251,2,0,,,
252,2,2,城堡28,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：己方戰姬暴擊時，當次傷害降低80%,28
253,2,0,,,
254,2,4,城堡29,觸發不同的事件，做出你的選擇~根據事件和選擇結果，獲得道具獎勵。,29
255,2,2,城堡30,使用自己的戰姬或助戰NPC與敵人戰鬥，獲得道具獎勵，造成的傷害越高，獎勵越豐厚。\n特殊挑戰：無,30
256,2,3,城堡31,選擇戰姬參與支援挑戰，獲得道具獎勵。若挑選「風見學院的學妹」參與此處挑戰，能獲得更豐厚的獎勵！,31
