id,fort_id,name,tips_dialog
65,7,狂笑之蝠,校園裡似乎發生了什麼事情，學長快過去看看吧！
66,7,真實背後,校園裡似乎發生了什麼事情，學長快過去看看吧！
67,7,暴走,校園裡似乎發生了什麼事情，學長快過去看看吧！
68,7,紅蓮業炎,校園裡似乎發生了什麼事情，學長快過去看看吧！
69,7,織田信長,校園裡似乎發生了什麼事情，學長快過去看看吧！
70,7,審判之眼,校園裡似乎發生了什麼事情，學長快過去看看吧！
71,7,黑與白,校園裡似乎發生了什麼事情，學長快過去看看吧！
72,7,落敗,校園裡似乎發生了什麼事情，學長快過去看看吧！
73,8,DEF的條件,校園裡似乎發生了什麼事情，學長快過去看看吧！
74,8,交換的籌碼,校園裡似乎發生了什麼事情，學長快過去看看吧！
75,8,談判終止,校園裡似乎發生了什麼事情，學長快過去看看吧！
76,8,崩盤,校園裡似乎發生了什麼事情，學長快過去看看吧！
77,8,火鳳燎原,校園裡似乎發生了什麼事情，學長快過去看看吧！
78,8,智鬥,校園裡似乎發生了什麼事情，學長快過去看看吧！
79,8,脫身,校園裡似乎發生了什麼事情，學長快過去看看吧！
80,8,反叛之聲,校園裡似乎發生了什麼事情，學長快過去看看吧！
81,8,鳥之詩,校園裡似乎發生了什麼事情，學長快過去看看吧！
82,8,幕後的陰謀,校園裡似乎發生了什麼事情，學長快過去看看吧！
83,9,微光,校園裡似乎發生了什麼事情，學長快過去看看吧！
84,9,殘片,校園裡似乎發生了什麼事情，學長快過去看看吧！
85,9,混沌入侵,校園裡似乎發生了什麼事情，學長快過去看看吧！
86,9,不屈的戰士,校園裡似乎發生了什麼事情，學長快過去看看吧！
87,9,幽夢,校園裡似乎發生了什麼事情，學長快過去看看吧！
88,9,世界之理,校園裡似乎發生了什麼事情，學長快過去看看吧！
89,9,對話,校園裡似乎發生了什麼事情，學長快過去看看吧！
90,9,孿生兄弟,校園裡似乎發生了什麼事情，學長快過去看看吧！
91,9,死印,校園裡似乎發生了什麼事情，學長快過去看看吧！
92,9,封印解除,校園裡似乎發生了什麼事情，學長快過去看看吧！
93,10,混沌侵襲,校園裡似乎發生了什麼事情，學長快過去看看吧！
94,10,惡夢再臨,校園裡似乎發生了什麼事情，學長快過去看看吧！
95,10,混沌軍團,校園裡似乎發生了什麼事情，學長快過去看看吧！
96,10,聯合,校園裡似乎發生了什麼事情，學長快過去看看吧！
97,10,殘機為零,校園裡似乎發生了什麼事情，學長快過去看看吧！
98,10,號角之音,校園裡似乎發生了什麼事情，學長快過去看看吧！
99,10,絕地反擊,校園裡似乎發生了什麼事情，學長快過去看看吧！
100,10,終結日,校園裡似乎發生了什麼事情，學長快過去看看吧！
101,10,燈火之星,校園裡似乎發生了什麼事情，學長快過去看看吧！
102,10,存在,校園裡似乎發生了什麼事情，學長快過去看看吧！
103,11,歡迎回家,
104,11,見證成長,
105,11,慶功宴,
106,11,插曲,
107,11,Encore,
108,11,新朋友,
109,11,傳說歸來,
110,11,邀約,
111,11,恐懼形骸,
112,11,決心,
113,12,日常練習,
114,12,銀月的試煉,
115,12,烏布羅斯大圖書館,
116,12,迷宮,
117,12,傳說中的女武神,
118,12,真知水晶,
119,12,反向攻略,
120,12,第二防禦網,
121,12,傳說中的魔法師,
122,12,「她」的故事,
123,13,意外的偷襲者,
124,13,毒蜂軍團,
125,13,啟動防禦,
126,13,收網,
127,13,狂氣毒蜂,
128,13,針鋒相對,
129,13,魔女的智慧,
130,13,追擊,
131,13,深入巢穴,
132,13,「她」,
133,14,真實之眼,
134,14,恐懼形骸？,
135,14,模仿死士,
136,14,月詠,
137,14,合作,
138,14,斷劍,
139,14,從地獄中歸來,
140,14,復仇的火焰,
141,14,抉擇,
142,14,分歧點,
143,15,追擊,
144,15,挾持,
145,15,堅信的道路,
146,15,煉成術陣,
147,15,紅蓮,
148,15,挽歌,
149,15,執刀之人,
150,15,重生之境,
151,15,獻祭,
152,15,超凡雙生,
153,16,很久很久以前,
154,16,講述的真相,
155,16,傀儡,
156,16,關於「愛」,
157,16,絕望的因果,
158,16,圖靈,
159,16,雅各？,
160,16,她的夢,
161,16,救贖,
162,16,翌日,
163,17,,
164,17,,
165,17,,
166,17,,
167,17,,
168,17,,
169,17,,
170,17,,
171,17,,
172,17,,
173,18,,
174,18,,
175,18,,
176,18,,
177,18,,
178,18,,
179,18,,
180,18,,
181,18,,
182,18,,
183,19,,
184,19,,
185,19,,
186,19,,
187,19,,
188,19,,
189,19,,
190,19,,
191,19,,
192,19,,
193,20,,
194,20,,
195,20,,
196,20,,
197,20,,
198,20,,
199,20,,
200,20,,
201,20,,
202,20,,
203,21,,
204,21,,
205,21,,
206,21,,
207,21,,
208,21,,
209,21,,
210,21,,
211,21,,
212,21,,
213,22,,
214,22,,
215,22,,
216,22,,
217,22,,
218,22,,
219,22,,
220,22,,
221,22,,
222,22,,
223,23,,
224,23,,
225,23,,
226,23,,
227,23,,
228,23,,
229,23,,
230,23,,
231,23,,
232,23,,
233,24,,
234,24,,
235,24,,
236,24,,
237,24,,
238,24,,
239,24,,
240,24,,
241,24,,
242,24,,
243,25,,
244,25,,
245,25,,
246,25,,
247,25,,
248,25,,
249,25,,
250,25,,
251,25,,
252,25,,
253,26,,
254,26,,
255,26,,
256,26,,
257,26,,
258,26,,
259,26,,
260,26,,
261,26,,
262,26,,
263,27,,
264,27,,
265,27,,
266,27,,
267,27,,
268,27,,
269,27,,
270,27,,
271,27,,
272,27,,
273,28,,
274,28,,
275,28,,
276,28,,
277,28,,
278,28,,
279,28,,
280,28,,
281,28,,
282,28,,
283,29,,
284,29,,
285,29,,
286,29,,
287,29,,
288,29,,
289,29,,
290,29,,
291,29,,
292,29,,
293,30,,
294,30,,
295,30,,
296,30,,
297,30,,
298,30,,
299,30,,
300,30,,
301,30,,
302,30,,
303,31,,
304,31,,
305,31,,
306,31,,
307,31,,
308,31,,
309,31,,
310,31,,
311,31,,
312,31,,
313,32,,
314,32,,
315,32,,
316,32,,
317,32,,
318,32,,
319,32,,
320,32,,
321,32,,
322,32,,
323,33,,
324,33,,
325,33,,
326,33,,
327,33,,
328,33,,
329,33,,
330,33,,
331,33,,
332,33,,
333,34,,
334,34,,
335,34,,
336,34,,
337,34,,
338,34,,
339,34,,
340,34,,
341,34,,
342,34,,
343,35,,
344,35,,
345,35,,
346,35,,
347,35,,
348,35,,
349,35,,
350,35,,
351,35,,
352,35,,
353,36,,
354,36,,
355,36,,
356,36,,
357,36,,
358,36,,
359,36,,
360,36,,
361,36,,
362,36,,
363,37,,
364,37,,
365,37,,
366,37,,
367,37,,
368,37,,
369,37,,
370,37,,
371,37,,
372,37,,
373,38,,
374,38,,
375,38,,
376,38,,
377,38,,
378,38,,
379,38,,
380,38,,
381,38,,
382,38,,
383,39,,
384,39,,
385,39,,
386,39,,
387,39,,
388,39,,
389,39,,
390,39,,
391,39,,
392,39,,
393,39,,
394,39,,
395,39,,
396,39,,
397,40,,
398,40,,
399,40,,
400,40,,
401,40,,
402,40,,
403,40,,
404,40,,
405,40,,
406,40,,
407,40,,
408,40,,
409,40,,
410,40,,
411,41,,
412,41,,
413,41,,
414,41,,
415,41,,
416,41,,
417,41,,
418,41,,
419,41,,
420,41,,
421,42,,
422,42,,
423,42,,
424,42,,
425,42,,
426,42,,
427,42,,
428,42,,
429,42,,
430,42,,
431,43,,
432,43,,
433,43,,
434,43,,
435,43,,
436,43,,
437,43,,
438,43,,
439,43,,
440,43,,
441,44,,
442,44,,
443,44,,
444,44,,
445,44,,
446,44,,
447,44,,
448,44,,
449,44,,
450,44,,
451,45,,
452,45,,
453,45,,
454,45,,
455,45,,
456,45,,
457,45,,
458,45,,
459,45,,
460,45,,
461,46,,
462,46,,
463,46,,
464,46,,
465,46,,
466,46,,
467,46,,
468,46,,
469,46,,
470,46,,
471,47,,
472,47,,
473,47,,
474,47,,
475,47,,
476,47,,
477,47,,
478,47,,
479,47,,
480,47,,
481,47,,
482,47,,
483,47,,
484,47,,
485,47,,
486,48,,
487,48,,
488,48,,
489,48,,
490,48,,
491,48,,
492,48,,
493,48,,
494,48,,
495,48,,
496,48,,
497,48,,
498,48,,
499,48,,
500,48,,
501,49,,
502,49,,
503,49,,
504,49,,
505,49,,
506,49,,
507,49,,
508,49,,
509,49,,
510,49,,
511,49,,
512,49,,
513,49,,
514,49,,
515,49,,
516,50,,
517,50,,
518,50,,
519,50,,
520,50,,
521,50,,
522,50,,
523,50,,
524,50,,
525,50,,
526,50,,
527,50,,
528,50,,
529,50,,
530,50,,
