id,name,from,content
52,賽季結算獎勵,競技場信件,我謹代表幽夢學園祝賀您在組隊聯賽中取得第{1}名的成績，為表彰您的技藝和勇猛，我們送予您以下獎勵！
53,申請通過,競技場信件,親愛的學長，您組隊聯賽的申請已被隊長通過，快去競技場查看隊伍信息吧！
54,隊長移交,競技場信件,親愛的學長，您現在是組隊聯賽中隊伍的隊長了，快去履行隊長的職責吧！
55,逐出提醒,競技場信件,親愛的學長，您已被隊長逐出組隊聯賽的隊伍了，快去再加入或創建一個隊伍參賽吧！
56,金幣週卡訂閱成功,金幣訂閱,恭喜您已成功訂閱為期一週的金幣週卡！從現在開始之後的一週內的掛機金幣產出將增加100%，可以與VIP特權疊加生效喔！訂閱有效期結束後將會自動扣費，并週卡有效期延續一週；如您想取消訂閱，需要主動取消哦。取消方式可在金幣訂閱活動介面查看。
57,社團戰積分賽獎勵,系統信件,祝賀您在社團戰積分賽中取得第{1}名的成績，為表彰您的技藝和勇猛，我們送予您以下獎勵
58,社團戰決賽獎勵,系統信件,祝賀您在社團戰決賽中取得{1}強的成績，為表彰您的技藝和勇猛，我們送予您以下獎勵
59,社團戰決賽獎勵,系統信件,祝賀您在社團戰決賽中取得亞軍，為表彰您的技藝和勇猛，我們送予您以下獎勵
60,社團戰決賽獎勵,系統信件,祝賀您在社團戰決賽中取得冠軍，為表彰您的技藝和勇猛，我們送予您以下獎勵
61,新春鴻運卡獎勵,系統信件,您是{1}級用戶，今日獲得以下獎勵，您的新春鴻運卡獎勵還剩餘{3}天到期！
62,續訂月卡成功,月卡,恭喜您已經成功續訂月卡，您的月卡服務還剩餘{1}天到期。
63,續訂小月卡成功,小月卡,恭喜您已經成功續訂小月卡，您的小月卡服務還剩餘{1}天到期。
64,拼圖活動,活動信件,恭喜您已經完成{1}套拼圖，獲得以下獎勵！
65,各位親愛的學長！,系統信件,"
除了平時在遊戲內社團和好友們交流外，學長們是否還會有其他的一些疑惑或者攻略心得想要和其他的學長們一起探討呢？

《我的學妹不可能那麼萌2》FaceBook中文學長交流區已經建立啦！ヾ(❀^ω^)ﾉﾞ

快來一起參與討論吧！

[url=""https://www.facebook.com/groups/199017591014704/""][c][f95e6a]                    ☞戳我進入☜[-][/c][/url]"
66,升學與覺醒,系統信件,恭喜你在活動期間成功將{1}覺醒至9星，獎勵見附件
67,升學與覺醒,系統信件,恭喜你在活動期間成功將{1}覺醒至10星，獎勵見附件
68,好感度活動,系統信件,恭喜你在活動期間成功令一名戰姬的好感度達到80點，獎勵見附件
69,好感度活動,系統信件,恭喜你在活動期間成功令一名戰姬的好感度達到100點，獎勵見附件
70,櫻花節約會活動,系統信件,恭喜你在活動期間成功達成{1}個約會結局，獎勵見附件
71,愛與誓言之戰活動,系統信件,恭喜你在活動期間成功使用{1}張真愛之證，獎勵見附件
72,佈置宿舍活動,系統信件,在學長的幫助下，新生宿舍全部佈置完畢啦！請收下這份禮物吧！
73,文醜的謝禮,系統信件,在學長的幫助下，文醜的佈置任務全部完成啦！請收下這份禮物吧！
74,魏延的謝禮,系統信件,在學長的幫助下，魏延的佈置任務全部完成啦！請收下這份禮物吧！
75,孫尚香的謝禮,系統信件,在學長的幫助下，孫尚香的佈置任務全部完成啦！請收下這份禮物吧！
76,開服扭蛋福利,系統信件,恭喜學長在開服扭蛋福利活動中達到{1}積分，獲得以下獎勵。
77,幽夢學園的故事,系統信件,恭喜學長在主線劇情中達到第{1}章，獲得以下獎勵。
78,裝備補給獎勵,系統信件,恭喜學長在裝備補給活動中達到{1}積分，獲得以下獎勵。
79,拉霸積分獎勵,系統信件,恭喜學長在拉霸積分活動中達到{1}積分，獲得以下獎勵。
80,退治獎勵,系統信件,你被混沌首領打敗了，領取補給繼續努力
81,退治獎勵,系統信件,你對混沌首領造成了大量傷害，混沌首領暫時撤退了，請領取獎勵繼續追擊
82,退治獎勵,系統信件,你成功退治了混沌首領，進入了更黑暗的區域，請領取您的獎勵
83,問卷調查獎勵,系統信件,感謝學長配合完成問卷調查！這裡是小甘的謝禮，敬請收下～
84,音樂節慶典,系統信件,恭喜學長完成了音樂節慶典的拼圖，獲得蔡文姬的音樂節限定造型「虹音亂墜」，獎勵見附件！
85,學習獎勵計劃,系統信件,恭喜學長升到了{1}級，這裡是來自貂蟬老師的獎勵！請學長今後再接再厲！
86,現場演奏獎勵,系統信件,恭喜學長解鎖現場演奏所有歌曲的Hard難度，獲得方天的音樂節限定造型「爆音連打」！
87,演奏排行榜獎勵,系統信件,恭喜學長在現場演奏的所有Hard難度歌曲中最高排名取得了第{1}名的成績，獎勵見附件！
88,終極聯賽開啟,系統信件,親愛的學長，競技場的終極聯賽新賽季已經開啟啦，淘汰賽開啟後有競猜可以參與喔~
89,入選淘汰賽,系統信件,恭喜學長進入終極聯賽淘汰賽！快去聯賽介面佈置對戰陣容吧~
90,終極聯賽競猜失敗,系統信件,十分遺憾，學長支持的選手 {1} 未能在終極聯賽本輪勝出。請繼續關注後續的比賽吧！
91,終極聯賽競猜成功,系統信件,恭喜學長，您支持的選手 {1} 在終極聯賽本輪勝出了！收下這些競猜獎勵吧~
92,圖書館裡的觀察者通關獎勵,系統信件,恭喜學長在圖書館裡的觀察者活動中通關劇情第{1}章，獲得以下獎勵
93,典籍研究排行榜獎勵,系統信件,恭喜學長在典籍研究活動的單局最高積分排名取得了第{1}名的成績，獎勵見附件！
94,典籍研究累計積分獎勵,系統信件,恭喜學長在典籍研究活動中累計獲得{1}點研究積分，獲得以下獎勵
95,問卷調查獎勵,系統信件,感謝學長配合完成問卷調查！這裡是小甘的謝禮，敬請收下～
96,新造型解鎖,系統信件,親愛的學長，您已成功解鎖{1}的{2}造型，快去查看一下吧！
97,熔岩之暴君通關獎勵,系統信件,恭喜學長在熔岩之暴君活動中通關劇情第{1}章，獲得以下獎勵
98,每月課題,系統信件,恭喜學長達成每月課題中的打工項目，獲得以下獎勵。
99,每月課題,系統信件,恭喜學長達成每月課題中的競技場項目，獲得以下獎勵。
100,每月課題,系統信件,恭喜學長達成每月課題中的升學與覺醒項目，獲得以下獎勵。
101,每月課題,系統信件,恭喜學長達成每月課題中的課外實踐項目，獲得以下獎勵。
102,每月課題進階獎勵,系統信件,恭喜學長達成每月課題中的打工項目，獲得以下進階獎勵。
103,每月課題進階獎勵,系統信件,恭喜學長達成每月課題中的競技場項目，獲得以下進階獎勵。
104,每月課題進階獎勵,系統信件,恭喜學長達成每月課題中的升學與覺醒項目，獲得以下進階獎勵。
105,每月課題進階獎勵,系統信件,恭喜學長達成每月課題中的課外實踐項目，獲得以下進階獎勵。
106,角色挑戰關卡解鎖獎勵,系統信件,親愛的學長，您已成功解鎖銀月角色挑戰第{1}關，獲得以下獎勵。
107,移出提醒,系統信件,親愛的學長，您已被社團管理人員移出社團“{1}”了，快去再加入或創建一個社團吧！
108,咖啡製作升級獎勵,系統信件,恭喜學長在咖啡製作活動中將熟練等級升至第{1}級，獲得以下獎勵
109,向群星祈願完成次數獎勵,系統信件,恭喜學長在向群星祈願活動中完成規定次數，獲得以下獎勵。
110,角色挑戰競速模式排名獎勵,系統信件,恭喜學長在角色挑戰競速模式中取得了第{1}名的成績，獎勵見附件！
111,體驗服任務獎勵,系統信件,親愛的學長，恭喜您在體驗服完成了特邀考核任務，獲得以下獎勵。
112,活動道具回收,系統信件,親愛的學長，{1}活動已經結束，您持有的{2}個{3}被回收，獲得以下獎勵。
113,戰姬迎新獎勵,系統信件,恭喜你在扭蛋迎新活動期間第{1}次獲得{2}，獲得豐厚獎勵，獎勵見附件。
114,繽紛氣球好感度獎勵,系統信件,恭喜您在繽紛氣球活動中好感度達到{1}，獲得以下獎勵。
115,幽夢運動會陣營戰排名獎勵,系統信件,恭喜學長在幽夢運動會陣營戰的全員對抗期中取得了第{1}名的成績，獎勵見附件！
116,幽夢運動會陣營戰排名獎勵,系統信件,恭喜學長在幽夢運動會陣營戰的全員對抗期中取得了排名前{1}%的成績，獎勵見附件！
117,幽夢運動會精英對抗排名獎勵,系統信件,恭喜學長在幽夢運動會陣營戰的精英對抗期中取得了第{1}名的成績，為所在陣營贏得了{2}點活動積分，該積分已計入最終結算。其餘獎勵見附件！
118,幽夢運動會獎勵,系統信件,恭喜學長所屬的陣營在幽夢運動會中最終取得了第{1}名的成績，獎勵見附件！
119,入學福袋獎勵,活動信件,恭喜學長，全服入學準備次數已經達到{1}次，達成入學福袋規定次數，獲得以下獎勵。
120,好友BOSS助戰獎勵,系統信件,親愛的學長，您設置的助戰戰姬在上週成功助戰好友{1}次，獎勵見附件！
121,每月課題,系統信件,恭喜學長達成每月課題中的探秘書靈秘境項目，獲得以下獎勵。
122,每月課題進階獎勵,系統信件,恭喜學長達成每月課題中的探秘書靈秘境項目，獲得以下進階獎勵。
123,探索書靈秘境活動達標獎勵,系統信件,恭喜學長在探索書靈秘境活動中任務達標，獲得以下獎勵。
124,入學測驗排名獎勵,系統信件,恭喜學長在入學測驗中取得了第{1}名的成績，獎勵見附件！
125,入學測驗排名獎勵,系統信件,恭喜學長在入學測驗中取得了排名前{1}%的成績，獎勵見附件！
126,心動水晶禮盒獎勵,活動信件,親愛的學長，感謝您成功購買了水晶禮包，這是您今日的心動水晶與定情寶鑽。
127,探索校園活動收集獎勵,系統信件,恭喜學長在探索校園活動中完成了{1}個道具的收集，獎勵見附件！
128,冰爽一夏活動獎勵,系統信件,恭喜學長在冰爽一夏中閱讀劇情第{1}章，獲得以下獎勵
129,舊友新知回歸任務獎勵,系統信件,恭喜學長在舊友新知中完成了回歸任務，獲得以下獎勵！
130,舊友新知重聚任務獎勵,系統信件,恭喜學長在舊友新知中完成了重聚任務，獲得以下獎勵！
131,心願扭蛋獎勵,系統信件,恭喜你在心願扭蛋活動中累計抽取{1}次，獲得以下獎勵！
132,每日獎勵,系統信件,活動期間，每日登入即可領取琴槌*1，獎勵見附件。
133,童話幻境冒險活動獎勵,系統信件,恭喜學長在童話幻境冒險活動中達到了活動等級{1}，獎勵見附件！
134,社長職位轉移,社團信件,由於{1}連續7天未登入，所以其社長職位已由系統自動轉移，{2}現在是{3}社團新的社長。
135,校園聯賽結束提醒,競技場信件,親愛的學長，競技場的校園聯賽還剩不到24小時就要關閉了，請抓緊時間去戰鬥吧！
136,小紅帽的禮物獎勵,活動信件,感謝您購買了小紅帽的禮物，今日獲得以下獎勵，您的一級尊享獎勵還剩餘{1}天到期！
137,小紅帽的禮物獎勵,活動信件,感謝您購買了小紅帽的禮物，今日獲得以下獎勵，您的鑽石級獎勵還剩餘{1}天到期！
138,小紅帽的禮物獎勵,活動信件,感謝您購買了小紅帽的禮物，今日獲得以下獎勵，您的鑽石級獎勵還剩餘{1}天到期！
139,學院考核積分獎勵,系統信件,恭喜學長在本賽季的學院考核中達到{1}積分，獲得以下獎勵！
140,學院考核排名獎勵,系統信件,我謹代表學妹學院祝賀您在本賽季學院考核中取得{1}學院第1名的成績，為表彰您的技藝和勇猛，我們送予您{2}！請點擊個人資訊進行查看。
141,上頂樓基金,系統信件,恭喜學長通關上頂樓{1}層，這是學長購買上頂樓基金禮包的獎勵！請學長今後再接再厲！
142,社團戰積分排位賽結束提醒,系統信件,親愛的學長，社團戰的積分排位賽還剩不到24小時就要結束了，請抓緊時間去戰鬥吧！
143,突破祭典,系統信件,恭喜你在活動期間成功突破14星{1}，獎勵見附件
144,突破祭典,系統信件,恭喜你在活動期間成功突破15星{1}，獎勵見附件
145,探秘舊校舍樓層獎勵,系統信件,恭喜學長在探秘舊校舍活動中通關了{1}的{2}個關卡，獲得以下獎勵！
146,探秘舊校舍區域獎勵,系統信件,恭喜學長在探秘舊校舍活動中通關了{1}，獲得以下獎勵！
147,探秘舊校舍積分獎勵,系統信件,恭喜學長在探秘舊校舍活動中總積分達到了{1}點，獲得以下獎勵！
148,探秘舊校舍排名獎勵,系統信件,恭喜學長在探秘舊校舍活動中取得了第{1}名的成績，獎勵見附件！
149,新手七日任務獎勵,系統信件,恭喜學長出色完成了新手七日任務，其中已完成任務但未領取的獎勵請見附件！
150,新手七日任務進度獎勵,系統信件,恭喜學長在新手七日任務活動中總進度達到了{1}點，以下是未領取的獎勵！
151,拉芙麗漂流記收集獎勵,活動信件,恭喜學長在拉芙麗漂流記中收集到了{1}個珊瑚枝，獲得以下獎勵！
152,每日獎勵,系統信件,活動期間，每日登入即可領取船舵*4、鑽石*150，獎勵見附件。
153,活動道具回收,系統信件,親愛的學長，{1}活動已經結束，您持有的{2}個{3}被回收。
154,探秘舊校舍排名獎勵,系統信件,恭喜學長在本期探秘舊校舍中取得了第{1}名的成績，獎勵見附件！
155,探秘舊校舍獎勵,系統信件,親愛的學長，本期探索舊校舍已經結束，其中已完成任務但未領取的獎勵請見附件！
156,探秘舊校舍排名獎勵,系統信件,恭喜學長在本期探秘舊校舍中取得了第{1}名的成績，獲得限時獎勵頭像框{2}！該獎勵有效期14天，請點擊個人資訊進行查看。
157,魂器助力獎勵,活動信件,親愛的學長，恭喜你獲得了{1}點魂器積分，基礎獎勵請見附件！
158,魂器助力獎勵,活動信件,親愛的學長，恭喜你獲得了{1}點魂器積分，額外獎勵請見附件！
159,新手十連扭蛋獎勵,系統信件,親愛的學長，新手十連扭蛋已經結束，未領取的十連獎勵請見附件！
160,新手扭蛋池獎勵,系統信件,親愛的學長，新手扭蛋池活動已經結束，未領取的扭蛋獎勵請見附件！
161,開春迎新獎勵,系統信件,恭喜學長在開春迎新活動中迎接了{1}名戰姬，獲得以下獎勵！
162,新婚紗造型已解鎖,系統信件,{1}的婚紗造型已解鎖，感謝學長自誓約之日起的陪伴。今天，{1}穿上了嶄新的婚紗。學長是否要與她一起，回顧那值得紀念的時刻呢？\n（之後可以在約會介面中再次回顧誓約動畫）
163,累儲返利獎勵,系統信件,恭喜您在累儲返利活動中達到{1}積分，獲得以下獎勵。
164,下課後的閒暇時光結束提醒,系統信件,親愛的學長，下課后的閒暇時光還剩不到24小時就要結束啦，不要忘記兌換活動獎勵喔！
165,禮包購買失敗，可免費換取,重要信件,"
親愛的學長，

經小甘的確認發現，您在購買金額為{1}NT$的禮包時付款成功但禮包發放失敗。

因此，您現在可以前往禮包頁面免費獲得1個等價禮包，點擊下方「立即查看」可跳轉至禮包介面，點擊購買即可免費換取禮包~

小甘很抱歉給您帶來不便，如果有其他任何問題歡迎聯繫小甘~"
166,使魔迎新大作戰獎勵,活動信件,親愛的學長，恭喜在使魔迎新大作戰活動中達成了任務：馴養水晶魔像，獲得以下獎勵！
167,使魔迎新大作戰獎勵,活動信件,親愛的學長，恭喜在使魔迎新大作戰活動中提升水晶魔像等级至{1}，獲得以下獎勵！
168,使魔迎新大作戰獎勵,活動信件,親愛的學長，恭喜在使魔迎新大作戰活動中提升水晶魔像光環總等级至{1}，獲得以下獎勵！
169,活動獎勵,系統信件,親愛的學長，{1}活動已經結束，未領取的獎勵請見附件！
170,招生處的回禮,系統信件,恭喜學長在{1}陣營積分達到{2}，獲得以下獎勵！
171,手偶遊行獎勵,系統信件,恭喜學長在手偶遊行活動中收集到了{1}個小丑手偶，獲得以下獎勵！
172,巧克力禮盒開啟獎勵,系統信件,恭喜學長在甜蜜心動活動中開啟了{1}個{2}，獲得以下獎勵！
173,限時委託任務獎勵,系統信件,恭喜學長在限時委託任務活動中達成條件，獲得豐厚獎勵，獎勵見附件。
174,天空島開啟預告,系統信件,天空島即將開放，期間將會出現強力的BOSS，與社團成員協力挑戰吧。\n屆時將無法退出或解散社團，請各位學長抓緊時間備戰！\n具體時間可前往社團介面，右上角天空島入口處查看。
175,天空島BOSS排名獎勵,系統信件,天空島已結束，恭喜學長在BOSS{1}中得分排名為第{2}名，獲得以下獎勵！
176,天空島社團排名獎勵,系統信件,恭喜學長所在的社團在天空島中排名為第{1}名，獲得以下獎勵！
177,舊校舍賽季商品結束提醒,系統信件,親愛的學長，舊校舍商店中賽季商品還剩不到24小時就要停止兌換了，請抓緊時間去兌換獎勵吧！
178,天空島BOSS擊殺獎勵,系統信件,BOSS已被成功擊殺，恭喜你獲得以下獎勵！
179,社團特供購買獎勵,系統信件,親愛的學長，社員[c][0069cc]{1}[-][/c]購買了社團特供的限購禮包，並給所有社團成員送來一份獎勵！
180,古城掘金排名獎勵,系統信件,恭喜學長在古城掘金活動中取得了第{1}名的成績，獲得以下獎勵！
181,活動結束提醒,系統信件,親愛的學長，{1}活動僅剩最後1天啦，抓緊時間參與活動吧~
182,異度水晶收集獎勵,活動信件,恭喜學長在異度探險活動中收集到了{1}個異度水晶，獲得以下獎勵！
183,天空島社團排名獎勵,系統信件,恭喜學長所在的社團在天空島中排名為第{1}名，獲得限時獎勵頭像框{2}！該獎勵有效期28天，請點擊個人信息進行查看。
184,回歸助力-基礎獎勵,活動信件,親愛的學長，恭喜你獲得了{1}點回歸積分，基礎獎勵請見附件！
185,回歸助力-額外獎勵,活動信件,親愛的學長，恭喜你獲得了{1}點回歸積分，額外獎勵請見附件！
186,入學測驗競猜,系统信件,恭喜學長，您支持的陣容在入學測驗的競猜活動中勝出了！收下這些競猜獎勵吧~
187,人氣戰姬總選拔-累積投票獎勵,活動信件,親愛的學長，恭喜您在人氣戰姬總選拔活動中完成了累積投票任務，獲得以下獎勵！
188,星辰的賀禮-每日獻禮,活動信件,親愛的學長，收下這份來自星辰的賀禮吧！薇薇安會繼續向群星祈願，愿學長在學園中能度過充實的每一天！
190,入學測驗升檔提示,活動信件,恭喜學長在入學測驗活動中的檔位獲得了提升！請學長前往活動，查看檔位提升後新解鎖的效果。
191,裝扮採購狂歡節,系統信件,恭喜學長在裝扮採購狂歡節中完成了活動任務，獲得以下獎勵！
192,小紅帽的禮物獎勵,活動信件,感謝您購買了小紅帽的禮物，今日獲得以下獎勵，您的三級尊享獎勵還剩餘{1}天到期！
193,小紅帽的禮物獎勵,活動信件,感謝您購買了小紅帽的禮物，今日獲得以下獎勵，您的二級尊享獎勵還剩餘{1}天到期！
194,水槍大戰造型補償信件,系統信件,親愛的學長，我們針對您擁有的水槍大戰造型背景進行了優化調整，會刪除您原來所擁有的該背景，並補償300鑽石，您能在選單介面的背景功能中購買「沙灘一角」背景。給您帶來不便，敬請見諒！
195,假日海灘造型補償信件,系統信件,親愛的學長，我們針對您擁有的假日海灘造型背景進行了優化調整，會刪除您原來所擁有的該背景，並補償300鑽石，您能在選單介面的背景功能中購買「沙灘小店」背景。給您帶來不便，敬請見諒！
196,入學測驗優等生表揚,活動信件,恭喜學長在入學測驗中達到了最高檔！獲得限時頭像框「測驗優等生」！該獎勵有效期28天，請點擊個人資訊進行查看。
197,幽夢體育祭精英對抗賽晉級提醒,活動信件,恭喜學長在幽夢體育祭活動中取得了所屬陣營的前100名，成功晉級了精英對抗賽！請學長前往參與精英對抗吧！
198,課外實踐击杀獎勵,系統信件,恭喜你在課外實踐中完成了新課題，獲得以下獎勵！
199,新手基金禮包剩餘獎勵,系統信件,親愛的學長，我們對新手基金禮包進行了更改，您之前購買過的新手基金禮包的剩餘獎勵已透過郵件發送給您，請學長查收。
200,時間迴廊關卡結算獎勵,系統信件,恭喜學長在時間迴廊·{1}的傷害排名中獲得了第{2}名的成績，獲得以下獎勵！
201,每月課題,系統信件,恭喜學長達成每月課題中的課外實踐項目，獲得以下獎勵。
202,每月課題進階獎勵,系統信件,恭喜學長達成每月課題中的課外實踐項目，獲得以下進階獎勵。
203,課外實踐通關獎勵,系統信件,課外實踐的關卡挑戰成功，恭喜你獲得以下獎勵！
204,時間迴廊關卡結算獎勵,系統信件,恭喜學長在時間迴廊·{1}的傷害排名中獲得了排名前{2}%的成績，獲得以下獎勵！
205,積分賽結束提醒,系統信件,親愛的學長，終極聯賽的積分賽還剩不到24小時就要關閉了，請抓緊時間去戰鬥吧！
206,積分賽結算獎勵,系統信件,我謹代表幽夢學園祝賀您在終極聯賽積分賽中達到{1}段位，為表彰您的技藝和勇猛，我們送予您以下獎勵！
207,終極聯賽排名獎勵,系統信件,恭喜學長在終極聯賽中取得冠軍，獲得限時獎勵頭像框！該獎勵有效期限28天，請點擊個人資訊進行查看。
208,終極聯賽排名獎勵,系統信件,恭喜學長在終極聯賽中取得{1}強，獲得限時獎勵頭像框！該獎勵有效期限28天，請點擊個人資訊進行查看。
209,古城掘金贈送鋤頭,活動信件,魏延同學為學長準備了嶄新的金鋤頭！快去古城掘金活動中探索寶物吧！
210,極地遠征個人獎勵,活動信件,為表彰學長在極地遠征中的貢獻，冰原的精靈們為學長獻上了以下獎勵！
211,極地遠征陣營獎勵,活動信件,恭喜學長所在陣營在極地遠征中獲得了第{1}名，獲得以下獎勵！
212,退治獎勵,系統信件,你被混沌首領打敗了，領取補給繼續努力（觸發個性裝扮特殊加成，獲得了額外的水晶刻刀）
213,退治獎勵,系統信件,你對混沌首領造成了大量傷害，混沌首領暫時撤退了，請領取獎勵繼續追擊（觸發個性裝扮特殊加成，獲得了額外的水晶刻刀）
214,退治獎勵,系統信件,你成功退治了混沌首領，進入了更黑暗的區域，請領取您的獎勵（觸發個性裝扮特殊加成，獲得了額外的水晶刻刀）
215,聖誕交換結束提醒,活動信件,親愛的學長，聖誕交換活動即將結束，不要忘記交換禮物喔！
216,床頭驚喜掛襪獎勵,活動信件,恭喜學長在床頭驚喜中掛起了{1}個聖誕襪，獲得以下獎勵！
217,探秘舊校舍活動結束提醒,系統信件,親愛的學長，探秘舊校舍活動還剩不到24小時就要結束了，請抓緊時間去戰鬥吧！
218,限時禮包結束提醒,系統信件,親愛的學長，{1}僅剩最後1天啦，不要錯過限時優惠哦~
219,來參加煙火節吧,系統信件,親愛的學長，今天有前往煙火節參與活動嗎？這是用來點燃煙火的火柴，敬請收下～
220,煙火節累計獎勵,系統信件,恭喜學長在煙火節中完成了{1}場煙火表演，獲得以下獎勵。
221,神隙試煉排名獎勵,系統信件,恭喜學長在神隙試煉中獲得了總排名{1}的成績，獲得以下獎勵！
222,神隙試煉排名獎勵,系統信件,恭喜學長在{1}中獲得了排名{2}的成績，獲得以下獎勵！
