id,fort_name,fort_name2,name,description,skill
24,魏延·病房日記,魏延·病房日記,和學姐一起的日子,和之前的黑暗不同，現在的病房窗戶大開，已經有了充足的日照光線，還在室內增添了花卉之類的小擺設。若不是有時常進出的醫護人員，魏延甚至會覺得是生活在自己溫暖的臥室裡。,
25,魏延·病房日記,魏延·病房日記,夢醒時分,魏延沉睡著，也不知道是麻醉藥的效果還是自己內心的抗拒，一直無法醒來。她在做夢，做了一個好長好長的夢……,
26,魏延·病房日記,魏延·病房日記,康復訓練,學院的屋頂平台上，兩個敏捷的身影運動著，不時發出一些光亮或聲響。為了適應新的肢體，魏延在這處無人的秘境開始了特訓。,
27,魏延·病房日記,魏延·病房日記,最後的訓練—告別,整日的特訓很有成效，最後的訓練終於到來，魏延明白，之後的日子裡，諸葛亮學姐不可能永遠陪著自己，是時候和學姐告別了。,
28,魏延·病房日記,魏延·病房日記,一個人的晚餐,新的學年，魏延已經正式入學幽夢學園了。雖然她還是會時不時地做那個噩夢，但有關心自己的學姐和學長在，很多時候就不怕了。,
29,魏延·病房日記,魏延·病房日記,重逢……,深夜的寢室，只有角落的少數幾盞燈亮著，房間的大部分區域都處在黑暗裡。本是熟睡的魏延忽然被一陣低沉的吼叫驚醒，戒備著不明敵人的她向房間的光亮處靠攏，藉著光線，她看到了眼前那個熟悉卻又陌生的身影……,
30,魏延·病房日記,魏延·病房日記,告別，不再迷惘,被戰鬥破壞得支離破碎的寢室裡，昏迷的魏延倒在地上。她的身上滿是血跡，機械臂的警示燈閃爍著，發出急促的『嘟！嘟！』聲……,
31,貂蟬·Leave\nNo Girl Behind,貂蟬·Leave No Girl Behind,補考日,學園祭是幽夢學園一個重要的日子，但並非所有人都能盡情的享受這天，比如，那些在學習上表現不是特別突出的、需要參加補考的學妹們。,
32,貂蟬·Leave\nNo Girl Behind,貂蟬·Leave No Girl Behind,校園裡的教師,拋下了到場的補考生們，這位嚴苛但負責的教師向著黑霧升起的方向前進著，她可不希望自己的學生因為什麼意外情況缺席了重要的考試。,
33,貂蟬·Leave\nNo Girl Behind,貂蟬·Leave No Girl Behind,風紀委員防線,學園祭的攤位附近，黑煙依舊沒有散去，風紀委員們已經在此處建立了隔離帶，抵抗著一波又一波混沌體徵患者的衝擊。好不容易來到此處的貂蟬，在那群風紀委員中發現了一個熟悉的身影。,
34,貂蟬·Leave\nNo Girl Behind,貂蟬·Leave No Girl Behind,迂迴,即使有著風紀委員們的幫助，在混亂且危機重重的學園祭戰區中前行依然是一件很艱難的事情，但做出了決定的教師可不會因此退縮。,
35,貂蟬·Leave\nNo Girl Behind,貂蟬·Leave No Girl Behind,DEF突擊隊,救援隊伍謹慎地避開一切可能的陷阱和麻煩，緩緩地穿過學園祭戰區的中心地帶。貂蟬在剛剛的一次戰鬥中和大部隊走散了，此時她正被身旁的一群深度感染者圍攻……,
36,貂蟬·Leave\nNo Girl Behind,貂蟬·Leave No Girl Behind,穿越交戰區,救人心切的教師帶著那群不明身份的蒙面人向著交戰區行進，沿途遇到的一個躲起來的學生向教師提供的情報也堅定了教師的內心——那個快趕不上補考的兔耳學生就在前方。,
37,貂蟬·Leave\nNo Girl Behind,貂蟬·Leave No Girl Behind,戰況激烈,依稀看到了前方交戰的學生與感染者中那個藍白色的身影，教師加快了前進的步伐，算了算時間，那位缺席的學生應該還能趕上補考。,
38,貂蟬·Leave\nNo Girl Behind,貂蟬·Leave No Girl Behind,混沌戰區,和玉兔一起被圍困的同學接連倒下了，但最令她難受的還是那些同伴倒下之後不久便又站了起來，變成了那群渾身冒著紫色的霧氣的敵人的一員……,
39,貂蟬·Leave\nNo Girl Behind,貂蟬·Leave No Girl Behind,突圍,返回教室的路程很遠，但因為有堅強的大姐頭在身邊一起擊退敵人，所以玉兔一點都不怕，一點都不覺得回程很漫長。在大姐頭的激勵下，她也開始盼望著快點突圍，趕上那場本來會錯過的補考。,
40,貂蟬·Leave\nNo Girl Behind,貂蟬·Leave No Girl Behind,補考,缺席的學生最終按時到達了考場，辛勤的教師的努力沒有白費。但對於學生來說，一場考試無論結果如何都遠不是終點，因為一場考試之後，總會有下一次考試……,
41,諸葛亮·秘密檔案,諸葛亮·秘密檔案,一份卷宗,魏延在學園祭的混亂中成功幫助了學長和米迦勒，而受到諸葛亮的襲擊使得她情緒低落。在下定決心要將陷入混沌的亮學姐帶回來後，魏延想起了亮學姐曾給她說過的一句話……,
42,諸葛亮·秘密檔案,諸葛亮·秘密檔案,調查報告（上）,混沌體徵的出現絕不是偶然，在不走漏訊息的前提下想要了解這一疾病，諸葛亮認為一些有風險的操作是必要的。,
43,諸葛亮·秘密檔案,諸葛亮·秘密檔案,調查報告（下）,隨著調查的深入，接觸混沌體徵患者的時間越來越長，諸葛亮的意識似乎也漸漸地遭到侵蝕……昏暗的病房中，一個熟悉卻陌生的身影接近了諸葛亮……,
44,諸葛亮·秘密檔案,諸葛亮·秘密檔案,致魏延（上）,意識到自己所處的狀況，諸葛亮想起了自己一直細心照顧的學妹，覺得有必要給她留下一些訊息，讓學園的情況不至於變得太糟糕。,
45,諸葛亮·秘密檔案,諸葛亮·秘密檔案,致魏延（下）,寫下一條又一條注意事項，叮囑一句又一句處理方法，聰明細心的學姐不忘在信的末尾再鼓勵一下不太自信的學妹，并定下了重逢的約定。,
46,諸葛亮·秘密檔案,諸葛亮·秘密檔案,留言,計劃一步步地順利進行著，不只是學妹和同伴，學園裡所有的勢力，哪怕是多處理念不合的『敵人』，在混沌來襲的情況下，都值得與之合作。,
47,諸葛亮·秘密檔案,諸葛亮·秘密檔案,致周瑜（上）,給好友的信，是以初次相遇時的情景開頭的，有些情感與想法或許只有用文字才能傳達到吧。,
48,諸葛亮·秘密檔案,諸葛亮·秘密檔案,致周瑜（下）,雖說有些事情不必多言，但終究還是不想讓好友對自己產生一點誤會，終究還是對自己的行為有些許愧疚，少女在信中向好友傾訴了許多。,
49,諸葛亮·秘密檔案,諸葛亮·秘密檔案,附錄：最後的接觸,書信與包裹都已成功送出，意識隨時可能淪陷的諸葛亮吃力的想要留下更多訊息，但那個狂妄的白色人影已經站在了她的身前……,
50,諸葛亮·秘密檔案,諸葛亮·秘密檔案,錄音,情報的傳遞、秘密的交流，有些東西只有絕對熟悉、絕對信任的同伴才能知悉。諸葛亮相信，那位同伴一定能將事情很好的解決。,
51,呂蒙·追隨者,呂蒙·追隨者,那一天,那一天，學長失蹤、混沌來襲，幽夢學園的大家陷入了從前所未有的困境，呂蒙也不例外。,
52,呂蒙·追隨者,呂蒙·追隨者,處境,混亂的校園中，不論何時都有可能遇上來襲的敵人，一不留神就有可能使自己變成那種可怕的紫色敵人，所以任何時候都要努力戰鬥下去！,
53,呂蒙·追隨者,呂蒙·追隨者,希望,呂蒙和同伴們進行著似乎看不到盡頭的戰鬥，但大家心裡都抱著對未來的希望，所以不會感到迷茫。,
54,呂蒙·追隨者,呂蒙·追隨者,反擊前夕,因為聽到了那個名字，所以即使是平時看上去很不靠譜的呂蒙，也堅持著想要前去戰鬥的想法，但這似乎沒有得到大家的認可……,
55,呂蒙·追隨者,呂蒙·追隨者,內心的願望,因為實力不足，所以自己真的只能看著其他人前去戰鬥，解救關羽嗎？失落的呂蒙離開了人群，暗自發問……,
56,呂蒙·追隨者,呂蒙·追隨者,非去不可的理由,自己不可能永遠在他人的保護下生活，有些事只有嘗試了才知道結果！臉頰發紅的少女向同伴訴說著自己的心聲。,
57,呂蒙·追隨者,呂蒙·追隨者,一路前行,許褚帶領著夥伴們在雜亂的植物間穿行，若不是像她這麼特別熟悉植物的人帶領，呂蒙根本不會發現學園中竟然有這麼多捷徑小路。,
58,呂蒙·追隨者,呂蒙·追隨者,二人的距離,雖然靠近混沌體徵患者就已經極為困難，但呂蒙還是堅持著走上前去，冒著隨時被攻擊的風險，向眼前似乎沒能認出自己的學姐訴說著心聲。,
59,呂蒙·追隨者,呂蒙·追隨者,特訓,只有花費超出他人數倍的努力進行練習，才可能讓弱小之人追上強者的步伐。少女清晰的記得，當初自己在特訓時經歷的種種事情。,
60,呂蒙·追隨者,呂蒙·追隨者,逆鱗,回憶著和嚮往之人的經歷，呂蒙決定正面面對強敵，她相信自己可以通過自己的努力拯救陷入深淵的學姐。,
61,方天·正義執行者,方天·正義執行者,天降正義,不知從何時開始，幽夢學園中偶爾便會出現一些受到混沌體徵感染的學生，無差別地去攻擊他人。曹操今天的運氣不算太好，不知以何種原因聚集的一大群混沌體徵患者包圍了她，似乎已讓她走投無路。,
62,方天·正義執行者,方天·正義執行者,求助,倒下的少女像是電器損壞一般不再能行動。曹操看著少女裝備的各種科技道具想起了什麼，抱起她朝著機巧社的方向前去。,
63,方天·正義執行者,方天·正義執行者,實驗室,看著前來求助的曹操和昏迷不醒的方天，機巧社的首席研究員諸葛亮決定開啟秘密的實驗室來嘗試解決問題。,
64,方天·正義執行者,方天·正義執行者,方天？,方天靜靜的躺在實驗室的床上，她身上裝備的輔助儀器完美地和床邊的裝置連接在一起，似乎最開始這就是一套設備！,
65,方天·正義執行者,方天·正義執行者,診斷,漫長的診斷終於有了結果，曹操和諸葛亮對於這個意外的結果有了新的看法……,
66,方天·正義執行者,方天·正義執行者,沉思,神秘的疾病與同伴的昏迷似乎有著相似的狀況，出現這種狀況的原因尚不得而知，但曹操似乎已經認定這一切出自同一個陰謀，并陷入了沉思……,
67,方天·正義執行者,方天·正義執行者,腳下的路,曹操畢竟不是學園裡無關緊要的小角色，她確實還有需要完成的重要事情。在將救助方天和探尋真相的希望交給了諸葛亮後，曹操認清了自己腳下的路，繼續走下去。,
68,方天·正義執行者,方天·正義執行者,記憶碎片,輔助儀器傳輸出的雜亂數據終於解析成功，屏幕上出現的一幕幕畫面令實驗室中嬌小少女的臉上寫滿了震驚。,
69,方天·正義執行者,方天·正義執行者,睡夢之中,方天做了一個很長很長的夢，夢裡的事情雖然瑣碎，但每一件事都讓她覺得是那麼的真實，彷彿自己曾經經歷過一般……,
70,方天·正義執行者,方天·正義執行者,學園盡頭的休息室,內心的意志、世界的真相、前進的目標，大夢初醒的少女提出了數個問題，而在這間狹小的休息室中似乎沒有人能夠給她答案。,
71,巴尼拉·隱蹤的魔女,巴尼拉·隱蹤的魔女,來自圖書館的求援,本則故事，發生在幽夢學園誕生的初期，當初的神威學院院長收到了來自一位許久未見的好友的求援訊息。,
72,巴尼拉·隱蹤的魔女,巴尼拉·隱蹤的魔女,會合,銀月進入圖書館後發現巴尼拉正遭受著不知名怪物的攻擊，她不清楚為何實力強大的好友在面對弱小怪物時顯得畏手畏腳的，但還是立刻上前提供援助。,
73,巴尼拉·隱蹤的魔女,巴尼拉·隱蹤的魔女,確定目標,銀月在得知了這些書靈混亂的根源後，決定和巴尼拉合作，開始向圖書館上層發起攻略。,
74,巴尼拉·隱蹤的魔女,巴尼拉·隱蹤的魔女,整理,兩人沿著館內的樓梯向上行進著，不過銀月在看到沿途糟糕的衛生環境後，向巴尼拉提出了在解決事件后進行大掃除的要求。,
75,巴尼拉·隱蹤的魔女,巴尼拉·隱蹤的魔女,強感知力的煩惱,雖然常人難以注意到書靈們的低語，但巴尼拉發現銀月那異於常人的感知力讓她陷入了這些書靈的吵鬧之中……,
76,巴尼拉·隱蹤的魔女,巴尼拉·隱蹤的魔女,寂寞,巴尼拉對於知識的渴求令銀月感到些許不安，她擔心好友可能誤入歧途，詢問後才了解到巴尼拉也有著自己的苦惱。,
77,巴尼拉·隱蹤的魔女,巴尼拉·隱蹤的魔女,過去的陰影,巴尼拉提到了令人傷心的往事，這令她情緒激動得沒有注意到危險的臨近，還好有銀月及時的救援化解了危機。,
78,巴尼拉·隱蹤的魔女,巴尼拉·隱蹤的魔女,最上層,圖書館的上層，是一大片如迷宮一般的書架，恢復了體力的銀月與重新振作的巴尼拉，即將面對那個最強的書靈。,
79,巴尼拉·隱蹤的魔女,巴尼拉·隱蹤的魔女,險境,最後這隻書靈的力量非比尋常，察覺到危險的銀月決定使出全力將其破壞。然而巴尼拉卻極力反對，并堅持要求由自己來制服書靈。,
80,巴尼拉·隱蹤的魔女,巴尼拉·隱蹤的魔女,巴尼拉的研究,與書靈的戰鬥終於結束了，而銀月也終於發現了巴尼拉一直正在研究的內容——真知水晶。,
81,圖靈·第一監察者,圖靈·第一監察者,重啟,幽夢學園一處無人的倉庫中，一個引擎孤獨而堅定地運轉著。重啟失敗，便再次嘗試。,
82,圖靈·第一監察者,圖靈·第一監察者,索引：龐統,查詢破壞原因，檢索受損記錄，在引擎重複了數次這個操作後，終於找到一個匹配結果——戰場，幽夢小隊，龐統……,
83,圖靈·第一監察者,圖靈·第一監察者,索引：混沌之戰,索引人物龐統，查詢後返回的數據逐漸被解析：進攻混沌軍團的前線，「風」隊的全軍覆沒讓怒不可遏的龐統想到了圖靈的警告……,
84,圖靈·第一監察者,圖靈·第一監察者,索引：幽夢集結,索引：……\n警告，追溯到「風」「華」「綺」「麗」軍隊人物……\n系統檢測到異常因素：矛盾……,
85,圖靈·第一監察者,圖靈·第一監察者,索引：呂布,追溯異常因子「情感」，構築異常源頭——呂布……\n事件的種子總是早早的埋下，當時的圖靈還未能理解那次對話的意義。,
86,圖靈·第一監察者,圖靈·第一監察者,索引：「心」,AI永遠會做出最為合理的判斷，沒有感情，沒有私心。但圖靈卻在不知不覺中產生了對「自我」的渴望……,
87,圖靈·第一監察者,圖靈·第一監察者,索引：核心檔案,在漫長的漂流之後，少女終於鏈接到了核心檔案庫，她驚訝地發現檔案中記錄的日期與當前系統時間相差超過百年。,
88,圖靈·第一監察者,圖靈·第一監察者,破碎的「心」,支離破碎的系統始終無法支撐少女抵達終點，但這趟旅途絕非毫無意義——至少她自己堅信這一點。了解現狀之後，她閉上了眼，接受了這一切……,
89,圖靈·第一監察者,圖靈·第一監察者,重生,[啟動完成]\n在一片黑暗虛無的空間中，少女再次醒來。她終於抵達了終點，又即將踏上新的旅程。,
90,圖靈·第一監察者,圖靈·第一監察者,重啟，重啟，重啟,"
重啟——重啟失敗
重啟——重啟失敗
重啟——重啟——重啟——
……
少女一直嘗試著，無視能量不足、機能受損的警告，因為這一次，她有了明確的目標。",
91,以掃&雅各·命運雙子,以掃&雅各·命運雙子,逃亡,自從三年前起源之地的事情後，妹妹雅各的身體便愈發虛弱。\n為了逃離混沌勢力的侵襲，以掃帶著雅各踏上了逃亡之旅。\n但在逃亡的過程中，她們屢次遭受到混沌士兵的襲擊……,
92,以掃&雅各·命運雙子,以掃&雅各·命運雙子,救援,兩人遭到了混沌士兵的偷襲，主要負責戰鬥的以掃更是用盡了力量。\n千鈞一髮之際，兩人與執行任務中的幽夢軍團相遇了……,
93,以掃&雅各·命運雙子,以掃&雅各·命運雙子,圍困,眾人遭遇了前所未有的大規模敵人部隊。\n混亂之中，以掃與雅各被敵人隊伍分隔開來……,
94,以掃&雅各·命運雙子,以掃&雅各·命運雙子,爆發,從昏迷中醒來的以掃，得知了妹妹沒能被救回的消息。\n在與帶隊的女武神銀月商議後，以掃加入了討伐混沌的隊伍。,
95,以掃&雅各·命運雙子,以掃&雅各·命運雙子,對峙,潛藏在雅各體內的邪惡，終於露出了獠牙。\n為救妹妹而深入森林的以掃，即將面臨痛苦的抉擇……,
96,以掃&雅各·命運雙子,以掃&雅各·命運雙子,延續,"
混沌曆98年，幽夢軍團即將迎來與混沌的決戰。
以掃與雅各，成為了幽夢的女武神。
但她們卻隱瞞了雅各體內封印的混沌一事。
決戰來臨之際，軍團後方駐地卻突然遭到了敵人的襲擊。",
97,以掃&雅各·命運雙子,以掃&雅各·命運雙子,分隔,由於敵人的法術轟炸，以掃與雅各被迫分開。\n以掃忙著尋找其它通路，雅各則與隊友們一起面對成群的敵人。,
98,以掃&雅各·命運雙子,以掃&雅各·命運雙子,再臨,趁著雅各喘息之際，魘抓住機會，打破了封印。\n原來，雅各吸收的負面情感，一直在滋養著體內的魘。\n現在，魘已經恢復了元氣……,
99,以掃&雅各·命運雙子,以掃&雅各·命運雙子,殘酷,終於找到通路的以掃，成功回到了雅各身邊。\n但等待以掃的，卻是同伴們被屠戮的屍體，以及受到魘蠱惑的雅各。,
100,以掃&雅各·命運雙子,以掃&雅各·命運雙子,沉睡,受到蠱惑的雅各奪取了以掃的天使之身，正中魘下懷，成為煉製真知水晶的容器。\n為阻止魘，雅各運用最後的力量，毀滅了自己的身體，與魘同歸於盡。\n為了拯救妹妹，以掃犧牲自己的身體，留住了兩人的靈魂。僅剩靈魂的命運雙子，互相依偎著，進入了無盡的沉眠……,
101,銀月·指引之月光,銀月·指引之月光,指引前路的月光,在幽夢軍團主力與混沌軍團進行正面交鋒的同時。\n有一支在暗中活躍的部隊，深入最危險的地方，充當著幽夢軍團的耳目。\n而成為這支部隊靈魂的，更是一位特殊的人物。,
102,銀月·指引之月光,銀月·指引之月光,溫暖的魔法,女僕裝宛如銀月的鎧甲，讓她在超常感知力帶來的噪音中保持自我。\n她從未對人表露過自己的困擾。她獨自默默承受的痛苦，卻在一天被一位少女輕易地察覺。,
103,銀月·指引之月光,銀月·指引之月光,未來的打算,與混沌軍團之間的戰爭即將走向尾聲。雖然仍然有不少令人無法釋懷的事情。\n但銀月和巴尼拉還是不禁樂觀地展望起了戰爭結束後的未來。,
104,銀月·指引之月光,銀月·指引之月光,異樣,雖然這是一次棘手的任務，但銀月早已經歷過無數次更加危險的場景。\n比起任務，另外一種異常的氣息更令銀月在意。,
105,銀月·指引之月光,銀月·指引之月光,不安的種子,銀月得知了異常氣息的真相，但或許是出於同情，或許是出於敬意，\n銀月選擇了手下留情。但這也在她的心中埋下了不安的種子。,
106,銀月·指引之月光,銀月·指引之月光,戰爭結束？,最後一場戰鬥即將結束，整場戰爭也迎來了結局。\n銀月認為自己終於可以休息一下了，然而……,
107,銀月·指引之月光,銀月·指引之月光,螢火,付出了慘重的代價，銀月終於趕回了陣地。\n而等待她的只是一片慘狀。,
108,銀月·指引之月光,銀月·指引之月光,新時代,現實容不得銀月有時間去反思和悔恨。在這個時候，最應該做的便是站起身來繼續前行。銀月選擇接受那個神秘聲音的條件，成為新時代中的月光。,
109,銀月·指引之月光,銀月·指引之月光,旅行,幽夢學園已經步入正軌，而銀月心中的不安始終沒有散去。自覺幽夢學園如今已經無需自己，銀月做出了一個決定。,
110,銀月·指引之月光,銀月·指引之月光,月光下的螢火,百餘年後，幽夢學園處於危機之中，一個身影在黑暗中悄然現身。,
111,克瑞絲·奇跡與水晶,克瑞絲·奇跡與水晶,水晶，與少女,焚風荒原附近，白露沙漠邊緣。\n太陽升起，新的一天開始。一個少女從水晶洞中甦醒……,
112,克瑞絲·奇跡與水晶,克瑞絲·奇跡與水晶,尾巴，與少女,成片的水晶簇是這座沙漠的一道風景。水晶凝聚的能量吸引了無數渴求力量的生命，比如混沌生物。少女靠近這片水晶簇，果然，能發現不少混沌生物在凝聚……,
113,克瑞絲·奇跡與水晶,克瑞絲·奇跡與水晶,陌生的早上,新的一天，醒來後，在克瑞絲眼前的，卻是一個陌生的環境。\n……媽媽？克瑞絲似乎從未聽過這種帶著溫度的詞語。,
114,克瑞絲·奇跡與水晶,克瑞絲·奇跡與水晶,大鬍子,在村落中閒逛時，上午那位鬍子很長的大叔突然出現，提出要和克瑞絲比試一場。\n作為一個普通人類，這個大叔是不是太自大了？,
115,克瑞絲·奇跡與水晶,克瑞絲·奇跡與水晶,再次挑戰,正如預期的一樣，戰鬥開始的第一個瞬間，大鬍子被掀翻在地。\n第二次挑戰時，經驗豐富的大鬍子終於預判到了水晶的軌跡。然而，克瑞絲發出的水晶遠遠比他預想得更加龐大……,己方戰姬處於結晶狀態時，生命恢復比例降低50%
116,克瑞絲·奇跡與水晶,克瑞絲·奇跡與水晶,埋在沙漠下的農田,今天，大媽帶著孩子和克瑞絲來到了農田。為了遠離風沙和野獸的侵襲，莊稼被深深埋在了砂礫土下。村民們需要定期翻動沙地，保證莊稼可以充分吸收到來自地表水晶的能量。\n突然，意外發生。幾隻混沌生物從鬆散的土地中冒了出來……,戰鬥開始時，隨機1名己方戰姬被附加結晶印記，2回合後被結晶；\n己方角色處於結晶狀態時，生命恢復比例降低50%
117,克瑞絲·奇跡與水晶,克瑞絲·奇跡與水晶,少女，是神（上）,剛剛結束這裡的戰鬥，村民們又陸續在其他地方發現了混沌生物。大鬍子率領戰鬥小隊前來幫忙。\n眾人的努力下，戰鬥終於結束。然而，許多農田里的莊稼卻在戰鬥中被破壞。失去了這些食物，整個村莊都將陷入危機……,戰鬥開始時，隨機2名己方戰姬被附加結晶印記，2回合後被結晶；\n己方角色處於結晶狀態時，生命恢復比例降低50%
118,克瑞絲·奇跡與水晶,克瑞絲·奇跡與水晶,少女，是神（下）,在許多村民的哭泣聲中，克瑞絲似乎感受到了某種觸動。她閉上眼，赤腳走上田地，感受著生命們的願望。她尾巴尖端的水晶，正跳躍閃爍著……,戰鬥開始時，隨機3名己方戰姬被附加結晶印記，2回合後被結晶；\n己方角色處於結晶狀態時，生命恢復比例降低50%、受擊回能效果降低50%
119,克瑞絲·奇跡與水晶,克瑞絲·奇跡與水晶,女神的日常,街角邊，灰衣服的女孩在向克瑞絲祈禱……\n被奉為女神之後，克瑞絲顯然心情很不錯。\n就在這一天，一隻不同尋常的混沌生物出現在了村莊附近。,戰鬥開始時，隨機2名己方戰姬被附加結晶印記，1回合後被結晶；\n己方角色處於結晶狀態時，生命恢復比例降低50%、受擊回能效果降低50%
