id,desc,title
186,使魔迎新大作戰,使魔迎新\n大作戰
187,使魔助力禮包,使魔助力禮包
188,招生處的回禮,招生處的回禮
189,手偶遊行,手偶遊行
190,復活節禮包,復活節禮包
191,甜蜜心動,甜蜜心動
192,專屬甜蜜,專屬甜蜜
193,限時委託任務,限時委託任務
195,兌換碼,兌換碼
196,「煙花」研製計劃,「煙花」\n研製計劃
197,皮皮洛想要畢業,皮皮洛\n想要畢業
198,古城掘金,古城掘金
199,學長點名啦,學長點名啦
202,新生課程計畫,新生課程計畫
203,課程計畫禮包,課程計畫禮包
204,課程研習,課程研習
205,收集珊瑚枝,收集珊瑚枝
206,時間的祕密,時間的祕密
207,尋找時間的痕跡,尋找時間的痕跡
208,戰姬獲取,戰姬獲取
209,魔力補給,魔力補給
210,私人定製,私人定製
211,異度補給,異度補給
212,探險準備,探險準備
213,探險小隊擴員,探險小隊擴員
214,異度探險,異度探險
215,自選補給,自選補給
216,新生課程計畫,新生課程計畫
217,課程計畫禮包,課程計畫禮包
218,課程研習,課程研習
219,常駐回歸活動,返校豪禮
221,夏日的水晶球物語,夏日的\n水晶球物語
224,3週年感恩禮包1,3週年\n感恩禮包
225,3週年感恩禮包2,3週年\n感恩禮包
226,酒香添紅霞,酒香添紅霞
227,奇珍藏寶櫃,奇珍藏寶櫃
228,人氣戰姬總選拔,人氣戰姬\n總選拔
229,星辰的賀禮,星辰的賀禮
230,目標是-陽光與沙灘,目標是\n陽光與沙灘
231,沙灘彩繪,沙灘彩繪
232,造型兌換,造型兌換
233,夏日禮包,夏日禮包
234,叢林探索,叢林探索
239,魂器研究所,魂器研究所
240,劇情挑戰,劇情挑戰
241,自選補給,自選補給
242,裝扮採購狂歡節,裝扮採購\n狂歡節
235,裝扮限時採購,裝扮限時採購
244,魂器限時兌換,魂器限時兌換
243,天使茶會,天使茶會
246,課外實踐,課外實踐
245,海島垂釣,海島垂釣
247,新手基金,新手基金
248,不給糖就搗蛋,不給糖就搗蛋
249,魔藥製作,魔藥製作
250,萬聖節驚喜禮包,萬聖節驚喜禮包
254,許願補給,許願補給
251,秘境尋寶,秘境尋寶
252,尋寶補給,尋寶補給
253,整頓隊伍,整頓隊伍
255,新春特供,新春特供
257,聖誕驚喜簽到,聖誕驚喜簽到
259,戰姬養成計劃,戰姬養成計劃
258,拉霸抽獎樂,拉霸抽獎樂
261,折扣月禮包,折扣月禮包
262,折扣周禮包,折扣周禮包
263,折扣月卡,折扣月卡
264,折扣小月卡,折扣小月卡
265,折扣超值特權卡,折扣超值特權卡
266,折扣日禮包,折扣日禮包
267,折扣月禮包,折扣月禮包
268,折扣周禮包,折扣周禮包
269,折扣日禮包,折扣日禮包
260,幸運抽獎機,幸運抽獎機
270,聖誕老人的拜訪,聖誕老人的拜訪
271,聖誕交換,聖誕交換
272,床頭驚喜,床頭驚喜
273,抽獎機助力,抽獎機助力
276,造型禮包,造型禮包
274,煙火表演,煙火表演
275,煙火獎勵,煙火獎勵
