id,name,from,content
65,친애하는 선배님들!,시스템 메일,"
게임 내에서 동아리나 친구 이외의  다른 선배들과 게임에 대한 이야기를 하거나이나 공략 방법을 공유하고 싶지 않으신가요?

『걸스 X 배틀 2』 공식 게시판이 생겼습니다!ヾ(❀^ω^)/

모두 함께 모여 이야기 해봅시다!

[url=""https://www.facebook.com/ko.gxb2""][c][f95e6a]                    ☞ 여기를 클릭 ☜[-][/c][/url]"
66,졸업&각성,시스템 메일,이벤트 기간 중 {1} 소녀를 9성까지 각성시켰습니다. 메일의 보상을 확인하세요!
67,졸업&각성,시스템 메일,이벤트 기간 중 {1} 소녀를 10성까지 각성시켰습니다. 아래의 보상을 수령하세요!
68,호감도 이벤트,시스템 메일,"이벤트 기간 중, 소녀의 호감도가 80에 도달했습니다. 메일의 보상을 확인하세요!"
69,호감도 이벤트,시스템 메일,"이벤트 기간 중, 소녀의 호감도가 100에 도달했습니다. 메일의 보상을 확인하세요!"
70,벚꽃 축제 데이트 이벤트,시스템 메일,이벤트 기간 중 데이트를 {1}회 성공했습니다. 메일의 보상을 확인하세요!
71,사랑과 맹세의 총선거 이벤트,시스템 메일,이벤트 기간 동안 {1}개의 사랑의 증표를 사용했습니다. 보상을 받으세요!
72,기숙사 장식 이벤트,시스템 메일,선배님의 활약으로 신입생 기숙사 장식이 모두 완료되었습니다. 아래의 보상을 수령하세요!
73,문추의 보답 선물,시스템 메일,선배님의 활약으로 문추의 장식 미션이 완료되었습니다. 아래의 보상을 수령하세요!
74,위연의 보답 선물,시스템 메일,선배님의 활약으로 위연의 장식 미션이 완료되었습니다. 아래의 보상을 수령하세요!
75,손상향의 보답 선물,시스템 메일,선배님의 활약으로 손상향의 장식 미션이 완료되었습니다. 아래의 보상을 수령하세요!
76,신서버 기념 캡슐 뽑기,시스템 메일,축하합니다! 신서버 기념 캡슐 뽑기 이벤트에서 {1}포인트를 획득했습니다. 아래의 보상을 획득하세요!
77,유몽학원 스토리,시스템 메일,축하합니다! 메인 스토리 이벤트의 제 {1}장을 통과했습니다. 아래의 보상을 수령하세요!
78,장비 보급 보상,시스템 메일,축하합니다! 장비 보급 이벤트에서 {1}포인트를 획득했습니다. 아래의 보상을 수령하세요!
79,슬롯 머신 포인트 보상,시스템 메일,선배는 슬롯 머신 포인트 이벤트 중 {1} 포인트를 얻었습니다. 아래 보상을 수령하세요.
80,퇴치 보상,시스템 메일,"카오스로부터 패배했습니다. 보급을 받고, 다시 공격합시다!"
81,퇴치 보상,시스템 메일,"카오스에게 많은 타격을 주어 카오스가 일단 철수했습니다. 보상을 수령한 뒤, 계속 추격합시다!"
82,퇴치 보상,시스템 메일,카오스 퇴치에 성공하고 더 많은 위험 지역으로 들어왔습니다. 아래의 보상을 수령하세요!
83,설문조사 보상,시스템 메일,설문조사에 응해주셔서 감사합니다! 사례로 드리는 선물이에요! 받아주세요!
84,뮤직 페스티벌,시스템 메일,축하합니다! 뮤직 페스티벌의 퍼즐을 완성하여 채문희의 한정 스킨 「락 콘서트」 를 획득하였습니다. 메일의 보상을 확인하세요!
85,스터디 프로그램,시스템 메일,레벨 {1} 달성을 축하합니다! 초선 선생님께서 주시는 선물이에요! 앞으로도 열심히 해요!
86,라이브 콘서트 보상,시스템 메일,"축하합니다! 라이브 콘서트의 모든 하트 난이도의 노래를 해제하여 방천의 음악 페스티벌 한정 스킨 ""롤링 비트""를 획득하였습니다!"
87,라이브 콘서트 랭킹 보상,시스템 메일,축하합니다! 라이브 콘서트 이벤트 중 모든 고난이도 곡을 오픈하고 최고 랭킹 {1}위를 차지했습니다! 메일의 보상을 확인하세요!
88,인피니트 리그 오픈,시스템 메일,인피니트 리그가 시작되었습니다. 토너먼트에서 참가자를 배팅할 수 있으니 기대해 주세요.～
89,조별 리그 입선,시스템 메일,축하합니다! 인피니트 리그의 조별 리그에 올랐습니다! 어서 팀을 설정해 주세요~
90,배팅 실패,시스템 메일,안타깝게도 배팅한 선수 {1}이(가) 승리하지 못했습니다. 앞으로 남은 경기를 기대해 주세요!
91,배팅 성공,시스템 메일,축하합니다! 배팅한 선수 {1} 이(가) 승리했습니다! 아래의 보상을 수령하세요!
92,도서관의 관찰자 클리어 보상,시스템 메일,도서관의 관잘자 이벤트 중 이야기 제 {1}장의 클리어 달성을 축하합니다. 보너스를 받으세요~
93,고대 서적 연구 랭킹 보상,시스템 메일,축하합니다! 고대 서적 연구 이벤트 중 가장 높은 랭킹 {1}을 달성하였습니다. 메일의 보상을 확인하세요!
94,고대 서적 연구 포인트 보상,시스템 메일,축하합니다! 고대 서적 연구 이벤트 중 총 {1}의 연구 포인트를 얻었습니다. 아래의 보상을 수령하세요!
95,설문조사 보상,시스템 메일,설문조사에 응해주셔서 감사합니다! 사례로 드리는 선물이에요! 받아주세요!
96,새 스킨 오픈,시스템 메일,선배! {1}의 {2} 스킨이 해제되었습니다. 어서 확인해 주세요!
97,용암의 폭군 클리어 보상,시스템 메일,용암의 폭군 스토리를 제 {1}장까지 클리어하여 아래의 보상을 획득하였습니다.
98,월별 과제,시스템 메일,"선배, 월간 과제의 아르바이트 항목을 달성했습니다. 아래의 보상을 획득하세요."
99,월별 과제,시스템 메일,"선배, 월간 과제의 토너먼트 항목을 달성했습니다. 아래의 보상을 획득하세요."
100,월간 과제,시스템 메일,"선배, 월간 과제의 졸업&각성 항목을 달성했습니다. 아래의 보상을 획득하세요!"
101,월간 과제,시스템 메일,"선배님, 월간 과제의 과외 활동 항목을 달성했습니다. 아래의 보상을 획득하세요!"
102,월간 과제 특별 보상,시스템 메일,"선배, 월간 과제 중 아르바이트 항목을 완성하여 특별 보상을 획득하였습니다!"
103,월간 과제 특별 보상,시스템 메일,"선배, 월간 과제의 토너먼트 항목을 달성했습니다. 아래의 특별 보상을 획득하세요."
104,월간 과제 특별 보상,시스템 메일,"선배, 월간 과제의 졸업&각성 항목을 달성했습니다, 아래의 보상을 획득하세요."
105,월간 과제 특별 보상,시스템 메일,"선배님, 월간 과제의 과외 활동 항목을 달성했습니다. 아래의 특별 보상을 획득하세요!"
106,캐릭터 챌린지 해제 보상,시스템 메일,"선배, 캐릭터 챌린지·은월 챕터 {1}을 해제 하였습니다. 보상을 수령하세요!"
107,추방 알림,시스템 메일,선배님은 동아리 관리인으로부터 {1} 동아리에서 추방되었습니다. 새로운 동아리를 찾아봅시다!
108,커피 제작 업그레이드 보상,시스템 메일,축하합니다! 숙련도 Lv{1}에 도달했습니다! 아래의 보상을 수령하세요.
109,별들에게 소원을 달성 횟수 보상,시스템 메일,"""별들에게 소원을"" 이벤트에서 지정 횟수를 달성했습니다! 보상을 받으세요!"
110,캐릭터 챌린지 타임 어택 보상,시스템 메일,캐릭터 챌린지 타임 어택에서 {1}위를 차지했습니다! 보상을 받으세요!
111,체험 서버 미션 보상,시스템 메일,"선배, 체험 서버 미션 목표를 완성하여 아래의 보상을 획득했습니다."
112,이벤트 아이템 회수,시스템 메일,"친애하는 선배님, {1} 이벤트가 종료되었습니다. 소지하고 있는 {2}개의 {3}가 회수됩니다."
113,신입생 캡슐 뽑기 보상,시스템 메일,축하합니다! 신입생 캡슐 뽑기 이벤트 중 페리시나 또는 후예 {1}회 획득하였습니다. 아래의 보상을 수령하세요!
114,컬러풀 벌룬 친밀도 보상,시스템 메일,축하합니다! 선배님은 컬러플 벌룬 이벤트에서 친밀도 {1} 달성하여 아래의 보상을 획득했습니다.
115,유몽 체육 대회 학부전 랭킹 보상,시스템 메일,축하합니다! 선배님은 유몽 체육 대회 학부전 전체 대항전에서 {1}등을 차지하셨습니다. 보상을 받으세요!
116,유몽 체육 대회 학부전 랭킹 보상,시스템 메일,축하합니다! 선배님은 유몽 체육 대회 학부전 전체 대항전 랭킹에서 상위 {1}%의 성적을 거두셨습니다. 보상을 받으세요!
117,엘리트 대항전 랭킹 보상,시스템 메일,"유몽 체육 대회 엘리트 대항전에서 랭킹 {1}위를 차지하여, 소속된 진영에 {2} 이벤트 포인트를 적립하였습니다. 해당 포인트는 최종 결산에 적립되었으며, 보상은 메일 부록을 확인하세요!"
118,유몽 체육 대회 보상,시스템 메일,축하합니다! 선배가 소속된 학부는 유몽 체육 대회에서 {1}위를 차지하였습니다. 보상을 받으세요!
119,입학 세트 보상,이벤트 메일,"축하합니다! 모든 서버 입학 준비 횟수 {1}회 달성하여, 입학 세트 조건에 만족하여 아래의 보상을 획득하였습니다."
120,친구 보스 협력 보상,시스템 메일,"선배, 설정한 지원 소녀가 지난주 친구 보스 격파에 {1}회 협력하였습니다. 보상을 받으세요!"
121,월간 과제,시스템 메일,"선배, 월간 과제의 책의 정령 성역 탐색 항목을 완성하여, 아래의 보상을 획득했습니다."
122,월간 과제 특별 보상,시스템 메일,"선배, 월간 과제의 책의 정령 성역 탐색 항목을 완성하여, 아래의 특별 보상을 획득했습니다."
123,책의 정령 성역 탐색 이벤트 보상,시스템 메일,"선배, 책의 정령 성역 탐색 이벤트의 미션을 달성하여 아래의 보상을 획득하였습니다!"
124,입학 퀴즈 랭킹 보상,시스템 메일,선배! 입학 퀴즈에서 {1}등의 성적을 거뒀습니다! 메일의 보상을 확인하세요!
125,입학 퀴즈 랭킹 보상,시스템 메일,선배! 입학 퀴즈에서 상위 {1}%의 성적을 거뒀습니다! 메일의 보상을 확인하세요!
126,두근두근 크리스탈 팩 보너스,이벤트 메일,"선배님, 두근두근 크리스탈 팩을 구입해 주셔서 정말 감사합니다. 오늘의 두근두근 크리스탈과 맹세의 다이아를 보내드립니다."
127,학원 탐색 이벤트 수집 보상,시스템 메일,축하합니다! 학원 탐색 이벤트에서 {1}개의 아이템을 수집했습니다! 보상을 수령하세요!
128,시원한 여름 이벤트 보상,시스템 메일,시원한 여름 이벤트의 스토리 제 {1}장 클리어를 축하합니다. 보상을 수령하세요!
129,컴백 환영 복귀 미션 보상,시스템 메일,축하합니다! 컴백 환영 중 복귀 미션을 완성하였습니다. 보상을 수령하세요!
130,컴백 환영 재회 미션 보상,시스템 메일,축하합니다! 컴백 환영 중 재회 미션을 완성하였습니다. 보상을 수령하세요!
131,소원 캡슐 보상,시스템 메일,축하합니다! 소원 캡슐 누적 {1}회로 아래의 보상을 획득했습니다!
132,일일 보상,시스템 메일,이벤트 기간 동안 매일 로그인 시 플랫봉*1을 수령할 수 있습니다. 메일의 보상을 확인하세요!
133,환상 동화 이벤트 보상,시스템 메일,축하합니다! 환상 동화 이벤트에서 레벨 {1} 달성했습니다. 메일의 보상을 확인하세요!
134,회장 직위 양도,동아리 메일,"{1}이 연속 7일 로그인하지 않았기 때문에, 시스템은 자동으로 회장직을 양도하며, {2}는 지금 {3} 동아리의 새 회장입니다."
135,학원 리그 종료 안내,토너먼트 메일,"선배님, 토너먼트 학원 리그전이 24시 내에 종료됩니다. 어서 출전해보세요!"
136,빨간 모자의 선물 보상,이벤트 메일,빨간 모자의 선물을 구매해주셔서 감사합니다. 오늘의 보상을 수령하세요! 프리미엄 보상의 유효 기간이 {1}일 남았습니다.
137,빨간 모자의 선물 보상,이벤트 메일,빨간 모자의 선물을 구매해주셔서 감사합니다. 오늘의 보상을 수령하세요! 골드 보상의 유효 기간이 {1}일 남았습니다.
138,빨간 모자의 선물 보상,이벤트 메일,빨간 모자의 선물을 구매해주셔서 감사합니다. 오늘의 보상을 수령하세요! 다이아 보상의 유효 기간이 {1}일 남았습니다.
139,학부 테스트 포인트 보상,시스템 메일,이번 시즌 학부 테스트에서 {1}포인트를 달성했습니다! 보상을 수령하세요!
140,학부 테스트 랭킹 보상,시스템 메일,이번 시즌 학부 테스트에서 {1} 학부 1위를 달성하신 것을 축하드립니다. 선배님의 능력과 용기는 인정되며 우리는 선배님께 {2}을(를) 보내드릴 것입니다. 개인 정보에서 확인하시길 바랍니다.
141,옥상 정복 펀드,시스템 메일,"축하합니다! 옥상 정복 {1}층 클리어, 아래는 옥상 정복 펀드 보상입니다! 앞으로도 열심히 하세요!"
142,동아리 포인트 랭킹전 종료 안내,시스템 메일,"친애하는 선배님, 동아리 포인트 랭킹전은 24시 내에 종료됩니다. 어서 출전해보세요!"
143,한계 돌파,시스템 메일,이벤트 기간 중 {1} 소녀를 14성까지 한계 돌파하셨습니다. 메일에서 보상을 확인하세요!
144,한계 돌파,시스템 메일,이벤트 기간 중 {1} 소녀를 15성까지 한계 돌파하셨습니다. 메일에서 보상을 확인하세요!
145,기숙사 탐구 단계 보상,시스템 메일,축하합니다! 기숙사 탐구에서 {1}의 {2}개 스테이지를 클리어 했습니다. 아래의 보상을 수령하세요!
146,기숙사 탐구 구역 보상,시스템 메일,축하합니다! 기숙사 탐구에서 {1} 클리어 했습니다. 아래의 보상을 수령하세요!
147,기숙사 탐구 포인트 보상,시스템 메일,축하합니다! 기숙사 탐구에서 {1}포인트에 달성되었습니다. 아래의 보상을 수령하세요!
148,기숙사 탐구 랭킹 보상,시스템 메일,축하합니다! 기숙사 탐구에서 랭킹 {1}위를 차지했습니다! 메일의 보상을 확인하세요!
149,초보자 7일 미션 보상,시스템 메일,축하합니다! 초보자 7일 미션을 완성하였습니다. 아래는 아직 수령하지 못한 보상입니다.
150,초보자 7일 미션 단계 보상,시스템 메일,초보자 7일 미션으로 {1}포인트를 획득했습니다! 아래는 아직 수령하지 못한 보상입니다.
151,러블리 표류기 수집 보상,이벤트 메일,축하합니다! 러블리 표류기에서 {1}개의 산호를 수집하였습니다! 아래의 보상을 수령하세요!
152,일일 보상,시스템 메일,"이벤트 기간 중 접속 시 매일 배 키*4, 다이아*150, 소녀 복권*1을 받을 수 있습니다. 메일의 보상을 확인하세요!"
153,이벤트 아이템 회수,시스템 메일,"친애하는 선배님, {1} 이벤트가 종료되었습니다. 소지하고 있는 {2}개의 {3}가 회수됩니다."
154,기숙사 탐구 랭킹 보상,시스템 메일,축하합니다! 이번 기숙사 탐구에서 {1}위를 차지했습니다. 메일의 보상을 확인하세요!
155,기숙사 탐구 보상,시스템 메일,"친애하는 선배님, 이번 기숙사 탐구 시즌이 종료되었습니다. 미수령 보상을 확인하여 수령부탁드립니다!"
156,기숙사 탐구 랭킹 보상,시스템 메일,이번 시즌 기숙사 탐구에서 {1}위를 달성하신 것을 축하드립니다. 14일 한정 섬네일 프레임 {2} 추가로 받게 됩니다! 개인 정보에서 확인하세요!
157,혼기 축제 보상,이벤트 메일,"친애하는 선배님, 혼기 축제 이벤트에서 포인트 {1} 획득하였습니다. 메일의 기초 보상을 확인하세요!"
158,혼기 축제 보상,이벤트 메일,"친애하는 선배님, 혼기 축제 이벤트에서 포인트 {1} 획득하였습니다. 메일의 추가 보상을 확인하세요!"
159,초보자 캡슐 뽑기 보상,시스템 메일,"친애하는 선배님, 초보자 캡슐 뽑기 이벤트가 종료되었습니다. 아래는 아직 수령하지 못한 보상입니다!"
160,초보자 한정 캡슐 뽑기 보상,시스템 메일,"친애하는 선배님, 초보자 한정 캡슐 뽑기 이벤트가 종료되었습니다. 아래는 아직 수령하지 못한 보상입니다!"
161,해피뉴이어 보상,시스템 메일,축하합니다! 해피뉴이어 이벤트에서 소녀 {1}명 획득하였습니다. 아래의 보상을 수령하세요!
162,새로운 서약 스킨 해제,시스템 메일,축하드립니다. {1}의 서약 스킨을 해제하였습니다. 서약하는 날로부터 소녀와 함께 소중한 시간을 보내 주셔서 감사합니다. 오늘 {1}은/는 아름다운 웨딩드레스로 갈아입었습니다. 그녀와 함께한 잊지 못할 추억들을 되돌려볼까요?(데이트 화면에서 서약 내용을 다시 확인하실 수 있습니다.)
163,누적 보상,시스템 메일,축하합니다! 누적 보상 이벤트에서 포인트 {1} 획득하였습니다. 아래의 보상을 수령하세요!
164,방과 후 휴식 시간 이벤트 종료 알림,시스템 메일,"선배님, 방과 후 휴식 시간 이벤트는 24시간 이내에 종료됩니다. 보상 교환을 잊지 마십시오!"
165,"팩 구매 실패, 무료 교환 알림",중요 메일,"
선배님 안녕하세요~

손인짱이 확인한 바, 선배님께서 구매하신 {1}원의 팩 하나가 결제만 되고 지급되지 않았습니다.

출시된 팩 중에서 아직 구매하지 않은 같은 가격의 다른 팩으로 바꾸실 수 있습니다. 아래 \'확인\' 버튼을 클릭 시 자동으로 팩 구매 페이지로 이동합니다. \'구매\'를 클릭하시면 무료로 팩을 교환하실 수 있으십니다~

게임 이용에 불편을 드려 진심으로 죄송합니다~ 문의사항이 있으시면 손인짱을 연락하시기 바랍니다~"
166,신입 사역마 대작전 보상,이벤트 메일,신입 사역마 대작전 이벤트 미션을 완성하였습니다: 축하합니다! 사육 수정 골렘을 획득하였습니다!
167,신입 사역마 대작전 보상,이벤트 메일,신입 사역마 대작전 수정 골렘 레벨 {1} 달성하였습니다. 아래의 보상을 수령하세요!
168,신입 사역마 대작전 보상,이벤트 메일,신입 사역마 대작전 수정 골렘 레벨 {1} 달성하였습니다. 아래의 보상을 수령하세요!
169,이벤트 보상,시스템 메일,"친애하는 선배님, {1} 이벤트가 종료되었습니다. 아래는 아직 수령하지 못한 보상입니다!"
170,신입생 모집 보너스,시스템 메일,축하합니다! {1} 학부에서 학부 포인트 {2} 획득하였습니다! 아래의 보상을 수령하세요!
171,인형 퍼레이드 보상,시스템 메일,축하합니다! 인형 퍼레이드에서 {1}개의 삐에로를 수집하였습니다! 아래의 보상을 수령하세요!
172,서프라이즈 에그 보상,시스템 메일,축하합니다! 서프라이즈 에그 이벤트 중에서 {1}개의 {2}를 오픈하였습니다. 메일의 보상을 확인하세요!
173,한정 미션 보상,시스템 메일,축하합니다! 한정 미션 이벤트에서 목표를 달성했습니다. 메일의 보상을 확인하세요!
174,하늘 섬 오픈 예고,시스템 메일,하늘 섬 곧 개방됩니다! 개방 기간 동안 강력한 보스가 등장할 예정이니 동아리 회원들과 힘을 합쳐 도전하시기 바랍니다.\n개방 기간 동안 동아리 탈퇴나 해체가 불가능하오니 서둘러 준비하시기 바랍니다.\n구체적인 진행 시간은 동아리 화면의 오른쪽 상단 하늘 섬 입구에서 확인하시기 바랍니다.
175,하늘 섬 BOSS 랭킹 보상,시스템 메일,하늘 섬 이벤트 종료! 축하합니다! 보스 {1}에서 랭킹 {2}위의 성적을 거뒀습니다! 아래의 보상을 획득하세요!
176,하늘 섬 동아리 랭킹 보상,시스템 메일,소속된 동아리가 하늘 섬에서 랭킹 {1} 위에 오른 것을 축하드립니다. 아래의 보상을 수령하세요!
