id,desc,title
134,매직 카드,매직 카드
135,매직 팩,매직 팩
136,무대 준비,무대 준비
137,컴백 환영,컴백 환영
138,핫이슈 소녀 팩,핫이슈 소녀 팩
139,월간 패스 할인,월간 패스 할인
140,소원 캡슐,소원 캡슐
142,유몽 심포니,유몽 심포니
143,잭과 콩나무,잭과 콩나무
144,빨간 모자의 선물,빨간 모자의 선물
141,환상 동화,환상 동화
145,밸런타인데이 한정 팩,밸런타인데이\n한정 팩
146,옥상 정복 펀드,옥상 정복 펀드
147,스페셜 스킨 팩,스페셜 스킨 팩
148,스페셜 팩,스페셜 팩
149,보조 선거,보조 선거
150,잭오랜턴,잭오랜턴
151,크리스탈 검 보급 팩,크리스탈 검 보급 팩
152,도시락 보급 팩,도시락 보급 팩
153,비스킷 보급,비스킷 보급
154,학부 테스트 보급,학부 테스트 보급
156,7일 미션,7일 미션
157,스페셜 팩,초보자 특가 팩
155,기숙사 탐구,기숙사 탐구
158,충전 캐시백,충전 캐시백
159,월초 선물,월초 선물
160,캐주얼 쇼핑데이,캐주얼 쇼핑데이
161,스페셜 소환,스페셜 소환
162,신입생의 테스트,신입생의 테스트
163,보상 교환,보상 교환
164,첫 결제 팩,첫 결제 팩
165,초보자 슈퍼 팩,초보자 슈퍼 팩
166,러블리 표류기,러블리 표류기
167,표류기 보급,표류기 보급
170,새해 보너스,새해 보너스
171,크리스마스 인형의 집,크리스마스\n인형의 집
172,새해 출첵,새해 출첵
169,크리스마스 잡화점,크리스마스 잡화점
168,신입생 캡슐 뽑기,신입생 캡슐 뽑기
173,유몽 스터디회,유몽 스터디회
174,튜린 스킨&육성,튜린 스킨&육성
175,혼기 축제,혼기 축제
176,초보자 펀드,초보자 펀드
177,초보자 캡슐 뽑기,초보자 캡슐 뽑기
178,럭키 보너스,럭키 보너스
179,초보자 한정 캡슐 뽑기,초보자 한정\n캡슐 뽑기
180,초보자 한정 캡슐 뽑기 팩,초보자 한정\n캡슐 뽑기 팩
181,새해 특별 찬스,새해 특별 찬스
182,해피뉴이어,해피뉴이어
183,특이한 거래,특이한 거래
184,누적 보상,누적 보상
185,곧 다가오는 화이트데이,곧 다가오는\n화이트데이
186,신입 사역마 대작전,신입\n사역마 대작전
187,사역마 육성 팩,사역마 육성 팩
188,신입생 모집 보너스,신입생 모집 보너스
189,인형 퍼레이드,인형 퍼레이드
190,부활절 팩,부활절 팩
191,서프라이즈 에그,서프라이즈 에그
192,부활절 에그 팩,부활절 에그 팩
193,한정 미션,한정 미션
195,교환 코드,교환 코드
196,불꽃 프로젝트,불꽃\n프로젝트
197,졸업하자 피피로,졸업하자\n피피로
198,고성을 탐색하라,고성을 탐색하라
199,신입생 출석 체크,신입생\n출석 체크
202,아카데미 커리큘럼,아카데미 커리큘럼
203,커리큘럼 팩,커리큘럼 팩
204,커리큘럼 연구,커리큘럼 연구
205,산호 수집하기,산호 수집하기
206,타임 시크릿,타임 시크릿
207,시간의 흔적을 찾아서,시간의 흔적을\n찾아서
208,미슬토의 소원,미슬토의 소원
209,마력 보급,마력 보급
210,커스텀 팩,커스텀 팩
211,이계 보급,이계 보급
212,탐험 준비,탐험 준비
213,탐험팀 모집,탐험팀 모집
214,이계 탐험,이계 탐험
215,맞춤형 보급,맞춤형 보급
216,아카데미 커리큘럼,아카데미 커리큘럼
217,커리큘럼 팩,커리큘럼 팩
218,커리큘럼 연구,커리큘럼 연구
219,컴백 스페셜 프레젠트,컴백 스페셜\n프레젠트
221,썸머 유리구슬 이야기,썸머\n유리구슬 이야기
224,3주년 기념 팩1,3주년\n기념 팩
225,3주년 기념 팩2,3주년\n기념 팩
226,와인파티,와인파티
227,컬렉션 룸,컬렉션 룸
228,인기 소녀 선발대회,인기 소녀\n선발대회
229,별의 축복,별의 축복
