id,name,charge,currency,show_name
72,3주년 축제 카드,25000,₩,3주년 축제 카드
73,크리스마스 한정 팩,65000,₩,크리스마스 한정 팩
74,스터디 프로그램,12000,₩,스터디 프로그램
75,서약 팩,37000,₩,서약 팩
76,과제 구입,12000,₩,과제 구입
1010101,레벨 24 팩,2500,₩,레벨 24 팩
1010201,레벨 32 팩,5900,₩,레벨 32 팩
1010301,레벨 48 팩,12000,₩,레벨 48 팩
1010401,레벨 58 팩,12000,₩,레벨 58 팩
1010402,레벨 58 팩,37000,₩,레벨 58 팩
1010403,레벨 58 팩,65000,₩,레벨 58 팩
1010404,레벨 58 팩,89000,₩,레벨 58 팩
1010501,레벨 78 팩,12000,₩,레벨 78 팩
1010502,레벨 78 팩,37000,₩,레벨 78 팩
1010503,레벨 78 팩,65000,₩,레벨 78 팩
1010504,레벨 78 팩,89000,₩,레벨 78 팩
1010601,레벨 100 팩,12000,₩,레벨 100 팩
1010602,레벨 100 팩,37000,₩,레벨 100 팩
1010603,레벨 100 팩,65000,₩,레벨 100 팩
1010604,레벨 100 팩,89000,₩,레벨 100 팩
1030101,소녀 육성 팩,5900,₩,소녀 육성 팩
1030102,소녀 육성 팩,12000,₩,소녀 육성 팩
1030103,소녀 육성 팩,25000,₩,소녀 육성 팩
1040101,소녀 육성 팩,12000,₩,소녀 육성 팩
1040102,소녀 육성 팩,25000,₩,소녀 육성 팩
1040103,소녀 육성 팩,37000,₩,소녀 육성 팩
1050101,경험치 드링크 팩,5900,₩,경험치 드링크 팩
1050102,경험치 드링크 팩,12000,₩,경험치 드링크 팩
1050103,경험치 드링크 팩,25000,₩,경험치 드링크 팩
1060101,골드 구급 팩,5900,₩,골드 구급 팩
1060102,골드 구급 팩,12000,₩,골드 구급 팩
1060103,골드 구급 팩,25000,₩,골드 구급 팩
1070101,스테이지 팩-3-10,12000,₩,스테이지 팩
1070102,스테이지 팩-3-10,25000,₩,스테이지 팩
1070103,스테이지 팩-3-10,37000,₩,스테이지 팩
1070201,스테이지 팩-7-10,12000,₩,스테이지 팩
1070202,스테이지 팩-7-10,25000,₩,스테이지 팩
1070203,스테이지 팩-7-10,37000,₩,스테이지 팩
1070301,스테이지 팩-10-10,12000,₩,스테이지 팩
1070302,스테이지 팩-10-10,25000,₩,스테이지 팩
1070303,스테이지 팩-10-10,65000,₩,스테이지 팩
1070401,스테이지 팩-15-10,12000,₩,스테이지 팩
1070402,스테이지 팩-15-10,25000,₩,스테이지 팩
1070403,스테이지 팩-15-10,37000,₩,스테이지 팩
1070501,스테이지 팩-20-10,12000,₩,스테이지 팩
1070502,스테이지 팩-20-10,25000,₩,스테이지 팩
1070503,스테이지 팩-20-10,37000,₩,스테이지 팩
1070601,스테이지 팩-25-10,12000,₩,스테이지 팩
1070602,스테이지 팩-25-10,25000,₩,스테이지 팩
1070603,스테이지 팩-25-10,65000,₩,스테이지 팩
1070701,스테이지 팩-28-10,12000,₩,스테이지 팩
1070702,스테이지 팩-28-10,25000,₩,스테이지 팩
1070703,스테이지 팩-28-10,37000,₩,스테이지 팩
1070801,스테이지 팩-30-10,12000,₩,스테이지 팩
1070802,스테이지 팩-30-10,25000,₩,스테이지 팩
1070803,스테이지 팩-30-10,37000,₩,스테이지 팩
1080101,옥상 정복 부스터 팩-15,12000,₩,옥상 정복 혜택 팩
1080102,옥상 정복 부스터 팩-15,25000,₩,옥상 정복 혜택 팩
1080103,옥상 정복 부스터 팩-15,37000,₩,옥상 정복 혜택 팩
1080201,옥상 정복 부스터 팩-30,12000,₩,옥상 정복 혜택 팩
1080202,옥상 정복 부스터 팩-30,25000,₩,옥상 정복 혜택 팩
1080203,옥상 정복 부스터 팩-30,37000,₩,옥상 정복 혜택 팩
1080301,옥상 정복 부스터 팩-100,12000,₩,옥상 정복 혜택 팩
1080302,옥상 정복 부스터 팩-100,25000,₩,옥상 정복 혜택 팩
1080303,옥상 정복 부스터 팩-100,65000,₩,옥상 정복 혜택 팩
1080401,옥상 정복 부스터 팩-150,12000,₩,옥상 정복 혜택 팩
1080402,옥상 정복 부스터 팩-150,25000,₩,옥상 정복 혜택 팩
1080403,옥상 정복 부스터 팩-150,37000,₩,옥상 정복 혜택 팩
1080501,옥상 정복 부스터 팩-200,12000,₩,옥상 정복 혜택 팩
1080502,옥상 정복 부스터 팩-200,25000,₩,옥상 정복 혜택 팩
1080503,옥상 정복 부스터 팩-200,65000,₩,옥상 정복 혜택 팩
1080601,옥상 정복 부스터 팩-250,12000,₩,옥상 정복 혜택 팩
1080602,옥상 정복 부스터 팩-250,25000,₩,옥상 정복 혜택 팩
1080603,옥상 정복 부스터 팩-250,65000,₩,옥상 정복 혜택 팩
1080701,옥상 정복 부스터 팩-300,12000,₩,옥상 정복 혜택 팩
1080702,옥상 정복 부스터 팩-300,25000,₩,테스트 특별 팩
1080703,테스트 부스터 팩-300,37000,₩,옥상 정복 혜택 팩
1080801,옥상 정복 부스터 팩-350,12000,₩,옥상 정복 혜택 팩
1080802,옥상 정복 부스터 팩-350,25000,₩,옥상 정복 혜택 팩
1080803,옥상 정복 부스터 팩-350,65000,₩,옥상 정복 혜택 팩
1080901,옥상 정복 부스터 팩-400,12000,₩,옥상 정복 혜택 팩
1080902,옥상 정복 부스터 팩-400,25000,₩,옥상 정복 혜택 팩
1080903,옥상 정복 부스터 팩-400,65000,₩,옥상 정복 혜택 팩
77,크리스마스 한정 팩,119000,₩,크리스마스 한정 팩
1010701,레벨 125 팩,12000,₩,레벨 125 팩
1010702,레벨 125 팩,37000,₩,레벨 125 팩
1010703,레벨 125 팩,65000,₩,레벨 125 팩
1010704,레벨 125 팩,89000,₩,레벨 125 팩
1010801,레벨 150 팩,12000,₩,레벨 150 팩
1010802,레벨 150 팩,37000,₩,레벨 150 팩
1010803,레벨 150 팩,65000,₩,레벨 150 팩
1010804,레벨 150 팩,89000,₩,레벨 150 팩
1010901,레벨 175 팩,12000,₩,레벨 175 팩
1010902,레벨 175 팩,37000,₩,레벨 175 팩
1010903,레벨 175 팩,65000,₩,레벨 175 팩
1010904,레벨 175 팩,89000,₩,레벨 175 팩
1011001,레벨 200 팩,12000,₩,레벨 200 팩
1011002,레벨 200 팩,37000,₩,레벨 200 팩
1011003,레벨 200 팩,65000,₩,레벨 200 팩
1011004,레벨 200 팩,89000,₩,레벨 200 팩
1050104,경험치 드링크 팩,37000,₩,경험치 드링크 팩
1050105,경험치 드링크 팩,65000,₩,경험치 드링크 팩
1060104,골드 구급 팩,37000,₩,골드 구급 팩
1060105,골드 구급 팩,65000,₩,골드 구급 팩
1081001,옥상 정복 부스터 팩-450,12000,₩,옥상 정복 혜택 팩
1081002,옥상 정복 부스터 팩-450,25000,₩,옥상 정복 혜택 팩
1081003,옥상 정복 부스터 팩-450,65000,₩,옥상 정복 혜택 팩
1081101,옥상 정복 부스터 팩-500,12000,₩,옥상 정복 혜택 팩
1081102,옥상 정복 부스터 팩-500,25000,₩,옥상 정복 혜택 팩
1081103,옥상 정복 부스터 팩-500,65000,₩,옥상 정복 혜택 팩
1081201,옥상 정복 부스터 팩-550,12000,₩,옥상 정복 혜택 팩
1081202,옥상 정복 부스터 팩-550,25000,₩,옥상 정복 혜택 팩
1081203,옥상 정복 부스터 팩-550,65000,₩,옥상 정복 혜택 팩
1081301,옥상 정복 부스터 팩-600,12000,₩,옥상 정복 혜택 팩
1081302,옥상 정복 부스터 팩-600,25000,₩,옥상 정복 혜택 팩
1081303,옥상 정복 부스터 팩-600,65000,₩,옥상 정복 혜택 팩
78,슈퍼 팩 1,119000,₩,슈퍼 팩
79,슈퍼 팩 2,89000,₩,슈퍼 팩
80,슈퍼 팩 3,37000,₩,슈퍼 팩
81,슈퍼 팩 4,12000,₩,슈퍼 팩
82,슈퍼 팩 5,5900,₩,슈퍼 팩
83,슈퍼 팩 6,5900,₩,슈퍼 팩
84,스페셜 팩 1,5900,₩,스페셜 팩
85,스페셜 팩 2,89000,₩,스페셜 팩
86,무료 구입 커스텀 팩,2500,₩,무료 구입 커스텀 팩
1090101,캡슐 코인 보너스 팩1,37000,₩,캡슐 뽑기 보너스 팩
1090102,캡슐 코인 보너스 팩1,65000,₩,캡슐 뽑기 보너스 팩
1090103,캡슐 코인 보너스 팩1,119000,₩,캡슐 뽑기 보너스 팩
1090201,캡슐 코인 보너스 팩2,37000,₩,캡슐 뽑기 보너스 팩
1090202,캡슐 코인 보너스 팩2,65000,₩,캡슐 뽑기 보너스 팩
1090203,캡슐 코인 보너스 팩2,119000,₩,캡슐 뽑기 보너스 팩
1090301,캡슐 코인 보너스 팩3,37000,₩,캡슐 뽑기 보너스 팩
1090302,캡슐 코인 보너스 팩3,65000,₩,캡슐 뽑기 보너스 팩
1090303,캡슐 코인 보너스 팩3,119000,₩,캡슐 뽑기 보너스 팩
90,주간 팩 6,119000,₩,주간 팩
88,4000 다이아,99000,₩,다이아 팩
21,월간 팩 6,99000,₩,월간 팩
87,주간 팩 5,99000,₩,주간 팩
105,입학 세트,25000,₩,입학 세트
92,데일리 특가 팩1,1200,₩,데일리 특가 팩
93,데일리 특가 팩2,2500,₩,데일리 특가 팩
94,데일리 특가 팩3,5900,₩,데일리 특가 팩
95,데일리 특가 팩4,5900,₩,데일리 특가 팩
96,데일리 특가 팩5,5900,₩,데일리 특가 팩
97,데일리 특가 팩6,5900,₩,데일리 특가 팩
99,데일리 특가 팩1,1200,₩,데일리 특가 팩
100,데일리 특가 팩2,2500,₩,데일리 특가 팩
101,데일리 특가 팩3,5900,₩,데일리 특가 팩
102,데일리 특가 팩4,5900,₩,데일리 특가 팩
103,데일리 특가 팩5,5900,₩,데일리 특가 팩
104,데일리 특가 팩6,5900,₩,데일리 특가 팩
1100101,7성 소녀 육성 팩,65000,₩,소녀 육성 팩
1100102,7성 소녀 육성 팩,65000,₩,소녀 육성 팩
1100103,7성 소녀 육성 팩,65000,₩,소녀 육성 팩
1100104,7성 소녀 육성 팩,65000,₩,소녀 육성 팩
1100201,7성 소녀 육성 팩,89000,₩,소녀 육성 팩
1100202,7성 소녀 육성 팩,89000,₩,소녀 육성 팩
1100203,7성 소녀 육성 팩,89000,₩,소녀 육성 팩
1100204,7성 소녀 육성 팩,89000,₩,소녀 육성 팩
106,엘리트 수첩,19000,₩,엘리트 수첩
107,소장 수첩2,25000,₩,소장 수첩2
108,소장 수첩1,37000,₩,소장 수첩1
1100301,9성 소녀 육성 팩2,89000,₩,9성 소녀 육성 팩
1100302,9성 소녀 육성 팩2,89000,₩,9성 소녀 육성 팩
1100303,9성 소녀 육성 팩2,89000,₩,9성 소녀 육성 팩
1100304,9성 소녀 육성 팩2,89000,₩,9성 소녀 육성 팩
1100305,9성 소녀 육성 팩2,89000,₩,9성 소녀 육성 팩
1100306,9성 소녀 육성 팩2,89000,₩,9성 소녀 육성 팩
1100401,9성 소녀 육성 팩1,119000,₩,9성 소녀 육성 팩
1100402,9성 소녀 육성 팩1,119000,₩,9성 소녀 육성 팩
1100403,9성 소녀 육성 팩1,119000,₩,9성 소녀 육성 팩
1100404,9성 소녀 육성 팩1,119000,₩,9성 소녀 육성 팩
1100405,9성 소녀 육성 팩1,119000,₩,9성 소녀 육성 팩
1100406,9성 소녀 육성 팩1,119000,₩,9성 소녀 육성 팩
109,1250 다이아 팩,31000,₩,다이아 팩
110,두근두근 크리스탈 팩,25000,₩,두근두근 크리스탈 팩
10116,백작의 비밀 선물1,12000,₩,백작의 비밀 선물1
10117,백작의 비밀 선물2,37000,₩,백작의 비밀 선물2
10118,백작의 비밀 선물3,65000,₩,백작의 비밀 선물3
10119,백작의 비밀 선물4,89000,₩,백작의 비밀 선물4
120,캡슐 뽑기 에너지 카드,19000,₩,캡슐 뽑기 에너지 카드
121,엘리트 수첩,19000,₩,엘리트 수첩
122,소장 수첩2,25000,₩,소장 수첩2
123,소장 수첩1,37000,₩,소장 수첩1
125,스페셜 팩 1,5900,₩,스페셜 팩
126,스페셜 팩 2,89000,₩,스페셜 팩
127,특권 패스-책의 정령 성역,5900,₩,특권 패스-책의 정령 성역
128,특권 패스-학원 순찰,5900,₩,특권 패스-학원 순찰
129,사이다 팩,12000,₩,사이다 팩
130,매직 팩1,119000,₩,매직 팩1
131,매직 팩2,65000,₩,매직 팩2
132,매직 팩3,25000,₩,매직 팩3
133,매직 팩4,5900,₩,매직 팩4
134,매직 팩5,1200,₩,매직 팩5
135,핫이슈 소녀 팩1,65000,₩,핫이슈 소녀 팩1
136,핫이슈 소녀 팩2,89000,₩,핫이슈 소녀 팩2
137,월간 패스 할인,5900,₩,월간 패스 할인
138,빨간 모자의 선물,25000,₩,빨간 모자의 선물
139,밸런타인데이 한정 팩1,12000,₩,밸런타인데이 한정 팩1
140,밸런타인데이 한정 팩2,12000,₩,밸런타인데이 한정 팩2
141,옥상 정복 펀드,12000,₩,옥상 정복 펀드
142,옥상 정복 펀드2,25000,₩,옥상 정복 펀드2
143,옥상 정복 펀드3,37000,₩,옥상 정복 펀드3
144,스페셜 스킨 팩1,5900,₩,스페셜 스킨 팩
145,스페셜 스킨 팩2,65000,₩,스페셜 스킨 팩
146,스페셜 팩 1,5900,₩,스페셜 팩
147,스페셜 팩 2,89000,₩,스페셜 팩
10148,백작의 비밀 선물5,119000,₩,백작의 비밀 선물5
1200101,크리스탈 검 보급 팩,5900,₩,크리스탈 검 보급 팩
1200102,크리스탈 검 보급 팩,12000,₩,크리스탈 검 보급 팩
1200103,크리스탈 검 보급 팩,25000,₩,크리스탈 검 보급 팩
1200104,크리스탈 검 보급 팩,37000,₩,크리스탈 검 보급 팩
1200105,크리스탈 검 보급 팩,65000,₩,크리스탈 검 보급 팩
1300101,도시락 보급 팩,5900,₩,도시락 보급 팩
1300102,도시락 보급 팩,12000,₩,도시락 보급 팩
1300103,도시락 보급 팩,25000,₩,도시락 보급 팩
1300104,도시락 보급 팩,37000,₩,도시락 보급 팩
1300105,도시락 보급 팩,65000,₩,도시락 보급 팩
1400101,비스킷 보급,5900,₩,비스킷 보급
1400102,비스킷 보급,12000,₩,비스킷 보급
1400103,비스킷 보급,37000,₩,비스킷 보급
1400104,비스킷 보급,65000,₩,비스킷 보급
1400201,비스킷 보급,5900,₩,비스킷 보급
1400202,비스킷 보급,12000,₩,비스킷 보급
1400203,비스킷 보급,37000,₩,비스킷 보급
1400204,비스킷 보급,65000,₩,비스킷 보급
1400301,비스킷 보급,5900,₩,비스킷 보급
1400302,비스킷 보급,12000,₩,비스킷 보급
1400303,비스킷 보급,37000,₩,비스킷 보급
1400304,비스킷 보급,65000,₩,비스킷 보급
1500101,은신 학부 보급,25000,₩,은신 학부 보급
1500102,은신 학부 보급,37000,₩,은신 학부 보급
1500103,은신 학부 보급,65000,₩,은신 학부 보급
1500104,은신 학부 보급,89000,₩,은신 학부 보급
1500201,신위 학부 보급,25000,₩,신위 학부 보급
1500202,신위 학부 보급,37000,₩,신위 학부 보급
1500203,신위 학부 보급,65000,₩,신위 학부 보급
1500204,신위 학부 보급,89000,₩,신위 학부 보급
1500301,풍견 학부 보급,25000,₩,풍견 학부 보급
1500302,풍견 학부 보급,37000,₩,풍견 학부 보급
1500303,풍견 학부 보급,65000,₩,풍견 학부 보급
1500304,풍견 학부 보급,89000,₩,풍견 학부 보급
1500401,담화 학부 보급,25000,₩,담화 학부 보급
1500402,담화 학부 보급,37000,₩,담화 학부 보급
1500403,담화 학부 보급,65000,₩,담화 학부 보급
1500404,담화 학부 보급,89000,₩,담화 학부 보급
1500501,수라 학부 보급,25000,₩,수라 학부 보급
1500502,수라 학부 보급,37000,₩,수라 학부 보급
1500503,수라 학부 보급,65000,₩,수라 학부 보급
1500504,수라 학부 보급,89000,₩,수라 학부 보급
1500601,진성 학부 보급,25000,₩,진성 학부 보급
1500602,진성 학부 보급,37000,₩,진성 학부 보급
1500603,진성 학부 보급,65000,₩,진성 학부 보급
1500604,진성 학부 보급,89000,₩,진성 학부 보급
1050106,경험치 드링크 팩,89000,₩,경험치 드링크 팩
1050107,경험치 드링크 팩,119000,₩,경험치 드링크 팩
1060106,골드 구급 팩,89000,₩,골드 구급 팩
1060107,골드 구급 팩,119000,₩,골드 구급 팩
148,초보자 특가 팩1,1200,₩,초보자 특가 팩1
149,초보자 특가 팩2,2500,₩,초보자 특가 팩2
150,초보자 특가 팩3,12000,₩,초보자 특가 팩3
151,초보자 특가 팩1,1200,₩,초보자 특가 팩1
152,초보자 특가 팩2,5900,₩,초보자 특가 팩2
153,초보자 특가 팩3,12000,₩,초보자 특가 팩3
154,초보자 특가 팩1,1200,₩,초보자 특가 팩1
155,초보자 특가 팩2,5900,₩,초보자 특가 팩2
156,초보자 특가 팩3,25000,₩,초보자 특가 팩3
157,초보자 특가 팩1,1200,₩,초보자 특가 팩1
158,초보자 특가 팩2,5900,₩,초보자 특가 팩2
159,초보자 특가 팩3,25000,₩,초보자 특가 팩3
160,초보자 특가 팩1,1200,₩,초보자 특가 팩1
161,초보자 특가 팩2,5900,₩,초보자 특가 팩2
162,초보자 특가 팩3,25000,₩,초보자 특가 팩3
163,초보자 특가 팩1,1200,₩,초보자 특가 팩1
164,초보자 특가 팩2,12000,₩,초보자 특가 팩2
165,초보자 특가 팩3,37000,₩,초보자 특가 팩3
166,초보자 특가 팩1,1200,₩,초보자 특가 팩1
167,초보자 특가 팩2,25000,₩,초보자 특가 팩2
168,초보자 특가 팩3,37000,₩,초보자 특가 팩3
177,캐주얼 쇼핑데이1,65000,₩,캐주얼 쇼핑데이1
178,캐주얼 쇼핑데이2,119000,₩,캐주얼 쇼핑데이2
180,월초 선물2,37000,₩,월초 선물2
181,월초 선물3,65000,₩,월초 선물3
182,월초 선물4,89000,₩,월초 선물4
183,월초 선물5,119000,₩,월초 선물5
1071001,스테이지 팩-1-12,1200,₩,스테이지 팩
1071002,스테이지 팩-1-12,5900,₩,스테이지 팩
1071101,스테이지 팩-2-10,2500,₩,스테이지 팩
1071102,스테이지 팩-2-10,5900,₩,스테이지 팩
184,초보자 슈퍼 팩,1200,₩,초보자 슈퍼 팩
185,표류기 보급,65000,₩,표류기 보급
186,새해 보너스,25000,₩,새해 보너스
187,튜린 스킨&육성,5900,₩,튜린 스킨&육성
188,튜린 스킨&육성,12000,₩,튜린 스킨&육성
189,혼기 축제,37000,₩,혼기 축제
190,초보자 펀드,25000,₩,초보자 펀드
191,초보자 캡슐 뽑기,25000,₩,초보자 캡슐 뽑기
192,초보자 캡슐 뽑기,37000,₩,초보자 캡슐 뽑기
193,초보자 캡슐 뽑기,65000,₩,초보자 캡슐 뽑기
194,럭키 보너스,37000,₩,럭키 보너스
179,월초 선물1,12000,₩,월초 선물1
195,초보자 한정 캡슐 뽑기 팩,12000,₩,초보자 한정 캡슐 뽑기 팩
196,초보자 한정 캡슐 뽑기 팩,37000,₩,초보자 한정 캡슐 뽑기 팩
197,초보자 한정 캡슐 뽑기 팩,65000,₩,초보자 한정 캡슐 뽑기 팩
198,데일리 특가 팩7,5900,₩,데일리 특가 팩
199,월간 팩 9,119000,₩,월간 팩
200,주간 팩 5,99000,₩,주간 팩
201,주간 팩 6,119000,₩,주간 팩
202,밸런타인데이 한정 팩3,65000,₩,밸런타인데이 한정 팩3
203,밸런타인데이 한정 팩4,119000,₩,밸런타인데이 한정 팩4
204,사역마 육성 팩1,5900,₩,사역마 육성 팩1
205,사역마 육성 팩2,12000,₩,사역마 육성 팩2
206,사역마 육성 팩3,37000,₩,사역마 육성 팩3
207,사역마 육성 팩4,65000,₩,사역마 육성 팩4
208,사역마 육성 팩5,119000,₩,사역마 육성 팩5
209,부활절 팩 1,37000,₩,부활절 팩 1
210,부활절 팩 2,119000,₩,부활절 팩 2
211,부활절 에그 팩 1,119000,₩,부활절 에그 팩 1
212,부활절 에그 팩 2,65000,₩,부활절 에그 팩 2
213,부활절 에그 팩 3,37000,₩,부활절 에그 팩 3
1600101,소녀 성장 팩1,5900,₩,졸업하자 피피로1
1600102,소녀 성장 팩2,25000,₩,졸업하자 피피로2
1600103,소녀 성장 팩3,65000,₩,졸업하자 피피로3
1600104,소녀 성장 팩4,65000,₩,졸업하자 피피로4
1600105,소녀 성장 팩5,65000,₩,졸업하자 피피로5
1600106,소녀 성장 팩6,65000,₩,졸업하자 피피로6
1600107,소녀 성장 팩7,99000,₩,졸업하자 피피로7
214,개인 한정 팩 Lv.10,2500,₩,개인 한정 팩 Lv.10
215,개인 한정 팩 Lv.11,2500,₩,개인 한정 팩 Lv.11
216,개인 한정 팩 Lv.12,2500,₩,개인 한정 팩 Lv.12
217,개인 한정 팩 Lv.13,2500,₩,개인 한정 팩 Lv.13
218,개인 한정 팩 Lv.14,2500,₩,개인 한정 팩 Lv.14
219,개인 한정 팩 Lv.15,2500,₩,개인 한정 팩 Lv.15
220,개인 한정 팩 Lv.16,2500,₩,개인 한정 팩 Lv.16
221,개인 한정 팩 Lv.17,2500,₩,개인 한정 팩 Lv.17
222,개인 한정 팩 Lv.18,2500,₩,개인 한정 팩 Lv.18
223,개인 한정 팩 Lv.19,2500,₩,개인 한정 팩 Lv.19
224,개인 한정 팩 Lv.20,2500,₩,개인 한정 팩 Lv.20
225,개인 한정 팩 Lv.21,2500,₩,개인 한정 팩 Lv.21
226,개인 한정 팩 Lv.22,2500,₩,개인 한정 팩 Lv.22
227,개인 한정 팩 Lv.23,2500,₩,개인 한정 팩 Lv.23
228,개인 한정 팩 Lv.24,2500,₩,개인 한정 팩 Lv.24
229,개인 한정 팩 Lv.25,2500,₩,개인 한정 팩 Lv.25
230,개인 한정 팩 Lv.26,2500,₩,개인 한정 팩 Lv.26
231,개인 한정 팩 Lv.27,2500,₩,개인 한정 팩 Lv.27
232,개인 한정 팩 Lv.28,2500,₩,개인 한정 팩 Lv.28
233,개인 한정 팩 Lv.29,2500,₩,개인 한정 팩 Lv.29
234,개인 한정 팩 Lv.30,2500,₩,개인 한정 팩 Lv.30
235,동아리 한정 팩 Lv.10,65000,₩,동아리 한정 팩 Lv.10
236,동아리 한정 팩 Lv.11,65000,₩,동아리 한정 팩 Lv.11
237,동아리 한정 팩 Lv.12,65000,₩,동아리 한정 팩 Lv.12
238,동아리 한정 팩 Lv.13,65000,₩,동아리 한정 팩 Lv.13
239,동아리 한정 팩 Lv.14,65000,₩,동아리 한정 팩 Lv.14
240,동아리 한정 팩 Lv.15,65000,₩,동아리 한정 팩 Lv.15
241,동아리 한정 팩 Lv.16,65000,₩,동아리 한정 팩 Lv.16
242,동아리 한정 팩 Lv.17,65000,₩,동아리 한정 팩 Lv.17
243,동아리 한정 팩 Lv.18,65000,₩,동아리 한정 팩 Lv.18
244,동아리 한정 팩 Lv.19,65000,₩,동아리 한정 팩 Lv.19
245,동아리 한정 팩 Lv.20,65000,₩,동아리 한정 팩 Lv.20
246,동아리 한정 팩 Lv.21,65000,₩,동아리 한정 팩 Lv.21
247,동아리 한정 팩 Lv.22,65000,₩,동아리 한정 팩 Lv.22
248,동아리 한정 팩 Lv.23,65000,₩,동아리 한정 팩 Lv.23
249,동아리 한정 팩 Lv.24,65000,₩,동아리 한정 팩 Lv.24
250,동아리 한정 팩 Lv.25,65000,₩,동아리 한정 팩 Lv.25
251,동아리 한정 팩 Lv.26,65000,₩,동아리 한정 팩 Lv.26
252,동아리 한정 팩 Lv.27,65000,₩,동아리 한정 팩 Lv.27
253,동아리 한정 팩 Lv.28,65000,₩,동아리 한정 팩 Lv.28
254,동아리 한정 팩 Lv.29,65000,₩,동아리 한정 팩 Lv.29
255,동아리 한정 팩 Lv.30,65000,₩,동아리 한정 팩 Lv.30
256,개인 한정 팩 Lv.4,2500,₩,개인 한정 팩 Lv.4
257,개인 한정 팩 Lv.5,2500,₩,개인 한정 팩 Lv.5
258,개인 한정 팩 Lv.6,2500,₩,개인 한정 팩 Lv.6
259,개인 한정 팩 Lv.7,2500,₩,개인 한정 팩 Lv.7
260,개인 한정 팩 Lv.8,2500,₩,개인 한정 팩 Lv.8
261,개인 한정 팩 Lv.9,2500,₩,개인 한정 팩 Lv.9
262,동아리 한정 팩 Lv.4,65000,₩,동아리 한정 팩 Lv.4
263,동아리 한정 팩 Lv.5,65000,₩,동아리 한정 팩 Lv.5
264,동아리 한정 팩 Lv.6,65000,₩,동아리 한정 팩 Lv.6
