id,name,desc,skill_desc1,skill_desc2,skill_desc3,skill_desc4
851011,바닐라,"
1. 은신 학부의 만능 소녀
2. 뛰어난 대미지로 적에게 대미지를 입히면서도 지속적인 대미지를 입히고 동결과 석화 효과를 준다.
3. 적이 석화 또는 동결 될 때마다 바닐라로 하여금 대량의 HP나 에너지를 회복할 수 있게 하여, 일정 확률로 자신의 HP를 회복하고 생존력을 향상시킨다.
4. 또한 적의 공격력을 감소시켜, 어떤 진영에서든 도움이 되고 게임 초중반에 활약할 수 있다.
5. 만능형 소녀를 보유하고 있지 않다면, 육성을 추천한다.","액티브 스킬: 적에게 대미지와 독 효과를 랜덤으로 4명의 적에게 입히며, 일정 확률로 동결, 석화 효과를 줍니다.","강화 스킬, 일반 공격은 랜덤으로 2명의 적을 공격하고 공격력 흡수 효과를 준다. 공격력 흡수 효과에 의해 팀의 생존력을 강화할 수 있다.","강화 스킬: 공격력과 생존력을 강화하며, 치명타를 증가시켜 대미지 능력을 강화한다.",회복 스킬: 적이 석화 또는 동결 될 때마다 바닐라로 하여금 대량의 HP나 에너지를 회복할 수 있게한다.\n이 스킬로 인해 바닐라는 강한 생존력과 공격력을 가진다.
852001,초선,"1. 신위 학부의 목사 소녀.\n2. 아군 속도를 증가시켜 팀의 선제 공격에 영향을 준다.\n3. 아군을 위해 공격력을 증가시키고, 적의 방어력을 감소 시키며, 체력이 50% 이하일 경우 아군의 공격력을 증가시키고, 전체 적의 방어력을 감소시켜 좋은 대미지 환경을 만들 수 있다.",액티브 스킬: 모든 적에게 대미지를 입히며 아군의 속도를 증가시킵니다.\n10성 이후에는 적의 정밀을 감소시키고 아군의 대미지과 속도를 강화할 수 있어 선제 공격을 할 수 있습니다.,"강화 스킬: 생존력과 속도를 강화하여, 선제공격에 유리하다.",강화 스킬: 일반 공격 시 2명의 적을 공격한다.\n6성 이후는 3명으로 증가한다.,"강화 스킬: HP가 낮을 때, 아군의 공격력을 증가시키며, 적의 방어력을 감소시켜, 팀의 대미지 능력을 증가한다.\nPVP 시, 해당 스킬을 통해 소녀들에게 더 좋은 효과를 가질 수 있다."
852002,순욱,"1. 신위 학부의 목사 소녀.\n2. 순수한 힐러로 높은 회복 효과를 갖는다.\n3. 속도가 느려, 선제 공격을 위해 속도와 면역력을 증가하여 생존력을 증가하는 것을 추천한다.","액티브 스킬: 아군 전체에 공격력에 따른 치료 효과를 주며, 30% 확률로 대량 HP를 회복합니다.\n치료 효과가 뛰어나, 대량의 HP 회복이 가능합니다.\n해당 스킬은 10성 이후에 크게 강화됩니다.",강화 스킬: 일반 공격에 추가 대미지와 지속 회복 효과를 부여한다.,강화 스킬: 생존력과 치료 효과를 강화한다.,강화 스킬: HP가 낮을 경우 아군 전체의 HP를 1회 회복한다.
852003,하후돈,"1. 신위 학부의 전사 소녀로 앞라인을 담당하는 경우가 많다.\n2. HP 50%이하 시, 아군 전체의 방어력을 대폭 증가시키며, 장비와 같은 높은 방어력의 소녀와 조합할 경우 뛰어난 효과를 얻을 수 있다.\n3. 게임 초반 탱커 소녀가 부족할 경우, 육성을 추천한다.","액티브 스킬: 적 뒷줄에 대미지를 입히고, 일정 확률로 기절 효과를 줍니다.\n10성 이후는 대미지 감소 효과가 추가되면서 생존력이 강화됩니다.",강화 스킬: 생존력을 강화한다.,"반격 스킬: 치명타 공격을 받았을 때, 반격을 통해 상대방에게 대미지를 준다.","강화 스킬: HP가 낮을 때, 아군의 방어력을 증가하여 아군의 생존력을 강화시킨다.\n매우 강력한 스킬로 중반 이후의 동아리 보스전에서 활약할 수 있다."
852004,조조,"1. 신위 학부의 메인 딜러형 소녀.\n2. 모든 스킬이 자신의 대미지를 크게 향상하여 전투가 후반으로 갈수록 대미지가 올라간다.\n3. 다른 소녀가 쓰러질 경우, 조조의 딜 능력이 강화되기 때문에, 버프를 걸어주거나 체력이 낮은 소녀와의 조합이 뛰어나다. 조휴, 손인 등 소녀는 조조의 딜 능력을 대폭 향상시킬 수 있습니다.",액티브 스킬: 적 전체에 대미지와 연소 효과를 줍니다.\n10성 이후에는 자신의 치명타 대미지와 공격력을 증가시키고 대미지 능력을 대폭 강화합니다.,강화 스킬: 아군이 쓰러질 때마다 조조 자신의 공격력과 스킬 대미지가 증가한다.\n해당 스킬에 의해 아군이 쓰러지면 조조는 적에게 대량의 대미지를 입힐 수 있다.,"강화 스킬: 적 소녀가 쓰러질 때마다 조조의 치명타와 치명타 대미지를 강화한다.\n전투 후반, 해당 스킬에 의해 조조는 막강한 대미지 능력을 획득한다.","강화 스킬, 생존력과 대미지 능력을 강화시킨다."
852005,조운,"1. 신위 학부의 대미지형 딜러.\n2. 뛰어난 화력과 구속 능력을 보유하여, 적 전체에 타격을 줌과 동시에 동결시킬 수 있다. 동결 상태의 적에 대한 대미지가 증가하기 때문에, 동결 스킬을 가진 소녀와 함께하면 더욱 강해진다.\n3. 생존력을 향상시킨 후 적의 공격력을 감소시키기 위해 1번 위치에 두는 것을 추천한다.",액티브 스킬: 적 전체에 대미지를 주고 일정 확률로 동결시킵니다.\n10성 이후 이 스킬을 사용하면 추가 에너지를 획득합니다.,강화 스킬: 돌파력과 공격력을 증가시킨다.,"반격 스킬: 공격을 받았을 때, 상대의 공격력을 감소시키고 자신의 공격력을 증가시킨다.",강화 스킬: 동결된 적에 대한 대미지 증가.\n다른 동결 스킬을 가진 소녀와 조합는 것을 추천한다.
852006,대교,"1. 신위 학부의 구속형 소녀.\n2. 자신이 쓰러졌을 때 적의 뒷줄에 1회 타격을 주며, 옥상 정복에 뛰어난 능력을 가지고 있다.\n3. 10성 이후에는 일반 공격을 통해 높은 확률로 적을 기절 시킬 수 있어 구속형 소녀가 필요하다면 추천한다.","액티브 스킬: 랜덤으로 적에게 대미지를 주고 일정 확률로 기절시킵니다.\n10성 이후, 해당 스킬은 적 전체를 공격할 수 있습니다.",강화 스킬: 공격력과 생존력을 증가시킨다.,구속 스킬: 쓰러졌을 때 일정 확률로 적 뒷줄 소녀를 기절시킨다.\n10성 이후 구속 스킬이 강화된다.,"강화 스킬: 공격할 때마다(일반 공격 포함) 일정 확률로 기절 효과를 준다.\n10성 이후, 확률이 상승하고 우수한 구속 효과를 발휘한다."
852007,장비,"
1. 신위 학부의 메인 딜러형 소녀.
2. 높은 방어력을 가지고 있으며 자신보다 방어력이 낮은 적에게 반격하기 때문에 PVP에서 꽤 유리하다.
3. 적의 방어력을 감소시키므로 PVE에서는 메인 딜러로 사용되고 있다.
4. 어떤 조합으로도 출전할 수 있기 때문에 앞줄에 타격형 캐릭터가 필요하면 육성을 추천한다.",액티브 스킬: 랜덤으로 3명의 적에게 대미지를 입히고 상대의 방어력을 감소시켜 추가 대미지를 입힙니다. 전사형 소녀에게는 대미지가 더욱 증가합니다.\n전사형 소녀 상대 시 강합니다.,"강화 스킬: 공격할 때마다(일반 공격 포함) 목표 적에게 방어력 감소와 추가 대미지를 주며, 연소 상태의 적에게는 대미지가 증가한다.",강화 스킬: 생존력과 대미지 능력을 강화시킨다.,반격 스킬: 장비의 높은 방어력으로 해당 패시브 발동 확률이 비교적 높다. 채문희와의 조합이 상대적으로 안정적이다.\n주의: 반격 시 패시브 스킬 1은 발동하지 않는다.
852008,하후연,1. 신위 학부의 대미지 딜러.\n2. 스킬 특성으로 HP가 가장 낮은 적을 공격하므로 확실하게 적을 쓰러뜨리고 싶은 경우 쓸 수 있다.\n3. 직접 타격 이외에도 높은 지속 대미지를 준다.,액티브 스킬: 랜덤으로 뒷줄 적 2명에게 대미지를 입히고 추가 대미지를 줍니다.\n10성 이후 대미지 비율이 높아지면서 대미지가 강화됩니다.,"강화 스킬, 공격할 때마다(일반 공격 포함) 일정 확률로 목표 적에게 추가 대미지를 입힌다.\n10성 이후, 반드시 추가 타격을 준다.",강화 스킬: 생존력과 대미지 능력을 강화한다.,"강화 스킬, 일반 공격은 가장 HP가 낮은 적을 공격하며 상대의 공격력을 훔친다.\n이 스킬로 인해 하후연은 낮은 HP의 소녀를 겨냥하여 상대할 수 있으며, 팀의 생존 능력을 강화할 수 있다."
852009,관우,"1. 신위 학부의 독특한 가드형 소녀.\n2. 공격할 때마다 자신의 가드와 공격력을 증가하여, 자신이 받는 대미지 감소를 통해 생존 공간을 확보한다.\n3. 「난격」 레벨 2 달성 후, 일반 공격 시 상대 앞줄의 소녀를 공격하게 되며, 방어력이 약한 딜러형 소녀를 겨냥할 수 있다.","
액티브 스킬: 적 전체에 대미지를 입히고 자신의 공격력을 증가합니다.
6성 이후 법사 적 상대 시 추가 대미지를 입힙니다.
10성 이후 랜덤으로 4명의 적에게 타격을 주고 출혈과 독 대미지를 주면서 자신의 공격력을 증가합니다.
10성 전 해당 기술의 타겟은 앞줄 적 소녀입니다. 10성 이후, 타겟이 랜덤으로 변하기 때문에 다른 독 공격 소녀와 조합해서 사용할 것을 추천합니다.","강화 스킬: 생존력과 속도를 강화하여, 선제공격을 선점한다.","강화 스킬: 공격할 때마다(일반 공격 포함), 생존력과 공격력을 증가한다.",강화 스킬: 일반 공격 시 앞줄 적에게 대미지를 준다.
852010,조식,"
1. 신위 학부의 딜러형 소녀.
2. 일반 공격 시 랜덤으로 3명의 적을 공격한다.
3. 액티브 스킬은 프리스트를 효과적으로 견제할 수 있다.10성 도달 시, 소녀를 100% 확률로 기절시키고 적 프리스트 소녀의 HP를 대폭 감소시켜, 옥상 정복 시 프리스트가 많은 팀을 겨냥할 수 있다.
4. 공격 시, 적의 치명타 확률 및 공격적을 감소하여, 팀에 뛰어난 딜 환경을 조성한다.",액티브 스킬: 적 전체에 대미지를 입히고 프리스트형 소녀에게 일정 확률로 침묵 효과를 줍니다.\n10성 이후 스킬이 크게 바뀌어 침묵이 아닌 기절 효과와 추가 대미지를 입힙니다. 구속 효과가 강화되어 프리스트형 소녀를 효과적으로 상태할 수 있습니다.,강화 스킬: 적의 공격력을 감소시키고 팀의 생존력을 강화시킨다.,강화 스킬: 대미지와 생존력을 증가시킨다.\n6성 이후 증가폭이 커진다.,"강화 스킬: 공격할 때마다(일반 공격 포함), 일정 확률로 목표물의 치명타를 감소시키고 자신의 공격력을 증가시킨다.\n10성 이후 적용 확률이 높아지고 적 소녀의 대미지를 대폭 감소시킬 수 있다."
852011,육손,"
1. 신위 학부의 구속형 소녀.
2. 우수한 구속력과 대미지 능력을 가지고 있으며, 액티브 스킬은 랜덤으로 4명의 적에게 대미지를 입히고 3명의 적을 기절시킵니다.
3. 아군이 기술을 사용하면 지원 공격을 사용하고 일정 확률로 기절시킵니다.
4. 뛰어난 생존 능력을 보유하고 있어, 높은 대미지 감소 효과를 가지고 있으며, 기절에 면역합니다.
5. PVP에 뛰어난 능력을 발휘하며, 속도를 강화하여 선제공격을 잡는 것을 추천합니다.",액티브 스킬: 랜덤으로 4명의 적에게 대미지를 입히고 10성 시 안정적인 단일 목표 구속 효과가 있습니다.\n육손의 빠른 속도와 함께 적에게 효과적인 구속 효과와 대미지를 입힙니다.,강화 스킬: 아군이 스킬을 사용했을 때 협력 공격을 실시하여 기절 효과를 준다.\n대미지와 구속이 합쳐진 스킬.,"강화 스킬: 생존력, 구속, 대미지를 증가시키는 전면적인 패시브 스킬.",강화 스킬: HP가 낮을 때 대미지 감소율을 5라운드 동안 증가시킨다.
853001,좌자,"
1. 풍견 학부의 메인 딜러형 소녀.
2. 일반 공격 시 적 전체를 공격한다.
3. PVE에서 핵심 대미지를 담당하고 있으며, 음양 표시로 적에게 높은 대미지를 입힐 수 있다.
4. 팀에 좌자를 많이 배치할 경우 음양 표시가 쌓이면서 손쉽게 대미지를 입힐 수 있다.
5. 구속 스킬에 취약하기 때문에 스킬 사용을 위해 생존 공간을 확보해야 한다.","액티브 스킬: 적 전체에 타격을 주고 표시를 부여합니다. 표시는 좌자의 대미지를 대폭 증가할 수 있습니다.\n10성 이후, 일정 확률로 표시를 1개 추가 부여할 수 있습니다.\n팀에 좌자가 많을수록, 더 많은 표시를 부여할 수 있기 때문에 대미지 효과를 대폭 강화할 수 있습니다.","강화 스킬: 대미지 감소, 생존력, 치명타를 강화한다.","강화 스킬: 일반 공격 시, 표시를 부여한다.\n10성 이후 일반 공격은 목표의 공격력을 흡수할 수 있다.",반격 스킬: 공격 당했을 경우 일정 확률로 적에게 음양 표시를 부여하는 동시에 자신의 치명타 대미지도 증가한다.\n이 스킬을 통해 좌자의 대미지를 크게 증가할 수 있다.
853002,언월,"1. 풍견 학부의 메인 전사형 소녀, 보통 가장 앞줄에 배치됩니다.\n2. 액티브 스킬은 전사형 소녀를 효과적으로 견제할 수 있으며, 옥상 정복 시, 전사가 많은 팀을 상대하는 데 탁월합니다.\n3. 대미지를 입을 경우, 일정 확률로 자신을 HP를 회복하고 공격력을 강화할 경우, 딜 능력과 생존 능력을 동시에서 증가할 수 있습니다.","액티브 스킬: 앞줄 소녀에게 대미지를 입히고 전사형 소녀에게 추가 대미지를 입힙니다.\n6성 이후, 타깃이 적 전체가 된다.\n10성 이후 자신에 대한 대미지 감소 효과가 추가되면서 생존력이 상승합니다.","강화 스킬: 생존력과 타격 능력을 강화하고, 전사 소녀에 대한 대미지를 증가시킨다.\n10성 이후, 전사 소녀에 대한 대미지가 크게 증가한다.","강화 스킬: 공격할 때마다(일반 공격 포함), 자신의 대미지 능력을 강화한다.\n전투가 지속 될수록 언월이 강해진다.",회복 스킬: 공격을 받을 경우 일정 HP를 회복한다.\n회복량은 언월 자신의 공격력과 비례되기 때문에 공격력을 증가할 경우 생존력도 증가한다.
853003,유굉,"1. 풍견 학부 딜러형 소녀.\n2. 지속적인 독 대미지를 가할 수 있다. 액티브 스킬, 일반 공격, 피공격, 쓰러질 때 모두 일정 확률로 목표에 독 상태를 부여합니다.\n3. 독 상태에 대한 대미지가 증가하는 소녀와 전투에 참가하면 대미지를 배로 증가시킬 수 있습니다.","액티브 스킬, 랜덤으로 4명의 적에게 대미지를 입히고 독 대미지를 줍니다.\n6성 이후, 타깃은 적 전체로 변경되며.\n10성 이후 스킬이 크게 변화하여, 유굉의 대미지 능력을 대폭 증가시킵니다.","강화 스킬: 공격할 때마다(일반 공격 포함), 높은 확률로 타깃에게 독 상태를 부여해 대미지를 입힌다.",강화 스킬: 쓰러진 후 적 전체에 독 상태를 부여하여 독 대미지를 입힌다.,반격 스킬: 공격을 받을 경우 일정 확률로 적에게 독 상태를 부여한다.
853004,유협,"1. 풍견 학부에서 높은 방어력을 가진 딜러형 소녀.\n2. 액티브 스킬은 타깃의 HP 최대 HP에 따라 추가 대미지를 입히며, 자신의 공격력과 돌파력을 증가시킵니다. 일반 공격시 적의 방어력을 흡수하는 효과도 있어 PVE에도 적합합니다.\n3. 일정 라운드 경과 후 치명타와 치명타 대미지를 증가시켜 지구전에도 적합합니다.","액티브 스킬: 상대 앞라인 소녀에게 대미지 입히고, 자신의 대미지를 강화합니다.\nHP가 유협 자신보다 낮은 적에게 추가 대미지를 줍니다.\n이 스킬은 유협의 HP를 건강한 상태로 유지하며, 적에게 높은 대미지를 입힐 수 있습니다.","핵심 스킬: 일반 공격으로 방어력을 훔친 후 흡수함으로써 적의 생존력을 약화시키는 동시에 자신을 강화할 수 있다.\n전투가 진행될수록, 유협의 방어력은 점점 강화된다.",강화 스킬: 공격력과 생존력을 증가시킨다.,강화 스킬: 일정 라운드가 지나면 치명타와 치명타 대미지를 크게 올릴 수 있다.\n지구전에서 자신의 화력을 더욱 강화할 수 있다.
853005,노부나가,1. 풍견 학부의 높은 치명타 대미지율을 가진 딜러형 소녀.\n2. 치명타 대미지 증가와 동시에 적의 치명타와 치명타 대미지를 감소하기 때문에 여러 방면에서 도움이 된다. 대미지가 부족할 경우 육성하는 것을 추천.\n3. 구속 효과에 취약하기 때문에 면역력을 늘릴 수 있는 장비를 갖추는 것을 추천.,"액티브 스킬: 적 전체에 대미지를 입힘과 동시에 치명타를 감소 시킬 수 있다.\n10성 후, 스킬 효과가 크게 강화되면서 추가 대미지가 발생하고, 적의 치명타 대미지를 감소시킵니다.","강화 스킬, 공격 할 때마다(일반 공격 포함), 자신의 치명타를 증가시켜 적의 치명타를 감소 시키며, 일정 확률로 자신의 치명타를 증가시킨다.\n해당 스킬로 인해 전투가 길어지는 것은 노부나가의 대미지 능력이 증가함을 뜻한다.",강화 스킬: 생존력과 공격력을 강화한다.\n치명타 대미지 강화는 노부나가의 핵심 스킬 이다.,반격 스킬: 공격을 받았을 때 100%의 확률로 반격한다.
853006,강유,"1. 풍견 학부의 엄청난 HP를 자랑하는 전사형 소녀, 기본적으로 앞줄에 배치됩니다.\n2. HP가 높으며 패시브 스킬의 HP와 방어력을 많이 증가하며, 액티브 스킬로는 아군 중 HP가 가장 낮은 소녀를 회복 시킵니다.\n3. 앞줄 탱커형 소녀가 부족할 경우, 육성을 추천합니다.","액티브 스킬, 적 1명의 소녀에게 대미지를 입히며, 아군 소녀의 HP를 회복할 수 있습니다.\n강유 자신의 대미지 능력이 뛰어나지 않아 대미지가 낮지만, 10성의 경우 회복 스킬이 강화됩니다.","패시브 스킬: 공격을 받았을 때, 공격자의 치명타를 감소하여 간접적으로 아군의 생존력을 높일 수 있다.",강화 스킬: 생존력을 강화할 수 있다.,강화 스킬: HP가 낮을 경우 자신의 방어력을 대폭 증가할 수 있다.\n이 스킬로 인해 강유는 나쁘지 않은 생존 능력을 갖출 수 있다.
853007,튜린,"1. 풍견 학부의 유일무이한 전장 전체 반격 능력과 뛰어난 속도의 소유자로 함께 최전방에서 싸우는 전사 소녀.\n2. 공격을 받을 경우 적 전체를 상대로 강력한 반격을 하는 것이 특징이며, 일정한 대미지 감소와 면역력도 갖추고 있어 장기전에도 적합하다.\n3. PVP의 경우 반격 스킬과 높은 면역력으로 인해 좋은 전투력을 발휘할 수 있으며, PVE의 경우 높은 공격력과 생존력 덕분에 모든 전투에 적합하다.",액티브 스킬: 적 뒷줄에 대미지를 입힘과 동시에 자신의 공격력과 대미지 감소 효과를 높일 수 있습니다.\n이 스킬의 메인 효과는 버프 효과입니다.,강화 스킬: 일반 공격 시 일정 확률로 적을 기절시킨다.,"강화 스킬: 생존력과 대미지를 강화할 수 있다. 기절 상태의 적에 대한 대미지 증가는 패시브 스킬 ""지원 요청""과 좋은 시너지 효과를 발휘할 수 있다.","핵심 스킬: 적 전체에 대해 반격, 대량의 대미지를 입힌다.\n침묵하더라도 반격이 가능하다는 점을 주목해야 한다."
