name,translation
PUB_SPEED_MISSION_1,Vous n'avez pas assez de Gemmes pour pouvoir accélérer !
PUB_SPEED_MISSION_2,Voulez-vous utiliser {1} Gemmes afin d'accélérer ce job ?
COMPOSE_EQUIP_NO_MATERIAL,Vous n'avez pas assez d'Équipement Matériel !
CAMPAIGN_REQUIRE,Exigences
CAMPAIGN_REQUIRE_1,Nécessite que le joueur soit Niv.{1}
CAMPAIGN_REQUIRE_2,La puissance de l'équipe de butin a atteint {1}
CAMPAIGN_REQUIRE_3,Vous devez finir l'étape précédente
CAMPAIGN_RANK_WINDOW,Classement
PUT_IN,Utilisez {1}
REPLACE,Remplacer
TRANSFORM,Échanger
SAVE,Sauvegarder
REMOVE,Enlever
LOCK_NOW_ATTR,Bloquer les attributs actuels (Utilise des gemmes)
UNKNOWN_TREASURE,Cristal Inconnu
REMOVE_ALL,Enlever
EQUIP_ALL,Tout équiper
USE,Utiliser
REFRESH,Actualiser
PUB_MISSION_TIME,Job ({1}/{2}) sera réinitialisé
PUB_MISSION_NO_START,Pas encore commencé
PUB_MISSION_COMPLETE,Accompli
START,Commencer
PUB_SPEED_UP,Accélérer
PUB_SPEED_FREE,Gratuit
PUB_MISSION_COMPLETE2,Finir
PUB_TICKET_NO_ENOUGH1,Parchemins de Jobs Insuffisants !
PUB_TICKET_NO_ENOUGH2,Parchemins de Jobs Avancés Insuffisants !
TAVERN_WINDOW_TIPS,"1. Des récompenses généreuses sont données pour avoir fini le Job dans le temps imparti. Chaque Fille ne peut avoir qu'un Job à la fois.|2. Le nombre de Job quotidien est limité. Vous pouvez cependant augmenter la limite en augmentant votre niveau VIP.|3. Les jobs n'ayant pas encore été commencées peuvent être réinitialisées. Vous pouvez utiliser des gemmes pour actualiser les jobs que vous ne voulez pas.|4. Vous pouvez utiliser des Parchemins de Jobs afin d'obtenir des quêtes supplémentaires.|5. Vous pouvez utiliser des gemmes pour accélérer l'achèvement du job en cours.|6. Chances d'actualiser des Jobs：|25.6%% pour 1 étoiles, 27%% pour 2 étoiles, 23.2%% pour 3 étoiles, 15%% pour 4 étoiles, 8%% pour 5 étoiles, 1%% pour 6 étoiles et 0.2%% pour 7 étoiles."
ITEM_SUMMON,Invoquer
ITEM_SELL,Vendre
ITEM_DETAIL,Détails
ITEM_WAYS,Butin
HELP_WINDOW,Aide
PERSON_AVATAR_LIST,Choisir
CLOSE_WINDOW_GUIDE,Touchez l'écran ou sur le bouton fermer pour continuer
PERSON_EDIT_NAME,Modifier le pseudo
PERSON_EDIT_TIPS1,Veuillez entrer votre nouveau pseudo
PERSON_EDIT_TIPS2,4-12 caractères alphanumériques
SURE,OK
PERSON_NO_CRYSTAL,Gemmes insuffisantes !
PERSON_INFO,Information Personnelle
ALTAR_WINDOW_HELP,"1. Transférer une Fille vous permet d'obtenir du Jus d'EXP, des Plateaux Repas et des Listes de Classe.|2. Le Jus d'EXP peut être utilisé pour augmenter le niveau des Filles.|3. Les Plateaux Repas peuvent être utilisés pour promouvoir une Fille. Après la promotion, les Filles gagnent des attributs et débloquent des compétences passives.|4. Les Listes de Classe sont échangeables contre des Filles dans le Magasin de Transfert.|5. Lorsque vous touchez ""Transfert en masse"" vous pourrez sélectionner les Filles 3 étoiles de chaque Maison pour les transférer en masse. |6. Le système conservera automatiquement 20 Filles 3 étoiles de Maison Fantôme/Humain/Monstre/Fée et 4 Filles 3 étoiles de Maison Ange/Démon."
RIGHT_BLUE_BUTTON_1,Marché
RIGHT_BLUE_BUTTON_2,Distributeur
RIGHT_BLUE_BUTTON_3,Test
RIGHT_BLUE_BUTTON_4,Patrouille
RIGHT_BLUE_BUTTON_5,Tâches
RIGHT_BLUE_BUTTON_6,Jobs
RIGHT_BLUE_BUTTON_7,Graduer
RIGHT_BLUE_BUTTON_8,Transférer
RIGHT_BLUE_BUTTON_9,Recruter
RIGHT_BLUE_BUTTON_10,Randonnée
Niv,Niv :
PERSON_NAME_SHORT,Pseudo trop court !
PERSON_NAME_LONG,Pseudo trop long !
PERSON_NAME_SUCCEED,Nom changé !
PERSON_NAME_FAIL,Nom déjà existant !
GET_ITEMS,Objet Acquis
PUB_MISSION_REFRESH_1,"Il faut {1} gemmes pour actualiser, voulez-vous continuer ?"
PUB_MISSION_REFRESH_2,Aucun job à acutaliser !
PUB_MISSION_REFRESH_3,Gemmes insuffisantes pour rafraîchir !
PUB_START_MISSION_1,Vous n'avez pas atteint les requêtes !
PUB_START_MISSION_2,Vous avez besoin d'une Fille avec la Spécialité {1} !
PUB_START_MISSION_3,Vous avez besoin d'une Fille de la Maison {1} !
PUB_START_MISSION_4,Vous avez besoin d'une Fille {1} étoiles
PUB_START_MISSION_5,Votre Puissance n'est pas assez haute !
PUB_START_MISSION_6,Cette Fille a déjà été déployée !
PUB_LOCK_MISSION,Le job déjà commencé ne peut pas être débloqué !
SKILL_UNLOCK_DESC,Débloqué au Grade {1}
ATTR_UP,Amélioration d'Attribut :
TOP_LEV_UP_TO,Niveau max monté à :
TREASURE_NOT_OPEN,Débloqué au Niv. 40
GET_FROM_STAGE,Disponible à l'étape {1}
HAS_NOT_EQUIP,Pas encore d'équipement…
EQUIP_ON,Équiper
NOT_ENOUGH_MANA,Pièces d'or Insuffisantes !
NOT_ENOUGH_MAGIC_DUST,Ciseaux de Cristal insuffisants !
NOT_ENOUGH_CRYSTAL,Gemmes insuffisantes !
NOT_ENOUGH_GRADE_STONE,Plateaux Repas Insuffisants
NOT_ENOUGH_EXP,Pas assez d'EXP !
NOT_TOP_LEV,Le niveau de la Fille n'est pas encore au maximum
UNEQUIP_ALL,Enlever
GAMBLE_DOOR_TIPS,Nécessite le joueur Niv. {1} ou VIP Niv. {2}
GAMBLE_DOOR_TITLE,Distributeur
GAMBLE_BUY_ONE,1 fois
GAMBLE_BUY_TEN,10 fois
GAMBLE_SYSTEM_REFRESH_TIME,Prochain
GAMBLE_COIN_NOT_ENOUGH,Tickets du Distributeur insuffisants !
GAMBLE_VIP_NOT_ENOUGH,"Vous devez être VIP Niv. {1} ou Joueur Niv. {2}, voulez-vous gagner de l'EXP VIP en achetant des gemmes ?"
CRYSTAL_NOT_ENOUGH,"Gemmes insuffisantes, voulez-vous en acheter ?"
GAMBLE_BUY_TITLE,Acheter un ticket de distributeur
GAMBLE_ITEM_RATE,Chances : {1}%%
GAMBLE_RECORD_ITEM,{1} a obtenu [c][{2}]{3} x{4}[-][/c]
GAMBLE_RECORD_TITLE,Historique
BUY,Acheter
GAMBLE_WINDOW_HELP,"1. Le Distributeur est rafraîchit automatiquement une fois toutes les 24 heures. Le temps de rafraîchissement sera réinitialisé si vous rafraîchissez manuellement.|2. Vous pourrez obtenir des Fragments, des Équipements et des Antiquités en utilisant des Tickets.|3. Les récompenses du distributeur changeront automatiquement en fonction de votre niveau. Plus le niveau est élevé, plus la récompense aléatoire est importante.|4. Vous obtiendrez 10 Coupons pour chaque tirage. Les Coupons peuvent être utilisés pour acheter des Fragments de Filles, des équipements, etc. dans la Boutique de la Chance. |5. Les tickets peuvent être achetés avec des Gemmes dans l'interface du Distributeur, dans le Marché, dans les packs d'événements, et ils peuvent être récupérés dans certains événements spéciaux, etc. |6. Touchez la Loupe pour savoir plus."
GAMBLE_WOMAN_TALK_1,Distributeur Normal Parole 1
GAMBLE_WOMAN_TALK_2,Distributeur Normal Parole 2
GAMBLE_WOMAN_TALK_3,Distributeur Normal Parole 3
GAMBLE_WOMAN_TALK_4,Distributeur Normal Parole 4
GAMBLE_WOMAN_TALK_5,Distributeur Normal Parole 5
GAMBLE_UP_WOMAN_TALK_1,Distributeur Avancé Parole 1
GAMBLE_UP_WOMAN_TALK_2,Distributeur Avancé Parole 2
GAMBLE_UP_WOMAN_TALK_3,Distributeur Avancé Parole 3
GAMBLE_UP_WOMAN_TALK_4,Distributeur Avancé Parole 4
GAMBLE_UP_WOMAN_TALK_5,Distributeur Avancé Parole 5
OPEN_SLOT_TIPS,Utilisez {1} Gemmes pour augmenter la quantité de Filles max de {2} ?
NOT_ENOUGH,{1} insuffisant(e)
LOCK_PARTNER_TIPS,Cette Fille est verrouillée|Cette Fille est dans l'équipe de l'Arène|Cette Fille est dans l'équipe de l'Arène d'Élite|Cette Fille est dans l'équipe de l'Arène 3V3|Cette Fille est dans la liste de Fille du fond d'écran|Cette Fille est dans votre Dortoir|Cette Fille est dans Gîte d'Excursion Scolaire|Cette Fille est dans les Bâtiments d'Excursion Scolaire
ALTAR_DECOMPOSE_TIP,Êtes-vous sûr de vouloir transférer une Fille supérieure à 3 étoiles ?
ALTAR_HERO_NUM_TEXT,Restant：
ALTAR_SMART_TEXT,Auto
ALTAR_FILTER_TEXT,Filtrer
ALTAR_DECOMPOSE_TEXT,Transférer
ALTAR_PREVIEW_TEXT,Aperçu
ALTAR_DECOMPOSE_TIP2,Vous devez garder au moins 1 Fille
MAIL_AWAED_TEXT,Récompenses
MAIL_SYSTEM_TEXT,Courrier du Système
MAIL_PLAYER_TEXT,Courrier de Joueur
PARTNER_INFO_JOB,Spécialité
PARTNER_INFO_GRADE,Grade
PROPHET_MANU1,Bureau d'Admission
PROPHET_MANU2,Échange
PROPHET_TIP1,Choisissez une Fille\npour changer
PROPHET_BTN_CANCEL,Annuler
PROPHET_BTN_SAVE,Sauvegarder
PROPHET_BTN_REPLACE,Échanger
PROPHET_REPLACE_HELP,"1. Utilisez des Dossiers afin d'échanger une Fille contre une autre de la même Maison et du même nombre d'étoiles.|2. Vous pouvez refuser de recevoir la nouvelle Fille mais les Dossiers ne vous seront pas rendus.|3. Les Filles verrouillées et celle dans l'Arène ne peuvent pas être échangées. Vous pouvez uniquement échanger les Filles 4 et 5 étoiles. Les Filles des Maisons Ange et Démon ne peuvent pas être échangées.|4. Vous aurez la possibilité d'obtenir n'importe quelle Fille 5 étoiles de la même Maison par Échange.|5. Si vous acceptez l'échange tout sera envoyé vers la nouvelle Fille (Niveau, Equipement, Cristal, Antiquité).|6. Vous pourrez voir les attributs de la nouvelle Fille dans l'interface d'échange, mais les attributs sont celle d'une Niv. 1 faites donc attention de prendre cela en compte.|7.Suite à l'Échange, la Fille obtenue n'obtiendra pas la Faveur de la Fille échangée. |8. Une nouvelle Fille ne peut pas être obtenue pendant la première semaine de sa sortie."
PROPHET_SUMMON_RULE_HELP,"1. Les Sceaux peuvent être obtenus via les Evénements, les Jobs, et peuvent être achetés dans le Marché.|2. Utilisez 1 Sceau pour obtenir une Fille de la Maison demandée.|3. Vous recevrez des Filles 4 ou 5 étoiles ou des fragments de Fille 4 ou 5 étoiles de la Maison correspondante.|4. Chaque admission a une chance de donner des Dossiers. Les Dossiers peuvent être utilisés pour échanger. |5. Une nouvelle Fille ne peut pas être obtenue pendant la première semaine de sa sortie."
PROPHET_SUMMON_RATE_HELP,"Chance d'admission pour la Maison Fée：7%% de chance d'obtenir des fragments 4 étoiles, 60%% de chance d'obtenir des fragments de Fée 4 étoiles, 24%% de chance d'obtenir des fragments 5 étoiles, 9%% de chance d'obtenir des fragments de Fée 5 étoiles.|Chance d'admission pour la Maison Humain：7%% de chance d'obtenir des fragments 4 étoiles, 60%% de chance d'obtenir des fragments d'Humain 4 étoiles, 24%% de chance d'obtenir des fragments 5 étoiles, 9%% de chance d'obtenir des fragments d'Humain 5 étoiles.|Chance d'admission pour la Maison Monstre：7%% de chance d'obtenir des fragments 4 étoiles, 60%% de chance d'obtenir des fragments de Monstre 4 étoiles, 24%% de chance d'obtenir des fragments 5 étoiles, 9%% de chance d'obtenir des fragments de Monstre 5 étoiles.|Chance d'admission pour la Maison Fantôme：7%% de chance d'obtenir des fragments 4 étoiles, 60%% de chance d'obtenir des fragments de Fantôme 4 étoiles, 24%% de chance d'obtenir des fragments 5 étoiles, 9%% de chance d'obtenir des fragments de Fantôme 5 étoiles.|Chance d'admission pour la Maison Ange ou Démon：40%% de chance d'obtenir des fragments d'Ange ou Démon 4 étoiles, 28%% de chance d'obtenir Ange ou Démon 4 étoiles, 28%% de chance d'obtenir des fragments 5 étoiles, 4%% de chance d'obtenir fragments d'Ange ou Démon 5 étoiles"
PROPHET_WOMAN_TALK_1,Fille d'Admission Parole 1
PROPHET_WOMAN_TALK_2,Fille d'Admission Parole 2
PROPHET_WOMAN_TALK_3,Fille d'Admission Parole 3
PROPHET_WOMAN_TALK_4,Fille d'Admission Parole 4
PROPHET_WOMAN_TALK_5,Fille d'Admission Parole 5
ATTR,Attribut
DUNGEON_TITLE,{1} {2}
DUNGEON_HARD_1,Facile
DUNGEON_HARD_2,Normal
DUNGEON_HARD_3,Difficile
DUNGEON_HARD_4,Extrême
DUNGEON_MONSTER_PREVIEW,Aperçu des Ennemis
DUNGEON_FIGHT,Combattre
DUNGEON_HERO_HAS_UP,Les Filles ont été déployées !
DUNGEON_FULL_HERO,Vous avez déployé le nombre maximum de Filles !
DUNGEON_START_ERROR,Aucune Fille n'a été déployée
DUNGEON_SHOP,Boutique
DUNGEON_SHOP_LEV_1,Primaire
DUNGEON_SHOP_LEV_2,Intermédiaire
DUNGEON_SHOP_LEV_3,Avancée
DUNGEON_SHOP_DETAIL,{1} Marchand
DUNGEON_SHOP_TIPS_1,Total：
DUNGEON_SHOP_TIPS_2,Aucun objet achetable !
DUNGEON_HERO_TITLE,Bataille
DUNGEON_SWEEP_CAMPAIGN,Vous avez fini le Raid !
DAILY_QUIZ_TITLE,Quiz Journalier
DAILY_QUIZ_DETAIL_TITLE_1,Quiz de Pièces
DAILY_QUIZ_DETAIL_TITLE_2,Quiz d'EXP
DAILY_QUIZ_DETAIL_TITLE_3,Quiz de Filles
DUNGEON_TIME_COUNT_END,Restant :
DUNGEON_TIME_COUNT_START,Commence dans：
NO_OPEN,Bloqué
RANK_WINDOW,Classement
TOWER_VIDEO_WINDOW,Complété récemment
DAILY_MISSION,Quêtes Journalières
REFRESH_TIME,Rafraîchi dans
GO,Aller à
PURCHASE_SUCCESS,Paiement effectué
GROUP_1,Fantôme
GROUP_2,Humain
GROUP_3,Monstre
GROUP_4,Fée
GROUP_5,Démon
GROUP_6,Ange
GROUP_5_6,Ange/Démon
PROPHET_TREE_NOT_ENOUGH,Sceaux Insuffisants
PROPHET_BRANCH_NOT_ENOUGH,Dossiers insuffisants
DAILY_QUIZ_TIME_COUNT,Restant :
DAILY_QUIZ_LEFT_COUNT,Chance(s) Restante(s) :
FIGHT,Défis
AFTER_FREE,Rafraîchi dans
MAINWIN_RIGHT_1,Marché
MAINWIN_RIGHT_2,Défis
MAINWIN_RIGHT_3,Dortoir
MAINWIN_RIGHT_4,Guilde
MAINWIN_RIGHT_5,École
MAINWIN_RIGHT_6,Arène
MAINWIN_TOP_1,Tutoriel
MAINWIN_TOP_2,Succès
MAINWIN_TOP_3,Courrier
MAINWIN_TOP_4,Réglage
MIDAS_WINDOW,Alchimie
ACHIEVEMENT,Succès
SUMMON_RATE,Chance
NOT_MAX_GRADE,La Fille n'a pas atteint le maximum
CONFIRM_BUY,Confirmez-vous l'achat ?
CONFIRM_REFRESH,"Il faut {2} {1} pour actualiser, voulez-vous continuer ?"
CHOOSE_MATERIAL_PARTNER,Choisissez les Filles Matérielles
NOT_ENOUGH_PARTNERS,Filles Matérielles Insuffisantes
DAILY_QUIZ_AWARD,Récompenses du Quiz：
DAILY_QUIZ_AWARD_1,Pièce
DAILY_QUIZ_AWARD_2,Jus d'EXP et Plateau Repas
DAILY_QUIZ_AWARD_3,Fragments de Filles
DAILY_QUIZ_HELP_1,1. Le Quiz de Pièces est débloqué au Niv. 20. Les Pièces sont des récompenses de gain.|2. Vous avez deux Quiz gratuits par jour. Seulement les victoires sont comptées.|3. Augmentez votre niveau afin de pouvoir débloquer plus de Quiz et gagner plus de récompenses.|4. Un niveau VIP plus haut vous permet d'augmenter le nombre de Quiz achetable par jour.|5. Les récompenses peuvent être doublées ou triplées aléatoirement.
DAILY_QUIZ_HELP_2,1. Le Quiz d'EXP est débloqué au Niv. 25. Les Jus d'EXP et les Plateaux Repas sont des récompenses de gain.|2. Vous avez deux Quiz gratuits par jour. Seulement les victoires sont comptées.|3. Augmentez votre niveau afin de pouvoir débloquer plus de Quiz et gagner plus de récompenses.|4. Un niveau VIP plus haut vous permet d'augmenter le nombre de Quiz achetable par jour.|5. Les récompenses peuvent être doublées ou triplées aléatoirement.
DAILY_QUIZ_HELP_3,1. Le Quiz de Filles est débloqué au Niv. 30. Vous pouvez obtenir des Filles en récompenses de gain.|2. Vous avez deux Quiz gratuits par jour. Seulement les victoires sont comptées.|3. Augmentez votre niveau afin de pouvoir débloquer plus de Quiz afin de gagner plus de récompenses.|4. Un niveau VIP plus haut vous permet d'augmenter le nombre de Quiz achetable par jour.|5. Les récompenses peuvent être doublées aléatoirement.
DAILY_QUIZ_BUY_TIPS_1,VIP {1} peut acheter {2} fois
DAILY_QUIZ_BUY_TIPS_2,Voulez-vous dépenser {1} Gemmes pour acheter ?
DAILY_QUIZ_BUY_TIPS_3,Achat réussi !
DAILY_QUIZ_FIGHT_TIPS,Vous avez fini tous vos quiz aujourd'hui !
NEXT_BATTLE,Suivant
BACKPACK_WINDOW,Sac
SKIP_BATTLE,Passer la bataille ?
ALTAR_TITLE,Transfert
ACTIVITY_WINDOW,Foire
TOWER_TEXT01,Ennemi
TOWER_TEXT02,Récompenses
TOWER_TEXT03,Étape {1}
TOWER_TEXT04,Combat
SHOP_TEXT01,Gratuit
SHOP_TEXT02,Gratuit
NO_EQUIP,Pas d'équipement…
NO_ITEM,Pas d'objets…
NO_DEBRIS,Pas de fragments…
NO_ARTIFACT,Aucune Antiquité !
SMITHY_WINDOW,Synthétiser
SMITHY_WINDOW_HELP,1. Combinez des objets de qualité plus faible pour obtenir un objet d'une meilleur qualité.|2. La synthétisation nécessite des pièces|3. Pour synthétiser il faut que l'équipement soit dans votre inventaire ; il ne peut pas être équipé sur une Fille.
EQUIP_NAME_1,Arme
EQUIP_NAME_2,Vêtements
EQUIP_NAME_3,Accessoire
EQUIP_NAME_4,Bas
COMPOSE,Synthétiser
CHECKIN_TEXT01,1. Vous pouvez récupérer une récompense gratuite chaque jour en vous connectant.\n2. Les récompenses seront réinitialisées après 30 fois\n3. Vos récompenses peuvent être récupérées un autre jour si vous vous étiez connectés mais avait oublié de les prendre.
CHECKIN_TEXT02,2. Les récompenses seront réinitialisées après 30 fois
CHECKIN_TEXT03,3. Vos récompenses peuvent être récupérées un autre jour si vous vous étiez connectés mais avait oublié de les prendre.
CHECKIN_TEXT04,Connexion
FIGHT_EVENT,Commencer
STAGE_FIGHTED,Terminé
DUNGEON_USE_DRUG,Voulez-vous utiliser {1} ?
AWAKE_UP,Éveillé
SKILL_UP,Améliore les compétences
TOWER_WINDOW,Test
PROPHET_WINDOW,Recruter
ALTAR_WINDOW,Transfert
MAX_AWAKE,La Fille est entièrement éveillée !
SAVE_FORMATION,Sauvegarder
BATTLE_START,Combattre
LOGIN,Entrer
MIDAS_TEXT01,Rafraîchir
MIDAS_TEXT02,Achetez différentes sortes de Pièces
MIDAS_TEXT03,Gratuit
MIDAS_TEXT04,Collecter
RANK_TEXT01,Terminé
RANK_TEXT02,Étape
FREE2,Gratuit
FREE3,Gratuit
SUMMON_X_TIME,Tirer {1}
SUMMON_HELP_1,"1. Les Capsules Normales vous permettent d'obtenir des Filles de bas rang (1, 2, 3, 4 et 5 étoiles), il faut une pièce de Capsule Normale pour tirer une Capsule Normale.|2. Les Capsules Avancées vous permettent d'obtenir des Filles de haut rang (3, 4 et 5 étoiles), il faut une Pièce de Capsule Avancée pour tirer une Capsule Avancée.|3. Les Capsules d'Amitiés vous permettent d'obtenir des Filles de rang moyen (2, 3, 4 et 5 étoiles), il faut 10 cœurs pour obtenir une Capsule d'Amitié. Le joueur peut maximum avoir 1,000 cœurs.|4.Obtenez 10 d'énergie pour chaque obtention d'une Capsule Avancée. Les joueurs VIP 3 peuvent échanger 1,000 d'énergie afin d'obtenir l'Œuf d'Or et avoir une Fille 5 étoiles qui se trouve dans la liste de Capsule d'Amitié.|5. Les chances des Capsules Avancées sont de：|78.42%% pour 3 étoiles, 20%% pour 4 étoiles et 1.58%% pour 5 étoiles|6. Pendant l'événement Capsule de Filles, les chances des Capsules Avancées sont de：|77.84%% pour 3 étoiles, 19%% pour 4 étoiles et 3.16%% pour 5 étoiles.|7. Les chances des Capsules d'Amitiés sont de：|32%% pour 2 étoiles, 54%% pour 3 étoiles, 13.2%% pour 4 étoiles et 0.8%% pour 5 étoiles.|8. Les chances des Capsules Normales sont de :|56%% pour 1 étoile, 34%% pour 2 étoiles, 8.5%% pour 3 étoiles, 1.45%% pour 4 étoiles et 0.05%% pour 5 étoiles. "
SUMMON_HELP_2,"Les chances des Capsules Avancées sont de：|78.42%% pour 3 étoiles, 20%% pour 4 étoiles et 1.58%% pour 5 étoiles||. Pendant l'événement des Packs de Capsules, les chances des Capsules Avancées sont de：|77.84%% pour 3 étoiles, 19%% pour 4 étoiles et 3.16%% pour 5 étoiles.||. Les chances des Capsules d'Amitiés sont de：|32%% pour 2 étoiles, 54%% pour 3 étoiles, 13.2%% pour 4 étoiles et 0.8%% pour 5 étoiles.||. Les chances des Capsules Normales sont de :|56%% pour 1 étoile, 34%% pour 2 étoiles, 8.5%% pour 3 étoiles, 1.45%% pour 4 étoiles et 0.05%% pour 5 étoiles."
SUMMON_HELP_3,"Obtenez 10 d'énergie pour chaque obtention d'une Capsule Avancée. Les joueurs Vip 3 peuvent échanger 1,000 d'énergie afin d'obtenir l'Œuf d'Or et avoir une Fille 5 étoiles qui se trouve dans la liste de Capsule d'Amitié"
NIUDANJI,Capsule
SURE_2,OK
LEV_UP_AWARD,Récompenses
LEV_UP_CLICK_TIPS,Touchez l'écran pour continuer
MAIL_TIPS,Aucune récompense
DUNGEON_AUTO_DESC_1,Manuel
DUNGEON_AUTO_DESC_2,Auto
PARTNER_DETAIL,Détail de la Fille
SHENXUE,Graduer
SHENXUE_WINDOW,Graduer
FREE_NOW,Gratuit
MARKET_WINDOW,Marché
NEED_LEV,Nécessite le Niv. {1}
HANG_TEAM_EMPTY,La formation de l'Auto-Bataille ne peut pas être vide
REFRESH_GAME,Voulez-vous rafraîchir le jeu ?
TAVERN_WINDOW,Jobs
GROUP_BUFF_DES,L'équipe bénéficie de l'aura suivant
SETTING_UP_TAP_1,Paramètre
SETTING_UP_TAP_2,Information
SETTING_UP_TAP_3,Serveur
SETTING_UP_TAP_4,Communauté
SETTING_UP_WINDOW,Paramètre
MODIFY_PASSWORD_WINDOW,Changer le Mot de Passe
CHANGE_LANGUAGE_WINDOW,Changer la Langue
LOGIN_UP,Entrer
CHANGE_ACCOUNT,Changer
SETTING_UP_HELP,Aide
SETTING_UP_NOTICE,Annonce
SETTING_UP_MUSIC,Musique
SETTING_UP_SOUND,Son
SETTING_UP_LANGUAGE,Langue
SETTING_UP_ACCOUNT,Compte
SETTING_UP_USER_NAME,Nom du Joueur
SETTING_UP_PASSWORD,Mot de Passe
SETTING_UP_OLD_PASSWORD,Ancien Mot de Passe
SETTING_UP_NEW_PASSWORD,Nouveau Mot de Passe
SETTING_UP_CONFIRM_PASSWORD,Confirmer le Mot de Passe
REGISTER,S'inscrire
SETTING_UP_SYSTEM,Système
REGISTER_ACCOUNT,S'inscrire
SETTING_UP_FEEDBACK,Nous contacter
