id,name,from,content
108,Bonus de monté de niveau dans Faire du Café,Courrier du Système,"Félicitation ! Votre niveau de l'événement Faire du Café a atteint Niveau {1}, voici vos récompenses."
109,Récompenses de Priez aux étoiles,Courrier du Système,Félicitation ! Vous avez atteint l'objectif de l'événement Priez aux étoiles. Veuillez collecter vos récompenses !
110,Récompense de Défi de Vitesse,Courrier du Système,"Félicitation ! Vous avez atteint la {1}e place dans Mode de Vitesse, veuillez collecter vos récompenses !"
111,Récompenses d'Évaluation P￼articulière,Courrier du Système,"Félicitations ! Vous avez accompli les tâches d'Évaluation Particulière, voici vos récompenses, veuillez les collecter !"
112,Récupération d'objet d'événement,Courrier du Système,"Senpai, l'événement {1} est terminé. Vos {3}*{2} ont été récupérées. Voici vos récompenses, n'oubliez pas de les récupérer."
113,Capsules de Filles,Courrier du Système,"Félicitations ! Vous avez obtenu {1} Frexie ou Angélina durant l'événement, voici vos récompenses ! Veuillez les récupérér !"
114,Récompense d'événement Ballons Colorés,Courrier du Système,"Félicitations ! Vous avez atteint {1} d'Intimité lors de l'événement Ballons Colorés, veuillez récupérer les récompenses correspondantes."
115,Récompense de Guerre de Maison,Courrier du Système,Félicitations ! Vous avez atteint la {1}e place lors de la Guerre de Maison de Festival Sportif de Yume (Compétition Normale). Voici vos récompenses.
116,Récompense de Guerre de Maison,Courrier du Système,Félicitations Senpai ! Vous faites partie des premiers {1}% lors de la Guerre de Maison de Festival Sportif de Yume (Compétition Normale). Voici vos récompenses.
117,Récompense de Compétition d'Élite,Courrier du Système,Félicitations Senpai pour avoir fini {1}e de la Compétition d'Élite du Festival Sportif de Yume et avoir obtenu {2} Médailles pour votre Maison. Voici vos récompenses !
118,Récompense du Festival Sportif de Yume,Courrier du Système,Félicitations Senpai ! Votre Maison a atteint la {1}e place lors du Festival Sportif de Yume. Voici vos récompenses.
119,Récompense d'Avis d'Admission,Courrier d'Événement,Félicitations Senpai ! Le nombre total d'avis d'admission a atteint {1} et permet d'accéder à un palier de récompense. Voici vos récompenses.
120,Les récompenses d'Ami Boss,Courrier du Système,"Cher Senpai, la fille que vous avez mise en service a aidé vos amis à vaincre {1} Ami Boss, récupérez vos récompenses !"
121,Événement Mensuel,Courrier du Système,Félicitations vous avez terminé le Sanctuaire Secret pour l'Événement Mensuel. Voici vos récompenses.
122,Bonus de Luxe,Courrier du Système,Félicitations vous avez terminé le Sanctuaire Secret pour l'Événement Mensuel. Voici vos récompenses de Luxe.
123,Récompense de Sanctuaire,Courrier du Système,Félicitations vous avez terminé le Sanctuaire Secret pour l'Événement Mensuel. Voici vos récompenses.
124,Récompenses de Test d'Admission,Courrier du Système,"Félicitations Senpai pour avoir terminé {1}e au Test d'Admission, voici vos récompenses !"
125,Récompenses de Test d'Admission,Courrier du Système,"Félicitations Senpai pour avoir terminé dans les {1}% du Test d'Admission, voici vos récompenses !"
126,Récompenses de Pack d'Amour,Courrier d'Événement,"Cher senpai, vous avez déjà acheté le Pack d'Amour, voici tes récompenses !"
127,Récompense d'Explorer le Campus,Courrier du Système,Félicitations vous avez collecté {1} objets dans l'événement d'Explorer le Campus. Voici vos récompenses.
128,Récompense de Chaleur d'été,Courrier du Système,"Félicitation ! Vous avez déjà passé chapitre {1} , ici c'est vos récompenses, veuillez les récupérer."
129,Récompense de Tâches du Retour,Courrier du Système,"Vous avez complété la Tâches du Retour, veuillez collecter les récompenses !"
130,Récompense de Tâches Co-op.,Courrier du Système,"Vous avez complété la Tâches Co-op., veuillez collecter les récompenses !"
131,Récompenses de Capsules à Souhait,Courrier du Système,"Félicitations ! Vous avez tiré Capsules Avancées {1} fois dans l'événement de Capsules à Souhait, veuillez collecter les récompenses !"
132,Récompense Quotidienne,Courrier du Système,"Durant l'événement, connectez-vous chaque jour pour obtenir Baguettex1. Voici votre récompense."
133,Récompense d'Aventure Fantastique,Courrier du Système,"Félicitations ! Vous avez atteint Niveau.{1} dans l'Aventure Fantastique, voici vos récompenses, veuillez les collecter !"
134,Nouveau Chef,Courrier de la Guilde,"Puisque {1} ne s'est pas connecté depuis 7 jours, le poste de chef a été automatiquement transféré par le système. {2} est maintenant le nouveau chef de la Guilde {3}."
135,Rappel de la fin d'Arène,Courrier de l'Arène,"Cher Senpai, l'Arène se terminera dans 24 heures ! Rends-toi vite dans l'Arène pour prouver ta valeur !"
136,Récompenses du Chaperon Rouge,Courrier d'Événement,Merci Senpai pour avoir acheté le Panier du Chaperon Rouge. Voici tes récompenses pour aujourd'hui. Il te reste des provisions pour {1} jour(s) !
137,Récompenses du Chaperon Rouge,Courrier d'Événement,Merci Senpai pour avoir acheté le Panier du Chaperon Rouge. Voici tes récompenses du Palier des Pièces d'Or pour aujourd'hui. Il te reste des provisions pour {1} jour(s) !
138,Récompenses du Chaperon Rouge,Courrier d'Événement,Merci Senpai pour avoir acheté le Panier du Chaperon Rouge. Voici tes récompenses du Palier des Gemmes pour aujourd'hui. Il te reste des provisions pour {1} jour(s) !
139,Récompenses de points d'Examen des Maisons,Courrier du Système,"Félicitations Senpai, tu as obtenu {1} points à l'Examen des Maisons cette saison et tu obtiens donc les récompenses suivantes !"
140,Récompenses de classement d'Examen des Maisons,Courrier du Système,Félicitations senpai ! Vous avez atteint la 1ère place dans l'Examen de Maison {1} ! Veuillez toucher votre profil pour vérifier si vous avez reçu la récompense {2} !
141,Investissement de Test,Courrier du Système,"Félicitations Senpai, tu as déjà atteint Étape-{1}, voici les récompenses d'Investissement de Test correspondantes, n'oublie pas de les récupérer !"
142,Rappel de la fin de la Bataille de Guilde,Courrier du Système,"Cher senpai, la Bataille de Guilde se terminera dans 24 heures ! Rends-toi vite sur le Terrain de Sport pour prouver ta valeur !"
143,Libération Glorieuse,Courrier du Système,Félicitations Senpai ! Tu as libéré {1} à 14 étoiles ! Voici tes récompenses !
144,Libération Glorieuse,Courrier du Système,Félicitations Senpai ! Tu as libéré {1} à 15 étoiles ! Voici tes récompenses !
145,Récompense d'Étage,Courrier du Système,"Félicitations ! Vous avez terminé {2} Défi de {1} dans l'événment d'Exploration du Vieux Campus, voici vos récompenses, veuillez les collecter !"
146,Récompense de Zone,Courrier du Système,"Félicitations ! Vous avez terminé {1} dans l'événement d'Exploration du Vieux Campus, voici vos récompenses, veuillez les collecter !"
147,Récompenses des Scores,Courrier du Système,"Félicitations ! Vous avez obtenu {1} Scores dans l'événement Exploration du Vieux Campus, n'oubliez pas de collecter vos récompenses !"
148,Récompenses du Classement,Courrier du Système,"Félicitations ! Vous êtes le {1}e du classement de l'événement Exploration du Vieux Campus, n'oubliez pas de collecter vos récompenses !"
149,Récompense de Débutant (1),Courrier du Système,"Senpai ! Félicitations ! Vous avez terminé les Tâches de 7 jours, voici les récompenses non collectées, n'oubliez pas de les récupérer !"
150,Récompense de Débutant (2),Courrier du Système,"Félicitations Senpai ! Vous avez obtenu {1} point(s) dans l'événement de Tâches de 7 jours, voici vos récompenses non collectées, n'oubliez pas de les récupérer !"
151,Récompense du Périple de Lavli,Courrier d'Événement,"Félicitations ! Vous avez collecté {1} Corails dans Le Périple de Lavli. Voici vos récompenses, veuillez les récupérer !"
152,Récompense Quotidienne,Courrier du Système,"Pendant l'événement, connectez-vous quotidiennement pour recevoir Gouvernail *4, Gemme *150 et Carte à gratter *1. Voici vos récompenses."
153,Récupération d'objet d'événement,Courrier du Système,"Bonjour senpai,\nL'événement {1} est déjà terminé. tous les {2} {3} ont été récupéré(e)(s)."
154,Récompenses du Classement,Courrier du Système,Félicitations ! Vous vous êtes classé {1}e dans l'événement d'Exploration du Vieux Campus ! Voici vos récompenses.
155,Récompense d'Exploration du Vieux Campus,Courrier du Système,"Bonjour senpai, \nL'événement Exploration du Vieux Campus est déjà terminé, voici vos récompenses non collectées, veuillez les récupérer !"
156,Récompenses du Classement,Courrier du Système,Félicitations ! Vous vous êtes classé {1}e dans l'événement d'Exploration du Vieux Campus ! Voici le cadre d'avatar exclusif {2} de 14 jours ! Vous pouvez le changer en touchant votre avatar !
157,Récompenses de la Collection d'Antiquités,Courrier d'Événement,"Senpai, félicitations ! Vous avez obtenu {1} Points d'Antiquités, voici vos récompenses normales !"
158,Récompenses de la Collection d'Antiquités,Courrier d'Événement,"Senpai, félicitations ! Vous avez obtenu {1} Points d'Antiquités, voici vos récompenses supplémentaires !"
159,Capsules de Débutant,Courrier du Système,"Senpai, l'événement Capsules de Débutant est terminé, voici les récompenses que tu as oublié de collecter. N'oubliez pas de les récupérer !"
160,Récompense de Capsules Exclusives de Débutant,Courrier du Système,"Cher Senpai, l'événement Capsules Exclusives de Débutant est terminé, voici vos récompenses non collectées !"
161,Récompense de Cérémonie du Nouvel An,Courrier du Système,"Félicitations ! Vous avez obtenu {1} Fille(s) dans l'événement de Cérémonie du Nouvel An ! Voici vos récompenses, veuillez les récupérer !"
162,Nouveau Skin de serment,Courrier du Système,Félicitations ! Vous avez débloqué le Skin de Serment de {1} ! Elle porte maintenant une robe de mariée ! Voulez-vous revoir ce moment mémorable avec elle ? (Vous pouvez revoir l'animation dans l'interface de Rendez-vous)
163,Bonus de Recharge,Courrier du Système,"Félicitations vous avez obtenu {1} points durant l'événement Bonus de Recharge, voici vos récompenses."
164,Rappel de la fin d'événement,Courrier du Système,"Cher Senpai, l'événement Loisir Extra-scolaire se terminera dans 24 heures ! N'oubliez pas d'échanger les récompenses !"
165,Échec d'achat (Pack en échange),Courrier Important,"
Bonjour Senpai !

Selon nos données, vous avez payé {1}€ afin d\'acheter le Pack, mais le Pack n\'a pas été distribué dû à certains problèmes.

Dans ce cas, veuillez appuyer sur ""Voir"" en entrant dans l\'interface où vous pourrez échanger un Pack de la même valeur~ 

Si vous avez des questions concernant le jeu, n\'hésitez pas à nous contacter. Yuki s\'excuse pour la gêne causée !"
166,Cérémonie du Serviteur,Courrier d'Événement,Félicitations ! Senpai ! Vous avez accompli la tâche ： Adopter Takoïzu pendant l'événement de Cérémonie du Serviteur ! Voici vos récompenses ! Veuillez les récupérer !
167,Cérémonie du Serviteur,Courrier d'Événement,Félicitations ! Senpai ! Vous avez monté le niveau de Takoïzu à {1} pendant l'événement de Cérémonie du Serviteur ! Voici vos récompenses ! Veuillez les récupérer !
168,Cérémonie du Serviteur,Courrier d'Événement,Félicitations ! Senpai ! Vous avez améliorer le niv. des Aura de Takoïzu à une somme équivalente à {1} pendant l'événement de Cérémonie du Serviteur ! Voici vos récompenses ! Veuillez les récupérer !
169,Récompense d'événement,Courrier du Système,"Cher Senpai, l'événement {1}a été terminé, voici les récompenses non collectées, veuillez les récupérer !"
170,Bonus de Recrutement,Courrier du Système,"Félicitations ! Senpai ! Vous avez obtenu {2} points de Maison {1} ! Voici vos récompenses, veuillez les récupérer !"
171,Récompense de Spectacle des Marionnettes,Courrier du Système,"Félicitations ! Senpai ! Vous avez collecté Marionnette*{1} pendant cet événement, voici vos récompenses, veuillez les récupérer !"
172,Récompense d'Œufs Surprises de Pâques,Courrier du Système,"Félicitations ! Vous avez brisé {1} {2} dans l'événement Œufs Surprises de Pâques, voici vos récompenses !"
173,Récompense de Quêtes Exclusives,Courrier du Système,"Félicitations ! Vous avez rempli les conditions de la Quête Exclusive, voici vos récompenses !"
174,Pré-annonce : Îles Célestes,Courrier du Système,"Les Îles Célestes ouvriront bientôt ! Votre Guilde et vous devrez joindre vos forces pour vaincre le BOSS.\nPendant cette période là, vous ne pourrez ni quitter la Guilde, ni la dissoudre. Soyez prêt pour la bataille !\nVous pouvez voir l'heure exacte du commencement en cliquant sur l'icône d'Îles Célestes."
175,Classement de Boss des Îles Célestes,Courrier du Système,"Cher Senpai, les Îles Célestes sont désormais fermées. Vous avez atteint la {2}e place au Boss {1} ! Veuillez collecter vos récompenses !"
176,Classement des Guildes - Îles Célestes,Courrier du Système,"Félicitations Senpai ! Votre Guilde s'est classée au rang {1}, voici les récompenses !"
177,Rappel de fin d'événement,Courrier du Système,"Cher Senpai ! Dans moins de 24 heures, la Boutique Saisonnière de l'Exploration du Vieux Campus va fermer. N'oubliez pas d'échanger les récompenses !"
178,Récompense d'Élimination,Courrier du Système,"Le Boss de l'événement - Îles Célestes a été vaincu, voici les récompenses, veuillez les récupérer !"
