id,name,desc,skill_desc1,skill_desc2,skill_desc3,skill_desc4
851011,Valeera,"
1. Fille de la Maison Fantôme polyvalente. 
2. Elle peut causer des dégâts aux ennemis, les gêler et également les pétrifier. 
3. Chaque fois qu\'un ennemi est gelé ou pétrifié, elle a des chances de récupérer énormément de PV ou d\'obtenir de l\'énergie. 
4. Elle peut réduire l\'attaque des ennemis, ce qui la rend utile dans de nombreuses équipes. 
5. Un bon choix si vous avez besoin d\'une Fille polyvalente.","Compétence Active : Attaque 4 Filles aléatoirement, les empoisonne et a également la probabilité de les pétrifier ou de les geler.",Compétence de Renforcement : L'Attaque Basique attaque 2 cibles et vole leur Attaque permettant d'augmenter ainsi les chances de survie de l'équipe.,"Compétence de Renforcement : Augmente l'attaque et la survie, augmente les Critiques améliorant considérablement les dégâts.","Compétence de Renforcement : Chaque fois qu'un ennemi est pétrifié ou gelé, Valeera peut récupérer des PV ou de l'énergie; \nGrâce à cette compétence, Valeera a une grande capacité de survie."
852001,Hottie,"1. Prêtresse de la Maison Humain. \n2. Elle augmente la Vitesse des alliées d'une valeur incroyable. \n3. Elle peut augmenter l'attaque de ses alliées, ainsi que réduire l'Armure des ennemis, lorsqu'elle est blessée, elle peut augmenter l'attaque de ses alliées et réduire l'Armure des ennemies.","Compétence Active : Inflige des dégâts à tous les ennemis, et augmente la Vitesse des alliées.\nAprès avoir atteint 10 étoiles, réduit également la Précision des ennemis et augmente la Vitesse et les dégâts des alliées.","Compétence de Renforcement : Augmente la survie et la Vitesse, permet de frapper en premier.","Compétence de Renforcement : Son Attaque Basique attaque 2 cibles.\nAprès avoir atteint 6 étoiles, son Attaque Basique attaque désormais 3 cibles.","Compétence de Renforcement : Lorsqu'elle est blessée, augmente les dégâts des alliées et réduit l'Armure des ennemis, augmente les dégâts de l'équipe.\nEn mode PVP, cette compétence permet à Hottie de donner d'autres avantages aux Filles."
852002,Blowie,"1. Prêtresse de la Maison Humain. \n2. Elle est une pure soigneuse, elle a des capacités de régénération assez utiles. \n3. Comme elle n'est pas très rapide, il est conseillé d'augmenter sa Vitesse et son Immunité au Contrôle.","Compétence Active : Elle a un effet de guérison sur tous ses alliés. L'effet de guérison est lié à son Attaque et a 30% de chances de récupérer une grande quantité de PV. \nCette compétence a un bon effet de guérison, qui est considérable lorsque l'effet supplémentaire est déclenché. \nAprès avoir atteint 10 étoiles, cette compétence changera qualitativement.",Compétence de Renforcement : Son Attaque Basique inflige également des dégâts supplémentaires et des soins sur la durée.,Compétence de Renforcement : Augmente la survie et les soins.,"Compétence de Renforcement : Lorsqu'elle est blessée, elle peut soigner une fois toute l'équipe."
852003,Chevalir,"1. Guerrière de la Maison Humain, souvent placée sur la ligne avant. \n2. Après être passé en dessous des 50% PV, augmente l'Armure des alliées, ce qui la rend complémentaire avec les Filles avec une bonne Armure comme Sonya. \n3. En début de jeu elle peut-être utile.","Compétence Active : Attaque les Filles sur la ligne arrière, a également des chances d'étourdir la cible\nAprès avoir atteint 10 étoiles, réduit aussi les dégâts reçus, augmentant les chances de survie.",Compétence de Renforcement : Augmente la survie.,Compétence de Renforcement : déclenche une contre-attaque après avoir reçu un coup critique.,"Compétence de Renforcement : Lorsqu'elle est blessée, augmente la survie des alliées.\nD'une grande utilité contre les Boss de Guilde."
852004,Saint,"1. Mage principale de la Maison Humain. \n2. Ses dégâts augmentent après chaque attaque. \n3. Chaque fois qu'une Fille meurt, les dégâts de Saint augmentent. Elle pourrait avoir un rôle important avec l'aide des Filles n'ayant pas beaucoup de PV comme Diva ou Giana.","Compétence Active : Attaque tous les ennemis et peut brûler les guerrières. \nAprès avoir atteint 10 étoiles, ses Critiques et son Attaque augmentent, ses dégâts augmentent incroyablement.","Compétence de Renforcement : Chaque fois qu'une Fille meurt, l'attaque et les Dégâts des Compétences de Saint augmentent.\nCette compétence permet à Saint d'infliger des dégâts astronomiques lorsque les Filles de son équipe sont mortes .","Compétence de Renforcement : Chaque fois qu'un ennemi meurt, la probabilité de faire un coup critique et les Dégâts Critiques de Saint augmentent.\nVers la fin de la bataille, cette compétence permet à Saint d'infliger des dégâts astronomiques.",Compétence de Renforcement : Augmente la survie et les dégâts.
852005,Javelin,1. Éclaireuse de la Maison Humain. \n2. Elle possède une attaque de base élevée et une capacité de Contrôle lui permettant de geler l'ennemi et de lui causer plus de dégâts. Les Filles ayant la compétence de gêler sont donc de bonnes alliées. \n3.Il est conseillé de la mettre sur la ligne avant après l'avoir équipé de façon à augmenter sa capacité de survie.,"Compétence Active : Attaque tous les ennemis et peut également les geler. \nAprès avoir atteint 10 étoiles, peut également récupérer de l'énergie après avoir lancé cette compétence.",Compétence de Renforcement : Augmente la Pénétration d'Armure et l'Attaque.,"Compétence de Renforcement : Quand attaqué par l'ennemi, réduit l'Attaque de l'attaquant et augmente son Attaque.",Compétence de Renforcement : Augmente les dégâts infligés aux cibles gelées.\nVous pouvez combiner cette compétence avec des Filles ayant la compétence de geler les ennemies afin d'infliger beaucoup de dégâts.
852006,Geisha,"1.Mage de la Maison Humain avec du Contrôle. \n2.Inflige des dégâts aux ennemis de la ligne arrière au moment de mourir. \n3.Après avoir atteint 10 étoiles, chaque attaque a la probabilité d'étourdir la cible. Il est conseillé de l'améliorer si vous n'avez pas d'autre Fille de Contrôle.","Compétence Active : Attaque une Fille aléatoirement sur la ligne arrière, a également une probabilité d'étoudir la cible. \nAprès avoit atteint 10 étoiles, peut attaquer toutes les Filles adverses avec cette compétence.",Compétence de Renforcement : Augmente l'attaque et la survie.,"Compétence de Contrôle : A des chances d'étourdir les Filles sur la dernière ligne.\nAprès avoit atteint 10 étoiles, cette compétence offre un bon contrôle.","Compétence de Renforcement : Chaque attaque a la possibilité d'étourdir la cible.\nAprès avoir atteint 10 étoiles, la probabilité d'étourdir est plus élevée lui donnant ainsi un contrôle d'exception."
852007,Sonya,"
1. Guerrière de la Maison Humain. 
2. Possède une bonne Armure, peut également contre-attaquer. Elle est utile dans plusieurs types de formations de PVP. 
3. Ses dégâts augmenteront dans les cas où elle réduit l\'Armure de la cible en PVE, ce qui fait d\'elle une combattante très utile. 
4. Elle s\'adapte à toutes les compétitions.","Compétence Active : Inflige des dégâts à 3 ennemis aléatoirement, et réduit l'Armure des cibles, de plus, inflige des dégâts élevés aux Guerriers. \nLes dégâts de cette compétence sont élevés contre les Guerriers ce qui fait d'elle un contre très puissant.","Compétence de de Renforcement : Chaque attaque inflige des dégâts, réduit l'Armure de la cible et la brûle infligeant des dégâts supplémentaires.",Compétence de Renforcement : Augmente la survie et les dégâts.,"Compétence de Renforcement : Grâce à son Armure élevée, cette compétence est facile à utiliser, vous pouvez la combiner avec Nani pour avoir des combinaisons intéressantes.\nLa contre-attaque ne bénéficie pas du bonus de la 1ère Compétence Passive."
852008,Caitlyn,"1. Assassin de la Maison Humain. \n2. Elle attaquera la Fille ayant le moins de PV, ce qui permet d'avoir l'avantage numérique très rapidement. \n3. Peut infliger des dégâts supplémentaires","Compétence Active : Attaque aléatoirement 2 Filles en dernière ligne, infligeant également des Dégâts sur la Durée.\nAprès avoir atteint 10 étoiles, ces dégâts sont largement boostés, infligeant beaucoup de dégâts.","Compétence de Renforcement : Chaque attaque a la possibilité d'infliger des dégâts supplémentaires à la cible.\nAprès avoir atteint 10 étoiles, la probabilité est de 100%.",Compétence de Renforcement : Augmente la survie et les dégâts.,"Compétence de Renforcement : L'Attaque Basique attaque la Fille ayant le moins de PV, et vole l'attaque de celle-ci.\nCette compétence fait d'elle une contre parfaite pour les Filles ayant peu de PV, augmentant les chances de survie de l'équipe."
852009,Guan Yin,"1. Une Fille ayant un bon Bloc de la Maison Humain. \n2. Chaque attaque augemente son blocage et son attaque, et du coup réduit des dégâts reçus. \n3. Après avoir monté Attaque Rapide Niv.2, l'Attaque Basique ne permet que d'attaquer les Filles en première ligne, donc elle sera plus utile pour tuer la Fille faible en 2ème position.","
Compétence Active : Attaque les Filles en première ligne, et boostant son Attaque.
Après avoir atteint 6 étoiles, cette compétence inflige également des dégâts supplémentaires aux Mages.
Après avoir atteint 10 étoiles, cette compétence attaque 4 cibles, permettant également de faire saigner et d\'empoisonner les cibles, augmentant également sa propre attaque.
Avant d\'avoir atteint 10 étoiles, cette compétence ne permet que d\'attaquer les Filles en première ligne, après avoir atteint 10 étoiles, cette compétence attaque désormais aléatoirement les Filles, vous pouvez la combiner avec des Filles jouant avec les poisons.","Compétence de Renforcement : Augmente la survie et la Vitesse, permet de commencer premier.",Compétence de Renforcement : Chaque attaque augmente la survie et l'attaque.,Compétence de Renforcement : L'Attaque Basique attaque désormais les Filles en première ligne.
852010,Libraria,"1. Combattante de la Maison Humain. \n2. Cpacité active, attaque les Prêtres, après avoir atteint 10 étoiles, elle a 100%de probabilité de étourdir la cible. Elle peut par conséquent aider d'autre de tuer les Prêtre rapidement. Elle peut être utilisée en Test pour combattre avec l'équipe de Prêtre. \n3. Chaque attaque peut réduire la probabilité des critiques et l'attaque de la cible.","Compétence Active : Attaque toutes les Filles ennemies, cette compétence a aussi une certaine probabilité de rendre les Prêtres au silence.\nAprès avoir atteint 10 étoiles, cette compétence et à son mieux, la compétence de rendre au silence se transforme en capacité d'étourdir la cible, infligeant également des dégâts supplémentaires, cette compétence fait d'elle une tueuse de Prêtres.","Compétence de Renforcement : Réduit l'attaque de la cible, augmente les chances de survie de l'équipe.","Compétence de Renforcement : Augmente les dégâts et la survie.\nAprès avoir atteint 10 étoiles, l'augmentation est considérablement élevée.","Compétence de Renforcement : Chaque attaque a la possibilité de réduire les Critiques de la cible et d'augmenter sa propre attaque.\nAprès avoir atteint 10 étoiles, la probabilité est plus élevée, elle peut ainsi largement affaiblir les ennemies."
852011,Capsula,"
1. Une Fille de Contrôle de la Maison Humain. 
2. Capacité Active inflige des dégâts à 4 ennemis aléatoirement et étourdit 3 des cibles. 
3. Après que les alliées ont utilisé les compétences, elle a la probabilité s\'étourdir la cible et la tuer. 
4. Elle a beaucoup de chances de survie, les bonnes réductions de dégâts et immunisation contre l\'effet Étourdir. 
5. Elle est conseillée d\'être élevée la Vitesse en priorité.","Compétence Active : Attaque aléatoirement 4 Filles, cette compétence possède aussi du contrôle après avoir atteint 10 étoiles.\nCette compétence, fonctionne très bien avec la Vitesse de base de Capsula, elle permet de rapidement tuer les Filles infligeant beaucoup de dégâts.","Compétence de Renforcement : Lorsqu'une alliée utilise une compétence elle assiste à l'attaque, et permet d'étourdir la cible.\nCette compétence permet donc d'infliger des dégâts et de contrôler les ennemies.","Compétence de Renforcement : Augmente la survie, les contrôles, les dégâts, c'est une Compétence Passive assez complète.","Compétence de Renforcement : Lorsqu'elle est blessée, augmente la Résistance aux Dégâts pendant 5 tours, l'effet est plutôt puissant."
853001,Prêtresse,"
1. Combattante de la Maison Monstre. 
2. Forte dans les situations PVE car les marques Yinyang qu\'elle ajoute sur ses cibles pour augmenter les dégâts d\'elle peuvent être empilées; 
3. La meilleure idée pour empiler ses marques plus rapidement est de faire équipe avec une autre prêtresse; 
4. Elle sera influencée par le Contrôle elle aura donc besoin de supporters pour s\'assurer que ses compétences sont déclenchées avec succès.","Compétence Active : Attaque toutes les Filles ennemies et les marque, la marque augmente considérablement les dégâts infligés par Prêtresse.\nAprès avoir atteint 10 étoiles, cette compétence a également la probabilité d'ajouter une marque supplémentaire.\nPlus il y a de Prêtresse sur le champ de bataille, plus vous pourrez augmenter le nombre de marque augmentant ainsi largement les dégâts infligés.","Compétence de Renforcement : Augmente la Résistance aux Dégâts, la survie et les Critiques.","Compétence de Renforcement : L'Attaque Basique peut également mettre des marques sur l'adversaire.\nAprès avoir atteint 10 étoiles, l'Attaque Basique peut également voler l'Attaque de la cible.","Compétence de Renforcement : Une fois attaqué, elle ajoutera une marque à l'attaquant et augmentera les Dégâts Critiques. \nCette compétence augmente considérablement les dégâts de Prêtresse."
853002,Alice,"1. Une guerrière de la Maison Monstre, souvent placé en première position. \n2. Capacité Active attaque les Guerriers. Elle est très utile dans le Test afin de combattre les équipes de Guerriers \n3. Lorsqu'elle est attaquée, elle la une certaine probabilité de se soigner et augmenter l'attaque.","Compétence Active : Attaque les Filles en première ligne, inflige des dégâts supplémentaires aux Guerriers.\nAprès avoir atteint 6 étoiles, la compétence attaque toutes les Filles ennemies.\nAprès avoir atteint 10 étoiles, augmente sa Résistance aux Dégâts, augmentant ainsi ses chances de survie.","Compétence de Renforcement : Augmente la survie et les dégâts, augmente également les dégâts infligés aux Guerriers.\nAprès avoir atteint 10 étoiles, les dégâts infligés aux Guerriers est plus important.","Compétence de Renforcement : Ses dégâts augmente après chaque attaque.\nPlus la bataille est longue, plus les dégâts d'Alice sont importants.","Compétence de Soin : Lorsqu'elle est attaquée, elle récupére une certaine quantité de PV.\nLe soin dépend de sa valeur d'attaque, augmente aussi ses Critiques, augmentant ainsi ses chances de survie."
853003,Nia,"1. Combattante de la Maison Monstre.\n2. Elle est capable d'empoisonner les ennemis et donc d'infliger des Dégâts sur la Durée, lorsqu'elle utilise sa Compétence Active : Attaque, se fait attaquer ou meurt, elle a également la possibilité d'empoisonner la cible.\n3. Elle inflige des dégâts supplémentaires aux Filles empoisonnées, avec Nia et Ennmaya etc. elle est capable d'infliger pas mal de dégâts.","Compétence Active : Attaque aléatoirement 4 cibles, et les empoisonne.\nAprès avoir atteint 6 étoiles, la compétence attaque toutes les Filles ennemies.\nAprès avoir atteint 10 étoiles, cette compétence et à son mieux, augmentant monstrueusement les dégâts.","Compétence de Renforcement : Après la mort, empoisonne toutes les Filles ennemies.","Compétence de Renforcement : Lorsqu'elle est attaquée, elle a la possibilité d'empoisonner la cible.","Compétence de Renforcement : Lorsqu'elle est attaquée, elle a la possibilité d'empoisonner la cible."
853004,Muppy,"1. Combattant avec un bonne Armure de la Maison Monstre. \n2. Compétences Active : si l'ennemi a plus de vie que l'attaquant, inflige des dégâts supplémentaires, augmenter l'attaque et la Pénétration d'Armure. L'Attaque Basique a 100% de chance de voler l'Armure à la cible. \n3. Après certains rounds, la probabilité des critiques et les Dégâts Critiques augmentent incroyablement.","Compétence Active : Attaque les Filles en première ligne, boostant aussi ses dégâts.\nInflige des dégâts supplémentaires aux Filles ayant moins de PV qu'elle-même.\nLorsque vous pouvez vous assurer que vos PV seront supérieurs à ceux de votre adversaires, elle sera capable d'infliger beaucoup de dégâts.","Compétence Principale : L'Attaque Basique vole l'Armure de la cible, réduit la survie de la cible et augmente la sienne.\nAu cours de la bataille, l'Armure de Muppy est de plus en plus élevée.",Compétence de Renforcement : Augmente l'attaque et la survie.,"Compétence de Renforcement : Plus la bataille est longue, plus elle a de chance de faire des coups critiques dont les dégâts ne cessent d'augmenter.\nAprès avoir survécu pendant plusieurs tours, elle inflige des dégâts incroyables."
853005,Nobunaga,"1. Combattante de la Maison Monstre, elle a des probabilités des dégâts explosives. \n2. Chaque fois que ses propres critiques augmentent, la probabilité et les dégâts des critiques des ennemis réduitnt. \n3. Elle ne survit pas longtemps face aux contrôles, donc elle est conseillée d'être augmenté l'Immunité au Contrôle.","Compétence Active : Attaque toutes les Filles ennemies, et réduit leurs critiques.\nAprès avoir atteint 10 étoiles, cette compétence et à son mieux, infligeant des dégâts supplémentaires, et réduisant les Dégâts Critiques des ennemies.","Compétence de Renforcement : Chaque attaque augmente ses propres critiques et réduit les Critiques de la cible, augmente également ses dégâts critique.\nCette compétence fait de Nobunaga une Fille étant de plus en plus forte avec les tours.",Compétence de Renforcement : Augmente la survie et les dégâts.\nSes Dégâts Critiques assurent ses dégâts importants.,Compétence de Renforcement : Lorsqu'elle est attaquée elle a 100% de chances de contre-attaquer.
853006,Silvia,"1. Guerrière de la Maison Monstre ayant énormément de PV, placé en première position.\n2. Ses PV sont très élevés, ses capacités passives augmentent ses PV, son Armure, sa Compétence Active peut également soigner l'alliée ayant le moins de PV, permettant de protéger son équipe.\n3. Si vous n'avez pas suffisament de tank en première ligne, vous devriez la considérer.","Compétence Active : Attaque une cible unique, et soigne les Filles alliées.\nComme sa valeur d'attaque est plutôt basse, les dégâts ne sont pas très importants. Après avoir atteint 10 étoiles, le soin est à son mieux.","Compétence de Renforcement : Lorsqu'elle est attaquée, elle réduitra les Critiques de l'attaquante, augmentant les chances de survie de son équipe.",Compétence de Renforcement : Augmente sa propre capacité de survie.,"Compétence de Renforcement : Lorsqu'elle est blessée, augmente considérablement son Armure.\nCette compétence permet à Silvia d'avoir de bonnes performances sur le terrain."
853007,Turin,"1. Guerrière Unique de la Maison Monstre pouvant contre-attaquer durant toute la durée du combat, placé en première position.\n2. Lorsqu'elle est attaquée, elle peut contre-attaquer, ses dégâts sont donc très acceptables, elle a de la Résistance aux Dégâts et de l'Immunité.\n3. En PVP, grâce à ses contre-attaque et son Immunité aux contrôle elle est vraiment très puissante. En PVE, grâce à son attaque et sa survie, elle est également très utile.",Compétence Active : Attaque les Filles en dernière ligne et boost sa propre attaque et sa Résistance aux Dégâts.\nCette compétence sert surtout de boost personnel.,Compétence de Renforcement : Son Attaque Basique a maintenant des effets de contrôle.,"Compétence de Renforcement : Augmente la survie et les dégâts, c'est une bonne combinaison contre les cibles étourdit avec la Compétence Passive 1","Compétence Principale : Contre général, les dégâts sont explosifs.\nTurin peut tout de même contre attaquer si elle est réduit au silence."
853008,Toyo,"1. Combattante de la Maison Monstre infligeant des Dégâts sur la Durée.\n2. Elle peut brûler ses adversaires, lorsqu'elle utilise sa Compétence Active, qu'elle attaque, ou qu'elle est attaquée, elle peut brûler ses adversaires.\n3. Ses PV sont assez élevés, lui permettant d'avoir de bonnes chances de survie.","Compétence Active : Attaque les Filles en première ligne, infligeant des dégâts supplémentaires.\nAprès avoir atteint 6 étoiles, la compétence attaque 3 cibles aléatoirement.\nAprès avoir atteint 10 étoiles, les dégâts supplémentaires sont transformés en dégâts de brûlure. Infligeant des Dégâts sur la Durée.",Compétence de Renforcement : Augmente les dégâts et la survie.,"Compétence de Renforcement : Chaque attaque brûle la cible, infligeant des Dégâts sur la Durée.","Compétence de Renforcement : Lorsqu'elle est attaquée elle a une grande probabilité de brûler l'attaquante.\nMais comme elle est placée en dernière ligne, elle a du mal à attirer les coups adverses."
853009,Masamune,"1. Guerrière de la Maison Monstre, placé en première position.\n2. Sa capacité active possède également du contrôle, pouvant ainsi aider l'équipe.\n3. Lorsqu'elle subit des Dégâts Critiques, elle contre-attaque infligeant des dégâts acceptables.","Compétence Active : Attaque les Filles en dernière ligne, a également la possibilité d'étourdir les cibles.\nAprès avoir atteint 10 étoiles, inflige également des dégâts importants sur la durée.",Compétence de Renforcement : Augmente la survie.,"Compétence de Renforcement : Quand attaqué par un coup critique, la Contre-Attaque sera activée. Les conditions pour utiliser cette compétence est légérement dur donc les pertes sont légèrement supérieures aux gains.",Compétence de Renforcement : Lorsqu'elle est blessée augmente sa Résistance aux Dégâts.
