id,name,from,content
17,フレンドボスRankボーナス,運営メール,今週のフレンド協力戦で{1}位になりました。ボーナスをお受け取りください。
18,戦姫集結ボーナス,運営メール,戦姫集結イベントで、報酬条件を達成しました。下記ボーナスをお受け取りください。
19,βテスト購入のお礼,運営メール,βテストにて{1} をご購入いただき、ありがとうごさいます。βテストチャージのボーナスをお受け取りください！
20,販売機ptボーナス,運営メール,販売機ptゲットイベントで、{1}ポイントを達成しました。以下のボーナスをお受け取りください。
21,毎日ボーナス,運営メール,イベント期間中は、毎日ログインで幻影水晶*100、高級バイト依頼書*1、誓願コイン*5を獲得できます。お受け取りください。
22,バイト目標達成ボーナス,運営メール,バイトミッションで星{1}の目標を達成しました。以下のボーナスをお受け取りください。
23,購入のお知らせ,運営メール,{1} をご購入いただき、ありがとうごさいます。アイテムはバッグに送信されています。どうぞご確認ください！
24,毎日ボーナス,運営メール,イベント期間中、毎日ログインで舵*4、ダイヤ*150、ボトルメール*5、ラッキーコイン*2を獲得できます。お受け取りください。
25,競技場決戦ボーナス,運営メール,競技場イベントで、報酬条件を達成しました。下記ボーナスをお受け取りください。
26,ゴールド週間パス購入完了,ゴールド週間パス,ゴールド週間パスを購入しました。只今から1週間、オートモードのゴールド報酬額が100%アップします。ゴールド週間パスの効果はVIP特権と重複可能です。
27,ゴールド週間パス期限終了のお知らせ,ゴールド週間パス,ゴールド週間パスの期限は今日までです。ショップでもう一度購入すれば続けてご利用頂けます。ゴールド週間パスを購入すると、オートモードのゴールド報酬額が100%アップします！
28,進学＆覚醒,運営メール,イベント期間中に{1} を星5に進学しました。ボーナスをお受け取りください。
29,進学＆覚醒,運営メール,イベント期間中に{1} を星6に進学しました。ボーナスをお受け取りください。
30,サークルボスRankボーナス,サークルメール,サークルボス戦に勝利しました。以下のボーナスをお受け取りください。
31,サークルボス撃破ボーナス,サークルメール,サークルボスの撃破に成功し、以下のボーナスを獲得しました。
32,サークルボス,サークルメール,該当ボスは既に他のサークルで撃破したことがありましたため、ボーナスを再度獲得できません。
33,部長指名,サークルメール,{1}は部長を退任しました。{2}がサークル{3}の新しい部長に指名されました。
34,副部長指名,サークルメール,サークル{1}の副部長に指名されました。
35,副部長解任,サークルメール,サークル{1}の副部長を解任されました。
36,サークル追放,サークルメール,サークルを追放されました。今はサークル{1}のメンバーではありません。
37,サークル解散,サークルメール,サークル{1}が解散されました。現在のあなたはサークル未所属です。
38,サークルに加入,サークルメール,サークル{1}へようこそ！毎日のログインを忘れないでくださいね！
39,毎日ボーナス,運営メール,イベント期間中にログインすると、毎日幻影水晶*100、選択券*1を受け取れます。ボーナスを受け取ってください。
40,シーズン決算ボーナス,競技場メール,トップリーグで{1}位になりました。先輩、おめでとうございます！以下のボーナスをお受け取りください！
41,トップリーグ,運営メール,先輩、競技場のトップリーグ戦が開放されました。競技場入場券*5をプレゼントします。早速参戦してみましょう！
42,課外活動決算ボーナス,運営メール,課外活動で{1}位になりました。以下のボーナスをお受け取りください。
43,校外活動ボーナス,運営メール,課外活動の校外活動課題が完了しました。以下のボーナスをお受け取りください。
44,手作りボーナス,運営メール,課外活動の手作りの課題をクリアしました。以下のボーナスをお受け取りください。
45,課外探検ボーナス,運営メール,課外活動の課外探検の課題をクリアしました。以下のボーナスをお受け取りください。
46,トップリーグ終了,運営メール,先輩、競技場のトップリーグ戦があと24時間で終わってしまいますよ。急いで参戦しましょう！
47,声優イベントシェアボーナス,運営メール,声優応援イベントにご参加いただき、ありがとうごさいました。以下のボーナスをお受け取りください。
48,毎日ボーナス,運営メール,イベント期間中、毎日ログインで高級販売機使用券x1、活動マップx5を獲得できます。
49,課外活動,運営メール,先輩、課外活動イベントが開放されました。活動マップ*4をプレゼントしますので、早速参加してみましょう！
50,チームリーグ戦開始,競技場メール,皆さん、競技場のチームリーグが始まりましたよ。早速参戦しましょう！
51,チームリーグ戦終了のお知らせ,競技場メール,皆さん、競技場のチームリーグ戦はあと24時間で終了です。参戦したい方は急いでー！
52,シーズン決算ボーナス,競技場メール,チームリーグで{1}位になりました。先輩、おめでとうございます～以下のボーナスをお受け取りください！
53,申請が承認されました。,競技場メール,チームリーグ戦への参加申請が隊長に承認されました。競技場でチームの情報を確認してください。
54,隊長変更,競技場メール,チームリーグ戦への参戦チームの隊長になりました。隊長としての任務を遂行してください！
55,追放のお知らせ,競技場メール,チームの隊長から追放されました。新しく参戦チームを作るか、別のチームに参加してください！
56,ゴールド週間パスの定期購入完了,ゴールドコイン定期購入,ゴールド週間パスを定期購入しました。只今から一週間、オートモードのゴールド報酬額が100%アップします。また、ゴールド週間パスの効果はVIP特権と重複可能です。有効期限の終了時には、自動で更新が行われます。定期購入を解除したい場合は、ゴールド週間パスの購入画面で操作方法をご確認ください。
57,サークル戦ptボーナス,運営メール,サークルポイント戦で{1}位になりました。先輩、おめでとうございます！以下のボーナスをお受け取りください！
58,サークル戦決戦ボーナス,運営メール,サークル戦決戦で{1}位になりました。先輩、おめでとうございます！以下のボーナスをお受け取りください！
59,サークル戦決戦ボーナス,運営メール,サークル戦決戦で準優勝になりました。先輩、おめでとうございます！以下のボーナスをお受け取りください！
60,サークル戦決戦ボーナス,運営メール,サークル戦決戦でチャンピオンになりました。先輩、おめでとうございます！以下のボーナスをお受け取りください！
61,クリスマスパスボーナス,運営メール,レベル{1}ユーザーの本日分のボーナスです。お受け取りください。クリスマスパスの有効期限はあと{3}日です！
62,月間パスを更新できました,月間パス,月間パスが更新されました。月間パスの有効期限はあと{1}日です。
63,ミニ月間パス更新完了,ミニ月間パス,ミニ月間パスの更新が成功しました。有効期限はあと{1}日です。
64,パズルイベント,イベントメール,パズルを{1}セット完成しました。以下のボーナスを受け取ってください！
65,親愛なる先輩たち！,運営メール,"
ゲーム内で、サークル部員やフレンドとゲームのことで雑談したり、他の先輩たちと疑問や攻略方法を相談してみたくありませんか？

『ガールズXバトル2』公式LOBIもできましたよ！ヾ(❀^ω^)ﾉﾞ

みんなで一緒に盛り上げましょう！

[url=""https://web.lobi.co/game/girls_x_battle2/group/cc4ed909271a44f8996e5e3a8ce2be9fba15843d/?source_id=449833575820521/""][c][f95e6a]                    ☞ここから☜[-][/c][/url]"
66,進学＆覚醒,運営メール,イベント期間中に{1}を星9に覚醒できました。ボーナスをお受け取りください。
67,進学＆覚醒,運営メール,イベント期間中、{1}を星10に覚醒できました。ボーナスをお受け取りください。
68,好感度イベント,運営メール,イベント期間中に、戦姫1人の好感度が80ポイントに到達しました。ボーナスをお受け取りください。
69,好感度イベント,運営メール,おめでとうございます。イベント期間中、戦姫1人の好感度が100ポイントに到達しました。ボーナスをお受け取りください。
70,桜祭デートイベント,運営メール,イベント期間中、{1}回のデートを達成しました。ボーナスをお受け取りください。
71,愛と誓いの総選挙イベント,運営メール,イベント期間中、愛情の証を{1}枚使用しました。ボーナスをお受け取りください。
72,寮の飾り付けイベント,運営メール,先輩のご活躍により、新入生寮の飾り付けがすべて完了しました。ボーナスをお受け取りください。
73,文醜のお礼,運営メール,先輩のご活躍により、文醜のお手伝いミッションが完了しました。ボーナスをお受け取りください。
74,魏延のお礼,運営メール,先輩のご活躍により、魏延のお手伝いミッションが完了しました。ボーナスをお受け取りください。
75,孫尚香のお礼,運営メール,先輩のご活躍により、孫尚香のお手伝いミッションが完了しました。ボーナスをお受け取りください。
76,サーバー記念ガチャ,運営メール,先輩がサーバー記念ガチャイベント中で{1}ポイントを獲得しました。ボーナスをお受け取りください。
77,幽夢学園の物語,運営メール,先輩がメインストーリーイベントの第{1}章をクリアしました。ボーナスをお受け取りください。
78,裝備補給ボーナス,運営メール,先輩が装備補給イベントで{1}ポイントを獲得しました。ボーナスをお受け取りください。
79,スロットpt報酬,運営メール,先輩がスロットイベント中で{1}ptに達しました。下記報酬をお受け取りください。
80,退治ボーナス,運営メール,カオスリーダーに倒されました。補給を受けとって、もう一度頑張りましょう！
81,退治ボーナス,運営メール,カオスリーダーに大量なダメージを与えたので、カオスリーダーが一旦撤退しました。報酬を受け取って、引き続き追撃しましょう！
82,退治ボーナス,運営メール,カオスリーダーの撃破に成功しました。これにより更に暗黒の地域に移動しました。報酬をお受け取りください。
83,アンケート報酬,運営メール,アンケートにご協力いただきありがとうございます！こちらはご協力していただいたお礼です。お受け取りください！
84,音楽フェスティバル,運営メール,音楽フェスティバルのパズルの完成、おめでとうございます！こちらがボーナスの蔡文姫の音楽フェスティバル限定衣装「虹色音符」です。お受け取りください！
85,勉強プラン,運営メール,レベル{1}達成おめでとうございます！貂蝉先生からのプレゼントです！これからも頑張りましょう！
86,生演奏ボーナス,運営メール,生演奏の全曲ハード難易度アンロックおめでとうございます！こちらがボーナスの方天の音楽フェスティバル限定衣装「爆音連打」です。お受け取りください！
87,演奏ランキングボーナス,運営メール,生演奏イベント内の全ハード難易度曲での最高ランキング{1}位獲得、おめでとうございます！こちらがボーナスになりますので、お受け取りください！
88,インフィニティリーグ開放,運営メール,インフィニティリーグが開放されました。トーナメントで参加者を支持出来ますのでぜひご期待くださいね～
89,トーナメント,運営メール,インフィニティリーグトーナメントへようこそ！インフィニティリーグ画面に行って、陣営を設置しましょう～！
90,ベットはずれ,運営メール,残念ですが、応援していた選手{1}が勝利できませんでした。今後の試合もぜひチェックしてくださいね！
91,ベット当たり,運営メール,おめでとうございます！応援していた選手{1}が勝利しました！ボーナスを受け取ってください！
92,図書館の観測者クリア報酬,運営メール,図書館の観測者イベント中に、ストーリー第{1}章のクリア達成おめでとうございます。ボーナスをお受け取りください～
93,典籍研究ランキングボーナス,運営メール,典籍研究イベント中に、一回につきの最高ランキング第{1}位達成、おめでとうございます。ボーナスをお受け取りください～
94,典籍研究ポイントボーナス,運営メール,典籍研究イベント中に、合計{1}の研究ポイント達成、おめでとうございます。ボーナスをお受け取りください～
95,アンケート報酬,運営メール,アンケートにご協力いただきありがとうございます！こちらはご協力していただいたお礼です。お受け取りください！
96,新しい衣装アンロック,システムメール,先輩！{1}の{2}衣装がアンロックされました。さっそく見に行きましょう！
97,溶岩の暴君クリアボーナス,運営メール,「溶岩の暴君」ストーリーを第{1}章までクリアしたため、以下のボーナスを獲得しました。
98,毎月の課題,システムメール,先輩、毎月の課題のバイト項目を達成して、以下のボーナスを獲得しました！
99,毎月の課題,システムメール,先輩、毎月の課題の競技場項目を達成して、以下のボーナスを獲得しました！
100,毎月の課題,システムメール,先輩、毎月の課題の進学＆覚醒項目を達成して、以下のボーナスを獲得しました！
101,毎月の課題,システムメール,先輩、毎月の課題の課外活動項目を達成して、以下のボーナスを獲得しました！
102,毎月の課題ボーナスアップ,システムメール,先輩、毎月の課題のバイト項目を達成して、以下のアップグレードボーナスを獲得しました！
103,毎月の課題ボーナスアップ,システムメール,先輩、毎月の課題の競技場項目を達成して、以下のアップグレートボーナスを獲得しました！
104,毎月の課題ボーナスアップ,システムメール,先輩、毎月の課題の進学&覚醒項目を達成して、以下のアップグレートボーナスを獲得しました！
105,毎月の課題ボーナスアップ,システムメール,先輩、毎月の課題の課外活動項目を達成して、以下のアップグレートボーナスを獲得しました！
106,戦姫試練ステージボーナス,システムメール,シルバーの戦姫試練ステージ{1}がアンロックされました。ボーナスをお受け取りください！
107,追放の通知,システムメール,サークルの管理人より、{1}から追放されました。新しいサークルを見つけましょう！
108,コーヒー制作LvUPボーナス,システムメール,コーヒー制作の熟練Lvが{1}になりました！以下のボーナスをお受け取りください。
109,ルビーに願いを達成回数ボーナス,システムメール,「ルビーに願いを」イベントで指定の回数を達成しました！ボーナスをお受け取りください！
110,戦姫試練タイムアタック,システムメール,戦姫試練のタイムアタックで第{1}位を獲得しました！ボーナスをお受け取り下さい。
111,体験サーバミッションボーナス,システムメール,先輩、体験サーバでの予習目標を達成したため、以下のボーナスを獲得しました。
112,イベントアイテム回収,システムメール,先輩、{1}イベントの終了に伴い、持っていた{2}個の{3}が以下のアイテムに変換されました。
113,新戦姫ガチャボーナス,システムメール,新戦姫ガチャで マヤ または カーヴェ&バルディを{1}回獲得しました！ボーナスをお受け取りください！
114,カラフルバルーン親密度ボーナス,システムメール,カラフルバルーンでの親密度が{1} になりました！以下のボーナスをお受け取りください。
115,陣営戦ランキングボーナス,システムメール,おめでとう！先輩は幽夢体育祭学部陣営戦の全員対抗戦で{1}位になりました。ボーナスをお受け取りください。
116,陣営戦ランキングボーナス,システムメール,おめでとう！先輩は幽夢体育祭学部陣営戦の全員対抗戦のランキングで前{1}％になりました。ボーナスをお受け取りください。
117,上位対抗戦ランキングボーナス,システムメール,幽夢体育祭の上位対抗戦で第{1}位を獲得しました！所属の陣営に{2}PtのイベントPtを貢献しました！ボーナスをお受け取りください。
118,幽夢体育祭ボーナス,システムメール,おめでとう！先輩の所属する学部は幽夢体育祭で{1}位になりました。ボーナスをお受け取りください。
119,入学セットボーナス,イベントメール,先輩、全サーバの入学準備回数が合計{1}回になりました！以下のボーナスをお受け取りください。
120,フレンドボスの協力ボーナス,システムメール,先輩、設定した協力戦姫が先週、フレンドボスの撃破を{1}回協力しました。ボーナスをお受け取りください。
121,毎月の課題,システムメール,先輩、「毎月の課題」の「精霊幻境探索」項目を達成して、以下のボーナスを獲得しました。
122,毎月の課題ボーナスアップ,システムメール,先輩、「毎月の課題」の「精霊幻境探索」項目を達成して、以下のアップグレートボーナスを獲得しました！
123,精霊幻境の探索ボーナス,システムメール,先輩、精霊幻境探索イベントのミッションを達成して、以下のボーナスを獲得しました！
124,入学テストランキングボーナス,システムメール,先輩！入学テストで第{1}位の成績を収めました！ボーナスをお受け取りください。
125,入学テストランキングボーナス,システムメール,先輩！入学テストで上位{1}%の成績を収めました！ボーナスをお受け取りください。
126,ドキドキクリスタルパックのボーナス,イベントメール,先輩、ドキドキクリスタルパックを購入して頂き、誠にありがとうございます。こちらは本日のドキドキクリスタルと誓いのダイヤです。
127,学園探索収集ボーナス,システムメール,学園探索で{1}個のアイテムを見つけました！ボーナスをお受け取りください！
128,クールサマーボーナス,システムメール,クールサマーのストーリー第{1}章をクリアして、以下のボーナスを獲得しました！
129,復学クエストボーナス,システムメール,復学クエストを達成して、以下のボーナスを獲得しました！
130,再会クエストボーナス,システムメール,再会クエストを達成して、以下のボーナスを獲得しました！
131,祈願ガチャボーナス,システムメール,祈願ガチャを累計{1}回して、以下のボーナスを獲得しました！
132,毎日ボーナス,システムメール,イベント期間中にログインすると、毎日マレット*1を受け取れます。ボーナスを受け取ってください。
133,幻想物語イベントボーナス,システムメール,幻想物語イベントのイベントレベルが{1} になりました！ボーナスをお受取りください。
134,部長譲渡について,サークルメール,{1}が7日間連続でログインしていない為、システムより部長権限を自動で譲渡しました。{3}サークルの部長は{2}になりました。
135,学園リーグ終了の知らせ,競技場メール,先輩、競技場の学園リーグがあと24時間で終わってしまいますよ。急いで参戦しましょう！
136,赤ずきんのプレゼント,イベントメール,赤ずきんのプレゼントを購入いただき、ありがとうございます！本日のボーナスをお受け取りください。キングランクLv1のボーナスは残り{1}日で終了します。
137,赤ずきんのプレゼント,イベントメール,赤ずきんのプレゼントを購入いただき、ありがとうございます！本日のボーナスをお受け取りください。ダイヤランクのボーナスは残り{1}日で終了します。
138,赤ずきんのプレゼント,イベントメール,赤ずきんのプレゼントを購入いただき、ありがとうございます！本日のボーナスをお受け取りください。ダイヤランクのボーナスは残り{1}日で終了します。
139,学部試験ptボーナス,システムメール,おめでとうございます！先輩は今回の学部試験で{1}ptを達成しました！以下のボーナスをお受け取りください！
140,学部試験ランキングボーナス,システムメール,先輩、おめでとうございます！{1}学部のテストで第1位を獲得しました！お祝いとして、{2}をプレゼントいたします。\n報酬は直接配布されます。\n「個人情報」→「外観アイコン」よりご確認くださいね！
141,最上階ファンド,システムメール,最上階の{1}ステージをクリアしました！こちら最上階ファンドのボーナスです！
142,サークルポイント戦終了の知らせ,システムメール,先輩、サークルのポイントランキング戦が終了まで残り24時間を切りました！ラストスパートをかけましょう！
143,限界突破祭,システムメール,イベント期間に星14{1}達成しました！ボーナスをお受け取り下さい。
144,限界突破祭,システムメール,イベント期間に星15{1}達成しました！ボーナスをお受け取り下さい。
145,旧校舎階層探索ボーナス,システムメール,旧校舎探索で{1}のステージ{2}をクリアしました。以下のボーナスをお受け取りください。
146,旧校舎エリア探索ボーナス,システムメール,旧校舎探索で{1} をクリアしました。以下のボーナスをお受け取りください。
147,旧校舎探索Ptボーナス,システムメール,旧校舎探索のPtが{1}Ptに達成しました。以下のボーナスをお受け取りください。
148,旧校舎探索ランキングボーナス,システムメール,旧校舎探索第{1}位になりました。以下のボーナスをお受け取りください。
149,初心者7日ミッションボーナス,システムメール,初心者7日ミッションを見事クリアしました！以下のボーナスをお受け取りください。
150,初心者7日ミッション進捗ボーナス,システムメール,初心者7日ミッションで{1}Ptを獲得しました！未受け取りのボーナスをお受け取りください。
151,ラブリー漂流記コレクトボーナス,イベントメール,珊瑚の枝を{1}個集めました！以下のボーナスをお受け取りください。
152,毎日ボーナス,システムメール,イベント期間中、毎日ログインで舵*4、ダイヤ*150、ボトルメール*5、ラッキーコイン*2を獲得できます。お受け取りください。
153,イベントアイテム回収,システムメール,{1}イベントが終了したため、所持している{2}個の{3}が回収されました。
154,旧校舎探索ランキングボーナス,システムメール,旧校舎探索で第{1}位になりました。以下のボーナスをお受け取りください。
155,旧校舎探索ボーナス,システムメール,先輩、今期の旧校舎探索が終了しました。未受取のボーナスはメールで送信しましたので、ぜひ受け取ってください。
156,旧校舎探索ランキングボーナス,システムメール,旧校舎探索で第{1}位になり、14日間限定の外観アイコン{2}を獲得しました！個人情報画面でご確認ください。
157,魂器ヘルパーボーナス,イベントメール,魂器Ptを{1}Pt獲得しました！ボーナスをお受け取りください。
158,魂器ヘルパーボーナス,イベントメール,魂器Ptを{1}Pt獲得しました！追加ボーナスをお受け取りください。
159,初心者10連ガチャボーナス,システムメール,初心者10連ガチャが終了しました。未受取のボーナスをお受け取りください。
160,初心者ガチャボーナス,システムメール,先輩、初心者ガチャイベントが終了しました。未受取のボーナスをお受け取りください。
161,新春到来ボーナス,システムメール,新春到来イベントで戦姫を{1}体獲得しました！以下のボーナスをお受け取りください！
162,新しい誓約衣装追加,システムメール,{1}の誓約衣装がついに追加されました！これを機に{1}と誓約した瞬間を振り返りますか？\n（デート画面で誓約シーンの回想を見ることができます）
163,還元ボーナス,システムメール,還元ボーナスイベントで、{1}ポイントを達成しました。以下のボーナスをお受け取りください。
164,放課後のんびりタイム終了,システムメール,先輩、放課後のんびりタイムの終了期限が残り24時間を切りました。イベントボーナスの交換をお忘れなく！
165,パック購入失敗のお知らせ,重要メール,"
先輩、

何らかのエラーにより、ご購入のパック（{1}円）がうまく配布されませんでした……

お手数ですが、画面下の「確認する」をタップのうえ、ギフトパック画面で同じ価格のパックをタップしてください。お詫びとして無料で交換させていただきます。

ご不便をお掛けして誠に申し訳ございません。他にもご不明な点があれば、甘ちゃんに遠慮なくご連絡ください！"
166,使い魔歓迎大作戦ボーナス,イベントメール,先輩、使い魔歓迎大作戦イベントのミッション：ダウルの育成を達成しましたので、以下のボーナスを獲得しました！
167,使い魔歓迎大作戦ボーナス,イベントメール,先輩、使い魔歓迎大作戦イベントでダウルのLvを{1}までアップさせましたので、以下のボーナスを獲得しました！
168,使い魔歓迎大作戦ボーナス,イベントメール,先輩、使い魔歓迎大作戦イベントでダウルのオーラをLv.{1}までアップさせましたので、以下のボーナスを獲得しました！
169,イベントボーナス,システムメール,先輩、{1}イベントが終了しました。未受取のボーナスをお受け取りください。
170,入学案内所の返礼,システムメール,{1}学部で{2}Pt達成しました！以下のボーナスをお受け取りください！
171,パペットパレードボーナス,システムメール,パペットパレードでピエロパペットを{1}個獲得しました！以下のボーナスをお受け取りください。
172,ボトルメール開封ボーナス,システムメール,ボトルメールイベントで{1}個の{2}を開封し、以下のボーナスを獲得しました！
173,時間限定委託クエストボーナス,システムメール,時間限定委託クエストイベントのクエスト達成、おめでとうございます！ボーナスをお受け取りください。
174,天空の島解禁予告,システムメール,天空の島が間もなく解禁されます。サークルの仲間と協力して、強力なボスに挑戦しましょう！\n解禁期間中は、サークルの脱退や解散ができません。今のうちに準備を整えましょう！\n解禁時間はサークル画面の右上、天空の島の入り口からご確認ください。
175,天空の島ボスランキングボーナス,システムメール,天空の島イベントは終了しました。先輩はボス{1}戦でランキング第{2}位になったため、以下のボーナスを獲得しました！お受け取りください！
176,天空の島サークルボーナス,システムメール,所属のサークルが天空の島ランキングで{1}位を獲得しました！以下のボーナスをお受け取りください。
177,旧校舎シーズン販売終了の通知,システムメール,先輩、旧校舎ショップにあるシーズン商品が残り24時間以内で交換終了になります。交換の忘れがないよう、お気を付けください。
178,天空の島ボス撃破ボーナス,システムメール,ボスを撃破しました。以下のボーナスをお受け取りください！
179,サークルオファー購入ボーナス,システムメール,先輩、サークルメンバーの[c][0069cc]{1}[-][/c]がサークルオファーの限定パックを購入したため、所属の全メンバーにボーナスが配布されました！
180,古城の埋蔵金ランキングボーナス,システムメール,古城の埋蔵金イベントで第{1}位になりました。以下のボーナスをお受け取りください。
181,イベント終了のお知らせ,システムメール,先輩、{1}イベントはあと1日で終了します！やり残しはありませんか？
182,異界水晶採集ボーナス,イベントメール,異界探険で異界水晶を{1}個集めて、以下のボーナスを獲得しました！
183,天空の島サークルボーナス,システムメール,先輩のサークルが天空の島イベントでランキング第{1}位になったため、28日間限定のアバターフレーム{2}を獲得しました！個人情報画面でご確認ください。
184,復帰協力-基本ボーナス,イベントメール,復帰Ptを{1}Pt獲得しました！追加ボーナスをお受け取りください。
185,復帰協力-追加ボーナス,イベントメール,復帰Ptを{1}Pt獲得しました！追加ボーナスをお受け取りください。
186,入学テスト予想,システムメール,入学テスト予想で見事に的中しました！ボーナスをお受け取りください。
187,人気戦姫総選挙ー累計投票ボーナス,イベントメール,先輩、人気戦姫総選挙イベントの累計投票タスクを完了したため、以下のボーナスを獲得しました！
188,星々の祝福ー毎日プレゼント,イベントメール,先輩、星々の祝福プレゼントを受け取ってください！ビビアンは引き続き、先輩が学園で充実した毎日を送れるよう、星々に祈りを捧げますわ！
190,入学テストランクアップ,イベントメール,先輩、入学テストでのランクがアップしました！イベント画面で新たに解禁した内容をご確認ください。
191,アバターショップ\n開店キャンペーン,システムメール,アバターショップ開店キャンペーンクエストを達成して、以下のボーナスを獲得しました！
192,赤ずきんのプレゼント,イベントメール,赤ずきんのプレゼントを購入いただき、ありがとうございます！本日のボーナスをお受け取りください。キングランクLv3のボーナスは残り{1}日で終了します。
193,赤ずきんのプレゼント,イベントメール,赤ずきんのプレゼントを購入いただき、ありがとうございます！本日のボーナスをお受け取りください。キングランクLv2のボーナスは残り{1}日で終了します。
194,砂浜の射手衣装の補償メール,システムメール,先輩、「砂浜の射手」衣装の背景を調整しました。先輩が持っている背景は削除されますが、お詫びとして300ダイヤを配布します。メニュー画面の背景にて「砂浜の一角」背景を購入できます。ご不便をおかけして、申し訳ございません。
195,パーリーピーポー衣装の補償メール,システムメール,先輩、「パーリーピーポー」衣装の背景を調整しました。先輩が持っている背景は削除されますが、お詫びとして300ダイヤを配布します。メニュー画面の背景にて「海の家」背景を購入できます。ご不便をおかけして、申し訳ございません。
196,入学テスト最優秀賞,イベントメール,先輩、入学テストで最高ランクに到達したご褒美として、限定外観アイコン「優等生」を獲得しました！28日間使用可能です。個人情報をタップしてご確認ください。
197,幽夢体育祭上位対抗戦昇級メール,イベントメール,幽夢体育祭で所属している陣営が上位100位を獲得し、上位対抗戦に昇級しました！上位対抗戦にご参加ください！
198,課外活動撃破ボーナス,システムメール,課外活動の新たな課題をクリアし、以下のボーナスを獲得しました！
199,初心者ファンドの残りボーナス,システムメール,先輩、初心者ファンドがリニューアルされました。過去のご購入分の残りボーナスを、メールでお送りしましたので、お受け取りください。
200,時の回廊ステージ精算ボーナス,システムメール,先輩は時の回廊·{1}のダメージランキングで第{2}位になったため、以下のボーナスを獲得しました！お受け取りください！
201,毎月の課題,システムメール,先輩、毎月の課題の課外活動項目を達成して、以下のボーナスを獲得しました！
202,毎月の課題ボーナスアップ,システムメール,先輩、毎月の課題の課外活動項目を達成して、以下のアップグレートボーナスを獲得しました！
203,課外活動クリアボーナス,システムメール,課外活動のステージ挑戦をクリアし、以下のボーナスを獲得しました！
204,時の回廊ステージ精算ボーナス,システムメール,先輩は時の回廊·{1}のダメージランキングでTOP{2}%になったため、以下のボーナスを獲得しました！お受け取りください！
205,ポイント戦終了のお知らせ,システムメール,インフィニティリーグのポイント戦は24時間以内に終了します。今すぐ行きましょう！
206,ポイント戦精算ボーナス,システムメール,インフィニティリーグで{1}ランクになりました。先輩、おめでとうございます！以下のボーナスをお受け取りください！
207,インフィニティリーグ\nランキングボーナス,システムメール,インフィニティリーグで優勝し、28日間限定の外観アイコンを獲得しました！個人情報画面でご確認ください。
208,インフィニティリーグ\nランキングボーナス,システムメール,インフィニティリーグでTOP{1}になり、28日間限定の外観アイコンを獲得しました！個人情報画面でご確認ください。
209,古城の埋蔵金の鍬配布,イベントメール,魏延さんが、先輩の為に新しい金の鍬を準備してくれました！今すぐ古城の埋蔵金イベントに参加しましょう！
210,極地遠征個人ボーナス,イベントメール,極地遠征での先輩の活躍を祝して、氷原の精霊たちがボーナスを用意してくれました！
211,極地遠征陣営ボーナス,イベントメール,極地遠征で先輩の所属陣営が第{1}位を獲得しました！ボーナスをお受け取りください！
212,退治ボーナス,システムメール,カオスリーダーに負けました。補給ボーナスを受け取って、引き続き頑張ってください（アバターの特殊バフにより、追加で彫刻刀を獲得しました）。
