id,fort_name,fort_name2,name,description,skill
24,魏延-病室日記,魏延-病室日記,先輩との時間,以前までの暗闇とは違い、病室の窓が開いていた。陽射しが差し込む病室には、花も飾られていた。医者や看護師がいなければ、ここは自室と勘違いするほどのあたたかい空間となっていた。,
25,魏延-病室日記,魏延-病室日記,目覚めたとき,魏延は眠っていた。それは麻酔の効果なのか、それとも彼女の無意識の抵抗なのか、誰にも分からない。眠り続ける彼女は夢を見ていた。長い……長い夢を……,
26,魏延-病室日記,魏延-病室日記,リハビリ,学園の屋上で二つの影が機敏に動き、それと同時にいくつかの衝撃音と光が発せられている。新しい義手を使いこなすために、魏延はこの誰もいない秘密の場所で特訓を始めた。,
27,魏延-病室日記,魏延-病室日記,最後の訓練――別れ,特訓の成果は明らかで、ついに最後の訓練が始まった。魏延は分かっている、亮先輩とはいつまでも一緒にいられない、ずっと自分の隣にいてくれるはずが無い、ということを……そう、別れの時が来たようだ。,
28,魏延-病室日記,魏延-病室日記,一人の晩餐,新学期が始まり、魏延も正式に幽夢学園の一員となった。時々、昔の悪夢が襲い掛かることもあるけれど、自分を心配してくれている先輩たちがいるから、もう恐怖に怯える必要もない。,
29,魏延-病室日記,魏延-病室日記,再会……,深夜の寝室にはわずかな明かりしかなく、部屋の大部分は闇に包まれていた。眠っていたはずの魏延は低い叫び声で目が覚めた。何かが潜んでいるであろう暗闇を警戒しつつ、光が差す場所まで移動した。\n光に照らされて、見覚えのある何かの影が浮かび上がった……,
30,魏延-病室日記,魏延-病室日記,別れ、もう迷わない,魏延は、戦闘によって破壊された寝室の床に倒れていた。全身血まみれの彼女の義手が、警報のように「ウーウー」と音を鳴らし点滅している。,
31,貂蝉-Leave\nNo Girl Behind,貂蝉-Leave No Girl Behind,追試日,学園祭は、幽夢学園にとってとても大事なイベントだが、誰もがこのイベントを楽しめるわけではない。例えば、勉強が苦手で赤点を取ってしまい、追試に追われている生徒たちは、純粋に楽しめないだろう。,
32,貂蝉-Leave\nNo Girl Behind,貂蝉-Leave No Girl Behind,学園の教師,既に到着している追試参加者を残し、厳しく責任感の強い教師は、黒い霧が発生した場所に向かっていた。彼女にとって、自分の生徒が予期せぬトラブルによって追試に参加できないことは、到底許せないことだった。,
33,貂蝉-Leave\nNo Girl Behind,貂蝉-Leave No Girl Behind,風紀委員防御ライン,学園祭の出店エリアに到着したが、黒い霧は消えることが無かった。風紀委員会は隔離地帯を設置し、カオス症候群患者からの攻撃を防いでいた。そこへ到着した貂蝉は、風紀委員会の中に見知った姿を見つけた。,
34,貂蝉-Leave\nNo Girl Behind,貂蝉-Leave No Girl Behind,迂回,風紀委員たちの協力があっても、混乱している危険な学園祭戦場において、前に進むことは極めて困難であったが、覚悟を決めた教師を阻む物は何一つ無かった。,
35,貂蝉-Leave\nNo Girl Behind,貂蝉-Leave No Girl Behind,DEF突撃隊,救助部隊は出来るだけトラップや障害を避けつつ、学園祭戦場の中央地域を横断していた。貂蝉はつい先ほどの戦闘で部隊とはぐれてしまい、重度感染者による攻撃を受けていた。,
36,貂蝉-Leave\nNo Girl Behind,貂蝉-Leave No Girl Behind,戦場越え,教師は正体不明の覆面者たちと一緒に戦場を越えていた。途中、身を隠していた生徒からの情報により、教師の目的地も明白となった。追試に間に合わないウサ耳の生徒は、あそこにいる。,
37,貂蝉-Leave\nNo Girl Behind,貂蝉-Leave No Girl Behind,苛烈な戦況,前方で戦闘をしている生徒の中に、青と白の服を着ている生徒を確認した教師はほっとした。今ならまだ間に合うと、教師はその歩を速めていた。,
38,貂蝉-Leave\nNo Girl Behind,貂蝉-Leave No Girl Behind,カオス戦場,玉兎と共に、囲まれていた生徒たちは次々と倒れてしまった。倒れた仲間が再び立ち上がる頃には、生徒たちは敵と化していた……敵となったかつての仲間たちが目前まで迫っている……,
39,貂蝉-Leave\nNo Girl Behind,貂蝉-Leave No Girl Behind,突破,ここから教室へは遠いけれど、強いお姉さんたちが一緒についてきてくれたから、玉兎は全然怖くなかった。お姉さんたちが励ましてくれたから、一刻も早くここを突破し、追試に参加したくなった。,
40,貂蝉-Leave\nNo Girl Behind,貂蝉-Leave No Girl Behind,追試,生徒は無事、遅刻せず追試会場に辿りつき、教師の努力は無駄にはならなかった。しかし生徒たちには、決して試験の終わりは見えないのだった。なぜなら、この試験を乗り越えようと、その後にもきっと、次の試験が待っているから……,
41,諸葛亮-秘密資料,諸葛亮-秘密資料,１部の書類,魏延は学園祭の混乱時に先輩とミカエルを助けたが、諸葛亮の襲撃を受けて落ち込んでいる。カオスに陥った亮先輩を取り戻そうと決意した後、亮先輩が言っていた言葉を思い出した……,
42,諸葛亮-秘密資料,諸葛亮-秘密資料,調査報告（上）,カオス症候群の出現は決して偶然ではない。情報を漏らさずにカオス症候群を調査するには、諸葛亮は危険を冒すのもやむを得ないと考えている。,
43,諸葛亮-秘密資料,諸葛亮-秘密資料,調査報告（下）,調査が進むにつれてカオス症候群患者に接触する時間が長くなり、諸葛亮の意識も徐々に侵食されているようだ。薄暗い病室の中、見知らぬ影が諸葛亮に近づいている……,
44,諸葛亮-秘密資料,諸葛亮-秘密資料,魏延へ（1）,諸葛亮はずっと面倒を見ていた後輩のことを思い出した。自分が置かれている立場を意識し、学園の状況が悪くならないように、少し情報を残しておく必要があると考えている……,
45,諸葛亮-秘密資料,諸葛亮-秘密資料,魏延へ（2）,手紙にカオスに関する注意事項と対処法を記し、最後は自信のない後輩への励ましと、再会の約束で締めくくった。,
46,諸葛亮-秘密資料,諸葛亮-秘密資料,メッセージ,計画は着々と進んでいる。カオスが侵入した場合、仲間だけではなく、例え理念が合わない敵であっても、学園全員と協力する必要がある。,
47,諸葛亮-秘密資料,諸葛亮-秘密資料,周瑜へ （1）,親友への手紙――冒頭に二人の出会いについて書かれている。人々の感情や思いは、時には文字でしか伝えられないこともあると思っている。,
48,諸葛亮-秘密資料,諸葛亮-秘密資料,周瑜へ （2）,親友に誤解されたくはないし、自分の行為に罪悪感を持っていた諸葛亮は、手紙の中で多くのことを打ち明けた。,
49,諸葛亮-秘密資料,諸葛亮-秘密資料,エピローグ: 最後の接触,いつ浸食されてもおかしくない……諸葛亮は少しでも多くの情報を残そうと、手紙と小包を送った。しかし、あの白い姿が彼女の前に現れていた……,
50,諸葛亮-秘密資料,諸葛亮-秘密資料,録音,情報の伝達、秘密の交流……信頼している仲間しか知らないことがある。諸葛亮は自分の仲間たちなら、きっと事件を解決できると信じている。,
51,呂蒙-追従者,呂蒙-追従者,その日,その日、先輩が行方不明になり、カオスが侵入した。幽夢学園のみんなは今までにない苦境に陥った。もちろん、呂蒙も――,
52,呂蒙-追従者,呂蒙-追従者,境遇,カオスに侵入された学園では、いつ敵に遭遇するかわからない。いつだって自分も恐ろしい敵になってしまう可能性があるので、いかなる時も戦いに備えなければならない。,
53,呂蒙-追従者,呂蒙-追従者,希望,呂蒙は仲間たちと一緒に終わりの見えない戦いを続けているが、皆迷いはない。それは、未来に希望があるから――,
54,呂蒙-追従者,呂蒙-追従者,反撃の前夜,呂蒙はある名前を聞き、自分も戦いたいと主張した。しかし、普段の頼りなげな様子もあってか、みんなの同意を得られなかった……,
55,呂蒙-追従者,呂蒙-追従者,内心の願い,自分が実力不足だから、みんなが関羽を助けに行くのを待つしかないのだろうか……？みんなの戦う姿を見て落ち込んだ呂蒙は、人込みを離れ自問した。,
56,呂蒙-追従者,呂蒙-追従者,行かなければならない理由,いつも他人に守られているだけではだめだ。挑んでみないと結果は分からない。呂蒙は仲間に本心を告げる決意をした。,
57,呂蒙-追従者,呂蒙-追従者,進めて行く,許褚は仲間を引き連れて植物の間を縫って行く。植物をよく知っている許褚に引き連れられなければ、呂蒙は学園の中にこんなに多くの近道があることは知らなかった。,
58,呂蒙-追従者,呂蒙-追従者,二人の距離,カオス症候群患者に近づこうとするのは大変だった。呂蒙は歩き続け、いつ攻撃されるかわからない危険を冒しながら、自分のことを忘れてしまったかのような先輩に声をかけた。,
59,呂蒙-追従者,呂蒙-追従者,特訓,誰よりも努力してこそ、強者に追いつくことができる。彼女は、自分が特訓で経験した様々なことをはっきりと覚えている。,
60,呂蒙-追従者,呂蒙-追従者,逆鱗,呂蒙は自分の努力によって、カオスに陥った先輩を救うことができると信じている。かつての経験を思い出し、彼女は強敵と正面から向き合うことにした。,
61,方天-正義の執行者,方天-正義の執行者,正義の鉄槌,いつからか定かではないが、幽夢学園ではカオス症候群に感染した生徒がたまに現れ、他人を無差別に攻撃する。この日、曹操は運が悪く、大量のカオス症候群の感染者に囲まれていた。彼女にもはや退路はない。,
62,方天-正義の執行者,方天-正義の執行者,救援要請,倒れた少女は壊れた機械のように動かなくなった。曹操は少女が装備する物を見て、何か思い出したかのように少女を抱き上げ、機巧部の方へと走り出した。,
63,方天-正義の執行者,方天-正義の執行者,実験室,助けを求めてきた曹操と気を失っている方天を見て、機巧部の首席研究員である諸葛亮は、秘密の実験室の門を開き、問題を解決しようとした。,
64,方天-正義の執行者,方天-正義の執行者,方天？,方天が静かに実験室のベッドに横たわる。彼女が装備していた補助機械が、ベッドの横にある装置と完璧に繋がった。まるで最初からそのためにあった設備かのように......,
65,方天-正義の執行者,方天-正義の執行者,診断,長い診断の後ようやく結果が出た。曹操と諸葛亮は、この意外な結果に新たな見解を抱いた。,
66,方天-正義の執行者,方天-正義の執行者,黙想,謎の病気と、気を失っている仲間の症状が似ていた。このような症状が出る原因はまだ解明されていないが、曹操はこれらが同じ陰謀によるものだと気づき、静かに考え始めた……,
67,方天-正義の執行者,方天-正義の執行者,歩むべき道,曹操は学園の中でも重要な生徒だ。彼女にはやらなければならない事があるため、方天を助けることと真相を明かすことを諸葛亮に任せることにした。曹操は自分が歩む道を確認し、進み続けるのだった。,
68,方天-正義の執行者,方天-正義の執行者,記憶の欠片,補助機械から転送されたバラバラなデータの解析に成功した。画面に映し出された映像を見て、実験室にいた小柄な少女は驚愕していた。,
69,方天-正義の執行者,方天-正義の執行者,夢の中,方天はとても長い夢を見た。夢の内容はバラバラだったが、どれも彼女にとってはリアルに思えた。まるで、本当に全て体験したかのように……,
70,方天-正義の執行者,方天-正義の執行者,学園の果ての休憩室,心の意思、世界の真相、今後の目標。\n夢から覚めた少女は数々の疑問を言い放ったが、この狭い休憩室で、彼女に答えを教えられる者はいない。,
71,バニラ-隠匿の魔女,バニラ-隠匿の魔女,図書館からのSOS,この物語は、幽夢学園の創立初期にあった出来事である。その日、神威学部の部長のもとに、久しく顔を合わせていない友からのSOSが届いた。,
72,バニラ-隠匿の魔女,バニラ-隠匿の魔女,合流,シルバーが図書館に入ると、バニラが得体の知れない怪物に攻撃されているのを目の当たりにした。彼女は、強き友がなぜ弱小な怪物の前で手も足も出ないのか疑問に思ったが、すぐさま援護に走った。,
73,バニラ-隠匿の魔女,バニラ-隠匿の魔女,目標特定,シルバーは本の精霊が混乱している原因を知り、バニラと協力する事を決め、図書館最上階の攻略を始めた。,
74,バニラ-隠匿の魔女,バニラ-隠匿の魔女,整理,二人は館内の階段で上の階を目指す。だがその途中、シルバーは雑然とした図書館の状態を見て、事件解決後に大掃除をすることをバニラに要求した。,
75,バニラ-隠匿の魔女,バニラ-隠匿の魔女,強い感知能力の悩み,常人では本の精霊の囁きには気づかないものの、シルバーがそのずば抜けた感知能力により精霊の喧騒に飲み込まれそうになっていることに、バニラは気づいた。,
76,バニラ-隠匿の魔女,バニラ-隠匿の魔女,寂しさ,バニラの知識探求に対する執着に、シルバーは一抹の不安を感じた。自分の親友が誤った道を進むのではないかと心配した彼女は、バニラを問いただし、親友も彼女なりの悩みを抱えていることを知った。,
77,バニラ-隠匿の魔女,バニラ-隠匿の魔女,過去,バニラは悲しい過去について語った。情緒が少し不安定になっていた彼女は、迫りくる危険を察知することができなかった。だがそのピンチも、傍にいたシルバーのおかげで解決できた。,
78,バニラ-隠匿の魔女,バニラ-隠匿の魔女,最上階,図書館の最上階。そこは本棚で出来上がった迷路だった。体力を回復したシルバーと立ち直ったバニラは、最強の本の精霊へと立ち向かう。,
79,バニラ-隠匿の魔女,バニラ-隠匿の魔女,危険,最後の精霊が持つ力はとてつもないものだった。危険を感じたシルバーはそれを全力で破壊すると決めたが、バニラが猛反対し、更には自分が精霊を抑えると言い出した。,
80,バニラ-隠匿の魔女,バニラ-隠匿の魔女,バニラの研究,本の精霊との戦いはようやく終わりを迎えた。そしてついにシルバーもバニラが研究していた内容が、『真実の水晶』だったことを知る。,
81,チューリング\n初代監視者,チューリング-初代監視者,再起動,幽夢学園内にある人気のない倉庫で、あるエンジンが諦めることなく、ただただ再起動を何度も試していた。,
82,チューリング\n初代監視者,チューリング-初代監視者,インデックス：龐統,破壊の原因を探り、破損したデータの検索を何度も繰り返し、ようやく一致する結果を見つけたーー戦場、幽夢小隊、龐統……,
83,チューリング\n初代監視者,チューリング-初代監視者,インデックス：\nカオスの戦い,インデックスキーワード‐龐統。\n検索後にダウンロードしたデータをハッキング：カオス軍団の前線を攻撃した「風」部隊の全滅により、龐統はチューリングからの警告を思い出させた。,
84,チューリング\n初代監視者,チューリング-初代監視者,インデックス：\n幽夢集結,インデックス：……\n警告、「風」「華」「綺」「麗」部隊の人物に遡り……\n異常要因：矛盾を検知……,
85,チューリング\n初代監視者,チューリング-初代監視者,インデックス：呂布,異常要因「感情」を遡り、異常の源——呂布を構築……\n事件の火種は既に埋められた。しかし、あの時のチューリングには理解できなかった。,
86,チューリング\n初代監視者,チューリング-初代監視者,インデックス：「心」,AIはいつも最も合理的な判断をする。感情、私情による影響はない。\nだけど、いつの間にか、チューリングは「自我」を望むようになった……,
87,チューリング\n初代監視者,チューリング-初代監視者,インデックス：\nコアファイル,長い時間をかけ、少女はようやくコアファイルに接続できた。だけど、ファイルに記録された日にちとシステム時間には数百年の差があった。,
88,チューリング\n初代監視者,チューリング-初代監視者,壊れた「心」,崩壊間近のシステムでは、少女を目的地まで支えることができなかった。だがこの旅は、決して無意味ではなかった。少なくとも、彼女はそう考えていた。現状を知る彼女は眼を閉じて、すべてを受け入れた……,
89,チューリング\n初代監視者,チューリング-初代監視者,再生,［起動完了]\n何もない暗闇の中、少女は再び目を覚ます。今回、彼女は目的地にたどり着くことができた。新しい旅は、今から始まろうとしていた。,
90,チューリング\n初代監視者,チューリング-初代監視者,再起動、再起動、再起動,"
再起動――失敗
再起動――失敗
再起動――再起動――再起動――
……
少女はエネルギー不足と機能損傷の警告を無視し、何度でも試し続けていた。それは、彼女が明白な目標があるからだ。",
91,イサウ＆ヤコブ\n運命の双子,イサウ＆ヤコブ・運命の双子,逃亡,3年前の起源の地での事件以降、妹・ヤコブの体は徐々に弱くなっていた。\nカオスの勢力から逃れるため、イサウはヤコブを連れて、逃亡の旅に出た。\nだが、逃亡中でも、彼女たちは何度もカオスの兵士に襲われた……,
92,イサウ＆ヤコブ\n運命の双子,イサウ＆ヤコブ・運命の双子,救援,姉妹がカオスの兵士に奇襲され、メインで戦ってきたイサウは、とうとう力尽きてしまった。\nそんな危機一髪の状況で、二人は運よく任務中の幽夢軍団と出会った……,
93,イサウ＆ヤコブ\n運命の双子,イサウ＆ヤコブ・運命の双子,包囲,一同は今まで見たことのない大規模な敵集団に遭遇してしまった。\n混乱の最中、イサウとヤコブは、敵のせいで離れ離れになってしまった……,
94,イサウ＆ヤコブ\n運命の双子,イサウ＆ヤコブ・運命の双子,爆発,気を失っていたイサウは目を覚まし、妹が救われなかったことを知った。\nチームリーダーであるワルキューレの「シルバー」と相談した後、イサウはカオスを討伐する部隊に加わった。,
95,イサウ＆ヤコブ\n運命の双子,イサウ＆ヤコブ・運命の双子,対峙,ヤコブの体内に隠れていた悪が、ついに牙をむいた。\n妹を助けるために森へ入って行ったイサウに、難しい選択が迫っていた……,
96,イサウ＆ヤコブ\n運命の双子,イサウ＆ヤコブ・運命の双子,つづき,"
カオス暦98年、幽夢軍団はカオスとの決戦を迎えようとしている。
イサウとヤコブはワルキューレとなった。
しかし彼女たちは、ヤコブの体に封印されたカオスのことを隠していた。
決戦の前、後方の陣地は敵の奇襲を受けていた。",
97,イサウ＆ヤコブ\n運命の双子,イサウ＆ヤコブ・運命の双子,分隔,敵の攻撃により、イサウとヤコブははぐれてしまった。\nイサウが他の道を探している時、ヤコブは味方と共に敵と戦っていた。,
98,イサウ＆ヤコブ\n運命の双子,イサウ＆ヤコブ・運命の双子,再臨,ヤコブが疲れている時に、ナイトメアは封印を破っていた。\nヤコブが吸収し続けた負の感情は、封印されたナイトメアのエネルギーと化していた。\n今、ナイトメアは完全に復活していた……,
99,イサウ＆ヤコブ\n運命の双子,イサウ＆ヤコブ・運命の双子,残酷,本来の道を見つけたイサウは、ヤコブの元に戻っていたが、\n彼女を待っているのは、仲間の死体と、ナイトメアに惑わされたヤコブだった。,
100,イサウ＆ヤコブ\n運命の双子,イサウ＆ヤコブ・運命の双子,安眠,惑わされたヤコブに天使の身を奪い取られたイサウは、ナイトメアの思うままに真実の水晶を錬成するための容器となっていた。\nナイトメアを阻止するために、ヤコブは最後の力を振り絞り、自分の体を犠牲にして、ナイトメアを倒すことができた。\n妹を助けるために、イサウは自分の体を犠牲にして、二人の魂を守ることができた。魂だけが残された運命の双子は、永遠の眠りに……,
101,シルバー-導きの月光,シルバー-導きの月光,道を示す月光,幽夢軍団とカオス軍が正面衝突している中、陰で暗躍する部隊があった。\n彼女たちは最も危険な場所に忍び込み、幽夢軍団の目と耳となっていた。\nそしてその部隊の中心にいる人物は、特殊な能力を持っていた。,
102,シルバー-導きの月光,シルバー-導きの月光,暖かな魔法,メイド服はシルバーにとって、戦の正装である。メイド服を着れば、感知能力により脳に響く騒音も耐えられる。\n彼女は自分の悩みを他の人に打ち明けず、一人で耐えていたが、ある日、一人の少女がいとも簡単にその悩みに気づいたのであった。,
103,シルバー-導きの月光,シルバー-導きの月光,未来の計画,カオス軍との戦争もいよいよ大詰め。色々と釈然しない点もあるが……\nその喜ばしい状況の中、シルバーとバニラは思わず戦争後の未来を思い描いていた。,
104,シルバー-導きの月光,シルバー-導きの月光,異状,とても困難な任務ではあるが、何度も死線を越えてきたシルバーにとって、大したことではなかった。\nただ任務よりも、別の異常な気配がシルバーの気を引いた。,
105,シルバー-導きの月光,シルバー-導きの月光,不安の種,シルバーは異常な気配の原因を特定した。\n同情なのか、それとも覚悟に対する敬意なのか、\nシルバーが彼女に手を出すことはなかった。しかし、この事はシルバーの心に不安の種をまいた。,
106,シルバー-導きの月光,シルバー-導きの月光,戰爭終結？,最後の戦いが終わろうとして、戦争もいよいよ決着が付く。\nようやく休めると思っているシルバーだったが......,
107,シルバー-導きの月光,シルバー-導きの月光,蛍火,大きな犠牲を払って、シルバーはようやく拠点に戻れた。\nだが彼女を待っていたのは、地獄のような惨状だった。,
108,シルバー-導きの月光,シルバー-導きの月光,新時代,残酷な現実から目をそむく時間などなかった。今やるべきことは、前に進むことだけだ。シルバーは謎の声の条件を飲み、新時代の月光になると決意した。,
109,シルバー-導きの月光,シルバー-導きの月光,旅行,幽夢学園がようやく安定したが、シルバーの心の中の不安はぬぐい切れなかった。今の幽夢学園に自分は必須の存在ではないと思ったシルバーは、ある決定を下した。,
110,シルバー-導きの月光,シルバー-導きの月光,月光下の蛍火,百年後、幽夢学園がピンチに陥った今、一つの影が、暗闇の中から現れた。,
111,クリス・奇跡と水晶,クリス・奇跡と水晶,水晶と少女,白露砂漠のとある洞窟。\n太陽が昇り、新しい一日が始まる。一人の少女が水晶でできた洞窟の中で目覚める……,
112,クリス・奇跡と水晶,クリス・奇跡と水晶,少女としっぽ,あちこちで水晶が見えるのは、この砂漠では当たり前の光景だ。水晶に含まれている魔力を求めて、カオス生物が群がる。少女がひと際大きい水晶に近づいてみると、案の定カオス生物が多く集まっていた。,
113,クリス・奇跡と水晶,クリス・奇跡と水晶,見慣れない朝,新しい一日。目が覚めると、クリスの目の前にはいつもと違う風景が広がった。\nおかあ……さん？初めて聞く単語なのに、クリスはどこか温もりを感じたようだ。,
114,クリス・奇跡と水晶,クリス・奇跡と水晶,もじゃもじゃ,村を散策していると、長い髭のおじさんに出会って、クリスと勝負したいと言い出した。\n人間って、こんな無謀な生物なのかな？,
115,クリス・奇跡と水晶,クリス・奇跡と水晶,再チャレンジ,予想通り、勝負は一瞬で着いたが、おじさんはあきらめなかった。\n二回戦、おじさんは豊富な戦闘経験を活かして、水晶の動きを予測したが、クリスの方がやはり一枚上手のようだ……,味方戦姫が結晶化している場合、HP回復の比率が50％低下する。
116,クリス・奇跡と水晶,クリス・奇跡と水晶,砂山の下にある畑,今日、おばさんはクリスと男の子を連れて畑に行った。この村では、特殊な方法で農作物を育てているようだ。\nそんな平和な畑に、突如カオスが数匹、土の中から姿を現した。,戦闘開始時、ランダムで味方戦姫1体に結晶の印が付与され、2ターン後に結晶化する。\n味方戦姫が結晶化している場合、HP回復の比率が50％低下する。
117,クリス・奇跡と水晶,クリス・奇跡と水晶,少女、神になる（上）,やっと片付いたと思いきや、また他の場所でカオスの姿が目撃された。\n警備隊の努力もあって、ようやくカオスを全部倒したが、村人たちの畑の多くが破壊されてしまった……これから食料はどうすれば……？,戦闘開始時、ランダムで味方戦姫2体に結晶の印が付与され、2ターン後に結晶化する。\n味方戦姫が結晶化している場合、HP回復の比率が50％低下する。
