id,name,title,text
34,織田信長,信念,「天下布武！」\nこれは織田信長が幽夢学園に来てから、ずっと頭の中で呟いている言葉だ。\n意味は分からないが、その言葉を呟けば、心の内から無限の力と自信が湧いてくる。その力は幾多の厳しい戦いと寂しい日々の中でも彼女を支えてきた。
35,織田信長,好きなこと,幽夢学園に来た後、織田信長は周りの全てに好奇心を持った。銃が気に入ったり、いろいろな人と知り合いになったり、ガブリエルが広く宣伝しているイエスに関することなども大好きになった。彼女はよく学園内のあちこちを回り、珍しいことや新しいこと、あるいは誰も踏み入れなかった場所を探している。\nしかし彼女にとって、銃はただの道具であり、物語を聞くことも暇つぶしにすぎない。そして知り合う人々もまた、彼女にとっては同様のものにすぎない。
36,織田信長,真意,織田信長は上から目線で人を見下すやつが大嫌いだ。彼女は弱い者を助け、力の使い方や戦う術を教え、己を信じることの大切さも伝えた。そう、すべての者が「武」の力を備え、胸を張って強く生きていけるように……もしかするとそれこそが、彼女の胸に秘める言葉の真意なのかもしれない。\nカオス症候群が蔓延した後、鋭い信長は、この危機の背後には何らかの秘密があると気付いた。そのため、彼女はDEF陣営に参加し、患者を助けると同時に、\n自ら真相を探っている。
37,張郃,秘密資料,"
[c][f55090]誕生日：[-][/c]1/8
[c][f55090]見た目年齢：[-][/c]18
[c][f55090]嫌いなプレゼント：[-][/c]ラッキーブレスレット、狐耳のカチューシャ
[c][f55090]好きなプレゼント：[-][/c]駒、ゲーム機"
38,張郃,ギャンブラー,張郃は幽夢学園で名高いトランプのプレイヤーだ。\n誰かと勝負をして勝つことが、彼女の最大の楽しみである。彼女は学園で色々な人に話しかけ、仲良くなった後、相手を誘ってトランプ勝負をする。もし張郃が負けたら、彼女は相手に一番欲しいもの与える。しかし張郃が勝ったら、自分が欲しいものを相手から奪っていく。
39,張郃,天に選ばれし者,張郃は凄い技をもっているわけでもなければ、イカサマをしたこともない。彼女はただ、自分が負けないと強く信じ込んでいる。不思議なことに、彼女は殆ど負けたことがない。まるで天に愛されているかのようにいつも肝心な時に一番重要なカードを引き、一発逆転を成し遂げる。\n彼女は常に、負けた者が最も大事にしているものを選び、奪っていく。そのため、彼女は多くの人に恨まれている。
40,張郃,天敵,張郃が唯一勝てない相手がいる。それは曹操だ。\n曹操は彼女よりも強い自信を持っている上に、ずる賢い。しかも、張郃の全てを見透かしているようにも見える。先手を取って張郃にポーカーを仕掛けてきた曹操を前に、張郃は完全に運に見放され、負けた。\n曹操が欲しいのは張郃本人だった。それ以来、張郃は曹操の忠実な部下となり、カオス症候群が蔓延した後は曹操と共に行動するようになった。これは、自分より運がいい曹操の側にいれば、すべての危険から逃れられると信じているからだ。
41,張飛,秘密資料,"
[c][f55090]誕生日：[-][/c]10/20
[c][f55090]見た目年齢：[-][/c]13
[c][f55090]嫌いなプレゼント：[-][/c]量子バラ、雛菊のヘアピン
[c][f55090]好きなプレゼント：[-][/c]クロワッサン、フライドポテト"
42,張飛,料理の神,張飛はやんちゃで料理上手な少女だ。彼女は食べ物に異様な執着心がある。学園に入って間もなく、食堂の台所を自分の領地として無理やり占拠した。彼女の日頃の活動場所は専ら、学園の売店と食堂だ。毎日、\nジャンルも味も違う料理を作っているが、いつも自分の分しか作らない。食堂が張飛に占拠されてから、\n後輩たちは食堂から漂ってくる匂いに惑わされているが、張飛が怖くて近寄ることができず、仕方なく売店でパンを買うしかない。
43,張飛,武聖,いい匂いに耐えられなかった後輩たちは、「武聖」と呼ばれる関羽にお願いし、賑やかな劉備と一緒に、\n張飛を厳しくしつけ、皆の食事を作るようにと要求した。顔の腫れ上がった張飛は、関羽と劉備を認めたらしく、関羽と後輩たちに、学園七不思議の一つとなった神級の絶品料理「トンポーロー定食」を作ってあげた。口の中に広がる味に、天下の美食を食べてきた「武聖」も耐え切れず、思わず唸ってしまった……
44,張飛,食堂,その実、義理を重んじる張飛は、かよわい後輩たちを守るために鉄拳を振るって戦う時もある。カオス症候群が蔓延し、学園内のあちこちで戦闘が起きた時は、張飛の食堂は、幽夢学園内の平和の拠り所の一つと\nなった。後輩を追って食堂に来たカオス症候群の患者も、漂う料理のいい匂いに、つい戦うことを忘れてしまった。（もちろん、腹ごしらえの後は戦うことになるのだが。）
45,孟獲,秘密資料,"
[c][f55090]誕生日：[-][/c]5/15
[c][f55090]見た目年齢：[-][/c]12
[c][f55090]嫌いなプレゼント：[-][/c]クロワッサン、苦無
[c][f55090]好きなプレゼント：[-][/c]ターキー、恐竜のブロック"
46,孟獲,食いしん坊,孟獲は蛮力たっぷりで落ち着きのない少女だ。\n彼女の行動は予測不能で怒りっぽい。しかし、彼女の信条「肉こそが正義」が分かれば、彼女との付き合いもうまく行く。つまり、美味しいものがあれば大人しくなるのだ。幽夢学園の大食いTOP10を決めるとしたら、孟獲はきっとTOP3に入ることだろう。学園に入ってから、彼女は勉強などには一切興味を示さず、グルメにのみ夢中になっている。
47,孟獲,本当の友情,食堂の開店一番の肉を奪うため、孟獲は授業がまだ終わらない内に教室の窓から飛び出し、食堂へ向かう。孟獲は、最後の焼き肉争奪戦で、自分と同レベルな食いしん坊である劉禅に出会い、一緒に授業をサボったり、食事をしたりする仲間になった。\n孟獲を探したいなら、食べ物の匂いがする所へ行けば、きっと見つかるだろう。もちろん、その場所には劉禅もいるはずだ。彼女たちの友情は、食べることに始まり、食べることで終わる。また新しい美食が見つかると、再び彼女達の友情も芽生えるのだ。
48,孟獲,七日間の囚人,張飛の食堂も、彼女たちがよく立ち寄る場所だ。しかし、孟獲はよく食い逃げをしており、その逃げ足の速さに張飛は頭を悩ませていた。そのため、張飛はもう一人の常連に助けを求めた。張飛に何度も頼まれたこともあり、諸葛亮は自ら罠を張り、孟獲を籠の中に閉じ込めた。閉じ込められた孟獲は、七日間、食堂で美食を眺めることしかできなかった。その後、彼女はようやく反省したようで、少なくとも張飛の食堂では大人しくしている。
49,献帝,秘密資料,"
[c][f55090]誕生日：[-][/c]10/5
[c][f55090]見た目年齢：[-][/c]14
[c][f55090]嫌いなプレゼント：[-][/c]操り人形、量子バラ
[c][f55090]好きなプレゼント：[-][/c]秘密のノート、桜の扇子"
50,献帝,透明人間,献帝と接触したことのある人はあまりいない。\nみんなの彼女に対する印象は、曹操や袁紹の後ろに隠れておどおどしている女の子だった。学園に他の友達はおらず、とても地味な子だ。
51,献帝,お姉さま,献帝は姉の霊帝と一緒に幽夢学園に来た。彼女たちは学園に来てから、ずっと一緒に暮らしている。姉は狂暴で怒りっぽく、妹である献帝に口を出し過ぎた。恐らく、これが献帝がおどおどした性格になった原因だろう。
52,献帝,操り人形,献帝は、曹操や袁紹のカバン持ちになる前に、董卓と関わりを持っていたことがある。しかし、それを知っている者は少ない。そしてその間に、虐待など良くないことが起きていたこともあるかもしれない。何はともあれ、その後曹操に助けられ、彼女は自ら望んでカバン持ちの立場となった。だが実際は、誰かがこの傀儡のような少女のことをもっと気遣ってくれることを願っている。黙って曹操や袁紹の後ろについている彼女は、時折感情の無い眼差しをしている。
53,関羽,秘密資料,"
[c][f55090]誕生日：[-][/c]6/20
[c][f55090]見た目年齢：[-][/c]22
[c][f55090]嫌いなプレゼント：[-][/c]コーヒー、フライドポテト
[c][f55090]好きなプレゼント：[-][/c]ターキー、魚の缶詰"
54,関羽,武聖の日常,関羽は学園エリアで最強の武力を持つ者（人気による過大評価の可能性もある）であり、尊敬の意味を込めて「武聖」と呼ばれている。彼女は事に当たって勇敢なことで褒め称えられている。しかし実際は、彼女は静かな食いしん坊になりたいだけなのだ。\n弱い者を助けるのが関羽の日課だが、彼女の目から見れば、すべての後輩が助けるべき弱い者に見えるのだろう。
55,関羽,忠告！,学園内で困ったことに遭遇した時、真っ先に現れてくれるのはいつだって関羽だ（そうでないなら、きっと彼女は食事中だろう）。もし関羽と仲良くなりたいのなら、学園食堂の名物「トンポーロー定食」をごちそうすることだ。
56,関羽,心の友,関羽と一番仲が良いのは張飛だ。張飛の魂が込められた料理は、「武聖」を心服させた。知り合ったきっかけは、とある戦いだった。その戦いで、関羽はたやすく張飛を負かした（その時、楽しそうに劉備がそばで煽っていた）。戦いに負けて屈辱と感じるはずの張飛は、関羽のオーラに恥ずかしささえ感じた。皆のために料理をするように頼まれた時、関羽が豚肉好きだと知った張飛は、トンポーロー定食を作った。そして、図々しくご飯を食べに来た劉備も加えた三人は、食事の後、親友となった。
57,ルシファー,秘密資料,"
[c][f55090]誕生日：[-][/c]10/12
[c][f55090]見た目年齢：[-][/c]17
[c][f55090]嫌いなプレゼント：[-][/c]狐の仮面、カメラ
[c][f55090]好きなプレゼント：[-][/c]邪悪エナジージュース、スケルトン抱き枕"
58,ルシファー,ギャップ,ルシファーは外見こそ冷たい美少女に見えるが、実際はだらしがないオタクだ。いつも同期で親友のミカエルを頼っている。普段、ミカエルが起こしに来なければ起きない。ルシファーはよく考えもせず、思うままに行動し、常に周りの人に迷惑をかけている。そんな彼女を唯一大人しくさせられるのも、やはりミカエルだけだ。
59,ルシファー,堕天の魔女,ルシファーの一番の趣味は、寮に引きこもってミカエルと遊ぶことだ。しかし、ミカエルは親友のこういう単調な生活に不満をもっているようで、時折無理やりルシファーをイベントに参加させることがある。ルシファーは一年に一度の学園音楽祭で、Shining Bandのメンバーとして舞台のセンターに立ち、その自由奔放なギター演奏で後輩たちを魅了した。彼女をバンドに入れたミカエルは、そんな彼女を見て驚いた。舞台に立つルシファーの唯一無二の自由なスタイルは、普段とのギャップも相まって、素晴らしい魅力を感じさせた。それ以来、彼女は「堕天の魔女」と呼ばれるようになった。
60,ルシファー,遥かな夢,"
無数の亡霊を銀髪に憑依させている少女。闇に侵食されたせいで、元々美しかった聖なる翼は、六枚とも全て黒い翼になってしまった。少女は理性を失い、我を忘れ神力を振るい、行く所すべてを焦土と化した。古城の上空が死に覆われ、人々は廃虚に隠れ、怯えながら神の救いを祈っていた。
やがて金髪の少女が現れ、銀髪の少女の罪に幕を引いた。金髪の天使は白い十字架を振るい、銀髪の悪魔の胸を刺し貫いた。

「いつまで寝てるつもり？授業に遅れるわよ！」
寝ぼけ眼のルシファーは、金髪の少女ミカエルによって布団から引きずり出された。"
61,ミカエル,秘密資料,"
[c][f55090]誕生日：[-][/c]10/12
[c][f55090]見た目年齢：[-][/c]16
[c][f55090]嫌いなプレゼント：[-][/c]邪悪エナジージュース、刀傘
[c][f55090]好きなプレゼント：[-][/c]コーヒー、天使の輪"
62,ミカエル,光の少女,ミカエルは長く美しい金髪を持ち、全身から太陽のような優しいオーラが溢れ出る少女だ。彼女の趣味は、ピアノを弾くことと部屋の掃除。潔癖なところはあるが、面倒見が良く、戦闘中はいつも、チームメイトの安全を最優先に考えている。
63,ミカエル,神の意志,ここは神が存在する世界だが、神が現れるより先に、既に魔獣が存在していたようだ。強大で残虐な魔獣はずっと人類を苦しめていた。\nそんなある日、一人の少女が夢で神を見た。神は彼女に「天使」の地位を与え、各地へ赴いて人類に危害を加える強大な魔獣を滅ぼすよう命じた。それは後日、神の威光が大地を照らす礎となった。
64,ミカエル,天使の真名,"
善良な少女は神からの使命を受け、故郷や親族から離れ、魔獣を滅ぼす旅に出た。
彼女の身体は、成長しなければ老いもしない。幾千万の歳月、少女の小さな身体には大きすぎる十字架を背負い、各地を巡回していた。
魔獣を滅ぼす旅の途中、無数の命を救い、そして無数の罪人を処し、彼女は文明の栄枯盛衰を見守った。
人々は暗闇の中、彼女の名を囁く。弱者を守護する天使、神の福音を伝える者――その名は聖・ミカエル。"
65,曹操,秘密資料,"
[c][f55090]誕生日：[-][/c]11/11
[c][f55090]見た目年齢：[-][/c]18
[c][f55090]嫌いなプレゼント：[-][/c]狐の仮面、桜の扇子
[c][f55090]好きなプレゼント：[-][/c]刀傘、珍しいお守り"
66,曹操,文武両道,曹操は強大な覇気をまとい、古臭い秩序の破壊を好む少女だ。彼女は厳しく自分を鍛え、武力を重んじている。同時に曹操は、文武両道で幅広い趣味を持つ万能な人物である。心の底から湧き出た衝動が彼女を支配し、各サークルを渡り歩いては、どの場所でも一番輝くスターになっている。
67,曹操,学園制覇,曹操は一番最初に風紀委員会に参加した後輩だ。そして、委員会の中で誰よりも早く昇進した。彼女は董卓をはじめ、学園内の規律を無視した組織を倒していった。袁紹などの不穏な勢力も、委員会によって篭絡、牽制されている。更に、長い間いじめられていた生徒たちも解放した。曹操は一躍スターとなり、多くの生徒に愛され、彼女に憧れた者たちは配下に加わった。
68,曹操,DEF陣営,風紀委員会の制度とルールのほとんどは、曹操が作ったものだが、彼女自身、緊急事態にはいかなる制度やルールも無視している。彼女にとって、制度はただの道具にすぎない。もし制度が邪魔ならば切り捨てても構わないと考えている。しかしカオス症候群が蔓延した時、前線で戦っていた曹操が感染し、現世の記憶の一部が甦った。これをきっかけに、彼女はDEF陣営に寝返った。自分の運命を他人に操られることを嫌う曹操は、自ら真相を究明しようと決意した。
69,魏延,秘密資料,"
[c][f55090]誕生日：[-][/c]7/16
[c][f55090]見た目年齢：[-][/c]18
[c][f55090]嫌いなプレゼント：[-][/c]紅茶、秘密のノート
[c][f55090]好きなプレゼント：[-][/c]SFメガネ、修理道具"
70,魏延,泣き虫,魏延は卑屈で泣き虫だ。あまり人に注目されたくない彼女は、自分は捨てられた人間だと信じて疑わず、近くに人がいると怖くなってしまう。通常、四肢に障害を持つ生徒が幽夢学園に入学することは滅多にないのだが、義手の左腕を持つ魏延は、その珍しい者の内の一人だ。
71,魏延,メカアーム,魏延は腕を一本無くし、衰弱した姿で学園に来た。先輩たちの手厚い看病のおかげで、魏延は元気を取り戻せた。失くした腕は戻らず、代わりに精鋼で作った機械義手を装備した。例え健康な状態に回復したとしても、消せない影が、今もまだ魏延にまとわり付いている。彼女はよく誰かに背後から襲撃され、強大な矢で腕を貫かれる夢を見る。誰なのか顔ははっきり見えないが、彼女をとても怯えさせている。
72,魏延,励まし,"
魏延がどうして諸葛亮と知り合いになったのか、誰も追求はしないが、諸葛亮の側にいる時の彼女は、少し安心感を得ているようだ。
「魏延、あなたの心の中には、勇気が潜んでいる。たとえ私がいなくても、あなたは自分の勇気を取り戻せる。ただ……自分の恐怖に立ち向かえれば。」
これは諸葛亮が立ち去る前に残した言葉だ。
あれから魏延は、また一人ぼっちの生活に戻ったが、卑屈な性格は少々改善したようで、カオス症候群患者救出のチームにも参加している。"
73,ドラキュラ,秘密資料,"
[c][f55090]誕生日：[-][/c]12/12
[c][f55090]見た目年齢：[-][/c]13
[c][f55090]嫌いなプレゼント：[-][/c]SFピストル、SFメガネ
[c][f55090]好きなプレゼント：[-][/c]紅茶、吸血鬼の仮面"
74,ドラキュラ,ヴァンパイア,ドラキュラは傲慢で冷徹、そして独占欲の強いヴァンパイアだ。彼女は、お昼は学園の教室でのんきに紅茶を飲み、夜は異界の城に戻り寝る。これがドラキュラの一日だ。
75,ドラキュラ,記憶喪失,ドラキュラは自分の城で目醒める、広い城には誰もいない。彼女の脳裏も真っ白で、なにも覚えていない。\n城にある蔵書を読み、彼女は自分の名前と「高貴、強大、太陽に怯えないヴァンパイア」という身分を知った。しかしそれ以外の情報は、全て白紙状態だった。\nお腹が空いた彼女は、城の正門を開き、外に出た。記録によれば、元々彼女は正門から行きたい所へ行けたらしいのだが、今はたった一か所、「幽夢学園」にしか行けない。
76,ドラキュラ,モチベーション,学生を襲おうとするドラキュラは、夜回り当番と他の先輩たちに押さえられた。事情を聞いた先輩たちは、学園の新入生としてドラキュラを受け入れた。\nそして学園の技術で、さまざまな味の人工血液を合成し、ドラキュラに提供している。ドラキュラはお礼として、大量の重くて難しい古書籍を幽夢図書館に寄贈した。\nカオス症候群が蔓延した後、ドラキュラは面倒事に巻き込まれたくないと思いつつ、学園が滅ぼされたら自分も食料調達源を失ってしまうと考え、密かに行動を開始した……
77,曹植,上段への補充,"
先輩、勘違いしないでね。この付箋はフォームを合わせるためのものです。特別な意味なんかありませんよ。
[c][f55090]誕生日：[-][/c]1/9
[c][f55090]見た目年齢：[-][/c]16
[c][f55090]嫌いなプレゼント：[-][/c]スケルトン抱き枕、SFメガネ
[c][f55090]好きなプレゼント：[-][/c]秘密のノート、手帳"
78,曹植,一枚目の付箋,私は曹植。この付箋はあの日を記念するためのものです。今日、図書館で思いがけずこのノートを見付けたのですが、中には多くの生徒の資料が書かれていました。ノートは埃まみれだったので、恐らく持ち主だった先輩はもう卒業したんでしょうね。その先輩が誰なのかは知らないし、なぜこの仕事を諦めたのかも分かりませんが、このノートは実に面白いです。私、先輩の代わりに記録し続けてあげたいと思っています。
