id,name,charge_ios,charge,currency,show_name
1030102,戦姫育成パック,1220,1220,￥,戦姫育成パック
1030103,戦姫育成パック,2440,2440,￥,戦姫育成パック
1040101,戦姫育成パック,1220,1220,￥,戦姫育成パック
1040102,戦姫育成パック,2440,2440,￥,戦姫育成パック
1040103,戦姫育成パック,3680,3680,￥,戦姫育成パック
1050101,ドリンクパック,610,610,￥,ドリンクパック
1050102,ドリンクパック,1220,1220,￥,ドリンクパック
1050103,ドリンクパック,2440,2440,￥,ドリンクパック
1060101,ゴールドパック,610,610,￥,ゴールドパック
1060102,ゴールドパック,1220,1220,￥,ゴールドパック
1060103,ゴールドパック,2440,2440,￥,ゴールドパック
1070101,ステージギフト-3-10,1220,1220,￥,ステージパック
1070102,ステージギフト-3-10,2440,2440,￥,ステージパック
1070103,ステージギフト-3-10,3680,3680,￥,ステージパック
1070201,ステージギフト-7-10,1220,1220,￥,ステージパック
1070202,ステージギフト-7-10,2440,2440,￥,ステージパック
1070203,ステージギフト-7-10,3680,3680,￥,ステージパック
1070301,ステージギフト-10-10,1220,1220,￥,ステージパック
1070302,ステージギフト-10-10,2440,2440,￥,ステージパック
1070303,ステージギフト-10-10,6100,6100,￥,ステージパック
1070401,ステージギフト-15-10,1220,1220,￥,ステージパック
1070402,ステージギフト-15-10,2440,2440,￥,ステージパック
1070403,ステージギフト-15-10,3680,3680,￥,ステージパック
1070501,ステージギフト-20-10,1220,1220,￥,ステージパック
1070502,ステージギフト-20-10,2440,2440,￥,ステージパック
1070503,ステージギフト-20-10,3680,3680,￥,ステージパック
1070601,ステージギフト-25-10,1220,1220,￥,ステージパック
1070602,ステージギフト-25-10,2440,2440,￥,ステージパック
1070603,ステージギフト-25-10,6100,6100,￥,ステージパック
1070701,ステージギフト-28-10,1220,1220,￥,ステージパック
1070702,ステージギフト-28-10,2440,2440,￥,ステージパック
1070703,ステージギフト-28-10,3680,3680,￥,ステージパック
1070801,ステージギフト-30-10,1220,1220,￥,ステージパック
1070802,ステージギフト-30-10,2440,2440,￥,ステージパック
1070803,ステージギフト-30-10,3680,3680,￥,ステージパック
1080101,最上階ギフト-15,1220,1220,￥,最上階特別パック
1080102,最上階ギフト-15,2440,2440,￥,最上階特別パック
1080103,最上階ギフト-15,3680,3680,￥,最上階特別パック
1080201,最上階ギフト-30,1220,1220,￥,最上階特別パック
1080202,最上階ギフト-30,2440,2440,￥,最上階特別パック
1080203,最上階ギフト-30,3680,3680,￥,最上階特別パック
1080301,最上階ギフト-100,1220,1220,￥,最上階特別パック
1080302,最上階ギフト-100,2440,2440,￥,最上階特別パック
1080303,最上階ギフト-100,6100,6100,￥,最上階特別パック
1080401,最上階ギフト-150,1220,1220,￥,最上階特別パック
1080402,最上階ギフト-150,2440,2440,￥,最上階特別パック
1080403,最上階ギフト-150,3680,3680,￥,最上階特別パック
1080501,最上階ギフト-200,1220,1220,￥,最上階特別パック
1080502,最上階ギフト-200,2440,2440,￥,最上階特別パック
1080503,最上階ギフト-200,6100,6100,￥,最上階特別パック
1080601,最上階ギフト-250,1220,1220,￥,最上階特別パック
1080602,最上階ギフト-250,2440,2440,￥,最上階特別パック
1080603,最上階ギフト-250,6100,6100,￥,最上階特別パック
1080701,最上階ギフト-300,1220,1220,￥,最上階特別パック
1080702,最上階ギフト-300,2440,2440,￥,最上階特別パック
1080703,最上階ギフト-300,3680,3680,￥,最上階特別パック
1080801,最上階ギフト-350,1220,1220,￥,最上階特別パック
1080802,最上階ギフト-350,2440,2440,￥,最上階特別パック
1080803,最上階ギフト-350,6100,6100,￥,最上階特別パック
1080901,最上階ギフト-400,1220,1220,￥,最上階特別パック
1080902,最上階ギフト-400,2440,2440,￥,最上階特別パック
1080903,最上階ギフト-400,6100,6100,￥,最上階特別パック
77,クリスマス限定パック,12000,12000,￥,クリスマス限定パック
1010701,レベル125パック,1220,1220,￥,レベル125パック
1010702,レベル125パック,3680,3680,￥,レベル125パック
1010703,レベル125パック,6100,6100,￥,レベル125パック
1010704,レベル125パック,8500,8500,￥,レベル125パック
1010801,レベル150パック,1220,1220,￥,レベル150パック
1010802,レベル150パック,3680,3680,￥,レベル150パック
1010803,レベル150パック,6100,6100,￥,レベル150パック
1010804,レベル150パック,8500,8500,￥,レベル150パック
1010901,レベル175パック,1220,1220,￥,レベル175パック
1010902,レベル175パック,3680,3680,￥,レベル175パック
1010903,レベル175パック,6100,6100,￥,レベル175パック
1010904,レベル175パック,8500,8500,￥,レベル175パック
1011001,レベル200パック,1220,1220,￥,レベル200パック
1011002,レベル200パック,3680,3680,￥,レベル200パック
1011003,レベル200パック,6100,6100,￥,レベル200パック
1011004,レベル200パック,8500,8500,￥,レベル200パック
1050104,ドリンクパック,3680,3680,￥,ドリンクパック
1050105,ドリンクパック,6100,6100,￥,ドリンクパック
1060104,ゴールドパック,3680,3680,￥,ゴールドパック
1060105,ゴールドパック,6100,6100,￥,ゴールドパック
1081001,最上階ギフト-450,1220,1220,￥,最上階特別パック
1081002,最上階ギフト-450,2440,2440,￥,最上階特別パック
1081003,最上階ギフト-450,6100,6100,￥,最上階特別パック
1081101,最上階ギフト-500,1220,1220,￥,最上階特別パック
1081102,最上階ギフト-500,2440,2440,￥,最上階特別パック
1081103,最上階ギフト-500,6100,6100,￥,最上階特別パック
1081201,最上階ギフト-550,1220,1220,￥,最上階特別パック
1081202,最上階ギフト-550,2440,2440,￥,最上階特別パック
1081203,最上階ギフト-550,6100,6100,￥,最上階特別パック
1081301,最上階ギフト-600,1220,1220,￥,最上階特別パック
1081302,最上階ギフト-600,2440,2440,￥,最上階特別パック
1081303,最上階ギフト-600,6100,6100,￥,最上階特別パック
78,お得パック1,12000,12000,￥,お得パック
79,お得パック2,8500,8500,￥,お得パック
80,お得パック3,3680,3680,￥,お得パック
81,お得パック4,1220,1220,￥,お得パック
82,お得パック5,610,610,￥,お得パック
83,お得パック6,610,610,￥,お得パック
84,超お得パック1,610,610,￥,超お得パック
85,超お得パック2,8500,8500,￥,超お得パック
86,無料購入カスタムパック,250,250,￥,無料購入カスタムパック
1090101,ガチャボーナスパック1,3680,3680,￥,ガチャボーナスパック
1090102,ガチャボーナスパック1,6100,6100,￥,ガチャボーナスパック
1090103,ガチャボーナスパック1,12000,12000,￥,ガチャボーナスパック
1090201,ガチャボーナスパック2,3680,3680,￥,ガチャボーナスパック
1090202,ガチャボーナスパック2,6100,6100,￥,ガチャボーナスパック
1090203,ガチャボーナスパック2,12000,12000,￥,ガチャボーナスパック
1090301,ガチャボーナスパック3,3680,3680,￥,ガチャボーナスパック
1090302,ガチャボーナスパック3,6100,6100,￥,ガチャボーナスパック
1090303,ガチャボーナスパック3,12000,12000,￥,ガチャボーナスパック
90,週間パック6,12000,12000,￥,週間パック
88,4000ダイヤ,10000,10000,￥,ダイヤパック
21,月間パック6,10000,10000,￥,月間\nパック
87,週間パック5,10000,10000,￥,週間\nパック
105,入学セット,2440,2440,￥,入学セット
92,デイリーお得パック1,120,120,￥,デイリーお得パック
93,デイリーお得パック2,250,250,￥,デイリーお得パック
94,デイリーお得パック3,610,610,￥,デイリーお得パック
95,デイリーお得パック4,610,610,￥,デイリーお得パック
96,デイリーお得パック5,610,610,￥,デイリーお得パック
97,デイリーお得パック6,610,610,￥,デイリーお得パック
99,デイリーお得パック1,120,120,￥,デイリーお得パック
100,デイリーお得パック2,250,250,￥,デイリーお得パック
101,デイリーお得パック3,610,610,￥,デイリーお得パック
102,デイリーお得パック4,610,610,￥,デイリーお得パック
103,デイリーお得パック5,610,610,￥,デイリーお得パック
104,デイリーお得パック6,610,610,￥,デイリーお得パック
1100101,星7戦姫育成パック,6100,6100,￥,戦姫育成パック
1100102,星7戦姫育成パック,6100,6100,￥,戦姫育成パック
1100103,星7戦姫育成パック,6100,6100,￥,戦姫育成パック
1100104,星7戦姫育成パック,6100,6100,￥,戦姫育成パック
1100201,星7戦姫育成パック,8500,8500,￥,戦姫育成パック
1100202,星7戦姫育成パック,8500,8500,￥,戦姫育成パック
1100203,星7戦姫育成パック,8500,8500,￥,戦姫育成パック
1100204,星7戦姫育成パック,8500,8500,￥,戦姫育成パック
106,高級手帳,1840,1840,￥,高級手帳
107,クラシック手帳2,2440,2440,￥,クラシック手帳2
108,クラシック手帳1,3680,3680,￥,クラシック手帳1
1100301,星9戦姫育成パック2,8500,8500,￥,星9戦姫育成パック
1100302,星9戦姫育成パック2,8500,8500,￥,星9戦姫育成パック
1100303,星9戦姫育成パック2,8500,8500,￥,星9戦姫育成パック
1100304,星9戦姫育成パック2,8500,8500,￥,星9戦姫育成パック
1100305,星9戦姫育成パック2,8500,8500,￥,星9戦姫育成パック
1100306,星9戦姫育成パック2,8500,8500,￥,星9戦姫育成パック
1100401,星9戦姫育成パック1,12000,12000,￥,星9戦姫育成パック
1100402,星9戦姫育成パック1,12000,12000,￥,星9戦姫育成パック
1100403,星9戦姫育成パック1,12000,12000,￥,星9戦姫育成パック
1100404,星9戦姫育成パック1,12000,12000,￥,星9戦姫育成パック
1100405,星9戦姫育成パック1,12000,12000,￥,星9戦姫育成パック
1100406,星9戦姫育成パック1,12000,12000,￥,星9戦姫育成パック
109,1250ダイヤパック,3060,3060,￥,ダイヤパック
110,ドキドキクリスタルパック,2440,2440,￥,ドキドキクリスタルパック
10116,伯爵の秘密の贈り物1,1220,1220,￥,伯爵の秘密の贈り物1
10117,伯爵の秘密の贈り物2,3680,3680,￥,伯爵の秘密の贈り物2
10118,伯爵の秘密の贈り物3,6100,6100,￥,伯爵の秘密の贈り物3
10119,伯爵の秘密の贈り物4,8500,8500,￥,伯爵の秘密の贈り物4
120,ガチャエナジーカード,1840,1840,￥,ガチャエナジーカード
121,高級手帳,1840,1840,￥,高級手帳
122,クラシック手帳2,2440,2440,￥,クラシック手帳2
123,クラシック手帳1,3680,3680,￥,クラシック手帳1
125,超お得パック1,610,610,￥,超お得パック
126,超お得パック2,8500,8500,￥,超お得パック
127,特権パス-精霊幻境,610,610,￥,特権パス-精霊幻境
128,特権パス-風紀検査,610,610,￥,特権パス-風紀検査
129,ラムネパック,1220,1220,￥,ラムネパック
130,マジックパック1,12000,12000,￥,マジックパック1
131,マジックパック2,6100,6100,￥,マジックパック2
132,マジックパック3,2440,2440,￥,マジックパック3
133,マジックパック4,610,610,￥,マジックパック4
134,マジックパック5,120,120,￥,マジックパック5
135,スペシャルパック1,6100,6100,￥,スペシャルパック1
136,スペシャルパック2,8500,8500,￥,スペシャルパック2
137,割引月間パス,610,610,￥,割引月間パス
138,赤ずきんのプレゼント,2440,2440,￥,赤ずきんのプレゼント
139,バレンタイン限定パック1,1220,1220,￥,バレンタイン限定パック1
140,バレンタイン限定パック2,1220,1220,￥,バレンタイン限定パック2
141,最上階ファンド,1220,1220,￥,最上階ファンド
142,最上階ファンド2,2440,2440,￥,最上階ファンド2
143,最上階ファンド3,3680,3680,￥,最上階ファンド3
144,超お得衣装パック1,610,610,￥,超お得衣装パック
145,超お得衣装パック2,6100,6100,￥,超お得衣装パック
146,超お得パック1,610,610,￥,超お得パック
147,超お得パック2,8500,8500,￥,超お得パック
10148,伯爵の秘密の贈り物5,12000,12000,￥,伯爵の秘密の贈り物5
1200101,彫刻刀補給,610,610,￥,彫刻刀補給
1200102,彫刻刀補給,1220,1220,￥,彫刻刀補給
1200103,彫刻刀補給,2440,2440,￥,彫刻刀補給
1200104,彫刻刀補給,3680,3680,￥,彫刻刀補給
1200105,彫刻刀補給,6100,6100,￥,彫刻刀補給
1300101,弁当補給,610,610,￥,弁当補給
1300102,弁当補給,1220,1220,￥,弁当補給
1300103,弁当補給,2440,2440,￥,弁当補給
1300104,弁当補給,3680,3680,￥,弁当補給
1300105,弁当補給,6100,6100,￥,弁当補給
1400101,ビスケット補給,610,610,￥,ビスケット補給
1400102,ビスケット補給,1220,1220,￥,ビスケット補給
1400103,ビスケット補給,3680,3680,￥,ビスケット補給
1400104,ビスケット補給,6100,6100,￥,ビスケット補給
1400201,ビスケット補給,610,610,￥,ビスケット補給
1400202,ビスケット補給,1220,1220,￥,ビスケット補給
1400203,ビスケット補給,3680,3680,￥,ビスケット補給
1400204,ビスケット補給,6100,6100,￥,ビスケット補給
1400301,ビスケット補給,610,610,￥,ビスケット補給
1400302,ビスケット補給,1220,1220,￥,ビスケット補給
1400303,ビスケット補給,3680,3680,￥,ビスケット補給
1400304,ビスケット補給,6100,6100,￥,ビスケット補給
1500101,隠匿学部補給,2440,2440,￥,隠匿学部補給
1500102,隠匿学部補給,3680,3680,￥,隠匿学部補給
1500103,隠匿学部補給,6100,6100,￥,隠匿学部補給
1500104,隠匿学部補給,8500,8500,￥,隠匿学部補給
1500201,神威学部補給,2440,2440,￥,神威学部補給
1500202,神威学部補給,3680,3680,￥,神威学部補給
1500203,神威学部補給,6100,6100,￥,神威学部補給
1500204,神威学部補給,8500,8500,￥,神威学部補給
1500301,風見学部補給,2440,2440,￥,風見学部補給
1500302,風見学部補給,3680,3680,￥,風見学部補給
1500303,風見学部補給,6100,6100,￥,風見学部補給
1500304,風見学部補給,8500,8500,￥,風見学部補給
1500401,雲華学部補給,2440,2440,￥,雲華学部補給
1500402,雲華学部補給,3680,3680,￥,雲華学部補給
1500403,雲華学部補給,6100,6100,￥,雲華学部補給
1500404,雲華学部補給,8500,8500,￥,雲華学部補給
1500501,修羅学部補給,2440,2440,￥,修羅学部補給
1500502,修羅学部補給,3680,3680,￥,修羅学部補給
1500503,修羅学部補給,6100,6100,￥,修羅学部補給
1500504,修羅学部補給,8500,8500,￥,修羅学部補給
1500601,辰星学部補給,2440,2440,￥,辰星学部補給
1500602,辰星学部補給,3680,3680,￥,辰星学部補給
1500603,辰星学部補給,6100,6100,￥,辰星学部補給
1500604,辰星学部補給,8500,8500,￥,辰星学部補給
1050106,ドリンクパック,8500,8500,￥,ドリンクパック
1050107,ドリンクパック,12000,12000,￥,ドリンクパック
1060106,ゴールドパック,8500,8500,￥,ゴールドパック
1060107,ゴールドパック,12000,12000,￥,ゴールドパック
148,初心者応援パック1,120,120,￥,初心者応援パック1
149,初心者応援パック2,250,250,￥,初心者応援パック2
150,初心者応援パック3,1220,1220,￥,初心者応援パック3
151,初心者応援パック1,120,120,￥,初心者応援パック1
152,初心者応援パック2,610,610,￥,初心者応援パック2
153,初心者応援パック3,1220,1220,￥,初心者応援パック3
154,初心者応援パック1,120,120,￥,初心者応援パック1
155,初心者応援パック2,610,610,￥,初心者応援パック2
156,初心者応援パック3,2440,2440,￥,初心者応援パック3
157,初心者応援パック1,120,120,￥,初心者応援パック1
158,初心者応援パック2,610,610,￥,初心者応援パック2
159,初心者応援パック3,2440,2440,￥,初心者応援パック3
160,初心者応援パック1,120,120,￥,初心者応援パック1
161,初心者応援パック2,610,610,￥,初心者応援パック2
162,初心者応援パック3,2440,2440,￥,初心者応援パック3
163,初心者応援パック1,120,120,￥,初心者応援パック1
164,初心者応援パック2,1220,1220,￥,初心者応援パック2
165,初心者応援パック3,3680,3680,￥,初心者応援パック3
166,初心者応援パック1,120,120,￥,初心者応援パック1
167,初心者応援パック2,2440,2440,￥,初心者応援パック2
168,初心者応援パック3,3680,3680,￥,初心者応援パック3
177,GWスペシャルパック1,6100,6100,￥,GWスペシャルパック1
178,GWスペシャルパック2,12000,12000,￥,GWスペシャルパック2
180,月初めダッシュ2,3680,3680,￥,月初めダッシュ2
181,月初めダッシュ3,6100,6100,￥,月初めダッシュ3
182,月初めダッシュ4,8500,8500,￥,月初めダッシュ4
183,月初めダッシュ5,12000,12000,￥,月初めダッシュ5
1071001,ステージギフト-1-12,120,120,￥,ステージギフト
1071002,ステージギフト-1-12,610,610,￥,ステージギフト
1071101,ステージギフト-2-10,250,250,￥,ステージギフト
1071102,ステージギフト-2-10,610,610,￥,ステージギフト
184,お得初心者パック,120,120,￥,お得初心者パック
185,漂流者補給,6100,6100,￥,漂流者補給
186,新年奉納,2440,2440,￥,新年奉納
187,チューリング強化＆衣装,610,610,￥,チューリング強化＆衣装
188,チューリング強化＆衣装,1220,1220,￥,チューリング強化＆衣装
189,魂器ヘルパーパック,3680,3680,￥,魂器ヘルパーパック
190,初心者ファンド,2440,2440,￥,初心者ファンド
191,初心者10連ガチャ,1840,1840,￥,初心者10連ガチャ
192,初心者10連ガチャ,3680,3680,￥,初心者10連ガチャ
193,初心者10連ガチャ,6100,6100,￥,初心者10連ガチャ
194,ラッキーボーナス,3680,3680,￥,ラッキーボーナス
179,月初めダッシュ1,1220,1220,￥,月初めダッシュ1
195,初心者限定ガチャパック,1220,1220,￥,初心者限定ガチャパック
196,初心者限定ガチャパック,3680,3680,￥,初心者限定ガチャパック
197,初心者限定ガチャパック,6100,6100,￥,初心者限定ガチャパック
198,デイリーお得パック7,610,610,￥,デイリーお得パック
199,月間パック9,12000,12000,￥,月間\nパック
200,週間パック5,10000,10000,￥,週間パック
201,週間パック6,12000,12000,￥,週間パック
202,バレンタイン限定パック3,6100,6100,￥,バレンタイン限定パック3
203,バレンタイン限定パック4,12000,12000,￥,バレンタイン限定パック4
204,使い魔の力パック1,610,610,￥,使い魔の力パック1
205,使い魔の力パック2,1220,1220,￥,使い魔の力パック2
206,使い魔の力パック3,3680,3680,￥,使い魔の力パック3
207,使い魔の力パック4,6100,6100,￥,使い魔の力パック4
208,使い魔の力パック5,12000,12000,￥,使い魔の力パック5
209,イースターパック1,3680,3680,￥,イースターパック1
210,イースターパック2,12000,12000,￥,イースターパック2
211,イースターエッグパック1,12000,12000,￥,イースターエッグパック1
212,イースターエッグパック2,6100,6100,￥,イースターエッグパック2
213,イースターエッグパック3,3680,3680,￥,イースターエッグパック3
1600101,戦姫成長パック-1,610,610,￥,ぺペの修行の道-1
1600102,戦姫成長パック-2,2440,2440,￥,ぺペの修行の道-2
1600103,戦姫成長パック-3,6100,6100,￥,ぺペの修行の道-3
1600104,戦姫成長パック-4,6100,6100,￥,ぺペの修行の道-4
1600105,戦姫成長パック-5,6100,6100,￥,ぺペの修行の道-5
1600106,戦姫成長パック-6,6100,6100,￥,ぺペの修行の道-6
1600107,戦姫成長パック-7,10000,10000,￥,ぺペの修行の道-7
214,メンバー限定パックLv10,250,250,￥,メンバー限定パックLv10
215,メンバー限定パックLv11,250,250,￥,メンバー限定パックLv11
216,メンバー限定パックLv12,250,250,￥,メンバー限定パックLv12
217,メンバー限定パックLv13,250,250,￥,メンバー限定パックLv13
218,メンバー限定パックLv14,250,250,￥,メンバー限定パックLv14
219,メンバー限定パックLv15,250,250,￥,メンバー限定パックLv15
220,メンバー限定パックLv16,250,250,￥,メンバー限定パックLv16
221,メンバー限定パックLv17,250,250,￥,メンバー限定パックLv17
222,メンバー限定パックLv18,250,250,￥,メンバー限定パックLv18
223,メンバー限定パックLv19,250,250,￥,メンバー限定パックLv19
224,メンバー限定パックLv20,250,250,￥,メンバー限定パックLv20
225,メンバー限定パックLv21,250,250,￥,メンバー限定パックLv21
226,メンバー限定パックLv22,250,250,￥,メンバー限定パックLv22
227,メンバー限定パックLv23,250,250,￥,メンバー限定パックLv23
228,メンバー限定パックLv24,250,250,￥,メンバー限定パックLv24
229,メンバー限定パックLv25,250,250,￥,メンバー限定パックLv25
230,メンバー限定パックLv26,250,250,￥,メンバー限定パックLv26
231,メンバー限定パックLv27,250,250,￥,メンバー限定パックLv27
232,メンバー限定パックLv28,250,250,￥,メンバー限定パックLv28
233,メンバー限定パックLv29,250,250,￥,メンバー限定パックLv29
234,メンバー限定パックLv30,250,250,￥,メンバー限定パックLv30
235,サークル限定パックLv10,6100,6100,￥,サークル限定パックLv10
236,サークル限定パックLv11,6100,6100,￥,サークル限定パックLv11
237,サークル限定パックLv12,6100,6100,￥,サークル限定パックLv12
238,サークル限定パックLv13,6100,6100,￥,サークル限定パックLv13
239,サークル限定パックLv14,6100,6100,￥,サークル限定パックLv14
240,サークル限定パックLv15,6100,6100,￥,サークル限定パックLv15
241,サークル限定パックLv16,6100,6100,￥,サークル限定パックLv16
242,サークル限定パックLv17,6100,6100,￥,サークル限定パックLv17
243,サークル限定パックLv18,6100,6100,￥,サークル限定パックLv18
244,サークル限定パックLv19,6100,6100,￥,サークル限定パックLv19
245,サークル限定パックLv20,6100,6100,￥,サークル限定パックLv20
246,サークル限定パックLv21,6100,6100,￥,サークル限定パックLv21
247,サークル限定パックLv22,6100,6100,￥,サークル限定パックLv22
248,サークル限定パックLv23,6100,6100,￥,サークル限定パックLv23
249,サークル限定パックLv24,6100,6100,￥,サークル限定パックLv24
250,サークル限定パックLv25,6100,6100,￥,サークル限定パックLv25
251,サークル限定パックLv26,6100,6100,￥,サークル限定パックLv26
252,サークル限定パックLv27,6100,6100,￥,サークル限定パックLv27
253,サークル限定パックLv28,6100,6100,￥,サークル限定パックLv28
254,サークル限定パックLv29,6100,6100,￥,サークル限定パックLv29
255,サークル限定パックLv30,6100,6100,￥,サークル限定パックLv30
256,メンバー限定パックLv4,250,250,￥,メンバー限定パックLv4
257,メンバー限定パックLv5,250,250,￥,メンバー限定パックLv5
258,メンバー限定パックLv6,250,250,￥,メンバー限定パックLv6
259,メンバー限定パックLv7,250,250,￥,メンバー限定パックLv7
260,メンバー限定パックLv8,250,250,￥,メンバー限定パックLv8
261,メンバー限定パックLv9,250,250,￥,メンバー限定パックLv9
262,サークル限定パックLv4,6100,6100,￥,サークル限定パックLv4
263,サークル限定パックLv5,6100,6100,￥,サークル限定パックLv5
264,サークル限定パックLv6,6100,6100,￥,サークル限定パックLv6
265,サークル限定パックLv7,6100,6100,￥,サークル限定パックLv7
266,サークル限定パックLv8,6100,6100,￥,サークル限定パックLv8
267,サークル限定パックLv9,6100,6100,￥,サークル限定パックLv9
275,デイリーお得パック7,610,610,￥,デイリーお得パック
268,授業企画パック1,610,610,￥,授業企画パック1
269,授業企画パック2,610,610,￥,授業企画パック2
270,授業企画パック3,1220,1220,￥,授業企画パック3
271,授業企画パック4,2440,2440,￥,授業企画パック4
276,魔力補給1,3680,3680,￥,魔力補給
277,魔力補給2,8500,8500,￥,魔力補給
278,魔力補給3,12000,12000,￥,魔力補給
279,オーダーメイド1,8500,8500,￥,オーダーメイド
280,オーダーメイド2,2440,2440,￥,オーダーメイド
281,オーダーメイド3,1220,1220,￥,オーダーメイド
282,月間パス,1220,1220,￥,月間パス-初回限定
283,ミニ月間\nパス,250,250,￥,ミニ月間パス-初回限定
284,最上階ファンド4,6100,6100,￥,最上階ファンド4
285,異界補給（おすすめ）,2440,2440,￥,異界補給（おすすめ）
286,異界補給1,610,610,￥,異界補給1
287,異界補給2,3680,3680,￥,異界補給2
288,異界補給3,6100,6100,￥,異界補給3
289,異界補給4,10000,10000,￥,異界補給4
290,異界補給5,12000,12000,￥,異界補給5
1700101,Lv.25カスタム補給,250,250,￥,Lv.25カスタム補給
1700201,Lv.40カスタム補給,610,610,￥,Lv.40カスタム補給
1700301,Lv.53カスタム補給,1220,1220,￥,Lv.53カスタム補給
1700401,Lv.68カスタム補給,2440,2440,￥,Lv.68カスタム補給
1700501,Lv.85カスタム補給,3680,3680,￥,Lv.85カスタム補給
1700601,Lv.95カスタム補給,3680,3680,￥,Lv.95カスタム補給
1700701,Lv.110カスタム補給,6100,6100,￥,Lv.110カスタム補給
