id,name,brief,desc
51,投票券,イベントアイテム,愛と誓いの総選挙イベント中で戦姫に投票することができる
52,お手伝い基金,イベントアイテム,戦姫たちが寮のお手伝いミッションを完了するときに使う、アイテム交換に使う
53,ギフト交換券,イベントアイテム,入学プレゼントと交換できる専用アイテム。イベントが終了すると使用できなくなるので、イベント期間内にご使用ください！
54,装備補給カード,イベントアイテム,装備補給イベントでレアアイテム･装備などと交換できる
1001,初回競技場決戦限定アイコン,特別アイコン,競技場決戦イベントのミッションを全てクリア後に入手する特別なアイコン
1002,炎陽チャンピオンアイコン,特別アイコン,チームリーグ優勝アイコン
1003,光る星月アイコン,特別アイコン,チームリーグ準優勝アイコン
1004,六芒バッジアイコン,特別アイコン,チームリーグ三位アイコン
1005,銀メダルバッジアイコン,特別アイコン,チームリーグ四位から十位のアイコン
1006,銅メダルバッジアイコン,特別アイコン,チームリーグ十一位から二十位のアイコン
1007,ハロウィン限定アイコン,特別アイコン,ハロウィン期間中、競技場決戦イベントのミッションをすべてクリアした後に入手する特別アイコン
1008,パズル集限定アイコン,特別アイコン,パズル集イベントのパズルをすべてクリアした後に入手する特別アイコン
1009,新年限定アイコン,特別アイコン,新年の特別アイコン
1010,雪の華限定アイコン,特別アイコン,競技場決戦イベントのミッションを全てクリア後に入手する特別なアイコン
1013,限定アイコン,特別アイコン,競技場決戦イベントのミッションを全てクリア後に入手する特別なアイコン
1014,春節限定アイコン,特別アイコン,春節の特別限定アイコン
1015,不運番長,特別アイコン,実績：「連続200回、プレミアムガチャで星5戦姫が出なかった」を達成
1016,不運大番長,特別アイコン,実績：「連続300回、プレミアムガチャで星5戦姫が出なかった」を達成
1017,真・不運大番長,特別アイコン,実績：「連続400回、プレミアムガチャで星5戦姫が出なかった」を達成
1018,春アイコン,特別アイコン,競技場決戦イベントのミッションを全てクリア後に入手する特別なアイコン
1019,結婚式花束アイコン,特別アイコン,競技場決戦イベントのミッションを全てクリア後に入手する特別なアイコン
1020,イースター限定アイコン,特別アイコン,イースターの限定アイコン
1023,母の日限定アイコン,特別アイコン,母の日の限定アイコン
1024,入学式限定アイコン,特別アイコン,入学式の限定アイコン
1025,端午節限定アイコン,特別アイコン,競技場決戦イベントのミッションを全てクリア後に入手する特別なアイコン
2001,もち米おにぎり,アイテム,戦姫の最大HPの20%を回復する
2002,ナツメおにぎり,アイテム,戦姫の最大HPの50%を回復し、エネルギーを300ptアップする
2003,のりおにぎり,アイテム,戦姫の最大HPの100%を回復する
2004,えんぴつ,アイテム,攻撃が1.5%アップする
2005,消しゴム,アイテム,会心ダメージが2%アップする
2006,三角定規,アイテム,会心率が2%アップする
930000,星1廖化の欠片,戦姫召喚,欠片を5個集めると、この戦姫を召喚できる
930001,星1阮籍の欠片,戦姫召喚,欠片を5個集めると、この戦姫を召喚できる
930002,星1王平の欠片,戦姫召喚,欠片を5個集めると、この戦姫を召喚できる
930003,星1曹洪の欠片,戦姫召喚,欠片を5個集めると、この戦姫を召喚できる
930004,星1紀霊の欠片,戦姫召喚,欠片を5個集めると、この戦姫を召喚できる
930005,星1韓当の欠片,戦姫召喚,欠片を5個集めると、この戦姫を召喚できる
930006,星1凌統の欠片,戦姫召喚,欠片を5個集めると、この戦姫を召喚できる
930007,星1ジャコランタンの欠片,戦姫召喚,欠片を5個集めると、この戦姫を召喚できる
930008,星1馬雲リョクの欠片,戦姫召喚,欠片を5個集めると、この戦姫を召喚できる
930009,星1管輅の欠片,戦姫召喚,欠片を5個集めると、この戦姫を召喚できる
930010,星1盧植の欠片,戦姫召喚,欠片を5個集めると、この戦姫を召喚できる
930011,星1田豊の欠片,戦姫召喚,欠片を5個集めると、この戦姫を召喚できる
930012,星2夏侯玄の欠片,戦姫召喚,欠片を10個集めると、この戦姫を召喚できる
930013,星2程普の欠片,戦姫召喚,欠片を10個集めると、この戦姫を召喚できる
930014,星2韓遂の欠片,戦姫召喚,欠片を10個集めると、この戦姫を召喚できる
930015,星2曹芳の欠片,戦姫召喚,欠片を10個集めると、この戦姫を召喚できる
930016,星2馬良の欠片,戦姫召喚,欠片を10個集めると、この戦姫を召喚できる
930017,星2龐会の欠片,戦姫召喚,欠片を10個集めると、この戦姫を召喚できる
930018,星2黄蓋の欠片,戦姫召喚,欠片を10個集めると、この戦姫を召喚できる
930019,星2胡車児の欠片,戦姫召喚,欠片を10個集めると、この戦姫を召喚できる
930020,星2張宝の欠片,戦姫召喚,欠片を10個集めると、この戦姫を召喚できる
930021,星2張梁の欠片,戦姫召喚,欠片を10個集めると、この戦姫を召喚できる
930022,星2猿飛佐助の欠片,戦姫召喚,欠片を10個集めると、この戦姫を召喚できる
930023,星2沙摩柯の欠片,戦姫召喚,欠片を10個集めると、この戦姫を召喚できる
930024,星2公孫瓚の欠片,戦姫召喚,欠片を10個集めると、この戦姫を召喚できる
930025,星2丁奉の欠片,戦姫召喚,欠片を10個集めると、この戦姫を召喚できる
930026,星2華雄の欠片,戦姫召喚,欠片を10個集めると、この戦姫を召喚できる
930027,星2鍾繇の欠片,戦姫召喚,欠片を10個集めると、この戦姫を召喚できる
930028,星3朱然の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930029,星3玉兎の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930030,星3孔融の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930031,星3王双の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930032,星3孫堅の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930033,星3郭図の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930034,星3エドワードの欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930035,星3何進の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930036,星3陳登の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930037,星3織田信忠の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930038,星3鍾会の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930039,星3蒋幹の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930040,星3司馬師の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930041,星3夏侯覇の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930042,星3毛利元就の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930043,星3曹性の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930044,星3徐盛の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930045,星3蒋欽の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930046,星3高順の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930047,星3梅鶯毒の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930048,星3曹叡の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930049,星3嫦娥の欠片,戦姫召喚,欠片を20個集めると、この戦姫を召喚できる
930050,星4周泰の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930051,星4赤兎の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930052,星4馬超の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930053,星4楊修の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930054,星4顔良の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930055,星4禰衡の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930056,星4小喬の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930057,星4典韋の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930058,星4孫策の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930059,星4甄姫の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930060,星4荀攸の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930061,星4曹沖の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930062,星4魯粛の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930063,星4曹休の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930064,星4王允の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930065,星4歩練師の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930066,星4文聘の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930067,星4張角の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930068,星4袁術の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930069,星4潘鳳の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930070,星4歩騭の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930071,星4王元姫の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930072,星4馬謖の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930073,星4李典の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930074,星4賈詡の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930075,星4王朗の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930076,星4程昱の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930077,星4張昭の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930078,星5周瑜の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930079,星5張郃の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930080,星5董卓の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930081,星5ドラキュラの欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930082,星5孫悟空の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930083,星5鄧艾の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930084,星5孟獲の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930085,星5千本桜の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930086,星5甘夫人の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930087,星5司馬懿の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930088,星5貂蝉の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930089,星5荀彧の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930090,星5夏侯惇の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930091,星5曹操の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930092,星5趙雲の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930093,星5大喬の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930094,星5張飛の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930095,星5夏侯淵の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930096,星5関羽の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930097,星5曹植の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930098,星5左慈の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930099,星5偃月の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930100,星5霊帝の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930101,星5献帝の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930102,星5織田信長の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930103,星5姜維の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930104,星5チューリングの欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930105,星5豊臣秀吉の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930106,星5伊達政宗の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930107,星5方天の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930108,星5黄忠の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930109,星5許褚の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930110,星5劉表の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930111,星5蔡文姫の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930112,星5祝融の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930113,星5郭氏の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930114,星5呂蒙の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930115,星5諸葛亮の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930116,星5孫尚香の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930117,星5呂玲綺の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930118,星5ワラキスの欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930119,星5司馬昭の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930120,星5郭嘉の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930121,星5水鏡の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930122,星5ガブリエルの欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930123,星5ミカエルの欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930125,星4文醜の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930126,星4張春華の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930127,星4劉禅の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930128,星4徐晃の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930129,星4魏延の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930130,星4諸葛瑾の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930131,星4何皇后の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930132,星4張仲景の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930133,星5周泰の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930134,星5赤兎の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930135,星5小喬の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930136,星5典韋の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930137,星5魯粛の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930138,星5曹休の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930139,星5袁術の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930140,星5潘鳳の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930141,星5賈詡の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930142,星5王朗の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930143,星5程昱の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930144,星5張昭の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930145,星5孫策の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930146,星5甄姫の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930147,星5王允の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930148,星5歩騭の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930149,星5王元姫の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930150,星5馬超の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930151,星5禰衡の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930152,星5荀攸の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930153,星5文聘の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930154,星5楊修の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930155,星5顔良の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930156,星5曹沖の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930157,星5歩練師の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930158,星5張角の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930159,星5馬謖の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930160,星5李典の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930161,星5文醜の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930162,星5張春華の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930163,星5劉禅の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930164,星5徐晃の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930165,星5魏延の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930166,星5諸葛瑾の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930167,星5何皇后の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930168,星5張仲景の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930169,星5于吉の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930170,星4法正の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930171,星4李儒の欠片,戦姫召喚,欠片を30個集めると、この戦姫を召喚できる
930172,星5法正の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930173,星5李儒の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930174,星5ルシファーの欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930175,星5黄月英の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
930176,星5龐統の欠片,戦姫召喚,欠片を50個集めると、この戦姫を召喚できる
940001,星4戦姫の欠片,戦姫召喚,欠片を30個集めると、星4戦姫を召喚できる
940002,星5戦姫の欠片,戦姫召喚,欠片を50個集めると、星5戦姫を召喚できる
940003,星3戦姫の欠片,戦姫召喚,欠片を20個集めると、星3戦姫を召喚できる
940011,隠匿星5戦姫の欠片,戦姫召喚,欠片を50個集めると、隠匿学部の星5戦姫を召喚できる
940012,神威星5戦姫の欠片,戦姫召喚,欠片を50個集めると、神威学部の星5戦姫を召喚できる
940013,風見星5戦姫の欠片,戦姫召喚,欠片を50個集めると、風見学部の星5戦姫を召喚できる
940014,雲華星5戦姫の欠片,戦姫召喚,欠片を50個集めると、雲華学部の星5戦姫を召喚できる
940015,修羅星5戦姫の欠片,戦姫召喚,欠片を50個集めると、修羅学部の星5戦姫を召喚できる
940016,辰星星5戦姫の欠片,戦姫召喚,欠片を50個集めると、辰星学部の星5戦姫を召喚できる
940021,隠匿星4戦姫の欠片,戦姫召喚,欠片を30個集めると、隠匿学部の星4戦姫を召喚できる
940022,神威星4戦姫の欠片,戦姫召喚,欠片を30個集めると、神威学部の星4戦姫を召喚できる
940023,風見星4戦姫の欠片,戦姫召喚,欠片を30個集めると、風見学部の星4戦姫を召喚できる
940024,雲華星4戦姫の欠片,戦姫召喚,欠片を30個集めると、雲華学部の星4戦姫を召喚できる
940025,修羅星4戦姫の欠片,戦姫召喚,欠片を30個集めると、修羅学部の星4戦姫を召喚できる
940026,辰星星4戦姫の欠片,戦姫召喚,欠片を30個集めると、辰星学部の星4戦姫を召喚できる
953001,紫魂器の欠片,魂器召喚,欠片を20個集めると、紫魂器を召喚できる
954001,緑魂器の欠片,魂器召喚,欠片を30個集めると、緑魂器を召喚できる
955001,赤魂器の欠片,魂器召喚,欠片を50個集めると、赤魂器を召喚できる
955099,赤専用魂器の欠片,魂器召喚,欠片を50個集めると、赤品質の専用魂器を召喚できる
956001,オレンジ魂器の欠片,魂器召喚,欠片を50個集めると、オレンジ魂器を召喚できる
956099,オレンジ専用魂器の欠片,魂器召喚,欠片を50個集めると、オレンジ専用魂器を召喚できる
960001,衣装交換欠片,外観合成,欠片を10個集めると、外観を合成できる
1011,ナイトの銀剣,武器,
2011,ナイトの鎧,服装,
3011,ナイトの銀盾,アクセサリー,
4011,ナイトのボトムス,ボトム,
1012,聖潔なナイトの銀剣,武器,
2012,聖潔なナイトの鎧,服装,
3012,聖潔なナイトの銀盾,アクセサリー,
4012,聖潔なナイトのボトムス,ボトム,
1021,バレーボール,武器,
2021,半袖体操服,服装,
3021,スポーツ用髪飾り,アクセサリー,
4021,バレーボールパンツ,ボトム,
1022,良質なバレーボール,武器,
2022,良質な半袖体操服,服装,
3022,良質なスポーツ用髪飾り,アクセサリー,
4022,良質なバレーボールパンツ,ボトム,
1031,水鉄砲,武器,
2031,ビーチビキニ,服装,
3031,ビーチハット,アクセサリー,
4031,ビーチパンツ,ボトム,
1032,良質な水鉄砲,武器,
2032,良質なビーチビキニ,服装,
3032,良質なビーチハット,アクセサリー,
4032,良質なビーチパンツ,ボトム,
1033,高級水鉄砲,武器,
2033,高級ビーチビキニ,服装,
3033,高級ビーチハット,アクセサリー,
4033,高級ビーチパンツ,ボトム,
1041,教科書,武器,
2041,学生服,服装,
3041,学園リボン,アクセサリー,
4041,学園ロングスカート,ボトム,
1042,精巧な教科書,武器,
2042,精巧な学生服,服装,
3042,精巧な学園リボン,アクセサリー,
4042,精巧な学園ロングスカート,ボトム,
1043,バニーキャロット,武器,
2043,バニースーツ,服装,
3043,バニーヘアバンド,アクセサリー,
4043,バニーシューズ,ボトム,
1044,高級バニーキャロット,武器,
2044,高級バニースーツ,服装,
3044,高級バニーヘアバンド,アクセサリー,
4044,高級バニーシューズ,ボトム,
1051,歌姫のエレキギター,武器,
2051,歌姫のステージ衣装,服装,
3051,歌姫のホワイトヘッドホン,アクセサリー,
4051,歌姫のパンクシューズ,ボトム,
1052,メイドのケーキ,武器,
2052,メイドのエプロン,服装,
3052,メイドのヘアゴム,アクセサリー,
4052,メイドの革靴,ボトム,
1053,探検カバン,武器,
2053,探検服,服装,
3053,探検メガネ,アクセサリー,
4053,探検ズボン,ボトム,
1054,魔女のほうき,武器,
2054,魔女の服,服装,
3054,魔女の帽子,アクセサリー,
4054,魔女の長靴,ボトム,
1061,和式羽扇,武器,
2061,和服,服装,
3061,和風花結び,アクセサリー,
4061,和風下駄,ボトム,
1062,古典唐笠,武器,
2062,古典漢服,服装,
3062,古典簪,アクセサリー,
4062,古典刺繍靴,ボトム,
1063,プリンセスドール,武器,
2063,プリンセスドレス,服装,
3063,プリンセスクラウン,アクセサリー,
4063,プリンセスシューズ,ボトム,
1064,サイバーソード,武器,
2064,サイバースーツ,服装,
3064,サイバーグラス,アクセサリー,
4064,サイバーシューズ,ボトム,
1065,デーモンサイス,武器,
2065,デーモンドレス,服装,
3065,デーモンカチューシャ,アクセサリー,
4065,デーモンブーツ,ボトム,
1066,エンジェルロッド,武器,
2066,エンジェルドレス,服装,
3066,エンジェルフラワー,アクセサリー,
4066,エンジェルウィング,ボトム,
1999,スペシャル装備1,武器,
2999,スペシャル装備2,服装,
3999,スペシャル装備3,アクセサリー,
4999,スペシャル装備4,ボトム,
5101,氷藍水晶,,
5102,氷藍水晶,,
5103,氷藍水晶,,
5104,氷藍水晶,,
5105,氷藍水晶,,
5106,氷藍水晶,,
5107,氷藍水晶,,
5108,氷藍水晶,,
5109,氷藍水晶,,
5110,氷藍水晶,,
5111,氷藍水晶,,
5112,氷藍水晶,,
5113,氷藍水晶,,
5114,氷藍水晶,,
5115,氷藍水晶,,
5116,氷藍水晶,,
5201,黄水晶,,
5202,黄水晶,,
5203,黄水晶,,
5204,黄水晶,,
5205,黄水晶,,
5206,黄水晶,,
