id,name,desc,skill_desc1,skill_desc2,skill_desc3,skill_desc4
851011,バニラ,"
1.隠匿学部に所属する万能型戦姫。
2.高いダメージを持ち、敵にダメージを与えると同時に持続ダメージを与え、さらに凍結と石化効果を与える。
3.敵が石化または凍結するたび、大量のHPとエネルギーを回復できるため、生存能力が高い。
4.敵の攻撃力を減少させられるため、どんなチームでも役立ち、ゲーム序盤、中盤に活躍する。
5.万能型の戦姫を所持していない場合、育成をお勧めする。",アクティブスキルはランダムで敵4体にダメージと毒効果を与え、一定確率で凍結、石化効果を与える。,強化スキル。通常攻撃は、2体の敵を攻撃して攻撃力吸収効果を付与する。攻撃力吸収効果の追加により、チームの生存能力を強化できるようになった。,強化スキル。攻撃力と生存能力を強化する。会心率を増加して、ダメージ能力を強化する。,回復スキル。敵が石化または凍結するたび、大量のHPとエネルギーを回復できる。\n当スキルがあるため、強い生存能力とダメージ能力を兼ね備えている。
852001,貂蟬,1、神威学部に所属するアシスト型戦姫。\n2、味方の速度を増加させ、先手を打つことができる。\n3、味方の攻撃力と防御力を増加させ、HPが低い時、再度味方の攻撃力を増加させ、敵の全体の防御力を低下させることができる。,アクティブスキルは敵全員にダメージを与え、味方の速度を加速することができる。\n星10以降は、敵のブレイクを低下させ、味方のダメージと速度を強化できるため、先手を打つことができる。,強化スキル。生存能力と速度を強化する。,強化スキル。通常攻撃は、分裂して敵を2体攻撃する。\n星6以降は3体になる。,強化スキル。HPが低い時、味方の攻撃力を増加して、敵の防御力を低下させる。\nPVP時、当スキルにより、味方の役に立ちやすい。
852002,荀彧,1、神威学部に所属するアシスト型戦姫。\n2、純粋なヒーラー。高めの回復効果を持つ。\n3、拘束スキルにやられやすいため、装備などで速度をあげて先手を打つ必要がある。,アクティブスキルは味方全体に治療効果。治療効果は攻撃力によるもので、30%の確率で大量のHPを回復する。\n優れた治療效果を持ち、大量なHPの回復も可能。\n当スキルは星10以降に大幅強化される。,強化スキル。通常攻撃に追加ダメージと継続回復効果を付与する。,強化スキル。生存能力と治療効果を強化。,強化スキル。HPが低い時、味方全員のHPを1回回復する。
852003,夏侯惇,1.神威学部に所属するウォーリア型戦姫。前列1番の位置を担当することが多い。\n2.HPが50%未満になると味方全員の防御力をアップする。張飛のような高防御力の戦姫と相性抜群。\n3.ゲーム序盤の育成をお勧めする。,アクティブスキルは敵後列にダメージを与え、一定確率で気絶効果を与える。\n星10以降はダメージ軽減効果が追加され、生存能力が強化される。,強化スキル。生存能力を強化する。,カウンタースキル。会心攻撃を受けた時、相手にダメージを与える。,強化スキル。HPが低い時、味方の生存能力を強化する。\n非常に強力なスキル。中盤以降のサークルボス戦で活躍できる。
852004,曹操,1.神威学部に所属するメインダメージ型戦姫。\n2.各スキルの自身に対する効果が高く、戦闘が長引くほど強くなる。\n3.戦姫が倒されると火力がアップするため、曹休、甘夫人のようなアシスト型やHPの低い戦姫と相性抜群。,アクティブスキルは敵全体にダメージと燃焼効果を与える。\n星10以降は自身の会心ダメージと攻撃力を増加して、ダメージ能力を大幅に強化する。,強化スキル。味方が倒されるたび、自身の攻撃力とスキルダメージが増加する。\n当スキルにより、味方が倒されると、大量のダメージを与えることができる。,強化スキル。敵の戦姫が倒されるたび、曹操の会心率と会心ダメージを強化する。\n戦闘終盤、当スキルにより、曹操は驚愕のダメージ能力を獲得する。,強化スキル。生存能力とダメージ能力を強化する。
852005,趙雲,1、神威学部に所属するダメージ型戦姫。\n2、優れた火力と拘束能力を持ち、敵全体にダメージを与えると同時に凍結できる。凍結状態の敵へのダメージがアップするため、凍結スキルを持つ戦姫と組めばさらに強くなる。\n3、生存能力をアップしてから1番に設置すれば、ダメージ効果を最大限発揮できる。,アクティブスキルは敵全体にダメージを与え、一定確率で凍結させる。\n星10以降、スキルを使用すると、追加のエネルギーを獲得する。,強化スキル。突破力と攻撃力を増加。,カウンタースキル。攻撃を受けた時、相手の攻撃力を低下させ、自身の攻撃力を増加する。,強化スキル。凍結した敵へのダメージが増加。\n他の凍結スキルを持つ戦姫と組み合わせると良い。
852006,大喬,1、神威学部に所属する拘束型戦姫。\n2、倒された時、敵の後列にダメージを1度与える。最上階攻略に役立つ。\n3、星10以降は高確率で敵を拘束できるため、拘束型戦姫がほしい場合は育成をお勧めする。,アクティブスキルはランダムで敵にダメージを与え、一定確率で気絶させる。\n星10以降、当スキルは敵全体を攻撃できる。,強化スキル。攻撃力と生存能力を増加する。,拘束スキル。倒された時、一定確率で敵後列を気絶させる。\n星10以降、拘束スキルの効果が強化される。,強化スキル。攻撃するたび（通常攻撃含む）、一定確率で気絶効果を与える。\n星10以降、確率が上昇して、優秀な拘束効果を発揮する。
852007,張飛,"
1、神威学部に所属するメインのダメージ型戦姫。
2、高い防御力を持ち、自身より防御力が低い敵にカウンター攻撃を発動するため、PVPではかなり有利。
3、敵の防御力をダウンさせられるため、PVEではメインダメージキャラとして使われている。
4、どんな場合でも出陣できるため、前列のダメージキャラがほしい場合は育成をお勧めする。",アクティブスキルはランダムで3体の敵にダメージを与え、相手の防御力を低下させて追加ダメージを与える。ウォーリア型の戦姫にはダメージがさらに増加する。\nウォーリア型の戦姫に対して強い。,強化スキル。攻撃するたび（通常攻撃含む）、ターゲットに防御力低下と追加ダメージを与え、燃焼状態の敵へのダメージがアップ。,強化スキル。生存能力とダメージ能力を強化する。,カウンタースキル。張飛は防御力が高めのため、発動し易い。蔡文姫と組ませることをお勧めする。\n注意：カウンターではパッシブスキルの効果は発動しない。
852008,夏侯淵,1、神威学部に所属するダメージ型戦姫。\n2、スキルの特性により、HPが最も低い敵を攻撃するため、確実に敵を落としたい場合に活躍できる。\n3、直接ダメージ以外、高比率の持続ダメージを与える。,アクティブスキルはランダムで後列の敵2体にダメージを与え、さらに追加ダメージを与える。\n星10以降、ダメージの比率が高くなり、ダメージ能力が強化される。,強化スキル。攻撃するたび（通常攻撃含む）、一定確率でターゲットに追加ダメージを与える。\n星10以降、確実に追加ダメージを与える。,強化スキル。HPとダメージ能力を強化する。,強化スキル。通常攻撃は敵の最もHPが低い敵を攻撃して、相手の攻撃力を吸収する。\nこれにより、夏侯淵は低HPに対して一定の力を発揮して、チームの生存能力を強化することができる。
852009,関羽,1、神威学部に所属する一風変わったブロック型戦姫。\n2、攻撃するたびに、自身のブロックと攻撃力をアップし、受けるダメージを減少させる。\n3、乱撃がレベル3になると、通常攻撃は敵前列を狙い、敵2番に対して強め。,"
アクティブスキルは敵前列の戦姫にダメージを与え、自身の攻撃力を増加する。
星6以降はソーサラー戦姫に対して追加ダメージを与える。
星10以降、ランダムで4体の敵にダメージを与え、流血と毒ダメージを与える。同時に自身の攻撃力を増加する。
星10前、当スキルのターゲットは前列の敵で、敵の2番位置を抑えることができる。星10以降、ターゲットがランダムになる為、他の毒攻撃戦姫と組み合わせて使用することをお勧めする。",強化スキル。生存能力と速度を強化する。,強化スキル。攻撃するたび（通常攻撃含む）、生存能力と攻撃力を増加する。,強化スキル。通常攻撃は前列の敵にダメージを与える。2番の位置を抑えることができる。
852010,曹植,"
1.神威学部に所属する火力役の戦姫。
2.通常攻撃は、ランダムで3体の敵にダメージを与える。
3.星10以降、アクティブスキルは確実にプリースト戦姫を気絶させる。プリースト戦姫に対して強く、最上階攻略に役立つ。
4.攻撃を行うたびに敵の会心率と攻撃力を低下させ、チームのダメージを通りやすくする。",アクティブスキルは敵全体にダメージを与え、プリースト戦姫に対して一定確率で沈黙効果を与える。\n星10以降、スキルは大きく変化し、沈黙ではなく、気絶効果と追加ダメージを与える。拘束効果が上昇し、プリーストキラーとなる。,強化スキル。敵の攻撃力を低下させ、チームの生存能力を強化する。,強化スキル。ダメージと生存能力を増加する。\n星6以降、増加の幅が大きくなる。,強化スキル。攻撃するたび（通常攻撃を含む）、一定確率でターゲットの会心率を低下させ、自身の攻撃力を増加できる。\n星10以降、発動確率が高くなり、敵戦姫のダメージ能力を大幅に低下させることができる。
852011,陸遜,"
1、神威学部に所属する拘束型戦姫。
2、優秀な拘束能力とダメージ能力を持ち、アクティブスキルはランダムで敵4体にダメージを与え、敵3体に別々の確率で気絶させられる。
3、味方がスキルを発動すると援助攻撃を発動し、一定の確率で気絶させる。
4、PVPに強い。先手を打つため、速度のステータスがお勧め。",アクティブスキルはランダムで4体の敵にダメージを与え、安定した単体拘束を与える。\n陸遜の速度と合わせて、敵に有効な拘束効果とダメージを与える。,強化スキル。味方がスキルを使用した時、協力攻撃を行い、気絶効果を与える。\nダメージと拘束が合わさったスキル。,強化スキル。生存能力、拘束、ダメージを増加。全面的なパッシブスキル。,強化スキル。HPが低い時、ダメージ軽減の比率を5ターン増加する。
853001,左慈,"
1.風見学部に所属するメインのダメージ型戦姫。
2.通常攻撃は敵全体にダメージを与える。
3.PVEで火力役を担当し、陰陽の印と合わせて敵に大ダメージを与えることができる。
4.チーム中に左慈を多く入れておくと、お互いの印がスタックし、楽に大ダメージを与えられる。
5.拘束スキルに弱いため、味方からの援助が必要。",アクティブスキルは敵戦姫全体にダメージを与え、印を付与する。印により、左慈のダメージが上昇する。\n星10以降、確率で追加の印を与える。\nチーム内の左慈が多い程、印が多くなるため、大幅にダメージ能力を強化できる。,強化スキル。ダメージ軽減、生存能力、クリティカルを強化する。,強化スキル。通常攻撃時にも印を付与する。\n星10以降、通常攻撃はターゲットの攻撃力を吸収できる。,パッシブスキル。攻撃された場合、確率で敵に陰陽の印を付与すると同時に、会心ダメージも上昇。\nこのスキルで左慈のダメージを大幅に上げることができる。
853002,偃月,1、風見学部に所属するウォーリア型戦姫。1番の位置に配置することが多い。\n2、スキルは敵全体にダメージを与え、敵がウォーリアの場合、ダメージが増加する。最上階の攻略に使える\n3、ダメージを受けると確率で自身を回復させ、攻撃力を強化すると、ダメージを増加できると同時に生存能力も増加できる。,アクティブスキルは前列の戦姫にダメージを与え、ウォーリア戦姫には追加ダメージを与える。\n星6以降、ターゲットは敵全体となる。\n星10以降、自身へのダメージ軽減効果が追加され、生存能力が上昇する。,強化スキル。生存能力とダメージ能力を強化して、ウォーリア戦姫へのダメージを増加する。\n星10以降、ウォーリア戦姫へのダメージが大幅に増加する。,強化スキル。攻撃するたび（通常攻撃を含む）、自身のダメージ能力を強化する。\n戦闘が続くほど、偃月は強くなる。,回復スキル。攻撃を受けた時、一定のHPを回復する。\n回復する量は偃月の攻撃力と関係するため、攻撃力を増加すれば、生存能力も上昇する。
853003,霊帝,1、風見学部に所属するソーサラー型戦姫。\n2、攻撃する時、攻撃を受けた時、倒された時にスキルが発動し、継続ダメージを与えることができる。\n3、毒状態へのダメージが増加する戦姫と組むと、ダメージを倍増できる。,アクティブスキルはランダムで4名の敵にダメージを与え、毒ダメージを与える。\n星6以降、ターゲットは敵全体になる。\n星10以降、スキルが大きく変化して、霊帝のダメージ能力を大幅に増加する。,強化スキル。攻撃するたび（通常攻撃を含む）、高確率でターゲットを毒状態にして、毒ダメージを与える。,強化スキル。倒された後、敵全体に毒状態を付与して、毒ダメージを与える。,カウンタースキル。ダメージを受けると、一定の確率で敵に毒状態を付与する。
853004,献帝,1.風見学部に所属する高い防御力を持つ火力役戦姫。\n2.アクティブスキルは目標のHP上限により追加ダメージを与えられ、自身の攻撃力と突破力を増やすこともできる。通常攻撃には敵の防御力を吸収する効果もあり、PVEにも適している。\n3.一定ターン数経過後、会心率と会心ダメージを増やせるので、持久戦にも向いている。,アクティブスキルは前列にいる敵にダメージを与え、自身の火力を強化できる。\nHPが（献帝自身より）低い敵の場合、追加ダメージを与えられる。\nこのスキルにより、献帝自身のHPを維持するだけで、より高いダメージを敵に与えられる。,コアスキル。通常攻撃で防御力を吸収することにより、敵を弱めると同時に自身を強化できる。\n持久戦に持ちこんだ場合、献帝の防御力は段々強化されていく。,強化スキル。攻撃力と生存能力を増加する。,強化スキル。一定のターン数経過で、会心率と会心ダメージを大幅に上げることができる。\n敵を持久戦に持ち込めれば、自身の火力をより一層強化できる。
853005,織田信長,1.風見学部に所属する高い会心率を持つ火力役の戦姫。\n2.自身の会心ダメージを増やすと同時に、敵に会心率と会心ダメージを下げることもできるため、いろんな場面で役に立つ。火力役が足りない場合は、育成することをお勧め。\n3.拘束効果が苦手のため、拘束耐性を増やせる装備を装備することがお勧め。,アクティブスキルは敵全体にダメージを与えると同時に、会心率を下げられる。\n星10の場合、スキル効果が大幅に強化され、追加ダメージが発生し、さらに敵の会心ダメージも下げられる。,強化スキル。攻撃するたび（通常攻撃を含む）、自身のクリティカルを増加し、敵のクリティカルを低下させる。さらに一定確率で自身のクリティカルダメージを増加させる。\n当スキルにより、戦闘が長引くにつれ、織田信長のダメージ能力が増加することを意味する。,強化スキル。生存力と火力を強化できる。\n会心ダメージの強化は織田信長の火力の源の1つでもある。,カウンタースキル。攻撃を受けた場合、100%の確率でカウンターする。
853006,姜維,1.風見学部屈指のHPを誇るウォーリア戦姫。基本的に最前線に配置される。\n2.自身のHPが高い他、パッシブスキルでHPと防御力を上げることができる。アクティブスキルはHPが最も低い味方戦姫を回復する。\n3.盾役が足りない場合、育成することをお勧め。,アクティブスキルは敵単体の戦姫にダメージを与え、さらに味方のHPを回復することができる。\n姜維自身の攻撃力が低いため、火力面ではいささか力不足。星10の場合、回復効果が強化される。,パッシブスキル。攻撃を受けた場合、攻撃者の会心率を下げることで、間接的に味方の生存力を高められる。,強化スキル。自身の生存力を強化できる。,強化スキル。HPが低い時、自身の防御力を大幅に上げることができる。\nこのスキルで姜維に高い生存能力を与えることができる。
853007,チューリング,1.風見学部に所属するウォーリア戦姫。高い速度と唯一無二の敵全体カウンター能力を持ち、最前線で戦える。\n2.攻撃を受けた場合、敵全体へ強力なカウンターをするのが特徴。さらに、一定のダメージ軽減と拘束耐性も兼ね備えており、持久戦にも適している。\nPVPではカウンタースキルと高い拘束耐性、PVEでは高い攻撃力と生存力のおかげで、オールラウンダー的な存在になる。,アクティブスキルは敵後列にダメージを与えると共に、自身の攻撃力とダメージ軽減を上げることもできる。\n火力より、自身にかけたバフの方が肝心である。,強化スキル。通常攻撃は確率で敵を気絶させる。,強化スキル。生存力と火力を強化できる。気絶状態の敵へのダメージアップは、パッシブスキル「支援要請」といい相乗効果が発揮できる。,コアスキル。敵全体へのカウンター、大量なダメージを敵に与えられる。\n特筆すべきは、チューリングは沈黙されてもカウンター可能であること。
853008,豊臣秀吉,1.風見学部に所属する継続ダメージが特徴の火力役戦姫。\n2.アクティブスキル、通常攻撃、そして攻撃された場合も、確率で敵に継続ダメージを与えられる燃焼状態を付与できる。\n3.比較的高いHPにより、優れた生存力も兼ね備えている。,アクティブスキルは前列の敵にダメージと追加ダメージを与えられる。\n星6の場合はランダム3体までの敵を対象とする。\n星10の場合は燃焼効果が追加される。,強化スキル。火力と生存能力を強化する。,強化スキル。通常攻撃で一定の確率で目標に継続ダメージを与えられる燃焼状態が付与できる。,パッシブスキル。攻撃された場合、確率で敵に燃焼状態を付与する。
853009,伊達政宗,風見学部に所属するウォーリア型の戦姫。主に壁役を担当する。\n2.アクティブスキルは一定の確率で敵を気絶させる。\n3.会心ダメージを受けた時に発動できるカウンターも、敵にダメージを与えられる。,アクティブスキルは後列にいる敵にダメージを与えると同時に、一定の確率で気絶させる。\n星10の場合は、確率で追加ダメージを与えることができる。,強化スキル。生存能力を強化する。,カウンタースキル。クリティカルを受けた時、相手にダメージを与える。発動条件がやや厳しく、収益はやや少ない。,強化スキル。HPが低い時、自身のダメージ軽減効果を強化する。
853010,方天,1.風見学部に所属する高い瞬間火力を持つ火力型戦姫。\n2.さらに星6以上の場合、アクティブスキルは敵の後列を目標とし、通常攻撃ではHPが一番低い敵を目標とするため、後列にいるHPが低い敵を攻撃できる。\n3.アクティブスキルは自身の会心ダメージを強化できるほか、HPの回復と敵攻撃力の吸収効果もあり、生存力と火力を兼ね備えた戦姫である。,アクティブスキルはHPが一番低い敵を攻撃できる。\n星6の場合、目標がランダム2体の敵に変更。\n星10の場合、自身の会心率を大幅に強化できる。,強化スキル。火力と生存力を強化できる。,強化スキル。敵が倒されるたび、自身の攻撃力を強化できる。\nそのため、持久戦に持ちこんだ場合、方天が生存する限り、火力は徐々に強化されていく。,強化スキル。星6で習得。通常攻撃の目標をHPが一番低い敵に変更する。\n星10の場合は与えたダメージの一部をHPに回復できる効果も追加される。
853011,黄月英,"
風見学部に所属する全能とも言えるサポート役の戦姫。
2.PVEの場合は敵に衰弱効果を与え、味方のエネルギーも回復できるため、チームの火力を全体的に強化できる。
3.PVPの場合は、HPが半分の時の全体気絶が効果的。
4.サポート役の戦姫であれば、優先的に育成するのがお勧め。",アクティブスキルはランダム4名の敵にダメージを与えると同時に、衰弱効果も付与し、さらに味方一人のエネルギーを増加できる。\n味方のエネルギーを増加させることにより、チームのアクティブスキルの回転率を高めることもできる。,強化スキル。通常攻撃は後列の敵を目標とし、相手の防御力を低下させる。\n同時にランダムで味方2名のHPを回復する。,強化スキル。生存力と速度を強化する。\n星10以降、速度を60加速するため、黄月英は高確率で先手を打つことができる。,パッシブスキル。HPが半分未満になった場合、確率で敵全体それぞれを気絶させることができる。\n星10の場合は気絶確率が75％に強化される。
854001,黄忠,"
1.雲華学部に所属する拘束効果が特徴の火力役戦姫。
2.通常攻撃は、ランダムで3体の敵にダメージを与える。
3.基本ステータスの速度が高いため、攻撃順が早い。
4.アクティブスキルは一定の確率で敵を沈黙させ、同時に自身のダメージ軽減と拘束耐性も強化できる。",アクティブスキルは敵全体にダメージを与えると共に、確率で沈黙効果を与えられる。\n星10の場合、ダメージ軽減効果と拘束耐性の強化効果も追加されるため、PVPでの生存力もある程度確保できる。,強化スキル。攻撃、会心率、会心ダメージを強化することで、黄忠の火力を全面的にアップできる。,強化スキル。敵が倒れるたび、自身の攻撃力と会心ダメージを強化できる。,強化スキル。通常攻撃では確率で目標に毒効果を付与、低確率で沈黙を付与する追加効果がある。
854002,許褚,1.雲華学部に所属するHPが極めて高いウォーリア型戦姫。壁役に適している。\n2.HPが高いため、多くのダメージに耐えることができ、回復能力がある戦姫と組み合わせることで、味方をよりよく守ることができる。\n3.アクティブスキルを使用後、敵全体に継続ダメージを与える燃焼状態を付与できる。さらに攻撃を受けた時にも攻撃者の突破力を減少する他、燃焼状態も付与できるため、一定のダメージを与えることもできる。,アクティブスキルは敵全体にダメージと追加ダメージ与えることができる。\n星10の場合、自身の攻撃と会心率を上げることができるため、火力も強化されている。,強化スキル。生存能力を強化する。,回復スキル。味方が会心攻撃する時に自身のHPが回復できる。\nこのスキルが存在するため、会心率が高い戦姫と同じチームに入れることで、よりよい相乗効果が期待できる。,パッシブスキル。攻撃を受けた時、敵の突破力を減少すると同時に燃焼状態を付与する。\nこのスキルにより、許褚は壁役の戦姫でありながら、一定程度のダメージも出せる。
854003,劉表,1.雲華学部に所属する集中火力が特徴の火力役戦姫。\n2.パッシブスキルは会心率と会心ダメージを増加させると同時に、HPが一番低い敵に攻撃できるため、後列のHPが少ない敵の対策として使用できる。\n3.アクティブスキルはソーサラーの敵に追加の流血ダメージを与えられる。,アクティブスキルはランダムで後列の敵1名にダメージを与え、ターゲットがソーサラーの場合は追加ダメージも与えられる。\n星6以上の場合、ターゲットが2名に増加する。,強化スキル。クリティカル率とクリティカルダメージを強化して、ダメージ能力を上昇させる。,強化スキル。通常攻撃の目標をHPが一番低い敵に変更し、さらに目標の攻撃力を減少する。\nアクティブスキルと組み合わせることにより、後列のソーサラー敵に特化した存在とも言える。,強化スキル。攻撃する時、一定の確率で敵に毒効果を与えられる。
854004,蔡文姫,1.雲華学部に所属する比較的オールラウンダーなサポート役戦姫。\n2.味方の攻撃力、ダメージ軽減率を上げる他、敵の攻撃力、防御力を減少することもできる。\n3.味方の攻撃力を割合で増やせるため、元の攻撃力が高いほど、効果が顕著でもある。,アクティブスキルは敵全体にダメージを与えると共に、敵の攻撃を減少し、味方の攻撃を増加することができる。\n星10の場合は、低確率で会心ダメージを大幅に増加する会心の印を付与することができる。このスキルはダメージよりも全体攻撃バフの方が肝心である。,強化スキル。生存能力を強化する。,強化スキル。敵の生存力を下げることができる。,強化スキル。HPが少ない時、味方全体の生存力を強化できる。
854005,祝融,1、雲華学部に所属する集中火力が特徴の火力役戦姫。\n2、基礎攻撃力が高く、ゲーム序盤で高いダメージを与えることができる。また、敵が倒された後、HPを回復するため、一定の持続力と拘束力を持つ。,アクティブスキルは敵の後列にダメージを与えると同時に、ウォーリアの敵を一定の確率で気絶させることもできる。\n星10の場合、レンジャーの敵に気絶、ソーサラーの敵に沈黙効果を与えるようになるため、後列にいる火力役はある程度対応できる。,強化スキル。攻撃する時、敵の突破力を減少できる。,強化スキル。攻撃と会心率を上げることで、火力を大幅に強化できる。,回復スキル。敵が倒れるたび、一定のHPを回復できる。
