id,name,charge_ios,charge,currency,show_name
1070301,Stage Pack,9.99,9.99,$,Stage Pack
1070302,Stage Pack,19.99,19.99,$,Stage Pack
1070303,Stage Pack,49.99,49.99,$,Stage Pack
1070401,Stage Pack,9.99,9.99,$,Stage Pack
1070402,Stage Pack,19.99,19.99,$,Stage Pack
1070403,Stage Pack,29.99,29.99,$,Stage Pack
1070501,Stage Pack,9.99,9.99,$,Stage Pack
1070502,Stage Pack,19.99,19.99,$,Stage Pack
1070503,Stage Pack,29.99,29.99,$,Stage Pack
1070601,Stage Pack,9.99,9.99,$,Stage Pack
1070602,Stage Pack,19.99,19.99,$,Stage Pack
1070603,Stage Pack,49.99,49.99,$,Stage Pack
1070701,Stage Pack,9.99,9.99,$,Stage Pack
1070702,Stage Pack,19.99,19.99,$,Stage Pack
1070703,Stage Pack,29.99,29.99,$,Stage Pack
1070801,Stage Pack,9.99,9.99,$,Stage Pack
1070802,Stage Pack,19.99,19.99,$,Stage Pack
1070803,Stage Pack,29.99,29.99,$,Stage Pack
1080101,Test Booster,9.99,9.99,$,Test Booster
1080102,Test Booster,19.99,19.99,$,Test Booster
1080103,Test Booster,29.99,29.99,$,Test Booster
1080201,Test Booster,9.99,9.99,$,Test Booster
1080202,Test Booster,19.99,19.99,$,Test Booster
1080203,Test Booster,29.99,29.99,$,Test Booster
1080301,Test Booster,9.99,9.99,$,Test Booster
1080302,Test Booster,19.99,19.99,$,Test Booster
1080303,Test Booster,49.99,49.99,$,Test Booster
1080401,Test Booster,9.99,9.99,$,Test Booster
1080402,Test Booster,19.99,19.99,$,Test Booster
1080403,Test Booster,29.99,29.99,$,Test Booster
1080501,Test Booster,9.99,9.99,$,Test Booster
1080502,Test Booster,19.99,19.99,$,Test Booster
1080503,Test Booster,49.99,49.99,$,Test Booster
1080601,Test Booster,9.99,9.99,$,Test Booster
1080602,Test Booster,19.99,19.99,$,Test Booster
1080603,Test Booster,49.99,49.99,$,Test Booster
1080701,Test Booster,9.99,9.99,$,Test Booster
1080702,Test Booster,19.99,19.99,$,Test Booster
1080703,Test Booster,29.99,29.99,$,Test Booster
1080801,Test Booster,9.99,9.99,$,Test Booster
1080802,Test Booster,19.99,19.99,$,Test Booster
1080803,Test Booster,49.99,49.99,$,Test Booster
1080901,Test Booster,9.99,9.99,$,Test Booster
1080902,Test Booster,19.99,19.99,$,Test Booster
1080903,Test Booster,49.99,49.99,$,Test Booster
77,Jingle Bell Pack,99.99,99.99,$,Jingle Bell Pack
1010701,LV 125 pack,9.99,9.99,$,LV 125 pack
1010702,LV 125 pack,29.99,29.99,$,LV 125 pack
1010703,LV 125 pack,49.99,49.99,$,LV 125 pack
1010704,LV 125 pack,69.99,69.99,$,LV 125 pack
1010801,LV 150 pack,9.99,9.99,$,LV 150 pack
1010802,LV 150 pack,29.99,29.99,$,LV 150 pack
1010803,LV 150 pack,49.99,49.99,$,LV 150 pack
1010804,LV 150 pack,69.99,69.99,$,LV 150 pack
1010901,LV 175 pack,9.99,9.99,$,LV 175 pack
1010902,LV 175 pack,29.99,29.99,$,LV 175 pack
1010903,LV 175 pack,49.99,49.99,$,LV 175 pack
1010904,LV 175 pack,69.99,69.99,$,LV 175 pack
1011001,LV 200 pack,9.99,9.99,$,LV 200 pack
1011002,LV 200 pack,29.99,29.99,$,LV 200 pack
1011003,LV 200 pack,49.99,49.99,$,LV 200 pack
1011004,LV 200 pack,69.99,69.99,$,LV 200 pack
1050104,EXP Booster,29.99,29.99,$,EXP Booster
1050105,EXP Booster,49.99,49.99,$,EXP Booster
1060104,Coin Booster,29.99,29.99,$,Coin Booster
1060105,Coin Booster,49.99,49.99,$,Coin Booster
1081001,Test Booster,9.99,9.99,$,Test Booster
1081002,Test Booster,19.99,19.99,$,Test Booster
1081003,Test Booster,49.99,49.99,$,Test Booster
1081101,Test Booster,9.99,9.99,$,Test Booster
1081102,Test Booster,19.99,19.99,$,Test Booster
1081103,Test Booster,49.99,49.99,$,Test Booster
1081201,Test Booster,9.99,9.99,$,Test Booster
1081202,Test Booster,19.99,19.99,$,Test Booster
1081203,Test Booster,49.99,49.99,$,Test Booster
1081301,Test Booster,9.99,9.99,$,Test Booster
1081302,Test Booster,19.99,19.99,$,Test Booster
1081303,Test Booster,49.99,49.99,$,Test Booster
78,Value Pack 1,99.99,99.99,$,Value Pack
79,Value Pack 2,69.99,69.99,$,Value Pack
80,Value Pack 3,29.99,29.99,$,Value Pack
81,Value Pack 4,9.99,9.99,$,Value Pack
82,Value Pack 5,4.99,4.99,$,Value Pack
83,Value Pack 6,4.99,4.99,$,Value Pack
84,Special Gift Pack 1,4.99,4.99,$,Special Gift Pack
85,Special Gift Pack 2,69.99,69.99,$,Special Gift Pack
86,Free Reload Pack,1.99,1.99,$,Free Reload Pack
1090101,Capsule Bonus Pack,29.99,29.99,$,Capsule Bonus Pack
1090102,Capsule Bonus Pack,49.99,49.99,$,Capsule Bonus Pack
1090103,Capsule Bonus Pack,99.99,99.99,$,Capsule Bonus Pack
1090201,Capsule Bonus Pack,29.99,29.99,$,Capsule Bonus Pack
1090202,Capsule Bonus Pack,49.99,49.99,$,Capsule Bonus Pack
1090203,Capsule Bonus Pack,99.99,99.99,$,Capsule Bonus Pack
1090301,Capsule Bonus Pack,29.99,29.99,$,Capsule Bonus Pack
1090302,Capsule Bonus Pack,49.99,49.99,$,Capsule Bonus Pack
1090303,Capsule Bonus Pack,99.99,99.99,$,Capsule Bonus Pack
90,Weekly Pack 6,99.99,99.99,$,Weekly Pack
88,"4,000 Gems",79.99,79.99,$,Gem Pack
21,Monthly pack 6,79.99,79.99,$,Monthly Pack
87,Weekly Pack 5,79.99,79.99,$,Weekly Pack
105,Admission Prep,19.99,19.99,$,Admission Prep
92,Daily Pack 1,0.99,0.99,$,Daily Pack
93,Daily Pack 2,1.99,1.99,$,Daily Pack
94,Daily Pack 3,4.99,4.99,$,Daily Pack
95,Daily Pack 4,4.99,4.99,$,Daily Pack
96,Daily Pack 5,4.99,4.99,$,Daily Pack
97,Daily Pack 6,4.99,4.99,$,Daily Pack
99,Daily Pack 1,0.99,0.99,$,Daily Pack
100,Daily Pack 2,1.99,1.99,$,Daily Pack
101,Daily Pack 3,4.99,4.99,$,Daily Pack
102,Daily Pack 4,4.99,4.99,$,Daily Pack
103,Daily Pack 5,4.99,4.99,$,Daily Pack
104,Daily Pack 6,4.99,4.99,$,Daily Pack
1100101,7-Star Training Pack,49.99,49.99,$,Training Pack
1100102,7-Star Training Pack,49.99,49.99,$,Training Pack
1100103,7-Star Training Pack,49.99,49.99,$,Training Pack
1100104,7-Star Training Pack,49.99,49.99,$,Training Pack
1100201,7-Star Training Pack,69.99,69.99,$,Training Pack
1100202,7-Star Training Pack,69.99,69.99,$,Training Pack
1100203,7-Star Training Pack,69.99,69.99,$,Training Pack
1100204,7-Star Training Pack,69.99,69.99,$,Training Pack
106,Luxury Book,14.99,14.99,$,Luxury Book
107,Collector's Book 2,19.99,19.99,$,Collector's Book 2
108,Collector's Book 1,29.99,29.99,$,Collector's Book 1
1100301,9-Star Training Pack 2,69.99,69.99,$,9-Star Training Pack
1100302,9-Star Training Pack 2,69.99,69.99,$,9-Star Training Pack
1100303,9-Star Training Pack 2,69.99,69.99,$,9-Star Training Pack
1100304,9-Star Training Pack 2,69.99,69.99,$,9-Star Training Pack
1100305,9-Star Training Pack 2,69.99,69.99,$,9-Star Training Pack
1100306,9-Star Training Pack 2,69.99,69.99,$,9-Star Training Pack
1100401,9-Star Training Pack 1,99.99,99.99,$,9-Star Training Pack
1100402,9-Star Training Pack 1,99.99,99.99,$,9-Star Training Pack
1100403,9-Star Training Pack 1,99.99,99.99,$,9-Star Training Pack
1100404,9-Star Training Pack 1,99.99,99.99,$,9-Star Training Pack
1100405,9-Star Training Pack 1,99.99,99.99,$,9-Star Training Pack
1100406,9-Star Training Pack 1,99.99,99.99,$,9-Star Training Pack
109,1250 Gems pack,24.99,24.99,$,Gem Pack
110,Date Preparation Pack,19.99,19.99,$,Date Preparation Pack
10116,Count's Mystery Gift 1,9.99,9.99,$,Count's Mystery Gift 1
10117,Count's Mystery Gift 2,29.99,29.99,$,Count's Mystery Gift 2
10118,Count's Mystery Gift 3,49.99,49.99,$,Count's Mystery Gift 3
10119,Count's Mystery Gift 4,69.99,69.99,$,Count's Mystery Gift 4
120,SP. Energy Card,14.99,14.99,$,SP. Energy Card
121,Luxury Book,14.99,14.99,$,Luxury Book
122,Collector's Book 2,19.99,19.99,$,Collector's Book 2
123,Collector's Book 1,29.99,29.99,$,Collector's Book 1
125,Special Gift Pack 1,4.99,4.99,$,Special Gift Pack
126,Special Gift Pack 2,69.99,69.99,$,Special Gift Pack
127,Sanctuary Privilege,4.99,4.99,$,Sanctuary Privilege
128,Patrol Privilege,4.99,4.99,$,Patrol Privilege
129,Soda Pack,9.99,9.99,$,Soda Pack
130,Magic Gift Box 1,99.99,99.99,$,Magic Gift Box 1
131,Magic Gift Box 2,49.99,49.99,$,Magic Gift Box 2
132,Magic Gift Box 3,19.99,19.99,$,Magic Gift Box 3
133,Magic Gift Box 4,4.99,4.99,$,Magic Gift Box 4
134,Magic Gift Box 5,0.99,0.99,$,Magic Gift Box 5
135,Special Girls Pack 1,49.99,49.99,$,Special Girls Pack 1
136,Special Girls Pack 2,69.99,69.99,$,Special Girls Pack 2
137,Monthly Pass Discount,4.99,4.99,$,Monthly Pass Discount
138,Red Riding Hood's Gift,19.99,19.99,$,Red Riding Hood's Gift
139,Valentine's Limited Pack 1,9.99,9.99,$,Valentine's Limited Pack 1
140,Valentine's Limited Pack 2,9.99,9.99,$,Valentine's\nLimited Pack
141,Test Fund,9.99,9.99,$,Test Fund
142,Test Fund 2,19.99,19.99,$,Test Fund 2
143,Test Fund 3,29.99,29.99,$,Test Fund 3
144,Special Skin Pack 1,4.99,4.99,$,Special Skin Pack
145,Special Skin Pack 2,49.99,49.99,$,Special Skin Pack
146,Special Gift Pack 1,4.99,4.99,$,Special Gift Pack
147,Special Gift Pack 2,69.99,69.99,$,Special Gift Pack
10148,Count's Mystery Gift 5,99.99,99.99,$,Count's Mystery Gift 5
1200101,Crystal Chisel Supply,4.99,4.99,$,Crystal Chisel Supply
1200102,Crystal Chisel Supply,9.99,9.99,$,Crystal Chisel Supply
1200103,Crystal Chisel Supply,19.99,19.99,$,Crystal Chisel Supply
1200104,Crystal Chisel Supply,29.99,29.99,$,Crystal Chisel Supply
1200105,Crystal Chisel Supply,49.99,49.99,$,Crystal Chisel Supply
1300101,Lunchbox Supply,4.99,4.99,$,Lunchbox Supply
1300102,Lunchbox Supply,9.99,9.99,$,Lunchbox Supply
1300103,Lunchbox Supply,19.99,19.99,$,Lunchbox Supply
1300104,Lunchbox Supply,29.99,29.99,$,Lunchbox Supply
1300105,Lunchbox Supply,49.99,49.99,$,Lunchbox Supply
1400101,Servant Cookies Supply,4.99,4.99,$,Servant Cookies Supply
1400102,Servant Cookies Supply,9.99,9.99,$,Servant Cookies Supply
1400103,Servant Cookies Supply,29.99,29.99,$,Servant Cookies Supply
1400104,Servant Cookies Supply,49.99,49.99,$,Servant Cookies Supply
1400201,Servant Cookies Supply,4.99,4.99,$,Servant Cookies Supply
1400202,Servant Cookies Supply,9.99,9.99,$,Servant Cookies Supply
1400203,Servant Cookies Supply,29.99,29.99,$,Servant Cookies Supply
1400204,Servant Cookies Supply,49.99,49.99,$,Servant Cookies Supply
1400301,Servant Cookies Supply,4.99,4.99,$,Servant Cookies Supply
1400302,Servant Cookies Supply,9.99,9.99,$,Servant Cookies Supply
1400303,Servant Cookies Supply,29.99,29.99,$,Servant Cookies Supply
1400304,Servant Cookies Supply,49.99,49.99,$,Servant Cookies Supply
1500101,House Ghost Supply,19.99,19.99,$,House Ghost Supply
1500102,House Ghost Supply,29.99,29.99,$,House Ghost Supply
1500103,House Ghost Supply,49.99,49.99,$,House Ghost Supply
1500104,House Ghost Supply,69.99,69.99,$,House Ghost Supply
1500201,House Human Supply,19.99,19.99,$,House Human Supply
1500202,House Human Supply,29.99,29.99,$,House Human Supply
1500203,House Human Supply,49.99,49.99,$,House Human Supply
1500204,House Human Supply,69.99,69.99,$,House Human Supply
1500301,House Monster Supply,19.99,19.99,$,House Monster Supply
1500302,House Monster Supply,29.99,29.99,$,House Monster Supply
1500303,House Monster Supply,49.99,49.99,$,House Monster Supply
1500304,House Monster Supply,69.99,69.99,$,House Monster Supply
1500401,House Fairy Supply,19.99,19.99,$,House Fairy Supply
1500402,House Fairy Supply,29.99,29.99,$,House Fairy Supply
1500403,House Fairy Supply,49.99,49.99,$,House Fairy Supply
1500404,House Fairy Supply,69.99,69.99,$,House Fairy Supply
1500501,House Demon Supply,19.99,19.99,$,House Demon Supply
1500502,House Demon Supply,29.99,29.99,$,House Demon Supply
1500503,House Demon Supply,49.99,49.99,$,House Demon Supply
1500504,House Demon Supply,69.99,69.99,$,House Demon Supply
1500601,House Angel Supply,19.99,19.99,$,House Angel Supply
1500602,House Angel Supply,29.99,29.99,$,House Angel Supply
1500603,House Angel Supply,49.99,49.99,$,House Angel Supply
1500604,House Angel Supply,69.99,69.99,$,House Angel Supply
1050106,EXP Booster,69.99,69.99,$,EXP Booster
1050107,EXP Booster,99.99,99.99,$,EXP Booster
1060106,Coin Booster,69.99,69.99,$,Coin Booster
1060107,Coin Booster,99.99,99.99,$,Coin Booster
148,Beginner Pack 1,0.99,0.99,$,Beginner Pack 1
149,Beginner Pack 2,1.99,1.99,$,Beginner Pack 2
150,Beginner Pack 3,9.99,9.99,$,Beginner Pack 3
151,Beginner Pack 1,0.99,0.99,$,Beginner Pack 1
152,Beginner Pack 2,4.99,4.99,$,Beginner Pack 2
153,Beginner Pack 3,9.99,9.99,$,Beginner Pack 3
154,Beginner Pack 1,0.99,0.99,$,Beginner Pack 1
155,Beginner Pack 2,4.99,4.99,$,Beginner Pack 2
156,Beginner Pack 3,19.99,19.99,$,Beginner Pack 3
157,Beginner Pack 1,0.99,0.99,$,Beginner Pack 1
158,Beginner Pack 2,4.99,4.99,$,Beginner Pack 2
159,Beginner Pack 3,19.99,19.99,$,Beginner Pack 3
160,Beginner Pack 1,0.99,0.99,$,Beginner Pack 1
161,Beginner Pack 2,4.99,4.99,$,Beginner Pack 2
162,Beginner Pack 3,19.99,19.99,$,Beginner Pack 3
163,Beginner Pack 1,0.99,0.99,$,Beginner Pack 1
164,Beginner Pack 2,9.99,9.99,$,Beginner Pack 2
165,Beginner Pack 3,29.99,29.99,$,Beginner Pack 3
166,Beginner Pack 1,0.99,0.99,$,Beginner Pack 1
167,Beginner Pack 2,19.99,19.99,$,Beginner Pack 2
168,Beginner Pack 3,29.99,29.99,$,Beginner Pack 3
177,Black Friday Crazy Sale 1,49.99,49.99,$,Black Friday Crazy Sale 1
178,Black Friday Crazy Sale 2,99.99,99.99,$,Black Friday Crazy Sale 2
180,Monthly Kick Off 2,29.99,29.99,$,Monthly Kick Off 2
181,Monthly Kick Off 3,49.99,49.99,$,Monthly Kick Off 3
182,Monthly Kick Off 4,69.99,69.99,$,Monthly Kick Off 4
183,Monthly Kick Off 5,99.99,99.99,$,Monthly Kick Off 5
1071001,Stage Pack -1-12,0.99,0.99,$,Stage Pack
1071002,Stage Pack -1-12,4.99,4.99,$,Stage Pack
1071101,Stage Pack -2-10,1.99,1.99,$,Stage Pack
1071102,Stage Pack -2-10,4.99,4.99,$,Stage Pack
184,Beginner Special,0.99,0.99,$,Beginner Special
185,Luvly's Elite Supply,49.99,49.99,$,Luvly's Elite Supply
186,New Year Special,19.99,19.99,$,New Year Special
187,Turin Enhancement,4.99,4.99,$,Turin Enhancement
188,Turin Enhancement,9.99,9.99,$,Turin Enhancement
189,Antique Aid,29.99,29.99,$,Antique Aid
190,Beginner Funds,19.99,19.99,$,Beginner Funds
191,Beginner's Capsule,14.99,14.99,$,Beginner's Capsule
192,Beginner's Capsule,29.99,29.99,$,Beginner's Capsule
193,Beginner's Capsule,49.99,49.99,$,Beginner's Capsule
194,Lucky Bonus,29.99,29.99,$,Lucky Bonus
179,Monthly Kick Off 1,9.99,9.99,$,Monthly Kick Off 1
195,Beginner's Limited Capsule Pack,9.99,9.99,$,Beginner's Limited Capsule Pack
196,Beginner's Limited Capsule Pack,29.99,29.99,$,Beginner's Limited Capsule Pack
197,Beginner's Limited Capsule Pack,49.99,49.99,$,Beginner's Limited Capsule Pack
198,Daily Pack 7,4.99,4.99,$,Daily Pack
199,Monthly Pack 9,99.99,99.99,$,Monthly Pack
200,Weekly Pack 5,79.99,79.99,$,Weekly Pack
201,Weekly Pack 6,99.99,99.99,$,Weekly Pack
202,Valentine's Limited Pack 3,49.99,49.99,$,Valentine's Limited Pack 3
203,Valentine's Limited Pack 4,99.99,99.99,$,Valentine's Limited Pack 4
204,Servant Supply 1,4.99,4.99,$,Servant Supply 1
205,Servant Supply 2,9.99,9.99,$,Servant Supply 2
206,Servant Supply 3,29.99,29.99,$,Servant Supply 3
207,Servant Supply 4,49.99,49.99,$,Servant Supply 4
208,Servant Supply 5,99.99,99.99,$,Servant Supply 5
209,Easter Pack 1,29.99,29.99,$,Easter Pack 1
210,Easter Pack 2,99.99,99.99,$,Easter Pack 2
211,Bottles Adrift Pack 1,99.99,99.99,$,Bottles Adrift Pack 1
212,Bottles Adrift Pack 2,49.99,49.99,$,Bottles Adrift Pack 2
213,Bottles Adrift Pack 3,29.99,29.99,$,Bottles Adrift Pack 3
1600101,Estel's Development 1,4.99,4.99,$,Estel's Development 1
1600102,Estel's Development 2,19.99,19.99,$,Estel's Development 2
1600103,Estel's Development 3,49.99,49.99,$,Estel's Development 3
1600104,Estel's Development 4,49.99,49.99,$,Estel's Development 4
1600105,Estel's Development 5,49.99,49.99,$,Estel's Development 5
1600106,Estel's Development 6,49.99,49.99,$,Estel's Development 6
1600107,Estel's Development 7,79.99,79.99,$,Estel's Development 7
214,Guild Member Special Lv. 10,1.99,1.99,$,Guild Member Special Lv. 10
215,Guild Member Special Lv. 11,1.99,1.99,$,Guild Member Special Lv. 11
216,Guild Member Special Lv. 12,1.99,1.99,$,Guild Member Special Lv. 12
217,Guild Member Special Lv. 13,1.99,1.99,$,Guild Member Special Lv. 13
218,Guild Member Special Lv. 14,1.99,1.99,$,Guild Member Special Lv. 14
219,Guild Member Special Lv. 15,1.99,1.99,$,Guild Member Special Lv. 15
220,Guild Member Special Lv. 16,1.99,1.99,$,Guild Member Special Lv. 16
221,Guild Member Special Lv. 17,1.99,1.99,$,Guild Member Special Lv. 17
222,Guild Member Special Lv. 18,1.99,1.99,$,Guild Member Special Lv. 18
223,Guild Member Special Lv. 19,1.99,1.99,$,Guild Member Special Lv. 19
224,Guild Member Special Lv. 20,1.99,1.99,$,Guild Member Special Lv. 20
225,Guild Member Special Lv. 21,1.99,1.99,$,Guild Member Special Lv. 21
226,Guild Member Special Lv. 22,1.99,1.99,$,Guild Member Special Lv. 22
227,Guild Member Special Lv. 23,1.99,1.99,$,Guild Member Special Lv. 23
228,Guild Member Special Lv. 24,1.99,1.99,$,Guild Member Special Lv. 24
229,Guild Member Special Lv. 25,1.99,1.99,$,Guild Member Special Lv. 25
230,Guild Member Special Lv. 26,1.99,1.99,$,Guild Member Special Lv. 26
231,Guild Member Special Lv. 27,1.99,1.99,$,Guild Member Special Lv. 27
232,Guild Member Special Lv. 28,1.99,1.99,$,Guild Member Special Lv. 28
233,Guild Member Special Lv. 29,1.99,1.99,$,Guild Member Special Lv. 29
234,Guild Member Special Lv. 30,1.99,1.99,$,Guild Member Special Lv. 30
235,Guild Special Lv. 10,49.99,49.99,$,Guild Special Lv. 10
236,Guild Special Lv. 11,49.99,49.99,$,Guild Special Lv. 11
237,Guild Special Lv. 12,49.99,49.99,$,Guild Special Lv. 12
238,Guild Special Lv. 13,49.99,49.99,$,Guild Special Lv. 13
239,Guild Special Lv. 14,49.99,49.99,$,Guild Special Lv. 14
240,Guild Special Lv. 15,49.99,49.99,$,Guild Special Lv. 15
241,Guild Special Lv. 16,49.99,49.99,$,Guild Special Lv. 16
242,Guild Special Lv. 17,49.99,49.99,$,Guild Special Lv. 17
243,Guild Special Lv. 18,49.99,49.99,$,Guild Special Lv. 18
244,Guild Special Lv. 19,49.99,49.99,$,Guild Special Lv. 19
245,Guild Special Lv. 20,49.99,49.99,$,Guild Special Lv. 20
246,Guild Special Lv. 21,49.99,49.99,$,Guild Special Lv. 21
247,Guild Special Lv. 22,49.99,49.99,$,Guild Special Lv. 22
248,Guild Special Lv. 23,49.99,49.99,$,Guild Special Lv. 23
249,Guild Special Lv. 24,49.99,49.99,$,Guild Special Lv. 24
250,Guild Special Lv. 25,49.99,49.99,$,Guild Special Lv. 25
251,Guild Special Lv. 26,49.99,49.99,$,Guild Special Lv. 26
252,Guild Special Lv. 27,49.99,49.99,$,Guild Special Lv. 27
253,Guild Special Lv. 28,49.99,49.99,$,Guild Special Lv. 28
254,Guild Special Lv. 29,49.99,49.99,$,Guild Special Lv. 29
255,Guild Special Lv. 30,49.99,49.99,$,Guild Special Lv. 30
256,Guild Member Special Lv. 4,1.99,1.99,$,Guild Member Special Lv. 4
257,Guild Member Special Lv. 5,1.99,1.99,$,Guild Member Special Lv. 5
258,Guild Member Special Lv. 6,1.99,1.99,$,Guild Member Special Lv. 6
259,Guild Member Special Lv. 7,1.99,1.99,$,Guild Member Special Lv. 7
