id,name,dialog,click_dialog1,click_dialog2,click_dialog3,click_dialog4,click_dialog5,battle_dialog,skill_dialog,cv_name,love_gift_dialog1,love_gift_dialog2,love_gift_dialog3,vow_dialog,login_dialog,lvlup_dialog,gradeup_dialog,shengxue_dialog,awake_dialog,equip_dialog1,equip_dialog2,hangteam_dialog,house_set_dialog,house_dialog,idle_dialog,dagong_dialog,daily_mission_dialog,new_stage_dialog,victory_dialog,failed_dialog,love_point_dialog1,love_point_dialog2,love_point_dialog3,love_point_dialog4
42005,Nagia,"Hydrogen, Helium, Lithium, Beryllium, Boron, Carbon, Nitrogen, Oxygen, Fluorine, Neon...name the rest and I'll admit that you are my master!","Add solution A to solution B, plus solution C... Oh no!... Failed again.",It's interesting to see how you can turn one substance into an entirely different substance.,"Charcoal and sulphuric acid, potassium cyanide. Then add chicken wings?",This is my new work. Would you like a drink? It's all right. It's just carbonated water.,"Don't stand in the way! Otherwise, you'll touch strong sulphuric acid!",Try my new work!,Drink it all up!,Tomomi Mizuma,"Oh okay, put it somewhere far away and you can leave.","Gift for me? Thanks~ Since you are here, how about staying and trying my new stuff?","Well, it will help with my research~ I'm happy to receive such a nice gift~","Drink this solution, and you will never leave me~",Welcome back~Would you like something to drink?,Which recipe you follow to make this? It tastes really nice~,More formula! More medicines!,No one can perform better than me in Chemistry~,New medicine developed!,Do you have a doctor's coat? I feel kind of free when having one on me~,"This is nice, I believe it can protect me from the explosions~","Time to find a new specimen, let's see who will be the luck one?",Oh! This can be the warehouse of my new laboratory apparatus!,"Be careful after stepping in, you don't want any of these potions on you!",Well… Seems Senpai won't wake up any time soon. The medicine I gave him yesterday must be overdose…,"Hey, it's time to complete your internship~","If you can, please buy me some more material for my further research after you claim all your rewards.",What was that shock about?! Half of the potion in my lab got leaked out because of that~,"You there! Take these losers here back to my lab, I need more specimen for my research~",we need more doses of vaccines~,填充,填充,填充,填充
42006,Hypatia,There is a tiny chance two people will meet. There's a smaller chance for them to be close friends. Thank my precise calculations for meeting each other.,Prime Numbers! What a perfect existence!,"Being, space, and time! Everything in the world can be represented by numbers. Isn't that wonderful?","The first is mathematics! The second is mathematics. And the third, of course, is mathematics~","Once you can differentiate and integrate, come back to me!",Oh? Me? I'm the perfect golden ratio~,I'm 100% better than you today.,It doesn't equate!,Ayumi Tsuji,Do you think I'm dumb? I don't need this!,"Finally, you're here! You wonder how I knew? I can anticipate your every action~","Oooh, thank you! It has a perfectly symmetrical structure~","Aside from mathematics, I only find you interesting...hmmm, I don't think this can be explained with numbers~","Give me a moment, I'll be done with this problem soon~","I feel sober, all thanks to the drink~","Even you just improve yourself by 20 percent each time, you will still be 6 times stronger than you currently are after 10 times of improvement!",Anything fun for me?,There's no question I cannot solve~,What is the relationship between the attributes obtained by this equipment and the damage I inflict? It's a subject I can work on~,"Give me this gear, your team will become much more powerful!","You come right on time, figure me several questions to kill time~","Do you want me to stay here?... If you give me a sheet and a pen, I can stay as long as you want~","Shhh, I need to calm down to solve this problem~",It's very exhausting to use your brain all day... Ah? Have you already fallen asleep?,"It's time to go to work... If you need, I can help to keep accounts~",Don't forget your reward~,"Something has just happened, we must go quickly and solve this problem!",That's one of the circumstances I've predicted.,"Oops, I should have seen that one coming~",填充,填充,填充,填充
42007,Quinie,"Master, nice to meet you! Anything to eat? Don't worry, I just need several times your intake!",Food in stomach and dream in heart are something others can't take away. So... Foodie with a dream is the strongest!,"Ah~ If you can achieve a wish, you must absolutely not eat a fat body and food that you can't finish. Ah? So the desire becomes two.",I'm at my strongest when someone tries to grab my food!,Oh my gosh! My clothes won't fit again!,Dessert is... My main motivation in life! It's why I wake up in the morning!,Anything to eat at the fight today?,Snacks are everything!,Rika Morinaga,This is disgusting.,"This is okay, but I want to have something delicious~",It tastes so good~ Thank you! You really do know me~,"I'm not good at being in relationships, but I promise you will have enough to eat as long as you are with me!",Welcome back! Did you bring any take-out for me?,That's all? I need more!,All I what have consumed becomes a part of me!,Hope they have also upgraded my lunch set...,I! NEED! MORE! FOOD!,I'd rather exchange a nice meal with this suit~,Oh! I'll be dominating the cafeteria with this set on me! Hahaha!,Where's the best chow?,Hope you've prepared some snacks in the room~♪,YO! Senpai!,It's lunch time! Get up! I don't want to miss it because of you!,Go and finish the internship after the meal~,"If you don't collect these rewards, what are you planning to use to buy me more food?",When accidents happen... there will be nobody guarding the cafeteria! Let's go and check it out!,"Let's go, I'm getting hungry already~",I'm starving... Should've eaten a big lunch before this~,填充,填充,填充,填充
42008,Haxie,"I am the queen, obey my command! I don't want to lose because of your stupidity!",Fear? I don't have this word in my dictionary!,It's lonely without enemies.,"Shh, be quiet! Ah... It was not easy for rabbits to lean over here.",Life is a journey of transcending yourself!,Do you want to go back with me?,Haha~ I'll kill you with my axe!,Face death!,Junko Takeuchi,"Such an exquisite thing, too bad it doesn't suit me~",Gift for me? Thanks~,"This is so cute… Oh umm. Thank you for the gift. And remember, you saw nothing!",And I have one more thing to protect now~,"Oh, you're finally back!",Thanks!,I'm unstoppable!,I shall also try to overcome others in other fields!,"The stronger I become, the more I'll be able to protect!",Nice gears! Thank you!,Do I… Really deserve this costume?,Wanna check out my pets today?,Hello~,Welcome back~,Senpai is still so cute when asleep~,"Remember to finish your internship today, Senpai~",Don't forget your rewards!,Something's happening? I'm not gonna miss it!,You've overestimated yourselves!,I lost… Completely…,填充,填充,填充,填充
43001,Nun,"Pain, sadness, confusion. Let me help Master get rid of them. Come, I'll guide you to a brighter world!",The world is created by God. So let's express our thanks to Him.,I'll purify the original sin. Let's wait for the time of redemption.,People will not be confused under God's guidance if they have faith.,Everything in the world originates from love and forgiveness.,Let God bring you salvation.,"Lord, give me strength.",Lord's Grace!,Aya Gomazuru,"Father, please forgive his rudeness.",Thank you.,I really like your gift~ God will protect you~,"Senpai, you don't have to say anything, I knew about your feelings for a while, and I accept your proposal~",Welcome back! May God bless you~,Please don't worry.,Bless you.,All I can do is to talk to everyone I can to spread the light of God.,填充,The armor doesn't suit me at all.,With this... I shall release their souls from purgatory... By physical means.,Don't worry about me. I can take care of myself.,I think we should make some space for the lost lambs.,Senpai? Please wait outside until I put my dress on!,This rest is also a gift from God.,Complete your job! These are principles which every man of every faith can embrace!,Please remember to reap what you sow...,This is also a part of God's test!,"By the light of our Lord, we shall prevail.",Why isn't our God standing with us?,填充,填充,填充,填充
43002,Diva,I could only execute offensive orders. I don't have defensive procedures. Please be careful not to get within range.,What is the value of a human being? Everyone dies anyway.,Is life really that important? Not interested. I am just executing orders.,Blood and Water. What's the difference?,I am not listening and I don't want to. Just give me orders.,Nothing matters... Including me.,Executing... Assignment...,Attack program... Commencing...,Ai Kayano,Do you want to meet my blade?,"I don't understand, but thanks any way~",Oh... This is the best gift I have ever received in my life... I like it very much~,"Wear this ring? Is this an order? No? Alright, I'll do it~","You're back, Senpai~",Power up!,"Machine needs no food, but fuel~",Graduate? Confirmed!,Order is no longer the first priority? Please provide identification for this.,New weapon received. Is there a new order?,"Order confirmed, equip better gears for bigger challenges.","Engine's running, ready to strike.","Order confirmed, rest.","Please give me your order, Senpai… What do you mean you're just here for a talk?",No orders?… Boring…,Daily mission: Reminding Senpai to complete his internship.,"Even I wasn't ordered to do so, I still want to remind you of claiming the rewards.","Accidents detected, awaiting orders!","Objective complete, moving on to the next stage.",Mission… Unable to continue…,填充,填充,填充,填充
43003,Liz,Are you my next target? I have to carry on the mission sooner or later.,Black clothes are fitting for doing things at night. My job isn't suitable for people to see.,Freedom? I don't have that right.,I never go out during the daytime. I didn't know sunlight was so warm...,New objective received. I'll complete it within the deadline.,"I have never been to school with everyone, because I always carry out my mission.",Mission begins!,Under the cover of darkness...,Junko Minagawa,"If you want to get rid of me, just say the word!",I'll do my best to finish the mission.,"You're quite likable, aren't you?","You will become my target starting from today...not for a mission, of course~","Welcome back, Senpai!",It is the fruit of my labor.,I'm waiting for the next target.,"The Academy has very complicated rules, there is a lot of them I can't understand.",填充,Why do you want to give me such a good weapon?,"Thank you, this weapon is really good.",I'm going to wait here quietly for my target.,"Why is the light off? It does not matter, I can use the darkness.","I thought it was a new target, never thought it would be you, Senpai.","It's amazing, I didn't know that important people like Senpai could have time for a snap...","I'll finish my work, you should also finish yours~",Once again you forgot to get your reward...,I need your help for this new mission. Please join me to the target location.,Another name off the list.,Mission… Failed…,填充,填充,填充,填充
43004,Anna,Summoned by a little human. Looks like there's something I don't know about. You know what I detest most are human affairs. Right?,Mankind... Must be exterminated. All of them.,Mankind? To say what humans are capable of... Betraying and killing each other.,The spirit and... I... Are one... Whether this feeling is the spirit or mine... I cannot tell.,I don't know how long you'll last compared to this eternal soul... Everything is like a drop in the ocean.,What you like or hate... Your expectations... Everything... I can make them all come true.,The whole body has way too many flaws~,Cut it through！,Mamiko Noto,Human... What an evil species!,"What an unexpected surprise, you give me this gift~","Such an insignificant human... With such an exquisite gift~ Hmph, don't expect to win me over with this~","Do I really deserve this happiness...Human, don't you dare make her cry. I'll be watching you very closely!","Oh hey, you're back~","Strange, why human drinks can provide such a boost in strength?",Another daily food-like medicine?,New school age? Seems nothing much has changed.,填充,This is below my statue.,"Take the gear to protect myself? Understood, I won't let you down!",My soul… She can no longer wait for the carnage…,I don't need any roommate except my soul!,"Mortal, are you here to talk with me?","Just like other mortals, you always got distracted.",Maybe you should finish the internship like others~,"Remember, you got paid for all the work.","I don't know what is your job, but you'd better go and solve that problem.","Another victory, but that's still not enough!","Mortal, you're pulling me back.",填充,填充,填充,填充
43005,Omega,More trouble? This world is truly unjust. Leave it to the Knights of Justice! Give me an hour to right the wrongs!,This place is under my protection!,What can I put in my mech gourd?,Someone will correct unfairness in the world. I will be that someone.,Liquor? YES! That's the spice of life!,"Do not impose on others what you yourself do not desire. Otherwise, The Knights of Justice will come after you.",Here comes the knight of justice!,Taste some Justice!,Mitsuki Nakae,Master... Are you trying to provoke me?,"Thank you, master~","Definitely, you know me best~","Knights of Justice often work alone, but I feel like I'm a lot happier when you're around~","Yo, Senpai!",A ranger will soon be prepared~,I believe all fair people can understand what I do!,Seriously? It is the first time I see a bracelet complicated like this.,填充,I am not interested in such a common thing!,This one is not for sale!,Evil will never prevail as long as I'm here!,"I just finished my bottle, it's the perfect time to rest~","For justice, cheers!","There is no witness, this is the perfect time to fill my water bottle~",Don't be late for your internship!,Great fortune comes from regular accumulation!,"Justice cannot only be done by speaking, we must act!",Justice won't tolerant your bullying behavior any longer!,"Well, heroes don't always succeed, you know, it happens.",填充,填充,填充,填充
43006,Lightin,"Lord Lightin, is here! The absolutely invincible mightiest queen! Get down on your knees and beg for mercy!",I have nothing to fear! Ahahahahaha!,I'll be the queen of this new world! Obey me!,"Hahaha, have you witnessed my charm? Ah, well, there is nothing in the world like my beauty!",This world is mine!,"Ah, Miss Lightin will take you far! Nothing will stand in my way!",Thunder! Lightning! Obey my command!,Lightning! Come!,Aki Toyosaki,Are you screwing with me?,A present? I'll take it~,I really like it. Thank you very much~,"Sen-Senpai, will you accept my feelings? I won't take no for an answer!","Welcome back, Senpai!",Sure I can become stronger.,"Don't worry, no one can bully you, except me.",A new school age? Does that mean I can recruit more lackeys from the new students?,Feel the lightning~,Railgun? What's that.,Just stay back and watch my show~,You all are supposed to surrender now.,This room is... Acceptable.,Huh? Are you here to play with me?,"If you're not here for electrotherapy, then don't ignore me, Senpai!",You should be at work according to your schedule. Are you trying to delay that?,I believe you have completed the mission. Don't tell me you forgot to collect the rewards!,"What? Someone is attacking my domain? Lead the way, and I will blast them into bits!",What was our last topic?,I lost? How could that happen?,填充,填充,填充,填充
43007,Iron Fist,Master... You... Choose me... Won't you regret it? I... I will try my best...,Stop... Don't mess with me... I'm... I'm very strong...,No... Don't touch me... I don't deserve this... Warmth...,You are all... Bad people...,*Sobbing* ...Broken... *Sobbing* It's breaking down...,"Please, don't look at me...",Umm... Can I go now?,Go... Go away...,Mamiko Noto,Pl... Please think it over! I... don't deserve this...,T... Th... Thank you for the present...,For me?! Really?,"I... would that be okay?.... Okay, I understand... I'm not worthy... From now on, please guide me.","W-welcome back, Senpai~",I… I will try to perform better.,Is this a surprise for me?,"In the new semester… I'll still be with you, senpai.",The prosthetic arm... It's answering me!,An upgrade… For my prosthetic arm? T-thank you!,Senpai… Please leave that to me!,I… I will do my best!,"Please have a good rest, Senpai~",Senpai? Is that you?,"Senpai~ Senpai~ Sen-… Oh, Senpai's asleep.",Senpai… You still got the chance to complete your internship…,Senpai… The rewards… You forgot to collect them…,Something's happening! Senpai... Shall we go and check it out?,"Finally, my hard training has paid off!",Senpai… I'm sorry to fail you...,填充,填充,填充,填充
43008,Ada,What's up? Have you come to see me? Another new bug? That's great if there is no bug. I'll go back to work.,Date...? I don't have time with all these bugs to debug... Ah... No.. What was that?,So sleepy... Another bug... Is there a lot of them...？,"What? Movie? I have to complete this program today. If you want to ask me out, remember to let me know a week in advance.",Piles and piles of task... We have to work overtime today... And tomorrow also...,Ah? Have you broken your cellphone? There were no calls nor text messages for a month...,Message? I didn't receive any...,Delete... Delete... Delete!,Haruka Murata,"I said don't bother me with this so-called ""gift"" again!","Are you serious? Oh, thank you.",I'm glad to receive this. Dating is more interesting than coding~,"I made a program to analyze your intentions, but came up blank. In this case, I will follow my heart...please take good care of me, okay?","Welcome back~ I'm working on a bug, don't disturb me before I'm done, understood?",The bug is fixed.,System optimization is completed.,An upgrade? Didn't they even wait for the new semester?!,填充,"The computer becomes obsolete, can you give me a new processor?",Will this hardware improve the processing speed of my computer?,"This annoys me greatly, I cannot fix bugs when I am outside!",It is heaven as long as the wifi is still functional~,"I'm working, Senpai.","With nobody bothering me, I can fix the problems faster~",It's time for you to go to work. What are you still doing here?,"Unfortunately, it is not possible to retrieve the rewards automatically~",Enemies have destroyed the internet on campus~ You have to do something quickly!,"This is it, I need to return home and fix the rest of the bugs now.",The battle system is so bugged!,填充,填充,填充,填充
44001,Beary,I heard the sound of a horse. Are you my Prince? Will you come and kiss me? Or will you help me put on my crystal shoes?,"Teddy, do you know where are my crystal shoes?",The prince will definitely welcome me from that star~,"My sister is such a lazy bum. Argh, I'm sure she won't get up if she's so lazy. Do you want to tell her? Forget it.",Why not wear a fluffy skirt? Because... It's too big... It's so easy to trip and fall...,Ah? Where is this? ...Sister? Strange.,Commoners... Get out of the way...,"Teddy, Go.",Ai Kayano,The stuff is surely beneath my statue.,Thank~ You~,"Insignificant commoner, you finally understand me. Looks like you've done your homework~ I guess you got my praise~",I guess you can be my Prince Charming...as a reward for all your efforts.,You're back~,I've become stronger. But why you look so surprised?,Maybe I should try some of this common food.,Hope I could meet my dream lover in the new school age.,填充,This item is not attractive at all.,What's this? I've never seen this before!,Everyone will be impressed by my charm~,It doesn't feel that bad to live in a common room~,"Senpai, you're not bringing anyone else?",It's the most pleasure to enjoy the afternoon-tea every day. It will be even better if someone replaces Senpai with someone else.,Internship? Is that what normal people called work? Can I come and see how you do that?,"Well, the reward means nothing to me, but it might still be something for you. Don't miss it.",Only barbarians would ever destroy the order! Let's go and drive them away!,Now you low lives should have understood how much I am ahead of you.,How can I get defeated by them?!,填充,填充,填充,填充
44002,Litana,I am the Prince Charming who protects the princess in this amusement park. I'll protect is you!,"Today, I will patrol this amusement park!","I want that candy and ice cream! Ah, and those doughnuts! They all look so delicious!",I am a beautiful girl guarding the amusement park! Where are the bad guys? I'll protect everyone!,Get those scoundrels! Horsey!,"Oh! Thanks to me, today's amusement park is peaceful!",Ah! You there! What are you doing! It's you!,I'm so awesome!,Yui Nakajima,"Senpai, you need to follow the rules of the amusement park!",A present for me? Thank you~,Thank you Senpai! You're the best!,"I will start protecting you just like how I protected the amusement park; you are very important to me, after all.","Welcome back, Senpai! What do you want to play today?",I've got stronger than yesterday!,"Even if there are no bad guys, I shall still maintain orders of this place.","My domain has expanded, now I can protect even more visitors!",填充,"Get in the line, I don't care who you are.","It's just for keeping orders, and it won't harm the visitors.","To better protect the amusement park, I have no choice but to fight the bad guys on campus.",This door is too small for my wooden horse!,It's another day~,"If you're happy, have fun. If you are tired, you can rest. You can do anything you want in this amusement park.","You cannot spend all your time playing. Go to work quickly, Senpai!","Don't forget your reward, Senpai!","Where are the bad guys? Did you find any sign of them, Senpai?",I think that gives you a reason not to mess with me!,"You only win this battle, but it won't be that easy next time!",填充,填充,填充,填充
44003,Jelly,"I'm dying of thirst. Master, please give me water. Little Jelly can't live without water.","Fluffy~ Little Jelly~ Senpai, what are you looking for?",Welcome. We only sell things from the sea~ Wawawa! I cannot be sold~,"Ahhh! Spilled some water! Senpai, I'm so sorry. (Cries)",Thank you sir~ Come back next time~,"Well, you're a little late by just a bit. It's sold out. Don't worry. Well have it in stock next time.",Oh~ Let's go shopping~,Jellyfish Jet~,Ai Kayano,Haven't we just met? Please don't conduct with dignity!,Thank... you...,Appreciate your gift with my whole heart~,"I'll take care of managing the Store if you agree to help advertise it~Whoops, it's ""our"" Store now!","Welcome back, Senpai!","It's hot today, I think I will need more drinks~",Remember to be on a regular diet.,This could be a perfect chance for me to promote my store~,填充,Special discount on that one!,Good wine needs no bush.,Maybe I should change my business strategy?,How should I name the event for tomorrow?,"You come earlier than I expected, Senpai.","I can use the peace, but it's not good for making big money.",Internship? That sounds nice…,No workers will forget to take their salary~,"I need a better location for my store. Maybe you can find one for me, Senpai.","Dear customer, you should pay for the merchandise before you leave!",Is it slack season already?,填充,填充,填充,填充
44004,Wandy,"Need my help? Besides my disciples, you're the first person I've seen. From now on, let's get to know each other!","Priestess is my sister and teacher. She's also the strongest person I know and I like her the most. Oh, you're cool too!",I can summon a spirit to see you. Who do you want to see?,"Amelia? Yea, she is good at predicting the future~ But she sees the future whereas I can see the past.","There are so many new things under the mountain... They're very interesting, very complex...",I really want to be together all the time. It's true! You know so many things I don't know. But can someone like me come in handy?,"If there's no other choice, we fight.",Returning it back!,Inori Minase,"Sorry, I don't really like this...",Thanks for the gift.,"Thanks for the present, truthfully, I shall stay with such a nice guy, with or without this.","We met by chance, yet we were already bound by fate. This is not an estimation of the future; I predicted this from our past. Don't you think so?","Welcome back, Senpai~",This is the best drink I've ever had!,Is this what they called Lunch Box? Thanks so much~,I hope I can make more new friends after this~,填充,Can I keep this?,Sorry but I'm not an experienced fighter.,"Since you've asked me to do this, I'll give it a try.",This is enough for me.,"Thanks for your time, Senpai.","Let me practice this once again, so I won't let Senpai down when he needs me!","You mentioned that you need to complete an internship today, Senpai.",What? You missed the rewards yesterday? Please don't forget to collect your rewards today again!,"I don't have much experience in combat, but I will stand by your side during battles!",Huh? Never thought I could do that.,"Don't be too depressed, I'm always not a good fighter…",填充,填充,填充,填充
44005,Elvis,"... Puku-chan, where are you? Hah... Where is she?... Are you, my master? I have to tell Puku-chan!","Ah~ It's sunfish~, Turn that sunfish around~",Puku-chan you're so fat! How can you swim with all that fat~?,Eh... Where am I? Uh... I lost again...,"I'm friends with a lot of fish. For example, Eh... Are you Haku-chan and Hana-chan?","Ah, Puku. Are you drowning? Let me resuscitate you. Eh... Fish can't drown...?",Wow ~Wow ~Wow ~Wow,Fishes~ Kill them!,Aoi Yuuki,Don't bully my fish~,Thank you~,"Don't worry, I will cherish it wholeheartedly.",I started missing you as soon as you were gone...I feel a lot more at ease when I'm with you~,"Welcome back, Master!",What happened?,Why my fish becomes so strong?,Uh? Change my classroom for the new lessons?,"I've fully remembered the route to the dorm! Wait, did I?",Tool for self-improvement? It sounds nice~,"My fish will remind me of the time I should use this, don't worry.",Where am I again?,"Please have a good rest, Senpai.","My fish says ""hello""~",Shh~ Don't wake him up again!,If you need to carry something heavy for the internship today. My fish can help you~,"Only the ones with a memory like a fish would miss the rewards... Did I say something, Senpai?","It's time to go and protect the world, Senpai!",Even my fish won't tolerate your bad behavior.,"It's my fault, don't blame my fish.",填充,填充,填充,填充
44006,Chainsaw,"Hey, you're nice! Can you let me saw something up for you!",SAW EVERYTHING TO PIECES!,"It's difficult to handle because my chain saw is rusty. Hey, Master? I wonder if I can polish it with your bones?","AHHHH, I want to saw it! My bones are shaking. Saw it! Saw it!","If it is Zombia, can I saw her up into pieces? That'd be okay, right?","Whatever Master dislikes, I will saw it with this chainsaw! But I also want to saw things Master likes! I'll saw it all down!",Oh oh oh my~ My bones are shaking~,Into pieces!,Chie Matsuura,Keep your hands away or I'll saw them off~,Gift? For me? What a surprise~,Thank you for your gift. It suits me well~,"I dreamt that I sawed you to pieces...as a part of my wishes are now fulfilled in my dreams, I will take good care of you in real life~",Welcome back...what will we saw today?!,Do you want me to cut this into smaller pieces?,"No matter what it is, I love it if my chainsaw can cut it!",It's really too bad that no one to have a little interaction with my chainsaw.,填充,"The most romantic weapon? In my opinion, it's the chainsaw for sure!",I need something sharper.,"I like this kind of enemy, I can feed them to my chainsaw!",I need a place to refuel my chainsaw.,"And I thought it was Zombia... Hello, Senpai...",I think the rules are nonsense! Why can't I cut Senpai's hands when he's asleep?,"Ah? Are you going to work? Ok, I'll delay the plan to cut your feet off then.","I don't need your reward, I just want permission to cut you into pieces!",Do I really have the right to cut them all down? Great! Let's go kill the new enemies!,"Haha, that was some fun!",Oh no! My chainsaw is broken!,填充,填充,填充,填充
44007,Medusa,Aren't you afraid of me? You are the first person to meet me without getting scared! Can I follow you?,"I'm neither human nor am I fully a monster. Please call me ""Half-monster"".",Human beings are unwilling to accept me. The Demons don't think I'm of the same race... So what am I supposed to do?,Born as a human being... Raised by monsters... I didn't ask for this...,"Please don't be afraid. I have the habit of staring at people all the time... Ah, not just at people... I stare at everything this way...",Don't be afraid~ I just want to be friends...,Don't mess with me!,Monster powers!,Mai Kanno,"I'm glad that you remembered to bring me something, but it's such a waste to give me something like this...",Friend...Thank you~,Thank you! I like this a lot~ I'm so glad I became friends with you~,"Forgive me for my boldness, but I'd be very happy if we can take our relationship to the next level...","Welcome back~ If it doesn't bother you, can you stay and chat for a while?",I'll do my best to become more powerful!,"Take a look, this is my real power!",Do I have the right to be friends with the new girls?,"I‘m different, but it doesn't mean I'm to be bullied by everyone!","Thank you for the update, I will be careful.",Am I really qualified to use this item?,"They are not human, do you think they would be afraid of me too?","This room is fine, it suits me.",Is that Senpai? Great!,"Senpai, please don't sleep here! If you don't sleep somewhere warmer, you'll catch a cold!","Hmmm, I see! You have no choice but to go to work. Just go then, you don't need to concern too much about me.",Is that okay? I don't think the mission reward is something not important for you~,"Senpai, you've been very kind to me very well these days, and I shouldn't bother you further. Please count on me when fighting against those enemies!",All who have bullied me shall pay!,I thought bullying is only a behavior between human beings...,填充,填充,填充,填充
44008,Zoe,"Are you okay? If there's anything I can do to help, please don't hesitate to come to me!","Ahhh, got scratched again? Really? Take care of yourself, you know?",I've been here for several days. Where do you get hurt this time?,Don't be afraid. Rest Assured... Good boy~ Here's a treat.,Come to me earlier. It is the duty of our medical staff to save lives and injuries.,It's our duty to save lives and help the injured.,Ready? Start the operation!,Now even I am angry!,Yuki Kouyama,Little brother... I never thought you're like that!,Thanks bro~,"I'll put it to good use, won't let you down~","It's a doctor's job to look after the sick, but it's my responsibility to take care of you~",Welcome back~,My medical skill is improved everyday~,"Although I cannot cure all wounds, but you can count on me if you're not hurt that bad!","It's just a scratch, it won't be hurting anymore by the end of today.",Doctor won't always be able to fix you up after you do something dangerous! I'm serious about this!,I need to be more cautious when using a thinner needle.,Remember to come here and have a reexamine here! This is not the kind of wound that heals easily.,"Leave the wounded to me, I can take care of all of them!",A good rest will help the wounds to heal quicker.,"Good morning, Senpai.","It's a good habit to keep 8 hours of sleep, but it's still harmful to your body if you just sleep here!","Don't let your muscles do severe exercise during the internship, your wound might tear because of this.","Well done for completing the quests, Senpai! But please don't forget to claim your rewards.","Combat medic is important during the war, so I'm not planning to escape! Come with me and support the other students, Senpai!",Don't underestimate the power of a doctor!,"I didn't carry enough medicine for everyone here, let's retreat first!",填充,填充,填充,填充
45001,Toy Girl,"Oh, are you my new toy? Looks good~ Hehe. Yes, stay with me!",Haha~ Haven't you noticed~ It's already too late to run~,Tragic~Turning into a toy and not having a clue!,Bad little toy... Why... Why won't you play with me?,What I want is a toy that listens~ Just listen to me and play with me~,"Toys can't just refuse their master's order~ You're a good boy ~ You better entertain me! Otherwise, I'll throw you into the garbage can~",More toys to collect~,Good boy~ Disappear!,Ayumi Tsuji,"Aha, you're here to seek your death?",Not enough for me!,That's it! I mean it's just a toy but... Well done~,"I never imagined a mere mortal like you have what it takes to stay by my side until now. I guess that qualifies you to be promoted from ""Toy"" to ""Servant""...That doesn't mean you can shirk your duties of playing with me, understood?",How should I play with you today...?,Is that it? You barely gave me a sip!,"Your empress has become more powerful, it's time for you to compliment her!","Remember! No matter where you are, I will always be holding your chain~",I need more toys! Quickly get me some toys!,Is that all you can find? At least you've tried your best~,"Finally, a gear that suits my position!",Where to find some new toys today?,Have you prepared any toy for me?,You come right before I got too bored!,I am bored~ Mortal! Try your best to entertain me!,"Go to work, and pay me tribute with what you've earned!","There is a reward for you, you were a good toy!","I didn't do anything, but it looks like something interesting, find out what happens and report back to me~",Why do you think you can defeat me?,I won't forget what have you done to me today...,填充,填充,填充,填充
45002,Lisa,"Since our goal is to create a win-win situation, we can work together. Glance over the details of the contract.",Why resort to violence when we can solve problems with dialogue? I don't understand it at all.,Negotiation is a science and an art. I hope you understand that.,"All conflicts in the world can be resolved through dialogue. If you don't believe it, I'll show you.",The purpose of a dialogue isn't to decide whether it is a one-sided victory. It is to benefit all parties.,There are many ways to solve problems. Violence is the most stupid way. I don't understand it at all.,Let the negotiation begin!,I am against it!,Yuki Kouyama,I need a reason for this!,Bonus for the contract? Thanks~,"I like it very much~ Now, let's renew the contract agreement. What do you think?","Here, sign your name on this contract...What's it about? It's not important...There, that makes you my official partner as per the contract!","Welcome back, Senpai!",Is it for free? That's a generous behavior.,"You've offered me power, and I shall offer you help in return.",There's a lot more for you to learn about negotiation.,"If possible, I'd wish to solve all the problems with non-violent method, but it turns out, sometimes the threat of force is necessary.",The pen is mightier than the gun.,"These look a lot better than the ones you offered last time, thanks.",Let me show you how speechcraft actually works.,"This room is good enough for me, thanks.",You've finally decided to show up~,"If you've got nothing to do, just randomly pick a topic and debate with me.","Internship is an important part of social practice, you should not miss that.",Don't forget to claim your rewards. Be aware of the devil in the details.,Maybe you will be interested with the incidents happening now.,This could be ended in an easier way.,Why don't they even try to negotiate?,填充,填充,填充,填充
45003,Annie,"Oh, people still want to be friends? It's all right. It'll bring you deep feelings of terror in a moment!",So~ Those ants. Just lift a foot and step on them~,"Behind that beautiful appearance, there must be something darker than darkness itself... The true face of evil...","What? I am charming and strong? Of course, I am. HAHA~ Asking to die isn't very hard.",Keep in mind. Only in the dark can we take a closer look at human nature!,"Light? Of course, I hate it the most~ In the end, mankind escapes the darkness and clings to the light, don't they?",HA~ I sense darkness~,I won't think twice.,Yui Horie,Non-entities are unreasonable as expected!,"Uh-huh, thanks for your present~","Hmm, you have good taste. Thank you for giving me something as cute as I~ You finally start to enjoy the darkness?","Alright, alright, I admit that there is no darkness without light...Without you, I don't think I can survive much longer.",You're finally back~,"Drink half, and dump the other half, hahaha! It's funny to see the expression on your face!","That's all you've been able to prepare in a very long time, and I'll eat it all in no time~ Hahaha!",Only the fools would enjoy the school life… What? You're one of them?,I am the most powerful dark mage in the world! No one can control me!,Give it to me! It's nothing for you but something for me!,It's mine now!,"If you see an ant, you should slowly raise your foot and---- TRAMPLE! It's so fun!",Can't you find a darker place?,"Hey, don't turn on the light!","It feels good to spend some of your time in darkness, right?--- Darkness is not something always bad~","Go to work now, I can use your salary!","If you don't get your rewards now, it will not be yours anymore~",Ah! Something fun is finally happening!,Isn't that an obvious consequence?,Uh… I let my guard down…,填充,填充,填充,填充
