id,desc,title
143,Journey Beyond,Journey\nBeyond
144,Red Riding Hood's Gift,Red Riding\nHood's Gift
141,Fairytale Land,Fairytale\nLand
145,Valentine's Limited Pack,Valentine's\nLimited Pack
146,Test Fund,Test\nFund
147,Special Skin Pack,Special\nSkin Pack
148,Special Gift Pack,Special\nGift Pack
149,Magician's Assistant,Magician's\nAssistant
150,Halloween Pumpkin Patch,Halloween\nPumpkin Patch
151,Crystal Chisel Supply,Crystal Chisel\nSupply
152,Lunchbox Supply,Lunchbox\nSupply
153,Servant Cookies Supply,Servant Cookies\nSupply
154,House Exam Supply,House Exam\nSupply
156,7-Day Mission,7-Day\nMission
157,Special Gift Pack,Beginner\nPack
155,Old Campus Exploration,Old Campus\nExploration
158,韓國kakaopay（韓語專用）,韓國kakaopay（韓語專用）
159,Monthly Kick Off,Monthly\nKick Off
160,May Day Pack,May Day\nPack
161,An Encounter Through Time,An Encounter\nThrough Time
162,Newcomer's Trial,Newcomer's\nTrial
163,Reward Exchange,Reward\nExchange
164,First Recharge,First\nRecharge
165,Beginner Special,Beginner\nSpecial
166,Luvly's Journey,Luvly's\nJourney
167,Luvly's Elite Supply,Luvly's Elite\nSupply
170,New Year Special,New Year\nSpecial
171,Christmas Dollhouse,Christmas\nDollhouse
172,New Year Sign In,New Year\nSign In
169,Christmas Store,Christmas\nStore
168,Girls X Capsule Points,Girls X\nCapsule Points
173,Yume Study Session,Yume\nStudy Session
174,Turin Enhancement,Turin\nEnhancement
175,Antique Aid,Antique\nAid
176,Beginner Funds,Beginner\nFunds
177,Beginner's Capsule,Beginner's\nCapsule
178,Lucky Bonus,Lucky\nBonus
179,Limited Starter Capsule,Limited\nStarter Capsule
180,Beginner's Limited Capsule Pack,Beginner's Limited\nCapsule Pack
181,New Year Emporium,New Year\nEmporium
182,Spring Ceremony,Spring\nCeremony
183,Super Exchange,Super\nExchange
184,Recharge Addition,Recharge\nAddition
185,Valentine's Again,Valentine's\nAgain
186,Servant Challenge,Servant\nChallenge
187,Servant Supply,Servant\nSupply
188,Enroll Bonus,Enroll\nBonus
189,Puppet Parade,Puppet\nParade
190,Easter Pack,Easter\nPack
191,Egg Surprise,Egg\nSurprise
192,Easter Egg Pack,Easter Egg\nPack
193,Limited Missions,Limited\nMissions
195,Gift Code,Gift\nCode
196,Firework Project,Firework\nProject
197,Estel's Development,Estel's\nDevelopment
198,Ancient City Battle,Ancient City\nBattle
199,Senpai! It's roll call!,Senpai!\nIt's roll call!
202,New Student Program,New Student\nProgram
203,Program Pack,Program\nPack
204,Program Study,Program\nStudy
205,Coral Branch Collection,Coral Branch\nCollection
206,The Secret of Time,The Secret\nof Time
207,Traces of Time,Traces\nof Time
208,Girl Collection,Girl\nCollection
209,Magical Supplies,Magical\nSupplies
210,Customization Pack,Customization\nPack
211,Bizarre Supply,Bizarre\nSupply
212,Adventure Prep,Adventure\nPrep
213,Adventure Team Recruitment,Adventure Team\nRecruitment
214,Bizarre Adventures,Bizarre\nAdventures
215,Customized Supply,Customized\nSupply
216,New Student Program,New Student\nProgram
217,Program Pack,Program\nPack
218,Program Study,Program\nStudy
219,Welcome Back Special Treat,Welcome\nBack
221,Close Call? Crystal Ball Crisis!!!,Close Call?\nCrystal Ball Crisis!!!
224,3rd Anniversary Special Pack,3rd Anniversary\nSpecial Pack
225,3rd Anniversary Special Pack,3rd Anniversary\nSpecial Pack
226,Yume Tasting,Yume Tasting
227,Hidden Cellar,Hidden\nCellar
228,Miss Yume Pageant,Miss Yume\nPageant
229,Blessings from the Stars,Blessings from the Stars
230,To The Beach!,To\nThe Beach!
231,Beach Illustration,Beach\nIllustration
232,Skin Exchange,Skin\nExchange
233,Summer Pack,Summer\nPack
234,Jungle Exploration,Jungle\nExploration
239,Antique Laboratory,Antique\nLaboratory
240,Story Challenge,Story\nChallenge
241,Customized Supply,Customized\nSupply
242,Outfit Store Opening Ceremony,Outfit Store\nOpening Ceremony
235,Outfit Sale,Outfit\nSale
