id,map_id,cell_type,name,desc,num
34,5,4,Mansion 13,"Make your choice according to the description, you will get different rewards according to the choice you make.\nMain Challenge: The reward you get from this challenge will increase.",13
35,5,4,Mansion 14,"Make your choice according to the description, you will get different rewards according to the choice you make.",14
36,5,2,Mansion 15,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: None,15
37,5,3,Mansion 16,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge has ""white or silver hair"" in at least one of her designs (skins are not included), you will be able to get better rewards!",16
38,5,4,Mansion 17,"Make your choice according to the description, you will get different rewards according to the choice you make.",17
39,5,0,,,
40,5,3,Mansion 18,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is from House Human, you will be able to get better rewards!",18
41,5,4,Mansion 19,"Make your choice according to the description, you will get different rewards according to the choice you make.",19
42,5,2,Mansion 20,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: Your Girl will lose 10% of Attack for each stack of buff she has.,20
43,5,2,Mansion 21,"Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: At the end of each turn, the Girl with the highest Hp in your team will take (20% of Maximum Hp) damage\nMain Challenge: The reward you get from this challenge will increase.",21
44,5,0,,,
45,5,0,,,
46,5,0,,,
47,5,0,,,
48,5,3,Mansion 22,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is from House Ghost, you will be able to get better rewards!",22
49,5,4,Mansion 23,"Make your choice according to the description, you will get different rewards according to the choice you make.",23
50,5,2,Mansion 24,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: None,24
51,5,0,,,
52,5,0,,,
53,5,3,Mansion 25,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is from House Monster, you will be able to get better rewards!\nMain Challenge: The reward you get from this challenge will increase.",25
54,5,4,Mansion 26,"Make your choice according to the description, you will get different rewards according to the choice you make.",26
55,5,2,Mansion 27,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: The Damage Over Turn dealt by your team will be reduced by 80%.,27
56,5,3,Mansion 28,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is from House Fairy, you will be able to get better rewards!",28
57,5,2,Mansion 29,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: The Damage from Critical hit will be reduced by 80%.,29
58,5,4,Mansion 30,"Make your choice according to the description, you will get different rewards according to the choice you make.",30
59,5,3,Mansion 31,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is 16 years old in appearance, you will be able to get better rewards!",31
60,5,0,,,
61,5,0,,,
62,5,2,Mansion 32,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: None\nMain Challenge: The reward you get from this challenge will increase.,32
63,5,0,,,
64,5,0,,,
65,5,0,,,
66,5,0,,,
67,5,0,,,
68,5,0,,,
69,5,0,,,
70,5,0,,,
71,5,0,,,
72,5,3,Mansion 33,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is born in August or September, you will be able to get better rewards!",33
73,5,4,Mansion 34,"Make your choice according to the description, you will get different rewards according to the choice you make.\nMain Challenge: The reward you get from this challenge will increase.",34
74,5,4,Mansion 35,"Make your choice according to the description, you will get different rewards according to the choice you make.",35
75,5,2,Mansion 36,"Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: Once an enemy got Petrified, Stunned or Frozen. 2 random Girls in your team will take (10% of their Maximum Hp) damage.",36
76,5,3,Mansion 37,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is from House Monster, you will be able to get better rewards!",37
77,5,3,Mansion 38,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is 16 years old in appearance, you will be able to get better rewards!",38
78,5,4,Mansion 39,"Make your choice according to the description, you will get different rewards according to the choice you make.",39
79,5,2,Mansion 40,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: The enemies will be immune to every 5th damage they take.,40
80,5,4,Mansion 41,"Make your choice according to the description, you will get different rewards according to the choice you make.",41
81,5,4,Mansion 42,"Make your choice according to the description, you will get different rewards according to the choice you make.",42
82,5,2,Mansion 43,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: None,43
83,5,2,Mansion 44,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: Your Girl will lose 10% of Attack for each stack of buff she has.\nMain Challenge: The reward you get from this challenge will increase.,44
84,5,3,Mansion 45,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is born in August or September, you will be able to get better rewards!\nMain Challenge: The reward you get from this challenge will increase.",45
85,5,2,Mansion 46,"Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: At the end of each turn, the Girl with the highest Hp in your team will take (20% of Maximum Hp) damage\nMain Challenge: The reward you get from this challenge will increase.",46
86,5,4,Mansion 47,"Make your choice according to the description, you will get different rewards according to the choice you make.\nMain Challenge: The reward you get from this challenge will increase.",47
87,5,2,Mansion 48,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: None\nMain Challenge: The reward you get from this challenge will increase.,48
88,5,3,Mansion 49,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is from House Fairy, you will be able to get better rewards!\nMain Challenge: The reward you get from this challenge will increase.",49
89,5,2,Mansion 50,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: The Damage Over Turn dealt by your team will be reduced by 80%.\nMain Challenge: The reward you get from this challenge will increase.,50
90,5,4,Mansion 51,"Make your choice according to the description, you will get different rewards according to the choice you make.",51
91,5,0,,,
92,5,2,Mansion 52,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: The Damage from Critical hit will be reduced by 80%.,52
93,5,3,Mansion 53,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge likes ""Slingshot"" or ""Umbrella"", you will be able to get better rewards!",53
94,5,4,Mansion 54,"Make your choice according to the description, you will get different rewards according to the choice you make.",54
95,5,4,Mansion 55,"Make your choice according to the description, you will get different rewards according to the choice you make.",55
96,5,2,Mansion 56,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: None,56
97,5,3,Mansion 57,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge has ""white or silver hair"" in at least one of her designs (skins are not included), you will be able to get better rewards!",57
98,5,2,Mansion 58,"Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: Once an enemy got Petrified, Stunned or Frozen. 2 random Girls in your team will take (10% of their Maximum Hp) damage.",58
99,5,3,Mansion 59,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is from House Ghost, you will be able to get better rewards!",59
100,5,1,Mansion 60,Starting Block,60
101,1,0,,,
102,1,0,,,
103,1,0,,,
104,1,0,,,
105,1,5,Forest 01,"Challenge the Boss inside the Lost Forest, break the illusion of this place!\nMain Challenge: The reward you get from this challenge will increase.\nMain Challenge: The reward you get from this challenge will increase.",01
106,1,0,,,
107,1,0,,,
108,1,0,,,
109,1,0,,,
110,1,0,,,
111,1,0,,,
112,1,0,,,
113,1,2,Forest 02,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: The enemies will be immune to every 5th damage they take.,02
114,1,3,Forest 03,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge has ""animals ears"", you will be able to get better rewards!",03
115,1,2,Forest 04,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: None\nMain Challenge: The reward you get from this challenge will increase.,04
116,1,0,,,
117,1,4,Forest 05,"Make your choice according to the description, you will get different rewards according to the choice you make.",05
118,1,2,Forest 06,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: Your Girl will lose 10% of Attack for each stack of buff she has.,06
119,1,0,,,
120,1,0,,,
121,1,0,,,
122,1,4,Forest 07,"Make your choice according to the description, you will get different rewards according to the choice you make.",07
123,1,2,Forest 08,"Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: At the end of each turn, the Girl with the highest Hp in your team will take (20% of Maximum Hp) damage",08
124,1,4,Forest 09,"Make your choice according to the description, you will get different rewards according to the choice you make.",09
125,1,3,Forest 10,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is from House Human, you will be able to get better rewards!\nMain Challenge: The reward you get from this challenge will increase.",10
126,1,2,Forest 11,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: None\nMain Challenge: The reward you get from this challenge will increase.,11
127,1,4,Forest 12,"Make your choice according to the description, you will get different rewards according to the choice you make.\nMain Challenge: The reward you get from this challenge will increase.",12
128,1,3,Forest 13,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge likes ""Mystic Rose"" or ""Cherry Fan"", you will be able to get better rewards!",13
129,1,0,,,
130,1,0,,,
131,1,0,,,
132,1,2,Forest 14,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: The Damage Over Turn dealt by your team will be reduced by 80%.,14
133,1,3,Forest 15,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is from House Monster, you will be able to get better rewards!",15
134,1,0,,,
135,1,0,,,
136,1,0,,,
137,1,0,,,
138,1,2,Forest 16,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: The Damage from Critical hit will be reduced by 80%.\nMain Challenge: The reward you get from this challenge will increase.,16
139,1,4,Forest 17,"Make your choice according to the description, you will get different rewards according to the choice you make.",17
140,1,0,,,
141,1,4,Forest 18,"Make your choice according to the description, you will get different rewards according to the choice you make.",18
142,1,2,Forest 19,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: None,19
143,1,4,Forest 20,"Make your choice according to the description, you will get different rewards according to the choice you make.",20
144,1,4,Forest 21,"Make your choice according to the description, you will get different rewards according to the choice you make.",21
145,1,3,Forest 22,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is 16 years old in appearance, you will be able to get better rewards!",22
146,1,4,Forest 23,"Make your choice according to the description, you will get different rewards according to the choice you make.",23
147,1,0,,,
148,1,3,Forest 24,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is born in August or September, you will be able to get better rewards!\nMain Challenge: The reward you get from this challenge will increase.",24
149,1,2,Forest 25,"Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: Once an enemy got Petrified, Stunned or Frozen. 2 random Girls in your team will take (10% of their Maximum Hp) damage.",25
150,1,0,,,
151,1,3,Forest 26,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is from House Fairy, you will be able to get better rewards!",26
152,1,0,,,
153,1,0,,,
154,1,0,,,
155,1,4,Forest 27,"Make your choice according to the description, you will get different rewards according to the choice you make.",27
156,1,2,Forest 28,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: The enemies will be immune to every 5th damage they take.\nMain Challenge: The reward you get from this challenge will increase.,28
157,1,4,Forest 29,"Make your choice according to the description, you will get different rewards according to the choice you make.\nMain Challenge: The reward you get from this challenge will increase.",29
158,1,2,Forest 30,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: None\nMain Challenge: The reward you get from this challenge will increase.,30
159,1,0,,,
160,1,3,Forest 31,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge likes ""Slingshot"" or ""Umbrella"", you will be able to get better rewards!",31
161,1,2,Forest 32,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: Your Girl will lose 10% of Attack for each stack of buff she has.,32
162,1,4,Forest 33,"Make your choice according to the description, you will get different rewards according to the choice you make.",33
163,1,3,Forest 34,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge has ""white or silver hair"" in at least one of her designs (skins are not included), you will be able to get better rewards!",34
164,1,4,Forest 35,"Make your choice according to the description, you will get different rewards according to the choice you make.",35
165,1,3,Forest 36,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is from House Ghost, you will be able to get better rewards!\nMain Challenge: The reward you get from this challenge will increase.",36
166,1,4,Forest 37,"Make your choice according to the description, you will get different rewards according to the choice you make.",37
167,1,3,Forest 38,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge has ""animals ears"", you will be able to get better rewards!",38
168,1,4,Forest 39,"Make your choice according to the description, you will get different rewards according to the choice you make.",39
169,1,2,Forest 40,"Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: At the end of each turn, the Girl with the highest Hp in your team will take (20% of Maximum Hp) damage",40
170,1,0,,,
171,1,0,,,
172,1,0,,,
173,1,2,Forest 41,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: None,41
174,1,3,Forest 42,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is from House Human, you will be able to get better rewards!",42
175,1,2,Forest 43,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: The Damage Over Turn dealt by your team will be reduced by 80%.\nMain Challenge: The reward you get from this challenge will increase.,43
176,1,3,Forest 44,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge likes ""Mystic Rose"" or ""Cherry Fan"", you will be able to get better rewards!",44
177,1,2,Forest 45,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: The Damage from Critical hit will be reduced by 80%.,45
178,1,2,Forest 46,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: None,46
179,1,0,,,
180,1,0,,,
181,1,0,,,
182,1,0,,,
183,1,4,Forest 47,"Make your choice according to the description, you will get different rewards according to the choice you make.",47
184,1,4,Forest 48,"Make your choice according to the description, you will get different rewards according to the choice you make.\nMain Challenge: The reward you get from this challenge will increase.",48
185,1,3,Forest 49,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is from House Monster, you will be able to get better rewards!",49
186,1,3,Forest 50,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is 16 years old in appearance, you will be able to get better rewards!",50
187,1,4,Forest 51,"Make your choice according to the description, you will get different rewards according to the choice you make.",51
188,1,0,,,
189,1,0,,,
190,1,0,,,
191,1,1,Forest 52,Starting Block,52
192,1,2,Forest 53,"Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: Once an enemy got Petrified, Stunned or Frozen. 2 random Girls in your team will take (10% of their Maximum Hp) damage.\nMain Challenge: The reward you get from this challenge will increase.",53
193,1,3,Forest 54,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is born in August or September, you will be able to get better rewards!\nMain Challenge: The reward you get from this challenge will increase.",54
194,1,2,Forest 55,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: The enemies will be immune to every 5th damage they take.\nMain Challenge: The reward you get from this challenge will increase.,55
195,1,3,Forest 56,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is from House Fairy, you will be able to get better rewards!",56
196,1,2,Forest 57,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: None,57
197,1,4,Forest 58,"Make your choice according to the description, you will get different rewards according to the choice you make.",58
198,1,2,Forest 59,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: Your Girl will lose 10% of Attack for each stack of buff she has.,59
199,1,2,Forest 60,"Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: At the end of each turn, the Girl with the highest Hp in your team will take (20% of Maximum Hp) damage",60
200,1,0,,,
201,2,0,,,
202,2,0,,,
203,2,5,Castle 01,"Challenge the Boss inside the Familiar Castle, break the illusion of this place!\nMain Challenge: The reward you get from this challenge will increase.",01
204,2,0,,,
205,2,4,Castle 02,"Make your choice according to the description, you will get different rewards according to the choice you make.",02
206,2,0,,,
207,2,2,Castle 03,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: None,03
208,2,0,,,
209,2,0,,,
210,2,0,,,
211,2,0,,,
212,2,2,Castle 04,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: The Damage Over Turn dealt by your team will be reduced by 80%.,04
213,2,4,Castle 05,"Make your choice according to the description, you will get different rewards according to the choice you make.",05
214,2,2,Castle 06,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: The Damage from Critical hit will be reduced by 80%.\nMain Challenge: The reward you get from this challenge will increase.,06
215,2,3,Castle 07,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge likes ""Slingshot"" or ""Umbrella"", you will be able to get better rewards!\nMain Challenge: The reward you get from this challenge will increase.",07
216,2,2,Castle 08,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: None\nMain Challenge: The reward you get from this challenge will increase.,08
217,2,4,Castle 09,"Make your choice according to the description, you will get different rewards according to the choice you make.\nMain Challenge: The reward you get from this challenge will increase.",09
218,2,3,Castle 10,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge has ""white or silver hair"" in at least one of her designs (skins are not included), you will be able to get better rewards!",10
219,2,2,Castle 11,"Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: Once an enemy got Petrified, Stunned or Frozen. 2 random Girls in your team will take (10% of their Maximum Hp) damage.",11
220,2,0,,,
221,2,0,,,
222,2,0,,,
223,2,3,Castle 12,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is from House Ghost, you will be able to get better rewards!",12
224,2,4,Castle 13,"Make your choice according to the description, you will get different rewards according to the choice you make.",13
225,2,0,,,
226,2,3,Castle 14,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge has ""animals ears"", you will be able to get better rewards!",14
227,2,2,Castle 15,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: The enemies will be immune to every 5th damage they take.\nMain Challenge: The reward you get from this challenge will increase.,15
228,2,0,,,
229,2,0,,,
230,2,0,,,
231,2,0,,,
232,2,4,Castle 16,"Make your choice according to the description, you will get different rewards according to the choice you make.",16
233,2,2,Castle 17,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: None,17
234,2,4,Castle 18,"Make your choice according to the description, you will get different rewards according to the choice you make.",18
235,2,2,Castle 19,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: Your Girl will lose 10% of Attack for each stack of buff she has.,19
236,2,4,Castle 20,"Make your choice according to the description, you will get different rewards according to the choice you make.",20
237,2,2,Castle 21,"Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: At the end of each turn, the Girl with the highest Hp in your team will take (20% of Maximum Hp) damage",21
238,2,3,Castle 22,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is from House Human, you will be able to get better rewards!\nMain Challenge: The reward you get from this challenge will increase.",22
239,2,2,Castle 23,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: None,23
240,2,0,,,
241,2,4,Castle 24,"Make your choice according to the description, you will get different rewards according to the choice you make.",24
242,2,3,Castle 25,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge likes ""Mystic Rose"" or ""Cherry Fan"", you will be able to get better rewards!",25
243,2,0,,,
244,2,0,,,
245,2,0,,,
246,2,0,,,
247,2,0,,,
248,2,2,Castle 26,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: The Damage Over Turn dealt by your team will be reduced by 80%.\nMain Challenge: The reward you get from this challenge will increase.,26
249,2,4,Castle 27,"Make your choice according to the description, you will get different rewards according to the choice you make.",27
250,2,0,,,
251,2,0,,,
252,2,2,Castle 28,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: The Damage from Critical hit will be reduced by 80%.,28
253,2,0,,,
254,2,4,Castle 29,"Make your choice according to the description, you will get different rewards according to the choice you make.",29
255,2,2,Castle 30,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: None,30
256,2,3,Castle 31,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is from House Monster, you will be able to get better rewards!",31
257,2,4,Castle 32,"Make your choice according to the description, you will get different rewards according to the choice you make.",32
258,2,4,Castle 33,"Make your choice according to the description, you will get different rewards according to the choice you make.\nMain Challenge: The reward you get from this challenge will increase.",33
259,2,3,Castle 34,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is 16 years old in appearance, you will be able to get better rewards!",34
260,2,0,,,
261,2,0,,,
262,2,0,,,
263,2,4,Castle 35,"Make your choice according to the description, you will get different rewards according to the choice you make.",35
264,2,3,Castle 36,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is born in August or September, you will be able to get better rewards!",36
265,2,0,,,
266,2,3,Castle 37,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is from House Fairy, you will be able to get better rewards!\nMain Challenge: The reward you get from this challenge will increase.",37
267,2,2,Castle 38,"Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: Once an enemy got Petrified, Stunned or Frozen. 2 random Girls in your team will take (10% of their Maximum Hp) damage.\nMain Challenge: The reward you get from this challenge will increase.",38
268,2,0,,,
269,2,2,Castle 39,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: The enemies will be immune to every 5th damage they take.,39
270,2,0,,,
271,2,1,Castle 40,Starting Block,40
272,2,2,Castle 41,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: None\nMain Challenge: The reward you get from this challenge will increase.,41
273,2,3,Castle 42,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge likes ""Slingshot"" or ""Umbrella"", you will be able to get better rewards!\nMain Challenge: The reward you get from this challenge will increase.",42
274,2,2,Castle 43,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: Your Girl will lose 10% of Attack for each stack of buff she has.\nMain Challenge: The reward you get from this challenge will increase.,43
275,2,4,Castle 44,"Make your choice according to the description, you will get different rewards according to the choice you make.\nMain Challenge: The reward you get from this challenge will increase.",44
276,2,2,Castle 45,"Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: At the end of each turn, the Girl with the highest Hp in your team will take (20% of Maximum Hp) damage\nMain Challenge: The reward you get from this challenge will increase.",45
277,2,4,Castle 46,"Make your choice according to the description, you will get different rewards according to the choice you make.",46
278,2,3,Castle 47,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge has ""white or silver hair"" in at least one of her designs (skins are not included), you will be able to get better rewards!",47
279,2,4,Castle 48,"Make your choice according to the description, you will get different rewards according to the choice you make.",48
280,2,3,Castle 49,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is from House Ghost, you will be able to get better rewards!",49
281,2,0,,,
282,2,4,Castle 50,"Make your choice according to the description, you will get different rewards according to the choice you make.",50
283,2,0,,,
284,2,4,Castle 51,"Make your choice according to the description, you will get different rewards according to the choice you make.",51
285,2,3,Castle 52,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge has ""animals ears"", you will be able to get better rewards!",52
286,2,3,Castle 53,"Choose your Girl to join the Support Challenge and get rewards. If the Girl you choose for the challenge is from House Human, you will be able to get better rewards!",53
287,2,0,,,
288,2,2,Castle 54,Fight the enemies with your own Girls or the NPC Girls to get rewards. The reward will be better as you deal more damage.\nSpecial Challenge: None,54
289,2,0,,,
290,2,0,,,
291,2,0,,,
292,2,0,,,
