id,text
110022301,Don't… Don't disturb my sleep...
110022401,Gift... Thanks... Leave it there~
110022501,Thanks for the gift~ It will help me fall asleep better~ You can lie down with me. Sleeping alone is no fun.
110022601,Welcome back~
110030201,I'll get rid of all who stand in my way! ALL! OF! THEM!
110030202,You are the only one in this world to me! Everything else must be destroyed.
110030203,That girl is dead meat. She approached you.
110030204,Ah~ Together forever!!
110030205,"It's okay, Master~ As long as I am here, you won't get hurt ever again!"
110030301,I won't let you suffer.
110030401,Want to be like this forever. Forever watching you.
110030501,-1
110030601,Destroy!
110030701,I need more! MOREEEEE!
110030801,Now I can wield a bigger sword~
110031101,Is this exclusive? Please tell me this is exclusive!
110031102,"With this, no one will question our relationship alive!"
110032801,It's time to declare my sovereignty to Senpai~
110031301,"Master, I want a reward for this~"
110031401,"No, it's not supposed to end this way…"
110031501,-1
110031502,-1
110031503,-1
110031504,-1
110031601,The ones that dared to stand between us are all gone...and will never return!
110031701,You've finally returned! Senpai!
110031801,I‘ll be waiting for you~
110031901,Oh! Master leans on me when sleeping! Hope this moment could last forever!
110032001,"Don't talk with any female during the work, Senpai~"
110032101,Senpai's rewards cannot be taken by others!
110032201,Nothing can interrupt me and Senpai! Even it's an emergency!
110032301,I don't need it~
110032401,A gift? I hope I'm the only person you give it to~
110032501,For me? Is that also mine? Then you're also mine!
110032601,You're finally back! You got me worried~
120010201,Master! No... There is no special service for that kind of thing.
120010202,The meaning of my existence is to serve my master to the fullest.
120010203,"Master, how should I handle this person? Should I make it so she can't use her hands? Or make her never see anything ever again?"
120010204,"As long as it's what Master wishes, I'll definitely make it come true!"
120010205,"I am not without my own will, but Master is the first priority."
120010301,This is my master's order.
120010401,"Master, here are clothes for today's trip. Breakfast is also ready. Here are the toothbrush and toothpaste. Is there anything else you need?"
120010501,-1
120010601,Come here!
120010701,I suggest you give this to the ones who are more in need~
120010801,Hope I can do more things for my master~
120011101,Maid dress is already enough for me. But I will try this on if it's your will~
120011102,What costume you would want me to dress on today?
120012801,"Master, please allow me to serve by you during your walk."
120011301,This victory is at hand as long as we're under your command!
120011401,"You go first, I will hold the enemies off!"
120011501,-1
120011502,-1
120011503,-1
120011504,-1
120011601,"Master...if this is your wish, I will stay with you forever."
120011701,"Master, I have cleaned up the room as you ordered."
120011801,"Master, I'll clean up this room for you in no time!"
120011901,"Master, I've made your bed. If you feel tired, I can take you to bedroom~"
120012001,"Master, it's time for the internship~ I wish I could complete that for you, but it seems you're the only one who can do the job~"
120012101,"Master, please collect your rewards~"
120012201,"Master, something's happening on campus, I can lead the way if you want to take a look."
120012301,Master...do you really hate me?
120012401,"Master, you forgot something~ Gift for me?"
120012501,Such a nice gift~ Is it for me?
120012601,Welcome back!
120020201,Oh? Want to see if you can break through this shield? Go ahead and try it...
120020202,"The human mind can be as fragile as glass, yet as hard as steel. Incredible."
120020203,Defensive attributes changes along with offensive attributes. This is a part of the crystal of science and technology.
120020204,My shield can protect me. But what protects my soul?
120020205,I always protect others. But when can someone protect me?
120020301,Shield... Deploy!
120020401,I'm your strongest shield and I'll defend you against all attacks. But if it's an attack on your soul... I... can't do anything about that...
120020501,-1
120020601,Fight to protect!
120020701,…Shield up~
120020801,My shield needs to be better forged for the upcoming battles!
120021101,This surely cannot protect my body~
120021102,Please equip me with the best armor you have~
120022801,Get behind me~ It's my duty to protect my teammates!
120021301,You cannot defeat me!
120021401,"The shield has been broken, I'll cover the retreat with my body instead!"
120021501,-1
120021502,-1
120021503,-1
120021504,-1
120021601,"I will stand in front of you, protecting you from all attempts to your life, and I trust you to watch my back."
120021701,"Master, when can I see some real action?"
120021801,Aegis standing by!
120021901,"It still feels good to stay by your side, master."
120022001,"Master, it's time for you to complete the internship."
120022101,Your rewards are left out there.
120022201,"The Academy needs you to solve the crisis, and I'll cover you when you're there."
120022301,Not interested~
120022401,A gift? Thank you~
120022501,"Oh~no. You captured my heart, master..."
120022601,I'm glad to see you safe and sound~
120030201,"The most delicious fruit doesn't have to grow in the highest places. Neither do people, right?"
120030202,"Blueberries are really elegant. Would you like a taste? I love to make yogurt using them. What do you think, Master?"
120030203,"Apples are the sweetest in winter. Maybe it's a matter of frame of mind, but you'll be really happy when you see glowing red."
120030204,This isn't ripe yet. Absolutely don't take it! It will be a shame not tasting it when it's most delicious.
120030205,There is something especially delicious about the fruits that you picked for yourself~
120030301,Go pick a fruit~
120030401,Does Master lack enough vitamins? I can help you with that! The lychee this season is tasty! Want some?
120030501,-1
120030601,Want some durians?
120030701,Please take these fruits in return~
120030801,"After becoming stronger, I'm finally able to get all the fruits I want easier!"
120031101,"This dress is so nice, thank you!"
120031102,Thank you for always preparing new dresses for me! Please take this basket of fruits as my gift! They are all picked by myself~
120032801,Will you allow me to show you my orchard?
120031301,Taste the wrath of fruits!
120031401,Oh no… They ruined my fruits…
120031501,-1
120031502,-1
120031503,-1
120031504,-1
120031601,"I like fruits, and I like you too, so enjoying fruits together with you makes me extremely happy~"
120031701,"I prepared an apple for you on the table, please help yourself~"
120031801,"Your room is so big, Senpai~"
120031901,"Please have a good rest, let me fetch you a fruit~"
120032001,"Time to go to work, Senpai~"
120032101,Claiming your rewards is also a part of the mission~
120032201,"A riot is happening? I think I will have to check the status of my orchard then… Please stop the riot as soon as possible, Senpai!"
120032301,"I'm sorry, but I prefer fresh-picked fruits..."
120032401,Thank you~
120032501,"Such a wonderful gift~ I like it~ Thank you, Master~"
120032601,Welcome back! Do you want an apple?
130010201,"Massage? Sorry, I do not understand this order."
130010202,"Crossing Time and Space? Sorry, you don't have the permission."
130010203,"Almost out of batteries, Master. Pleases recharge."
130010204,"""Error!"" ""Error""! An error occurred during execution. Please re-enter the instructions."
130010205,"I do not have the procedure for ""feeling."" Operation failed."
130010301,Starting attack program.
130010401,Jump successful! Space-Time Travel robot code C204 from the year 2036. Please enter your instructions.
130010501,-1
130010601,Execution procedures
130010701,System upgraded.
130010801,RAM promoted.
130011101,New software installed.
130011102,Error! Interface mismatch.
130012801,"Order confirmed, moving out."
130011301,Target eliminated.
130011401,"Critical damage detected, retreat."
130011501,-1
130011502,-1
130011503,-1
130011504,-1
130011601,"I recorded every moment with you in my core, so they will stay with me forever...Until I break down, please take good care of me, okay?"
130011701,"Hello, Master."
130011801,"Target location reached, engaging ""Idle"" protocol."
130011901,"All mission accomplished, requesting new orders."
130012001,"Beep, system hint: Intern."
130012101,"Beep, system hint: Claim quest rewards."
130012201,"Energy reading instable in Playground, requesting to activate the defense protocol."
130012301,[Error]! [Gift] Unacceptable!
130012401,"[Gift], thank you~"
130012501,"[Error]! Core temperature overheat! Master, your [Gift] brings me some unexpected experience..."
130012601,"Welcome back, Master!"
130020201,"Frankenstein, Dracula, witch, werewolf, the zombie, and skeleton... Ah! Halloween is tomorrow! Don't run away! Come back!"
130020202,Look at my hat. What do you want to come out of there? Anything can come out!
130020203,"If you're afraid, let's hide under the bed together."
130020204,"Master! I forgot to bring a gift. So, I am a gift myself!"
130020205,Would you like to try a magic broom? Isn't it a little hard to keep balance?
130020301,Come on! Let's play.
130020401,"Hey hey hey! Trick or treat! Master, if you don't give me candy, I'm going to make trouble!"
130020501,-1
130020601,I'll make trouble~!
130020701,I want more candy~
130020801,"I was always trying to improve myself, even if everyone ignores me!"
130021101,I don't think I would ever use this.
130021102,I hope that I can get a new wand…
130022801,"I know it's not important, but do our enemies have Halloween?"
130021301,You're in my turf now!
130021401,So… It's not Halloween today?…
130021501,-1
130021502,-1
130021503,-1
130021504,-1
130021601,"My wish? I have many of them, but if I really had to choose between celebrating Halloween every day or being with you, I'd choose the latter~"
130021701,You've finally arrived~ Have you brought me any candy today?
130021801,I'll hide my candies under the bed right now~
130021901,"Have a sweet dream, even in this strange sleeping position~"
130022001,"I cannot do everything for you, so you'd better go and complete your internship by yourself!"
130022101,"The rewards today are--- Candies!!! Haha, just kidding!"
130022201,Don't forget to check out the weird classroom I mentioned yesterday~ It's rightly inside the abandoned school building!
130022301,"Just this, and no candies on Halloween?"
130022401,Thank you for your gift~
130022501,"Happy Halloween~You're the best,master~"
130022601,Trick or treat!
130030201,What I inherited... The power and curse of the witch... I'll forever hate the curse of mankind...
130030202,Ever since birth... I could never feel this... Warmth...
130030203,"After leaving everyone, I found everything to be free and relaxed."
130030204,"I don't understand... Why would anyone want to be with someone else? The weak gather together, right?"
130030205,The desert~ Is my second home.
130030301,Do you feel resentment? The power of this deep grievance.
130030401,Show me your resentment. Such a strong corrupt soul... Pretty interesting~ Come here. Who do you want to curse?
130030501,-1
130030601,Curse you.
130030701,"With my hatred grows, the power rises!"
130030801,I will continue my life alone!
130031101,As you wish.
130031102,Just stay there and watch how I fight!
130032801,"So, they're your targets?"
130031301,"The enemies have spilled their blood, and very soon, their remorse with it!"
130031401,"So, it is my turn to get defeated…"
130031501,-1
130031502,-1
130031503,-1
130031504,-1
130031601,"Even if I lost my powers forever, I am not afraid as long as I have you by my side."
130031701,What else do you want to say?
130031801,"Close the door and window, I don't want my sand sculpture got ruined by wind."
130031901,"Where's Senpai? I've not seen him for almost an entire day... Whatever, I can use the rest."
130032001,Get back to work!
130032101,"Maybe, I can just quit reminding you to claim your rewards?"
130032201,"It's been a long time since I last sensed such hatred on campus, something big must be happening!"
130032301,I can feel my powers dwindling...take it away immediately!
130032401,Is this...for me?
130032501,"I feel my powers augmented when I have this, thank you~"
130032601,"Welcome back, Senpai~"
140010201,Lucky you. Great~ This year will be smooth sailing.
140010202,"If you can, please go to the temple to visit me."
140010203,"Excuse me, are you looking for love? Wealth? Health? You can find it right here~"
140010204,"If you are sincere, come~ Express your wishes~"
140010205,"Now, what is she up to...? Being alone in that shrine, I miss her a little."
140010301,"Come, let's see what you can do!"
140010401,"Senpai, I'm Elloi. If you encounter any problems, please don't hesitate to see me outside."
140010501,-1
140010601,Let's look at your future!
140010701,It will still be your lucky day tomorrow~
140010801,I can understand this~
140011101,It turns out that the costume suits me very well~
140011102,Don't forget to take this amulet with you~
140012801,"Don't turn emotional easily, even during your lucky hour~"
140011301,This is also a part of the plan~
140011401,We should run and live to fight another day!
140011501,-1
140011502,-1
140011503,-1
140011504,-1
140011601,"Divination shows one possibility, not your destiny. However, the future we built together...will be destiny."
140011701,Why in such a hurry? Do you need my help?
140011801,It will be even better if there's a tea set inside this room…
140011901,"It's very important to learn how to calm down yourself! Oh, I didn't realize that you're asleep."
140012001,"If my memory is not failing me, you've got an internship to finish today, why are you still here talking with me?"
140012101,"Divination sticks can only show you possibilities, but you're the person to decide if you will stop pretending to sleep."
140012201,"It is very noisy outside, is Priestess back? Let's go and see~"
140012301,You... How could you...
140012401,Is this your gift for me? Thank you.
140012501,Thanks for the gift~ Would you like some divination paper? They're very effective~
140012601,Welcome back~ Are you feeling lucky today?
140020201,Careful! That child is a little frightened... Who do you think that child is? Isn't she right over there? She's my friend!
140020202,"The fairies seem to be worried lately. I want to be friends with humans, but I don't want to scare them. Do you have any good advice?"
140020203,You called? Sorry... It's been so long since I spoke with a human being.
140020204,"Master, if you have something to say, say it before you regret it~ I may not know what that means, but the fairies do!"
140020205,"Master, you can't win if you don't keep working hard. That's what the fairies said."
140020301,"Everyone, it's time to shine!"
140020401,The fairies want to be your friends. This is Ashu and that is Mira... Eh? Can't you see them? What a shame.
140020501,-1
140020601,Fairies... Lend me your strength!
140020701,The elves are laughing~
140020801,"I found a new elf, maybe she's lost?"
140021101,The elves told me that this would help~
140021102,"Well, this should be enough."
140022801,My elves cannot wait to prove themselves~
140021301,All thanks to the support of others.
140021401,"Sorry, I've failed you all."
140021501,-1
140021502,-1
140021503,-1
140021504,-1
140021601,"I like my fairies a lot, and they like you a lot, so it's perfectly normal that I like you a lot, isn't it?"
140021701,My elves are greeting you~
140021801,"I like this room very much, even my elves seem very happy~"
140021901,"Milly! Don't play tricks on anyone when he's asleep! Senpai must have had a tough day, just leave him alone."
140022001,"I can understand that you need to complete your internship every day, but please don't get yourself too tired."
140022101,Take the rewards for granted since you've worked hard to get them.
140022201,"The elves tell me that evil is spreading, please watch out back there!"
140022301,"Master, you should know I don't like it..."
140022401,Thank you for your gift~
140022501,"Haha~ Fairies also like this gift, you're so sweet~"
140022601,"Welcome back, Master!"
140030201,"Pick mushrooms! Pick mushrooms! 1,2,3,4,5!... Ah, this mushroom can't be pulled out."
140030202,"Our field always provides a good harvest! Because I'm ""Yuri""!"
140030203,Don't move~ I want them to bask in the sun like that so they can grow up properly~
140030204,Mushrooms are the most delicious food in the world!
140030205,Didn't Mom tell you? Beautiful mushrooms can't be eaten. So can a lovely girl like me be eaten?
140030301,Go to work!
140030401,"Oh, I was picking mushrooms and got lost. Ah, excuse me, can you take me home? Who am I? I am a mushrooms fairy."
140030501,-1
140030601,Grow up~!
140030701,I will keep growing~
140030801,I won't be stopped by such a tiny problem!
140031101,Are you planning to give me some mushroom?
140031102,"Don't worry too much about my gears, the mushroom umbrella is already enough for me~"
140032801,"Okay, let me just finish collecting the mushroom in this area~"
140031301,Don't you dare underestimate my mushrooms!
140031401,Uh… I cannot defeat them…
140031501,-1
140031502,-1
140031503,-1
140031504,-1
140031601,"If you made a vow, you need to keep it! I'll always be here to make sure that you do!"
140031701,"Do you need a bunch of roasted mushrooms, Senpai?"
140031801,The handle of this door is too high for me…
140031901,"Wake up, Senpai! You will be vaporized if you stay too long under sunlight…"
140032001,"Can I learn how to work during your internship, Senpai?"
140032101,"Is the reward over there yours, Senpai?"
140032201,"I don't know what's going on in the Academy, but might not be that serious as long as the forest is not affected~"
140032301,I... Really don't need it...
140032401,"Are you seriously to send such a perfunctory gift to me,"
140032501,Hehe~ I know you will give me my favorite gift~
140032601,Welcome back~ I found some interesting mushrooms~
210010201,"Expanding one's horizons, exploring uncharted lands makes life worth living."
210010202,"My life is an adventure. I don't know what's in store for me, but if nobody takes that first step, there will be no way to start."
210010203,"Goggles, jeans, and a jacket. The basic equipment for an adventurer."
210010204,There are many new people and things waiting on land yet to be explored. Is there any reason not to go?
210010205,Can't move forward if you're just running away?
210010301,Adventure begins!
210010401,Want to explore a new world with me? What we know now is just a tiny part of it.
210010501,-1
210010601,Ready to blow it up!
210010701,Time to resupply some energy!
210010801,"Energy! Stamina! Power! As an adventurer, I need them all!"
210011101,"My gears are expired because of my last adventure, I need a new set~"
210011102,This surely gives me the confidence to challenge myself to the locations that were once too dangerous for me!
210012801,"Would you join me in an adventure to farther places, it will definitely be more interesting than staying in the Academy~"
210011301,That's what a qualified explorer should do.
210011401,"It's too dangerous out there, we should leave now!"
210011501,-1
210011502,-1
210011503,-1
210011504,-1
210011601,"I promise to be your guide on all your travels, and show you all the beautiful things in the world...and all you need to do is to hold my hand."
210011701,"I've brought you some souvenirs, including an engraved slake and some rocks with magic power, be thankful!"
210011801,"Don't be too surprised if you fail to find me when you return, a true adventurer will never stay in one place too long."
210011901,"Alright, I give up, just lean by my shoulder… It must be a tough day, Senpai~"
210012001,"It's almost the time for your internship, Senpai!"
210012101,Don't forget to collect your rewards after completing the missions!
210012201,"I think something's happening on campus, I believe the Academy looked differently since the last time I return~"
210012301,Boring...
210012401,Thank you for your gift.
210012501,"Oh, interesting stuff, Senpai where did you get this? Thank you!"
210012601,Do you want to go on an adventure with me?
210020201,"A tooth! Nice~ Ah, these bones are strong! I'm not sure whether they are animal bones or human bones~"
210020202,"If you want to practice, then just practice with me. There are no better ways to practice than actual fighting!"
210020203,You're too weak~ Did you eat well?
210020204,Your fragile body will break from my hammer~ Let me train you.
210020205,"There is nothing that can't be solved with a punch. If not, punching it again will do the job."
210020301,Come! Time to fight!
210020401,Ah~ How boring. There is no place for me to fight as much as I want. Have you found any?
210020501,-1
210020601,Look out!
210020701,Oh! It must be the drink that can boost our power!
210020801,Come and check what I've learned!
210021101,"With this armor on me, I can do everything!"
210021102,This must be the best gear!
210022801,Are you planning to hunt with me?
210021301,No one can stop my hammer strike!
210021401,They blocked my hit… But how?
210021501,-1
210021502,-1
210021503,-1
210021504,-1
210021601,"I finally slew the evil dragon yesterday! Here, take this as a token of our love: it's the claws on its wings!"
210021701,"Hey, welcome!"
210021801,Can I place my trophies here?
210021901,Maybe you want to meet my secret base? I've got a nice hammock there~
210022001,Don't forget to complete your internship! It's impolite to be late!
210022101,Don't forget to collect what you deserve!
210022201,A riot is happening? Maybe some new creatures are spawned!
210022301,"If you're looking for a fight, I'll be glad to beat you up right now!"
210022401,Thanks. So... Are we going to fight?
210022501,"You're the best, Senpai. I will keep it as a charm and store it well!"
210022601,"Hey, let's go on a hunt together!"
210030201,Want to taste the pain of being in prison? I guarantee it is something you won't forget~ Hehehe
210030202,Hee Hee Hee.... You know what happens if you touch me again~
210030203,Are you going to leave? Do you have a class? Why follow such boring rules?
210030204,Wanna flee to the other end of the world with me? How could this life with too many restrictions be any fun?
210030205,People outside are limited by countless rules... It's no different from being in jail.
210030301,Hee Hee... More beast to the slaughter?
210030401,Does the world have those boring rules? Hee hee hee... Let me help you destroy all of those shackles!
210030501,-1
210030601,Hee hee hee hee hee~
210030701,What's the drink for? Am I supposed to fight for you with these chains on me?
210030801,I'll make them pay for this once I'm set free!
210031101,I kind of miss my prison suit...
210031102,You're sure to give this to an infamous trouble maker?
210032801,I can only find my own position in the place where Chaos emerges!
210031301,Just another evidence of the vulnerability of order!
210031401,Maybe it's time to run away?
210031501,-1
210031502,-1
210031503,-1
210031504,-1
210031601,"I hate being bound with rules and oaths, but I don't mind that much if I'm with you."
210031701,? Don't disturb me!
210031801,This will become my new hideout!
210031901,You know what? Relieving all the students from school with some explosives must be a great idea!
210032001,Work time!
210032101,I'll remind my associate about the rewards.
210032201,It's getting busy! But the riot planner still needs more experience!
210032301,Hee hee...  Sending such things to me. Do you want to be wrecked along with this boring world?
210032401,"What do I think about the gift? Well, I won't answer any questions after this gift!"
210032501,Hee hee... Do you finally get it? Let's leave this boring world that is filled with rules~
210032601,"Oh, you're here again."
210040201,Boys are scoundrels! All of them! No exceptions!
210040202,How could one trust a boy to protect me? You can as well rely on a pervert alarm system.
210040203,Are you a stalker? Do you follow me all the time? Haha... My warning signals must not be working.
210040204,What I hate the most is~ You creepy people who keep staring at me~
210040205,Gotta change my batteries~ Without them~ How could we humiliate those perverts?
210040301,How do I deal with this punk?
210040401,"Be my master? HAHA, but you're a man. Ok~ There's no harm in trying. If you do anything weird or perverted, you're dead."
210040501,-1
210040601,Shock~
210040701,Just hand me that Exp Juice before I hit you with an electric shock club!
210040801,You turned out to be something more than a loser~
210041101,What do you mean by giving these to me? Are you trying to buy me off?
210041102,Leave the clothes here and get out! I won't let you see anything!
210042801,Are you a perv?! I'll never--- ever wear something like this!
210041301,Now you should have understood how powerful my taser gun is!
210041401,"Tch, I think the weapon needs more modification..."
210041501,-1
210041502,-1
210041503,-1
210041504,-1
210041601,"Who do you think you are? I'm not going to...hey, where are you going?? Fine, I promise you..."
210041701,Ahhh! Don't suddenly appear in my back! I might have hit you with an electric shock club!
210041801,"Why you bring me here? Just a forewarning, I brought my stun gun!"
210041901,"Well, at least you don't look that annoying when sleeping… Mr. Perv~"
210042001,Go complete your internship and keep far away from me!
210042101,Leave after claiming these rewards! GET! OUT!
210042201,What? School news? Do I look like a piece of newspaper? Go and find out yourself!
210042301,What is this? So gross!
210042401,"Hmph. Fine, I'll take it~"
210042501,"Looks pretty good, thanks~"
210042601,"Oh, it's the pervert again."
220010201,I'll create a world... One brushstroke at a time.
220010202,Look at this painting. It's a place from my dream. How stunning~
220010203,"Painting tools ran out. Master, can you go with me to buy it? I'll introduce you to a good art shop,"
220010204,Paintbrushes help create whatever you're thinking about. Doesn't it feel divine?
220010205,Don't move. Let me paint a portrait for you~
220010301,Let me paint something for you.
220010401,Um... Can you be my personal model? I will draw your best moment!
220010501,-1
220010601,Let's paint!
220010701,"With each stroke, I get closer to the truth~"
220010801,The improvement in drawing skills is actually the improvement in perception~
220011101,Weight drawing is a big challenge for me!
220011102,Do you want me to equip that or draw that?
220012801,It's time for a sketch outside~
220011301,This is another epic fight I should record on my drawing board!
220011401,I knew it is a bad idea...
220011501,-1
220011502,-1
220011503,-1
220011504,-1
220011601,"I painted my dreams: it's me in a wedding dress, and you waiting at the edge of the aisle...now can you make this reality?"
220011701,"Please wait a minute, just a few finish touches to go~"
220011801,It can be a proper location for me to draw without interuption~
220011901,"After you start to learn drawing, you will be able to notice the little things that are easy to be ignored in normal life. I strongly suggest you try to draw, Senpai~"
220012001,"It's time for your internship, Senpai~"
220012101,"Senpai, I've collected your rewards, please do remember to take them back when you leave!"
220012201,"Something is changed in the Academy, maybe an incident will take place any time soon~"
220012301,Don't interrupt me with that when I'm painting~
220012401,"Thank you, I want to draw it in my next painting."
220012501,Thank you for your gift~ I will be a good painter!
220012601,Welcome back~
220020201,"Too many distractions make people confused, so I am abandoning all relationships, good or bad."
220020202,Both my eyes are closed. The meaning of my existence lies in the darkness.
220020203,"There is no future going on this path. After all, what the future has in store has nothing to do with me."
220020204,Can't get anything without power.
220020205,Your light is too bright. That is the light that I don't possess... Dazzling light.
220020301,Accept the task. Then execute.
220020401,"The meaning of life is to accomplish my tasks. Whoever the enemy is, I won't lose."
220020501,-1
220020601,This is my power!
220020701,"Drop by drop, I drink my power up!"
220020801,Now I'm ready for bigger challenges!
220021101,You‘re correct to use the best material at the key point~
220021102,It's necessary to scrounge everything I can for my missions!
220022801,"Hynel, moving out!"
220021301,EZ~
220021401,That was so close…
220021501,-1
220021502,-1
220021503,-1
220021504,-1
220021601,"Am I worthy of your light? ...I see. I will not escape from the light anymore; on the contrary, I will learn to embrace it!"
220021701,"The provision for the next mission is prepared, just say the word."
220021801,It is your kind of room~
220021901,"The rest is necessary, it's not a good option to become too exhausted~"
220022001,"It's time for work, let's go!"
220022101,Remember to collect your rewards. It's a bad habit to waste your resources~
220022201,We'll need more detailed information for now what's happening~
220022301,These are useless to me...
220022401,"Is accepting the gift part of the mission? Okay, I see."
220022501,"Obviously, it shouldn't be like this, but I can feel the warmth of your heart coming from this gift... Thank you~"
220022601,"You're back, Senpai~"
220030201,"Master, please love me. Give me your love~!"
220030202,"Master, I am a very good girl. Give me a reward~"
220030203,"Ah, what a splendid scream."
220030204,Whenever I feel pain... I... I feel most alive!
220030205,I love pain! More! Give me more!!
220030301,Whip me hard with that whip!
220030401,"Ah! Master, I like you! Like you so very much...! Ahah~ It's going to get weird...!"
220030501,-1
220030601,Love me dearly~
220030701,Master~ Give me more~
220030801,Oh! I love this feeling! Harder!
220031101,Do you have anything else available?
220031102,"Ah, this is my type of gear~"
220032801,I'll go wherever you want me to be~
220031301,Fight harder! You're moving like someone who didn't have their breakfast!
220031401,That's too... Too much for me…
220031501,-1
220031502,-1
220031503,-1
220031504,-1
220031601,Fleur is honored to be with Master~Please take good care of me in the future!
220031701,"Master, you finally have returned~"
220031801,I'll be waiting for you here!
220031901,Is this what they called tacit violence?
220032001,Are you going out for work?
220032101,"Master, I've collected your rewards somewhere, remember to take them back when you leave~"
220032201,Wish there could be something exciting awaiting~
220032301,"Unfortunately, you just picked something I hate most… Really, Master?"
220032401,You really didn't have to~
220032501,"Wow, is this really for me??"
220032601,"Master, what took you so long? I've been waiting for you~"
220040201,Stealing is a daily task~ It's also a hobby for thieves!
220040202,Master~ If you don't spend your pocket money~ I'll be happy to take some.
220040203,Excuse me~ Let me take down my living expenses for the week~ I'll rely on you~
220040204,"Ah, Master's cabinet? It's in the way if you leave it at home. I'll sell it for you."
220040205,"Here I come~! Let me steal your heart! Ah, no? Even if you say that, it won't matter to me~"
220040301,Let me steal something important!
220040401,WOW! Are you trying to catch me? Great! But I don't get caught so easily.
220040501,-1
220040601,Uh huh~ You can't see me.
220040701,You've lost your Exp Juice? Guess I stole from the right person then~
220040801,"As long as there's something I want, my body will go out of control and get it for me~"
220041101,"I wouldn't mind what kind of gears you're going to offer~ Afterall, I can get all what I want in my own way."
220041102,"It might seem weird to have a pair of pants of other girls on my head, but it's my hobby~"
220042801,Maybe I can find some collectibles here~
220041301,Got you!
220041401,Getting caught is still a part of my plan…
220041501,-1
220041502,-1
220041503,-1
220041504,-1
220041601,"I ""borrowed"" this bouquet from a Flower Shop on the way here, I think it'd go well with my dress...hey, stop looking at me like that, I'll return it after the ceremony!"
220041701,"Oh! Why are you back so early?… Okay, fine, I'll return what I stole right away…"
220041801,Let's see what we got here~
220041901,"Wake up, or I will steal you back to my house~"
220042001,Don't forget about your internship~ Working is important when you cannot steal!
220042101,"Senpai, please take the rewards away immediately, otherwise, I cannot hold it any longer~"
220042201,"I saw something special when I was footprinting, looks like something's happening, maybe you would want to check it out?"
220042301,This thing? I really don't appreciate this~
220042401,Gift for me? What a surprise! Thank you so much~
220042501,"This thing, I can't say no to that~ You really want to steal my heart~"
220042601,Welcome back...why are you looking at me like that? I didn't steal anything yet!
230010201,"Hey Hey, Master. Help me try out this yo-yo I invented!"
230010202,My winning pose! So Cool! Ah haha! I'm the best!
230010203,Ouch~ The cut... It hurts...
230010204,"It broke again! In that case, let's make a stand-alone yo-yo!"
230010205,"My sisters may have good weapons. But if I was them, mine would transform into cooler ones."
230010301,Let the competition begins!
230010401,Can my yoyo be discharged? Cool!
230010501,-1
230010601,Free Style！
230010701,Now I'm able to play my yoyo better~
230010801,Isn't the best option for me to think of a better move when I got limited by the performance of my yoyo?
230011101,This string can perfectly fit on my yoyo!
230011102,I will try the moves that require to play yoyo with both of my hands when necessary.
230012801,Let me practice for a few minutes.
230011301,Told you that you'll be surprised!
