id,name,desc,skill_desc1,skill_desc2,skill_desc3,skill_desc4
851011,Valeera,"
1. An all-rounder in House Ghost;
2. Valeera has a decent Attack attribute, her skill has a chance to Freeze or Petrify its targets;
3. Valeera has a chance to heal herself for a huge amount after taking damage from an Active skill, which greatly increases her survivability;
4. She could also reduce the Attack of her targets, which makes her available for many teams.","Valeera's active skill will deal damage to 4 random enemies and poison them, it also has a chance to Freeze or Petrify them.","Buff skill, changes Valeera's Basic Attack to target 2 random enemies and steal their Attack, which will also indirectly increase the survivability of her team.","Buff skill, increases Valeera's Attack, Crit, and HP.","Healing skill, enables Valeera to heal herself and recover Energy once an enemy got Petrified or Frozen;\nThe skill greatly increases Valeera's survival ability and attack potential."
852001,Hottie,"1. A supporter in House Human;\n2. Hottie can greatly increase the Speed of her teammates, greatly optimize the movement order of her team in a round;\n3. Hottie provides Attack and Speed for her teammates, she will also provide Attack while reducing the Armor of all her enemies (once each battle) when her HP is below a certain amount.","Hottie's Active skill deals damage against all Hottie's enemies and increase the Speed of her allies;\nAfter Hottie reaches 10-star, it will also increase the Attack of her allies while lowering the Precision of her enemies.","Buff skill, increases Hottie's Hp and Speed.","Buff skill, changes Hottie's Basic attack target to 2 random enemies;\nAfter Hottie Graduates to 6-star, her Basic Attack will target 3 random enemies.","Buff skill, increases the Attack of Hottie's allies and lower the Armor of Hottie's enemies (once each battle) when her HP is below a certain amount."
852002,Blowie,"1. A supporter of House Human;\n2. Blowie is a healer with great healing ability;\n3. Her speed is lower than others, so you will need to boost her Speed to let her move earlier in a round.","Blowie's active skill will heal Blowie's whole team, and healing amount is related to her Attack, and it has a 30% chance to increase the healing rate;\nHer healing is usually helpful, especially when the healing rate is increased;\nThe additional healing rate will be greatly boosted after Blowie reaches 10-star.","Buff skill, increases Blowie's Basic attack damage and allows her to heal a random teammate.","Buff skill, increases Blowie's Hp and Attack.","Buff skill, enables Blowie to heal her teammates for once after her Hp is lowered to a certain rate."
852003,Chevalir,"1. A Warrior in House Human, she's usually placed in Front-line;\n2. She could increase Armor for the whole team when her HP is below a certain amount, which might also make a great combo with girls like Sonya.","Chevalir's Active skill deals damage to the enemies in Back-line and have a chance to stun them; After Chevalir reaches 10-star, it will also provide her Damage Reduction.","Buff skill, increases Chevalir's Armor and Hp.","Counter skill, enables Chevalir to counterattack the attacker after taking a Crit hit.","Buff skill, increases the Armor for the entire team (once each battle) when her HP is below a certain amount;\nIt does great help when fighting against Guild Bosses with high Attack."
852004,Saint,"1. One of the main damage dealers in House Human;\n2. Each skill of Saint could greatly increase her offensive ability, and also promises her to deal greater damage if she survives longer;\n3. Saint could gain buff from defeated characters, so she could team up with the girls with skills that need their death to trigger.","Saint's Active skill will deal damage to all the enemies and burn them;\nAfter Saint reaches 10-star, it will also increase her Crit and Attack.","Buff skill, allows Saint to gain extra Attack and Skill Damage from her defeated allies;\nThis makes her more lethal if she becomes the sole survivor of her team.","Buff skill, allows Saint to gain extra Crit & Crit Damage from her defeated enemies;\nIt will provide Saint great boost in dealing damage if she could survive longer in a battle.","Buff skill, increases Saint's survival & offensive ability."
852005,Javelin,"1. A damage dealer in House human;\n2. Javelin is good at dealing damage and controlling her enemies, she can deal AoE damage against all her enemies and have a chance to Freeze them. She can even deal extra damage when her target is Frozen, she can perform better when teamed up with other girls with Freeze-type control skills;\n3. After equipping Javelin with gears that could improve her survivability, she could also be placed in Frontline and reduce the Attack of her enemies by taking hits.","Javelin's Active skill deals damage to all the enemies and have a chance to Freeze them;\nAfter Javelin reaches 10-star, she will gain extra Energy by triggering the skill.","Buff skill, increases Javelin's Armor Break and Attack.","Counter skill, Javelin will reduce the Attack of the attackers and increase her own Attack when getting hit.","Buff skill, increases Javelin's damage against Frozen targets;\nMake good use of this skill by adding her to a team with girls with Freeze-type control skills."
852006,Geisha,"1. A controller in House Human;\n2. Geisha can deal damage against all the enemies in Back-line after being defeated, makes her a considerable choice in Tests;\n3. After Geisha reaches 10-star, her Basic attack has a high rate to Stun its target.","Geisha's Active skill deals damage against several random enemies and have a chance to stun them;\nAfter Geisha reaches 10-star, the skill will target all her enemies.","Buff skill, increases Geisha's Attack and Hp.","Control skill, offers Geisha a chance to Stun her enemies in Back-line after being defeated;\nAfter she reaches 10-star, the rate for the Stun will increase.","Buff skill, Geisha's attack has a chance to Stun its targets;\nAfter she reaches 10-star, the rate for the Stun will increase."
852007,Sonya,"
1. One of the main damage dealers in House Human;
2. Sonya has a high basic Armor, and will counterattack the attacker whose Armor is lower than her after getting hit, which provides her a great advantage in PVP situations;
3. In PVE situations, Sonya could also help her team by lowering the Armor of her enemies.
4. She can fit herself into many kinds of lineups.","Sonya's Active skill will deal damage to 3 random enemies and reduce their Armor, it will also Burn the targets, the Burning damage will be increased when the target happens to be a Warrior.","Buff skill,  Sonya's attacks could reduce the Armor of the targets and burn them, it will also increase Sonya's damage against Burning enemies.","Buff skill, increases Sonya's Armor, Attack and Hp.","Counter skill, enables Sonya to counterattack the attackers whose Armor is lower than her, as the basic Armor for Sonya is high, the skill could be triggered frequently, but Sonya could still team up with Nani to increase the rate for the skill to trigger;\nHint: the counterattack won't trigger Sonya's other passive skills."
852008,Caitlyn,"1. A damage dealer in House Human;\n2. She can target the enemy with the lowest Hp, so a team with her could easily gain strength in number.\n3. She could also deal a large amount of DoT damage against her enemies.","Caitlyn's Active skill deals damage to 2 random enemies in Back-line and applies a DoT damage to them;\nAfter Caitlyn reaches 10-star, the damage rate of the skill will be greatly improved.","Buff skill, each attack (Basic attack included) has a chance to apply DoT damage to the target;\nAfter Caitlyn reaches 10-star, the chance will be increased to 100%.","Buff skill, increases Caitlyn's Block rate and Attack.","Buff skill, changes Caitlyn's Basic attack target to the enemy with the lowest Hp and allows Caitlyn to steal Attack from the target;\nThe skill partly increases the survivability of the teams with Caitlyn."
852009,Guan Yin,"1. A unique girl with a high Block rate in House Human;\n2. Guan Yin's can increase her own Block rate by attacking to increase her own survivability;\n3. After Guan Yin Graduates to 6-star, her Basic attack will target all her enemies in Front-line, this increases her threat to enemy Front-line.","
Guan Yin\'s Active skill deals damage against enemies in Front-line and increase Guan Yin\'s attack;
After Guan Yin Graduates to 6-star, the skill will also Bleed Mage class enemies
After Guan Yin reaches 10-star, the skill will target 4 random enemies and Poison & Bleed them.
The usage of this skill will be greatly expanded after Guan Yin reaches 10-star.","Buff skill, increases Guan Yin's Block rate, Speed and Hp.","Buff skill, each attack (Basic attack included) of Guan Yin will increase her Block rate and Attack.","Buff skill, changes Guan Yin's Basic attack target to all the enemies in Front-line."
852010,Librarian,"
1. A damage dealer in House Human;
2. Her Attack will deal damage to 3 random enemies;
3. Strong against Priests, can be used to counter teams with many Priests;
4. Librarian can lower the Attack of her enemies and ensures her team to survive longer.","Librarian's Active skill deals damage against all enemies, it also has a chance to Silence Priests;\nAfter Librarian reaches 10-star, the skill will have a chance to Stun Priests instead of Silence them, it will also apply DoT damage on the Priest targets.","Buff skill, each attack (Basic attack included) of Librarian will lower her targets' Attack.","Buff skill, increases Librarian's Skill Damage, Hp and Precision.","Buff skill, each attack (Basic attack included) of Librarian has a chance to lower the targets' Crit and increase Librarian's Attack;\nAfter Librarian Graduates to 6-star, the rate for Librarian to trigger this skill will be higher."
852011,CapsuGirl,"
1. A controller in House Human;
2. CapsuGirl has a great ability to control her enemies while dealing damage, her active skill could deal damage against 4 random enemies, and 3 of her targets will have a chance to be Stunned;
3. After an ally triggers her active skill, CapsuGirl can also provide Stun support by chance;
4. Her high Damage Reduction and Immunity against Stun grants her a high survivability;
5. She could perform better in PVP situations in game.","CapsuGirl's Active skill deals damage against 4 random enemies, has a chance of 100% to Stun one of them;\nCapsuGirl is a girl of high Speed Attribute, which guarantees the skill to have a great result.","Buff skill, CapsuGirl deals damage and has a chance to stun a random target when her teammates trigger Active skills;\nIt can greatly support her team in Control and Damage.","Buff skill, increases CapsuGirl's Speed, Hp, and Crit, also provides her immunity to Stun.","Buff skill, CapsuGirl gains extra Damage Reduction for 5 rounds once her Hp is lowered to a certain rate."
853001,Priestess,"
1. One of the main damage dealers in House Monster;
2. Her Basic Attack targets all the enemies.
3. Strong in PVE situations as the marks she adds on her targets to increase the damage from her can be stacked;
4. The best idea to stack her marks faster is to team up with another Priestess;
5. Priestess is still not immune to any Controls, so she will need supporters to ensure her skills being triggered successfully.","Priestess's Active skill will deal damage to all the enemies and tag them with a mark which could increase Priestess's damage against them;\nAfter Priestess reaches 10-star, the skill will have a chance to tag an additional mark;\nThe marks can stack, so Priestess will deal more damage as she stays longer in the battlefield.","Buff skill, increases Priestess's Damage Reduction, Hp and Crit.","Buff skill, allows Priestess to tag her enemies with her Marks with her Basic attacks;\nAfter Priestess reaches 10-star, the skill will also allow Priestess to steal Attack from her targets.","Counter skill, allows Priestess to tag the attacker with a Mark of her after taking hits, it will also increase her Crit Damage;\nThe skill can greatly boost Priestess's offensive ability."
853002,Alice,"1. A Warrior in House Monster, usually appears in Front-line;\n2. Alice's Active skill greatly counters Warrior-class enemies, can be used to counter teams with many Warriors;\n3. She can heal herself after taking hits and this skill can benefit from her other skills.","Alice's Active skill deals damage against enemies in Front-line and will deal extra damage if the targets happened to be Warriors;\nAfter Alice Graduates to 6-star, the skill will target all her enemies;\nAfter Alice reaches to 10-star, the skill will also provide her Damage Reduction.","Buff skill, increases Alice's Armor, Hp, Attack, and damage against Warriors;\nAfter Alice reaches 7-star, the skill will make her more dangerous against Warriors.","Buff skill, allows Alice to gain extra attack from her attacks (Basic attack included);\nShe will become stronger if she survives longer.","Healing skill, allows Alice to heal herself after taking an attack;\nThe healing amount is based on Alice's Attack, so you can increase her survivability by increasing her Attack."
853003,Nia,1. A damage dealer in House Monster;\n2. Nia can Poison her enemies with many methods;\n3. She can team up with other girls whose skills are related to Poison to do a greater job.,"Nia's Active skill will deal damage against 4 random enemies and Poison them;\nAfter Nia Graduates to 6-star, the skill will target all her enemies;\nAfter Nia reaches 10-star, the Poison damage of the skill will be greatly boosted.","Buff skill,  Nia's attacks have a great chance to Poison the targets.","Buff skill, allows Nia to Poison all her enemies once a girl in battle is defeated.","Counter skill, allows Nia Poison the attackers by chance after taking hits."
853004,Muppet,"1. A damage dealer with high basic Armor in House Monster;\n2. Muppet's Active skill can deal damage according to the targets' Maximum Hp and increases her own Attack and Armor Break, her Basic attacks can even steal the targets' Armor, which makes her extremely suitable in PVE situations;\n3. Muppet will gain extra Crit and Crit Damage after several rounds, so she will need to survive longer to wield her full strength.",Muppet's Active skill deals damage against enemies in Front-line and increase Muppet's Attack and Armor Break;\nIt will deal additional damage to the enemies whose Hp is lower than Muppet.\nThe skill will need player to keep Muppet's Hp at a rather high rate to deal more damage.,"Core skill, allows Muppet to steal Armor from her targets by attacking them with her Basic attack;\nMuppet will become harder and harder to defeat as the fight goes further.","Buff skill, increases Muppet's Attack, Hp, and Armor.","Buff skill, allows Muppet to get extra Crit and Crit Damage after surviving for several rounds;\nAnother reason to ensure Muppet's survival."
853005,Nobunaga,"1. A damage dealer with high Crit rate in House Monster;\n2. Nobunaga can lower her enemies' Crit and Crit Damage while increasing her own Crit Damage, which makes her perform quite well in all kinds of situations;\n3. She is defenseless against Control skills so she will need other help to avoid that.","Nobunaga's Active skill deals damage against all the enemies and lowers their Crit;\nAfter Nobunaga reaches 10-star, the skill will also bleed the enemies and lower their Crit Damage.","Buff skill, allows Nobunaga to gain extra Crit and lower her targets' Crit by each of her attacks (Basic attack included), it also has a chance to increase Nobunaga's Crit Damage;\nThis skill makes Nobunaga stronger as a battle goes further.","Buff skill, increases Nobunaga's Attack, Hp and Crit Damage.","Counter skill, allows Nobunaga to counterattack her enemies after she gets hits from them."
853006,Silvia,"1. A Warrior with a very high Hp Attribute in House Monster, usually placed in Front-line;\n2. Silvia is a girl hard to be defeated in a round, and her active skill could also aid her allies;\n3. You can rely on her when you need a girl to take damage.","Silvia's Active skill deals damage against an enemy and heal an ally with the lowest Hp;\nAs the skill damage and healing amount is based on Silvia's Attack attribute, so the effect on the skill doesn't come better until Silvia reaches 10-star.","Counter skill, allows Silvia to lower the Crit of the attackers after taking hits, which will lower the offensive ability of the enemy team.","Buff skill, increases Silvia's Armor and Hp.","Buff skill, greatly increases Silvia's Armor (once each battle) when her HP is below a certain amount;\nThe skill greatly increases Silvia's survivability."
853007,Turin,"1. A Warrior who can counterattack all her enemies at a time in House Monster, usually placed in Front-line;\n2. Turin can counterattack all her enemies at a time once she got attacked, this skill ensures her high damage potential, she also has rate to immune control skills to ensure her counterattacks can be triggered successfully;\n3. Her skill set ensures Turin qualified in both PVP and PVE situations.",Turin's Active skill deals damage against enemies in Back-line and increases the Damage Reduction of Turin;\n The skill mainly aims to buff Turin herself.,"Buff skill, changes Turin's Basic attack to target 4 random targets, also allows the Basic attack to have a chance to Stun its targets.","Buff skill, increases Turin's Hp, Attack, Control immunity, and damage against Stunned targets.","Core skill, allows Turin to counterattack all her enemies at a time, greatly boosts her offensive ability."
853008,Toyo,1. A damage dealer in House Monster;\n2. Toyo can Burn her enemies in many methods;\n3. Toyo has a high Hp enough for her to complete all what she needs to do.,"Toyo's Active skill deals damage against enemies in Front-line and apply DoT damage on them;\nAfter Toyo Graduates to 6-star, the skill will pick 3 random enemies;\nAfter Toyo reaches 10-star, the DoT damage of the skill will be replaced with Burning damage.","Buff skill, increases Toyo's Attack and Hp.","Buff skill, allows Toyo to Burn her enemies by chance with each of her attack.","Counter skill, allows Toyo to Burn the attackers by chance after taking hits."
853009,Masamune,"1. A Warrior in House Monster, usually placed in Front-line;\n2. Masamune's active skill has a chance to Stun its target, which might help her team to win a battle;\n3. She can also counterattack after taking Crit damage.","Masamune's Active skill deals damage to all the enemies in Back-line, it also has a chance to Stun the targets;\nAfter Masamune reaches 10-star, the skill will also have a chance to deal extra damage to its targets.","Buff skill, increases Masamune's Armor and Hp.","Counter skill, enables Masamune to counterattack the enemy who triggered Crit Attack on her; It's not a very useful skill.","Buff skill, increases Masamune's Damage Reduction (once each battle) when her HP is below a certain amount."
853010,Hexa,"1. A damage dealer with burst damage skill in House Monster;\n2.After Hexa is graduated to 6-star, her Active skill will target the enemies in Back-line and her Basic attack will target the enemy with the lowest HP. These two skills make her a great threat to the damage dealers of her enemies;\n3. After 9-Star, Hexa can also heal herself by attacking her enemies, which also increases her own survivability.","Hexa's Active skill deals damage against the enemy with the lowest Hp;\nAfter Hexa Graduates to 6-star, the skill will target 2 random enemies in Back-line;\nAfter Hexa reaches 10-star, the skill will also provide Hexa extra Crit.","Buff skill, increases Hexa's Attack, Crit, and Hp.","Buff skill, allows Hexa to gain extra Attack from every defeated enemy;\nThis enables Hexa able to deal more damage as she survives longer.","Buff skill, changes Hexa's Basic attack target to the enemy with the lowest Hp, and grants her life-steal;\nThe skill enhances Hexa's survivability."
853011,Psychic,"1. A widely used support in House Monster;\n2. Psychic can weaken her enemies while granting her allies extra energy to boost their potential in dealing damage in PVE situations;\n3. She can also provide an AoE control to the entire enemy team when her Hp is lowered to 50% (once each battle), this greatly boosts her team in PVP situations.","Psychic's Active skill deals damage against 4 random enemies and weakens them, it will also provide extra energy to a random ally;\nThe skill can greatly boost the potential of the team in dealing damage.","Buff skill, changes Psychic's Basic attack target to all the enemies in the Back-line and reduces the Armor of her targets, making them more fragile to the damage dealers in Psychic's team;\n The skill also enables Psychich to heal 2 random allies.","Buff skill, increases Psychic's Hp, Speed, and Damage Reduction;\nAfter Psychic reaches 10-star, the skill will provide 60 Speed, which ensures Psychic can move earlier than most of the other girls.","Counter skill, allows Psychic to have a great chance to Stun all of her enemies (once each battle) when her HP is below a certain amount;\nAfter Psychic reaches 9-star, the rate of the Stun will be increased to 75%."
854001,Amazon,"
1. A damage dealer with some control ability in House Fairy;
2. Her Basic Attack targets 3 random enemies.
3. Amazon has a high basic Speed, this ensures she can move earlier than others in a round;
4. Her skill has a chance to Silence all her targets and can increase her Damage Reduction and Control immunity, this ensures her to deal damage without getting close to any threat.","Amazon's Active skill deals damage to all the enemies and has a chance to Silence them;\nAfter Amazon reaches 10-star, the skill will also provide her extra Damage Reduction and Control Immunity.","Buff skill, increases Amazon's Attack, Crit, and Crit Damage.","Buff skill, allows Amazon to gain extra Attack and Crit Damage from each defeated enemy.","Buff skill, allows Amazon to Poison and Silence the targets of her Basic attack by chance."
854002,Bud Elf,"1. A Warrior with good survivability in House Fairy, usually placed in Front-line;\n2. Bud Elf has enough Hp to take tons of damage, she can also heal herself from the Crit attack of her allies, this makes her a reliable tank for the team;\n3. Bud Elf Burn her enemies by triggering her Active skill or taking hits, this could also increase her potential in dealing damage.","Bud Elf's Active skill deals damage against all her enemies and Burns them;\nAfter Bud Elf reaches 10-star, it will also increase her Attack and Crit.","Buff skill, increases Bud Elf's Armor and Hp.","Healing skill, allows Bud Elf to heal herself when her allies trigger a Crit attack;\nTo increase her survivability, you can choose to team her up with the girls with high Crit.","Counter skill, allows Bud Elf to Burn and reduce the Armor of the attacker when she takes hits;\nThis skill makes Bud Elf more than a tank."
854003,Himoto,"1. A damage dealer who can deal burst damage in House Fairy;\n2. Himoto can get extra Crit and Crit Damage from her passive skills, and her Basic attacks target the enemy with the lowest Hp, makes her a great threat to the enemies who have poor survivability;\n3. Himoto's Active skill will also Bleed Mage targets.","Himoto's Active skill deals damage to a random enemy in Back-line, it will also bleed Mage targets;\nAfter Himoto Graduates to 6-star, the target of the skill will be increased to 2 random enemies in Back-line.","Buff skill, increases Himoto's Crit and Crit Damage.","Buff skill, changes the target of Himoto's Basic attacks to the enemy with the lowest Hp and lowers the target's Attack.","Buff skill, enables Himoto to Poison her targets by chance;\nThis gives her a chance to fit herself into a team mainly made up of the girls who have skills related to Poison."
854004,Nani,"1. A supporter who can fit herself in many different lineups in House Fairy;\n2. Nani can both provide Attack and Armor for her allies and reduce the Attack and Armor of her enemies, which makes her a perfect supporter for almost all kinds of teams;\n3. She is still a supporter so she will still need to rely on some strong allies.","Nani's Active skill deals damage against all her enemies and reduces their Attack, the skill will also increase the Attack of her allies;\nAfter Nani reaches 10-star, the skill will also have a chance to add Critical Marks on the targets, which will support her team in dealing damage.","Buff skill, increases Nani's Hp.","Buff skill, allows Nani's attacks to reduce the Armor of all her enemies.","Buff skill, allows Nani to increase the Armor of her team (once each battle) when her HP is below a certain amount."
854005,Lavia,"1. A damage dealer who can deal burst damage in House Fairy;\n2. Lavia has a decent basic Attack attribute, her skills also provide her some survival and control ability.","Lavia's Active skill deals damage against all the enemies in Back-line and has a chance to Stun Warrior-class targets;\nAfter Lavia reaches10-star, the skill will have a chance to control Ranger-class targets instead of Warriors, it will also have a chance to Silence Mage-class enemies, which helped her better control the damage dealers of her enemies.","Buff skill, enables Lavia's attacks to reduce the Armor Break of her targets.","Buff skill, increases Lavia's Attack and Crit.","Healing skill, allows Lavia to heal herself when each of her enemies is defeated, increases her survivability."
854006,Susan,"1. A Warrior who can take a lot of damage in House Fairy, usually appears in Front-line;\n2. Susan has high Damage Reduction and Hp attributes, which promises her a decent survivability.\n3. Susan is able to counterattack and reduce the Crit of her enemies after taking hits from them, her Active skill can even steal Armor from her enemies and heal herself, which means her survival ability is way better than others.","Susan's Active skill deals damage against her enemies in Front-line and steals Armor from them, it increases Susan's own survival ability while weakening her enemies;\nAfter Susan reaches 10-star, the skill will also heal her, which greatly increases Susan's survivability.","Counter skill, allows Susan to lower the Crit of the attackers after taking hits, which will lower the offensive ability of the enemy team.","Buff skill, increases Susan's Hp and Damage Reduction.","Counter skill, allows Susan to counterattack the attackers after getting hits from them by chance."
854007,Aquaris,"1. A flexible girl in House Fairy;\n2. Aquaris could get boosts in different attributes according to the position she was placed, generally speaking, she can get boosts in offensive ability when placed in Back-line and get survival ability when placed in Front-line, she can even increase her own Attack and Crit when her HP is below a certain amount.","Aquaris's Active skill deals damage to 2 random enemies and heals herself;\nAfter Aquaris Graduates to 6-star, the skill will target 3 enemies;\nAfter Aquaris reaches 10-star, the skill will also provide her extra Crit and Crit Damage.","Buff skill, allows Aquaris to receive extra Crit and healing from each of her own attacks (Basic attack included);\nAfter Aquaris Graduates to 6-star, the skill will also provide her extra Speed.","Buff skill, increases Aquaris's Attack and Crit when placing her in Back-line, increases Aquaris's Hp and Precision when placing her in Front-line.","Buff skill, increases Aquaris's Attack and Crit (once each battle) when her HP is below a certain amount."
854008,KongMing,"
1. An outstanding healer who can also be treated as a damage dealer in House Fairy;
2. KongMing can heal all her allies and increase her own Attack, Crit, and Hp. When equipping her with gears that provide boosts in Attack, it will increase her potential in both healing and dealing damage;
3. After KongMing reaches 9-star, she will have a 100% chance to Silence all her enemy (once each battle) once her Hp is lower than 50%;
4. She can fit in many kinds of lineups in almost all kinds of situations.",KongMing's Active skill deals damage against 4 random enemies and heals all her allies;\nThe healing amount of this skill is higher than most of the other healers.,"Buff skill, increases KongMing's Attack, Hp and Crit.","Buff skill, improves KongMing's Basic Attack and provides it life-steal.","Buff skill, allows KongMing to Silence all her enemies (once each battle) when her HP is below a certain amount;\nAfter KongMing reaches 9-star, the chance of the Silence will be increased to 100%."
