id,title,desc
31301,Bumper Cars -1,My choice is:
31302,Bumper Cars -2,Choose a tactic.
31303,Bumper Cars -3,"KongMing wants to take over, what should I do?"
31401,Dining area -1,What should I order?
31402,Dining area -2,What should I do?
31403,Dining area -3,"The girls seems to have noticed our relationship, what should I do?"
31501,Fishing Tournament -1,"But I find it hard to get in, what should I do?"
31502,Fishing Tournament -2,Join the game or not?
31503,Fishing Tournament -3,I should do something to comfort her.
40001,Encounter 1,You see someone familiar at the door of a store.
40002,Encounter 2,You see Esau & Jacob selling balloons.
40003,Encounter 3,Free samples are handed out on the shopping street.
40004,Encounter 4,You lost your direction in an alley.
40005,Encounter 5,You find a book inside the garden
40006,Encounter 6,You find a cat.
40007,Encounter 7,There’s a store selling headbands.
40008,Encounter 8,There’re three lunch boxes on the table.
40009,Encounter 9,Gambler invites you to her game
40010,Encounter 10,Someone is performing on the stage.
40011,Encounter 11,You find a puppy on the road
40012,Encounter 12,You need flowers to make a flower basket.
40013,Encounter 13,You forgot to bring a lighter to light the fire for barbecue
40014,Encounter 14,The storekeeper of the book store puts some new books on sale.
40015,Encounter 15,The new styles of clothes for this season is now on sale.
40016,Encounter 16,You start to feel thirsty.
40017,Encounter 17,You try to do some part time job to earn more Date Fund.
40018,Encounter 18,"You start to feel hungry, which restaurant would you like to choose?"
40019,Encounter 19,"You're invited to see a movie, what kind of movie you'd like to see?"
40020,Encounter 20,You decide to go to a gym to get better figure.
40021,Encounter 21,"You have many spare cash, so you decide to do an investment."
100001,Osananajimi 1,Who should I invite for coffee?
100002,Osananajimi 2,Which coffee should I choose to drink?
100003,Osananajimi 3,Who do you want to sit next to?
100004,Osananajimi 4,Whose offer should I take?
100005,Osananajimi 5,Who should I invite?
100006,Osananajimi 6,Decide the girl that can sit next to you.
100007,Osananajimi 7,Think of the girl you want to give the flower to.
100008,Osananajimi 8,Who should I ask for help?
100009,Osananajimi 9,I should ask about my future relationship with...?
