id,event_name,desc
27,Daily Event·Bless|Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Fairy by 18%.|In Combat Challenges, increase the Hp of your Girls by 18%."
28,Daily Event·Bless|Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Fairy by 18%.|In Combat Challenges, increase the Hp of your Girls by 18%."
29,Daily Event·Bless|Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Fairy by 18%.|In Combat Challenges, increase the Hp of your Girls by 18%."
30,Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Human by 18%."
31,Daily Event·Bless|Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Angel and House Demon by 18%.|In Combat Challenges, increase the Hp of your Girls by 18%."
32,Daily Event·Bless|Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Angel and House Demon by 18%.|In Combat Challenges, increase the Hp of your Girls by 18%."
33,Daily Event·Bless|Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Angel and House Demon by 18%.|In Combat Challenges, increase the Hp of your Girls by 18%."
34,Daily Event·Bless|Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Angel and House Demon by 18%.|In Combat Challenges, increase the Hp of your Girls by 18%."
35,Daily Event·Bless|Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Angel and House Demon by 18%.|In Combat Challenges, increase the Hp of your Girls by 18%."
36,Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Monster by 18%."
37,Daily Event·Bless|Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Ghost by 18%.|In Combat Challenges, increase the Hp of your Girls by 18%."
38,Daily Event·Bless|Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Ghost by 18%.|In Combat Challenges, increase the Hp of your Girls by 18%."
39,Daily Event·Bless|Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Ghost by 18%.|In Combat Challenges, increase the Hp of your Girls by 18%."
40,Daily Event·Bless|Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Ghost by 18%.|In Combat Challenges, increase the Hp of your Girls by 18%."
41,Daily Event·Bless|Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Ghost by 18%.|In Combat Challenges, increase the Hp of your Girls by 18%."
42,Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Fairy by 18%."
43,Daily Event·Bless|Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Human by 18%.|In Combat Challenges, increase the Hp of your Girls by 18%."
44,Daily Event·Bless|Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Human by 18%.|In Combat Challenges, increase the Hp of your Girls by 18%."
45,Daily Event·Bless|Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Human by 18%.|In Combat Challenges, increase the Hp of your Girls by 18%."
46,Daily Event·Bless|Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Human by 18%.|In Combat Challenges, increase the Hp of your Girls by 18%."
47,Daily Event·Bless|Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Human by 18%.|In Combat Challenges, increase the Hp of your Girls by 18%."
48,Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Angel and House Demon by 18%."
49,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Forest 58」 has been reset|In Combat Challenges, increase the Attack of Girls from House Monster by 18%."
50,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Castle 48」 has been reset|In Combat Challenges, increase the Attack of Girls from House Monster by 18%."
51,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Town 13」 has been reset|In Combat Challenges, increase the Attack of Girls from House Monster by 18%."
52,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Lake 19」 has been reset|In Combat Challenges, increase the Attack of Girls from House Monster by 18%."
53,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Mansion 42」 has been reset|In Combat Challenges, increase the Attack of Girls from House Monster by 18%."
54,Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Ghost by 18%."
55,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Forest 26」 has been reset|In Combat Challenges, increase the Attack of Girls from House Fairy by 18%."
56,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Castle 60」 has been reset|In Combat Challenges, increase the Attack of Girls from House Fairy by 18%."
57,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Town 04」 has been reset|In Combat Challenges, increase the Attack of Girls from House Fairy by 18%."
58,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Lake 40」 has been reset|In Combat Challenges, increase the Attack of Girls from House Fairy by 18%."
59,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Mansion 16」 has been reset|In Combat Challenges, increase the Attack of Girls from House Fairy by 18%."
60,Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Human by 18%."
61,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Forest 32」 has been reset|In Combat Challenges, increase the Attack of Girls from House Ghost by 18%."
62,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Castle 39」 has been reset|In Combat Challenges, increase the Attack of Girls from House Ghost by 18%."
63,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Town 08」 has been reset|In Combat Challenges, increase the Attack of Girls from House Ghost by 18%."
64,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Lake 30」 has been reset|In Combat Challenges, increase the Attack of Girls from House Ghost by 18%."
65,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Mansion 29」 has been reset|In Combat Challenges, increase the Attack of Girls from House Ghost by 18%."
66,Daily Event·Bless,"In Combat Challenges, increase the Attack of Girls from House Monster by 18%."
67,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Forest 12」 has been reset|In Combat Challenges, increase the Attack of Girls from House Human by 18%."
68,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Castle 09」 has been reset|In Combat Challenges, increase the Attack of Girls from House Human by 18%."
69,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Town 31」 has been reset|In Combat Challenges, increase the Attack of Girls from House Human by 18%."
70,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Lake 46」 has been reset|In Combat Challenges, increase the Attack of Girls from House Human by 18%."
71,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Mansion 13」 has been reset|In Combat Challenges, increase the Attack of Girls from House Human by 18%."
72,Daily Event·Bless|Daily Event·Progress,"In Combat Challenges, increase the Attack of Girls from House Fairy by 18%.|The challenge on Block 「漩渦47」 has been completed"
73,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Forest 24」 has been reset|In Combat Challenges, increase the Attack of Girls from House Monster by 18%."
74,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Castle 22」 has been reset|In Combat Challenges, increase the Attack of Girls from House Monster by 18%."
75,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Town 18」 has been reset|In Combat Challenges, increase the Attack of Girls from House Monster by 18%."
76,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Lake 52」 has been reset|In Combat Challenges, increase the Attack of Girls from House Monster by 18%."
77,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Mansion 25」 has been reset|In Combat Challenges, increase the Attack of Girls from House Monster by 18%."
78,Daily Event·Bless,"In Combat Challenges, increase the Attack of your Girls by 18%."
79,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Forest 16」 has been reset|In Combat Challenges, increase the Attack of Girls from House Fairy by 18%."
80,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Castle 15」 has been reset|In Combat Challenges, increase the Attack of Girls from House Fairy by 18%."
81,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Town 25」 has been reset|In Combat Challenges, increase the Attack of Girls from House Fairy by 18%."
82,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Lake 42」 has been reset|In Combat Challenges, increase the Attack of Girls from House Fairy by 18%."
83,Daily Event·Reverse|Daily Event·Bless,"The challenge on Block 「Mansion 44」 has been reset|In Combat Challenges, increase the Attack of Girls from House Fairy by 18%."
84,Daily Event·Bless,"In Combat Challenges, increase the Attack of your Girls by 18%."
