id,fort_id,name,plot_id,memory_plot_id,chapter_icon,is_show,unlock,unlock_plot_list_id,plot_text_table
38,,-1,,,,,,-1,
39,,-1,,,,,,-1,
40,,-1,,,,,,-1,
41,,-1,,,,,,-1,
42,,-1,,,,,,-1,
43,,-1,,,,,,-1,
44,,-1,,,,,,-1,
45,,-1,,,,,,-1,
46,,-1,,,,,,-1,
47,,-1,,,,,,-1,
48,,-1,,,,,,-1,
49,,-1,,,,,,-1,
50,,-1,,,,,,-1,
51,,-1,,,,,,-1,
52,,-1,,,,,,-1,
53,,-1,,,,,,-1,
54,,-1,,,,,,-1,
55,,-1,,,,,,-1,
56,,-1,,,,,,-1,
57,,-1,,,,,,-1,
58,,-1,,,,,,-1,
59,,-1,,,,,,-1,
60,,-1,,,,,,-1,
61,,-1,,,,,,-1,
62,,-1,,,,,,-1,
63,,-1,,,,,,-1,
64,,-1,,,,,,-1,
65,,-1,,,,,,-1,
66,,-1,,,,,,-1,
67,,-1,,,,,,-1,
68,,-1,,,,,,-1,
69,,-1,,,,,,-1,
70,,-1,,,,,,-1,
71,,-1,,,,,,-1,
72,,-1,,,,,,-1,
73,,-1,,,,,,-1,
74,,-1,,,,,,-1,
75,,-1,,,,,,-1,
76,,-1,,,,,,-1,
77,,-1,,,,,,-1,
78,,-1,,,,,,-1,
79,,-1,,,,,,-1,
80,,-1,,,,,,-1,
81,2,-1,#718#746,718|746,main_plot_img_21,0,208#2,-1,3
82,2,-1,#753#782,753|782,main_plot_img_ward,0,208#2,-1,3
83,2,-1,#801#839,801|839,main_plot_img_ward,0,208#2,-1,3
84,2,-1,#852#869,852|869,main_plot_img_30,0,208#2,-1,3
85,2,-1,#871#880,871|880,main_plot_img_28,0,208#2,-1,3
86,2,-1,#909#,909,main_plot_img_26,0,208#2,-1,3
87,2,-1,#953#969,953|969,main_plot_img_26,0,208#2,-1,3
88,2,-1,#995#1034,995|1034,main_plot_img_gate,0,208#2,-1,3
89,2,-1,#1041#1063,1041|1063,main_plot_img_forest,0,208#2,-1,3
90,2,-1,#1069#1088,1069|1088,main_plot_img_wild,0,208#2,-1,3
91,2,-1,#1127#,1127,main_plot_img_hot_spring,0,208#2,-1,3
92,2,-1,#1158#,1158,main_plot_img_hot_spring,0,208#2,-1,3
93,2,-1,#1189#,1189,main_plot_img_cave,0,208#2,-1,3
94,2,-1,#1217#,1217,main_plot_img_hot_spring,0,208#2,-1,3
95,2,-1,#1244#,1244,main_plot_img_camp,0,208#2,-1,3
96,2,-1,#1266#,1266,main_plot_img_camp,0,208#2,-1,3
97,2,-1,#1296#,1296,main_plot_img_camp,0,208#2,-1,3
98,2,-1,#1332#,1332,main_plot_img_camp,0,208#2,-1,3
99,2,-1,#1365#1401,1365|1401,main_plot_img_wild,0,208#2,-1,3
100,2,-1,#1416#,1416,main_plot_img_28,0,208#2,-1,3
101,3,-1,##1478,1478,main_plot_img_28,0,208#2,-1,3
102,3,-1,#1515#1525,1515|1525,main_plot_img_school_night,0,208#2,-1,3
103,3,-1,##1570,1570,main_plot_img_26,0,208#2,-1,3
104,3,-1,##1633,1633,main_plot_img_school_night,0,208#2,-1,3
105,3,-1,##1674,1674,main_plot_img_forest_night,0,208#2,-1,3
106,3,-1,##1748,1748,main_plot_img_forest_night,0,208#2,-1,3
107,3,-1,##1823,1823,main_plot_img_forest_night,0,208#2,-1,3
108,3,-1,##1869,1869,main_plot_img_forest_night,0,208#2,-1,3
109,3,-1,#1914#1939,1914|1939,main_plot_img_forest_night,0,208#2,-1,3
110,3,-1,##1955,1955,main_plot_img_forest_night,0,208#2,-1,3
111,3,-1,##1986,1986,main_plot_img_wild_night,0,208#2,-1,3
112,3,-1,##2039,2039,main_plot_img_wild_night,0,208#2,-1,3
113,3,-1,#2075#2093,2075|2093,main_plot_img_cave_fresco,0,208#2,-1,3
114,3,-1,#2117#2130,2117|2130,main_plot_img_unconscious,0,208#2,-1,3
115,3,-1,##2135,2135,main_plot_img_wild_night,0,208#2,-1,3
116,3,-1,#2195#2220,2195|2220,main_plot_img_cave_fresco_dark,0,208#2,-1,3
117,3,-1,##2248,2248,main_plot_img_cave_fresco_dark,0,208#2,-1,3
118,3,-1,##2287,2287,main_plot_img_cave_dark,0,208#2,-1,3
119,3,-1,#2344#2364,2344|2364,main_plot_img_cave_dark,0,208#2,-1,3
120,3,-1,##2396,2396,main_plot_img_cave_dark,0,208#2,-1,3
121,4,-1,#2454,2454,main_plot_img_cave_fresco,0,208#2,-1,3
122,4,-1,#2490,2490,main_plot_img_cave_dark,0,208#2,-1,3
123,4,-1,#2515,2515,main_plot_img_cave_fresco,0,208#2,-1,3
124,4,-1,#2545,2545,main_plot_img_cave_fresco,0,208#2,-1,3
125,4,-1,#2596,2596,main_plot_img_cave_fresco,0,208#2,-1,3
126,4,-1,#2614#2629#2633#2638,2614|2629|2633|2638,main_plot_img_cave_fresco,0,208#2,-1,3
127,4,-1,#2657,2657,main_plot_img_cave_fresco,0,208#2,-1,3
128,4,-1,#2682,2682,main_plot_img_cave_fresco,0,208#2,-1,3
129,4,-1,#2714,2714,main_plot_img_volcano,0,208#2,-1,3
130,4,-1,#2739,2739,main_plot_img_cave_fresco,0,208#2,-1,3
131,4,-1,#2785,2785,main_plot_img_cave_fresco_dark,0,208#2,-1,3
132,4,-1,#2824,2824,main_plot_img_crater,0,208#2,-1,3
133,4,-1,#2840###2854,2840|||2854,main_plot_img_unconscious,0,208#2,-1,3
134,4,-1,#2859,2859,main_plot_img_cave_fresco,0,208#2,-1,3
135,4,-1,#2893,2893,main_plot_img_cave_dark,0,208#2,-1,3
136,4,-1,#2924#2966#2971,2924|2966|2971,main_plot_img_volcano,0,208#2,-1,3
137,4,-1,#2973,2973,main_plot_img_volcano,0,208#2,-1,3
138,4,-1,#3005#3057#3059,3005|3057|3059,main_plot_img_crater,0,208#2,-1,3
139,4,-1,#3063,3063,main_plot_img_7,0,208#2,-1,3
140,4,-1,#3109,3109,main_plot_img_crater,0,208#2,-1,3
141,4,-1,#3154,3154,main_plot_img_cave_fresco,0,208#2,-1,3
142,4,-1,#3186,3186,main_plot_img_cave_fresco,0,208#2,-1,3
143,4,-1,#3222,3222,main_plot_img_volcano_erupt,0,208#2,-1,3
144,4,-1,#3252,3252,main_plot_img_wild,0,208#2,-1,3
145,4,-1,#3277###3312,3277|||3312,main_plot_img_7,0,208#2,-1,3
146,4,-1,#3331,3331,main_plot_img_volcano_erupt,0,208#2,-1,3
147,4,-1,#3361,3361,main_plot_img_volcano_erupt,0,208#2,-1,3
148,4,-1,#3404#3417##3419,3404|3417||3419,main_plot_img_volcano_erupt,0,208#2,-1,3
149,4,-1,#3468,3468,main_plot_img_wild_night,0,208#2,-1,3
150,4,-1,#3537,3537,main_plot_img_wild_night,0,208#2,-1,3
151,5,-1,#1,1,bg_storyOnTheBeach_0,1,208#2,0,9
152,5,-1,#45,45,bg_storyOnTheBeach_1,1,208#2,151,9
153,5,-1,#91,91,bg_storyOnTheBeach_2,1,208#2,152,9
154,5,-1,#154,154,bg_storyOnTheBeach_3,1,208#2,153,9
155,5,-1,#212,212,bg_storyOnTheBeach_4,1,208#2,154,9
156,5,-1,#273,273,bg_storyOnTheBeach_1,1,208#2,155,9
157,5,-1,#313,313,bg_storyOnTheBeach_5,1,208#2,156,9
158,6,-1,#154,154,,0,208#2,-1,10
159,6,-1,#280,280,,0,208#2,-1,10
160,6,-1,#446,446,,0,208#2,-1,10
161,6,-1,#556,556,,0,208#2,-1,10
162,6,-1,#755,755,,0,208#2,-1,10
163,6,-1,#1,1,,0,208#2,-1,10
164,7,-1,#1,1,,0,208#2,-1,11
165,7,-1,#69,69,,0,208#2,-1,11
166,7,-1,#129,129,,0,208#2,-1,11
167,7,-1,#181,181,,0,208#2,-1,11
168,7,-1,#328,328,,0,208#2,-1,11
