id,next_id,select_next_ids,select,plot,name,image_path,type,res_path,map_swap,image_xy,image_move,dialog_type,partner_avatar,picture,picture_xy,picture_scale,is_memory,scale,partner_picture_xy,show_type,disappear_type,show_time,disappear_time,position_move,swap_overlap,image_mirror,cg_show,cg_path,cg_scale,cg_layer,cg_show_type,cg_start_xy,cg_show_time,cg_show_xy,cg_disappear_type,cg_disappear_xy,cg_disappear_time,sound,music,expression,face,face_pos,face_scale,bubble_mirror,bubble_xy,bubble_expression,no_click_time,effect,effect_scale,effect_xy,effect_layer,effect_count,jitter
27,29,,0,,-1,battle_map_2_1,0,partner_picture_56003,1,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
29,30,,0,,-1,battle_map_2_1,0,partner_picture_52004,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
30,31,,0,,-1,battle_map_2_1,0,partner_picture_56003,0,,,,,,,,,1,0|0,10,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
31,32,,0,,-1,battle_map_2_1,0,partner_picture_56003,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
32,33,,0,,-1,battle_map_2_1,0,partner_picture_52004,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
33,34,,0,,-1,battle_map_2_1,0,partner_picture_757005,0,,,,,,,,,1,0|250,11,6,1,1,1000|1000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
34,35,,0,,-1,battle_map_2_1,0,partner_picture_757005,0,,,,,,,,,1,0|250,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36,,0,,-1,battle_map_2_1,0,partner_picture_52004,0,,,,,,,,,1,0|0,10,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37,,0,,-1,battle_map_2_1,0,partner_picture_52004,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,,0,,-1,battle_map_2_1,0,partner_picture_757005,0,,,,,,,,,1,0|250,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,,0,,-1,battle_map_2_1,0,partner_picture_52004,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
39,40,,0,,-1,battle_map_2_1,0,partner_picture_52004,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
40,41,,0,,-1,battle_map_2_1,0,partner_picture_51002,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
41,42,,0,,-1,battle_map_2_1,0,partner_picture_56003,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
42,43,,0,,-1,battle_map_2_1,0,partner_picture_56003,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
43,44,,0,,-1,battle_map_2_1,0,partner_picture_56003,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
44,45,,0,,-1,battle_map_2_1,0,partner_picture_757005,0,,,,,,,,,1,0|250,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
45,46,,0,,-1,battle_map_2_1,0,partner_picture_757005,0,,,,,,,,,1,0|250,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
46,47,,0,,-1,battle_map_2_1,0,partner_picture_52004,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
47,48,,0,,-1,battle_map_2_1,0,partner_picture_51002,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
48,49,,0,,-1,battle_map_2_1,0,partner_picture_52004,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
49,-1,,0,,-1,battle_map_2_1,0,partner_picture_52004,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
50,51,,0,,,dungeon_bg,1,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
51,52,,0,,,dungeon_bg,1,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
52,53,,0,,,dungeon_bg,1,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
53,54,,0,,-1,battle_map_16_1,0,partner_picture_652014,1,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
54,55,,0,,-1,battle_map_16_1,0,partner_picture_51002,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
55,56,,0,,-1,battle_map_16_1,0,partner_picture_51002,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
56,57,,0,,-1,battle_map_16_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
57,58,,0,,-1,battle_map_16_1,0,partner_picture_21002,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
58,59,,0,,-1,battle_map_16_1,0,partner_picture_757005,0,,,,,,,,,1,0|250,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
59,60,,0,,-1,battle_map_16_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
60,61,,0,,-1,market_scene,0,partner_picture_757005,1,,,,,,,,,1,0|250,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
61,62,,0,,-1,market_scene,0,,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
62,63,,0,,-1,market_scene,0,partner_picture_21002,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
63,64,,0,,-1,market_scene,0,,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
64,65,,0,,-1,market_scene,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
65,66,,0,,,battle_map_2_1,1,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
66,67,,0,,-1,battle_map_2_1,0,partner_picture_56003,0,,,,,,,,,1,0|0,10,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
67,68,,0,,-1,battle_map_2_1,0,partner_picture_56003,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
68,69,,0,,-1,battle_map_2_1,0,partner_picture_56003,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
69,70,,0,,-1,battle_map_2_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
70,71,,0,,-1,battle_map_2_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
71,72,,0,,-1,battle_map_2_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
72,73,,0,,-1,battle_map_2_1,0,partner_picture_56003,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
73,74,,0,,-1,battle_map_2_1,0,partner_picture_56003,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
74,75,,0,,-1,battle_map_2_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
75,76,,0,,-1,battle_map_2_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
76,-1,,0,,-1,battle_map_2_1,0,partner_picture_56003,0,,,,,,,,,1,0|0,10,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
77,78,,0,-1,,gb_senior_bg,1,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
78,79,,0,,,gb_senior_bg,1,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
79,80,,0,,,gb_senior_bg,1,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
80,81,,0,,-1,gb_senior_bg,0,partner_picture_51003,0,,,,,,,,,1,0|0,10,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
81,82,,0,,-1,gb_senior_bg,0,partner_picture_652014,0,,,,,,,,,1,0|0,11,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
82,83,,0,,-1,gb_senior_bg,0,partner_picture_51003,0,,,,,,,,,1,0|0,11,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
83,84,,0,,-1,gb_senior_bg,0,partner_picture_51003,0,,,,,,,,,1,0|0,11,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
84,85,,0,,-1,gb_senior_bg,0,partner_picture_51003,0,,,,,,,,,1,0|0,11,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
85,86,,0,,-1,gb_senior_bg,0,partner_picture_51002,0,,,,,,,,,1,0|0,11,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
86,87,,0,,-1,gb_senior_bg,0,partner_picture_51003,0,,,,,,,,,1,0|0,11,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
87,88,,0,,-1,gb_senior_bg,0,partner_picture_51003,0,,,,,,,,,1,0|0,11,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
88,89,,0,,-1,gb_senior_bg,0,partner_picture_51003,0,,,,,,,,,1,0|0,11,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
89,90,,0,,-1,gb_senior_bg,0,partner_picture_652014,0,,,,,,,,,1,0|0,11,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
90,91,,0,,-1,gb_senior_bg,0,partner_picture_652014,0,,,,,,,,,1,0|0,11,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
91,92,,0,,-1,gb_senior_bg,0,partner_picture_51003,0,,,,,,,,,1,0|0,10,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
92,93,,0,,-1,gb_senior_bg,0,partner_picture_51003,0,,,,,,,,,1,0|0,11,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
93,94,,0,,-1,gb_senior_bg,0,partner_picture_51003,0,,,,,,,,,1,0|0,11,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
94,95,,0,,-1,gb_senior_bg,0,partner_picture_53004,0,,,,,,,,,1,0|0,11,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
95,96,,0,,,gb_senior_bg,1,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
96,97,,0,,,gb_senior_bg,1,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
97,98,,0,,,gb_senior_bg,1,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
98,99,,0,,,gb_senior_bg,1,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
99,100,,0,,,gb_senior_bg,1,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
100,101,,0,,-1,gb_senior_bg,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
101,102,,0,,-1,gb_senior_bg,0,partner_picture_51002,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
102,103,,0,,-1,gb_senior_bg,0,partner_picture_51002,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
103,104,,0,,-1,gb_senior_bg,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
104,105,,0,,-1,gb_senior_bg,0,partner_picture_51002,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
105,106,,0,,-1,gb_senior_bg,0,partner_picture_51002,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
106,107,,0,,-1,gb_senior_bg,0,partner_picture_51002,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
107,108,,0,,-1,gb_senior_bg,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
108,109,,0,,-1,gb_senior_bg,0,partner_picture_51002,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
109,110,,0,,-1,gb_senior_bg,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
110,111,,0,,-1,gb_senior_bg,0,partner_picture_53004,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
111,112,,0,,-1,gb_senior_bg,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
112,113,,0,,-1,gb_senior_bg,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
113,114,,0,,-1,gb_senior_bg,0,partner_picture_53004,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
114,115,,0,,-1,gb_senior_bg,0,partner_picture_53004,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
115,-1,,0,,-1,gb_senior_bg,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
116,117,,0,-1,,new_school,1,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
117,118,,0,,,new_school,1,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
118,119,,0,,,new_school,1,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
119,120,,0,,-1,new_school,0,partner_picture_21002,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
120,121,,0,,-1,new_school,0,partner_picture_53004,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
121,122,,0,,-1,new_school,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
122,123,,0,,-1,new_school,0,partner_picture_51002,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
123,124,,0,,-1,new_school,0,partner_picture_53004,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
124,125,,0,,-1,new_school,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
125,126,,0,,-1,new_school,0,partner_picture_41001,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
126,127,,0,,-1,new_school,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
127,128,,0,,-1,new_school,0,partner_picture_51002,0,,,,,,,,,1,0|0,10,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
128,129,,0,,,battle_map_11_1,1,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
129,130,,0,,,battle_map_11_1,1,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
130,131,,0,,,battle_map_11_1,1,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
131,132,,0,,-1,battle_map_11_1,0,partner_picture_53004,1,,,,,,,,,1,0|0,11,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
132,133,,0,,-1,battle_map_11_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,11,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
133,134,,0,,-1,battle_map_11_1,0,partner_picture_53004,0,,,,,,,,,1,0|0,11,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
134,135,,0,,-1,battle_map_11_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,11,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
135,136,,0,,-1,battle_map_11_1,0,partner_picture_53004,0,,,,,,,,,1,0|0,10,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
136,137,,0,,-1,battle_map_11_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,10,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
137,138,,0,,-1,battle_map_11_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,11,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
138,139,,0,,-1,battle_map_11_1,0,partner_picture_53004,0,,,,,,,,,1,0|0,11,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
139,-1,,0,,-1,battle_map_11_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,11,12,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
140,141,,0,-1,,battle_map_9_1,1,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
141,142,,0,,,battle_map_9_1,1,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
142,143,,0,,,battle_map_9_1,1,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
143,144,,0,,-1,battle_map_9_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
144,145,,0,,-1,battle_map_9_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
145,146,,0,,-1,battle_map_9_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
146,147,,0,,,battle_map_9_1,1,partner_picture_56003,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
147,148,,0,,,battle_map_9_1,1,partner_picture_757005,0,,,,,,,,,1,0|250,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
148,149,,0,,-1,battle_map_9_1,0,partner_picture_757005,0,,,,,,,,,1,0|250,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
149,150,,0,,-1,battle_map_9_1,0,partner_picture_51002,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
150,151,,0,,-1,battle_map_9_1,0,partner_picture_757005,0,,,,,,,,,1,0|250,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
151,152,,0,,-1,battle_map_9_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
152,153,,0,,-1,battle_map_9_1,0,partner_picture_757005,0,,,,,,,,,1,0|250,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
153,154,,0,,-1,battle_map_9_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
154,155,,0,,-1,battle_map_9_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
155,156,,0,,-1,battle_map_9_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
156,157,,0,,-1,battle_map_9_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
157,158,,0,,-1,battle_map_9_1,0,partner_picture_757005,0,,,,,,,,,1,0|250,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
158,159,,0,,-1,battle_map_9_1,0,partner_picture_652014,0,,,,,,,,,1,0|0,1,6,1,1,0|0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
