id,next_id,school_sort,fort_first,fort_id,battle_id1,battle_id2,battle_id3,first_reward,sweep_reward,non_first_reward,point_reward,fort_img,power
1038,1039,38,0,1,1113801,1113802,1113803,940001#141|65#390,940001#47|65#45,940001#5|65#10,2,btn_h_challenge_1,2710000
1039,1040,39,0,1,1113901,1113902,1113903,940001#144|65#400,940001#48|65#46,940001#5|65#10,2,btn_h_challenge_1,2780000
1040,1041,40,0,1,1114001,1114002,1114003,940001#147|65#410,940001#49|65#47,940001#5|65#10,2,btn_h_challenge_1,2850000
1041,1042,41,0,1,1114101,1114102,1114103,940001#150|65#420,940001#50|65#48,940001#7|65#11,4,btn_h_challenge_1,2920000
1042,1043,42,0,1,1114201,1114202,1114203,940001#153|65#430,940001#51|65#49,940001#7|65#11,4,btn_h_challenge_1,2990000
1043,1044,43,0,1,1114301,1114302,1114303,940001#156|65#440,940001#52|65#50,940001#7|65#11,4,btn_h_challenge_1,3060000
1044,1045,44,0,1,1114401,1114402,1114403,940001#159|65#450,940001#53|65#51,940001#7|65#11,4,btn_h_challenge_1,3130000
1045,1046,45,0,1,1114501,1114502,1114503,940001#162|65#460,940001#54|65#52,940001#7|65#11,4,btn_h_challenge_1,3200000
1046,1047,46,0,1,1114601,1114602,1114603,940001#165|65#470,940001#55|65#53,940001#7|65#12,4,btn_h_challenge_1,3270000
1047,1048,47,0,1,1114701,1114702,1114703,940001#168|65#480,940001#56|65#54,940001#7|65#12,4,btn_h_challenge_1,3340000
1048,1049,48,0,1,1114801,1114802,1114803,940001#171|65#490,940001#57|65#55,940001#7|65#12,4,btn_h_challenge_1,3410000
1049,1050,49,0,1,1114901,1114902,1114903,940001#174|65#500,940001#58|65#56,940001#7|65#12,4,btn_h_challenge_1,3480000
1050,1051,50,0,1,1115001,1115002,1115003,940001#177|65#510,940001#59|65#57,940001#7|65#12,4,btn_h_challenge_1,3550000
1051,1052,51,0,1,1115101,1115102,1115103,940001#180|65#520,940001#60|65#58,940001#9|65#13,4,btn_h_challenge_1,3620000
1052,1053,52,0,1,1115201,1115202,1115203,940001#183|65#530,940001#61|65#59,940001#9|65#13,4,btn_h_challenge_1,3690000
1053,1054,53,0,1,1115301,1115302,1115303,940001#186|65#540,940001#62|65#60,940001#9|65#13,4,btn_h_challenge_1,3760000
1054,1055,54,0,1,1115401,1115402,1115403,940001#189|65#550,940001#63|65#61,940001#9|65#13,4,btn_h_challenge_1,3830000
1055,1056,55,0,1,1115501,1115502,1115503,940001#192|65#560,940001#64|65#62,940001#9|65#13,4,btn_h_challenge_1,3900000
1056,1057,56,0,1,1115601,1115602,1115603,940001#195|65#570,940001#65|65#63,940001#11|65#14,4,btn_h_challenge_1,3970000
1057,1058,57,0,1,1115701,1115702,1115703,940001#198|65#580,940001#66|65#64,940001#11|65#14,4,btn_h_challenge_1,4040000
1058,1059,58,0,1,1115801,1115802,1115803,940001#201|65#590,940001#67|65#65,940001#11|65#14,4,btn_h_challenge_1,4110000
1059,1060,59,0,1,1115901,1115902,1115903,940001#204|65#600,940001#68|65#66,940001#11|65#14,4,btn_h_challenge_1,4180000
1060,1061,60,0,1,1116001,1116002,1116003,940001#207|65#610,940001#69|65#67,940001#11|65#14,4,btn_h_challenge_1,4250000
1061,1062,61,0,1,1116101,1116102,1116103,940001#210|65#620,940001#70|65#68,940001#14|65#16,6,btn_h_challenge_1,4320000
1062,1063,62,0,1,1116201,1116202,1116203,940001#213|65#630,940001#71|65#69,940001#14|65#16,6,btn_h_challenge_1,4390000
1063,1064,63,0,1,1116301,1116302,1116303,940001#216|65#640,940001#72|65#70,940001#14|65#16,6,btn_h_challenge_1,4460000
1064,1065,64,0,1,1116401,1116402,1116403,940001#219|65#650,940001#73|65#71,940001#14|65#16,6,btn_h_challenge_1,4530000
1065,1066,65,0,1,1116501,1116502,1116503,940001#222|65#660,940001#74|65#72,940001#14|65#16,6,btn_h_challenge_1,4600000
1066,1067,66,0,1,1116601,1116602,1116603,940001#225|65#670,940001#75|65#73,940001#17|65#18,6,btn_h_challenge_1,4670000
1067,1068,67,0,1,1116701,1116702,1116703,940001#228|65#680,940001#76|65#74,940001#17|65#18,6,btn_h_challenge_1,4740000
1068,1069,68,0,1,1116801,1116802,1116803,940001#231|65#690,940001#77|65#75,940001#17|65#18,6,btn_h_challenge_1,4810000
1069,1070,69,0,1,1116901,1116902,1116903,940001#234|65#700,940001#78|65#76,940001#17|65#18,6,btn_h_challenge_1,4880000
1070,1071,70,0,1,1117001,1117002,1117003,940001#237|65#710,940001#79|65#77,940001#17|65#18,6,btn_h_challenge_1,4950000
1071,1072,71,0,1,1117101,1117102,1117103,940001#240|65#720,940001#80|65#78,940001#20|65#20,6,btn_h_challenge_1,5020000
1072,1073,72,0,1,1117201,1117202,1117203,940001#243|65#730,940001#81|65#79,940001#20|65#20,6,btn_h_challenge_1,5090000
1073,1074,73,0,1,1117301,1117302,1117303,940001#246|65#740,940001#82|65#80,940001#20|65#20,6,btn_h_challenge_1,5160000
1074,1075,74,0,1,1117401,1117402,1117403,940001#249|65#750,940001#83|65#81,940001#20|65#20,6,btn_h_challenge_1,5230000
1075,1076,75,0,1,1117501,1117502,1117503,940001#252|65#760,940001#84|65#82,940001#20|65#20,6,btn_h_challenge_1,5300000
1076,1077,76,0,1,1117601,1117602,1117603,940001#255|65#770,940001#85|65#83,940001#23|65#22,6,btn_h_challenge_1,5370000
1077,1078,77,0,1,1117701,1117702,1117703,940001#258|65#780,940001#86|65#84,940001#23|65#22,6,btn_h_challenge_1,5440000
1078,1079,78,0,1,1117801,1117802,1117803,940001#261|65#790,940001#87|65#85,940001#23|65#22,6,btn_h_challenge_1,5510000
1079,1080,79,0,1,1117901,1117902,1117903,940001#264|65#800,940001#88|65#86,940001#23|65#22,6,btn_h_challenge_1,5580000
1080,1081,80,0,1,1118001,1118002,1118003,940001#267|65#810,940001#89|65#87,940001#23|65#22,6,btn_h_challenge_1,5650000
1081,1082,81,0,1,1118101,1118102,1118103,940001#270|65#820,940001#90|65#88,940001#24|65#23,8,btn_h_challenge_1,5720000
1082,1083,82,0,1,1118201,1118202,1118203,940001#270|65#820,940001#90|65#88,940001#24|65#23,8,btn_h_challenge_1,5790000
1083,1084,83,0,1,1118301,1118302,1118303,940001#270|65#820,940001#90|65#88,940001#24|65#23,8,btn_h_challenge_1,5860000
1084,1085,84,0,1,1118401,1118402,1118403,940001#270|65#820,940001#90|65#88,940001#24|65#23,8,btn_h_challenge_1,5930000
1085,1086,85,0,1,1118501,1118502,1118503,940001#270|65#820,940001#90|65#88,940001#24|65#23,8,btn_h_challenge_1,6000000
1086,1087,86,0,1,1118601,1118602,1118603,940001#270|65#820,940001#91|65#89,940001#24|65#24,8,btn_h_challenge_1,6070000
1087,1088,87,0,1,1118701,1118702,1118703,940001#270|65#820,940001#91|65#89,940001#24|65#24,8,btn_h_challenge_1,6140000
1088,1089,88,0,1,1118801,1118802,1118803,940001#270|65#820,940001#91|65#89,940001#24|65#24,8,btn_h_challenge_1,6210000
1089,1090,89,0,1,1118901,1118902,1118903,940001#270|65#820,940001#91|65#89,940001#24|65#24,8,btn_h_challenge_1,6280000
1090,1091,90,0,1,1119001,1119002,1119003,940001#270|65#820,940001#91|65#89,940001#24|65#24,8,btn_h_challenge_1,6350000
1091,1092,91,0,1,1119101,1119102,1119103,940001#270|65#820,940001#92|65#90,940001#25|65#25,8,btn_h_challenge_1,6420000
1092,1093,92,0,1,1119201,1119202,1119203,940001#270|65#820,940001#92|65#90,940001#25|65#25,8,btn_h_challenge_1,6490000
1093,1094,93,0,1,1119301,1119302,1119303,940001#270|65#820,940001#92|65#90,940001#25|65#25,8,btn_h_challenge_1,6560000
1094,1095,94,0,1,1119401,1119402,1119403,940001#270|65#820,940001#92|65#90,940001#25|65#25,8,btn_h_challenge_1,6630000
1095,1096,95,0,1,1119501,1119502,1119503,940001#270|65#820,940001#92|65#90,940001#25|65#25,8,btn_h_challenge_1,6700000
1096,1097,96,0,1,1119601,1119602,1119603,940001#270|65#820,940001#93|65#91,940001#25|65#26,8,btn_h_challenge_1,6770000
1097,1098,97,0,1,1119701,1119702,1119703,940001#270|65#820,940001#93|65#91,940001#25|65#26,8,btn_h_challenge_1,6840000
1098,1099,98,0,1,1119801,1119802,1119803,940001#270|65#820,940001#93|65#91,940001#25|65#26,8,btn_h_challenge_1,6910000
1099,1100,99,0,1,1119901,1119902,1119903,940001#270|65#820,940001#93|65#91,940001#25|65#26,8,btn_h_challenge_1,6980000
1100,-1,100,0,1,11110001,11110002,11100003,940001#270|65#820,940001#93|65#91,940001#25|65#26,8,btn_h_challenge_1,7050000
2001,2002,1,1,2,1120101,1120102,1120103,940001#30|65#20,940001#10|65#8,940001#1|65#3,1,btn_h_challenge_2,100000
2002,2003,2,0,2,1120201,1120202,1120203,940001#33|65#30,940001#11|65#9,940001#1|65#3,1,btn_h_challenge_2,200000
2003,2004,3,0,2,1120301,1120302,1120303,940001#36|65#40,940001#12|65#10,940001#1|65#3,1,btn_h_challenge_2,300000
2004,2005,4,0,2,1120401,1120402,1120403,940001#39|65#50,940001#13|65#11,940001#1|65#3,1,btn_h_challenge_2,300000
2005,2006,5,0,2,1120501,1120502,1120503,940001#42|65#60,940001#14|65#12,940001#1|65#3,1,btn_h_challenge_2,400000
2006,2007,6,0,2,1120601,1120602,1120603,940001#45|65#70,940001#15|65#13,940001#1|65#4,1,btn_h_challenge_2,470000
2007,2008,7,0,2,1120701,1120702,1120703,940001#48|65#80,940001#16|65#14,940001#1|65#4,1,btn_h_challenge_2,540000
2008,2009,8,0,2,1120801,1120802,1120803,940001#51|65#90,940001#17|65#15,940001#1|65#4,1,btn_h_challenge_2,610000
2009,2010,9,0,2,1120901,1120902,1120903,940001#54|65#100,940001#18|65#16,940001#1|65#4,1,btn_h_challenge_2,680000
2010,2011,10,0,2,1121001,1121002,1121003,940001#57|65#110,940001#19|65#17,940001#1|65#4,1,btn_h_challenge_2,750000
2011,2012,11,0,2,1121101,1121102,1121103,940001#60|65#120,940001#20|65#18,940001#2|65#5,1,btn_h_challenge_2,820000
2012,2013,12,0,2,1121201,1121202,1121203,940001#63|65#130,940001#21|65#19,940001#2|65#5,1,btn_h_challenge_2,890000
2013,2014,13,0,2,1121301,1121302,1121303,940001#66|65#140,940001#22|65#20,940001#2|65#5,1,btn_h_challenge_2,960000
2014,2015,14,0,2,1121401,1121402,1121403,940001#69|65#150,940001#23|65#21,940001#2|65#5,1,btn_h_challenge_2,1030000
2015,2016,15,0,2,1121501,1121502,1121503,940001#72|65#160,940001#24|65#22,940001#2|65#5,1,btn_h_challenge_2,1100000
2016,2017,16,0,2,1121601,1121602,1121603,940001#75|65#170,940001#25|65#23,940001#2|65#6,1,btn_h_challenge_2,1170000
2017,2018,17,0,2,1121701,1121702,1121703,940001#78|65#180,940001#26|65#24,940001#2|65#6,1,btn_h_challenge_2,1240000
2018,2019,18,0,2,1121801,1121802,1121803,940001#81|65#190,940001#27|65#25,940001#2|65#6,1,btn_h_challenge_2,1310000
2019,2020,19,0,2,1121901,1121902,1121903,940001#84|65#200,940001#28|65#26,940001#2|65#6,1,btn_h_challenge_2,1380000
2020,2021,20,0,2,1122001,1122002,1122003,940001#87|65#210,940001#29|65#27,940001#2|65#6,1,btn_h_challenge_2,1450000
2021,2022,21,0,2,1122101,1122102,1122103,940001#90|65#220,940001#30|65#28,940001#3|65#7,2,btn_h_challenge_2,1520000
2022,2023,22,0,2,1122201,1122202,1122203,940001#93|65#230,940001#31|65#29,940001#3|65#7,2,btn_h_challenge_2,1590000
2023,2024,23,0,2,1122301,1122302,1122303,940001#96|65#240,940001#32|65#30,940001#3|65#7,2,btn_h_challenge_2,1660000
2024,2025,24,0,2,1122401,1122402,1122403,940001#99|65#250,940001#33|65#31,940001#3|65#7,2,btn_h_challenge_2,1730000
2025,2026,25,0,2,1122501,1122502,1122503,940001#102|65#260,940001#34|65#32,940001#3|65#7,2,btn_h_challenge_2,1800000
2026,2027,26,0,2,1122601,1122602,1122603,940001#105|65#270,940001#35|65#33,940001#3|65#8,2,btn_h_challenge_2,1870000
2027,2028,27,0,2,1122701,1122702,1122703,940001#108|65#280,940001#36|65#34,940001#3|65#8,2,btn_h_challenge_2,1940000
2028,2029,28,0,2,1122801,1122802,1122803,940001#111|65#290,940001#37|65#35,940001#3|65#8,2,btn_h_challenge_2,2010000
2029,2030,29,0,2,1122901,1122902,1122903,940001#114|65#300,940001#38|65#36,940001#3|65#8,2,btn_h_challenge_2,2080000
2030,2031,30,0,2,1123001,1123002,1123003,940001#117|65#310,940001#39|65#37,940001#3|65#8,2,btn_h_challenge_2,2150000
2031,2032,31,0,2,1123101,1123102,1123103,940001#120|65#320,940001#40|65#38,940001#5|65#9,2,btn_h_challenge_2,2220000
2032,2033,32,0,2,1123201,1123202,1123203,940001#123|65#330,940001#41|65#39,940001#5|65#9,2,btn_h_challenge_2,2290000
2033,2034,33,0,2,1123301,1123302,1123303,940001#126|65#340,940001#42|65#40,940001#5|65#9,2,btn_h_challenge_2,2360000
2034,2035,34,0,2,1123401,1123402,1123403,940001#129|65#350,940001#43|65#41,940001#5|65#9,2,btn_h_challenge_2,2430000
2035,2036,35,0,2,1123501,1123502,1123503,940001#132|65#360,940001#44|65#42,940001#5|65#9,2,btn_h_challenge_2,2500000
2036,2037,36,0,2,1123601,1123602,1123603,940001#135|65#370,940001#45|65#43,940001#5|65#10,2,btn_h_challenge_2,2570000
2037,2038,37,0,2,1123701,1123702,1123703,940001#138|65#380,940001#46|65#44,940001#5|65#10,2,btn_h_challenge_2,2640000
2038,2039,38,0,2,1123801,1123802,1123803,940001#141|65#390,940001#47|65#45,940001#5|65#10,2,btn_h_challenge_2,2710000
2039,2040,39,0,2,1123901,1123902,1123903,940001#144|65#400,940001#48|65#46,940001#5|65#10,2,btn_h_challenge_2,2780000
2040,2041,40,0,2,1124001,1124002,1124003,940001#147|65#410,940001#49|65#47,940001#5|65#10,2,btn_h_challenge_2,2850000
2041,2042,41,0,2,1124101,1124102,1124103,940001#150|65#420,940001#50|65#48,940001#7|65#11,4,btn_h_challenge_2,2920000
2042,2043,42,0,2,1124201,1124202,1124203,940001#153|65#430,940001#51|65#49,940001#7|65#11,4,btn_h_challenge_2,2990000
2043,2044,43,0,2,1124301,1124302,1124303,940001#156|65#440,940001#52|65#50,940001#7|65#11,4,btn_h_challenge_2,3060000
2044,2045,44,0,2,1124401,1124402,1124403,940001#159|65#450,940001#53|65#51,940001#7|65#11,4,btn_h_challenge_2,3130000
2045,2046,45,0,2,1124501,1124502,1124503,940001#162|65#460,940001#54|65#52,940001#7|65#11,4,btn_h_challenge_2,3200000
2046,2047,46,0,2,1124601,1124602,1124603,940001#165|65#470,940001#55|65#53,940001#7|65#12,4,btn_h_challenge_2,3270000
2047,2048,47,0,2,1124701,1124702,1124703,940001#168|65#480,940001#56|65#54,940001#7|65#12,4,btn_h_challenge_2,3340000
2048,2049,48,0,2,1124801,1124802,1124803,940001#171|65#490,940001#57|65#55,940001#7|65#12,4,btn_h_challenge_2,3410000
2049,2050,49,0,2,1124901,1124902,1124903,940001#174|65#500,940001#58|65#56,940001#7|65#12,4,btn_h_challenge_2,3480000
2050,2051,50,0,2,1125001,1125002,1125003,940001#177|65#510,940001#59|65#57,940001#7|65#12,4,btn_h_challenge_2,3550000
2051,2052,51,0,2,1125101,1125102,1125103,940001#180|65#520,940001#60|65#58,940001#9|65#13,4,btn_h_challenge_2,3620000
2052,2053,52,0,2,1125201,1125202,1125203,940001#183|65#530,940001#61|65#59,940001#9|65#13,4,btn_h_challenge_2,3690000
2053,2054,53,0,2,1125301,1125302,1125303,940001#186|65#540,940001#62|65#60,940001#9|65#13,4,btn_h_challenge_2,3760000
2054,2055,54,0,2,1125401,1125402,1125403,940001#189|65#550,940001#63|65#61,940001#9|65#13,4,btn_h_challenge_2,3830000
2055,2056,55,0,2,1125501,1125502,1125503,940001#192|65#560,940001#64|65#62,940001#9|65#13,4,btn_h_challenge_2,3900000
2056,2057,56,0,2,1125601,1125602,1125603,940001#195|65#570,940001#65|65#63,940001#11|65#14,4,btn_h_challenge_2,3970000
2057,2058,57,0,2,1125701,1125702,1125703,940001#198|65#580,940001#66|65#64,940001#11|65#14,4,btn_h_challenge_2,4040000
2058,2059,58,0,2,1125801,1125802,1125803,940001#201|65#590,940001#67|65#65,940001#11|65#14,4,btn_h_challenge_2,4110000
2059,2060,59,0,2,1125901,1125902,1125903,940001#204|65#600,940001#68|65#66,940001#11|65#14,4,btn_h_challenge_2,4180000
2060,2061,60,0,2,1126001,1126002,1126003,940001#207|65#610,940001#69|65#67,940001#11|65#14,4,btn_h_challenge_2,4250000
2061,2062,61,0,2,1126101,1126102,1126103,940001#210|65#620,940001#70|65#68,940001#14|65#16,6,btn_h_challenge_2,4320000
2062,2063,62,0,2,1126201,1126202,1126203,940001#213|65#630,940001#71|65#69,940001#14|65#16,6,btn_h_challenge_2,4390000
2063,2064,63,0,2,1126301,1126302,1126303,940001#216|65#640,940001#72|65#70,940001#14|65#16,6,btn_h_challenge_2,4460000
2064,2065,64,0,2,1126401,1126402,1126403,940001#219|65#650,940001#73|65#71,940001#14|65#16,6,btn_h_challenge_2,4530000
2065,2066,65,0,2,1126501,1126502,1126503,940001#222|65#660,940001#74|65#72,940001#14|65#16,6,btn_h_challenge_2,4600000
2066,2067,66,0,2,1126601,1126602,1126603,940001#225|65#670,940001#75|65#73,940001#17|65#18,6,btn_h_challenge_2,4670000
2067,2068,67,0,2,1126701,1126702,1126703,940001#228|65#680,940001#76|65#74,940001#17|65#18,6,btn_h_challenge_2,4740000
2068,2069,68,0,2,1126801,1126802,1126803,940001#231|65#690,940001#77|65#75,940001#17|65#18,6,btn_h_challenge_2,4810000
2069,2070,69,0,2,1126901,1126902,1126903,940001#234|65#700,940001#78|65#76,940001#17|65#18,6,btn_h_challenge_2,4880000
2070,2071,70,0,2,1127001,1127002,1127003,940001#237|65#710,940001#79|65#77,940001#17|65#18,6,btn_h_challenge_2,4950000
2071,2072,71,0,2,1127101,1127102,1127103,940001#240|65#720,940001#80|65#78,940001#20|65#20,6,btn_h_challenge_2,5020000
2072,2073,72,0,2,1127201,1127202,1127203,940001#243|65#730,940001#81|65#79,940001#20|65#20,6,btn_h_challenge_2,5090000
2073,2074,73,0,2,1127301,1127302,1127303,940001#246|65#740,940001#82|65#80,940001#20|65#20,6,btn_h_challenge_2,5160000
2074,2075,74,0,2,1127401,1127402,1127403,940001#249|65#750,940001#83|65#81,940001#20|65#20,6,btn_h_challenge_2,5230000
2075,2076,75,0,2,1127501,1127502,1127503,940001#252|65#760,940001#84|65#82,940001#20|65#20,6,btn_h_challenge_2,5300000
2076,2077,76,0,2,1127601,1127602,1127603,940001#255|65#770,940001#85|65#83,940001#23|65#22,6,btn_h_challenge_2,5370000
2077,2078,77,0,2,1127701,1127702,1127703,940001#258|65#780,940001#86|65#84,940001#23|65#22,6,btn_h_challenge_2,5440000
2078,2079,78,0,2,1127801,1127802,1127803,940001#261|65#790,940001#87|65#85,940001#23|65#22,6,btn_h_challenge_2,5510000
2079,2080,79,0,2,1127901,1127902,1127903,940001#264|65#800,940001#88|65#86,940001#23|65#22,6,btn_h_challenge_2,5580000
2080,2081,80,0,2,1128001,1128002,1128003,940001#267|65#810,940001#89|65#87,940001#23|65#22,6,btn_h_challenge_2,5650000
2081,2082,81,0,2,1128101,1128102,1128103,940001#270|65#820,940001#90|65#88,940001#24|65#23,6,btn_h_challenge_2,5720000
2082,2083,82,0,2,1128201,1128202,1128203,940001#270|65#820,940001#90|65#88,940001#24|65#23,6,btn_h_challenge_2,5790000
2083,2084,83,0,2,1128301,1128302,1128303,940001#270|65#820,940001#90|65#88,940001#24|65#23,6,btn_h_challenge_2,5860000
2084,2085,84,0,2,1128401,1128402,1128403,940001#270|65#820,940001#90|65#88,940001#24|65#23,6,btn_h_challenge_2,5930000
2085,2086,85,0,2,1128501,1128502,1128503,940001#270|65#820,940001#90|65#88,940001#24|65#23,6,btn_h_challenge_2,6000000
2086,2087,86,0,2,1128601,1128602,1128603,940001#270|65#820,940001#91|65#89,940001#24|65#24,6,btn_h_challenge_2,6070000
2087,2088,87,0,2,1128701,1128702,1128703,940001#270|65#820,940001#91|65#89,940001#24|65#24,6,btn_h_challenge_2,6140000
2088,2089,88,0,2,1128801,1128802,1128803,940001#270|65#820,940001#91|65#89,940001#24|65#24,6,btn_h_challenge_2,6210000
2089,2090,89,0,2,1128901,1128902,1128903,940001#270|65#820,940001#91|65#89,940001#24|65#24,6,btn_h_challenge_2,6280000
2090,2091,90,0,2,1129001,1129002,1129003,940001#270|65#820,940001#91|65#89,940001#24|65#24,6,btn_h_challenge_2,6350000
2091,2092,91,0,2,1129101,1129102,1129103,940001#270|65#820,940001#92|65#90,940001#25|65#25,6,btn_h_challenge_2,6420000
2092,2093,92,0,2,1129201,1129202,1129203,940001#270|65#820,940001#92|65#90,940001#25|65#25,6,btn_h_challenge_2,6490000
2093,2094,93,0,2,1129301,1129302,1129303,940001#270|65#820,940001#92|65#90,940001#25|65#25,6,btn_h_challenge_2,6560000
2094,2095,94,0,2,1129401,1129402,1129403,940001#270|65#820,940001#92|65#90,940001#25|65#25,6,btn_h_challenge_2,6630000
2095,2096,95,0,2,1129501,1129502,1129503,940001#270|65#820,940001#92|65#90,940001#25|65#25,6,btn_h_challenge_2,6700000
2096,2097,96,0,2,1129601,1129602,1129603,940001#270|65#820,940001#93|65#91,940001#25|65#26,6,btn_h_challenge_2,6770000
2097,2098,97,0,2,1129701,1129702,1129703,940001#270|65#820,940001#93|65#91,940001#25|65#26,6,btn_h_challenge_2,6840000
2098,2099,98,0,2,1129801,1129802,1129803,940001#270|65#820,940001#93|65#91,940001#25|65#26,6,btn_h_challenge_2,6910000
2099,2100,99,0,2,1129901,1129902,1129903,940001#270|65#820,940001#93|65#91,940001#25|65#26,6,btn_h_challenge_2,6980000
2100,-1,100,0,2,11210001,11210002,11210003,940001#270|65#820,940001#93|65#91,940001#25|65#26,6,btn_h_challenge_2,7050000
3001,3002,1,1,3,1130101,1130102,1130103,940001#30|65#20,940001#10|65#8,940001#1|65#3,1,btn_h_challenge_3,100000
3002,3003,2,0,3,1130201,1130202,1130203,940001#33|65#30,940001#11|65#9,940001#1|65#3,1,btn_h_challenge_3,200000
3003,3004,3,0,3,1130301,1130302,1130303,940001#36|65#40,940001#12|65#10,940001#1|65#3,1,btn_h_challenge_3,300000
3004,3005,4,0,3,1130401,1130402,1130403,940001#39|65#50,940001#13|65#11,940001#1|65#3,1,btn_h_challenge_3,300000
