id,type,desc,img,level,next_id,first_id,last_id,sub_card,parent_card,params,award_type,awards,base,point,lock,score,tec
210501,1,-1,time_cloister_card_item_point_1,1,,,,,,,,308#1,,5,1,0,
210601,1,-1,time_cloister_card_item_point_2,1,,,,,,,,308#2,,10,2,0,94
210701,1,-1,time_cloister_card_item_point_4,1,,,,,,,,308#4,,20,2,0,94
210801,1,-1,time_cloister_card_item_point_6,1,,,,,,,,308#6,,30,2,0,94
210901,1,-1,time_cloister_card_item_point_8,1,,,,,,,,308#8,,40,2,0,94
211001,1,-1,time_cloister_card_item_point_10,1,,,,,,,,308#10,,60,2,0,94
211101,10,-1,time_cloister_card_dress_misson,1,,,,211102,,1101|1102|1103|1104,,0,,0,1,0,
211102,11,-1,time_cloister_card_dress_misson,,,,,,211101,,1,60025,,0,,0,
211201,10,-1,time_cloister_card_dress_misson,1,,,,211202,,2101|2102|2103|2104|2105|2106,,0,,0,2,0,75
211202,11,-1,time_cloister_card_dress_misson,,,,,,211201,,1,60026,,0,,0,
211301,10,-1,time_cloister_card_dress_misson,1,,,,211302,,3101|3102|3103|3104|3105|3106|3107|3108|3109|3110,,0,,0,2,0,75
211302,11,-1,time_cloister_card_dress_misson,,,,,,211301,,1,60027,,0,,0,
211401,10,-1,time_cloister_card_dress_misson,1,,,,211402,,1201|1202|1203|1204,,0,,0,1,0,
211402,11,-1,time_cloister_card_dress_misson,,,,,,211401,,1,60025,,0,,0,
211501,10,-1,time_cloister_card_dress_misson,1,,,,211502,,2201|2202|2203|2204|2205|2206,,0,,0,2,0,76
211502,11,-1,time_cloister_card_dress_misson,,,,,,211501,,1,60026,,0,,0,
211601,10,-1,time_cloister_card_dress_misson,1,,,,211602,,3201|3202|3203|3204|3205|3206|3207|3208|3209|3210,,0,,0,2,0,76
211602,11,-1,time_cloister_card_dress_misson,,,,,,211601,,1,60027,,0,,0,
211701,10,-1,time_cloister_card_dress_misson,1,,,,211702,,1301|1302|1303|1304,,0,,0,1,0,
211702,11,-1,time_cloister_card_dress_misson,,,,,,211701,,1,60025,,0,,0,
211801,10,-1,time_cloister_card_dress_misson,1,,,,211802,,2301|2302|2303|2304|2305|2306,,0,,0,2,0,77
211802,11,-1,time_cloister_card_dress_misson,,,,,,211801,,1,60026,,0,,0,
211901,10,-1,time_cloister_card_dress_misson,1,,,,211902,,3301|3302|3303|3304|3305|3306|3307|3308|3309|3310,,0,,0,2,0,77
211902,11,-1,time_cloister_card_dress_misson,,,,,,211901,,1,60027,,0,,0,
212001,10,-1,time_cloister_card_dress_misson,1,,,,212002,,1401|1402|1403|1404,,0,,0,1,0,
212002,11,-1,time_cloister_card_dress_misson,,,,,,212001,,1,60025,,0,,0,
212101,10,-1,time_cloister_card_dress_misson,1,,,,212102,,2401|2402|2403|2404|2405|2406,,0,,0,2,0,78
212102,11,-1,time_cloister_card_dress_misson,,,,,,212101,,1,60026,,0,,0,
212201,10,-1,time_cloister_card_dress_misson,1,,,,212202,,3401|3402|3403|3404|3405|3406|3407|3408|3409|3410,,0,,0,2,0,78
212202,11,-1,time_cloister_card_dress_misson,,,,,,212201,,1,60027,,0,,0,
212301,10,-1,time_cloister_card_dress_misson,1,,,,212302,,1501|1502|1503|1504,,0,,0,1,0,
212302,11,-1,time_cloister_card_dress_misson,,,,,,212301,,1,60025,,0,,0,
212401,10,-1,time_cloister_card_dress_misson,1,,,,212402,,2501|2502|2503|2504|2505|2506,,0,,0,2,0,79
212402,11,-1,time_cloister_card_dress_misson,,,,,,212401,,1,60026,,0,,0,
212501,10,-1,time_cloister_card_dress_misson,1,,,,212502,,3501|3502|3503|3504|3505|3506|3507|3508|3509|3510,,0,,0,2,0,79
212502,11,-1,time_cloister_card_dress_misson,,,,,,212501,,1,60027,,0,,0,
212601,10,-1,time_cloister_card_dress_misson,1,,,,212602,,1001|1002|1003|1004,,0,,0,1,0,
212602,11,-1,time_cloister_card_dress_misson,,,,,,212601,,1,60025,,0,,0,
212701,10,-1,time_cloister_card_dress_misson,1,,,,212702,,2001|2002|2003|2004|2005|2006|2007|2008,,0,,0,2,0,80
212702,11,-1,time_cloister_card_dress_misson,,,,,,212701,,1,60026,,0,,0,
212801,10,-1,time_cloister_card_dress_misson,1,,,,212802,,3001|3002|3003|3004|3005|3006|3007|3008,,0,,0,2,0,80
212802,11,-1,time_cloister_card_dress_misson,,,,,,212801,,1,60027,,0,,0,
220101,2,-1,time_cloister_card_battle_1,1,,,,220102|220103,,,,0,600|600|600,,1,0,
220102,4,-1,time_cloister_card_battle_1,,,,,,220101,,1,60013,,10,,0,
220103,5,-1,time_cloister_card_battle_1,,,,,,220101,,1,60014,,5,,0,
220201,2,-1,time_cloister_card_battle_2,1,,,,220202|220203,,,,0,1200|1200|1200,,2,0,91
220202,4,-1,time_cloister_card_battle_2,,,,,,220201,,1,60015,,20,,0,
220203,5,-1,time_cloister_card_battle_2,,,,,,220201,,1,60016,,10,,0,
220301,2,-1,time_cloister_card_battle_3,1,,,,220302|220303,,,,0,2400|2400|2400,,2,0,92
220302,4,-1,time_cloister_card_battle_3,,,,,,220301,,1,60017,,40,,0,
220303,5,-1,time_cloister_card_battle_3,,,,,,220301,,1,60018,,20,,0,
220401,7,-1,time_cloister_card_battle_4,1,,,,220402|220403,,910101,,0,500|500|500,,1,0,
220402,8,-1,time_cloister_card_battle_4,,,,,,220401,,3,308#3@1#5000@9#5000,,0,,0,
220403,9,-1,time_cloister_card_battle_4,,,,,,220401,,3,308#1@1#2500@9#2500,,0,,0,
220501,7,-1,time_cloister_card_battle_4,1,,,,220502|220503,,910102,,0,1000|1000|1000,,2,0,93
220502,8,-1,time_cloister_card_battle_4,,,,,,220501,,3,308#6@1#10000@9#10000,,0,,0,
220503,9,-1,time_cloister_card_battle_4,,,,,,220501,,3,308#2@1#5000@9#5000,,0,,0,
220601,7,-1,time_cloister_card_battle_5,1,,,,220602|220603,,910103,,0,1500|1500|1500,,2,0,93
220602,8,-1,time_cloister_card_battle_5,,,,,,220601,,3,308#9@1#15000@9#15000,,0,,0,
220603,9,-1,time_cloister_card_battle_5,,,,,,220601,,3,308#3@1#7500@9#7500,,0,,0,
220701,7,-1,time_cloister_card_battle_5,1,,,,220702|220703,,910104,,0,2000|2000|2000,,2,0,93
220702,8,-1,time_cloister_card_battle_5,,,,,,220701,,3,308#12@1#20000@9#20000,,0,,0,
220703,9,-1,time_cloister_card_battle_5,,,,,,220701,,3,308#4@1#10000@9#10000,,0,,0,
220801,7,-1,time_cloister_card_battle_6,1,,,,220802|220803,,910105,,0,2500|2500|2500,,2,0,93
220802,8,-1,time_cloister_card_battle_6,,,,,,220801,,3,308#15@1#25000@9#25000,,0,,0,
220803,9,-1,time_cloister_card_battle_6,,,,,,220801,,3,308#5@1#12500@9#12500,,0,,0,
230101,6,-1,time_cloister_card_event_1,1,230102,230101,230107,,,,,0,,5,1,0,
230102,6,-1,time_cloister_card_event_1,2,230103,230101,230107,,,,,0,,5,2,0,81
230103,6,-1,time_cloister_card_event_1,3,230104,230101,230107,,,,,0,,5,2,0,81
230104,6,-1,time_cloister_card_event_1,4,230105,230101,230107,,,,,0,,5,2,0,81
230105,6,-1,time_cloister_card_event_1,5,230106,230101,230107,,,,,0,,5,2,0,81
230106,6,-1,time_cloister_card_event_1,6,230107,230101,230107,,,,,0,,5,2,0,81
230107,6,-1,time_cloister_card_event_1,7,,230101,230107,,,,,0,,5,2,0,81
230201,6,-1,time_cloister_card_event_2,1,230202,230201,230207,,,,,0,,10,1,0,
230202,6,-1,time_cloister_card_event_2,2,230203,230201,230207,,,,,0,,10,2,0,82
230203,6,-1,time_cloister_card_event_2,3,230204,230201,230207,,,,,0,,10,2,0,82
230204,6,-1,time_cloister_card_event_2,4,230205,230201,230207,,,,,0,,10,2,0,82
230205,6,-1,time_cloister_card_event_2,5,230206,230201,230207,,,,,0,,10,2,0,82
230206,6,-1,time_cloister_card_event_2,6,230207,230201,230207,,,,,0,,10,2,0,82
230207,6,-1,time_cloister_card_event_2,7,,230201,230207,,,,,0,,10,2,0,82
230301,6,-1,time_cloister_card_event_3,1,230302,230301,230307,,,,,0,,20,1,0,
230302,6,-1,time_cloister_card_event_3,2,230303,230301,230307,,,,,0,,20,2,0,83
230303,6,-1,time_cloister_card_event_3,3,230304,230301,230307,,,,,0,,20,2,0,83
230304,6,-1,time_cloister_card_event_3,4,230305,230301,230307,,,,,0,,20,2,0,83
230305,6,-1,time_cloister_card_event_3,5,230306,230301,230307,,,,,0,,20,2,0,83
230306,6,-1,time_cloister_card_event_3,6,230307,230301,230307,,,,,0,,20,2,0,83
230307,6,-1,time_cloister_card_event_3,7,,230301,230307,,,,,0,,20,2,0,83
230401,6,-1,time_cloister_card_event_4,1,230402,230401,230407,,,,,0,,30,1,0,
230402,6,-1,time_cloister_card_event_4,2,230403,230401,230407,,,,,0,,30,2,0,84
230403,6,-1,time_cloister_card_event_4,3,230404,230401,230407,,,,,0,,30,2,0,84
230404,6,-1,time_cloister_card_event_4,4,230405,230401,230407,,,,,0,,30,2,0,84
230405,6,-1,time_cloister_card_event_4,5,230406,230401,230407,,,,,0,,30,2,0,84
230406,6,-1,time_cloister_card_event_4,6,230407,230401,230407,,,,,0,,30,2,0,84
230407,6,-1,time_cloister_card_event_4,7,,230401,230407,,,,,0,,30,2,0,84
230501,6,-1,time_cloister_card_event_5,1,230502,230501,230507,,,,,0,,40,1,0,
230502,6,-1,time_cloister_card_event_5,2,230503,230501,230507,,,,,0,,40,2,0,85
230503,6,-1,time_cloister_card_event_5,3,230504,230501,230507,,,,,0,,40,2,0,85
230504,6,-1,time_cloister_card_event_5,4,230505,230501,230507,,,,,0,,40,2,0,85
230505,6,-1,time_cloister_card_event_5,5,230506,230501,230507,,,,,0,,40,2,0,85
230506,6,-1,time_cloister_card_event_5,6,230507,230501,230507,,,,,0,,40,2,0,85
230507,6,-1,time_cloister_card_event_5,7,,230501,230507,,,,,0,,40,2,0,85
230601,6,-1,time_cloister_card_event_6,1,230602,230601,230607,,,,,0,,50,1,0,
230602,6,-1,time_cloister_card_event_6,2,230603,230601,230607,,,,,0,,50,2,0,86
230603,6,-1,time_cloister_card_event_6,3,230604,230601,230607,,,,,0,,50,2,0,86
230604,6,-1,time_cloister_card_event_6,4,230605,230601,230607,,,,,0,,50,2,0,86
230605,6,-1,time_cloister_card_event_6,5,230606,230601,230607,,,,,0,,50,2,0,86
230606,6,-1,time_cloister_card_event_6,6,230607,230601,230607,,,,,0,,50,2,0,86
230607,6,-1,time_cloister_card_event_6,7,,230601,230607,,,,,0,,50,2,0,86
230701,6,-1,time_cloister_card_event_7,1,230702,230701,230707,,,,,0,,60,1,0,
230702,6,-1,time_cloister_card_event_7,2,230703,230701,230707,,,,,0,,60,2,0,87
230703,6,-1,time_cloister_card_event_7,3,230704,230701,230707,,,,,0,,60,2,0,87
230704,6,-1,time_cloister_card_event_7,4,230705,230701,230707,,,,,0,,60,2,0,87
230705,6,-1,time_cloister_card_event_7,5,230706,230701,230707,,,,,0,,60,2,0,87
230706,6,-1,time_cloister_card_event_7,6,230707,230701,230707,,,,,0,,60,2,0,87
230707,6,-1,time_cloister_card_event_7,7,,230701,230707,,,,,0,,60,2,0,87
230801,3,-1,time_cloister_card_event_point_1,1,,,,,,,,0,,5,1,1,
230901,3,-1,time_cloister_card_event_point_2,1,,,,,,,,0,,10,1,2,
231001,3,-1,time_cloister_card_event_point_4,1,,,,,,,,0,,20,2,4,90
231101,3,-1,time_cloister_card_event_point_8,1,,,,,,,,0,,40,2,8,90
231201,3,-1,time_cloister_card_event_point_16,1,,,,,,,,0,,60,2,16,90
310101,1,-1,time_cloister_card_supply,1,210102,210101,210106,,,,,60019,,20,1,0,
310102,1,-1,time_cloister_card_supply,2,210103,210101,210106,,,,,60020,,20,2,0,55
310103,1,-1,time_cloister_card_supply,3,210104,210101,210106,,,,,60021,,20,2,0,56
310104,1,-1,time_cloister_card_supply,4,210105,210101,210106,,,,,60022,,20,2,0,57
310105,1,-1,time_cloister_card_supply,5,210106,210101,210106,,,,,60023,,20,2,0,58
310106,1,-1,time_cloister_card_supply,6,,210101,210106,,,,,60024,,20,2,0,59
310201,1,-1,time_cloister_card_supply,1,210202,210201,210206,,,,,258#1,,100,1,0,
310202,1,-1,time_cloister_card_supply,2,210203,210201,210206,,,,,258#2,,100,2,0,60
310203,1,-1,time_cloister_card_supply,3,210204,210201,210206,,,,,258#3,,100,2,0,61
310204,1,-1,time_cloister_card_supply,4,210205,210201,210206,,,,,258#4,,100,2,0,62
310205,1,-1,time_cloister_card_supply,5,210206,210201,210206,,,,,258#5,,100,2,0,63
310206,1,-1,time_cloister_card_supply,6,,210201,210206,,,,,258#6,,100,2,0,64
310301,1,-1,time_cloister_card_supply,1,210302,210301,210306,,,,,260#1,,40,1,0,
310302,1,-1,time_cloister_card_supply,2,210303,210301,210306,,,,,260#2,,40,2,0,65
310303,1,-1,time_cloister_card_supply,3,210304,210301,210306,,,,,260#3,,40,2,0,66
310304,1,-1,time_cloister_card_supply,4,210305,210301,210306,,,,,260#4,,40,2,0,67
310305,1,-1,time_cloister_card_supply,5,210306,210301,210306,,,,,260#5,,40,2,0,68
310306,1,-1,time_cloister_card_supply,6,,210301,210306,,,,,260#6,,40,2,0,69
310401,1,-1,time_cloister_card_supply,1,210402,210401,210406,,,,,261#1,,60,1,0,
310402,1,-1,time_cloister_card_supply,2,210403,210401,210406,,,,,261#2,,60,2,0,70
310403,1,-1,time_cloister_card_supply,3,210404,210401,210406,,,,,261#3,,60,2,0,71
310404,1,-1,time_cloister_card_supply,4,210405,210401,210406,,,,,261#4,,60,2,0,72
310405,1,-1,time_cloister_card_supply,5,210406,210401,210406,,,,,261#5,,60,2,0,73
310406,1,-1,time_cloister_card_supply,6,,210401,210406,,,,,261#6,,60,2,0,74
310501,1,-1,,1,,,,,,,,,,0,1,0,
310601,1,-1,,1,,,,,,,,,,0,1,0,
310701,1,-1,,1,,,,,,,,,,0,1,0,
310801,10,-1,time_cloister_card_dress_misson,1,,,,310802,,1101|1102|1103|1104,,0,,0,1,0,
310802,11,-1,time_cloister_card_dress_misson,,,,,,310801,,1,60025,,0,,0,
310901,10,-1,time_cloister_card_dress_misson,1,,,,310902,,2101|2102|2103|2104|2105|2106,,0,,0,2,0,75
310902,11,-1,time_cloister_card_dress_misson,,,,,,310901,,1,60026,,0,,0,
311001,10,-1,time_cloister_card_dress_misson,1,,,,311002,,3101|3102|3103|3104|3105|3106|3107|3108|3109|3110,,0,,0,2,0,75
311002,11,-1,time_cloister_card_dress_misson,,,,,,311001,,1,60027,,0,,0,
311101,10,-1,time_cloister_card_dress_misson,1,,,,311102,,1201|1202|1203|1204,,0,,0,1,0,
311102,11,-1,time_cloister_card_dress_misson,,,,,,311101,,1,60025,,0,,0,
311201,10,-1,time_cloister_card_dress_misson,1,,,,311202,,2201|2202|2203|2204|2205|2206,,0,,0,2,0,76
311202,11,-1,time_cloister_card_dress_misson,,,,,,311201,,1,60026,,0,,0,
311301,10,-1,time_cloister_card_dress_misson,1,,,,311302,,3201|3202|3203|3204|3205|3206|3207|3208|3209|3210,,0,,0,2,0,76
311302,11,-1,time_cloister_card_dress_misson,,,,,,311301,,1,60027,,0,,0,
311401,10,-1,time_cloister_card_dress_misson,1,,,,311402,,1301|1302|1303|1304,,0,,0,1,0,
311402,11,-1,time_cloister_card_dress_misson,,,,,,311401,,1,60025,,0,,0,
311501,10,-1,time_cloister_card_dress_misson,1,,,,311502,,2301|2302|2303|2304|2305|2306,,0,,0,2,0,77
311502,11,-1,time_cloister_card_dress_misson,,,,,,311501,,1,60026,,0,,0,
311601,10,-1,time_cloister_card_dress_misson,1,,,,311602,,3301|3302|3303|3304|3305|3306|3307|3308|3309|3310,,0,,0,2,0,77
311602,11,-1,time_cloister_card_dress_misson,,,,,,311601,,1,60027,,0,,0,
311701,10,-1,time_cloister_card_dress_misson,1,,,,311702,,1401|1402|1403|1404,,0,,0,1,0,
311702,11,-1,time_cloister_card_dress_misson,,,,,,311701,,1,60025,,0,,0,
311801,10,-1,time_cloister_card_dress_misson,1,,,,311802,,2401|2402|2403|2404|2405|2406,,0,,0,2,0,78
311802,11,-1,time_cloister_card_dress_misson,,,,,,311801,,1,60026,,0,,0,
311901,10,-1,time_cloister_card_dress_misson,1,,,,311902,,3401|3402|3403|3404|3405|3406|3407|3408|3409|3410,,0,,0,2,0,78
311902,11,-1,time_cloister_card_dress_misson,,,,,,311901,,1,60027,,0,,0,
312001,10,-1,time_cloister_card_dress_misson,1,,,,312002,,1501|1502|1503|1504,,0,,0,1,0,
312002,11,-1,time_cloister_card_dress_misson,,,,,,312001,,1,60025,,0,,0,
312101,10,-1,time_cloister_card_dress_misson,1,,,,312102,,2501|2502|2503|2504|2505|2506,,0,,0,2,0,79
312102,11,-1,time_cloister_card_dress_misson,,,,,,312101,,1,60026,,0,,0,
312201,10,-1,time_cloister_card_dress_misson,1,,,,312202,,3501|3502|3503|3504|3505|3506|3507|3508|3509|3510,,0,,0,2,0,79
312202,11,-1,time_cloister_card_dress_misson,,,,,,312201,,1,60027,,0,,0,
312301,10,-1,time_cloister_card_dress_misson,1,,,,312302,,1001|1002|1003|1004,,0,,0,1,0,
312302,11,-1,time_cloister_card_dress_misson,,,,,,312301,,1,60025,,0,,0,
312401,10,-1,time_cloister_card_dress_misson,1,,,,312402,,2001|2002|2003|2004|2005|2006|2007|2008,,0,,0,2,0,80
312402,11,-1,time_cloister_card_dress_misson,,,,,,312401,,1,60026,,0,,0,
