id,name,desc_1,desc_2,desc_4,desc_5,desc_6,desc_11,activity_id,rank,charge,currency,diamond,first_extra_diamond,extra_diamond,token_amount,vip_exp,gift_id,giftbag_type,gift_type_desc,daily_diamond,days,ios_product_id,price,icon,output_percent,parameter,parameter_vip,previlege,last_time,limit_times,cd,sale_on_web,need_review,price_change,dynamic_limit
201,-1,Weekly Package 6,Pack Hebdomadaire 6,-1,-1,주간 팩 6,Wochenpaket 6,3,0,99.99,,0,,,5000,5000,10201,5,-1,,,com.carolgames.moemoegirls.weekgift6,99.99,,,,,,604800,1,,1,0,0,
26,-1,Value Package 1,Pack de Grande Valeur 1,-1,-1,슈퍼 팩 1,Superpaket 1,12,0,99.99,,0,,,5000,5000,10026,8,-1,,,com.carolgames.moemoegirls.overflow1,99.99,,,,,,604800,7,,1,0,0,
27,-1,Value Package 2,Pack de Grande Valeur 2,-1,-1,슈퍼 팩 2,Superpaket 2,12,0,69.99,,0,,,3500,3500,10027,8,-1,,,com.carolgames.moemoegirls.overflow2,69.99,,,,,,604800,6,,1,0,0,
28,-1,Value Package 3,Pack de Grande Valeur 3,-1,-1,슈퍼 팩 3,Superpaket 3,12,0,29.99,,0,,,1500,1500,10028,8,-1,,,com.carolgames.moemoegirls.overflow3,29.99,,,,,,604800,5,,1,0,0,
29,-1,Value Package 4,Pack de Grande Valeur 4,-1,-1,슈퍼 팩 4,Superpaket 4,12,0,9.99,,0,,,500,500,10029,8,-1,,,com.carolgames.moemoegirls.overflow4,9.99,,,,,,604800,4,,1,0,0,
30,-1,Value Package 5,Pack de Grande Valeur 5,-1,-1,슈퍼 팩 5,Superpaket 5,12,0,4.99,,0,,,250,250,10030,8,-1,,,com.carolgames.moemoegirls.overflow5,4.99,,,,,,604800,4,,1,0,0,
31,-1,Value Package 1,Pack de Grande Valeur 1,-1,-1,슈퍼 팩 1,Superpaket 1,15,0,99.99,,0,,,5000,5000,10031,9,-1,,,com.carolgames.moemoegirls.overflow_b1,99.99,,,,,,604800,8,,1,0,0,
32,-1,Value Package 2,Pack de Grande Valeur 2,-1,-1,슈퍼 팩 2,Superpaket 2,15,0,69.99,,0,,,3500,3500,10032,9,-1,,,com.carolgames.moemoegirls.overflow_b2,69.99,,,,,,604800,7,,1,0,0,
33,-1,Value Package 3,Pack de Grande Valeur 3,-1,-1,슈퍼 팩 3,Superpaket 3,15,0,29.99,,0,,,1500,1500,10033,9,-1,,,com.carolgames.moemoegirls.overflow_b3,29.99,,,,,,604800,5,,1,0,0,
34,-1,Value Package 4,Pack de Grande Valeur 4,-1,-1,슈퍼 팩 4,Superpaket 4,15,0,19.99,,0,,,1000,1000,10034,9,-1,,,com.carolgames.moemoegirls.overflow_b4,19.99,,,,,,604800,5,,1,0,0,
35,-1,Free Recharge Package,Pack de Recharge Gratuit,-1,-1,무료 구입 커스텀 팩,Gratis Auflade Paket,19,0,1.98,,0,,,100,50,10035,10,-1,,,com.carolgames.moemoegirls.60t,1.98,,,,,,,1,,1,0,0,
36,-1,Value Package 5,Pack de Grande Valeur 5,-1,-1,슈퍼 팩 5,Superpaket 5,15,0,4.99,,0,,,250,250,10036,9,-1,,,com.carolgames.moemoegirls.overflow_b5,4.99,,,,,,604800,5,,1,0,0,
37,-1,Limit 5-star Girl Pack,Pack Limité de Filles 5 étoiles,-1,-1,기간 한정 5성 특가 팩,5-Sterne Paket,31,0,1.99,,0,,,100,50,10035,11,-1,,,com.carolgames.moemoegirls.limittime5star,1.99,,,,,,604800,1,,1,0,0,
38,-1,Coin Subscription,Abonnement,-1,-1,구독,Abonnieren,38,3,0.99,NT$,0,,,,50,10003,13,-1,,7,com.carolgames.moemoegirls.weeksub,0.99,vip_icon10_png,,,,,,,,1,0,0,
39,-1,Black Friday Card,Carte du Vendredi Noir,-1,Xmasパス,블랙 프라이데이 카드,Black Friday-Karte,36,0,9.99,,0,,,500,500,10039,12,-1,,7,com.carolgames.moemoegirls.blackcard,9.99,,,,,,,,,1,0,0,
40,-1,Weekly Subscription,Abonnement Hebdomadaire,-1,-1,주간 구독,Wöchentliches Abonnement,38,3,0.99,NT$,0,,,,50,10040,13,-1,,7,com.carolgames.moemoegirls.sub_week,0.99,,,,,,,,,0,0,0,
41,-1,Monthly Subscription,Mensuel,-1,-1,월간 구독,Monatliches Abonnement,38,3,3.99,NT$,0,,,,200,10041,13,-1,,30,com.carolgames.moemoegirls.sub_month,3.99,,,,,,,,,0,0,0,
42,-1,Quarterly Subscription,Trimestriel,-1,-1,3개월 구독,Vierteljähriges Abonnement,38,3,9.99,NT$,0,,,,500,10042,13,-1,,90,com.carolgames.moemoegirls.sub_quarter,9.99,,,,,,,,,0,0,0,
43,-1,Monthly Package 1,Pack Mensuel 1,-1,-1,월간 팩 1,Monatspaket 1,39,0,4.99,,0,,,250,250,10043,14,-1,,,com.carolgames.moemoegirls.monthgift1,4.99,,,,,,2592000,1,,1,0,0,
44,-1,Monthly Package 2,Pack Mensuel 2,-1,-1,월간 팩 2,Monatspaket 2,39,0,9.99,,0,,,500,500,10044,14,-1,,,com.carolgames.moemoegirls.monthgift2,9.99,,,,,,2592000,1,,1,0,0,
45,-1,Monthly Package 3,Pack Mensuel 3,-1,-1,월간 팩 3,Monatspaket 3,39,0,29.99,,0,,,1500,1500,10045,14,-1,,,com.carolgames.moemoegirls.monthgift3,29.99,,,,,,2592000,1,,1,0,0,
46,-1,Monthly Package 4,Pack Mensuel 4,-1,-1,월간 팩 4,Monatspaket 4,39,0,49.99,,0,,,2500,2500,10046,14,-1,,,com.carolgames.moemoegirls.monthgift4,49.99,,,,,,2592000,1,,1,0,0,
47,-1,Monthly Package 5,Pack Mensuel 5,-1,-1,월간 팩 5,Monatspaket 5,39,0,69.99,,0,,,3500,3500,10047,14,-1,,,com.carolgames.moemoegirls.monthgift5,69.99,,,,,,2592000,1,,1,0,0,
48,-1,Monthly Package 6,Pack Mensuel 6,-1,-1,월간 팩 6,Monatspaket 6,39,0,79.99,,0,,,4000,4000,10048,14,-1,,,com.carolgames.moemoegirls.monthgift6,79.99,,,,,,2592000,1,,1,0,0,
199,-1,Monthly Package 7,Pack Mensuel 7,-1,-1,월간 팩 7,Monatspaket 7,39,0,99.99,,0,,,5000,5000,10199,14,-1,,,com.carolgames.moemoegirls.monthgift7,99.99,,,,,,2592000,1,,1,0,0,
49,-1,Weekly Package 1,Pack Hebdomadaire 1,-1,-1,주간 팩 1,Wochenpaket 1,40,0,9.99,,0,,,500,500,10049,15,-1,,,com.carolgames.moemoegirls.weekgift1,9.99,,,,,,604800,3,,1,0,0,
50,-1,Weekly Package 2,Pack Hebdomadaire 2,-1,-1,주간 팩 2,Wochenpaket 2,40,0,19.99,,0,,,1000,1000,10050,15,-1,,,com.carolgames.moemoegirls.weekgift2,19.99,,,,,,604800,3,,1,0,0,
51,-1,Weekly Package 3,Pack Hebdomadaire 3,-1,-1,주간 팩 3,Wochenpaket 3,40,0,49.99,,0,,,2500,2500,10051,15,-1,,,com.carolgames.moemoegirls.weekgift3,49.99,,,,,,604800,3,,1,0,0,
52,-1,Weekly Package 4,Pack Hebdomadaire 4,-1,-1,주간 팩 4,Wochenpaket 4,40,0,69.99,,0,,,3500,3500,10052,15,-1,,,com.carolgames.moemoegirls.weekgift4,69.99,,,,,,604800,2,,1,0,0,
53,-1,Weekly Subscription,Abonnement Hebdomadaire,-1,-1,주간 구독,Wöchentliches Abonnement,38,3,0.99,NT$,0,,,,50,10040,13,-1,,7,com.carolgames.moemoegirls.sub_week,0.99,,,,,,,,,0,0,0,
54,-1,Monthly Subscription,Mensuel,-1,-1,월간 구독,Monatliches Abonnement,38,3,3.99,NT$,0,,,,200,10041,13,-1,,30,com.carolgames.moemoegirls.sub_month,3.99,,,,,,,,,0,0,0,
55,-1,Quarterly Subscription,Trimestriel,-1,-1,3개월 구독,Vierteljähriges Abonnement,38,3,9.99,NT$,0,,,,500,10042,13,-1,,90,com.carolgames.moemoegirls.sub_quarter,9.99,,,,,,,,,0,0,0,
56,-1,Special Skin Pack 1,Pack Surprise de Skin 1,-1,-1,스페셜 스킨 팩 1,Glückspaket 1,44,0,4.99,,0,,,250,250,10056,16,-1,,,com.carolgames.moemoegirls.skin_pack_a1,4.99,,,,,,604800,2,,2,0,0,
57,-1,Special Skin Pack 1,Pack Surprise de Skin 1,-1,-1,스페셜 스킨 팩 1,Glückspaket 1,45,0,4.99,,0,,,250,250,10057,17,-1,,,com.carolgames.moemoegirls.skin_pack_b1,4.99,,,,,,604800,2,,1,0,0,
58,-1,Free 7-day,7 jours Gratuit(Hebdo),-1,-1,7일 무료,7-tägige kostenlose Testversion,38,3,0,NT$,0,,,,0,40001,13,-1,,7,com.carolgames.moemoegirls.sub_week,0.99,,,,,,,,,0,0,0,
59,-1,Free 7-day,7 jours Gratuit(Mensuel),-1,-1,7일 무료,7-tägige kostenlose Testversion,38,3,0,NT$,0,,,,0,40002,13,-1,,7,com.carolgames.moemoegirls.sub_week,3.99,,,,,,,,,0,0,0,
60,-1,Free 7-day,7 jours Gratuit(Trimestriel),-1,-1,7일 무료,7-tägige kostenlose Testversion,38,3,0,NT$,0,,,,0,40003,13,-1,,7,com.carolgames.moemoegirls.sub_week,9.99,,,,,,,,,0,0,0,
61,-1,Free 7-day,7 jours Gratuit(Hebdo),-1,-1,7일 무료,7-tägige kostenlose Testversion,38,3,0,NT$,0,,,,0,41001,13,-1,,7,com.carolgames.moemoegirls.sub_week,0.99,,,,,,,,,0,0,0,
62,-1,Free 7-day,7 jours Gratuit(Mensuel),-1,-1,7일 무료,7-tägige kostenlose Testversion,38,3,0,NT$,0,,,,0,41002,13,-1,,7,com.carolgames.moemoegirls.sub_week,3.99,,,,,,,,,0,0,0,
63,-1,Free 7-day,7 jours Gratuit(Trimestriel),-1,-1,7일 무료,7-tägige kostenlose Testversion,38,3,0,NT$,0,,,,0,41003,13,-1,,7,com.carolgames.moemoegirls.sub_week,9.99,,,,,,,,,0,0,0,
64,-1,Stage Package,Pack d'Etape,-1,ステージパック,스테이지 팩,Rundenpaket,49,0,9.99,,0,,,500,500,10064,18,-1,,,com.carolgames.moemoegirls.stage,9.99,,,35,,,14400,1,,1,0,0,
65,-1,Special Skin Pack 2 ,Pack Surprise de Skin 2,-1,-1,스페셜 스킨 팩 2,Glückspaket 2,45,0,49.99,,0,,,2500,2500,10065,17,-1,,,com.carolgames.moemoegirls.skin_pack_b2,49.99,,,,,,604800,1,,1,0,0,
66,-1,Oath Ring,Bague de Serment,-1,-1,서약 반지,Ehering,51,0,19.99,,0,,,1000,1000,10066,19,-1,,,com.carolgames.moemoegirls.oath_ring,19.99,,,,,,,,,1,0,0,
67,-1,Growth Pack,Pack de Croissance,-1,-1,육성 팩,Wachstumspaket,57,0,9.99,,0,,,500,500,10067,20,-1,,,com.carolgames.moemoegirls.grow_up_gift1,9.99,,,25,,,2592000,2,,0,0,0,
70,-1,Unlock Special Rewards,Débloquer Récompenses Spéciales,-1,アップグレートボーナス,활성화 특별 보상,Entsperre Deluxe Bonus,62,0,19.99,,0,,,1000,1000,10070,21,-1,,,com.carolgames.moemoegirls.beach_spe_rewards,19.99,,,,,,,1,,1,0,0,
71,-1,Special Skin Pack 2 ,Pack Surprise de Skin 2,-1,-1,스페셜 스킨 팩 2,Glückspaket 2,44,0,49.99,,0,,,2500,2500,10071,16,-1,,,com.carolgames.moemoegirls.skin_pack_a2,49.99,,,,,,604800,1,,1,0,0,
72,-1,Spring Festival Card,Carte de la Fête du Printemps,-1,-1,설날 길운 패스,Karte zum Frühlingsfest,36,0,19.99,,0,,,1000,1000,10072,12,-1,,10,com.carolgames.moemoegirls.blackcard1,19.99,,,,,,,1,,1,0,0,
73,-1,Jingle Bell Pack 1,Pack Exclusif de Noël 1,-1,-1,크리스마스 한정 팩 1,Limitierte Pakete zu Weihnachten 1,66,0,49.99,,0,,,2500,2500,10073,22,-1,,,com.carolgames.moemoegirls.korea_pack1,49.99,,,,,,172800,2,,1,0,0,
74,-1,Motivation Program,Programme de Motivation,-1,-1,스터디 프로그램,Studiumplan,69,0,9.99,,0,,,500,500,10074,23,-1,,,com.carolgames.moemoegirls.level_up,9.99,,,,,,,1,,1,0,0,
75,-1,Oath Pack,Pack de Serment,-1,-1,서약 팩,Eid Paket,72,0,29.99,,0,,,1500,1500,10075,24,-1,,7,com.carolgames.moemoegirls.oath_pack,29.99,,,,,,604800,1,,1,0,1,
76,-1,Monthly Quest Extra Awards,Pass de Luxe,-1,フランスβテストギフト,과제 구입,Premium Inhalte,75,0,9.99,,0,,,500,500,10076,25,-1,,30,com.carolgames.moemoegirls.monthly_quest,9.99,,,,,,2592000,1,,1,0,0,
77,-1,Jingle Bell Pack 2,Pack Exclusif de Noël 2,-1,-1,크리스마스 한정 팩 2,Limitierte Pakete zu Weihnachten 1,66,0,99.99,,0,,,5000,5000,10077,22,-1,,,com.carolgames.moemoegirls.korea_pack2,99.99,,,,,,172800,2,,1,0,0,
78,-1,Value Package 1,Pack de Grande Valeur 1,-1,-1,슈퍼 팩 1,Superpaket 1,89,0,99.99,,0,,,5000,5000,10078,33,-1,,,com.carolgames.moemoegirls.overflow_c1,99.99,,,,,,604800,8,,1,0,0,
79,-1,Value Package 2,Pack de Grande Valeur 2,-1,-1,슈퍼 팩 2,Superpaket 2,89,0,69.99,,0,,,3500,3500,10079,33,-1,,,com.carolgames.moemoegirls.overflow_c2,69.99,,,,,,604800,8,,1,0,0,
80,-1,Value Package 3,Pack de Grande Valeur 3,-1,-1,슈퍼 팩 3,Superpaket 3,89,0,29.99,,0,,,1500,1500,10080,33,-1,,,com.carolgames.moemoegirls.overflow_c3,29.99,,,,,,604800,7,,1,0,0,
81,-1,Value Package 4,Pack de Grande Valeur 4,-1,-1,슈퍼 팩 4,Superpaket 4,89,0,9.99,,0,,,500,500,10081,33,-1,,,com.carolgames.moemoegirls.overflow_c4,9.99,,,,,,604800,7,,1,0,0,
82,-1,Value Package 5,Pack de Grande Valeur 5,-1,-1,슈퍼 팩 5,Superpaket 5,89,0,4.99,,0,,,250,250,10082,33,-1,,,com.carolgames.moemoegirls.overflow_c5,4.99,,,,,,604800,6,,1,0,0,
84,-1,Special Gift Pack 1,Pack Surprise 1,-1,-1,스페셜 팩 1,Glückspaket 1,90,0,4.99,,0,,,250,250,10084,34,-1,,,com.carolgames.moemoegirls.skin_pack_c1,4.99,,,,,,604800,2,,1,0,0,
85,-1,Special Gift Pack 2,Pack Surprise 2,-1,-1,스페셜 팩 2,Glückspaket 2,90,0,69.99,,0,,,3500,3500,10085,34,-1,,,com.carolgames.moemoegirls.skin_pack_c2,69.99,,,,,,604800,1,,1,0,0,
86,-1,Free Recharge Package,Pack de Recharge Gratuit,-1,-1,무료 구입 커스텀 팩,Gratis Aufladepaket,91,0,1.98,,0,,,100,50,10035,35,-1,,,com.carolgames.moemoegirls.60t,1.98,,,,,,,1,,1,0,0,
90,-1,Weekly Package 6,Pack Hebdomadaire 6,-1,-1,주간 팩 6,Wochenpaket 6,40,0,99.99,,0,,,5000,5000,10087,15,-1,,,com.carolgames.moemoegirls.weekgift6,99.99,,,,,,604800,1,,1,0,0,
88,-1,4000 Gems Package,Pack de 4000 Gemmes,-1,4000ダイヤパック,4000 다이아,4000 Dias,5,8,79.99,NT$,4000,2#4000,1400,4000,4000,10088,2,-1,,,com.carolgames.moemoegirls.4000d,79.99,vip_icon05_png,,,,,,,,1,0,0,
21,-1,Monthly Package 6,Pack Mensuel 6,-1,-1,월간 팩 6,Monatspaket 6,2,0,79.99,,0,,,4000,4000,10089,4,-1,,,com.carolgames.moemoegirls.monthgift6,79.99,,,,,,2592000,1,,1,0,0,
87,-1,Weekly Package 5,Pack Hebdomadaire 5,-1,-1,주간 팩 5,Wochenpaket 5,40,0,79.99,,0,,,4000,4000,10090,15,-1,,,com.carolgames.moemoegirls.weekgift5,79.99,,,,,,604800,1,,1,0,0,
92,-1,daily Package 1,Pack Quotidien 1,-1,-1,데일리 특가 팩1,Tagespaket 1,104,0,0.99,,0,,,50,50,10092,37,-1,,,com.carolgames.moemoegirls.dailygift1,0.99,,,,,,86400,1,,1,0,0,
93,-1,daily Package 2,Pack Quotidien 2,-1,-1,데일리 특가 팩2,Tagespaket 2,104,0,1.99,,0,,,100,100,10093,37,-1,,,com.carolgames.moemoegirls.dailygift2,1.99,,,,,,86400,1,,1,0,0,
94,-1,daily Package (Coins),Pack Quotidien 3,-1,-1,데일리 특가 팩3,Tagespaket 3,104,0,4.99,,0,,,250,250,10094,37,-1,,,com.carolgames.moemoegirls.dailygift3,4.99,,,,,,86400,1,,1,0,0,
95,-1,daily Package (Exp Juice),Pack Quotidien 4,-1,-1,데일리 특가 팩4,Tagespaket 4,104,0,4.99,,0,,,250,250,10095,37,-1,,,com.carolgames.moemoegirls.dailygift4,4.99,,,,,,86400,1,,1,0,0,
96,-1,daily Package (Lunch Boxes),Pack Quotidien 5,-1,-1,데일리 특가 팩5,Tagespaket 5,104,0,4.99,,0,,,250,250,10096,37,-1,,,com.carolgames.moemoegirls.dailygift5,4.99,,,,,,86400,1,,1,0,0,
97,-1,daily Package (Cookies),Pack Quotidien 6,-1,-1,데일리 특가 팩6,Tagespaket 6,104,0,4.99,,0,,,250,250,10097,37,-1,,,com.carolgames.moemoegirls.dailygift6,4.99,,,,,,86400,1,,1,0,0,
99,-1,daily Package 1,Pack Quotidien 1,-1,-1,데일리 특가 팩1,Tagespaket 1,105,0,0.99,,0,,,50,50,10099,38,-1,,,com.carolgames.moemoegirls.dailygift1,0.99,,,,,,86400,1,,1,0,0,
100,-1,daily Package 2,Pack Quotidien 2,-1,-1,데일리 특가 팩2,Tagespaket 2,105,0,1.99,,0,,,100,100,10100,38,-1,,,com.carolgames.moemoegirls.dailygift2,1.99,,,,,,86400,1,,1,0,0,
101,-1,daily Package (Coins),Pack Quotidien 3,-1,-1,데일리 특가 팩3,Tagespaket 3,105,0,4.99,,0,,,250,250,10101,38,-1,,,com.carolgames.moemoegirls.dailygift3,4.99,,,,,,86400,1,,1,0,0,
102,-1,daily Package (Exp Juice),Pack Quotidien 4,-1,-1,데일리 특가 팩4,Tagespaket 4,105,0,4.99,,0,,,250,250,10102,38,-1,,,com.carolgames.moemoegirls.dailygift4,4.99,,,,,,86400,1,,1,0,0,
103,-1,daily Package (Lunch Boxes),Pack Quotidien 5,-1,-1,데일리 특가 팩5,Tagespaket 5,105,0,4.99,,0,,,250,250,10103,38,-1,,,com.carolgames.moemoegirls.dailygift5,4.99,,,,,,86400,1,,1,0,0,
104,-1,daily Package (Cookies),Pack Quotidien 6,-1,-1,데일리 특가 팩6,Tagespaket 6,105,0,4.99,,0,,,250,250,10104,38,-1,,,com.carolgames.moemoegirls.dailygift6,4.99,,,,,,86400,1,,1,0,0,
105,-1,Admission Prep,Avis d'Admission,-1,-1,입학 세트,Einschulungspaket,103,0,19.99,,0,,,1000,1000,10105,39,-1,,7,com.carolgames.moemoegirls.warmup_pack1,19.99,,,,,,,1,,1,0,0,
106,-1,Luxury Book,Livre Rare,-1,-1,엘리트 수첩,Buch der Weisheit,106,0,14.99,,0,,,750,750,10106,40,-1,,,com.carolgames.moemoegirls.machinist,14.99,,,,,,,1,,1,0,0,
107,-1,Collector's Book 2,Livre Collector 2,-1,-1,소장 수첩2,Buch der Zauber 2,106,0,19.99,,0,,,1000,1000,10107,40,-1,,,com.carolgames.moemoegirls.grandmaster2,19.99,,,,,,,1,,0,0,0,
108,-1,Collector's Book 1,Livre Collector 1,-1,-1,소장 수첩1,Buch der Zauber 1,106,0,29.99,,0,,,1500,1500,10108,40,-1,,,com.carolgames.moemoegirls.grandmaster1,29.99,,,,,,,1,,1,0,0,
110,-1,Date Preparation Pack,Pack d'Amour,-1,ドキドキクリスタルパック,두근두근 크리스탈 팩,Herzkristalle-Paket,121,0,19.99,,0,,,1000,1000,10114,44,-1,,7,com.carolgames.moemoegirls.dategift,19.99,,,,,,604800,1,,1,0,0,
120,-1,Excl. Energy Card,Carte d'énergie SP,-1,ガチャエナジーカード,캡슐 뽑기 에너지 카드,SP Energiekarte,123,0,14.99,,0,,,750,750,10120,46,-1,,,com.carolgames.moemoegirls.energy_card,14.99,,,,,,604800,1,,1,0,0,
121,-1,Luxury Book,Livre Rare,-1,-1,엘리트 수첩,Buch der Weisheit,124,0,14.99,,0,,,750,750,10122,47,-1,,,com.carolgames.moemoegirls.machinist,14.99,,,,,,,1,,1,0,0,
122,-1,Collector's Book 2,Livre Collector 2,-1,-1,소장 수첩2,Buch der Zauber 2,124,0,19.99,,0,,,1000,1000,10123,47,-1,,,com.carolgames.moemoegirls.grandmaster2,19.99,,,,,,,1,,0,0,0,
