id,sound,type,condition,skin_overides,partner_id,partner_name,is_extra
140032601,140032601,26,0,,14003,-1,
210010201,210010201,2,0,,21001,-1,
210010202,210010202,2,0,,21001,-1,
210010203,210010203,2,0,,21001,-1,
210010204,210010204,2,0,,21001,-1,
210010205,210010205,2,0,,21001,-1,
210010301,210010301,3,0,,21001,-1,
210010401,210010401,4,0,,21001,-1,
210010501,210010501,5,0,,21001,-1,
210010601,210010601,6,0,,21001,-1,
210010701,210010701,7,0,,21001,-1,
210010801,210010801,8,0,,21001,-1,
210011101,210011101,11,0,,21001,-1,
210011102,210011102,11,0,,21001,-1,
210012801,210012801,28,0,,21001,-1,
210011301,210011301,13,0,,21001,-1,
210011401,210011401,14,0,,21001,-1,
210011501,210011501,15,0,,21001,-1,
210011502,210011502,15,0,,21001,-1,
210011503,210011503,15,0,,21001,-1,
210011504,210011504,15,0,,21001,-1,
210011601,210011601,16,0,,21001,-1,
210011701,210011701,17,0,,21001,-1,
210011801,210011801,18,0,,21001,-1,
210011901,210011901,19,0,,21001,-1,
210012001,210012001,20,0,,21001,-1,
210012101,210012101,21,0,,21001,-1,
210012201,210012201,22,0,,21001,-1,
210012301,210012301,23,0,,21001,-1,
210012401,210012401,24,0,,21001,-1,
210012501,210012501,25,0,,21001,-1,
210012601,210012601,26,0,,21001,-1,
210020201,210020201,2,0,,21002,-1,
210020202,210020202,2,0,,21002,-1,
210020203,210020203,2,0,,21002,-1,
210020204,210020204,2,0,,21002,-1,
210020205,210020205,2,0,,21002,-1,
210020301,210020301,3,0,,21002,-1,
210020401,210020401,4,0,,21002,-1,
210020501,210020501,5,0,,21002,-1,
210020601,210020601,6,0,,21002,-1,
210020701,210020701,7,0,,21002,-1,
210020801,210020801,8,0,,21002,-1,
210021101,210021101,11,0,,21002,-1,
210021102,210021102,11,0,,21002,-1,
210022801,210022801,28,0,,21002,-1,
210021301,210021301,13,0,,21002,-1,
210021401,210021401,14,0,,21002,-1,
210021501,210021501,15,0,,21002,-1,
210021502,210021502,15,0,,21002,-1,
210021503,210021503,15,0,,21002,-1,
210021504,210021504,15,0,,21002,-1,
210021601,210021601,16,0,,21002,-1,
210021701,210021701,17,0,,21002,-1,
210021801,210021801,18,0,,21002,-1,
210021901,210021901,19,0,,21002,-1,
210022001,210022001,20,0,,21002,-1,
210022101,210022101,21,0,,21002,-1,
210022201,210022201,22,0,,21002,-1,
210022301,210022301,23,0,,21002,-1,
210022401,210022401,24,0,,21002,-1,
210022501,210022501,25,0,,21002,-1,
210022601,210022601,26,0,,21002,-1,
210030201,210030201,2,0,,21003,-1,
210030202,210030202,2,0,,21003,-1,
210030203,210030203,2,0,,21003,-1,
210030204,210030204,2,0,,21003,-1,
210030205,210030205,2,0,,21003,-1,
210030301,210030301,3,0,,21003,-1,
210030401,210030401,4,0,,21003,-1,
210030501,210030501,5,0,,21003,-1,
210030601,210030601,6,0,,21003,-1,
210030701,210030701,7,0,,21003,-1,
210030801,210030801,8,0,,21003,-1,
210031101,210031101,11,0,,21003,-1,
210031102,210031102,11,0,,21003,-1,
210032801,210032801,28,0,,21003,-1,
210031301,210031301,13,0,,21003,-1,
210031401,210031401,14,0,,21003,-1,
210031501,210031501,15,0,,21003,-1,
210031502,210031502,15,0,,21003,-1,
210031503,210031503,15,0,,21003,-1,
210031504,210031504,15,0,,21003,-1,
210031601,210031601,16,0,,21003,-1,
210031701,210031701,17,0,,21003,-1,
210031801,210031801,18,0,,21003,-1,
210031901,210031901,19,0,,21003,-1,
210032001,210032001,20,0,,21003,-1,
210032101,210032101,21,0,,21003,-1,
210032201,210032201,22,0,,21003,-1,
210032301,210032301,23,0,,21003,-1,
210032401,210032401,24,0,,21003,-1,
210032501,210032501,25,0,,21003,-1,
210032601,210032601,26,0,,21003,-1,
210040201,210040201,2,0,,21004,-1,
210040202,210040202,2,0,,21004,-1,
210040203,210040203,2,0,,21004,-1,
210040204,210040204,2,0,,21004,-1,
210040205,210040205,2,0,,21004,-1,
210040301,210040301,3,0,,21004,-1,
210040401,210040401,4,0,,21004,-1,
210040501,210040501,5,0,,21004,-1,
210040601,210040601,6,0,,21004,-1,
210040701,210040701,7,0,,21004,-1,
210040801,210040801,8,0,,21004,-1,
210041101,210041101,11,0,,21004,-1,
210041102,210041102,11,0,,21004,-1,
210042801,210042801,28,0,,21004,-1,
210041301,210041301,13,0,,21004,-1,
210041401,210041401,14,0,,21004,-1,
210041501,210041501,15,0,,21004,-1,
210041502,210041502,15,0,,21004,-1,
210041503,210041503,15,0,,21004,-1,
210041504,210041504,15,0,,21004,-1,
210041601,210041601,16,0,,21004,-1,
210041701,210041701,17,0,,21004,-1,
210041801,210041801,18,0,,21004,-1,
210041901,210041901,19,0,,21004,-1,
210042001,210042001,20,0,,21004,-1,
210042101,210042101,21,0,,21004,-1,
210042201,210042201,22,0,,21004,-1,
210042301,210042301,23,0,,21004,-1,
210042401,210042401,24,0,,21004,-1,
210042501,210042501,25,0,,21004,-1,
210042601,210042601,26,0,,21004,-1,
220010201,220010201,2,0,,22001,-1,
220010202,220010202,2,0,,22001,-1,
220010203,220010203,2,0,,22001,-1,
220010204,220010204,2,0,,22001,-1,
220010205,220010205,2,0,,22001,-1,
220010301,220010301,3,0,,22001,-1,
220010401,220010401,4,0,,22001,-1,
220010501,220010501,5,0,,22001,-1,
220010601,220010601,6,0,,22001,-1,
220010701,220010701,7,0,,22001,-1,
220010801,220010801,8,0,,22001,-1,
220011101,220011101,11,0,,22001,-1,
220011102,220011102,11,0,,22001,-1,
220012801,220012801,28,0,,22001,-1,
220011301,220011301,13,0,,22001,-1,
220011401,220011401,14,0,,22001,-1,
220011501,220011501,15,0,,22001,-1,
220011502,220011502,15,0,,22001,-1,
220011503,220011503,15,0,,22001,-1,
220011504,220011504,15,0,,22001,-1,
220011601,220011601,16,0,,22001,-1,
220011701,220011701,17,0,,22001,-1,
220011801,220011801,18,0,,22001,-1,
220011901,220011901,19,0,,22001,-1,
220012001,220012001,20,0,,22001,-1,
220012101,220012101,21,0,,22001,-1,
220012201,220012201,22,0,,22001,-1,
220012301,220012301,23,0,,22001,-1,
220012401,220012401,24,0,,22001,-1,
220012501,220012501,25,0,,22001,-1,
220012601,220012601,26,0,,22001,-1,
220020201,220020201,2,0,,22002,-1,
220020202,220020202,2,0,,22002,-1,
220020203,220020203,2,0,,22002,-1,
220020204,220020204,2,0,,22002,-1,
220020205,220020205,2,0,,22002,-1,
220020301,220020301,3,0,,22002,-1,
220020401,220020401,4,0,,22002,-1,
220020501,220020501,5,0,,22002,-1,
220020601,220020601,6,0,,22002,-1,
220020701,220020701,7,0,,22002,-1,
220020801,220020801,8,0,,22002,-1,
220021101,220021101,11,0,,22002,-1,
220021102,220021102,11,0,,22002,-1,
220022801,220022801,28,0,,22002,-1,
220021301,220021301,13,0,,22002,-1,
220021401,220021401,14,0,,22002,-1,
220021501,220021501,15,0,,22002,-1,
220021502,220021502,15,0,,22002,-1,
220021503,220021503,15,0,,22002,-1,
220021504,220021504,15,0,,22002,-1,
220021601,220021601,16,0,,22002,-1,
220021701,220021701,17,0,,22002,-1,
220021801,220021801,18,0,,22002,-1,
220021901,220021901,19,0,,22002,-1,
220022001,220022001,20,0,,22002,-1,
220022101,220022101,21,0,,22002,-1,
220022201,220022201,22,0,,22002,-1,
220022301,220022301,23,0,,22002,-1,
220022401,220022401,24,0,,22002,-1,
220022501,220022501,25,0,,22002,-1,
220022601,220022601,26,0,,22002,-1,
220030201,220030201,2,0,,22003,-1,
220030202,220030202,2,0,,22003,-1,
220030203,220030203,2,0,,22003,-1,
220030204,220030204,2,0,,22003,-1,
220030205,220030205,2,0,,22003,-1,
220030301,220030301,3,0,,22003,-1,
220030401,220030401,4,0,,22003,-1,
220030501,220030501,5,0,,22003,-1,
220030601,220030601,6,0,,22003,-1,
220030701,220030701,7,0,,22003,-1,
220030801,220030801,8,0,,22003,-1,
220031101,220031101,11,0,,22003,-1,
220031102,220031102,11,0,,22003,-1,
220032801,220032801,28,0,,22003,-1,
220031301,220031301,13,0,,22003,-1,
220031401,220031401,14,0,,22003,-1,
220031501,220031501,15,0,,22003,-1,
220031502,220031502,15,0,,22003,-1,
220031503,220031503,15,0,,22003,-1,
220031504,220031504,15,0,,22003,-1,
220031601,220031601,16,0,,22003,-1,
220031701,220031701,17,0,,22003,-1,
220031801,220031801,18,0,,22003,-1,
220031901,220031901,19,0,,22003,-1,
220032001,220032001,20,0,,22003,-1,
220032101,220032101,21,0,,22003,-1,
220032201,220032201,22,0,,22003,-1,
220032301,220032301,23,0,,22003,-1,
220032401,220032401,24,0,,22003,-1,
220032501,220032501,25,0,,22003,-1,
220032601,220032601,26,0,,22003,-1,
220040201,220040201,2,0,,22004,-1,
220040202,220040202,2,0,,22004,-1,
220040203,220040203,2,0,,22004,-1,
220040204,220040204,2,0,,22004,-1,
220040205,220040205,2,0,,22004,-1,
220040301,220040301,3,0,,22004,-1,
220040401,220040401,4,0,,22004,-1,
220040501,220040501,5,0,,22004,-1,
220040601,220040601,6,0,,22004,-1,
220040701,220040701,7,0,,22004,-1,
220040801,220040801,8,0,,22004,-1,
220041101,220041101,11,0,,22004,-1,
220041102,220041102,11,0,,22004,-1,
220042801,220042801,28,0,,22004,-1,
220041301,220041301,13,0,,22004,-1,
220041401,220041401,14,0,,22004,-1,
220041501,220041501,15,0,,22004,-1,
220041502,220041502,15,0,,22004,-1,
220041503,220041503,15,0,,22004,-1,
220041504,220041504,15,0,,22004,-1,
220041601,220041601,16,0,,22004,-1,
220041701,220041701,17,0,,22004,-1,
220041801,220041801,18,0,,22004,-1,
220041901,220041901,19,0,,22004,-1,
220042001,220042001,20,0,,22004,-1,
220042101,220042101,21,0,,22004,-1,
220042201,220042201,22,0,,22004,-1,
220042301,220042301,23,0,,22004,-1,
220042401,220042401,24,0,,22004,-1,
220042501,220042501,25,0,,22004,-1,
220042601,220042601,26,0,,22004,-1,
230010201,230010201,2,0,,23001,-1,
230010202,230010202,2,0,,23001,-1,
230010203,230010203,2,0,,23001,-1,
230010204,230010204,2,0,,23001,-1,
230010205,230010205,2,0,,23001,-1,
230010301,230010301,3,0,,23001,-1,
230010401,230010401,4,0,,23001,-1,
230010501,230010501,5,0,,23001,-1,
230010601,230010601,6,0,,23001,-1,
230010701,230010701,7,0,,23001,-1,
230010801,230010801,8,0,,23001,-1,
230011101,230011101,11,0,,23001,-1,
230011102,230011102,11,0,,23001,-1,
230012801,230012801,28,0,,23001,-1,
230011301,230011301,13,0,,23001,-1,
230011401,230011401,14,0,,23001,-1,
230011501,230011501,15,0,,23001,-1,
230011502,230011502,15,0,,23001,-1,
230011503,230011503,15,0,,23001,-1,
230011504,230011504,15,0,,23001,-1,
230011601,230011601,16,0,,23001,-1,
230011701,230011701,17,0,,23001,-1,
230011801,230011801,18,0,,23001,-1,
230011901,230011901,19,0,,23001,-1,
230012001,230012001,20,0,,23001,-1,
230012101,230012101,21,0,,23001,-1,
230012201,230012201,22,0,,23001,-1,
230012301,230012301,23,0,,23001,-1,
230012401,230012401,24,0,,23001,-1,
230012501,230012501,25,0,,23001,-1,
230012601,230012601,26,0,,23001,-1,
230020201,230020201,2,0,,23002,-1,
230020202,230020202,2,0,,23002,-1,
230020203,230020203,2,0,,23002,-1,
230020204,230020204,2,0,,23002,-1,
230020205,230020205,2,0,,23002,-1,
230020301,230020301,3,0,,23002,-1,
230020401,230020401,4,0,,23002,-1,
230020501,230020501,5,0,,23002,-1,
230020601,230020601,6,0,,23002,-1,
230020701,230020701,7,0,,23002,-1,
230020801,230020801,8,0,,23002,-1,
230021101,230021101,11,0,,23002,-1,
230021102,230021102,11,0,,23002,-1,
230022801,230022801,28,0,,23002,-1,
230021301,230021301,13,0,,23002,-1,
230021401,230021401,14,0,,23002,-1,
230021501,230021501,15,0,,23002,-1,
230021502,230021502,15,0,,23002,-1,
230021503,230021503,15,0,,23002,-1,
230021504,230021504,15,0,,23002,-1,
230021601,230021601,16,0,,23002,-1,
230021701,230021701,17,0,,23002,-1,
230021801,230021801,18,0,,23002,-1,
230021901,230021901,19,0,,23002,-1,
230022001,230022001,20,0,,23002,-1,
230022101,230022101,21,0,,23002,-1,
230022201,230022201,22,0,,23002,-1,
230022301,230022301,23,0,,23002,-1,
230022401,230022401,24,0,,23002,-1,
230022501,230022501,25,0,,23002,-1,
230022601,230022601,26,0,,23002,-1,
230030201,230030201,2,0,,23003,-1,
230030202,230030202,2,0,,23003,-1,
230030203,230030203,2,0,,23003,-1,
230030204,230030204,2,0,,23003,-1,
230030205,230030205,2,0,,23003,-1,
230030301,230030301,3,0,,23003,-1,
230030401,230030401,4,0,,23003,-1,
230030501,230030501,5,0,,23003,-1,
230030601,230030601,6,0,,23003,-1,
230030701,230030701,7,0,,23003,-1,
230030801,230030801,8,0,,23003,-1,
230031101,230031101,11,0,,23003,-1,
230031102,230031102,11,0,,23003,-1,
230032801,230032801,28,0,,23003,-1,
