id,partner,unknown_3,name,desc,is_exskill,sub_skill,trigger,is_pass,is_unseal,is_cost_energy,is_add_energy,target1,rand1,effect1,effect1_add,no_crit1,no_miss1,no_act1,fx1,fx_hurt1,fx_hurt1_add,target2,rand2,effect2,no_crit2,not_miss2,fx_hurt2,target3,rand3,effect3,no_crit3,not_miss3,fx_hurt3,attr_pas,jump,jump_pos_xy,icon_id,level,sound,shake_screen,hero_pos_type,hero_pos_type_xy,shake_screen_time,black_screen,animation,skill_effect,target_no_effect
6010165,-1,-1,-1,,,0,1,1,,,,18,4,11041544|1106166,,1,1,,602|603,604|605,,7,4,1057120,1,1,,,,,,,,,,,pet_skill_6010,,1036,1,,,,,,,
6010166,-1,-1,-1,,,0,1,1,,,,18,4,11041545|1106167,,1,1,,602|603,604|605,,7,4,1057121,1,1,,,,,,,,,,,pet_skill_6010,,1036,1,,,,,,,
6010167,-1,-1,-1,,,0,1,1,,,,18,4,11041546|1106168,,1,1,,602|603,604|605,,7,4,1057122,1,1,,,,,,,,,,,pet_skill_6010,,1036,1,,,,,,,
6010168,-1,-1,-1,,,0,1,1,,,,18,4,11041547|1106169,,1,1,,602|603,604|605,,7,4,1057123,1,1,,,,,,,,,,,pet_skill_6010,,1036,1,,,,,,,
6010169,-1,-1,-1,,,0,1,1,,,,18,4,11041548|1106170,,1,1,,602|603,604|605,,7,4,1057124,1,1,,,,,,,,,,,pet_skill_6010,,1036,1,,,,,,,
6010170,-1,-1,-1,,,0,1,1,,,,18,4,11041549|1106171,,1,1,,602|603,604|605,,7,4,1057125,1,1,,,,,,,,,,,pet_skill_6010,,1036,1,,,,,,,
6010171,-1,-1,-1,,,0,1,1,,,,18,4,11041550|1106172,,1,1,,602|603,604|605,,7,4,1057126,1,1,,,,,,,,,,,pet_skill_6010,,1036,1,,,,,,,
6010172,-1,-1,-1,,,0,1,1,,,,18,4,11041551|1106173,,1,1,,602|603,604|605,,7,4,1057127,1,1,,,,,,,,,,,pet_skill_6010,,1036,1,,,,,,,
6010173,-1,-1,-1,,,0,1,1,,,,18,4,11041552|1106174,,1,1,,602|603,604|605,,7,4,1057128,1,1,,,,,,,,,,,pet_skill_6010,,1036,1,,,,,,,
6010174,-1,-1,-1,,,0,1,1,,,,18,4,11041553|1106175,,1,1,,602|603,604|605,,7,4,1057129,1,1,,,,,,,,,,,pet_skill_6010,,1036,1,,,,,,,
6010175,-1,-1,-1,,,0,1,1,,,,18,4,11041554|1106176,,1,1,,602|603,604|605,,7,4,1057130,1,1,,,,,,,,,,,pet_skill_6010,,1036,1,,,,,,,
6010176,-1,-1,-1,,,0,1,1,,,,18,4,11041555|1106177,,1,1,,602|603,604|605,,7,4,1057131,1,1,,,,,,,,,,,pet_skill_6010,,1036,1,,,,,,,
6010177,-1,-1,-1,,,0,1,1,,,,18,4,11041556|1106178,,1,1,,602|603,604|605,,7,4,1057132,1,1,,,,,,,,,,,pet_skill_6010,,1036,1,,,,,,,
6010178,-1,-1,-1,,,0,1,1,,,,18,4,11041557|1106179,,1,1,,602|603,604|605,,7,4,1057133,1,1,,,,,,,,,,,pet_skill_6010,,1036,1,,,,,,,
6010179,-1,-1,-1,,,0,1,1,,,,18,4,11041558|1106180,,1,1,,602|603,604|605,,7,4,1057134,1,1,,,,,,,,,,,pet_skill_6010,,1036,1,,,,,,,
6010180,-1,-1,-1,,,0,1,1,,,,18,4,11041559|1106181,,1,1,,602|603,604|605,,7,4,1057135,1,1,,,,,,,,,,,pet_skill_6010,,1036,1,,,,,,,
10101,,,,-1,,0,28,1,1,,,2,,1008069|1009033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201,,,,-1,,0,35,1,1,,,2,,1135002|1013066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10301,,,,-1,,0,35,1,1,,,13,,1132001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10302,,,,-1,,0,28,1,1,,,2,,1056001|1057007|1058004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10401,,,,-1,,0,35,1,1,,,13,,1133001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10402,,,,-1,,0,28,1,1,,,2,,1053004|1054004|1055004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10501,,,,-1,,0,41,1,1,,,18,1,1015017,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10601,,,,-1,,0,32,1,1,,,23,,1134001|1018021,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10701,,,,-1,,0,28,1,1,,,2,,1136001,,,,,,,,13,,1136002,,,,,,,,,,,,,,,,,,,,,,,
10702,,,,-1,,0,33,1,1,,,15,,1135001,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10703,,,,-1,,0,33,1,1,,,15,,1135003,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10801,,,,-1,,0,4,1,1,,,23,,1031012,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10901,,,,-1,,0,28,1,1,,,2,,1014016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10902,,,,-1,,0,34,1,1,,,1,,1137001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001,,,,-1,,0,28,1,1,,,2,,1139001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002,,,,-1,,0,12,1,1,,,23,,1138001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11101,,,,-1,,0,28,1,1,,,2,,1028166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11201,,,,-1,,0,28,1,1,,,2,,1327000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11301,,,,-1,,0,28,1,1,,,2,,1011015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401,,,,-1,,0,28,1,1,,,2,,1007021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11501,,,,-1,,0,28,1,1,,,5,,1164004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11502,,,,-1,,0,28,1,1,,,2,,1186001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11601,,,,-1,,0,3,1,1,,,1,,1187001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11701,,,,-1,,0,53,1,1,,,1,,1033013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11801,,,,-1,,0,45,1,1,,,1,,1180001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11901,,,,-1,,0,57,1,1,,,13,,1199001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11902,,,,-1,,0,58,1,1,,,13,,1200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12001,,,,-1,,0,35,1,1,,,7,1,1221005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12002,,,,-1,,0,69,1,1,,,41,,1136016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12003,,,,-1,,0,70,1,1,,,42,,1106121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12004,,,,-1,,0,35,1,1,,,7,2,1221005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12005,,,,-1,,0,35,1,1,,,7,3,1221005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12006,,,,-1,,0,69,1,1,,,41,,1136016|1186002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12007,,,,-1,,0,35,1,1,,,7,2,1221006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12008,,,,-1,,0,35,1,1,,,7,3,1221006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12009,,,,-1,,0,70,1,1,,,42,,1186003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12101,,,,-1,,0,28,1,1,,,13,,1237001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12201,,,,-1,,0,28,1,1,,,2,,1236001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12301,,,,-1,,0,71,1,1,,,7,2,1135005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12401,,,,-1,,0,28,1,1,,,13,,1232001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501,,,,-1,,0,28,1,1,,,2,,1233001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12601,,,,-1,,0,42,1,1,,,4,,1135004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12701,-1,-1,-1,-1,,0,1,0,,,,13,,1019155,,,,,977|978,,,,,,,,,,,,,,,,0,,skill_icon_5201001,,,,,,,,,,
12702,-1,-1,-1,-1,,0,1,0,,,,18,2,1019156|1013072,,,,,,975|976,,,,,,,,,,,,,,,0,,,,,,,,,,,,
12703,-1,-1,-1,-1,,12801,42,1,,,,48,1,1234001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_25,,,,,,,,,,
12704,-1,-1,-1,-1,,0,21,1,,,,49,,1107241,,,,,,,,,,,,,,,,,,,,,,,skill_icon_100002503,,,,,,,,,,
12705,-1,-1,-1,-1,,12802,72,1,,,,1,,1235001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5500204,,,,,,,,,,
12801,-1,-1,-1,-1,,0,3,0,,,,45,,1135006,,,,,,,,46,2,1015083,,,,47,,1107241,,,,,,,,,,,,,,,,,
12802,-1,-1,-1,-1,,0,73,1,,,,1,,11041019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12901,,,,-1,,0,28,1,1,,,44,,1029047|1028197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13001,,,,-1,,0,28,1,1,,,44,,1011110|1223061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13002,,,,-1,,0,28,1,1,,,44,,1007031|1006021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
