id,stage_id,start,end,type,pos,tap,color,chara
6738,26,5901,0,1,3,,,
6739,26,6471,0,1,2,,,
6740,26,6850,0,1,2,,,
6741,26,7230,0,1,3,,,
6742,26,7610,0,1,3,,,
6743,26,7990,0,1,3,,,
6744,26,8275,0,1,4,,,
6745,26,8559,0,1,2,,,
6746,26,8939,0,1,4,,,
6747,26,9699,0,1,3,,,
6748,26,9888,0,1,4,,,
6749,26,10458,0,1,2,,,
6750,26,10648,0,1,1,,,
6751,26,11407,0,1,3,,,
6752,26,11787,0,1,2,,,
6753,26,12737,0,1,1,,,
6754,26,13116,0,1,1,,,
6755,26,13306,0,1,3,,,
6756,26,13876,0,1,2,,,
6757,26,14256,0,1,2,,,
6758,26,14635,0,1,4,,,
6759,26,14825,0,1,3,,,
6760,26,15775,0,1,3,,,
6761,26,15964,0,1,2,,,
6762,26,16534,0,1,2,,,
6763,26,16724,0,1,3,,,
6764,26,17293,0,1,1,,,
6765,26,17673,0,1,1,,,
6766,26,17863,0,1,3,,,
6767,26,18053,0,1,2,,,
6768,26,18812,0,1,3,,,
6769,26,19002,0,1,2,,,
6770,26,19382,0,1,2,,,
6771,26,19572,0,1,3,,,
6772,26,19952,0,1,3,,,
6773,26,20331,0,1,4,,,
6774,26,20711,0,1,4,,,
6775,26,21091,0,1,3,,,
6776,26,21281,0,1,2,,,
6777,26,22040,0,1,2,,,
6778,26,22420,0,1,2,,,
6779,26,22800,0,1,3,,,
6780,26,23180,0,1,2,,,
6781,26,23369,0,1,3,,,
6782,26,23749,0,1,3,,,
6783,26,23939,24509,2,3,,,
6784,26,24888,0,1,2,,,
6785,26,25078,0,1,2,,,
6786,26,25458,0,1,3,,,
6787,26,25838,0,1,2,,,
6788,26,26218,0,1,1,,,
6789,26,26407,0,1,2,,,
6790,26,26787,0,1,2,,,
6791,26,26977,0,1,3,,,
6792,26,27357,0,1,2,,,
6793,26,27926,0,1,3,,,
6794,26,28116,0,1,3,,,
6795,26,28496,0,1,2,,,
6796,26,28686,0,1,2,,,
6797,26,28876,0,1,3,,,
6798,26,29161,0,1,4,,,
6799,26,29445,0,1,2,,,
6800,26,29635,0,1,1,,,
6801,26,29825,0,1,4,,,
6802,26,30205,0,1,3,,,
6803,26,30395,0,1,3,,,
6804,26,30964,0,1,2,,,
6805,26,31154,0,1,3,,,
6806,26,31439,0,1,4,,,
6807,26,31724,0,1,3,,,
6808,26,31914,0,1,2,,,
6809,26,32199,0,1,1,,,
6810,26,32483,0,1,2,,,
6811,26,32673,33718,2,3,,,
6812,26,32863,0,1,1,,,
6813,26,33053,0,1,2,,,
6814,26,33433,0,1,1,,,
6815,26,33623,0,1,2,,,
6816,26,34002,0,1,1,,,
6817,26,34192,0,1,2,,,
6818,26,34572,0,1,4,,,
6819,26,34762,0,1,3,,,
6820,26,35331,0,1,2,,,
6821,26,35711,0,1,2,,,
6822,26,36091,0,1,4,,,
6823,26,36186,0,1,3,,,
6824,26,36281,0,1,4,,,
6825,26,36661,0,1,2,,,
6826,26,37040,0,1,2,,,
6827,26,37420,0,1,3,,,
6828,26,37610,0,1,2,,,
6829,26,38180,0,1,1,,,
6830,26,38369,0,1,2,,,
6831,26,38559,0,1,3,,,
6832,26,38749,0,1,1,,,
6833,26,39129,0,1,3,,,
6834,26,39319,0,1,2,,,
6835,26,39699,0,1,4,,,
6836,26,40078,0,1,2,,,
6837,26,40458,0,1,3,,,
6838,26,40648,0,1,4,,,
6839,26,40838,0,1,3,,,
6840,26,41407,0,1,2,,,
6841,26,41787,0,1,1,,,
6842,26,42167,0,1,2,,,
6843,26,42357,0,1,3,,,
6844,26,42737,0,1,4,,,
6845,26,43116,0,1,2,,,
6846,26,43496,0,1,3,,,
6847,26,43686,0,1,1,,,
6848,26,44066,0,1,2,,,
6849,26,44635,0,1,3,,,
6850,26,44825,0,1,1,,,
6851,26,45015,0,1,3,,,
6852,26,45395,0,1,4,,,
6853,26,45775,0,1,2,,,
6854,26,46154,0,1,3,,,
6855,26,46534,0,1,2,,,
6856,26,46724,0,1,4,,,
6857,26,47483,0,1,2,,,
6858,26,47863,0,1,3,,,
6859,26,48243,0,1,2,,,
6860,26,48433,0,1,1,,,
6861,26,48812,0,1,3,,,
6862,26,49192,0,1,3,,,
6863,26,49572,0,1,2,,,
6864,26,49762,0,1,4,,,
6865,26,50331,0,1,2,,,
6866,26,50521,0,1,3,,,
6867,26,50711,0,1,2,,,
6868,26,50901,0,1,3,,,
6869,26,51281,0,1,2,,,
6870,26,51471,0,1,3,,,
6871,26,51850,0,1,2,,,
6872,26,52230,0,1,1,,,
6873,26,52610,0,1,2,,,
6874,26,52990,0,1,3,,,
6875,26,53559,0,1,2,,,
6876,26,53749,0,1,3,,,
6877,26,53939,0,1,1,,,
6878,26,54319,0,1,2,,,
6879,26,54509,0,1,3,,,
6880,26,54888,0,1,3,,,
6881,26,55268,0,1,2,,,
6882,26,55648,0,1,1,,,
6883,26,55838,0,1,2,,,
6884,26,56218,0,1,4,,,
6885,26,56787,0,1,2,,,
6886,26,56977,0,1,3,,,
6887,26,57167,0,1,2,,,
6888,26,57547,0,1,1,,,
6889,26,57926,0,1,3,,,
6890,26,58306,0,1,1,,,
6891,26,58686,0,1,4,,,
6892,26,58876,0,1,2,,,
6893,26,59256,0,1,3,,,
6894,26,59825,0,1,2,,,
6895,26,60015,0,1,1,,,
6896,26,60395,0,1,3,,,
6897,26,60775,0,1,2,,,
6898,26,61154,0,1,3,,,
6899,26,61534,62673,2,3,,,
6900,26,62673,0,1,2,,,
6901,26,62863,66091,2,2,,,
6902,26,63243,0,1,3,,,
6903,26,63623,0,1,3,,,
6904,26,64002,0,1,3,,,
6905,26,65142,0,1,3,,,
6906,26,65521,0,1,3,,,
6907,26,65901,0,1,3,,,
6908,26,66471,68749,2,4,,,
6909,26,66661,0,1,1,,,
6910,26,67040,0,1,1,,,
6911,26,68180,0,1,1,,,
6912,26,68559,0,1,1,,,
6913,26,69319,71407,2,1,,,
6914,26,69509,0,1,4,,,
6915,26,69888,0,1,4,,,
6916,26,70648,0,1,4,,,
6917,26,71028,0,1,4,,,
6918,26,71407,0,1,3,,,
6919,26,72167,74825,2,2,,,
6920,26,72547,0,1,3,,,
6921,26,72926,0,1,3,,,
6922,26,73306,0,1,3,,,
6923,26,74066,0,1,3,,,
6924,26,74445,0,1,3,,,
6925,26,74825,0,1,3,,,
6926,26,75205,75775,2,4,,,
6927,26,75775,76154,2,3,,,
6928,26,76154,76534,2,2,,,
6929,26,76534,0,1,3,,,
6930,26,76914,0,1,2,,,
6931,26,77104,77483,2,1,,,
6932,26,77483,0,1,4,,,
6933,26,78053,78623,2,3,,,
6934,26,78623,86597,2,2,,,
6935,27,775,0,1,1,,,
6936,27,822,0,1,2,,,
6937,27,1154,0,1,1,,,
6938,27,1202,0,1,2,,,
6939,27,1534,0,1,4,,,
6940,27,1581,0,1,3,,,
6941,27,1914,0,1,4,,,
6942,27,1961,0,1,3,,,
6943,27,2104,0,1,2,,,
6944,27,2483,0,1,4,,,
6945,27,2673,0,1,3,,,
6946,27,3053,0,1,1,,,
6947,27,3433,0,1,2,,,
6948,27,3812,0,1,4,,,
6949,27,3860,0,1,3,,,
6950,27,4192,0,1,4,,,
6951,27,4240,0,1,3,,,
6952,27,4572,0,1,1,,,
6953,27,4619,0,1,2,,,
6954,27,4952,0,1,1,,,
6955,27,4999,0,1,2,,,
6956,27,5142,0,1,3,,,
6957,27,5331,0,1,3,,,
6958,27,5521,0,1,2,,,
6959,27,5711,0,1,2,,,
6960,27,5901,0,1,3,,,
6961,27,6281,0,1,4,,,
6962,27,6471,0,1,2,,,
6963,27,6708,0,1,3,,,
6964,27,6850,0,1,2,,,
6965,27,7230,0,1,3,,,
6966,27,7610,0,1,3,,,
6967,27,7800,0,1,2,,,
6968,27,7990,0,1,3,,,
6969,27,8275,0,1,4,,,
6970,27,8559,0,1,2,,,
6971,27,8559,0,1,3,,,
6972,27,8939,0,1,1,,,
6973,27,8939,0,1,4,,,
6974,27,9699,0,1,3,,,
6975,27,9888,0,1,4,,,
6976,27,10458,0,1,2,,,
6977,27,10648,0,1,1,,,
6978,27,11028,0,1,3,,,
6979,27,11407,0,1,3,,,
6980,27,11597,0,1,3,,,
6981,27,11787,0,1,2,,,
6982,27,11977,0,1,2,,,
6983,27,12737,0,1,1,,,
6984,27,12926,0,1,2,,,
6985,27,13116,0,1,1,,,
6986,27,13306,13876,2,3,,,
6987,27,13876,0,1,2,,,
6988,27,14256,0,1,2,,,
6989,27,14445,0,1,2,,,
6990,27,14635,0,1,4,,,
6991,27,14825,0,1,3,,,
6992,27,15775,0,1,4,,,
6993,27,15869,0,1,3,,,
6994,27,15964,0,1,4,,,
6995,27,16534,0,1,1,,,
6996,27,16629,0,1,2,,,
6997,27,16724,0,1,1,,,
6998,27,17293,0,1,1,,,
6999,27,17483,0,1,2,,,
7000,27,17673,0,1,1,,,
7001,27,17863,0,1,3,,,
7002,27,18053,0,1,2,,,
7003,27,18812,0,1,3,,,
7004,27,18907,0,1,2,,,
7005,27,19002,0,1,3,,,
7006,27,19382,0,1,2,,,
7007,27,19477,0,1,3,,,
7008,27,19572,0,1,2,,,
7009,27,19952,0,1,3,,,
7010,27,20331,0,1,4,,,
7011,27,20379,0,1,3,,,
7012,27,20711,0,1,1,,,
7013,27,20759,0,1,2,,,
7014,27,21091,0,1,3,,,
7015,27,21281,0,1,2,,,
7016,27,22040,0,1,2,,,
7017,27,22088,0,1,1,,,
7018,27,22420,0,1,3,,,
7019,27,22468,0,1,4,,,
7020,27,22800,0,1,2,,,
7021,27,22847,0,1,1,,,
7022,27,23180,0,1,2,,,
7023,27,23369,0,1,3,,,
7024,27,23369,24319,2,2,,,
7025,27,23749,0,1,3,,,
7026,27,23939,24319,2,3,,,
7027,27,24888,0,1,2,,,
7028,27,24983,0,1,1,,,
7029,27,25078,0,1,2,,,
7030,27,25458,0,1,3,,,
7031,27,25600,0,1,4,,,
7032,27,25838,0,1,2,,,
7033,27,26218,0,1,1,,,
7034,27,26407,0,1,2,,,
7035,27,26787,0,1,2,,,
7036,27,26977,0,1,3,,,
7037,27,27357,0,1,2,,,
7038,27,27784,0,1,2,,,
7039,27,27926,0,1,3,,,
7040,27,28021,0,1,2,,,
7041,27,28116,0,1,3,,,
7042,27,28496,0,1,2,,,
7043,27,28686,0,1,2,,,
7044,27,28876,0,1,3,,,
7045,27,29161,0,1,4,,,
7046,27,29445,0,1,2,,,
7047,27,29635,0,1,1,,,
7048,27,29825,30395,2,4,,,
7049,27,30205,0,1,3,,,
7050,27,30395,0,1,3,,,
7051,27,30964,0,1,2,,,
7052,27,31154,0,1,3,,,
7053,27,31439,0,1,4,,,
7054,27,31724,0,1,3,,,
7055,27,31914,0,1,2,,,
7056,27,32199,0,1,1,,,
7057,27,32483,0,1,2,,,
7058,27,32673,33718,2,3,,,
7059,27,32863,0,1,1,,,
7060,27,33053,0,1,2,,,
7061,27,33433,0,1,1,,,
7062,27,33623,0,1,2,,,
7063,27,34002,0,1,1,,,
7064,27,34192,0,1,2,,,
7065,27,34572,0,1,4,,,
7066,27,34762,0,1,3,,,
7067,27,35331,0,1,2,,,
7068,27,35379,0,1,3,,,
7069,27,35711,0,1,3,,,
7070,27,35759,0,1,2,,,
7071,27,36091,0,1,4,,,
7072,27,36186,0,1,3,,,
7073,27,36281,0,1,4,,,
7074,27,36661,0,1,2,,,
7075,27,36708,0,1,1,,,
7076,27,37040,0,1,2,,,
7077,27,37088,0,1,1,,,
7078,27,37420,0,1,3,,,
7079,27,37468,0,1,4,,,
7080,27,37610,0,1,2,,,
7081,27,37657,0,1,1,,,
7082,27,38180,0,1,1,,,
7083,27,38369,0,1,2,,,
7084,27,38559,0,1,3,,,
7085,27,38749,0,1,1,,,
7086,27,39129,0,1,3,,,
7087,27,39319,0,1,2,,,
7088,27,39699,0,1,4,,,
7089,27,40031,0,1,2,,,
7090,27,40031,0,1,1,,,
7091,27,40458,0,1,3,,,
7092,27,40648,0,1,4,,,
7093,27,40838,0,1,3,,,
7094,27,41407,0,1,2,,,
7095,27,41502,0,1,3,,,
7096,27,41597,0,1,2,,,
7097,27,41787,0,1,1,,,
7098,27,42167,0,1,2,,,
7099,27,42357,0,1,3,,,
7100,27,42737,0,1,4,,,
7101,27,43116,0,1,2,,,
7102,27,43211,0,1,3,,,
7103,27,43306,0,1,2,,,
7104,27,43496,0,1,3,,,
7105,27,43686,0,1,1,,,
7106,27,44066,0,1,2,,,
7107,27,44635,0,1,3,,,
7108,27,44825,0,1,1,,,
7109,27,45015,0,1,3,,,
7110,27,45395,0,1,4,,,
7111,27,45775,0,1,2,,,
7112,27,46154,0,1,3,,,
7113,27,46534,0,1,2,,,
7114,27,46724,0,1,4,,,
7115,27,47483,0,1,2,,,
7116,27,47673,0,1,1,,,
7117,27,47863,0,1,3,,,
7118,27,48243,0,1,2,,,
7119,27,48433,0,1,1,,,
7120,27,48812,0,1,3,,,
7121,27,48860,0,1,4,,,
7122,27,49192,0,1,3,,,
7123,27,49240,0,1,4,,,
7124,27,49572,0,1,2,,,
7125,27,49762,0,1,4,,,
7126,27,50331,0,1,2,,,
7127,27,50521,0,1,3,,,
7128,27,50711,0,1,2,,,
7129,27,50901,0,1,3,,,
7130,27,51281,0,1,2,,,
7131,27,51471,0,1,3,,,
7132,27,51850,0,1,2,,,
7133,27,52230,0,1,1,,,
7134,27,52420,0,1,3,,,
7135,27,52610,0,1,2,,,
7136,27,52800,0,1,3,,,
7137,27,52990,0,1,3,,,
7138,27,53559,0,1,2,,,
7139,27,53749,0,1,3,,,
7140,27,53939,0,1,1,,,
7141,27,54319,0,1,2,,,
7142,27,54509,0,1,3,,,
7143,27,54699,0,1,4,,,
7144,27,54888,0,1,3,,,
7145,27,55268,0,1,2,,,
7146,27,55648,0,1,1,,,
7147,27,55838,0,1,2,,,
7148,27,56218,0,1,4,,,
7149,27,56407,0,1,3,,,
7150,27,56597,0,1,4,,,
7151,27,56787,0,1,2,,,
7152,27,56977,0,1,3,,,
7153,27,57167,0,1,2,,,
7154,27,57547,0,1,1,,,
7155,27,57737,0,1,2,,,
7156,27,57926,0,1,3,,,
7157,27,58306,0,1,1,,,
7158,27,58306,0,1,3,,,
7159,27,58686,0,1,4,,,
7160,27,58876,0,1,2,,,
7161,27,59256,0,1,3,,,
7162,27,59825,0,1,2,,,
7163,27,60015,0,1,1,,,
7164,27,60395,0,1,3,,,
7165,27,60775,0,1,2,,,
7166,27,61154,0,1,3,,,
7167,27,61534,62673,2,3,,,
7168,27,61914,0,1,1,,,
7169,27,62293,0,1,1,,,
7170,27,62673,0,1,1,,,
7171,27,62863,66091,2,2,,,
7172,27,63243,0,1,3,,,
7173,27,63623,0,1,3,,,
7174,27,64002,0,1,3,,,
7175,27,64335,0,1,3,,,
7176,27,64525,0,1,4,,,
7177,27,65142,0,1,3,,,
7178,27,65521,0,1,3,,,
7179,27,65901,0,1,3,,,
7180,27,66281,0,1,4,,,
7181,27,66471,0,1,3,,,
7182,27,66661,0,1,2,,,
7183,27,66850,0,1,1,,,
7184,27,67040,0,1,4,,,
7185,27,67183,0,1,3,,,
7186,27,67420,0,1,2,,,
7187,27,68180,0,1,1,,,
7188,27,68559,0,1,1,,,
7189,27,69271,0,1,1,,,
7190,27,69461,0,1,2,,,
7191,27,69651,0,1,3,,,
7192,27,69841,0,1,4,,,
7193,27,70031,0,1,1,,,
7194,27,70221,0,1,2,,,
7195,27,70411,0,1,3,,,
7196,27,70648,0,1,4,,,
7197,27,71028,0,1,4,,,
7198,27,71407,0,1,3,,,
7199,27,72167,74825,2,2,,,
7200,27,72547,0,1,3,,,
7201,27,72926,0,1,3,,,
7202,27,73306,0,1,3,,,
7203,27,74066,0,1,3,,,
7204,27,74445,0,1,3,,,
7205,27,74825,0,1,3,,,
7206,27,75205,75585,2,4,,,
7207,27,75205,75585,2,1,,,
7208,27,75585,0,1,3,,,
7209,27,75775,76154,2,3,,,
7210,27,75964,0,1,1,,,
7211,27,76154,76534,2,2,,,
7212,27,76344,0,1,4,,,
7213,27,76534,0,1,3,,,
7214,27,76914,0,1,2,,,
7215,27,77104,77483,2,1,,,
7216,27,77293,0,1,2,,,
7217,27,77483,78006,2,4,,,
7218,27,77673,0,1,3,,,
7219,27,78006,78528,2,1,,,
7220,27,78528,86597,2,2,,,
7221,27,78528,86597,2,3,,,
7222,28,1838,0,1,2,,,
7223,28,2727,0,1,2,,,
7224,28,3616,0,1,3,,,
7225,28,4505,0,1,3,,,
7226,28,5394,0,1,1,,,
7227,28,6283,0,1,1,,,
7228,28,7172,0,1,4,,,
7229,28,8061,0,1,4,,,
7230,28,8950,0,1,2,,,
7231,28,9838,0,1,2,,,
7232,28,10727,0,1,3,,,
7233,28,11616,0,1,3,,,
7234,28,12505,0,1,2,,,
7235,28,13394,0,1,2,,,
7236,28,14283,14949,2,2,,,
7237,28,16505,0,1,4,,,
7238,28,17394,18283,2,3,,,
7239,28,18283,19172,2,2,,,
7240,28,19616,0,1,2,,,
7241,28,20505,21394,2,3,,,
7242,28,21394,22505,2,2,,,
7243,28,23616,0,1,3,,,
7244,28,24949,0,1,1,,,
7245,28,26061,0,1,1,,,
7246,28,27172,0,1,3,,,
7247,28,28061,0,1,2,,,
7248,28,29394,0,1,1,,,
7249,28,29838,0,1,1,,,
7250,28,30727,0,1,3,,,
7251,28,31616,0,1,4,,,
7252,28,32505,0,1,1,,,
7253,28,32949,0,1,4,,,
7254,28,33394,0,1,4,,,
7255,28,34283,0,1,2,,,
7256,28,35172,0,1,3,,,
7257,28,36061,0,1,1,,,
7258,28,36505,0,1,4,,,
7259,28,37394,38727,2,2,,,
7260,28,39172,0,1,2,,,
7261,28,40061,0,1,3,,,
7262,28,40949,0,1,2,,,
7263,28,41838,0,1,3,,,
7264,28,42727,0,1,3,,,
7265,28,43394,0,1,3,,,
7266,28,44505,0,1,2,,,
7267,28,44949,0,1,1,,,
7268,28,45394,0,1,2,,,
7269,28,46727,0,1,3,,,
7270,28,47172,0,1,2,,,
7271,28,47616,0,1,4,,,
7272,28,48061,0,1,1,,,
7273,28,48949,0,1,3,,,
7274,28,49394,0,1,3,,,
7275,28,51616,0,1,3,,,
7276,28,51616,0,1,2,,,
7277,28,52283,0,1,1,,,
7278,28,52949,0,1,4,,,
7279,28,53394,0,1,2,,,
7280,28,53838,0,1,4,,,
7281,28,54283,0,1,1,,,
7282,28,55172,0,1,3,,,
7283,28,55616,0,1,1,,,
7284,28,56061,0,1,1,,,
7285,28,56505,0,1,1,,,
7286,28,56949,0,1,4,,,
7287,28,57394,0,1,4,,,
7288,28,57838,0,1,4,,,
7289,28,59172,0,1,3,,,
7290,28,59616,0,1,2,,,
7291,28,60061,0,1,3,,,
7292,28,60949,0,1,1,,,
7293,28,61394,0,1,1,,,
7294,28,61838,0,1,3,,,
7295,28,62283,63172,2,3,,,
7296,28,63616,0,1,3,,,
7297,28,64061,0,1,2,,,
7298,28,64505,0,1,1,,,
7299,28,64949,0,1,2,,,
7300,28,65838,0,1,3,,,
7301,28,66727,0,1,2,,,
7302,28,67616,0,1,2,,,
7303,28,68505,0,1,1,,,
7304,28,69394,0,1,3,,,
7305,28,70283,0,1,4,,,
7306,28,71172,0,1,3,,,
7307,28,73394,0,1,3,,,
7308,28,74283,0,1,2,,,
7309,28,75172,0,1,2,,,
7310,28,76061,0,1,3,,,
7311,28,76505,78283,2,1,,,
7312,28,78283,80061,2,4,,,
7313,28,80949,0,1,2,,,
7314,28,81838,0,1,3,,,
7315,28,82727,0,1,3,,,
7316,28,83616,0,1,2,,,
7317,28,84505,0,1,2,,,
7318,28,85394,0,1,3,,,
7319,28,86283,0,1,3,,,
7320,28,87616,0,1,3,,,
7321,28,88061,0,1,2,,,
7322,28,88505,0,1,2,,,
7323,28,89394,0,1,2,,,
7324,28,89838,0,1,3,,,
7325,28,90283,0,1,3,,,
7326,28,90727,0,1,1,,,
7327,28,91616,0,1,4,,,
7328,28,92505,0,1,4,,,
7329,28,93394,0,1,1,,,
7330,28,95394,0,1,2,,,
7331,28,96727,0,1,3,,,
7332,28,96727,0,1,2,,,
7333,28,97838,0,1,3,,,
7334,28,98727,0,1,1,,,
7335,28,99394,0,1,4,,,
7336,28,100061,0,1,2,,,
7337,28,100949,0,1,3,,,
7338,28,101838,0,1,2,,,
7339,28,102727,0,1,3,,,
7340,28,103616,0,1,3,,,
7341,28,104505,108505,2,2,,,
7342,29,1838,0,1,2,,,
7343,29,2283,0,1,2,,,
7344,29,2727,0,1,2,,,
7345,29,3172,0,1,2,,,
7346,29,3616,0,1,3,,,
7347,29,4061,0,1,3,,,
7348,29,4505,0,1,3,,,
7349,29,4950,0,1,3,,,
7350,29,5394,0,1,1,,,
7351,29,5838,0,1,1,,,
7352,29,6283,0,1,1,,,
7353,29,6727,0,1,1,,,
7354,29,7172,0,1,4,,,
7355,29,7616,0,1,4,,,
7356,29,8061,0,1,4,,,
7357,29,8505,0,1,4,,,
7358,29,8950,0,1,2,,,
7359,29,9616,0,1,2,,,
7360,29,9838,0,1,2,,,
7361,29,10727,0,1,3,,,
7362,29,11394,0,1,3,,,
7363,29,11616,0,1,3,,,
7364,29,12505,0,1,2,,,
7365,29,12949,0,1,3,,,
7366,29,13394,0,1,2,,,
7367,29,13838,0,1,3,,,
7368,29,14283,14949,2,2,,,
7369,29,15172,0,1,3,,,
7370,29,16505,0,1,4,,,
7371,29,16949,0,1,1,,,
7372,29,17394,18283,2,3,,,
7373,29,18283,0,1,2,,,
7374,29,18727,0,1,3,,,
7375,29,19172,19616,2,2,,,
7376,29,20061,0,1,3,,,
7377,29,20505,21394,2,3,,,
7378,29,21394,22505,2,2,,,
7379,29,23616,0,1,3,,,
7380,29,23838,0,1,3,,,
7381,29,24283,24727,2,4,,,
7382,29,24949,0,1,4,,,
7383,29,25172,0,1,3,,,
7384,29,25394,0,1,2,,,
7385,29,25616,0,1,2,,,
7386,29,26061,26727,2,1,,,
7387,29,27172,0,1,2,,,
7388,29,27394,0,1,2,,,
7389,29,27838,0,1,3,,,
7390,29,28283,0,1,3,,,
7391,29,28505,28949,2,2,,,
7392,29,28949,30283,2,3,,,
7393,29,30727,0,1,3,,,
7394,29,30949,0,1,3,,,
7395,29,31394,0,1,2,,,
7396,29,31838,0,1,2,,,
7397,29,32283,0,1,3,,,
7398,29,32727,0,1,4,,,
7399,29,33172,33838,2,3,,,
7400,29,34283,0,1,4,,,
7401,29,34505,0,1,4,,,
7402,29,34727,0,1,1,,,
7403,29,34949,0,1,1,,,
7404,29,35172,0,1,3,,,
7405,29,35394,0,1,3,,,
7406,29,35838,37394,2,2,,,
7407,29,37394,38505,2,3,,,
7408,29,38727,0,1,1,,,
7409,29,39172,0,1,3,,,
7410,29,39616,0,1,3,,,
7411,29,39838,0,1,3,,,
7412,29,40949,41838,2,1,,,
7413,29,41838,0,1,4,,,
7414,29,42283,0,1,2,,,
7415,29,42949,0,1,3,,,
7416,29,43394,0,1,4,,,
7417,29,44061,0,1,2,,,
7418,29,44505,0,1,2,,,
7419,29,44949,0,1,1,,,
7420,29,45394,0,1,3,,,
7421,29,46727,0,1,2,,,
7422,29,47172,0,1,3,,,
7423,29,47838,0,1,4,,,
7424,29,48727,0,1,1,,,
7425,29,50505,0,1,2,,,
7426,29,50949,0,1,3,,,
7427,29,51172,0,1,4,,,
7428,29,51394,0,1,3,,,
7429,29,51616,52283,2,2,,,
7430,29,52505,0,1,3,,,
7431,29,52949,0,1,1,,,
7432,29,53394,0,1,4,,,
7433,29,54061,0,1,2,,,
7434,29,54283,0,1,2,,,
7435,29,54727,0,1,3,,,
7436,29,55172,0,1,4,,,
7437,29,55616,0,1,3,,,
7438,29,56061,0,1,1,,,
7439,29,56505,0,1,1,,,
7440,29,56949,0,1,2,,,
7441,29,57616,0,1,2,,,
7442,29,57838,0,1,2,,,
7443,29,59172,0,1,3,,,
7444,29,59394,0,1,2,,,
7445,29,59616,0,1,3,,,
7446,29,59838,0,1,2,,,
7447,29,60061,0,1,3,,,
7448,29,60949,0,1,1,,,
7449,29,61172,0,1,1,,,
7450,29,61394,0,1,4,,,
7451,29,61616,0,1,4,,,
7452,29,61838,0,1,3,,,
7453,29,62283,0,1,2,,,
7454,29,62949,0,1,3,,,
7455,29,63172,0,1,2,,,
7456,29,64727,0,1,3,,,
7457,29,65172,0,1,2,,,
7458,29,65394,0,1,4,,,
7459,29,65616,0,1,3,,,
7460,29,65838,0,1,1,,,
7461,29,66283,0,1,1,,,
7462,29,66727,0,1,2,,,
7463,29,67172,0,1,3,,,
7464,29,67616,0,1,3,,,
7465,29,68283,0,1,2,,,
7466,29,68505,0,1,2,,,
7467,29,68949,0,1,3,,,
7468,29,69394,0,1,4,,,
7469,29,69838,0,1,3,,,
7470,29,70283,0,1,1,,,
7471,29,70727,0,1,2,,,
7472,29,71172,0,1,3,,,
7473,29,71838,0,1,1,,,
7474,29,73394,0,1,2,,,
7475,29,73616,0,1,3,,,
7476,29,73838,0,1,2,,,
7477,29,74061,0,1,3,,,
7478,29,74283,0,1,2,,,
7479,29,75172,0,1,3,,,
7480,29,75394,0,1,2,,,
7481,29,75616,0,1,3,,,
7482,29,75838,0,1,2,,,
7483,29,76061,0,1,3,,,
7484,29,76505,78283,2,1,,,
