id,lv,pet_id,cost,restore
101121,121,101,1#1795082|26#2245,26#120776
101122,122,101,1#1818082|26#2391,26#123021
101123,123,101,1#1841082|26#2537,26#125412
101124,124,101,1#1864082|26#2683,26#127949
101125,125,101,1#1887082|26#2829,26#130632
101126,126,101,1#1910082|26#2975,26#133461
101127,127,101,1#1933082|26#3121,26#136436
101128,128,101,1#1956082|26#3267,26#139557
101129,129,101,1#1979082|26#3413,26#142824
101130,130,101,1#2002082|26#3559,26#146237
101131,131,101,1#2025082|26#3705,26#149796
101132,132,101,1#2048082|26#3851,26#153501
101133,133,101,1#2071082|26#3997,26#157352
101134,134,101,1#2094082|26#4143,26#161349
101135,135,101,1#2117082|26#4289,26#165492
101136,136,101,1#2140082|26#4435,26#169781
101137,137,101,1#2163082|26#4581,26#174216
101138,138,101,1#2186082|26#4727,26#178797
101139,139,101,1#2209082|26#4873,26#183524
101140,140,101,1#2232082|26#5019,26#188397
101141,141,101,1#2255082|26#5165,26#193416
101142,142,101,1#2278082|26#5311,26#198581
101143,143,101,1#2301082|26#5457,26#203892
101144,144,101,1#2324082|26#5603,26#209349
101145,145,101,1#2347082|26#5749,26#214952
101146,146,101,1#2370082|26#5895,26#220701
101147,147,101,1#2393082|26#6041,26#226596
101148,148,101,1#2416082|26#6187,26#232637
101149,149,101,1#2439082|26#6333,26#238824
101150,150,101,1#2462082|26#6729,26#245157
101151,151,101,1#2485082|26#7125,26#251886
101152,152,101,1#2508082|26#7521,26#259011
101153,153,101,1#2531082|26#7917,26#266532
101154,154,101,1#2554082|26#8313,26#274449
101155,155,101,1#2577082|26#8709,26#282762
101156,156,101,1#2600082|26#9105,26#291471
101157,157,101,1#2623082|26#9501,26#300576
101158,158,101,1#2646082|26#9897,26#310077
101159,159,101,1#2669082|26#10293,26#319974
101160,160,101,1#2692082|26#10689,26#330267
101161,161,101,1#2715082|26#11085,26#340956
101162,162,101,1#2738082|26#11481,26#352041
101163,163,101,1#2761082|26#11877,26#363522
101164,164,101,1#2784082|26#12273,26#375399
101165,165,101,1#2807082|26#12669,26#387672
101166,166,101,1#2830082|26#13065,26#400341
101167,167,101,1#2853082|26#13461,26#413406
101168,168,101,1#2876082|26#13857,26#426867
101169,169,101,1#2899082|26#14253,26#440724
101170,170,101,1#2922082|26#14649,26#454977
101171,171,101,1#2945082|26#15045,26#469626
101172,172,101,1#2968082|26#15441,26#484671
101173,173,101,1#2991082|26#15837,26#500112
101174,174,101,1#3014082|26#16233,26#515949
101175,175,101,1#3037082|26#16629,26#532182
101176,176,101,1#3060082|26#17025,26#548811
101177,177,101,1#3083082|26#17421,26#565836
101178,178,101,1#3106082|26#17817,26#583257
101179,179,101,1#3129082|26#18213,26#601074
101180,180,101,1#0|26#0,26#619287
201001,1,201,1#16848|26#42,26#0
201002,2,201,1#24495|26#58,26#42
201003,3,201,1#31493|26#74,26#100
201004,4,201,1#38492|26#90,26#174
201005,5,201,1#45490|26#107,26#264
201006,6,201,1#52488|26#123,26#371
201007,7,201,1#61690|26#139,26#494
201008,8,201,1#68948|26#155,26#633
201009,9,201,1#76205|26#172,26#788
201010,10,201,1#83463|26#188,26#960
201011,11,201,1#90720|26#203,26#1148
201012,12,201,1#101477|26#219,26#1351
201013,13,201,1#108994|26#235,26#1570
201014,14,201,1#116511|26#252,26#1805
201015,15,201,1#124028|26#268,26#2057
201016,16,201,1#131544|26#284,26#2325
201017,17,201,1#143856|26#300,26#2609
201018,18,201,1#151632|26#317,26#2909
201019,19,201,1#159408|26#333,26#3226
201020,20,201,1#167184|26#349,26#3559
201021,21,201,1#174960|26#365,26#3908
201022,22,201,1#188828|26#382,26#4273
201023,23,201,1#196863|26#398,26#4655
201024,24,201,1#204898|26#414,26#5053
201025,25,201,1#212933|26#430,26#5467
201026,26,201,1#220968|26#447,26#5897
201027,27,201,1#236391|26#463,26#6344
201028,28,201,1#244685|26#479,26#6807
201029,29,201,1#252980|26#495,26#7286
201030,30,201,1#261274|26#512,26#7781
201031,31,201,1#269568|26#528,26#8293
201032,32,201,1#286546|26#544,26#8821
201033,33,201,1#295100|26#560,26#9365
201034,34,201,1#303653|26#577,26#9925
201035,35,201,1#312207|26#593,26#10502
201036,36,201,1#320760|26#608,26#11095
201037,37,201,1#339293|26#624,26#11703
201038,38,201,1#348106|26#640,26#12327
201039,39,201,1#356919|26#657,26#12967
201040,40,201,1#365732|26#673,26#13624
201041,41,201,1#374544|26#689,26#14297
201042,42,201,1#394632|26#705,26#14986
201043,43,201,1#403704|26#722,26#15691
201044,44,201,1#412776|26#738,26#16413
201045,45,201,1#421848|26#754,26#17151
201046,46,201,1#430920|26#770,26#17905
201047,47,201,1#452564|26#787,26#18675
201048,48,201,1#461895|26#803,26#19462
201049,49,201,1#471226|26#819,26#20265
201050,50,201,1#480557|26#835,26#21084
201051,51,201,1#489888|26#852,26#21919
201052,52,201,1#513087|26#868,26#22771
201053,53,201,1#522677|26#884,26#23639
201054,54,201,1#532268|26#900,26#24523
201055,55,201,1#541858|26#917,26#25423
201056,56,201,1#551448|26#933,26#26340
201057,57,201,1#576202|26#949,26#27273
201058,58,201,1#586052|26#965,26#28222
201059,59,201,1#595901|26#982,26#29187
201060,60,201,1#605751|26#998,26#30169
201061,61,201,1#631800|26#1013,26#31167
201062,62,201,1#641909|26#1029,26#32180
201063,63,201,1#652018|26#1045,26#33209
201064,64,201,1#662127|26#1062,26#34254
201065,65,201,1#689472|26#1078,26#35316
201066,66,201,1#699840|26#1094,26#36394
201067,67,201,1#710209|26#1110,26#37488
201068,68,201,1#738591|26#1127,26#38598
201069,69,201,1#749218|26#1143,26#39725
201070,70,201,1#759845|26#1159,26#40868
201071,71,201,1#789265|26#1175,26#42027
201072,72,201,1#800151|26#1192,26#43202
201073,73,201,1#811037|26#1208,26#44394
201074,74,201,1#821924|26#1224,26#45602
201075,75,201,1#852639|26#1240,26#46826
201076,76,201,1#863785|26#1257,26#48066
201077,77,201,1#874930|26#1273,26#49323
201078,78,201,1#906682|26#1289,26#50596
201079,79,201,1#918087|26#1305,26#51885
201080,80,201,1#929492|26#1322,26#53190
201081,81,201,1#962281|26#1338,26#54512
201082,82,201,1#973945|26#1354,26#55850
201083,83,201,1#985609|26#1370,26#57204
201084,84,201,1#997273|26#1387,26#58574
201085,85,201,1#1031357|26#1403,26#59961
201086,86,201,1#1043280|26#1418,26#61364
201087,87,201,1#1055204|26#1434,26#62782
201088,88,201,1#1090325|26#1450,26#64216
201089,89,201,1#1102508|26#1467,26#65666
201090,90,201,1#1114690|26#1483,26#67133
201091,91,201,1#1150848|26#1499,26#68616
201092,92,201,1#1163290|26#1515,26#70115
201093,93,201,1#1175732|26#1532,26#71630
201094,94,201,1#1188173|26#1548,26#73162
201095,95,201,1#1225628|26#1564,26#74710
201096,96,201,1#1238328|26#1580,26#76274
201097,97,201,1#1251029|26#1597,26#77854
201098,98,201,1#1289520|26#1613,26#79451
201099,99,201,1#1302480|26#1629,26#81064
201100,100,201,1#1315440|26#1645,26#82693
201101,101,201,1#1354968|26#1662,26#84338
201102,102,201,1#1368188|26#1678,26#86000
201103,103,201,1#1381407|26#1694,26#87678
201104,104,201,1#1394626|26#1710,26#89372
201105,105,201,1#1435450|26#1727,26#91082
201106,106,201,1#1448928|26#1743,26#92809
201107,107,201,1#1462407|26#1759,26#94552
201108,108,201,1#1504268|26#1775,26#96311
201109,109,201,1#1518005|26#1792,26#98086
201110,110,201,1#1531743|26#1808,26#99878
201111,111,201,1#1574640|26#1823,26#101686
201112,112,201,1#1588637|26#1839,26#103509
201113,113,201,1#1602634|26#1855,26#105348
201114,114,201,1#1616631|26#1872,26#107203
201115,115,201,1#1660824|26#1888,26#109075
201116,116,201,1#1675080|26#1904,26#110963
201117,117,201,1#1689336|26#1920,26#112867
201118,118,201,1#1734567|26#1937,26#114787
201119,119,201,1#1749082|26#1953,26#116724
201120,120,201,1#1772082|26#2099,26#118677
201121,121,201,1#1795082|26#2245,26#120776
201122,122,201,1#1818082|26#2391,26#123021
201123,123,201,1#1841082|26#2537,26#125412
201124,124,201,1#1864082|26#2683,26#127949
201125,125,201,1#1887082|26#2829,26#130632
201126,126,201,1#1910082|26#2975,26#133461
201127,127,201,1#1933082|26#3121,26#136436
201128,128,201,1#1956082|26#3267,26#139557
201129,129,201,1#1979082|26#3413,26#142824
201130,130,201,1#2002082|26#3559,26#146237
201131,131,201,1#2025082|26#3705,26#149796
201132,132,201,1#2048082|26#3851,26#153501
201133,133,201,1#2071082|26#3997,26#157352
201134,134,201,1#2094082|26#4143,26#161349
201135,135,201,1#2117082|26#4289,26#165492
201136,136,201,1#2140082|26#4435,26#169781
201137,137,201,1#2163082|26#4581,26#174216
201138,138,201,1#2186082|26#4727,26#178797
201139,139,201,1#2209082|26#4873,26#183524
201140,140,201,1#2232082|26#5019,26#188397
201141,141,201,1#2255082|26#5165,26#193416
201142,142,201,1#2278082|26#5311,26#198581
201143,143,201,1#2301082|26#5457,26#203892
201144,144,201,1#2324082|26#5603,26#209349
201145,145,201,1#2347082|26#5749,26#214952
201146,146,201,1#2370082|26#5895,26#220701
201147,147,201,1#2393082|26#6041,26#226596
201148,148,201,1#2416082|26#6187,26#232637
201149,149,201,1#2439082|26#6333,26#238824
201150,150,201,1#2462082|26#6729,26#245157
201151,151,201,1#2485082|26#7125,26#251886
201152,152,201,1#2508082|26#7521,26#259011
201153,153,201,1#2531082|26#7917,26#266532
201154,154,201,1#2554082|26#8313,26#274449
201155,155,201,1#2577082|26#8709,26#282762
201156,156,201,1#2600082|26#9105,26#291471
201157,157,201,1#2623082|26#9501,26#300576
201158,158,201,1#2646082|26#9897,26#310077
201159,159,201,1#2669082|26#10293,26#319974
201160,160,201,1#2692082|26#10689,26#330267
201161,161,201,1#2715082|26#11085,26#340956
201162,162,201,1#2738082|26#11481,26#352041
201163,163,201,1#2761082|26#11877,26#363522
201164,164,201,1#2784082|26#12273,26#375399
201165,165,201,1#2807082|26#12669,26#387672
201166,166,201,1#2830082|26#13065,26#400341
201167,167,201,1#2853082|26#13461,26#413406
201168,168,201,1#2876082|26#13857,26#426867
201169,169,201,1#2899082|26#14253,26#440724
201170,170,201,1#2922082|26#14649,26#454977
201171,171,201,1#2945082|26#15045,26#469626
201172,172,201,1#2968082|26#15441,26#484671
201173,173,201,1#2991082|26#15837,26#500112
201174,174,201,1#3014082|26#16233,26#515949
201175,175,201,1#3037082|26#16629,26#532182
201176,176,201,1#3060082|26#17025,26#548811
201177,177,201,1#3083082|26#17421,26#565836
201178,178,201,1#3106082|26#17817,26#583257
201179,179,201,1#3129082|26#18213,26#601074
201180,180,201,1#0|26#0,26#619287
301001,1,301,1#16848|26#42,26#0
301002,2,301,1#24495|26#58,26#42
301003,3,301,1#31493|26#74,26#100
301004,4,301,1#38492|26#90,26#174
301005,5,301,1#45490|26#107,26#264
301006,6,301,1#52488|26#123,26#371
301007,7,301,1#61690|26#139,26#494
301008,8,301,1#68948|26#155,26#633
301009,9,301,1#76205|26#172,26#788
301010,10,301,1#83463|26#188,26#960
301011,11,301,1#90720|26#203,26#1148
301012,12,301,1#101477|26#219,26#1351
301013,13,301,1#108994|26#235,26#1570
301014,14,301,1#116511|26#252,26#1805
301015,15,301,1#124028|26#268,26#2057
301016,16,301,1#131544|26#284,26#2325
301017,17,301,1#143856|26#300,26#2609
301018,18,301,1#151632|26#317,26#2909
301019,19,301,1#159408|26#333,26#3226
301020,20,301,1#167184|26#349,26#3559
301021,21,301,1#174960|26#365,26#3908
301022,22,301,1#188828|26#382,26#4273
301023,23,301,1#196863|26#398,26#4655
301024,24,301,1#204898|26#414,26#5053
301025,25,301,1#212933|26#430,26#5467
301026,26,301,1#220968|26#447,26#5897
301027,27,301,1#236391|26#463,26#6344
301028,28,301,1#244685|26#479,26#6807
301029,29,301,1#252980|26#495,26#7286
301030,30,301,1#261274|26#512,26#7781
301031,31,301,1#269568|26#528,26#8293
301032,32,301,1#286546|26#544,26#8821
301033,33,301,1#295100|26#560,26#9365
301034,34,301,1#303653|26#577,26#9925
301035,35,301,1#312207|26#593,26#10502
301036,36,301,1#320760|26#608,26#11095
301037,37,301,1#339293|26#624,26#11703
301038,38,301,1#348106|26#640,26#12327
301039,39,301,1#356919|26#657,26#12967
301040,40,301,1#365732|26#673,26#13624
301041,41,301,1#374544|26#689,26#14297
301042,42,301,1#394632|26#705,26#14986
301043,43,301,1#403704|26#722,26#15691
301044,44,301,1#412776|26#738,26#16413
301045,45,301,1#421848|26#754,26#17151
301046,46,301,1#430920|26#770,26#17905
301047,47,301,1#452564|26#787,26#18675
301048,48,301,1#461895|26#803,26#19462
301049,49,301,1#471226|26#819,26#20265
301050,50,301,1#480557|26#835,26#21084
301051,51,301,1#489888|26#852,26#21919
301052,52,301,1#513087|26#868,26#22771
301053,53,301,1#522677|26#884,26#23639
301054,54,301,1#532268|26#900,26#24523
301055,55,301,1#541858|26#917,26#25423
301056,56,301,1#551448|26#933,26#26340
301057,57,301,1#576202|26#949,26#27273
301058,58,301,1#586052|26#965,26#28222
301059,59,301,1#595901|26#982,26#29187
301060,60,301,1#605751|26#998,26#30169
301061,61,301,1#631800|26#1013,26#31167
301062,62,301,1#641909|26#1029,26#32180
301063,63,301,1#652018|26#1045,26#33209
301064,64,301,1#662127|26#1062,26#34254
301065,65,301,1#689472|26#1078,26#35316
301066,66,301,1#699840|26#1094,26#36394
301067,67,301,1#710209|26#1110,26#37488
301068,68,301,1#738591|26#1127,26#38598
301069,69,301,1#749218|26#1143,26#39725
301070,70,301,1#759845|26#1159,26#40868
301071,71,301,1#789265|26#1175,26#42027
301072,72,301,1#800151|26#1192,26#43202
301073,73,301,1#811037|26#1208,26#44394
301074,74,301,1#821924|26#1224,26#45602
301075,75,301,1#852639|26#1240,26#46826
301076,76,301,1#863785|26#1257,26#48066
301077,77,301,1#874930|26#1273,26#49323
301078,78,301,1#906682|26#1289,26#50596
301079,79,301,1#918087|26#1305,26#51885
301080,80,301,1#929492|26#1322,26#53190
301081,81,301,1#962281|26#1338,26#54512
301082,82,301,1#973945|26#1354,26#55850
301083,83,301,1#985609|26#1370,26#57204
301084,84,301,1#997273|26#1387,26#58574
301085,85,301,1#1031357|26#1403,26#59961
301086,86,301,1#1043280|26#1418,26#61364
301087,87,301,1#1055204|26#1434,26#62782
301088,88,301,1#1090325|26#1450,26#64216
301089,89,301,1#1102508|26#1467,26#65666
301090,90,301,1#1114690|26#1483,26#67133
301091,91,301,1#1150848|26#1499,26#68616
301092,92,301,1#1163290|26#1515,26#70115
301093,93,301,1#1175732|26#1532,26#71630
301094,94,301,1#1188173|26#1548,26#73162
301095,95,301,1#1225628|26#1564,26#74710
301096,96,301,1#1238328|26#1580,26#76274
301097,97,301,1#1251029|26#1597,26#77854
301098,98,301,1#1289520|26#1613,26#79451
301099,99,301,1#1302480|26#1629,26#81064
301100,100,301,1#1315440|26#1645,26#82693
301101,101,301,1#1354968|26#1662,26#84338
301102,102,301,1#1368188|26#1678,26#86000
301103,103,301,1#1381407|26#1694,26#87678
301104,104,301,1#1394626|26#1710,26#89372
301105,105,301,1#1435450|26#1727,26#91082
301106,106,301,1#1448928|26#1743,26#92809
301107,107,301,1#1462407|26#1759,26#94552
301108,108,301,1#1504268|26#1775,26#96311
301109,109,301,1#1518005|26#1792,26#98086
301110,110,301,1#1531743|26#1808,26#99878
301111,111,301,1#1574640|26#1823,26#101686
301112,112,301,1#1588637|26#1839,26#103509
301113,113,301,1#1602634|26#1855,26#105348
301114,114,301,1#1616631|26#1872,26#107203
301115,115,301,1#1660824|26#1888,26#109075
301116,116,301,1#1675080|26#1904,26#110963
301117,117,301,1#1689336|26#1920,26#112867
301118,118,301,1#1734567|26#1937,26#114787
301119,119,301,1#1749082|26#1953,26#116724
301120,120,301,1#1772082|26#2099,26#118677
301121,121,301,1#1795082|26#2245,26#120776
301122,122,301,1#1818082|26#2391,26#123021
301123,123,301,1#1841082|26#2537,26#125412
301124,124,301,1#1864082|26#2683,26#127949
301125,125,301,1#1887082|26#2829,26#130632
301126,126,301,1#1910082|26#2975,26#133461
301127,127,301,1#1933082|26#3121,26#136436
301128,128,301,1#1956082|26#3267,26#139557
301129,129,301,1#1979082|26#3413,26#142824
301130,130,301,1#2002082|26#3559,26#146237
301131,131,301,1#2025082|26#3705,26#149796
301132,132,301,1#2048082|26#3851,26#153501
301133,133,301,1#2071082|26#3997,26#157352
301134,134,301,1#2094082|26#4143,26#161349
301135,135,301,1#2117082|26#4289,26#165492
301136,136,301,1#2140082|26#4435,26#169781
301137,137,301,1#2163082|26#4581,26#174216
301138,138,301,1#2186082|26#4727,26#178797
301139,139,301,1#2209082|26#4873,26#183524
301140,140,301,1#2232082|26#5019,26#188397
301141,141,301,1#2255082|26#5165,26#193416
301142,142,301,1#2278082|26#5311,26#198581
301143,143,301,1#2301082|26#5457,26#203892
301144,144,301,1#2324082|26#5603,26#209349
301145,145,301,1#2347082|26#5749,26#214952
301146,146,301,1#2370082|26#5895,26#220701
301147,147,301,1#2393082|26#6041,26#226596
301148,148,301,1#2416082|26#6187,26#232637
301149,149,301,1#2439082|26#6333,26#238824
301150,150,301,1#2462082|26#6729,26#245157
301151,151,301,1#2485082|26#7125,26#251886
301152,152,301,1#2508082|26#7521,26#259011
301153,153,301,1#2531082|26#7917,26#266532
301154,154,301,1#2554082|26#8313,26#274449
301155,155,301,1#2577082|26#8709,26#282762
301156,156,301,1#2600082|26#9105,26#291471
301157,157,301,1#2623082|26#9501,26#300576
301158,158,301,1#2646082|26#9897,26#310077
301159,159,301,1#2669082|26#10293,26#319974
301160,160,301,1#2692082|26#10689,26#330267
301161,161,301,1#2715082|26#11085,26#340956
301162,162,301,1#2738082|26#11481,26#352041
301163,163,301,1#2761082|26#11877,26#363522
301164,164,301,1#2784082|26#12273,26#375399
301165,165,301,1#2807082|26#12669,26#387672
301166,166,301,1#2830082|26#13065,26#400341
301167,167,301,1#2853082|26#13461,26#413406
301168,168,301,1#2876082|26#13857,26#426867
301169,169,301,1#2899082|26#14253,26#440724
301170,170,301,1#2922082|26#14649,26#454977
301171,171,301,1#2945082|26#15045,26#469626
301172,172,301,1#2968082|26#15441,26#484671
301173,173,301,1#2991082|26#15837,26#500112
301174,174,301,1#3014082|26#16233,26#515949
301175,175,301,1#3037082|26#16629,26#532182
301176,176,301,1#3060082|26#17025,26#548811
301177,177,301,1#3083082|26#17421,26#565836
301178,178,301,1#3106082|26#17817,26#583257
301179,179,301,1#3129082|26#18213,26#601074
301180,180,301,1#0|26#0,26#619287
401001,1,401,1#16848|26#42,26#0
401002,2,401,1#24495|26#58,26#42
401003,3,401,1#31493|26#74,26#100
401004,4,401,1#38492|26#90,26#174
401005,5,401,1#45490|26#107,26#264
401006,6,401,1#52488|26#123,26#371
401007,7,401,1#61690|26#139,26#494
401008,8,401,1#68948|26#155,26#633
401009,9,401,1#76205|26#172,26#788
401010,10,401,1#83463|26#188,26#960
401011,11,401,1#90720|26#203,26#1148
401012,12,401,1#101477|26#219,26#1351
401013,13,401,1#108994|26#235,26#1570
401014,14,401,1#116511|26#252,26#1805
401015,15,401,1#124028|26#268,26#2057
401016,16,401,1#131544|26#284,26#2325
401017,17,401,1#143856|26#300,26#2609
401018,18,401,1#151632|26#317,26#2909
401019,19,401,1#159408|26#333,26#3226
401020,20,401,1#167184|26#349,26#3559
401021,21,401,1#174960|26#365,26#3908
401022,22,401,1#188828|26#382,26#4273
401023,23,401,1#196863|26#398,26#4655
401024,24,401,1#204898|26#414,26#5053
401025,25,401,1#212933|26#430,26#5467
401026,26,401,1#220968|26#447,26#5897
401027,27,401,1#236391|26#463,26#6344
401028,28,401,1#244685|26#479,26#6807
401029,29,401,1#252980|26#495,26#7286
401030,30,401,1#261274|26#512,26#7781
401031,31,401,1#269568|26#528,26#8293
401032,32,401,1#286546|26#544,26#8821
401033,33,401,1#295100|26#560,26#9365
401034,34,401,1#303653|26#577,26#9925
401035,35,401,1#312207|26#593,26#10502
401036,36,401,1#320760|26#608,26#11095
401037,37,401,1#339293|26#624,26#11703
401038,38,401,1#348106|26#640,26#12327
401039,39,401,1#356919|26#657,26#12967
401040,40,401,1#365732|26#673,26#13624
401041,41,401,1#374544|26#689,26#14297
401042,42,401,1#394632|26#705,26#14986
401043,43,401,1#403704|26#722,26#15691
401044,44,401,1#412776|26#738,26#16413
401045,45,401,1#421848|26#754,26#17151
401046,46,401,1#430920|26#770,26#17905
401047,47,401,1#452564|26#787,26#18675
401048,48,401,1#461895|26#803,26#19462
401049,49,401,1#471226|26#819,26#20265
401050,50,401,1#480557|26#835,26#21084
401051,51,401,1#489888|26#852,26#21919
401052,52,401,1#513087|26#868,26#22771
401053,53,401,1#522677|26#884,26#23639
401054,54,401,1#532268|26#900,26#24523
401055,55,401,1#541858|26#917,26#25423
401056,56,401,1#551448|26#933,26#26340
401057,57,401,1#576202|26#949,26#27273
401058,58,401,1#586052|26#965,26#28222
401059,59,401,1#595901|26#982,26#29187
401060,60,401,1#605751|26#998,26#30169
401061,61,401,1#631800|26#1013,26#31167
401062,62,401,1#641909|26#1029,26#32180
401063,63,401,1#652018|26#1045,26#33209
401064,64,401,1#662127|26#1062,26#34254
401065,65,401,1#689472|26#1078,26#35316
401066,66,401,1#699840|26#1094,26#36394
401067,67,401,1#710209|26#1110,26#37488
401068,68,401,1#738591|26#1127,26#38598
401069,69,401,1#749218|26#1143,26#39725
401070,70,401,1#759845|26#1159,26#40868
401071,71,401,1#789265|26#1175,26#42027
401072,72,401,1#800151|26#1192,26#43202
401073,73,401,1#811037|26#1208,26#44394
401074,74,401,1#821924|26#1224,26#45602
401075,75,401,1#852639|26#1240,26#46826
401076,76,401,1#863785|26#1257,26#48066
401077,77,401,1#874930|26#1273,26#49323
401078,78,401,1#906682|26#1289,26#50596
401079,79,401,1#918087|26#1305,26#51885
401080,80,401,1#929492|26#1322,26#53190
401081,81,401,1#962281|26#1338,26#54512
401082,82,401,1#973945|26#1354,26#55850
401083,83,401,1#985609|26#1370,26#57204
401084,84,401,1#997273|26#1387,26#58574
401085,85,401,1#1031357|26#1403,26#59961
401086,86,401,1#1043280|26#1418,26#61364
401087,87,401,1#1055204|26#1434,26#62782
401088,88,401,1#1090325|26#1450,26#64216
401089,89,401,1#1102508|26#1467,26#65666
401090,90,401,1#1114690|26#1483,26#67133
401091,91,401,1#1150848|26#1499,26#68616
401092,92,401,1#1163290|26#1515,26#70115
401093,93,401,1#1175732|26#1532,26#71630
401094,94,401,1#1188173|26#1548,26#73162
