id,brief,plot_id,options_id,memory_options_id,section_icon,decision_icon
20703,-1,207301,20731|20732|20733,20731,date_memory_jiedao,date_qa_icon_2
20801,-1,208101,20811|20812|20813,20811,date_memory_jiedao,date_qa_icon_2
20802,-1,208201,20821|20822|20823,20821,date_memory_jiedao,date_qa_icon_2
20803,-1,208301,20831|20832|20833,20833,date_memory_jiedao,date_qa_icon_2
20901,-1,209101,20911|20912|20913,20913,date_memory_jiedao,date_qa_icon_2
20902,-1,209201,20921|20922|20923,20923,date_memory_jiedao,date_qa_icon_2
20903,-1,209301,20931|20932|20933,20933,date_memory_jiedao,date_qa_icon_2
21001,-1,210101,21011|21012|21013,21013,date_memory_jiedao,date_qa_icon_2
21002,-1,210201,21021|21022|21023,21023,date_memory_jiedao,date_qa_icon_2
21003,-1,210301,21031|21032|21033,21032,date_memory_jiedao,date_qa_icon_2
21101,-1,211101,21111|21112|21113,21113,date_memory_yeshi,date_qa_icon_2
21102,-1,211201,21121|21122|21123,21123,date_memory_yeshi,date_qa_icon_2
21103,-1,211301,21131|21132|21133,21131,date_memory_yeshi,date_qa_icon_2
21201,-1,212101,21211|21212|21213,21213,date_memory_yeshi,date_qa_icon_2
21202,-1,212201,21221|21222|21223,21223,date_memory_yeshi,date_qa_icon_2
21203,-1,212301,21231|21232|21233,21231,date_memory_yeshi,date_qa_icon_2
21301,-1,213101,21311|21312|21313,21313,date_memory_yeshi,date_qa_icon_2
21302,-1,213201,21321|21322|21323,21321,date_memory_yeshi,date_qa_icon_2
21303,-1,213301,21331|21332|21333,21333,date_memory_yeshi,date_qa_icon_2
21401,-1,214101,21411|21412|21413,21411,date_memory_yeshi,date_qa_icon_2
21402,-1,214201,21421|21422|21423,21423,date_memory_yeshi,date_qa_icon_2
21403,-1,214301,21431|21432|21433,21431,date_memory_yeshi,date_qa_icon_2
21501,-1,215101,21511|21512|21513,21511,date_memory_yeshi,date_qa_icon_2
21502,-1,215201,21521|21522|21523,21521,date_memory_yeshi,date_qa_icon_2
21503,-1,215301,21531|21532|21533,21531,date_memory_yeshi,date_qa_icon_2
30101,-1,301101,30111|30112|30113,30113,date_memory_gongyuan,date_qa_icon_1
30102,-1,301201,30121|30122|30123,30122,date_memory_gongyuan,date_qa_icon_1
30103,-1,301301,30131|30132|30133,30132,date_memory_gongyuan,date_qa_icon_1
30201,-1,302101,30211|30212|30213,30211,date_memory_gongyuan,date_qa_icon_1
30202,-1,302201,30221|30222|30223,30223,date_memory_gongyuan,date_qa_icon_1
30203,-1,302301,30231|30232|30233,30233,date_memory_gongyuan,date_qa_icon_1
30301,-1,303101,30311|30312|30313,30312,date_memory_gongyuan,date_qa_icon_1
30302,-1,303201,30321|30322|30323,30322,date_memory_gongyuan,date_qa_icon_1
30303,-1,303301,30331|30332|30333,30332,date_memory_gongyuan,date_qa_icon_1
30401,-1,304101,30411|30412|30413,30411,date_memory_gongyuan,date_qa_icon_1
30402,-1,304201,30421|30422|30423,30423,date_memory_gongyuan,date_qa_icon_1
30403,-1,304301,30431|30432|30433,30432,date_memory_gongyuan,date_qa_icon_1
30501,-1,305101,30511|30512|30513,30513,date_memory_gongyuan,date_qa_icon_1
30502,-1,305201,30521|30522|30523,30522,date_memory_gongyuan,date_qa_icon_1
30503,-1,305301,30531|30532|30533,30533,date_memory_gongyuan,date_qa_icon_1
30601,-1,306101,30611|30612|30613,30611,date_memory_jiedao,date_qa_icon_1
30602,-1,306201,30621|30622|30623,30623,date_memory_jiedao,date_qa_icon_1
30603,-1,306301,30631|30632|30633,30633,date_memory_jiedao,date_qa_icon_1
30701,-1,307101,30711|30712|30713,30712,date_memory_jiedao,date_qa_icon_1
30702,-1,307201,30721|30722|30723,30721,date_memory_jiedao,date_qa_icon_1
30703,-1,307301,30731|30732|30733,30733,date_memory_jiedao,date_qa_icon_1
30801,-1,308101,30811|30812|30813,30811,date_memory_jiedao,date_qa_icon_1
30802,-1,308201,30821|30822|30823,30822,date_memory_jiedao,date_qa_icon_1
30803,-1,308301,30831|30832|30833,30831,date_memory_jiedao,date_qa_icon_1
30901,-1,309101,30911|30912|30913,30911,date_memory_jiedao,date_qa_icon_1
30902,-1,309201,30921|30922|30923,30921,date_memory_jiedao,date_qa_icon_1
30903,-1,309301,30931|30932|30933,30931,date_memory_jiedao,date_qa_icon_1
31001,-1,310101,31011|31012|31013,31013,date_memory_jiedao,date_qa_icon_1
31002,-1,310201,31021|31022|31023,31022,date_memory_jiedao,date_qa_icon_1
31003,-1,310301,31031|31032|31033,31033,date_memory_jiedao,date_qa_icon_1
31101,-1,311101,31111|31112|31113,31111,date_memory_youleyuan,date_qa_icon_1
31102,-1,311201,31121|31122|31123,31121,date_memory_youleyuan,date_qa_icon_1
31103,-1,311301,31131|31132|31133,31131,date_memory_youleyuan,date_qa_icon_1
31201,-1,312101,31211|31212|31213,31212,date_memory_youleyuan,date_qa_icon_1
31202,-1,312201,31221|31222|31223,31221,date_memory_youleyuan,date_qa_icon_1
31203,-1,312301,31231|31232|31233,31231,date_memory_youleyuan,date_qa_icon_1
31301,-1,313101,31311|31312|31313,31311,date_memory_youleyuan,date_qa_icon_1
31302,-1,313201,31321|31322|31323,31323,date_memory_youleyuan,date_qa_icon_1
31303,-1,313301,31331|31332|31333,31331,date_memory_youleyuan,date_qa_icon_1
31401,-1,314101,31411|31412|31413,31411,date_memory_youleyuan,date_qa_icon_1
31402,-1,314201,31421|31422|31423,31421,date_memory_youleyuan,date_qa_icon_1
31403,-1,314301,31431|31432|31433,31431,date_memory_youleyuan,date_qa_icon_1
31501,-1,315101,31511|31512|31513,31513,date_memory_youleyuan,date_qa_icon_1
31502,-1,315201,31521|31522|31523,31523,date_memory_youleyuan,date_qa_icon_1
31503,-1,315301,31531|31532|31533,31533,date_memory_youleyuan,date_qa_icon_1
40001,-1,,40101|40102|40103,,,
40002,-1,,40201|40202|40203,,,
40003,-1,,40301|40302|40303,,,
40004,-1,,40401|40402|40403,,,
40005,-1,,40501|40502|40503,,,
40006,-1,,40601|40602|40603,,,
40007,-1,,40701|40702|40703,,,
40008,-1,,40801|40802|40803,,,
40009,-1,,40901|40902|40903,,,
40010,-1,,41001|41002|41003,,,
40011,-1,,41101|41102|41103,,,
40012,-1,,41201|41202|41203,,,
40013,-1,,41301|41302|41303,,,
40014,-1,,41401|41402|41403,,,
40015,-1,,41501|41502|41503,,,
40016,-1,,41601|41602|41603,,,
40017,-1,,41701|41702|41703,,,
40018,-1,,41801|41802|41803,,,
40019,-1,,41901|41902|41903,,,
40020,-1,,42001|42002|42003,,,
40021,-1,,42101|42102|42103,,,
100001,-1,401001,101001|101002|101003,,,date_qa_icon_1
100002,-1,402001,102001|102002|102003,,,date_qa_icon_2
100003,-1,403001,101001|101002|101003,,,date_qa_icon_3
100004,-1,404001,101001|101002|101003,,,date_qa_icon_1
100005,-1,405001,101001|101002|101003,,,date_qa_icon_2
100006,-1,406001,101001|101002|101003,,,date_qa_icon_3
100007,-1,407001,101001|101002|101003,,,date_qa_icon_1
100008,-1,408001,101001|101002|101003,,,date_qa_icon_2
100009,-1,409001,101001|101002|101003,,,date_qa_icon_3
