id,next_id,card_num,point,skill,img
20018,20019,10,100,,time_cloister_crystal_card_1_2
20019,20020,10,100,,time_cloister_crystal_card_1_2
20020,-1,10,100,,time_cloister_crystal_card_1_2
30001,30002,1,100,,time_cloister_crystal_card_1_3
30002,30003,2,100,,time_cloister_crystal_card_1_3
30003,30004,2,100,,time_cloister_crystal_card_1_3
30004,30005,3,100,,time_cloister_crystal_card_1_3
30005,30006,3,100,,time_cloister_crystal_card_1_3
30006,30007,4,100,,time_cloister_crystal_card_1_3
30007,30008,4,100,,time_cloister_crystal_card_1_3
30008,30009,5,100,,time_cloister_crystal_card_1_3
30009,30010,5,100,,time_cloister_crystal_card_1_3
30010,30011,6,100,,time_cloister_crystal_card_1_3
30011,30012,6,100,,time_cloister_crystal_card_1_3
30012,30013,7,100,,time_cloister_crystal_card_1_3
30013,30014,7,100,,time_cloister_crystal_card_1_3
30014,30015,8,100,,time_cloister_crystal_card_1_3
30015,30016,8,100,,time_cloister_crystal_card_1_3
30016,30017,9,100,,time_cloister_crystal_card_1_3
30017,30018,9,100,,time_cloister_crystal_card_1_3
30018,30019,10,100,,time_cloister_crystal_card_1_3
30019,30020,10,100,,time_cloister_crystal_card_1_3
30020,-1,10,100,,time_cloister_crystal_card_1_3
40001,40002,1,100,,time_cloister_crystal_card_1_4
40002,40003,2,100,,time_cloister_crystal_card_1_4
40003,40004,2,100,,time_cloister_crystal_card_1_4
40004,40005,3,100,,time_cloister_crystal_card_1_4
40005,40006,3,100,,time_cloister_crystal_card_1_4
40006,40007,4,100,,time_cloister_crystal_card_1_4
40007,40008,4,100,,time_cloister_crystal_card_1_4
40008,40009,5,100,,time_cloister_crystal_card_1_4
40009,40010,5,100,,time_cloister_crystal_card_1_4
40010,40011,6,100,,time_cloister_crystal_card_1_4
40011,40012,6,100,,time_cloister_crystal_card_1_4
40012,40013,7,100,,time_cloister_crystal_card_1_4
40013,40014,7,100,,time_cloister_crystal_card_1_4
40014,40015,8,100,,time_cloister_crystal_card_1_4
40015,40016,8,100,,time_cloister_crystal_card_1_4
40016,40017,9,100,,time_cloister_crystal_card_1_4
40017,40018,9,100,,time_cloister_crystal_card_1_4
40018,40019,10,100,,time_cloister_crystal_card_1_4
40019,40020,10,100,,time_cloister_crystal_card_1_4
40020,-1,10,100,,time_cloister_crystal_card_1_4
50001,50002,1,100,,time_cloister_crystal_card_1_5
50002,50003,2,100,,time_cloister_crystal_card_1_5
50003,50004,2,100,,time_cloister_crystal_card_1_5
50004,50005,3,100,,time_cloister_crystal_card_1_5
50005,50006,3,100,,time_cloister_crystal_card_1_5
50006,50007,4,100,,time_cloister_crystal_card_1_5
50007,50008,4,100,,time_cloister_crystal_card_1_5
50008,50009,5,100,,time_cloister_crystal_card_1_5
50009,50010,5,100,,time_cloister_crystal_card_1_5
50010,50011,6,100,,time_cloister_crystal_card_1_5
50011,50012,6,100,,time_cloister_crystal_card_1_5
50012,50013,7,100,,time_cloister_crystal_card_1_5
50013,50014,7,100,,time_cloister_crystal_card_1_5
50014,50015,8,100,,time_cloister_crystal_card_1_5
50015,50016,8,100,,time_cloister_crystal_card_1_5
50016,50017,9,100,,time_cloister_crystal_card_1_5
50017,50018,9,100,,time_cloister_crystal_card_1_5
50018,50019,10,100,,time_cloister_crystal_card_1_5
50019,50020,10,100,,time_cloister_crystal_card_1_5
50020,-1,10,100,,time_cloister_crystal_card_1_5
60001,60002,1,100,,time_cloister_crystal_card_1_6
60002,60003,2,100,,time_cloister_crystal_card_1_6
60003,60004,2,100,,time_cloister_crystal_card_1_6
60004,60005,3,100,,time_cloister_crystal_card_1_6
60005,60006,3,100,,time_cloister_crystal_card_1_6
60006,60007,4,100,,time_cloister_crystal_card_1_6
60007,60008,4,100,,time_cloister_crystal_card_1_6
60008,60009,5,100,,time_cloister_crystal_card_1_6
60009,60010,5,100,,time_cloister_crystal_card_1_6
60010,60011,6,100,,time_cloister_crystal_card_1_6
60011,60012,6,100,,time_cloister_crystal_card_1_6
60012,60013,7,100,,time_cloister_crystal_card_1_6
60013,60014,7,100,,time_cloister_crystal_card_1_6
60014,60015,8,100,,time_cloister_crystal_card_1_6
60015,60016,8,100,,time_cloister_crystal_card_1_6
60016,60017,9,100,,time_cloister_crystal_card_1_6
60017,60018,9,100,,time_cloister_crystal_card_1_6
60018,60019,10,100,,time_cloister_crystal_card_1_6
60019,60020,10,100,,time_cloister_crystal_card_1_6
60020,-1,10,100,,time_cloister_crystal_card_1_6
70001,,1,100,,time_cloister_crystal_card_2_1
70002,,2,100,,time_cloister_crystal_card_2_1
70003,,2,100,,time_cloister_crystal_card_2_1
70004,,3,100,,time_cloister_crystal_card_2_1
70005,,3,100,,time_cloister_crystal_card_2_1
70006,,4,100,,time_cloister_crystal_card_2_1
70007,,4,100,,time_cloister_crystal_card_2_1
70008,,5,100,,time_cloister_crystal_card_2_1
70009,,5,100,,time_cloister_crystal_card_2_1
70010,,6,100,,time_cloister_crystal_card_2_1
70011,,6,100,,time_cloister_crystal_card_2_1
70012,,7,100,,time_cloister_crystal_card_2_1
70013,,7,100,,time_cloister_crystal_card_2_1
70014,,8,100,,time_cloister_crystal_card_2_1
70015,,8,100,,time_cloister_crystal_card_2_1
70016,,9,100,,time_cloister_crystal_card_2_1
70017,,9,100,,time_cloister_crystal_card_2_1
70018,,10,100,,time_cloister_crystal_card_2_1
70019,,10,100,,time_cloister_crystal_card_2_1
70020,,10,100,,time_cloister_crystal_card_2_1
80001,,1,100,,time_cloister_crystal_card_2_2
80002,,2,100,,time_cloister_crystal_card_2_2
80003,,2,100,,time_cloister_crystal_card_2_2
80004,,3,100,,time_cloister_crystal_card_2_2
80005,,3,100,,time_cloister_crystal_card_2_2
80006,,4,100,,time_cloister_crystal_card_2_2
80007,,4,100,,time_cloister_crystal_card_2_2
80008,,5,100,,time_cloister_crystal_card_2_2
80009,,5,100,,time_cloister_crystal_card_2_2
80010,,6,100,,time_cloister_crystal_card_2_2
80011,,6,100,,time_cloister_crystal_card_2_2
80012,,7,100,,time_cloister_crystal_card_2_2
80013,,7,100,,time_cloister_crystal_card_2_2
80014,,8,100,,time_cloister_crystal_card_2_2
80015,,8,100,,time_cloister_crystal_card_2_2
80016,,9,100,,time_cloister_crystal_card_2_2
80017,,9,100,,time_cloister_crystal_card_2_2
80018,,10,100,,time_cloister_crystal_card_2_2
80019,,10,100,,time_cloister_crystal_card_2_2
80020,,10,100,,time_cloister_crystal_card_2_2
90001,,1,100,,time_cloister_crystal_card_2_3
90002,,2,100,,time_cloister_crystal_card_2_3
90003,,2,100,,time_cloister_crystal_card_2_3
90004,,3,100,,time_cloister_crystal_card_2_3
90005,,3,100,,time_cloister_crystal_card_2_3
90006,,4,100,,time_cloister_crystal_card_2_3
90007,,4,100,,time_cloister_crystal_card_2_3
90008,,5,100,,time_cloister_crystal_card_2_3
90009,,5,100,,time_cloister_crystal_card_2_3
90010,,6,100,,time_cloister_crystal_card_2_3
90011,,6,100,,time_cloister_crystal_card_2_3
90012,,7,100,,time_cloister_crystal_card_2_3
90013,,7,100,,time_cloister_crystal_card_2_3
90014,,8,100,,time_cloister_crystal_card_2_3
90015,,8,100,,time_cloister_crystal_card_2_3
90016,,9,100,,time_cloister_crystal_card_2_3
90017,,9,100,,time_cloister_crystal_card_2_3
90018,,10,100,,time_cloister_crystal_card_2_3
90019,,10,100,,time_cloister_crystal_card_2_3
90020,,10,100,,time_cloister_crystal_card_2_3
100001,,1,100,,time_cloister_crystal_card_2_4
100002,,2,100,,time_cloister_crystal_card_2_4
100003,,2,100,,time_cloister_crystal_card_2_4
100004,,3,100,,time_cloister_crystal_card_2_4
100005,,3,100,,time_cloister_crystal_card_2_4
100006,,4,100,,time_cloister_crystal_card_2_4
100007,,4,100,,time_cloister_crystal_card_2_4
100008,,5,100,,time_cloister_crystal_card_2_4
100009,,5,100,,time_cloister_crystal_card_2_4
100010,,6,100,,time_cloister_crystal_card_2_4
100011,,6,100,,time_cloister_crystal_card_2_4
100012,,7,100,,time_cloister_crystal_card_2_4
100013,,7,100,,time_cloister_crystal_card_2_4
100014,,8,100,,time_cloister_crystal_card_2_4
100015,,8,100,,time_cloister_crystal_card_2_4
100016,,9,100,,time_cloister_crystal_card_2_4
100017,,9,100,,time_cloister_crystal_card_2_4
100018,,10,100,,time_cloister_crystal_card_2_4
100019,,10,100,,time_cloister_crystal_card_2_4
100020,,10,100,,time_cloister_crystal_card_2_4
110001,,1,100,,time_cloister_crystal_card_2_5
110002,,2,100,,time_cloister_crystal_card_2_5
110003,,2,100,,time_cloister_crystal_card_2_5
110004,,3,100,,time_cloister_crystal_card_2_5
110005,,3,100,,time_cloister_crystal_card_2_5
110006,,4,100,,time_cloister_crystal_card_2_5
110007,,4,100,,time_cloister_crystal_card_2_5
110008,,5,100,,time_cloister_crystal_card_2_5
110009,,5,100,,time_cloister_crystal_card_2_5
110010,,6,100,,time_cloister_crystal_card_2_5
110011,,6,100,,time_cloister_crystal_card_2_5
110012,,7,100,,time_cloister_crystal_card_2_5
110013,,7,100,,time_cloister_crystal_card_2_5
110014,,8,100,,time_cloister_crystal_card_2_5
110015,,8,100,,time_cloister_crystal_card_2_5
110016,,9,100,,time_cloister_crystal_card_2_5
110017,,9,100,,time_cloister_crystal_card_2_5
110018,,10,100,,time_cloister_crystal_card_2_5
110019,,10,100,,time_cloister_crystal_card_2_5
110020,,10,100,,time_cloister_crystal_card_2_5
120001,,1,100,,time_cloister_crystal_card_2_6
120002,,2,100,,time_cloister_crystal_card_2_6
120003,,2,100,,time_cloister_crystal_card_2_6
120004,,3,100,,time_cloister_crystal_card_2_6
120005,,3,100,,time_cloister_crystal_card_2_6
120006,,4,100,,time_cloister_crystal_card_2_6
120007,,4,100,,time_cloister_crystal_card_2_6
120008,,5,100,,time_cloister_crystal_card_2_6
120009,,5,100,,time_cloister_crystal_card_2_6
120010,,6,100,,time_cloister_crystal_card_2_6
120011,,6,100,,time_cloister_crystal_card_2_6
120012,,7,100,,time_cloister_crystal_card_2_6
120013,,7,100,,time_cloister_crystal_card_2_6
120014,,8,100,,time_cloister_crystal_card_2_6
120015,,8,100,,time_cloister_crystal_card_2_6
120016,,9,100,,time_cloister_crystal_card_2_6
120017,,9,100,,time_cloister_crystal_card_2_6
120018,,10,100,,time_cloister_crystal_card_2_6
120019,,10,100,,time_cloister_crystal_card_2_6
120020,,10,100,,time_cloister_crystal_card_2_6
130001,,1,100,,time_cloister_crystal_card_3_1
130002,,2,100,,time_cloister_crystal_card_3_1
130003,,2,100,,time_cloister_crystal_card_3_1
130004,,3,100,,time_cloister_crystal_card_3_1
130005,,3,100,,time_cloister_crystal_card_3_1
130006,,4,100,,time_cloister_crystal_card_3_1
130007,,4,100,,time_cloister_crystal_card_3_1
130008,,5,100,,time_cloister_crystal_card_3_1
130009,,5,100,,time_cloister_crystal_card_3_1
130010,,6,100,,time_cloister_crystal_card_3_1
130011,,6,100,,time_cloister_crystal_card_3_1
130012,,7,100,,time_cloister_crystal_card_3_1
130013,,7,100,,time_cloister_crystal_card_3_1
130014,,8,100,,time_cloister_crystal_card_3_1
130015,,8,100,,time_cloister_crystal_card_3_1
130016,,9,100,,time_cloister_crystal_card_3_1
130017,,9,100,,time_cloister_crystal_card_3_1
130018,,10,100,,time_cloister_crystal_card_3_1
130019,,10,100,,time_cloister_crystal_card_3_1
130020,,10,100,,time_cloister_crystal_card_3_1
140001,,1,100,,time_cloister_crystal_card_3_2
140002,,2,100,,time_cloister_crystal_card_3_2
140003,,2,100,,time_cloister_crystal_card_3_2
140004,,3,100,,time_cloister_crystal_card_3_2
140005,,3,100,,time_cloister_crystal_card_3_2
140006,,4,100,,time_cloister_crystal_card_3_2
140007,,4,100,,time_cloister_crystal_card_3_2
140008,,5,100,,time_cloister_crystal_card_3_2
140009,,5,100,,time_cloister_crystal_card_3_2
140010,,6,100,,time_cloister_crystal_card_3_2
140011,,6,100,,time_cloister_crystal_card_3_2
140012,,7,100,,time_cloister_crystal_card_3_2
140013,,7,100,,time_cloister_crystal_card_3_2
140014,,8,100,,time_cloister_crystal_card_3_2
140015,,8,100,,time_cloister_crystal_card_3_2
140016,,9,100,,time_cloister_crystal_card_3_2
140017,,9,100,,time_cloister_crystal_card_3_2
140018,,10,100,,time_cloister_crystal_card_3_2
140019,,10,100,,time_cloister_crystal_card_3_2
140020,,10,100,,time_cloister_crystal_card_3_2
150001,,1,100,,time_cloister_crystal_card_3_3
150002,,2,100,,time_cloister_crystal_card_3_3
150003,,2,100,,time_cloister_crystal_card_3_3
150004,,3,100,,time_cloister_crystal_card_3_3
150005,,3,100,,time_cloister_crystal_card_3_3
150006,,4,100,,time_cloister_crystal_card_3_3
150007,,4,100,,time_cloister_crystal_card_3_3
150008,,5,100,,time_cloister_crystal_card_3_3
150009,,5,100,,time_cloister_crystal_card_3_3
150010,,6,100,,time_cloister_crystal_card_3_3
150011,,6,100,,time_cloister_crystal_card_3_3
150012,,7,100,,time_cloister_crystal_card_3_3
150013,,7,100,,time_cloister_crystal_card_3_3
150014,,8,100,,time_cloister_crystal_card_3_3
150015,,8,100,,time_cloister_crystal_card_3_3
150016,,9,100,,time_cloister_crystal_card_3_3
150017,,9,100,,time_cloister_crystal_card_3_3
150018,,10,100,,time_cloister_crystal_card_3_3
150019,,10,100,,time_cloister_crystal_card_3_3
150020,,10,100,,time_cloister_crystal_card_3_3
160001,,1,100,,time_cloister_crystal_card_3_4
160002,,2,100,,time_cloister_crystal_card_3_4
160003,,2,100,,time_cloister_crystal_card_3_4
160004,,3,100,,time_cloister_crystal_card_3_4
160005,,3,100,,time_cloister_crystal_card_3_4
160006,,4,100,,time_cloister_crystal_card_3_4
160007,,4,100,,time_cloister_crystal_card_3_4
160008,,5,100,,time_cloister_crystal_card_3_4
160009,,5,100,,time_cloister_crystal_card_3_4
160010,,6,100,,time_cloister_crystal_card_3_4
160011,,6,100,,time_cloister_crystal_card_3_4
160012,,7,100,,time_cloister_crystal_card_3_4
160013,,7,100,,time_cloister_crystal_card_3_4
160014,,8,100,,time_cloister_crystal_card_3_4
160015,,8,100,,time_cloister_crystal_card_3_4
160016,,9,100,,time_cloister_crystal_card_3_4
160017,,9,100,,time_cloister_crystal_card_3_4
160018,,10,100,,time_cloister_crystal_card_3_4
160019,,10,100,,time_cloister_crystal_card_3_4
160020,,10,100,,time_cloister_crystal_card_3_4
170001,,1,100,,time_cloister_crystal_card_3_5
170002,,2,100,,time_cloister_crystal_card_3_5
170003,,2,100,,time_cloister_crystal_card_3_5
170004,,3,100,,time_cloister_crystal_card_3_5
170005,,3,100,,time_cloister_crystal_card_3_5
170006,,4,100,,time_cloister_crystal_card_3_5
170007,,4,100,,time_cloister_crystal_card_3_5
170008,,5,100,,time_cloister_crystal_card_3_5
170009,,5,100,,time_cloister_crystal_card_3_5
170010,,6,100,,time_cloister_crystal_card_3_5
170011,,6,100,,time_cloister_crystal_card_3_5
170012,,7,100,,time_cloister_crystal_card_3_5
170013,,7,100,,time_cloister_crystal_card_3_5
170014,,8,100,,time_cloister_crystal_card_3_5
170015,,8,100,,time_cloister_crystal_card_3_5
170016,,9,100,,time_cloister_crystal_card_3_5
170017,,9,100,,time_cloister_crystal_card_3_5
170018,,10,100,,time_cloister_crystal_card_3_5
170019,,10,100,,time_cloister_crystal_card_3_5
170020,,10,100,,time_cloister_crystal_card_3_5
180001,,1,100,,time_cloister_crystal_card_3_6
180002,,2,100,,time_cloister_crystal_card_3_6
180003,,2,100,,time_cloister_crystal_card_3_6
180004,,3,100,,time_cloister_crystal_card_3_6
180005,,3,100,,time_cloister_crystal_card_3_6
180006,,4,100,,time_cloister_crystal_card_3_6
180007,,4,100,,time_cloister_crystal_card_3_6
180008,,5,100,,time_cloister_crystal_card_3_6
180009,,5,100,,time_cloister_crystal_card_3_6
180010,,6,100,,time_cloister_crystal_card_3_6
180011,,6,100,,time_cloister_crystal_card_3_6
180012,,7,100,,time_cloister_crystal_card_3_6
180013,,7,100,,time_cloister_crystal_card_3_6
180014,,8,100,,time_cloister_crystal_card_3_6
180015,,8,100,,time_cloister_crystal_card_3_6
180016,,9,100,,time_cloister_crystal_card_3_6
180017,,9,100,,time_cloister_crystal_card_3_6
180018,,10,100,,time_cloister_crystal_card_3_6
180019,,10,100,,time_cloister_crystal_card_3_6
180020,,10,100,,time_cloister_crystal_card_3_6
190001,,1,100,,time_cloister_crystal_card_4_1
190002,,2,100,,time_cloister_crystal_card_4_1
190003,,2,100,,time_cloister_crystal_card_4_1
190004,,3,100,,time_cloister_crystal_card_4_1
190005,,3,100,,time_cloister_crystal_card_4_1
190006,,4,100,,time_cloister_crystal_card_4_1
190007,,4,100,,time_cloister_crystal_card_4_1
190008,,5,100,,time_cloister_crystal_card_4_1
190009,,5,100,,time_cloister_crystal_card_4_1
190010,,6,100,,time_cloister_crystal_card_4_1
190011,,6,100,,time_cloister_crystal_card_4_1
190012,,7,100,,time_cloister_crystal_card_4_1
190013,,7,100,,time_cloister_crystal_card_4_1
190014,,8,100,,time_cloister_crystal_card_4_1
190015,,8,100,,time_cloister_crystal_card_4_1
190016,,9,100,,time_cloister_crystal_card_4_1
190017,,9,100,,time_cloister_crystal_card_4_1
190018,,10,100,,time_cloister_crystal_card_4_1
190019,,10,100,,time_cloister_crystal_card_4_1
190020,,10,100,,time_cloister_crystal_card_4_1
200001,,1,100,,time_cloister_crystal_card_4_2
200002,,2,100,,time_cloister_crystal_card_4_2
200003,,2,100,,time_cloister_crystal_card_4_2
200004,,3,100,,time_cloister_crystal_card_4_2
200005,,3,100,,time_cloister_crystal_card_4_2
200006,,4,100,,time_cloister_crystal_card_4_2
200007,,4,100,,time_cloister_crystal_card_4_2
200008,,5,100,,time_cloister_crystal_card_4_2
200009,,5,100,,time_cloister_crystal_card_4_2
200010,,6,100,,time_cloister_crystal_card_4_2
200011,,6,100,,time_cloister_crystal_card_4_2
200012,,7,100,,time_cloister_crystal_card_4_2
200013,,7,100,,time_cloister_crystal_card_4_2
200014,,8,100,,time_cloister_crystal_card_4_2
200015,,8,100,,time_cloister_crystal_card_4_2
200016,,9,100,,time_cloister_crystal_card_4_2
200017,,9,100,,time_cloister_crystal_card_4_2
200018,,10,100,,time_cloister_crystal_card_4_2
200019,,10,100,,time_cloister_crystal_card_4_2
200020,,10,100,,time_cloister_crystal_card_4_2
210001,,1,100,,time_cloister_crystal_card_4_3
210002,,2,100,,time_cloister_crystal_card_4_3
210003,,2,100,,time_cloister_crystal_card_4_3
210004,,3,100,,time_cloister_crystal_card_4_3
210005,,3,100,,time_cloister_crystal_card_4_3
210006,,4,100,,time_cloister_crystal_card_4_3
210007,,4,100,,time_cloister_crystal_card_4_3
210008,,5,100,,time_cloister_crystal_card_4_3
210009,,5,100,,time_cloister_crystal_card_4_3
210010,,6,100,,time_cloister_crystal_card_4_3
210011,,6,100,,time_cloister_crystal_card_4_3
210012,,7,100,,time_cloister_crystal_card_4_3
210013,,7,100,,time_cloister_crystal_card_4_3
210014,,8,100,,time_cloister_crystal_card_4_3
210015,,8,100,,time_cloister_crystal_card_4_3
210016,,9,100,,time_cloister_crystal_card_4_3
210017,,9,100,,time_cloister_crystal_card_4_3
210018,,10,100,,time_cloister_crystal_card_4_3
210019,,10,100,,time_cloister_crystal_card_4_3
210020,,10,100,,time_cloister_crystal_card_4_3
220001,,1,100,,time_cloister_crystal_card_4_4
220002,,2,100,,time_cloister_crystal_card_4_4
220003,,2,100,,time_cloister_crystal_card_4_4
220004,,3,100,,time_cloister_crystal_card_4_4
220005,,3,100,,time_cloister_crystal_card_4_4
220006,,4,100,,time_cloister_crystal_card_4_4
220007,,4,100,,time_cloister_crystal_card_4_4
220008,,5,100,,time_cloister_crystal_card_4_4
220009,,5,100,,time_cloister_crystal_card_4_4
220010,,6,100,,time_cloister_crystal_card_4_4
220011,,6,100,,time_cloister_crystal_card_4_4
220012,,7,100,,time_cloister_crystal_card_4_4
220013,,7,100,,time_cloister_crystal_card_4_4
220014,,8,100,,time_cloister_crystal_card_4_4
220015,,8,100,,time_cloister_crystal_card_4_4
220016,,9,100,,time_cloister_crystal_card_4_4
220017,,9,100,,time_cloister_crystal_card_4_4
220018,,10,100,,time_cloister_crystal_card_4_4
220019,,10,100,,time_cloister_crystal_card_4_4
220020,,10,100,,time_cloister_crystal_card_4_4
230001,,1,100,,time_cloister_crystal_card_4_5
230002,,2,100,,time_cloister_crystal_card_4_5
230003,,2,100,,time_cloister_crystal_card_4_5
230004,,3,100,,time_cloister_crystal_card_4_5
230005,,3,100,,time_cloister_crystal_card_4_5
230006,,4,100,,time_cloister_crystal_card_4_5
230007,,4,100,,time_cloister_crystal_card_4_5
230008,,5,100,,time_cloister_crystal_card_4_5
230009,,5,100,,time_cloister_crystal_card_4_5
230010,,6,100,,time_cloister_crystal_card_4_5
230011,,6,100,,time_cloister_crystal_card_4_5
230012,,7,100,,time_cloister_crystal_card_4_5
230013,,7,100,,time_cloister_crystal_card_4_5
230014,,8,100,,time_cloister_crystal_card_4_5
230015,,8,100,,time_cloister_crystal_card_4_5
230016,,9,100,,time_cloister_crystal_card_4_5
230017,,9,100,,time_cloister_crystal_card_4_5
230018,,10,100,,time_cloister_crystal_card_4_5
230019,,10,100,,time_cloister_crystal_card_4_5
230020,,10,100,,time_cloister_crystal_card_4_5
240001,,1,100,,time_cloister_crystal_card_4_6
240002,,2,100,,time_cloister_crystal_card_4_6
240003,,2,100,,time_cloister_crystal_card_4_6
240004,,3,100,,time_cloister_crystal_card_4_6
240005,,3,100,,time_cloister_crystal_card_4_6
240006,,4,100,,time_cloister_crystal_card_4_6
240007,,4,100,,time_cloister_crystal_card_4_6
240008,,5,100,,time_cloister_crystal_card_4_6
240009,,5,100,,time_cloister_crystal_card_4_6
240010,,6,100,,time_cloister_crystal_card_4_6
240011,,6,100,,time_cloister_crystal_card_4_6
240012,,7,100,,time_cloister_crystal_card_4_6
240013,,7,100,,time_cloister_crystal_card_4_6
240014,,8,100,,time_cloister_crystal_card_4_6
240015,,8,100,,time_cloister_crystal_card_4_6
240016,,9,100,,time_cloister_crystal_card_4_6
240017,,9,100,,time_cloister_crystal_card_4_6
240018,,10,100,,time_cloister_crystal_card_4_6
240019,,10,100,,time_cloister_crystal_card_4_6
240020,,10,100,,time_cloister_crystal_card_4_6
