id,name,is_ride,sit_pos_offset,lie_pos_offset,house_idle_num
5201103,-1,0,0|0,10|-25,
5300704,-1,0,0|0,10|-25,2
5500506,-1,0,0|0,10|-25,
5600305,-1,0,0|0,10|-25,
5100205,-1,0,0|0,10|-25,
5201204,-1,0,0|0,10|-25,
5301203,-1,0,0|0,10|-25,
5500605,-1,0,0|0,10|-25,
55006051,-1,0,0|0,10|-25,
5500703,-1,0,0|0,10|-25,
5600602,-1,0,0|0,10|-25,
5301301,-1,0,0|0,10|-25,
65302001,-1,0,0|0,10|-25,
75301301,-1,0,0|0,10|-25,
5100303,-1,0,0|0,10|-25,
5500304,-1,0,0|0,10|-25,
5401104,-1,0,0|0,10|-25,
5300105,-1,0,0|0,10|-25,
5100903,-1,0,0|0,10|-25,
5600603,-1,0,0|0,10|-25,
5600104,-1,0,0|0,10|-25,
5101105,-1,0,0|0,10|-25,
5201205,-1,0,0|0,10|-25,
5201401,-1,0,0|0,10|-25,
65202101,-1,0,0|0,10|-25,
75201401,-1,0,0|0,10|-25,
5600203,-1,0,0|0,10|-25,
5401202,-1,0,0|0,10|-25,
5300504,-1,0,0|0,10|-25,
5201402,-1,0,0|0,10|-25,
5600604,-1,0,0|0,20|0,2
5600505,-1,0,0|0,10|-25,
5101301,-1,0,0|0,10|-25,
65102001,-1,0,0|0,10|-25,
75101301,-1,0,0|0,10|-25,
5401301,-1,0,0|0,10|0,
65402001,-1,0,0|0,10|0,
75401301,-1,0,0|0,10|0,
5500704,-1,0,0|0,10|-25,
5201403,-1,0,0|0,0|-25,
5401004,-1,0,0|0,0|-25,
5500705,-1,0,0|0,0|-25,
5600701,-1,1,0|0,0|-25,
65601701,-1,1,0|0,0|-25,
75600701,-1,1,0|0,0|-25,
5301302,-1,0,0|0,0|-25,
5500801,-1,0,0|0,0|-25,
65501701,-1,0,0|0,0|-25,
75500701,-1,0,0|0,0|-25,
5500802,-1,0,0|0,0|-25,
5500804,-1,0,0|0,0|-25,
5600702,-1,1,0|0,0|-25,
5100804,-1,0,0|0,0|-25,
5600504,-1,0,0|0,0|-25,
5301105,-1,0,0|0,0|-25,
5200602,-1,0,0|0,0|-25,
5401401,-1,0,0|0,0|-25,
65402101,-1,0,0|0,0|-25,
75401401,-1,0,0|0,0|-25,
5201303,-1,0,0|0,0|-25,
5201404,-1,0,0|0,0|-25,
5301106,-1,0,0|0,0|-25,
5101203,-1,0,0|0,0|-25,
5400903,-1,0,0|0,0|-25,
5401302,-1,0,0|0,0|-25,
5301401,-1,0,0|0,10|-25,
65302101,-1,0,0|0,10|-25,
75301401,-1,0,0|0,10|-25,
5500901,-1,0,0|0,10|-25,
65501801,-1,0,0|0,10|-25,
75500801,-1,0,0|0,10|-25,
5101302,-1,0,0|0,10|-25,
5500203,-1,0,0|0,10|-25,
5101004,-1,0,0|0,10|-25,
5401105,-1,0,0|0,10|-25,
5201501,-1,0,0|0,0|-25,
65202201,-1,0,0|0,0|-25,
75201501,-1,0,0|0,0|-25,
5301204,-1,0,0|0,0|-25,
5401203,-1,0,0|0,0|-25,
5101401,-1,0,0|0,0|-25,
65102101,-1,0,0|0,0|-25,
75101401,-1,0,0|0,0|-25,
5500902,-1,0,0|0,0|-25,
5400704,-1,0,0|0,0|-25,
5201104,-1,0,0|0,0|-25,
5600204,-1,0,0|0,0|-25,
5300705,-1,0,0|0,0|-25,
5300602,-1,0,0|0,0|-25,
5301501,-1,0,0|0,0|-25,
65302201,-1,0,0|0,0|-25,
75301501,-1,0,0|0,0|-25,
5600703,-1,0,0|0,0|-25,
5301402,-1,0,0|0,10|-25,
5500803,-1,0,0|0,0|-25,
5400602,-1,0,0|0,0|-25,
5401402,-1,0,0|0,0|-25,
5101204,-1,0,0|0,0|-25,
5101501,-1,0,0|0,0|-25,
65102201,-1,0,0|0,0|-25,
75101501,-1,0,0|0,0|-25,
5600105,-1,0,0|0,0|-25,
5301502,-1,0,0|0,0|-25,
5401501,-1,0,0|0,0|-25,
65402201,-1,0,0|0,0|-25,
75401501,-1,0,0|0,0|-25,
5201502,-1,0,0|0,0|-25,
5300302,-1,0,0|0,0|-25,
5101402,-1,0,0|0,0|-25,
5201405,-1,0,0|0,0|-25,
5600506,-1,0,0|0,0|-25,
5201601,-1,0,0|0,0|-25,
65202301,-1,0,0|0,0|-25,
75201601,-1,0,0|0,0|-25,
5100502,-1,0,0|0,0|-25,
5401502,-1,0,0|0,0|-25,
5101502,-1,0,0|0,0|-25,
5101205,-1,0,0|0,0|-25,
5201206,-1,0,0|0,0|-25,
5401403,-1,0,0|0,0|-25,
5501001,-1,0,0|0,0|-25,
65501901,-1,0,0|0,0|-25,
75500901,-1,0,0|0,0|-25,
5600801,-1,0,0|0,0|-25,
65601801,-1,0,0|0,0|-25,
75600801,-1,0,0|0,0|-25,
5500706,-1,0,0|0,0|-25,
5101303,-1,0,0|0,0|-25,
5201602,-1,0,0|0,0|-25,
