id,name,水鏡深戀淨靈皮膚,type,pos,qlt,star,item_lv,price,base1,base2,base3,skill_id,ex_skill,group,job,act,form,suit_name,suit1,suit2,suit3,suit_skills,icon,formula,need_formula,treasure_upgrade,treasure_all_upgrade,treasure_refresh,treasure_lock_up,treasure_max,treasure_weight,artifact_exp,artifact_upg,artifact_next,artifact_pink,initial_artifact,power,partner_model,avatar,fx_index,get_ways
7229,-1,-1,12,7,6,6,1,0,hpP#0.03,atkP#0.04,crit#40,,,,,,,,,,,,partner_avatar_5101403,,,,,,,,,,,,,,,5101403,partner_avatar_5101403,2,
7230,-1,-1,12,7,6,6,1,0,hpP#0.03,atkP#0.03,free#40,,,,,,,,,,,,partner_avatar_5600706,,,,,,,,,,,,,,,5600706,partner_avatar_5600706,5,
7231,-1,-1,12,7,6,6,1,0,hpP#0.04,atkP#0.03,decDmg#40,,,,,,,,,,,,partner_avatar_5501102,,,,,,,,,,,,,,,5501102,partner_avatar_5501102,1,
7232,-1,-1,12,7,6,6,1,0,hpP#0.03,atkP#0.04,spd#4,,,,,,,,,,,,partner_avatar_5600902,,,,,,,,,,,,,,,5600902,partner_avatar_5600902,1,
7233,-1,-1,12,7,6,6,1,0,hpP#0.03,atkP#0.03,spd#4,,,,,,,,,,,,partner_avatar_5401702,,,,,,,,,,,,,,,5401702,partner_avatar_5401702,1,
7234,-1,-1,12,7,6,6,1,0,hpP#0.04,atkP#0.03,sklP#50,,,,,,,,,,,,partner_avatar_5100904,,,,,,,,,,,,,,,5100904,partner_avatar_5100904,3,
7235,-1,-1,12,7,6,6,1,0,hpP#0.03,free#50,,,,,,,,,,,,,partner_avatar_5401306,,,,,,,,,,,,,,,5401307,partner_avatar_5401306,5,
7236,-1,-1,12,7,6,6,1,0,hpP#0.05,atkP#0.03,healB#0.03,,,,,,,,,,,,partner_avatar_5201505,,,,,,,,,,,,,,,5201505,partner_avatar_5201505,4,
7237,-1,-1,12,7,6,6,1,0,hpP#0.05,atkP#0.03,spd#4,,,,,,,,,,,,partner_avatar_5101603,,,,,,,,,,,,,,,5101603,partner_avatar_5101603,2,
7238,-1,-1,12,7,6,6,1,0,hpP#0.05,atkP#0.03,spd#4,,,,,,,,,,,,partner_avatar_5101504,,,,,,,,,,,,,,,5101504,partner_avatar_5101504,3,
7239,-1,-1,12,7,6,6,1,0,hpP#0.03,atkP#0.04,crit#40,,,,,,,,,,,,partner_avatar_5600903,,,,,,,,,,,,,,,5600903,partner_avatar_5600903,2,
7240,-1,-1,12,7,6,6,1,0,hpP#0.04,atkP#0.03,critTime#100,,,,,,,,,,,,partner_avatar_5401603,,,,,,,,,,,,,,,5401603,partner_avatar_5401603,2,
7241,-1,-1,12,7,6,6,1,0,atkP#0.03,hpP#0.05,healB#0.03,,,,,,,,,,,,partner_avatar_5201704,,,,,,,,,,,,,,,5201704,partner_avatar_5201704,3,
7242,-1,-1,12,7,6,6,1,0,atkP#0.04,decDmg#40,crit#40,,,,,,,,,,,,partner_avatar_5101404,,,,,,,,,,,,,,,5101404,partner_avatar_5101404,3,
7243,-1,-1,12,7,6,6,1,0,hpP#0.03,sklP#50,,,,,,,,,,,,,partner_avatar_5201604,,,,,,,,,,,,,,,5201604,partner_avatar_5201604,3,
7244,-1,-1,12,7,6,6,1,0,atkP#0.02,hpP#0.03,,,,,,,,,,,,,partner_avatar_5300202,,,,,,,,,,,,,,,5300202,partner_avatar_5300202,1,
7245,-1,-1,12,7,6,6,1,0,atkP#0.03,hpP#0.05,spd#4,,,,,,,,,,,,partner_avatar_5501103,,,,,,,,,,,,,,,5501103,partner_avatar_5501103,2,
