id,word,ignore_case
584,奶子,
585,奶头真红,
586,奶头,
587,奶娘,
588,奶奶的,
589,摸陰蒂,
590,摸阴蒂,
591,摸你鶏巴,
592,摸咪咪,
593,蜜穴,
594,蜜洞,
595,密穴,
596,密洞,
597,迷藥,
598,迷药,
599,迷香,
600,迷情藥.*,
601,迷情藥,
602,迷情药.*,
603,迷情药,
604,迷殲藥,
605,迷歼药,
606,迷奸藥,
607,迷奸药,
608,迷奸,
609,迷魂藥激情,
610,迷魂藥.*,
611,迷魂藥,
612,迷魂药激情,
613,迷魂药.*,
614,迷魂药,
615,迷魂香煙,
616,迷魂香烟,
617,迷魂香,
618,迷昏藥,
619,迷昏药,
620,迷昏香煙,
621,迷昏香烟,
622,迷幻液,
623,迷幻藥,
624,迷幻药,
625,迷.*藥,
626,迷.*药,
627,迷/魂/藥/迷/昏/藥/三/唑/侖,
628,迷/魂/药/迷/昏/药/三/唑/仑,
629,猛男强奸,
630,猛男強姦,
631,猛插,
632,猛操狂射,
633,蒙汗藥粉,
634,蒙汗藥,
635,蒙汗药粉,
636,蒙汗药,
637,蒙塵藥,
638,蒙尘药,
639,美女做愛,
640,梅花屄,
641,毛廁洞,
642,毛廁東,
643,毛厕洞,
644,毛厕东,
645,饅頭屄,
646,馒头屄,
647,賣淫,
648,賣號,
649,賣比,
650,賣逼,
651,賣QQ,
652,賣ID,
653,賣B,
654,卖淫,
655,卖骚,
656,卖号,
657,卖比,
658,卖逼,
659,卖QQ,
660,卖ID,
661,卖B,
662,吗的,
663,馬的陽具,
664,馬的,
665,马勒戈壁,
666,马拉戈壁,
667,马的阳具,
668,马的,
669,嗎的,
670,媽批,
671,媽賣媽屁,
672,媽媽的.*他.*的,
673,媽媽的,
674,媽個,
675,媽的B,
676,媽的,
677,媽比,
678,媽逼的,
679,媽逼,
680,媽B,
681,妈批,
682,妈卖妈屁,
683,妈妈的.*他.*的,
684,妈妈的,
685,妈个,
686,妈的B,
687,妈的,
688,妈比,
689,妈逼的,
690,妈逼,
691,妈B,
692,骆冰淫传,
693,裸陪,
694,裸女對對碰,
695,裸女对对碰,
696,裸聊合法,
697,裸聊,
698,裸幹,
699,裸干,
700,裸奔,
701,騾幹,
702,輪流幹,
703,輪奸虐殺,
704,輪奸內射,
705,輪奸,
706,輪操,
707,輪暴致死,
708,輪暴,
709,轮流干,
710,轮奸虐杀,
711,轮奸内射,
712,轮奸,
713,轮操,
714,轮暴致死,
715,亂倫,
716,亂交,
717,乱轮,
718,乱伦,
719,乱交,
720,露穴,
721,露乳,
722,露毛,
723,露拉3D,
724,露點,
725,露点,
726,露逼,
727,露屄,
728,露B,
729,擼管子,
730,撸管子,
731,流淫,
732,流水穴,
733,流蜜汁,
734,淩辱,
735,凌辱,
736,亮穴,
737,亮屄,
738,兩性淫亂,
739,兩性狂情,
740,两性淫乱,
741,两性狂情,
742,老母,
743,老婊子,
744,老逼,
745,浪穴,
746,浪女,
747,浪叫,
748,浪婦,
749,浪妇,
750,爛遊戲,
751,爛人,
752,爛鳥,
753,爛貨,
754,爛屌,
755,爛比,
756,爛逼,
757,爛屄,
758,爛B,
759,濫交,
760,濫貨,
761,濫比,
762,濫逼,
763,濫B,
764,滥交,
765,滥货,
766,滥比,
767,滥逼,
768,滥B,
769,烂游戏,
770,烂人,
771,烂鸟,
772,烂货,
773,烂屌,
774,烂袋,
775,烂比,
776,烂逼,
777,烂屄,
778,烂B,
779,覽叫,
780,懶教,
781,懒教,
782,览叫,
783,來爽我,
784,來幹,
785,來插我,
786,来爽我,
787,来干,
788,来插我,
789,垃圾游戏,
790,垃圾遊戲,
791,狂乳激揺,
792,狂搞,
793,狂幹,
794,狂干,
795,狂插,
796,狂操你全家,
797,狂操,
798,快操我,
799,口淫,
800,口射,
801,口交,
802,口技,
803,口活,
804,口爆,
805,摳穴,
806,抠穴,
807,靠腰,
808,靠你媽,
809,靠你妈,
810,靠母,
811,靠北,
812,靠爸,
813,尻,
814,軍妓,
815,军妓,
816,巨屌,
817,精子,
818,精液,
819,叫小姐,
820,叫雞,
821,叫鸡,
822,叫春,
823,叫床,
824,交配,
825,交媾,
826,江湖淫娘,
827,賤種,
828,賤人,
829,賤貨,
830,賤比,
831,賤逼,
832,賤bi,
833,賤B,
834,賤,
835,贱种,
836,贱人,
837,贱货,
838,贱比,
839,贱逼,
840,贱bi,
841,贱B,
842,贱,
843,姦淫,
844,姦染,
845,姦夫淫婦,
846,奸幼,
847,奸淫,
848,奸一奸,
849,奸她,
850,奸他,
851,奸商,
852,奸殺,
853,奸杀,
854,奸染,
855,奸你,
856,奸夫淫妇,
857,奸暴,
858,奸,
859,妓院,
860,妓女的口號,
861,妓女的口号,
862,妓女=>jnv,
863,妓女,
864,妓,
865,幾芭,
866,幾叭,
867,幾巴,
868,幾八,
869,几芭,
870,几叭,
871,几巴,
872,几八,
873,集體做愛,
874,集体做爱,
875,鷄巴,
876,鶏院,
877,鶏女,
878,鶏奸,
879,鶏鶏,
880,鶏吧,
881,鶏巴,
882,鶏八,
883,鶏8,
884,雞歪,
885,雞奸,
886,雞雞,
887,雞掰,
888,雞吧,
889,雞芭,
890,雞叭,
891,雞巴暴脹,
892,雞巴,
893,雞八,
894,雞８,
895,雞8,
896,激情自拍,
897,激情小電影,
898,激情小电影,
899,激情文學,
900,激情文学,
901,激情圖片,
902,激情图片,
903,激情視頻,
904,激情视频,
905,激情美女,
906,激情聊天,
907,激情電影,
908,激情电影,
909,激情大片,
910,機掰,
911,機芭,
912,機叭,
913,機巴,
914,機八,
915,幾8,
916,鸡歪,
917,鸡奸,
918,鸡鸡,
919,鸡掰,
920,鸡吧,
921,鸡芭,
922,鸡叭,
923,鸡巴暴胀,
924,鸡巴,
925,鸡八,
926,鸡８,
927,鸡8,
928,机掰,
929,机芭,
930,机叭,
931,机巴,
932,机八,
933,机8,
934,黃網導航,
935,黃網,
936,黃色影視,
937,黃色小說,
938,黃色小電影,
939,黃色文學,
940,黃色網站,
941,黃色圖片,
942,黃色漫畫,
943,黃色電影,
944,黄网导航,
945,黄网,
946,黄色影视,
947,黄色小说,
948,黄色小电影,
949,黄色文学,
950,黄色网站,
951,黄色图片,
952,黄色漫画,
953,黄色电影,
954,花樣性交,
955,花样性交,
956,互淫,
957,互舔淫穴,
958,黑逼,
959,黑屄,
960,和奸成癮,
961,和奸成瘾,
962,含屌,
963,龜頭,
964,龜投,
965,龜孫子,
966,龜公,
967,龜兒子,
968,龟投,
969,龟头,
970,龟孙子,
971,龟公,
972,龟儿子,
973,灌滿精液,
974,灌满精液,
975,官方,
976,狗雜種,
977,狗杂种,
978,狗養,
979,狗养,
980,狗屎,
981,狗日的,
982,狗日,
983,狗屁,
984,狗娘養的,
985,狗娘养的,
986,狗娘,
987,狗卵子,
988,狗卵,
989,狗狼養的,
990,狗狼养的,
991,狗幹,
992,狗干,
993,狗操賣逼,
994,狗操卖逼,
995,狗操,
996,狗逼,
997,狗b,
998,弓虽女干,
999,睾丸,
1000,睾,
1001,高效春藥,
1002,高效春药,
1003,高校騷亂,
1004,高校骚乱,
1005,高潮白漿,
1006,高潮白浆,
1007,高潮,
1008,肛門拳交,
1009,肛門噴水,
1010,肛門,
1011,肛门拳交,
1012,肛门喷水,
1013,肛门,
1014,肛交,
1015,肛屄,
1016,肛,
1017,幹一幹,
1018,幹穴,
1019,幹我,
1020,幹牠,
1021,幹她媽,
1022,幹她,
1023,幹它,
1024,幹他媽,
1025,幹他,
1026,幹死你,
1027,幹死客服,
1028,幹死GM,
1029,幹死CS,
1030,幹死,
1031,幹爽,
1032,幹入,
1033,幹汝,
1034,幹全家,
1035,幹七八,
1036,幹砲,
1037,幹炮,
1038,幹您娘,
1039,幹您,
1040,幹妳娘,
1041,幹妳媽,
1042,幹妳老母,
1043,幹妳,
1044,幹你娘,
1045,幹你媽逼,
1046,幹你媽B,
1047,幹你媽,
1048,幹你良,
1049,幹你老母,
1050,幹你老比,
1051,幹你,
1052,幹尼,
1053,幹林,
1054,幹拎娘,
1055,幹勒,
1056,幹啦,
1057,幹雞,
1058,幹機掰,
1059,幹機,
1060,幹幹,
1061,幹的爽,
1062,幹的你,
1063,幹到,
1064,幹部,
1065,幹比,
1066,幹逼,
1067,幹爆,
1068,幹X,
1069,幹GM,
1070,幹B臥槽,
1071,幹bi,
1072,幹b,
1073,幹.*娘,
1074,幹.*馬,
1075,幹.*媽,
1076,幹,
1077,干一干,
1078,干穴,
1079,干我,
1080,干牠,
1081,干她妈,
1082,干她,
1083,干它,
1084,干他妈,
1085,干他,
1086,干死你,
1087,干死客服,
1088,干死GM,
1089,干死CS,
1090,干死,
1091,干爽,
1092,干入,
1093,干汝,
1094,干全家,
1095,干七八,
1096,干炮,
1097,干女也,
1098,干您娘,
1099,干您,
1100,干妳娘,
1101,干妳妈,
1102,干妳老母,
1103,干妳,
1104,干你娘,
1105,干你妈逼,
1106,干你妈B,
1107,干你妈,
1108,干你良,
1109,干你老母,
1110,干你老比,
1111,干你,
1112,干尼,
1113,干林,
1114,干拎娘,
1115,干勒,
1116,干啦,
1117,干鸡,
1118,干机掰,
1119,干机,
1120,干干,
1121,干的爽,
1122,干的你,
1123,干到,
1124,干部,
1125,干比,
1126,干逼,
1127,干爆,
1128,干X,
1129,干GM,
1130,干B卧槽,
1131,干bi,
1132,干b,
1133,干.*娘,
1134,干.*马,
1135,干.*妈,
1136,趕你娘,
1137,赶你娘,
1138,風騷侍女,
1139,风骚侍女,
1140,粉嫩小洞,
1141,粉屄,
1142,废物,
1143,肥西幹,
1144,肥西干,
1145,肥逼,
1146,放置奇兵,
1147,放尿,
1148,放蕩,
1149,放荡,
1150,琺.輪功,
1151,琺.*工力.*學T,
1152,珐.*輪功,
1153,珐.*工力.*学T,
1154,砝輪,
1155,砝倫,
1156,砝侖,
1157,砝轮,
1158,砝伦,
1159,砝仑,
1160,法制辦,
1161,法制办,
1162,法正人間,
1163,法正人间,
1164,法正乾坤,
1165,法謫功,
1166,法謫,
1167,法谪功,
1168,法谪,
1169,法一輪,
1170,法一轮,
1171,法十輪十功,
1172,法十轮十功,
1173,法論,
1174,法论,
1175,法輪功,
1176,法輪佛法,
1177,法輪弟子,
1178,法輪大法,
1179,法輪.*,
1180,法輪,
1181,法綸,
1182,法淪,
1183,法圇,
1184,法倫,
1185,法侖,
1186,法轮功,
1187,法轮佛法,
1188,法轮弟子,
1189,法轮大法,
1190,法轮.*,
1191,法轮,
1192,法纶,
1193,法沦,
1194,法囵,
1195,法伦,
1196,法仑,
1197,法掄功,
1198,法掄,
1199,法抡功,
1200,法抡,
1201,法愣,
1202,法拉盛緬街,
1203,法拉盛缅街,
1204,法拉盛,
1205,法克魷,
1206,法克鱿,
1207,法國遊,
1208,法国游,
1209,法功,
1210,法車侖工力,
1211,法车仑工力,
1212,法L功,
1213,法lun功,
1214,法.*輪,
1215,法.*轮,
1216,法.*輪.*功,
1217,法.*轮.*功,
1218,法.*輪,
1219,法.*轮,
1220,法*輪*功,
1221,法*轮*功,
1222,廢物,
1223,發論功,
1224,發論公,
1225,發論,
1226,發輪功陳果,
1227,發輪功,
1228,發輪,
1229,發綸,
1230,發淪,
1231,發圇,
1232,發倫功,
1233,發倫工,
1234,發倫,
1235,發侖da發,
1236,發侖,
1237,發掄功,
1238,發掄,
1239,發愣,
1240,發浪,
1241,发正念,
1242,发论功,
1243,发论公,
1244,发论,
1245,发轮功陈果,
1246,发轮功,
1247,发轮,
1248,发纶,
1249,发沦,
1250,发囵,
1251,发伦功,
1252,发伦工,
1253,发伦,
1254,发仑da发,
1255,发仑,
1256,发抡功,
1257,发抡,
1258,二穴中出,
1259,二奶大賽,
1260,二奶大赛,
1261,二奶大獎,
1262,二奶大奖,
1263,二逼,
1264,二屄,
1265,二B,
1266,墮淫,
1267,堕淫,
1268,多人性愛,
1269,多人性爱,
1270,东洋屄,
1271,屌西,
1272,屌我,
1273,屌她,
1274,屌他,
1275,屌人也,
1276,屌七,
1277,屌女也,
1278,屌妳,
1279,屌你,
1280,屌毛,
1281,屌鳩,
1282,屌鸠,
1283,屌7,
1284,屌,
1285,叼你媽,
1286,叼你妈,
1287,叼你,
1288,點對點裸聊,
1289,点对点裸聊,
1290,顛覆中華人民共和國政,
1291,顛覆中國政權,
1292,顛覆國家,
1293,颠覆中华人民共和国政,
1294,颠覆中国政权,
1295,颠覆国家,
1296,刀塔傳奇,
1297,蕩婦,
1298,荡妇,
1299,代練,
1300,代练,
1301,大血比,
1302,大血逼,
1303,大血B,
1304,大乳頭,
1305,大奶头,
1306,大奶騷女,
1307,大奶骚女,
1308,大奶美逼,
1309,大亂交,
1310,大乱交,
1311,大鶏巴,
1312,大雞巴,
1313,大鸡巴,
1314,大花逼,
1315,大砝弟子,
1316,大法之聲,
1317,大法之声,
1318,大法修煉者,
1319,大法修炼者,
1320,大法新聞社,
1321,大法新闻社,
1322,大法師傅,
1323,大法师傅,
1324,大法洪傳,
1325,大法洪传,
1326,大法弟子,
1327,大法大紀園,
1328,大法大纪园,
1329,大法大福,
1330,大波騷婦,
1331,大波骚妇,
1332,大波波,
1333,大便,
1334,大比,
1335,大逼,
1336,大B,
1337,打炮,
1338,打飛機,
1339,打飞机,
1340,催情液,
1341,催情藥,
1342,催情药,
1343,催情水,
1344,催情粉,
1345,催情春藥,
1346,催情春药,
1347,催情,
1348,春藥,
1349,春药,
1350,出售帳號,
1351,出售账号,
1352,出售此號,
1353,出售此号,
1354,臭雞巴,
1355,臭雞,
1356,臭機八,
1357,臭機,
1358,臭鸡巴,
1359,臭鸡,
1360,臭机八,
1361,臭机,
1362,抽你丫的,
1363,抽插,
1364,赤裸,
1365,恥辱輪奸,
1366,耻辱轮奸,
1367,癡乳,
1368,癡拈,
1369,癡鳩,
1370,痴乳,
1371,痴拈,
1372,痴鸠,
1373,吃屎,
1374,吃雞巴,
1375,吃鸡巴,
1376,吃大便,
1377,成人雜誌,
1378,成人杂志,
1379,成人笑話,
1380,成人笑话,
1381,成人小說,
1382,成人小说,
1383,成人文學,
1384,成人文学,
1385,成人網站,
1386,成人网站,
1387,成人圖片,
1388,成人图片,
1389,成人貼圖,
1390,成人贴图,
1391,成人書庫,
1392,成人書刊,
1393,成人书库,
1394,成人书刊,
1395,成人片,
1396,成人配色,
1397,成人漫畫,
1398,成人漫画,
1399,成人論壇,
1400,成人论坛,
1401,成人錄影,
1402,成人录像,
1403,成人卡通,
1404,成人交友,
1405,成人激情,
1406,成人電影,
1407,成人电影,
1408,成人表演,
1409,車侖女幹,
1410,车仑女干,
1411,车仑,
1412,潮吹,
1413,朝天穴,
1414,超毛大鮑,
1415,超毛大鲍,
1416,插陰莖,
1417,插陰,
1418,插阴茎,
1419,插阴,
1420,插穴止癢,
1421,插穴止痒,
1422,插穴手淫,
1423,插穴,
1424,插我,
1425,插她,
1426,插他,
1427,插死你,
1428,插深些,
1429,插入内射,
1430,插入內射,
1431,插妳,
1432,插你爺爺,
1433,插你爷爷,
1434,插你媽,
1435,插你妈,
1436,插你,
1437,插那吗比,
1438,插那吗逼,
1439,插那吗B,
1440,插那嗎比,
1441,插那嗎逼,
1442,插那嗎B,
1443,插後庭,
1444,插后庭,
1445,插插,
1446,插比,
1447,插逼,
1448,插暴,
1449,插GM,
1450,插B,
1451,廁奴,
1452,厕奴,
1453,肏屄,
1454,肏,
1455,草擬媽,
1456,草你媽,
1457,草你妈,
1458,草你,
1459,草拟妈,
1460,草泥馬,
1461,草泥马,
1462,草莓牛奶,
1463,草媽,
1464,草妈,
1465,草的你媽,
1466,草的你妈,
1467,操腫,
1468,操肿,
1469,操穴噴水,
1470,操穴喷水,
1471,操穴,
1472,操她媽,
1473,操她妈,
1474,操她,
1475,操他媽,
1476,操他妈,
1477,操他,
1478,操死,
1479,操爽,
1480,操射,
1481,操妻,
1482,操七八,
1483,操妳媽,
1484,操妳妈,
1485,操妳,
1486,操你祖宗,
1487,操你爺爺,
1488,操你爷爷,
1489,操你全家,
1490,操你娘,
1491,操你奶奶,
1492,操你媽屄,
1493,操你媽,
1494,操你妈屄,
1495,操你妈,
1496,操你老母,
1497,操你老媽,
1498,操你老妈,
1499,操你八輩祖宗,
1500,操你八辈祖宗,
1501,操你,
1502,操尼,
1503,操那吗比,
1504,操那吗逼,
1505,操那吗B,
1506,操那嗎比,
1507,操那嗎逼,
1508,操那嗎B,
1509,操母狗,
1510,操林,
1511,操爛,
1512,操烂,
1513,操鶏,
1514,操機,
1515,操机,
1516,操蛋,
1517,操比,
1518,操逼毛,
1519,操逼,
1520,操屄,
1521,操XX,
1522,操GM,
1523,操B指南,
1524,操b,
1525,操.*祖宗,
1526,操.*全家,
1527,操.*娘,
1528,操.*媽,
1529,操.*妈,
1530,癟三,
1531,瘪三,
1532,婊子養的,
1533,婊子养的,
1534,婊子,
1535,婊,
1536,避孕套,
1537,比毛,
1538,逼樣,
1539,逼样,
1540,逼癢,
1541,逼痒,
1542,逼你老母,
1543,逼毛,
1544,逼奸,
1545,屄毛,
1546,屄屄特寫,
1547,屄屄特写,
1548,屄屄,
1549,屄,
1550,笨逼,
1551,笨屄,
1552,暴奸,
1553,暴幹,
1554,暴干,
1555,包皮,
1556,伴我淫,
1557,拔屄自拍,
1558,拔屄,
1559,扒穴,
1560,扒屄,
1561,愛液,
1562,爱液,
1563,x娘,
1564,tnnd,
1565,TND,
1566,TMD.*真美妙,
1567,tmd,
1568,tibetalk,
1569,tianwang,
1570,The3FeelOnline,
1571,taip,
1572,svdc,
1573,SUCK,1
1574,soundofhope,
1575,snk.ni8.net,
1576,snatch,
1577,SM虐待,
1578,shyt,
1579,shit,
1580,shengda,
1581,sex,
1582,sega,
1583,secretchina,
1584,screw,
1585,renminbao,
1586,qiang支,
1587,PUSSY,1
1588,piss,
1589,phuc,
1590,penis,
1591,peacehall,
1592,orgasmus,
1593,on9,
1594,NPC,
1595,NND,
1596,NMD,
1597,minhui,
1598,mingpaonews,
1599,minghui,
1600,lihongzhi,
1601,lama,
1602,K他命,
1603,K粉,
1604,J巴,
1605,jian你Jiba,
1606,JB,
1607,J8,
1608,idle hero,
1609,h站,
1610,hongzhi,
