id,partner_link,skin,name,lv,grade,hp,atk,hpP,atkP,armP,spdP,energy_ex,miss,hit,crit,critTime,sklP,decDmg,free,brk,trueAtk,is_boss,lv_show,scale,is_player_use,skill,equip_6,exskill
22,24001,,-1,40,2,699,53,0.74,0.22,1,1.16,,0,0,0,0,0,0,0,0,0,,9,,,,,
23,45001,,-1,40,2,1080,56,0.4038,0.1252,0.9821,0.9106,,0,0,0,0,0,0,0,0,0,,12,,,,,
24,14003,,-1,30,1,782,79,0.97,0.68,1,1.39,,0,0,0,0,0,0,0,0,0,,12,,,,,
25,53005,,-1,30,1,1165,65,0.3035,0.1143,0.8448,0.881,,0,0,0,0,0,0,0,0,0,,13,,,,,
26,21003,,-1,40,2,855,78,0.78,0.34,1,1.16,,0,0,0,0,0,0,0,0,0,,13,,,,,
27,52004,,-1,40,2,1112,80,0.2591,0.1076,0.8814,0.8517,,0,0,0,0,0,0,0,0,0,,14,,,,,
28,13001,,-1,30,1,967,93,1.41,0.67,1,1.39,,0,0,0,0,0,0,0,0,0,,14,,,,,
29,42007,,-1,50,3,4209,264,1.1113,0.748,0.871,0.8,,0,0,0,0,0,0,800,0,0,1,15,0.2,,,,
30,13001,,-1,30,1,1179,110,1.72,0.79,1,1.39,,0,0,0,0,0,0,0,0,0,,15,,,,,
31,54005,,-1,40,2,1538,79,0.3934,0.103,0.8929,0.8453,,0,0,0,0,0,0,0,0,0,,16,,,,,
32,13003,,-1,30,1,1281,119,1.46,1.02,1,1.39,,0,0,0,0,0,0,0,0,0,,16,,,,,
33,11002,,-1,30,1,1154,128,1.84,0.69,1,1.39,,0,0,0,0,0,0,0,0,0,,16,,,,,
34,52002,,-1,50,2,1445,76,0.3297,0.0878,0.8525,0.8231,,0,0,0,0,0,0,0,0,0,,17,,,,,
35,22001,,-1,40,2,1094,133,1.37,0.43,1,1.16,,0,0,0,0,0,0,0,0,0,,17,,,,,
36,14003,,-1,40,2,1352,73,1.3339,0.5,1.0377,0.961,,0,0,0,0,0,0,0,0,0,,18,,,,,
37,24001,,-1,40,2,1039,100,1.1,0.41,1,1.16,,0,0,0,0,0,0,0,0,0,,18,,,,,
38,24002,,-1,40,2,936,109,0.85,0.52,1,1.16,,0,0,0,0,0,0,0,0,0,,18,,,,,
39,34004,,-1,50,3,1563,80,0.5,0.35,1,0.87,,0,0,0,0,0,0,0,0,0,,19,,,,,
40,31004,,-1,50,3,1079,119,0.64,0.27,1,1,,0,0,0,0,0,0,0,0,0,,19,,,,,
41,34002,,-1,50,3,1189,109,0.7,0.28,1,1,,0,0,0,0,0,0,0,0,0,,19,,,,,
42,54005,,-1,50,3,2110,126,0.4482,0.1364,1.0536,0.8912,,0,0,0,0,0,0,0,0,0,,20,,,,,
43,14003,,-1,50,3,1417,176,1.1606,1,0.9245,1.2522,,0,0,0,0,0,0,0,0,0,,20,,,,,
44,52002,,-1,80,5,3704,331,0.4668,0.2112,0.9508,0.9692,,0,0,0,0,0,0,800,0,0,1,20,0.2,,,,
45,655013,,-1,40,2,2764,134,0.2241,0.0949,0.9167,0.9131,,0,0,0,0,0,0,0,0,0,,21,,,,,
46,23002,,-1,40,2,1528,161,1.88,0.57,1,1.34,,0,0,0,0,0,0,0,0,0,,21,,,,,
47,655013,,-1,40,2,3317,154,0.2689,0.1091,0.9167,0.772,,0,0,0,0,0,0,0,0,0,,22,,,,,
48,34005,,-1,50,3,1981,155,1,0.47,1,1.15,,0,0,0,0,0,0,0,0,0,,22,,,,,
49,32001,,-1,50,3,1698,168,1.18,0.38,1,1.15,,0,0,0,0,0,0,0,0,0,,22,,,,,
50,22002,,-1,40,2,2750,127,2.7,0.65,1,1.16,,0,0,0,0,0,0,0,0,0,,23,,,,,
51,32004,,-1,50,3,2252,161,1.21,0.45,1,1.15,,0,0,0,0,0,0,0,0,0,,23,,,,,
52,33005,,-1,50,3,1749,201,1.03,0.45,1,1.15,,0,0,0,0,0,0,0,0,0,,23,,,,,
53,33004,,-1,50,3,2604,122,1.42,0.37,1,1,,0,0,0,0,0,0,0,0,0,,24,,,,,
54,34002,,-1,50,3,1800,183,1.06,0.47,1,1.15,,0,0,0,0,0,0,0,0,0,,24,,,,,
55,32003,,-1,50,3,2110,167,1.35,0.43,1,1.15,,0,0,0,0,0,0,0,0,0,,24,,,,,
56,44006,,-1,60,4,7950,245,1.99,0.54,1,1,,0,0,0,0,0,0,800,0,0,1,25,0.2,,,,
57,44001,,-1,60,4,5850,332,1.6,0.61,1,1,,0,0,0,0,0,0,800,0,0,1,25,0.2,,,,
58,54005,,-1,50,3,2377,113,0.505,0.1227,0.9643,0.9228,,0,0,0,0,0,0,0,0,0,,26,,,,,
59,14003,,-1,40,2,1787,185,1.7622,1.2667,0.9811,1.4054,,0,0,0,0,0,0,0,0,0,,26,,,,,
60,32005,,-1,50,3,2458,117,1.34,0.39,1,1,,0,0,0,0,0,0,0,0,0,,27,,,,,
61,32001,,-1,50,3,1698,176,1.18,0.4,1,1.15,,0,0,0,0,0,0,0,0,0,,27,,,,,
62,32002,,-1,50,3,1981,153,1.08,0.51,1,1.15,,0,0,0,0,0,0,0,0,0,,27,,,,,
63,651003,,-1,50,3,1978,226,0.1959,0.1432,0.9123,0.8365,,0,0,0,0,0,0,0,0,0,,28,,,,,
64,651003,,-1,50,3,2925,152,0.2897,0.0961,0.9474,0.7809,,0,0,0,0,0,0,0,0,0,,29,,,,,
65,33003,,-1,50,3,1835,217,1.26,0.4,1,1.15,,0,0,0,0,0,0,0,0,0,,29,,,,,
66,33005,,-1,50,3,2157,192,1.27,0.43,1,1.15,,0,0,0,0,0,0,0,0,0,,29,,,,,
67,651003,,-1,50,3,3828,194,0.3792,0.1231,0.9123,0.7809,,0,0,0,0,0,0,0,0,0,,30,,,,,
68,44002,,-1,60,4,3230,147,0.56,0.39,1,0.88,,0,0,0,0,0,0,0,0,0,,30,,,,,
69,33002,,-1,50,3,2824,211,1.54,0.64,1,1.15,,0,0,0,0,0,0,0,0,0,,30,,,,,
70,42001,,-1,60,4,2684,280,0.84,0.31,1,1,,0,0,0,0,0,0,0,0,0,,30,,,,,
71,36001,,-1,50,3,2677,267,1.7,0.54,1,1.15,,0,0,0,0,0,0,0,0,0,,30,,,,,
72,35001,,-1,50,3,3091,221,1.72,0.5,1,1.15,,0,0,0,0,0,0,0,0,0,,30,,,,,
73,655013,,-1,60,4,3206,199,0.1846,0.1,0.9333,0.791,,0,0,0,0,0,0,0,0,0,,31,,,,,
74,13001,,-1,30,1,2270,302,3.31,2.16,1,1.6,,0,0,0,0,0,0,0,0,0,,31,,,,,
75,32005,,-1,50,3,2843,174,1.55,0.58,1,1,,0,0,0,0,0,0,0,0,0,,32,,,,,
76,22004,,-1,40,2,2128,283,2.09,1.45,1,1.34,,0,0,0,0,0,0,0,0,0,,32,,,,,
77,54002,,-1,60,4,3184,158,0.2592,0.2504,0.918,0.8308,,0,0,0,0,0,0,0,0,0,,33,,,,,
78,31001,,-1,50,3,2834,174,1.32,0.58,1,1,,0,0,0,0,0,0,0,0,0,,33,,,,,
79,21002,,-1,40,2,2479,246,2.65,0.87,1,1.34,,0,0,0,0,0,0,0,0,0,,33,,,,,
80,31003,,-1,50,3,1956,286,1.16,0.59,1,1.15,,0,0,0,0,0,0,0,0,0,,33,,,,,
81,51002,,-1,60,4,3614,228,0.559,0.1761,1.0727,0.7962,,0,0,0,0,0,0,0,0,0,,34,,,,,
82,32002,,-1,50,3,2870,272,1.565,0.9059,0.9153,1.1119,,0,0,0,0,0,0,0,0,0,,34,,,,,
83,31003,,-1,50,3,2462,345,1.46,0.71,1,1.15,,0,0,0,0,0,0,0,0,0,,34,,,,,
84,51002,,-1,60,4,13301,555,2.0571,0.428,1.1273,0.791,,0,0,0,0,0,0,800,0,0,1,35,0.2,,,,
85,42003,,-1,60,4,8940,785,3.34,0.93,1,1,,0,0,0,0,0,0,800,0,0,1,35,0.2,,,,
86,34004,,-1,50,3,3377,271,1.08,1.18,1,1,,0,0,0,0,0,0,0,0,0,,35,,,,,
87,44002,,-1,60,4,3114,250,0.54,0.66,1,0.88,,0,0,0,0,0,0,0,0,0,,35,,,,,
88,34001,,-1,50,3,2338,402,1.18,1.22,1,1.15,,0,0,0,0,0,0,0,0,0,,35,,,,,
89,31005,,-1,50,3,4100,316,1.39,1.25,1,1,,0,0,0,0,0,0,0,0,0,,35,,,,,
90,42002,,-1,60,4,3809,293,0.86,0.71,1,0.88,,0,0,0,0,0,0,0,0,0,,35,,,,,
91,33002,,-1,50,3,3301,415,1.8,1.26,1,1.15,,0,0,0,0,0,0,0,0,0,,35,,,,,
92,36001,,-1,50,3,3150,519,2,1.05,1,1.15,,0,0,0,0,0,0,0,0,0,,35,,,,,
93,35001,,-1,50,3,3612,433,2.01,0.98,1,1.15,,0,0,0,0,0,0,0,0,0,,35,,,,,
94,44001,,-1,60,4,2925,436,0.8,0.8,1,1,,0,0,0,0,0,0,0,0,0,,35,,,,,
95,41006,,-1,60,4,4554,337,1.15,0.68,1,0.88,,0,0,0,0,0,0,0,0,0,,35,,,,,
96,34005,,-1,50,3,3765,544,1.9,1.65,1,1.15,,0,0,0,0,0,0,0,0,0,,35,,,,,
97,42003,,-1,60,4,4175,566,1.56,0.67,1,1,,0,0,0,0,0,0,0,0,0,,35,,,,,
98,41003,,-1,60,4,4152,452,1.32,0.67,1,1,,0,0,0,0,0,0,0,0,0,,35,,,,,
99,32005,,-1,50,3,3668,583,2,1.94,1,1.15,,0,0,0,0,0,0,0,0,0,,35,,,,,
100,31003,,-1,50,3,4284,564,2.54,1.16,1,1.15,,0,0,0,0,0,0,0,0,0,,35,,,,,
101,43003,,-1,60,4,6347,400,1.27,0.88,1,1,,0,0,0,0,0,0,0,0,0,,40,,,,,
102,46002,,-1,60,4,5529,482,1.07,0.99,1,1,,0,0,0,0,0,0,0,0,0,,40,,,,,
103,44003,,-1,60,4,4437,527,1.31,0.9,1,1.15,,0,0,0,0,0,0,0,0,0,,40,,,,,
104,41004,,-1,60,4,4401,596,1.13,0.94,1,1.15,,0,0,0,0,0,0,0,0,0,,40,,,,,
105,52004,,-1,50,3,4266,463,0.8256,0.5177,0.9661,1.0322,,0,0,0,0,0,0,0,0,0,,41,,,,,
106,32002,,-1,50,3,2953,694,1.61,2.31,1,1.3,,0,0,0,0,0,0,0,0,0,,41,,,,,
107,42005,,-1,60,4,3188,618,1.02,0.96,1,1.15,,0,0,0,0,0,0,0,0,0,,41,,,,,
108,752009,,-1,60,4,6219,529,0.101,0.1918,0.9508,0.9503,,0,0,0,0,0,0,0,0,0,,42,,,,,
109,36001,,-1,50,3,3795,1019,2.41,2.06,1,1.3,,0,0,0,0,0,0,0,0,0,,42,,,,,
110,32003,,-1,50,3,4439,743,2.84,1.91,1,1.3,,0,0,0,0,0,0,0,0,0,,42,,,,,
111,44002,,-1,60,4,4383,470,0.76,1.24,1,1,,0,0,0,0,0,0,0,0,0,,43,,,,,
112,44006,,-1,60,4,4394,473,1.1,1.04,1,1,,0,0,0,0,0,0,0,0,0,,43,,,,,
113,34004,,-1,50,3,3283,761,1.05,3.31,1,1.3,,0,0,0,0,0,0,0,0,0,,43,,,,,
114,41001,,-1,60,4,7076,562,1,1.36,1,1,,0,0,0,0,0,0,0,0,0,,44,,,,,
115,24003,,-1,40,2,6348,655,5.29,3.73,1,1.34,,0,0,0,0,0,0,0,0,0,,44,,,,,
116,32001,,-1,50,3,4059,911,2.82,2.06,1,1.3,,0,0,0,0,0,0,0,0,0,,44,,,,,
117,23004,,-1,40,2,4876,904,5.16,3.69,1,1.5,,0,0,0,0,0,0,0,0,0,,44,,,,,
118,45001,,-1,60,4,5010,774,1.33,1.22,1,1.15,,0,0,0,0,0,0,0,0,0,,44,,,,,
119,46001,,-1,60,4,4383,886,1.52,1.02,1,1.15,,0,0,0,0,0,0,0,0,0,,44,,,,,
120,51002,,-1,60,4,9315,1731,1.4407,1.3334,1.0727,0.9048,,0,0,0,0,0,0,800,0,0,1,45,0.2,,,,
121,43002,,-1,60,4,3820,865,1.42,1.13,1,1.15,,0,0,0,0,0,0,0,0,0,,45,,,,,
122,43006,,-1,60,4,4439,757,1.65,0.99,1,1.15,,0,0,0,0,0,0,0,0,0,,45,,,,,
123,53005,,-1,60,4,6831,800,0.8741,0.6073,0.9655,0.9391,,0,0,0,0,0,0,0,0,0,,46,,,,,
124,31003,,-1,50,3,4419,1094,2.62,2.25,1,1.3,,0,0,0,0,0,0,0,0,0,,46,,,,,
125,21001,,-1,40,2,5586,941,5.97,3.32,1,1.5,,0,0,0,0,0,0,0,0,0,,46,,,,,
126,51002,,-1,50,3,7508,848,1.3581,0.7634,0.9818,0.9571,,0,0,0,0,0,0,0,0,0,,47,,,,,
127,33002,,-1,50,3,4732,1059,2.58,3.21,1,1.3,,0,0,0,0,0,0,0,0,0,,47,,,,,
128,33005,,-1,50,3,5520,1065,3.25,2.38,1,1.3,,0,0,0,0,0,0,0,0,0,,47,,,,,
129,41006,,-1,60,4,6812,700,1.72,1.41,1,1,,0,0,0,0,0,0,0,0,0,,48,,,,,
130,31004,,-1,50,3,5077,1132,3.01,2.56,1,1.3,,0,0,0,0,0,0,0,0,0,,48,,,,,
131,41001,,-1,60,4,11393,856,1.61,2.07,1,1,,0,0,0,0,0,0,0,0,0,,49,,,,,
132,42003,,-1,60,4,6049,1613,2.26,1.91,1,1.15,,0,0,0,0,0,0,0,0,0,,49,,,,,
133,43004,,-1,60,4,7058,1299,2.61,1.56,1,1.15,,0,0,0,0,0,0,0,0,0,,49,,,,,
134,41002,,-1,60,4,9325,908,2.56,1.55,1,1,,0,0,0,0,0,0,0,0,0,,50,,,,,
135,54002,,-1,60,4,19138,2049,1.5576,3.2299,0.8852,1.0286,,0,0,0,0,0,0,800,0,0,1,50,0.2,,,,
136,45001,,-1,60,4,15633,2506,4.15,3.95,1,1.15,,0,0,0,0,0,0,800,0,0,1,50,0.2,,,,
137,53005,,-1,60,4,11393,1249,1.4579,0.9483,1.0172,0.9391,,0,0,0,0,0,0,0,0,0,,51,,,,,
138,31001,,-1,50,3,8611,1358,4.01,4.52,1,1.3,,0,0,0,0,0,0,0,0,0,,51,,,,,
139,32005,,-1,50,3,7374,1554,4.02,5.17,1,1.3,,0,0,0,0,0,0,0,0,0,,51,,,,,
140,53005,,-1,60,4,10034,1145,1.284,0.8694,1.069,0.9679,,0,0,0,0,0,0,0,0,0,,52,,,,,
141,42004,,-1,60,4,7253,1657,2.27,1.83,1,1.15,,0,0,0,0,0,0,0,0,0,,52,,,,,
142,32003,,-1,50,3,7581,1246,4.85,3.2,1,1.3,,0,0,0,0,0,0,0,0,0,,52,,,,,
143,45002,,-1,60,4,11039,927,3.19,1.28,1,1,,0,0,0,0,0,0,0,0,0,,53,,,,,
144,35001,,-1,50,3,7891,1500,4.39,3.39,1,1.3,,0,0,0,0,0,0,0,0,0,,53,,,,,
145,22004,,-1,60,4,9666,972,6.7364,3.531,1.0351,1.1922,,0,0,0,0,0,0,0,0,0,,54,,,,,
146,44001,,-1,60,4,7825,1275,2.14,2.34,1,1.15,,0,0,0,0,0,0,0,0,0,,54,,,,,
147,44005,,-1,60,4,6691,1898,2.16,2.16,1,1.15,,0,0,0,0,0,0,0,0,0,,54,,,,,
148,41005,,-1,60,4,13982,1172,3.07,2.36,1,1,,0,0,0,0,0,0,0,0,0,,55,,,,,
149,45001,,-1,80,5,48244,2295,9.9289,2.8049,0.9464,1.0644,,0,0,0,0,0,0,800,0,0,1,55,0.2,,,,
150,41006,,-1,60,4,10574,1057,2.67,2.13,1,1,,0,0,0,0,0,0,0,0,0,,56,,,,,
151,41004,,-1,60,4,8414,1586,2.16,2.5,1,1.15,,0,0,0,0,0,0,0,0,0,,56,,,,,
152,23001,,-1,60,4,10984,1096,7.6546,3.6977,1.1273,1.1062,,0,0,0,0,0,0,0,0,0,,57,,,,,
153,23003,,-1,60,4,8887,1439,4.8246,5.7983,1.1346,1.3547,,0,0,0,0,0,0,0,0,0,,57,,,,,
154,42004,,-1,60,4,9139,2055,2.86,2.27,1,1.15,,0,0,0,0,0,0,0,0,0,,57,,,,,
155,46002,,-1,60,4,12609,1473,2.44,3.02,1,1.15,,0,0,0,0,0,0,0,0,0,,58,,,,,
156,45002,,-1,60,4,15122,1231,4.37,1.7,1,1.15,,0,0,0,0,0,0,0,0,0,,58,,,,,
157,44006,,-1,60,4,8749,1842,2.19,4.05,1,1.15,,0,0,0,0,0,0,0,0,0,,58,,,,,
158,41006,,-1,60,4,10178,1614,2.57,3.25,1,1.15,,0,0,0,0,0,0,0,0,0,,58,,,,,
159,42006,,-1,60,4,9689,1688,3.1,2.88,1,1.15,,0,0,0,0,0,0,0,0,0,,58,,,,,
160,43006,,-1,60,4,9686,1691,3.6,2.21,1,1.15,,0,0,0,0,0,0,0,0,0,,58,,,,,
161,43003,,-1,60,4,13745,1187,2.75,2.61,1,1,,0,0,0,0,0,0,0,0,0,,59,,,,,
162,43002,,-1,60,4,8260,1783,3.07,2.33,1,1.15,,0,0,0,0,0,0,0,0,0,,59,,,,,
163,43003,,-1,60,4,26341,3544,5.27,7.79,1,1,,0,0,0,0,0,0,800,0,0,1,60,0.2,,,,
164,46001,,-1,60,4,10324,2554,3.58,2.94,1,1.15,,0,0,0,0,0,0,0,0,0,,60,,,,,
165,53005,,-1,60,4,17768,1909,2.2736,1.4489,1,0.9808,,0,0,0,0,0,0,0,0,0,,61,,,,,
166,35001,,-1,50,3,13265,2376,7.38,5.37,1,1.3,,0,0,0,0,0,0,0,0,0,,61,,,,,
167,36001,,-1,50,3,13450,2489,8.54,5.03,1,1.3,,0,0,0,0,0,0,0,0,0,,61,,,,,
168,53005,,-1,60,4,15388,1720,1.9691,1.3058,1.0172,0.9679,,0,0,0,0,0,0,0,0,0,,62,,,,,
169,655013,,-1,60,4,16727,1656,0.963,0.8316,0.9333,0.8185,,0,0,0,0,0,0,0,0,0,,62,,,,,
170,44004,,-1,60,4,10799,1738,3.44,2.74,1,1.15,,0,0,0,0,0,0,0,0,0,,62,,,,,
171,44001,,-1,60,4,9251,1983,2.53,3.64,1,1.15,,0,0,0,0,0,0,0,0,0,,62,,,,,
172,655013,,-1,60,4,20755,1966,1.1949,0.987,0.9,0.8988,,0,0,0,0,0,0,0,0,0,,63,,,,,
173,43003,,-1,60,4,19093,1574,3.82,3.46,1,1,,0,0,0,0,0,0,0,0,0,,63,,,,,
174,44003,,-1,60,4,13415,2063,3.96,3.52,1,1.15,,0,0,0,0,0,0,0,0,0,,63,,,,,
175,55005,,-1,60,4,17195,1699,2.3284,1.2448,1.0172,0.95,,0,0,0,0,0,0,0,0,0,,64,,,,,
176,43002,,-1,60,4,9901,2120,3.68,2.77,1,1.15,,0,0,0,0,0,0,0,0,0,,64,,,,,
177,43001,,-1,60,4,11569,2222,4.3,2.42,1,1.15,,0,0,0,0,0,0,0,0,0,,64,,,,,
178,51004,,-1,80,5,25593,4763,3.1225,2.8424,1.0545,0.8758,,0,0,0,0,0,0,800,0,0,1,65,0.2,,,,
179,43001,,-1,60,4,14394,2681,5.35,2.92,1,1.15,,0,0,0,0,0,0,0,0,0,,65,,,,,
180,42004,,-1,60,4,14795,3187,4.63,3.52,1,1.15,,0,0,0,0,0,0,0,0,0,,65,,,,,
181,42006,,-1,60,4,15283,1518,4.89,2.59,1,1,,0,0,0,0,0,0,0,0,0,,66,,,,,
182,42001,,-1,60,4,12686,2852,3.97,3.15,1,1.15,,0,0,0,0,0,0,0,0,0,,66,,,,,
183,55005,,-1,60,4,22620,2151,3.063,1.5753,0.9655,0.95,,0,0,0,0,0,0,0,0,0,,67,,,,,
184,53005,,-1,60,4,14981,3496,1.917,2.6536,0.9655,1.0542,,0,0,0,0,0,0,0,0,0,,67,,,,,
185,44001,,-1,60,4,15211,2354,4.16,4.32,1,1.15,,0,0,0,0,0,0,0,0,0,,67,,,,,
186,54005,,-1,60,4,16277,1613,2.9563,1.4904,0.9643,0.9902,,0,0,0,0,0,0,0,0,0,,68,,,,,
187,41004,,-1,60,4,12933,2417,3.32,3.81,1,1.15,,0,0,0,0,0,0,0,0,0,,68,,,,,
188,53005,,-1,60,4,23176,2479,2.9656,1.8816,1.069,0.9679,,0,0,0,0,0,0,0,0,0,,69,,,,,
189,44002,,-1,60,4,20189,1908,3.5,5.03,1,1,,0,0,0,0,0,0,0,0,0,,69,,,,,
190,42005,,-1,60,4,16284,2751,5.21,4.27,1,1.15,,0,0,0,0,0,0,0,0,0,,69,,,,,
191,44005,,-1,60,4,13970,3726,4.51,4.24,1,1.15,,0,0,0,0,0,0,0,0,0,,69,,,,,
192,55005,,-1,80,5,35882,6594,3.7668,3.7427,0.9655,0.905,,0,0,0,0,0,0,800,0,0,1,70,0.2,,,,
193,53005,,-1,60,4,19345,3360,2.4754,2.55,0.9655,1.1463,,0,0,0,0,0,0,200,0,0,,70,,,,,
194,42003,,-1,60,4,14427,3692,5.39,4.37,1,1.15,,0,0,0,0,0,0,200,0,0,,70,,,,,
195,56003,,-1,60,4,17940,2115,2.3216,1.8,0.9655,0.9099,,0,0,0,0,0,0,200,0,0,,71,,,,,
196,21003,,-1,40,2,14471,3086,13.19,13.42,1,1.5,,0,0,0,0,0,0,200,0,0,,71,,,,,
197,54005,,-1,60,4,18497,1814,3.3595,1.6756,1.0536,0.9967,,0,0,0,0,0,0,200,0,0,,72,,,,,
198,23004,,-1,40,2,14912,3180,15.78,12.98,1,1.5,,0,0,0,0,0,0,200,0,0,,72,,,,,
199,55005,,-1,60,4,22840,2239,3.0928,1.64,1.0172,0.9438,,0,0,0,0,0,0,200,0,0,,73,,,,,
200,44006,,-1,60,4,19016,1865,4.76,4.1,1,1,,0,0,0,0,0,0,200,0,0,,73,,,,,
201,34002,,-1,50,3,14184,3017,8.35,7.75,1,1.3,,0,0,0,0,0,0,200,0,0,,73,,,,,
202,42006,,-1,60,4,21535,2057,6.89,3.51,1,1,,0,0,0,0,0,0,200,0,0,,74,,,,,
203,46002,,-1,60,4,21549,2468,4.17,5.06,1,1,,0,0,0,0,0,0,200,0,0,,74,,,,,
204,41002,,-1,60,4,17412,2701,4.78,4.61,1,1.15,,0,0,0,0,0,0,200,0,0,,74,,,,,
205,43002,,-1,60,4,14905,3085,5.54,4.03,1,1.15,,0,0,0,0,0,0,200,0,0,,74,,,,,
206,44005,,-1,60,4,16573,3682,5.35,4.19,1,1.15,,0,0,0,0,0,0,200,0,0,,74,,,,,
207,45001,,-1,60,4,19890,2829,5.28,4.46,1,1.15,,0,0,0,0,0,0,200,0,0,,74,,,,,
208,46002,,-1,60,4,20154,2370,3.9,4.86,1,1,,0,0,0,0,0,0,200,0,0,,75,,,,,
209,36001,,-1,50,3,15009,3831,9.53,7.74,1,1.3,,0,0,0,0,0,0,200,0,0,,75,,,,,
210,46001,,-1,60,4,16265,3110,5.64,3.58,1,1.15,,0,0,0,0,0,0,200,0,0,,75,,,,,
211,56003,,-1,60,4,20472,2405,2.6492,2.0472,1.0172,0.9099,,0,0,0,0,0,0,200,0,0,,76,,,,,
212,32001,,-1,50,3,15257,3243,10.6,7.33,1,1.3,,0,0,0,0,0,0,200,0,0,,76,,,,,
213,42002,,-1,60,4,20774,2036,4.69,4.92,1,1,,0,0,0,0,0,0,200,0,0,,77,,,,,
214,42005,,-1,60,4,14377,3357,4.6,5.21,1,1.15,,0,0,0,0,0,0,200,0,0,,77,,,,,
215,43003,,-1,60,4,24241,2065,4.85,4.54,1,1.15,,0,0,0,0,0,0,200,0,0,,78,,,,,
216,33004,,-1,50,3,15720,3336,8.57,10.11,1,1.15,,0,0,0,0,0,0,200,0,0,,78,,,,,
217,43005,,-1,60,4,17040,2714,5.03,4.98,1,1.15,,0,0,0,0,0,0,200,0,0,,78,,,,,
218,55005,,-1,60,4,17788,3771,2.4087,2.7618,0.931,1.035,,0,0,0,0,0,0,200,0,0,,79,,,,,
219,44006,,-1,60,4,26167,2447,6.55,5.38,1,1,,0,400,0,0,0,0,200,0,0,,80,,,,,
220,52008,,-1,80,5,41788,6171,5.84,4.25,1,1,,0,400,0,0,0,0,800,0,0,1,80,0.2,,,,
221,52009,,-1,80,5,48327,5713,6.14,4.09,1,1,,0,400,0,0,0,0,800,0,0,1,80,0.2,,,,
222,41002,,-1,60,4,22038,2151,6.05,3.67,1,1,,0,400,0,0,0,0,200,0,0,,81,,,,,
223,31002,,-1,50,3,16436,3473,9.64,8.42,1,1.3,,0,400,0,0,0,0,200,0,0,,81,,,,,
224,43003,,-1,60,4,25541,2170,5.11,4.77,1,1,,0,400,0,0,0,0,200,0,0,,82,,,,,
225,43001,,-1,60,4,15389,3902,5.72,4.25,1,1.15,,0,400,0,0,0,0,200,0,0,,82,,,,,
226,42002,,-1,60,4,26842,2512,6.06,6.07,1,1,,0,400,0,0,0,0,200,0,0,,83,,,,,
