id,partner,unknown_3,name,desc,is_exskill,sub_skill,trigger,is_pass,is_unseal,is_cost_energy,is_add_energy,target1,rand1,effect1,effect1_add,no_crit1,no_miss1,no_act1,fx1,fx_hurt1,fx_hurt1_add,target2,rand2,effect2,no_crit2,not_miss2,fx_hurt2,target3,rand3,effect3,no_crit3,not_miss3,fx_hurt3,attr_pas,jump,jump_pos_xy,icon_id,level,sound,shake_screen,hero_pos_type,hero_pos_type_xy,shake_screen_time,black_screen,animation,skill_effect,target_no_effect
100004103,-1,-1,-1,-1,,0,4,1,,,,1,,1005029,,,,,,,,,,,,,,,,,,,,,,,skill_icon_149,,,,,,,,,,
100004201,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,61,62,,,,,,,,,,,,,,,,,skill_icon_0,,1042,,,,,,,,
100004202,-1,-1,-1,-1,,0,1,0,,,,16,,1019026|1015010|1070001,,,,,,120,,,,,,,,,,,,,,,,,skill_icon_63,,1020,,,,,,,,
100004203,-1,-1,-1,-1,,0,28,1,,,,1,,1012003|1028003,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5200302,,,,,,,,,,
100004301,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,315,316#671,,,,,,,,,,,,,,,,,skill_icon_0,,1004,,,,,,,,
100004302,-1,-1,-1,-1,,0,1,0,,,,18,2,1019060|1013007,,,,,,317|318#672|673,,,,,,,,,,,,,,,,,skill_icon_6,,1035,,,,,,,,
100004303,-1,-1,-1,-1,,0,4,1,,,,1,,1013005,,,,,,,,,,,,,,,,,,,,,,,skill_icon_159,,,,,,,,,,
100004401,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,197,198,,,,,,,,,,,,,,,,,skill_icon_0,,1020,,,,,,,,
100004402,-1,-1,-1,-1,,0,1,0,,,,17,,1019040|1074001,,,,,,199,,,,,,,,,,,,,,,,,skill_icon_5500201,,1031,,,,,,,,
100004403,-1,-1,-1,-1,,0,28,1,,,,1,,1005004|1029005,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_68,,,,,,,,,,
5201400,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,,1022|1020#1038|1039#1073|1074|1075#1157#1326,,,,,,,,,,,,,,,,,skill_icon_0,,1096,,,,,,,,
65202100,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,,1029|1020#1038|1039#1073|1074|1075#1157#1326,,,,,,,,,,,,,,,,,skill_icon_0,,1096,,,,,,,,
75201400,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,,1032|1020#1038|1039#1073|1074|1075#1157#1326,,,,,,,,,,,,,,,,,skill_icon_0,,1096,,,,,,,,
302,-1,-1,-1,-1,,0,1,0,,,,16,,1019141,,,,,,1019|1020#1038|1039#1073|1074|1075#1157#1326,,1,,1009174|1244001,,,,,,,,,,,,,skill_icon_0,,1096,,,,,,,,
303,-1,-1,-1,-1,,0,1,0,,,,16,,1019140,,,,,,1027|1020#1038|1039#1073|1074|1075#1157#1326,,1,,1009175|1244002,,,,,,,,,,,,,skill_icon_0,,1096,,,,,,,,
304,-1,-1,-1,-1,,0,1,0,,,,16,,1019143,,,,,,1027|1020#1038|1039#1073|1074|1075#1157#1326,,1,,1009176|1244003,,,,,,,,,,,,,skill_icon_0,,1096,,,,,,,,
305,-1,-1,-1,-1,,0,1,0,,,,16,,1019143,,,,,,1030|1020#1038|1039#1073|1074|1075#1157#1326,,1,,1009176|1244003,,,,,,,,,,,,,skill_icon_0,,1096,,,,,,,,
5201401,-1,-1,-1,-1,,0,1,0,,,,15,,1019091|1027043,,,,,,1021#1040|1041#1076#1158|1159#1327,,1,,1243001,,,,,,,,,,,,,skill_icon_5201401,,1097,,,,,,,,
65202101,-1,-1,-1,-1,,0,1,0,,,,15,,1019105|1027064,,,,,,1028#1040|1041#1076#1158|1159#1327,,1,,1243001,,,,,,,,,,,,,skill_icon_5201401,,1097,,,,,,,,
75201401,-1,-1,-1,-1,,0,1,0,,,,15,,1019111|1027065,,,,,,1031#1040|1041#1076#1158|1159#1327,,1,,1243001,,,,,,,,,,,,,skill_icon_5201401,,1097,,,,,,,,
5201402,-1,-1,-1,-1,,0,28,1,,,,1,,1029004|1028001|1008003|1006004,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5201402,,,,,,,,,,
65202102,-1,-1,-1,-1,,0,28,1,,,,1,,1029005|1028003|1008004|1006016,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5201402,2,,,,,,,,,
65202112,-1,-1,-1,-1,,0,28,1,,,,1,,1029006|1028006|1008008|1006022,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5201402,3,,,,,,,,,
75201402,-1,-1,-1,-1,,0,28,1,,,,1,,1029006|1028006|1008008|1006022,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5201402,3,,,,,,,,,
5201403,-1,-1,-1,-1,,5201405,28,1,,,,1,,1064067,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5201403,,,,,,,,,,
65202103,-1,-1,-1,-1,,65202105,28,1,,,,1,,1064068,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5201403,2,,,,,,,,,
65202113,-1,-1,-1,-1,,75201405,28,1,,,,1,,1064069,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5201403,3,,,,,,,,,
75201403,-1,-1,-1,-1,,75201405,28,1,,,,1,,1064070,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5201403,3,,,,,,,,,
5201404,-1,-1,-1,-1,,0,76,1,,,,13,,1246001,,,,,,,,1,,1243001|1244001,,,,,,,,,,,,,skill_icon_5201404,,,,,,,,,,
65202104,-1,-1,-1,-1,,0,76,1,,,,13,,1246002,,,,,,,,1,,1243001|1244002,,,,,,,,,,,,,skill_icon_5201404,2,,,,,,,,,
65202114,-1,-1,-1,-1,,0,76,1,,,,13,,1246003,,,,,,,,1,,1243001|1244003,,,,,,,,,,,,,skill_icon_5201404,3,,,,,,,,,
75201404,-1,-1,-1,-1,,0,76,1,,,,13,,1246003,,,,,,,,1,,1243001|1244003,,,,,,,,,,,,,skill_icon_5201404,3,,,,,,,,,
5201405,-1,-1,-1,-1,,0,79,1,,,,23,,1245001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
65202105,-1,-1,-1,-1,,0,79,1,,,,23,,1245002,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
75201405,-1,-1,-1,-1,,0,79,1,,,,23,,1245003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
670701,-1,-1,-1,-1,,0,28,1,1,,,1,,1247001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
670801,-1,-1,-1,-1,,0,28,1,1,,,1,,1247002,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
670901,-1,-1,-1,-1,,0,28,1,1,,,1,,1247003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
671001,-1,-1,-1,-1,,0,28,1,1,,,1,,1247004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
671101,-1,-1,-1,-1,,0,28,1,1,,,1,,1247005,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
671201,-1,-1,-1,-1,,0,28,1,1,,,1,,1247006,,,,,,,,,,,,,,,,,,,,,,,skill_icon_0,,,,,,,,,,
5101300,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,#1187#1388#,1054#1188#1386#1512|1513,,,,,,,,,,,,,,,,,skill_icon_0,,1098,,,,,###1,,,
65102000,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,#1187#1388#,1054#1188#1386#1512|1513,,,,,,,,,,,,,,,,,skill_icon_0,,1098,,,,,###1,,,
75101300,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,#1187#1388#,1054#1188#1386#1512|1513,,,,,,,,,,,,,,,,,skill_icon_0,,1098,,,,,###1,,,
5101301,-1,-1,-1,-1,,5101306|5101307,1,0,,,,18,2,1019065|1283001,,,,,##1389#,1055|1056#1189|1190#1387#1514|1515,,1,,1280001,,,,,,,,,,,,,skill_icon_5101301,,1099,,,,,###1,,,
65102001,-1,-1,-1,-1,,65102006|65102007,1,0,,,,18,2,1019100|1283002,,,,,##1389#,1055|1056#1189|1190#1387#1514|1515,,1,,1280001,,,,,,,,,,,,,skill_icon_5101301,,1099,,,,,###1,,,
75101301,-1,-1,-1,-1,,75101306|75101307,1,0,,,,18,2,1019105|1283003,,,,,##1389#,1055|1056#1189|1190#1387#1514|1515,,1,,1280001,,,,,,,,,,,,,skill_icon_5101301,,1099,,,,,###1,,,
5101302,-1,-1,-1,-1,,0,28,1,,,,1,,1029002|1011009|1004030|1136022,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101302,,,,,,,,,,
65102002,-1,-1,-1,-1,,0,28,1,,,,1,,1029004|1011012|1004031|1136023,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101302,2,,,,,,,,,
65102012,-1,-1,-1,-1,,0,28,1,,,,1,,1029006|1011005|1004032|1136024,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101302,3,,,,,,,,,
75101302,-1,-1,-1,-1,,0,28,1,,,,1,,1029006|1011005|1004032|1136024,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5101302,3,,,,,,,,,
5101303,-1,-1,-1,-1,,0,115,1,,,,18,2,1013076|1004038,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101303,,,,,,,,,,
65102003,-1,-1,-1,-1,,0,115,1,,,,18,2,1013077|1004039,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101303,2,,,,,,,,,
65102013,-1,-1,-1,-1,,0,115,1,,,,18,2,1013078|1004040,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101303,3,,,,,,,,,
75101303,-1,-1,-1,-1,,0,115,1,,,,18,2,1013078|1004040,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101303,3,,,,,,,,,
5101304,-1,-1,-1,-1,,5101305,97,1,,,,18,1,1284001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101304,,,,,,,,,,
65102004,-1,-1,-1,-1,,65102005,97,1,,,,18,1,1284002,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101304,2,,,,,,,,,
65102014,-1,-1,-1,-1,,65102015,97,1,,,,18,1,1284003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101304,3,,,,,,,,,
75101304,-1,-1,-1,-1,,75101305,97,1,,,,18,1,1284003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5101304,3,,,,,,,,,
5101305,-1,-1,-1,-1,,0,98,1,,,,59,,1282001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65102005,-1,-1,-1,-1,,0,98,1,,,,59,,1282002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65102015,-1,-1,-1,-1,,0,98,1,,,,59,,1282003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75101305,-1,-1,-1,-1,,0,98,1,,,,59,,1282003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101306,-1,-1,-1,-1,,0,95,1,1,,,24,,1281001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65102006,-1,-1,-1,-1,,0,95,1,1,,,24,,1281002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75101306,-1,-1,-1,-1,,0,95,1,1,,,24,,1281003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101307,-1,-1,-1,-1,,0,96,1,1,,,3,,1023003|1286001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65102007,-1,-1,-1,-1,,0,96,1,1,,,3,,1023004|1286001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75101307,-1,-1,-1,-1,,0,96,1,1,,,3,,1023030|1286001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401300,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,1067#1172##1559#1648,1064#1169#1398#1556#1644,,,,,,,,,,,,,,,,,skill_icon_0,,1100,,,,,,,,
65402000,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,1067#1172##1559#1648,1064#1169#1398#1556#1644,,,,,,,,,,,,,,,,,skill_icon_0,,1100,,,,,,,,
75401300,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,1067#1172##1559#1648,1064#1169#1398#1556#1644,,,,,,,,,,,,,,,,,skill_icon_0,,1100,,,,,,,,
5401301,-1,-1,-1,-1,,0,1,0,,,,18,3,1019044,,,,,,1066#1171#1399|1400#1558#1645,,1,,1289001,,,,,,,,,,,,,skill_icon_5401301,,1101,,,,,1##1,,,
65402001,-1,-1,-1,-1,,0,1,0,,,,18,3,1019099,,,,,,1066#1171#1399|1400#1558#1645,,1,,1289002,,,,,,,,,,,,,skill_icon_5401301,,1101,,,,,1##1,,,
75401301,-1,-1,-1,-1,,0,1,0,,,,18,3,1019112,,,,,,1066#1171#1399|1400#1558#1645,,1,,1289003,,,,,,,,,,,,,skill_icon_5401301,,1101,,,,,1##1,,,
5401302,-1,-1,-1,-1,,0,28,1,,,,1,,1029002|1009003|1028001|1011009,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5401302,,,,,,,,,,
65402002,-1,-1,-1,-1,,0,28,1,,,,1,,1029005|1009032|1028002|1011012,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5401302,2,,,,,,,,,
65402012,-1,-1,-1,-1,,0,28,1,,,,1,,1029008|1009006|1028005|1011005,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5401302,3,,,,,,,,,
75401302,-1,-1,-1,-1,,0,28,1,,,,1,,1029008|1009006|1028005|1011005,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5401302,3,,,,,,,,,
5401303,-1,-1,-1,-1,,5401306,99,1,,,,1,,1008106|1287001|1288001|1290001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401303,,,,,,,,,,
65402003,-1,-1,-1,-1,,65402006,99,1,,,,1,,1008107|1287001|1288002|1290002,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401303,2,,,,,,,,,
65402013,-1,-1,-1,-1,,65402016,99,1,,,,1,,1008108|1287001|1288003|1290003,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401303,3,,,,,,,,,
75401303,-1,-1,-1,-1,,75401306,99,1,,,,1,,1008108|1287001|1288003|1290004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401303,3,,,,,,,,,
5401304,-1,-1,-1,-1,,0,43,1,,,,1,,1023002|1287001|1288001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401304,,,,,,,,,,
65402004,-1,-1,-1,-1,,0,43,1,,,,1,,1023004|1287001|1288002,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401304,2,,,,,,,,,
65402014,-1,-1,-1,-1,,0,43,1,,,,1,,1023027|1287001|1287001|1288004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401304,3,,,,,,,,,
75401304,-1,-1,-1,-1,,0,43,1,,,,1,,1023027|1287001|1287001|1288004,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5401304,3,,,,,,,,,
5401305,-1,-1,-1,-1,,0,3,1,,,,18,1,1031026,,,,,,#1174#1401,,,,,,,,,,,,,,,,,,,,,,,,,,,
65402005,-1,-1,-1,-1,,0,3,1,,,,18,1,1031027,,,,,,#1174#1401,,,,,,,,,,,,,,,,,,,,,,,,,,,
75401305,-1,-1,-1,-1,,0,3,1,,,,18,1,1031017,,,,,,#1174#1401,,,,,,,,,,,,,,,,,,,,,,,,,,,
5401306,-1,-1,-1,-1,,0,,1,,,,60,,1031003,,1,,,1068#1173##1560,1065#1170#1402#1557#1646|1647,,,,,,,,,,,,,,,,,,,1102,,,,,,skill01#skill01##skill01,,
65402006,-1,-1,-1,-1,,0,,1,,,,60,,1031015,,1,,,1068#1173##1560,1065#1170#1402#1557#1646|1647,,,,,,,,,,,,,,,,,,,1102,,,,,,skill01#skill01##skill01,,
65402016,-1,-1,-1,-1,,0,,1,,,,60,,1031024,,1,,,1068#1173##1560,1065#1170#1402#1557#1646|1647,,,,,,,,,,,,,,,,,,,1102,,,,,,skill01#skill01##skill01,,
75401306,-1,-1,-1,-1,,0,,1,,,,60,,1031024,,1,,,1068#1173##1560,1065#1170#1402#1557#1646|1647,,,,,,,,,,,,,,,,,,,1102,,,,,,skill01#skill01##skill01,,
306,-1,-1,-1,-1,,0,1,0,,,,14,,1019121|1034015,,,,,,,,,,,,,,,,,,,,,1#1#1#0,,skill_icon_0,,1041###1075,,,,,,,,
5600700,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,##1271##1596,1086#1117#1272#1567#1591#1688,,,,,,,,,,,,,,,0#1##1##1,0#-100|0,skill_icon_0,,1105,,,,,,,,
65601700,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,##1271##1596,1104#1117#1272#1567#1591#1688,,,,,,,,,,,,,,,0#1##1##1,0#-100|0,skill_icon_0,,1105,,,,,,,,
75600700,-1,-1,-1,-1,,0,1,0,,,,12,,1019121,,,,,##1271##1596,1107#1117#1272#1567#1591#1688,,,,,,,,,,,,,,,0#1##1##1,0#-100|0,skill_icon_0,,1105,,,,,,,,
307,-1,-1,-1,-1,,0,1,0,,,,18,1,1019065|1292001,,,,,##1271##1596,1086#1117#1272#1567#1591#1688,,,,,,,,,,,,,,,0#1##1##1,0#-100|0,skill_icon_0,,1105,,,,,,,,
308,-1,-1,-1,-1,,0,1,0,,,,18,1,1019099|1292001,,,,,##1271##1596,1104#1117#1272#1567#1591#1688,,,,,,,,,,,,,,,0#1##1##1,0#-100|0,skill_icon_0,,1105,,,,,,,,
309,-1,-1,-1,-1,,0,1,0,,,,18,1,1019105|1292001,,,,,##1271##1596,1104#1117#1272#1567#1591#1688,,,,,,,,,,,,,,,0#1##1##1,0#-100|0,skill_icon_0,,1105,,,,,,,,
310,-1,-1,-1,-1,,0,1,0,,,,18,1,1019105|1292001,,,,,##1271##1596,1107#1117#1272#1567#1591#1688,,,,,,,,,,,,,,,0#1##1##1,0#-100|0,skill_icon_0,,1105,,,,,,,,
5600701,-1,-1,-1,-1,,5600705|5600707|5600708,1,0,,1,2,18,1,1019031|1292001,,,,,#####1692,1088#1118#1273#1568|1569#1592#1689,,1,,1295001,,,,,,,,,,,,,skill_icon_5600701,,1107,,,,,,,1087#1108,
65601701,-1,-1,-1,-1,,65601705|65601707|65601708,1,0,,1,2,18,1,1019065|1292001,,,,,#####1692,1105#1118#1273#1568|1569#1592#1689,,1,,1295002,,,,,,,,,,,,,skill_icon_5600701,,1107,,,,,,,1087#1108,
75600701,-1,-1,-1,-1,,75600705|75600707|75600708,1,0,,1,2,18,1,1019105|1292001,,,,,#####1692,1109#1118#1273#1568|1569#1592#1689,,1,,1295003,,,,13,,1293001,,,,,,,skill_icon_5600701,,1107,,,,,,,1108#1108,
5600702,-1,-1,-1,-1,,0,28,1,,,,1,,1029005|1012002|1011009|1014001,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5600702,,,,,,,,,,
65601702,-1,-1,-1,-1,,0,28,1,,,,1,,1029008|1012080|1011006|1014003,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5600702,2,,,,,,,,,
65601712,-1,-1,-1,-1,,0,28,1,,,,1,,1029011|1012010|1011005|1014028,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5600702,3,,,,,,,,,
75600702,-1,-1,-1,-1,,0,28,1,,,,1,,1029011|1012010|1011005|1014028,,,,,,,,,,,,,,,,,,,,1,,,skill_icon_5600702,3,,,,,,,,,
5600703,-1,-1,-1,-1,,0,28,1,,,,1,,1064072,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5600703,,,,,,,,,,
65601703,-1,-1,-1,-1,,0,28,1,,,,1,,1064073,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5600703,2,,,,,,,,,
65601713,-1,-1,-1,-1,,0,28,1,,,,1,,1064074,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5600703,3,,,,,,,,,
75600703,-1,-1,-1,-1,,0,28,1,,,,1,,1064075,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5600703,3,,,,,,,,,
5600704,-1,-1,-1,-1,,0,1,1,,,,1,,1296001,,,,,,,,,,,,,,,,,,,,,,,skill_icon_5600704,,,,,,,,,,
