id,res,length,loops,is_play_self,delay,type,desc,volume,destroy,pause_bg,is_ogg
540020202,partner_sound/xuchu_web/xuchu_voice2,6,1,0,0,1,0,70,1,0.1,
540020203,partner_sound/xuchu_web/xuchu_voice3,4,1,0,0,1,0,70,1,0.1,
540020204,partner_sound/xuchu_web/xuchu_voice4,4,1,0,0,1,0,70,1,0.1,
540020205,partner_sound/xuchu_web/xuchu_voice5,4,1,0,0,1,0,70,1,0.1,
540020301,partner_sound/xuchu_web/xuchu_voice6,3,1,0,0,1,0,70,1,0.1,
540020401,partner_sound/xuchu_web/xuchu_voice7,10,1,0,0,1,0,70,1,0.1,
540020501,partner_sound/xuchu_web/xuchu_voice8,2,1,0,0,1,0,70,1,0.5,
540020601,partner_sound/xuchu_web/xuchu_voice9,1,1,0,0,1,0,70,1,0.5,
540020701,partner_sound/xuchu_web/xuchu_voice10,2,1,0,0,1,0,70,1,0.2,
540020801,partner_sound/xuchu_web/xuchu_voice11,4,1,0,0,1,0,70,1,0.2,
540020901,partner_sound/xuchu_web/xuchu_voice12,3,1,0,0,1,0,70,1,0.2,
540021001,partner_sound/xuchu_web/xuchu_voice13,7,1,0,0,1,0,70,1,0.2,
540021101,partner_sound/xuchu_web/xuchu_voice14,5,1,0,0,1,0,70,1,0.2,
540021102,partner_sound/xuchu_web/xuchu_voice15,3,1,0,0,1,0,70,1,0.2,
540021301,partner_sound/xuchu_web/xuchu_voice17,4,1,0,0,1,0,70,1,0.2,
540021401,partner_sound/xuchu_web/xuchu_voice18,3,1,0,0,1,0,70,1,0.2,
540021501,partner_sound/xuchu_web/xuchu_voice19,6,1,0,0,1,0,70,1,0.2,
540021502,partner_sound/xuchu_web/xuchu_voice20,7,1,0,0,1,0,70,1,0.2,
540021503,partner_sound/xuchu_web/xuchu_voice21,8,1,0,0,1,0,70,1,0.2,
540021504,partner_sound/xuchu_web/xuchu_voice22,10,1,0,0,1,0,70,1,0.2,
540021601,partner_sound/xuchu_web/xuchu_voice23,7,1,0,0,1,0,70,1,0.2,
540021701,partner_sound/xuchu_web/xuchu_voice25,3,1,0,0,1,0,70,1,0.2,
540021801,partner_sound/xuchu_web/xuchu_voice24,9,1,0,0,1,0,70,1,0.2,
540021901,partner_sound/xuchu_web/xuchu_voice26,9,1,0,0,1,0,70,1,0.2,
540022001,partner_sound/xuchu_web/xuchu_voice27,8,1,0,0,1,0,70,1,0.2,
540022101,partner_sound/xuchu_web/xuchu_voice28,10,1,0,0,1,0,70,1,0.2,
540022201,partner_sound/xuchu_web/xuchu_voice29,6,1,0,0,1,0,70,1,0.2,
540022301,partner_sound/xuchu_web/xuchu_voice30,3,1,0,0,1,0,70,1,0.2,
540022401,partner_sound/xuchu_web/xuchu_voice31,5,1,0,0,1,0,70,1,0.2,
540022501,partner_sound/xuchu_web/xuchu_voice32,11,1,0,0,1,0,70,1,0.2,
540022601,partner_sound/xuchu_web/xuchu_voice33,7,1,0,0,1,0,70,1,0.2,
540022801,partner_sound/xuchu_web/xuchu_voice16,5,1,0,0,1,0,70,1,0.2,
540030201,partner_sound/liubiao_web/liubiao_voice1,6,1,0,0,1,0,70,1,0.1,
540030202,partner_sound/liubiao_web/liubiao_voice2,9,1,0,0,1,0,70,1,0.1,
540030203,partner_sound/liubiao_web/liubiao_voice3,3,1,0,0,1,0,70,1,0.1,
540030204,partner_sound/liubiao_web/liubiao_voice4,6,1,0,0,1,0,70,1,0.1,
540030205,partner_sound/liubiao_web/liubiao_voice5,2,1,0,0,1,0,70,1,0.1,
540030301,partner_sound/liubiao_web/liubiao_voice6,3,1,0,0,1,0,70,1,0.1,
540030401,partner_sound/liubiao_web/liubiao_voice7,12,1,0,0,1,0,70,1,0.1,
540030501,partner_sound/liubiao_web/liubiao_voice8,3,1,0,0,1,0,70,1,0.5,
540030601,partner_sound/liubiao_web/liubiao_voice9,2,1,0,0,1,0,70,1,0.5,
540030701,partner_sound/liubiao_web/liubiao_voice10,5,1,0,0,1,0,70,1,0.2,
540030801,partner_sound/liubiao_web/liubiao_voice11,5,1,0,0,1,0,70,1,0.2,
540030901,partner_sound/liubiao_web/liubiao_voice12,4,1,0,0,1,0,70,1,0.2,
540031001,partner_sound/liubiao_web/liubiao_voice13,5,1,0,0,1,0,70,1,0.2,
540031101,partner_sound/liubiao_web/liubiao_voice14,5,1,0,0,1,0,70,1,0.2,
540031102,partner_sound/liubiao_web/liubiao_voice15,4,1,0,0,1,0,70,1,0.2,
540031301,partner_sound/liubiao_web/liubiao_voice17,4,1,0,0,1,0,70,1,0.2,
540031401,partner_sound/liubiao_web/liubiao_voice18,4,1,0,0,1,0,70,1,0.2,
540031501,partner_sound/liubiao_web/liubiao_voice19,6,1,0,0,1,0,70,1,0.2,
540031502,partner_sound/liubiao_web/liubiao_voice20,6,1,0,0,1,0,70,1,0.2,
540031503,partner_sound/liubiao_web/liubiao_voice21,7,1,0,0,1,0,70,1,0.2,
540031504,partner_sound/liubiao_web/liubiao_voice22,9,1,0,0,1,0,70,1,0.2,
540031601,partner_sound/liubiao_web/liubiao_voice23,15,1,0,0,1,0,70,1,0.2,
540031701,partner_sound/liubiao_web/liubiao_voice25,5,1,0,0,1,0,70,1,0.2,
540031801,partner_sound/liubiao_web/liubiao_voice24,6,1,0,0,1,0,70,1,0.2,
540031901,partner_sound/liubiao_web/liubiao_voice26,6,1,0,0,1,0,70,1,0.2,
540032001,partner_sound/liubiao_web/liubiao_voice27,12,1,0,0,1,0,70,1,0.2,
540032101,partner_sound/liubiao_web/liubiao_voice28,5,1,0,0,1,0,70,1,0.2,
540032201,partner_sound/liubiao_web/liubiao_voice29,6,1,0,0,1,0,70,1,0.2,
540032301,partner_sound/liubiao_web/liubiao_voice30,3,1,0,0,1,0,70,1,0.2,
540032401,partner_sound/liubiao_web/liubiao_voice31,5,1,0,0,1,0,70,1,0.2,
540032501,partner_sound/liubiao_web/liubiao_voice32,5,1,0,0,1,0,70,1,0.2,
540032601,partner_sound/liubiao_web/liubiao_voice33,5,1,0,0,1,0,70,1,0.2,
540032801,partner_sound/liubiao_web/liubiao_voice16,5,1,0,0,1,0,70,1,0.2,
540040201,partner_sound/caiwenji_web/caiwenji_voice1,6,1,0,0,1,0,70,1,0.1,
540040202,partner_sound/caiwenji_web/caiwenji_voice2,6,1,0,0,1,0,70,1,0.1,
540040203,partner_sound/caiwenji_web/caiwenji_voice3,10,1,0,0,1,0,70,1,0.1,
540040204,partner_sound/caiwenji_web/caiwenji_voice4,8,1,0,0,1,0,70,1,0.1,
540040205,partner_sound/caiwenji_web/caiwenji_voice5,9,1,0,0,1,0,70,1,0.1,
540040301,partner_sound/caiwenji_web/caiwenji_voice6,1,1,0,0,1,0,70,1,0.1,
540040401,partner_sound/caiwenji_web/caiwenji_voice7,18,1,0,0,1,0,70,1,0.1,
540040501,partner_sound/caiwenji_web/caiwenji_voice8,1,1,0,0,1,0,70,1,0.5,
540040601,partner_sound/caiwenji_web/caiwenji_voice9,2,1,0,0,1,0,70,1,0.5,
540040701,partner_sound/caiwenji_web/caiwenji_voice10,2,1,0,0,1,0,70,1,0.2,
540040801,partner_sound/caiwenji_web/caiwenji_voice11,5,1,0,0,1,0,70,1,0.2,
540040901,partner_sound/caiwenji_web/caiwenji_voice12,6,1,0,0,1,0,70,1,0.2,
540041001,partner_sound/caiwenji_web/caiwenji_voice13,7,1,0,0,1,0,70,1,0.2,
540041101,partner_sound/caiwenji_web/caiwenji_voice14,4,1,0,0,1,0,70,1,0.2,
540041102,partner_sound/caiwenji_web/caiwenji_voice15,6,1,0,0,1,0,70,1,0.2,
540041301,partner_sound/caiwenji_web/caiwenji_voice17,5,1,0,0,1,0,70,1,0.2,
540041401,partner_sound/caiwenji_web/caiwenji_voice18,5,1,0,0,1,0,70,1,0.2,
540041501,partner_sound/caiwenji_web/caiwenji_voice19,8,1,0,0,1,0,70,1,0.2,
540041502,partner_sound/caiwenji_web/caiwenji_voice20,4,1,0,0,1,0,70,1,0.2,
540041503,partner_sound/caiwenji_web/caiwenji_voice21,10,1,0,0,1,0,70,1,0.2,
540041504,partner_sound/caiwenji_web/caiwenji_voice22,8,1,0,0,1,0,70,1,0.2,
540041601,partner_sound/caiwenji_web/caiwenji_voice23,8,1,0,0,1,0,70,1,0.2,
540041701,partner_sound/caiwenji_web/caiwenji_voice25,5,1,0,0,1,0,70,1,0.2,
540041801,partner_sound/caiwenji_web/caiwenji_voice24,9,1,0,0,1,0,70,1,0.2,
540041901,partner_sound/caiwenji_web/caiwenji_voice26,5,1,0,0,1,0,70,1,0.2,
540042001,partner_sound/caiwenji_web/caiwenji_voice27,3,1,0,0,1,0,70,1,0.2,
540042101,partner_sound/caiwenji_web/caiwenji_voice28,4,1,0,0,1,0,70,1,0.2,
540042201,partner_sound/caiwenji_web/caiwenji_voice29,7,1,0,0,1,0,70,1,0.2,
540042301,partner_sound/caiwenji_web/caiwenji_voice30,7,1,0,0,1,0,70,1,0.2,
540042401,partner_sound/caiwenji_web/caiwenji_voice31,2,1,0,0,1,0,70,1,0.2,
540042501,partner_sound/caiwenji_web/caiwenji_voice32,6,1,0,0,1,0,70,1,0.2,
540042601,partner_sound/caiwenji_web/caiwenji_voice33,4,1,0,0,1,0,70,1,0.2,
540042801,partner_sound/caiwenji_web/caiwenji_voice16,6,1,0,0,1,0,70,1,0.2,
540050201,partner_sound/zhurong_web/zhurong_voice1,4,1,0,0,1,0,70,1,0.1,
540050202,partner_sound/zhurong_web/zhurong_voice2,4,1,0,0,1,0,70,1,0.1,
540050203,partner_sound/zhurong_web/zhurong_voice3,9,1,0,0,1,0,70,1,0.1,
540050204,partner_sound/zhurong_web/zhurong_voice4,6,1,0,0,1,0,70,1,0.1,
540050205,partner_sound/zhurong_web/zhurong_voice5,5,1,0,0,1,0,70,1,0.1,
540050301,partner_sound/zhurong_web/zhurong_voice6,2,1,0,0,1,0,70,1,0.1,
540050401,partner_sound/zhurong_web/zhurong_voice7,8,1,0,0,1,0,70,1,0.1,
540050501,partner_sound/zhurong_web/zhurong_voice8,2,1,0,0,1,0,70,1,0.5,
540050601,partner_sound/zhurong_web/zhurong_voice9,1,1,0,0,1,0,70,1,0.5,
540050701,partner_sound/zhurong_web/zhurong_voice10,4,1,0,0,1,0,70,1,0.2,
540050801,partner_sound/zhurong_web/zhurong_voice11,3,1,0,0,1,0,70,1,0.2,
540050901,partner_sound/zhurong_web/zhurong_voice12,4,1,0,0,1,0,70,1,0.2,
540051001,partner_sound/zhurong_web/zhurong_voice13,4,1,0,0,1,0,70,1,0.2,
540051101,partner_sound/zhurong_web/zhurong_voice14,7,1,0,0,1,0,70,1,0.2,
540051102,partner_sound/zhurong_web/zhurong_voice15,4,1,0,0,1,0,70,1,0.2,
540051301,partner_sound/zhurong_web/zhurong_voice17,6,1,0,0,1,0,70,1,0.2,
540051401,partner_sound/zhurong_web/zhurong_voice18,8,1,0,0,1,0,70,1,0.2,
540051501,partner_sound/zhurong_web/zhurong_voice19,5,1,0,0,1,0,70,1,0.2,
540051502,partner_sound/zhurong_web/zhurong_voice20,13,1,0,0,1,0,70,1,0.2,
540051503,partner_sound/zhurong_web/zhurong_voice21,11,1,0,0,1,0,70,1,0.2,
540051504,partner_sound/zhurong_web/zhurong_voice22,14,1,0,0,1,0,70,1,0.2,
540051601,partner_sound/zhurong_web/zhurong_voice23,19,1,0,0,1,0,70,1,0.2,
540051701,partner_sound/zhurong_web/zhurong_voice25,5,1,0,0,1,0,70,1,0.2,
540051801,partner_sound/zhurong_web/zhurong_voice24,6,1,0,0,1,0,70,1,0.2,
540051901,partner_sound/zhurong_web/zhurong_voice26,9,1,0,0,1,0,70,1,0.2,
540052001,partner_sound/zhurong_web/zhurong_voice27,6,1,0,0,1,0,70,1,0.2,
540052101,partner_sound/zhurong_web/zhurong_voice28,8,1,0,0,1,0,70,1,0.2,
540052201,partner_sound/zhurong_web/zhurong_voice29,11,1,0,0,1,0,70,1,0.2,
540052301,partner_sound/zhurong_web/zhurong_voice30,3,1,0,0,1,0,70,1,0.2,
540052401,partner_sound/zhurong_web/zhurong_voice31,8,1,0,0,1,0,70,1,0.2,
540052501,partner_sound/zhurong_web/zhurong_voice32,5,1,0,0,1,0,70,1,0.2,
540052601,partner_sound/zhurong_web/zhurong_voice33,5,1,0,0,1,0,70,1,0.2,
540052801,partner_sound/zhurong_web/zhurong_voice16,4,1,0,0,1,0,70,1,0.2,
540060201,partner_sound/guohuan_web/guohuan_voice1,4,1,0,0,1,0,70,1,0.1,
540060202,partner_sound/guohuan_web/guohuan_voice2,9,1,0,0,1,-1,70,1,0.1,
540060203,partner_sound/guohuan_web/guohuan_voice3,8,1,0,0,1,-1,70,1,0.1,
540060204,partner_sound/guohuan_web/guohuan_voice4,10,1,0,0,1,-1,70,1,0.1,
540060205,partner_sound/guohuan_web/guohuan_voice5,5,1,0,0,1,-1,70,1,0.1,
540060301,partner_sound/guohuan_web/guohuan_voice6,3,1,0,0,1,-1,70,1,0.1,
540060401,partner_sound/guohuan_web/guohuan_voice7,11,1,0,0,1,0,70,1,0.1,
540060501,partner_sound/guohuan_web/guohuan_voice8,2,1,0,0,1,0,70,1,0.5,
540060601,partner_sound/guohuan_web/guohuan_voice9,1,1,0,0,1,0,70,1,0.5,
540060701,partner_sound/guohuan_web/guohuan_voice10,3,1,0,0,1,0,70,1,0.2,
540060801,partner_sound/guohuan_web/guohuan_voice11,5,1,0,0,1,0,70,1,0.2,
540060901,partner_sound/guohuan_web/guohuan_voice12,5,1,0,0,1,0,70,1,0.2,
540061001,partner_sound/guohuan_web/guohuan_voice13,3,1,0,0,1,0,70,1,0.2,
540061101,partner_sound/guohuan_web/guohuan_voice14,5,1,0,0,1,0,70,1,0.2,
540061102,partner_sound/guohuan_web/guohuan_voice15,5,1,0,0,1,0,70,1,0.2,
540061301,partner_sound/guohuan_web/guohuan_voice17,4,1,0,0,1,0,70,1,0.2,
540061401,partner_sound/guohuan_web/guohuan_voice18,4,1,0,0,1,0,70,1,0.2,
540061501,partner_sound/guohuan_web/guohuan_voice19,8,1,0,0,1,0,70,1,0.2,
540061502,partner_sound/guohuan_web/guohuan_voice20,7,1,0,0,1,0,70,1,0.2,
540061503,partner_sound/guohuan_web/guohuan_voice21,18,1,0,0,1,0,70,1,0.2,
540061504,partner_sound/guohuan_web/guohuan_voice22,12,1,0,0,1,0,70,1,0.2,
540061601,partner_sound/guohuan_web/guohuan_voice23,9,1,0,0,1,0,70,1,0.2,
540061701,partner_sound/guohuan_web/guohuan_voice25,3,1,0,0,1,0,70,1,0.2,
540061801,partner_sound/guohuan_web/guohuan_voice24,6,1,0,0,1,0,70,1,0.2,
540061901,partner_sound/guohuan_web/guohuan_voice26,5,1,0,0,1,0,70,1,0.2,
540062001,partner_sound/guohuan_web/guohuan_voice27,8,1,0,0,1,0,70,1,0.2,
540062101,partner_sound/guohuan_web/guohuan_voice28,4,1,0,0,1,0,70,1,0.2,
540062201,partner_sound/guohuan_web/guohuan_voice29,6,1,0,0,1,0,70,1,0.2,
540062301,partner_sound/guohuan_web/guohuan_voice30,4,1,0,0,1,0,70,1,0.2,
540062401,partner_sound/guohuan_web/guohuan_voice31,8,1,0,0,1,0,70,1,0.2,
540062501,partner_sound/guohuan_web/guohuan_voice32,11,1,0,0,1,0,70,1,0.2,
540062601,partner_sound/guohuan_web/guohuan_voice33,5,1,0,0,1,0,70,1,0.2,
540062801,partner_sound/guohuan_web/guohuan_voice16,5,1,0,0,1,0,70,1,0.2,
540070201,partner_sound/lvmeng_web/lvmeng_voice1,6,1,0,0,1,0,70,1,0.1,
540070202,partner_sound/lvmeng_web/lvmeng_voice2,5,1,0,0,1,0,70,1,0.1,
540070203,partner_sound/lvmeng_web/lvmeng_voice3,5,1,0,0,1,0,70,1,0.1,
540070204,partner_sound/lvmeng_web/lvmeng_voice4,5,1,0,0,1,0,70,1,0.1,
540070205,partner_sound/lvmeng_web/lvmeng_voice5,8,1,0,0,1,0,70,1,0.1,
540070301,partner_sound/lvmeng_web/lvmeng_voice6,2,1,0,0,1,0,70,1,0.1,
540070401,partner_sound/lvmeng_web/lvmeng_voice7,11,1,0,0,1,0,70,1,0.1,
540070501,partner_sound/lvmeng_web/lvmeng_voice8,6,1,0,0,1,0,70,1,0.5,
540070601,partner_sound/lvmeng_web/lvmeng_voice9,1,1,0,0,1,0,70,1,0.5,
540070701,partner_sound/lvmeng_web/lvmeng_voice10,2,1,0,0,1,0,70,1,0.2,
540070801,partner_sound/lvmeng_web/lvmeng_voice11,4,1,0,0,1,0,70,1,0.2,
540070901,partner_sound/lvmeng_web/lvmeng_voice12,6,1,0,0,1,0,70,1,0.2,
540071001,partner_sound/lvmeng_web/lvmeng_voice13,5,1,0,0,1,0,70,1,0.2,
540071101,partner_sound/lvmeng_web/lvmeng_voice14,4,1,0,0,1,0,70,1,0.2,
540071102,partner_sound/lvmeng_web/lvmeng_voice15,3,1,0,0,1,0,70,1,0.2,
540071301,partner_sound/lvmeng_web/lvmeng_voice17,2,1,0,0,1,0,70,1,0.2,
540071401,partner_sound/lvmeng_web/lvmeng_voice18,5,1,0,0,1,0,70,1,0.2,
540071501,partner_sound/lvmeng_web/lvmeng_voice19,7,1,0,0,1,0,70,1,0.2,
540071502,partner_sound/lvmeng_web/lvmeng_voice20,12,1,0,0,1,0,70,1,0.2,
540071503,partner_sound/lvmeng_web/lvmeng_voice21,7,1,0,0,1,0,70,1,0.2,
540071504,partner_sound/lvmeng_web/lvmeng_voice22,12,1,0,0,1,0,70,1,0.2,
540071601,partner_sound/lvmeng_web/lvmeng_voice23,4,1,0,0,1,0,70,1,0.2,
540071701,partner_sound/lvmeng_web/lvmeng_voice25,4,1,0,0,1,0,70,1,0.2,
540071801,partner_sound/lvmeng_web/lvmeng_voice24,5,1,0,0,1,0,70,1,0.2,
540071901,partner_sound/lvmeng_web/lvmeng_voice26,5,1,0,0,1,0,70,1,0.2,
540072001,partner_sound/lvmeng_web/lvmeng_voice27,5,1,0,0,1,0,70,1,0.2,
540072101,partner_sound/lvmeng_web/lvmeng_voice28,3,1,0,0,1,0,70,1,0.2,
540072201,partner_sound/lvmeng_web/lvmeng_voice29,5,1,0,0,1,0,70,1,0.2,
540072301,partner_sound/lvmeng_web/lvmeng_voice30,5,1,0,0,1,0,70,1,0.2,
540072401,partner_sound/lvmeng_web/lvmeng_voice31,3,1,0,0,1,0,70,1,0.2,
540072501,partner_sound/lvmeng_web/lvmeng_voice32,6,1,0,0,1,0,70,1,0.2,
540072601,partner_sound/lvmeng_web/lvmeng_voice33,8,1,0,0,1,0,70,1,0.2,
540072801,partner_sound/lvmeng_web/lvmeng_voice16,3,1,0,0,1,0,70,1,0.2,
540080201,partner_sound/zhugeliang_web/zhugeliang_voice1,5,1,0,0,1,0,70,1,0.1,
540080202,partner_sound/zhugeliang_web/zhugeliang_voice2,12,1,0,0,1,0,70,1,0.1,
540080203,partner_sound/zhugeliang_web/zhugeliang_voice3,13,1,0,0,1,0,70,1,0.1,
540080204,partner_sound/zhugeliang_web/zhugeliang_voice4,8,1,0,0,1,0,70,1,0.1,
540080205,partner_sound/zhugeliang_web/zhugeliang_voice5,6,1,0,0,1,0,70,1,0.1,
540080301,partner_sound/zhugeliang_web/zhugeliang_voice6,4,1,0,0,1,0,70,1,0.1,
540080401,partner_sound/zhugeliang_web/zhugeliang_voice7,19,1,0,0,1,0,70,1,0.1,
540080501,partner_sound/zhugeliang_web/zhugeliang_voice8,5,1,0,0,1,0,70,1,0.5,
540080601,partner_sound/zhugeliang_web/zhugeliang_voice9,2,1,0,0,1,0,70,1,0.5,
540080701,partner_sound/zhugeliang_web/zhugeliang_voice10,5,1,0,0,1,0,70,1,0.2,
540080801,partner_sound/zhugeliang_web/zhugeliang_voice11,6,1,0,0,1,0,70,1,0.2,
540080901,partner_sound/zhugeliang_web/zhugeliang_voice12,6,1,0,0,1,0,70,1,0.2,
540081001,partner_sound/zhugeliang_web/zhugeliang_voice13,12,1,0,0,1,0,70,1,0.2,
540081101,partner_sound/zhugeliang_web/zhugeliang_voice14,4,1,0,0,1,0,70,1,0.2,
540081102,partner_sound/zhugeliang_web/zhugeliang_voice15,5,1,0,0,1,0,70,1,0.2,
540081301,partner_sound/zhugeliang_web/zhugeliang_voice17,6,1,0,0,1,0,70,1,0.2,
540081401,partner_sound/zhugeliang_web/zhugeliang_voice18,12,1,0,0,1,0,70,1,0.2,
540081501,partner_sound/zhugeliang_web/zhugeliang_voice19,10,1,0,0,1,0,70,1,0.2,
540081502,partner_sound/zhugeliang_web/zhugeliang_voice20,14,1,0,0,1,0,70,1,0.2,
540081503,partner_sound/zhugeliang_web/zhugeliang_voice21,14,1,0,0,1,0,70,1,0.2,
540081504,partner_sound/zhugeliang_web/zhugeliang_voice22,14,1,0,0,1,0,70,1,0.2,
540081601,partner_sound/zhugeliang_web/zhugeliang_voice23,19,1,0,0,1,0,70,1,0.2,
540081701,partner_sound/zhugeliang_web/zhugeliang_voice25,4,1,0,0,1,0,70,1,0.2,
540081801,partner_sound/zhugeliang_web/zhugeliang_voice24,5,1,0,0,1,0,70,1,0.2,
540081901,partner_sound/zhugeliang_web/zhugeliang_voice26,14,1,0,0,1,0,70,1,0.2,
540082001,partner_sound/zhugeliang_web/zhugeliang_voice27,12,1,0,0,1,0,70,1,0.2,
540082101,partner_sound/zhugeliang_web/zhugeliang_voice28,11,1,0,0,1,0,70,1,0.2,
540082201,partner_sound/zhugeliang_web/zhugeliang_voice29,12,1,0,0,1,0,70,1,0.2,
540082301,partner_sound/zhugeliang_web/zhugeliang_voice30,5,1,0,0,1,0,70,1,0.2,
540082401,partner_sound/zhugeliang_web/zhugeliang_voice31,4,1,0,0,1,0,70,1,0.2,
540082501,partner_sound/zhugeliang_web/zhugeliang_voice32,14,1,0,0,1,0,70,1,0.2,
540082601,partner_sound/zhugeliang_web/zhugeliang_voice33,6,1,0,0,1,0,70,1,0.2,
540082801,partner_sound/zhugeliang_web/zhugeliang_voice16,4,1,0,0,1,0,70,1,0.2,
540090201,partner_sound/sunshangxiang_web/sunshangxiang_voice1,4,1,0,0,1,0,70,1,0.1,
540090202,partner_sound/sunshangxiang_web/sunshangxiang_voice2,12,1,0,0,1,0,70,1,0.1,
540090203,partner_sound/sunshangxiang_web/sunshangxiang_voice3,9,1,0,0,1,0,70,1,0.1,
540090204,partner_sound/sunshangxiang_web/sunshangxiang_voice4,5,1,0,0,1,0,70,1,0.1,
540090205,partner_sound/sunshangxiang_web/sunshangxiang_voice5,6,1,0,0,1,0,70,1,0.1,
540090301,partner_sound/sunshangxiang_web/sunshangxiang_voice6,3,1,0,0,1,0,70,1,0.1,
540090401,partner_sound/sunshangxiang_web/sunshangxiang_voice7,7,1,0,0,1,0,70,1,0.1,
540090501,partner_sound/sunshangxiang_web/sunshangxiang_voice8,4,1,0,0,1,0,70,1,0.5,
540090601,partner_sound/sunshangxiang_web/sunshangxiang_voice9,2,1,0,0,1,0,70,1,0.5,
540090701,partner_sound/sunshangxiang_web/sunshangxiang_voice10,2,1,0,0,1,0,70,1,0.2,
540090801,partner_sound/sunshangxiang_web/sunshangxiang_voice11,4,1,0,0,1,0,70,1,0.2,
540090901,partner_sound/sunshangxiang_web/sunshangxiang_voice12,6,1,0,0,1,0,70,1,0.2,
540091001,partner_sound/sunshangxiang_web/sunshangxiang_voice13,6,1,0,0,1,0,70,1,0.2,
540091101,partner_sound/sunshangxiang_web/sunshangxiang_voice14,4,1,0,0,1,0,70,1,0.2,
540091102,partner_sound/sunshangxiang_web/sunshangxiang_voice15,5,1,0,0,1,0,70,1,0.2,
540091301,partner_sound/sunshangxiang_web/sunshangxiang_voice17,5,1,0,0,1,0,70,1,0.2,
540091401,partner_sound/sunshangxiang_web/sunshangxiang_voice18,7,1,0,0,1,0,70,1,0.2,
540091501,partner_sound/sunshangxiang_web/sunshangxiang_voice19,9,1,0,0,1,0,70,1,0.2,
540091502,partner_sound/sunshangxiang_web/sunshangxiang_voice20,8,1,0,0,1,0,70,1,0.2,
540091503,partner_sound/sunshangxiang_web/sunshangxiang_voice21,7,1,0,0,1,0,70,1,0.2,
540091504,partner_sound/sunshangxiang_web/sunshangxiang_voice22,12,1,0,0,1,0,70,1,0.2,
540091601,partner_sound/sunshangxiang_web/sunshangxiang_voice23,7,1,0,0,1,0,70,1,0.2,
540091701,partner_sound/sunshangxiang_web/sunshangxiang_voice25,7,1,0,0,1,0,70,1,0.2,
