id,name,awards,dropbox_ids
10165,-1,8#50|2#50|36#3,
10166,-1,8#250|2#250|20#3|940001#120,
10167,-1,8#1000|2#1000|36#30|940004#50,
10168,-1,8#50|2#50|36#3,
10169,-1,8#250|2#250|36#8|35#20,
10170,-1,8#1000|2#1000|36#30|115#30,
10171,-1,8#50|2#50|36#3,
10172,-1,8#500|2#500|20#5|940002#50,
10173,-1,8#1500|2#1500|20#12|956001#50,
10174,-1,8#50|2#50|36#3,
10175,-1,8#1000|2#1000|29#10|4103001#1,
10176,-1,8#1500|2#1500|36#40|10#15000,
10177,-1,8#2500|36#80|4101017#1,
10178,-1,8#5000|36#180|4102016#1,
10179,-1,43#20|69#20|24#10,
10180,-1,8#500|2#550|940002#100|1#7000000|9#7000000,
10181,-1,8#1500|2#1650|940004#50|940002#150|4204007#1,
10182,-1,8#2500|2#2750|198#16000|199#7000|93#2,
10183,-1,8#3500|2#3850|4102007#1|940004#100|1#40000000,
10184,-1,8#5000|2#5500|4102008#1|4204007#2|47#5,
10035,-1,930179#50|9#300000|10#500|8#50,
10185,-1,8#2500|2#5500|189#30|200#350|36#50|4101024#1,
10186,-1,2#1000|8#1000,
10187,-1,8#250|930179#50|940013#100|4203001#3,
10188,-1,8#500|7065#1|940013#200|4203001#6,
10189,-1,8#1500,
10190,-1,2#1000|8#1000,
10191,-1,8#1000,
10192,-1,8#1500,
10193,-1,8#2500,
10194,-1,8#1500|2#1500|35#40|36#30|114#200,
10195,-1,8#500|202#10|4203002#1|2#500,
10196,-1,8#1500|202#30|4203002#4|2#1500,
10197,-1,8#2500|202#50|4203002#7|2#2500,
20001,-1,1062#1|2062#1|3062#1|4062#1,
20002,-1,1063#1|2063#1|3063#1|4063#1,
20003,-1,956001#25,
10039,-1,8#500,
10040,-1,8#50,
10041,-1,8#200,
10042,-1,8#500,
10113,-1,2#40|940002#8,
10043,-1,2#330|36#6|14#6000|8#250,
10044,-1,2#660|36#12|1#25000000|8#500,
10045,-1,2#1980|36#20|9#60000000|8#1500,
10046,-1,2#2970|36#30|10#50000|8#2500,
10047,-1,2#4500|198#15000|199#2500|8#3500,
10048,-1,2#5000|4102007#1|9#100000000|8#4000,
10199,-1,2#5500|20#30|47#5|8#5000,
10110,-1,2#20|940002#3,
10049,-1,36#10|1#10000000|9#10000000|8#500,
10050,-1,36#20|4204004#1|14#10000|8#1000,
10051,-1,940002#200|940004#50|8#2500,
10052,-1,4102007#1|198#3000|199#800|8#3500,
10090,-1,93#2|2#7777|8#4000,
10087,-1,93#3|2#9999|29#10|8#5000,
10098,-1,2#20|940002#2,
10099,-1,2#50|940002#10|8#50,
10100,-1,2#150|36#2|115#4|8#100,
10101,-1,2#250|14#350|1#2000000|115#6|8#250,
10102,-1,2#250|14#350|9#2000000|116#6|8#250,
10103,-1,2#250|14#350|10#3000|8#250,
10104,-1,2#250|26#500|27#180|8#250|29#1,
10198,-1,2#250|198#600|199#180|8#250,
10056,-1,8#250|2#888|189#2|9#10000000|200#30,
10071,-1,7193#1|8#2500|2#2750|189#20|200#350,
10057,-1,8#250|2#888|20#2|9#10000000|247#7,
10065,-1,7186#1|8#2500|2#2750|20#18|247#75,
10084,-1,8#250|2#888|189#2|1#10000000|200#30,
10085,-1,8#3500|2#3850|189#28|73#35|200#490,
10125,-1,8#250|2#888|940002#50|1#10000000|247#7,
10126,-1,8#3500|2#3850|20#25|940006#100|247#105,
10144,-1,8#250|2#888|75#60|9#10000000,
10145,-1,7190#1|8#2500|2#2750|75#350,
10146,-1,8#250|2#888|35#20|940002#50,
10147,-1,8#3500|2#3850|35#210|252#1,
30001,-1,,800001|800002
30002,-1,,800003|800004
30003,-1,,800005
30004,-1,,800006|800006|800006|800006|800006
30005,-1,,800007
30006,-1,1166#1|2166#1|3166#1|4166#1,
30007,-1,1266#1|2266#1|3266#1|4266#1,
30008,-1,1366#1|2366#1|3366#1|4366#1,
30009,-1,1466#1|2466#1|3466#1|4466#1,
30010,-1,1566#1|2566#1|3566#1|4566#1,
30011,-1,,800008
30012,-1,,800009
30013,-1,,800010
30014,-1,,800011
30015,-1,,800012
30016,-1,,800016
30017,-1,198#8000|199#2500,
30018,-1,,800018
30019,-1,,800019
30020,-1,198#15000|199#2000,
30021,-1,1064#1|2064#1|3064#1|4064#1,
30022,-1,1065#1|2065#1|3065#1|4065#1,
30023,-1,1066#1|2066#1|3066#1|4066#1,
40001,-1,,
40002,-1,,
40003,-1,,
41001,-1,,
41002,-1,,
41003,-1,,
10064,-1,930099#50|6103#1|2#1530|8#500,
10066,-1,45#1|8#1000,
10067,-1,36#15|20#5|8#500,
10070,-1,8#1000,
50001,-1,2#2500,
51001,-1,2#188,
51002,-1,36#10,
51003,-1,36#3,
51004,-1,20#3,
51005,-1,940002#50,
51006,-1,36#5,
51007,-1,36#5,
51008,-1,2#2500,
51009,-1,36#10,
51012,-1,2#1500,
51013,-1,2#777,
52001,-1,2#816|36#10,
52002,-1,36#30,
52004,-1,2#500|36#5,
52005,-1,2#816|36#10,
10072,-1,8#1000,
10073,-1,8#2500|36#100|194#100,
10077,-1,8#5000|36#200|194#200,
50002,-1,36#6|940001#30|1#2000000|9#1000000,
10074,-1,8#500,
10075,-1,8#1500|45#2|43#200,
10076,-1,8#500,
10105,-1,8#1000|20001063#1,
10106,-1,8#750,
10107,-1,8#1000|117#2000|8061#1,
10108,-1,8#1500|117#2000|8061#1,
10114,-1,2#1000|8#1000,
10115,-1,2#20|247#20|940002#4,
10121,-1,2#20|247#20|940001#30,
10116,-1,2#550|247#10|8#500,
10117,-1,2#1650|247#30|8#1500,
10118,-1,2#2750|247#50|8#2500,
10119,-1,2#3850|247#70|8#3500,
10148,-1,2#5500|247#100|8#5000,
10120,-1,2#825|8#750|36#20,
10122,-1,8#750,
10123,-1,8#1000|117#2000|8054#1,
10124,-1,8#1500|117#2000|8054#1,
10127,-1,2#275|8#250|115#2|14#1000,
10128,-1,2#275|8#250|116#2|10#1000,
10129,-1,8#500|8038#1|154#18|2#550|20#2|75#50,
10130,-1,8#5000|2#5500|180#350|29#25,
10131,-1,8#2500|2#2750|180#175|29#12,
10132,-1,8#1000|2#1100|180#70|29#5,
10133,-1,8#250|2#275|180#25|29#1,
10134,-1,8#50|2#55|180#10,
10135,-1,4103001#1|8#2500|2#5555|36#50|20#20,
10136,-1,4103002#1|8#3500|2#7777|36#70|20#30,
10137,-1,2#900|8#750,
10138,-1,8#1000,
10139,-1,2#500|45#1|206#5|8#500,
10140,-1,7081#1|930091#50|206#5|8#500,
10202,-1,2#5000|36#50|206#25|8#2500,
10203,-1,2#10000|36#100|206#50|8#5000,
10141,-1,8#500,
10142,-1,8#1000,
10143,-1,8#1500,
10282,-1,8#2500,
10204,-1,26#900|27#180|216#90|8#250,
10205,-1,26#1800|27#360|216#180|8#500,
10206,-1,26#5400|27#1080|216#540|8#1500,
10207,-1,26#9000|27#1800|216#900|8#2500,
10208,-1,26#18000|27#3600|216#1800|8#5000,
10209,-1,8#1500|219#3|189#18|4101017#1,
10210,-1,8#5000|220#2|189#66|4102016#1,
10211,-1,8#5000|220#2|2#5000|36#150,
10212,-1,8#2500|220#1|2#2500|36#50|4302007#1,
10213,-1,8#1500|219#3|2#1500|36#30|20#5,
10214,-1,2#20|34#1,
10215,-1,2#20|10#20,
10216,-1,8#100|2#200|1#65000|4#515,
10217,-1,8#100|2#200|1#65000|4#515,
10218,-1,8#100|2#200|1#70000|4#520,
10219,-1,8#100|2#200|1#70000|4#520,
10220,-1,8#100|2#200|1#75000|4#525,
10221,-1,8#100|2#200|1#75000|4#525,
10222,-1,8#100|2#200|1#80000|4#530,
10223,-1,8#100|2#200|1#85000|4#535,
10224,-1,8#100|2#200|1#90000|4#540,
10225,-1,8#100|2#200|1#95000|4#545,
10226,-1,8#100|2#200|1#100000|4#550,
10227,-1,8#100|2#200|1#105000|4#555,
10228,-1,8#100|2#200|1#110000|4#560,
10229,-1,8#100|2#200|1#115000|4#565,
10230,-1,8#100|2#200|1#120000|4#570,
10231,-1,8#100|2#200|1#125000|4#575,
10232,-1,8#100|2#200|1#130000|4#580,
10233,-1,8#100|2#200|1#135000|4#585,
10234,-1,8#100|2#200|1#140000|4#590,
10235,-1,8#100|2#200|1#145000|4#595,
10236,-1,8#100|2#200|1#150000|4#600,
10237,-1,8#2500|2#2500|4202003#1|4#2650,
10238,-1,8#2500|2#2500|4202003#1|4#2650,
10239,-1,8#2500|2#2500|4202003#1|4#2700,
10240,-1,8#2500|2#2500|4202003#1|4#2700,
10241,-1,8#2500|2#2500|4202003#1|4#2750,
10242,-1,8#2500|2#2500|4202003#1|4#2750,
10243,-1,8#2500|2#2500|4202003#1|4#2800,
10244,-1,8#2500|2#2500|4202003#1|4#2850,
10245,-1,8#2500|2#2500|4202003#1|4#2900,
10246,-1,8#2500|2#2500|4202003#1|4#2950,
10247,-1,8#2500|2#2500|4202003#1|4#3000,
10248,-1,8#2500|2#2500|4202003#1|4#3050,
10249,-1,8#2500|2#2500|4202003#1|4#3100,
10250,-1,8#2500|2#2500|4202003#1|4#3150,
10251,-1,8#2500|2#2500|4202003#1|4#3200,
10252,-1,8#2500|2#2500|4202003#1|4#3250,
10253,-1,8#2500|2#2500|4202003#1|4#3300,
10254,-1,8#2500|2#2500|4202003#1|4#3350,
10255,-1,8#2500|2#2500|4202003#1|4#3400,
10256,-1,8#2500|2#2500|4202003#1|4#3450,
10257,-1,8#2500|2#2500|4202003#1|4#3500,
10258,-1,,1210101
10259,-1,8#100|2#200|1#50000|4#500,
10260,-1,8#100|2#200|1#50000|4#500,
10261,-1,8#100|2#200|1#55000|4#505,
10262,-1,8#100|2#200|1#55000|4#505,
10263,-1,8#100|2#200|1#60000|4#510,
10264,-1,8#100|2#200|1#60000|4#510,
10265,-1,8#2500|2#2500|4202003#1|4#2500,
10266,-1,8#2500|2#2500|4202003#1|4#2500,
10267,-1,8#2500|2#2500|4202003#1|4#2550,
10268,-1,8#2500|2#2500|4202003#1|4#2550,
10269,-1,8#2500|2#2500|4202003#1|4#2600,
10270,-1,8#2500|2#2500|4202003#1|4#2600,
10271,-1,8#250|2#250|231#50|1#1000000|9#1000000,
10272,-1,8#250|2#250|231#50|10#1000|14#500,
10273,-1,8#500|2#500|231#100|29#3|25#5,
10274,-1,8#1000|2#1000|231#200|36#10|20#2,
10276,-1,8#1500|235#9|36#20|2#1500,
10277,-1,8#3500|235#21|940034#50|2#3500,
10278,-1,8#5000|235#30|940034#100|2#5000,
10279,-1,8#2500,
10280,-1,8#1000,
10281,-1,8#250,
10285,-1,8#1000|2#2000|239#150|240#1,
10286,-1,8#250|2#275|239#30|238#1|29#2,
10287,-1,8#1500|2#1650|239#90|238#6|29#10,
10288,-1,8#2500|2#2750|239#150|238#10|29#15,
10289,-1,8#4000|2#4400|239#240|238#16|29#20,
10290,-1,8#5000|2#5500|239#300|238#20|29#25,
10293,-1,8#50|2#50|231#10|36#1|4201013#1,
10294,-1,8#250|2#250|231#50|36#2|4201014#1,
10295,-1,8#500|2#500|231#100|20#3|29#1,
10296,-1,8#1000|2#1000|231#200|36#15|20#2,
10297,-1,8#1500|2#1500|4#5000|4202005#1,
10298,-1,,1210102
10299,-1,8#1500,
10300,-1,8#2500,
10301,-1,8#1500,
10302,-1,,
10303,-1,,
10304,-1,8#500|247#30|36#33|2#3333|4203001#3|4204011#3|4205002#3,
10305,-1,8#1000|247#60|20#20|2#6500|4203001#6|4204011#6|4205002#6,
1010101,-1,8#100|940002#50|9#550000|35#10,
1010201,-1,8#250|2#1500|20#5|25#10,
1010301,-1,8#500|36#40|9#5500000|25#10,
1010401,-1,8#500|2#500|940004#50|36#10,
1010402,-1,8#1500|2#1500|940004#150|36#30,
1010403,-1,8#2500|2#2500|940004#250|36#50,
1010404,-1,8#3500|2#3500|940004#350|36#70,
1010501,-1,8#500|2#500|93#1|26#2000,
1010502,-1,8#1500|2#1500|93#2|26#5000,
1010503,-1,8#2500|2#2500|93#3|26#8000,
1010504,-1,8#3500|2#3500|93#4|26#12000,
1010601,-1,8#500|2#1100|29#5|4102007#1,
1010602,-1,8#1500|2#3300|29#25|4102007#1,
1010603,-1,8#2500|2#5500|29#25|4102007#2,
1010604,-1,8#3500|2#7700|29#50|4102007#2,
1030101,-1,8#250|2#550|4203005#2|940001#90,
1030102,-1,8#500|2#1100|4203005#4|940001#180,
1030103,-1,8#1000|2#2200|4203005#8|940001#360,
1040101,-1,8#500|2#1100|4203005#7,
1040102,-1,8#1000|2#2200|4203005#12,
1040103,-1,8#1500|2#3300|4203005#18,
1050101,-1,8#250|9#25000000|10#2000,
1050102,-1,8#500|9#40000000|10#4000,
1050103,-1,8#1000|9#60000000|10#8000,
1060101,-1,8#250|1#30000000|2#500,
1060102,-1,8#500|1#50000000|2#1000,
1060103,-1,8#1000|1#70000000|2#2000,
1070101,-1,8#500|2#1500|36#35|940002#50,
1070102,-1,8#1000|2#3000|36#70|940002#100,
1070103,-1,8#1500|2#4500|36#105|940002#150,
1070201,-1,8#500|2#1500|20#12|242#1,
1070202,-1,8#1000|2#3000|20#24|242#2,
1070203,-1,8#1500|2#4500|20#36|243#1,
1070301,-1,8#500|36#20|20#10|35#15,
1070302,-1,8#1000|36#40|20#20|35#30,
1070303,-1,8#2500|36#100|20#50|35#75,
1070401,-1,8#500|2#1500|29#15|940004#50,
1070402,-1,8#1000|2#3000|29#30|940004#100,
1070403,-1,8#1500|2#4500|29#45|940004#150,
1070501,-1,8#500|242#1|955099#50|940002#50,
1070502,-1,8#1000|242#2|955099#100|940002#100,
1070503,-1,8#1500|243#1|956001#50|940002#150,
1070601,-1,8#500|2#1500|4202004#4,
1070602,-1,8#1000|2#3000|4202004#8,
1070603,-1,8#2500|2#7500|4202004#20,
1070701,-1,8#500|243#1|955099#50,
1070702,-1,8#1000|243#2|955099#100,
1070703,-1,8#1500|244#1|956001#50,
1070801,-1,8#500|2#1500|93#1|4202004#1,
1070802,-1,8#1000|2#3000|93#2|4202004#2,
1070803,-1,8#1500|2#4500|93#3|4202004#3,
1071001,-1,8#50|2#150|36#5,
1071002,-1,8#250|2#750|36#25,
1071101,-1,8#100|2#300|36#10,
1071102,-1,8#250|2#750|36#25,
1080101,-1,8#500|2#2500|940002#100|940001#210,
1080102,-1,8#1000|2#5000|940002#200|940001#420,
1080103,-1,8#1500|2#7500|940004#200|940001#630,
1080201,-1,8#500|2#2500|243#1|10#6000,
1080202,-1,8#1000|2#5000|243#2|10#12000,
1080203,-1,8#1500|2#7500|244#1|10#18000,
1080301,-1,8#500|940004#50|93#1,
1080302,-1,8#1000|940004#100|93#2,
1080303,-1,8#2500|940004#250|93#5,
1080401,-1,8#500|2#2500|940006#50|14#1500,
1080402,-1,8#1000|2#5000|940006#100|14#3000,
1080403,-1,8#1500|2#7500|940006#150|14#4500,
1080501,-1,8#500|2#2500|940005#50|10#1500,
1080502,-1,8#1000|2#5000|940005#100|10#3000,
1080503,-1,8#2500|2#12500|940005#250|10#7500,
1080601,-1,8#500|2#1500|955099#50|940002#50,
1080602,-1,8#1000|2#3000|955099#50|940002#200,
1080603,-1,8#2500|2#7500|956099#50|4102007#1,
1080701,-1,8#500|243#1|940002#100,
1080702,-1,8#1000|243#2|940002#200,
1080703,-1,8#1500|244#1|4102007#1,
1080801,-1,8#500|2#2500|243#1|14#4000,
1080802,-1,8#1000|2#5000|243#2|14#8000,
1080803,-1,8#2500|2#12500|244#1|14#30000,
1080901,-1,8#500|2#2500|93#1,
1080902,-1,8#1000|2#5000|93#2,
1080903,-1,8#2500|2#12500|93#5,
1010701,-1,8#500|2#888|36#20|14#6000,
1010702,-1,8#1500|2#2888|36#50|14#20000,
1010703,-1,8#2500|2#4888|36#70|14#30000,
1010704,-1,8#3500|2#6888|36#90|14#40000,
1010801,-1,8#500|2#888|36#10|93#1,
1010802,-1,8#1500|2#2888|36#30|93#2,
1010803,-1,8#2500|2#4888|36#50|93#3,
1010804,-1,8#3500|2#6888|36#70|93#4,
1010901,-1,8#500|2#888|36#15|20#3,
1010902,-1,8#1500|2#2888|36#45|20#9,
1010903,-1,8#2500|2#4888|36#75|20#15,
1010904,-1,8#3500|2#6888|36#100|20#20,
1011001,-1,8#500|2#888|36#15|20#3,
1011002,-1,8#1500|2#2888|36#45|20#9,
1011003,-1,8#2500|2#4888|36#75|20#15,
1011004,-1,8#3500|2#6888|36#100|20#20,
1050104,-1,8#1500|9#120000000|10#12000,
1050105,-1,8#2500|9#250000000|10#20000,
1060104,-1,8#1500|1#120000000|2#3000,
1060105,-1,8#2500|1#250000000|2#5000,
1081001,-1,8#500|2#2500|940002#100,
1081002,-1,8#1000|2#5000|940004#150,
1081003,-1,8#2500|2#12500|4102008#1,
1081101,-1,8#500|2#2500|940004#50|1#5000000,
1081102,-1,8#1000|2#5000|940004#100|1#10000000,
1081103,-1,8#2500|2#12500|4102008#1|1#10000000,
1081201,-1,8#500|2#2500|243#1|10#4000,
1081202,-1,8#1000|2#5000|243#2|10#8000,
1081203,-1,8#2500|2#12500|244#1|10#30000,
1081301,-1,8#500|2#2500|940004#50|9#5000000,
1081302,-1,8#1000|2#5000|940004#100|9#10000000,
1081303,-1,8#2500|2#12500|4102008#1|9#10000000,
1090101,-1,8#1500|36#50,
1090102,-1,8#2500|36#80,
1090103,-1,8#5000|36#160,
1090201,-1,8#1500|36#50,
1090202,-1,8#2500|36#80,
1090203,-1,8#5000|36#160,
1090301,-1,8#1500|36#50,
1090302,-1,8#2500|36#80,
1090303,-1,8#5000|36#160,
2010001,-1,2#100|940001#60,
2010002,-1,2#188|940002#50,
2020001,-1,2#188|36#10,
1100101,-1,8#2500|940031#50|940011#100|4203004#1,
1100102,-1,8#2500|940032#50|940012#100|4203004#1,
1100103,-1,8#2500|940033#50|940013#100|4203004#1,
1100104,-1,8#2500|940034#50|940014#100|4203004#1,
1100201,-1,8#3500|940031#50|940004#150|4203004#2,
1100202,-1,8#3500|940032#50|940004#150|4203004#2,
1100203,-1,8#3500|940033#50|940004#150|4203004#2,
1100204,-1,8#3500|940034#50|940004#150|4203004#2,
1100301,-1,8#3500|940031#100|940011#200|4203004#4,
1100302,-1,8#3500|940032#100|940012#200|4203004#4,
1100303,-1,8#3500|940033#100|940013#200|4203004#4,
1100304,-1,8#3500|940034#100|940014#200|4203004#4,
1100305,-1,8#3500|940035#100|940005#100|4203004#3,
1100306,-1,8#3500|940036#100|940006#100|4203004#3,
1100401,-1,8#5000|940041#50,
1100402,-1,8#5000|940042#50,
1100403,-1,8#5000|940043#50,
1100404,-1,8#5000|940044#50,
1100405,-1,8#5000|940045#50,
1100406,-1,8#5000|940046#50,
1200101,-1,8#250|2#500|14#5000,
1200102,-1,8#500|2#1000|14#10000,
1200103,-1,8#1000|2#2000|14#20000,
1200104,-1,8#1500|2#3000|14#30000,
1200105,-1,8#2500|2#5000|14#50000,
1300101,-1,8#250|2#500|10#5000,
1300102,-1,8#500|2#1000|10#10000,
1300103,-1,8#1000|2#2000|10#20000,
1300104,-1,8#1500|2#3000|10#30000,
1300105,-1,8#2500|2#5000|10#50000,
1400101,-1,8#250|2#500|26#3000,
1400102,-1,8#500|2#1000|26#6000,
1400103,-1,8#1500|2#3000|26#18000,
1400104,-1,8#2500|2#5000|26#30000,
1400201,-1,8#250|2#500|27#500,
1400202,-1,8#500|2#1000|27#1000,
1400203,-1,8#1500|2#3000|27#3000,
1400204,-1,8#2500|2#5000|27#5000,
1400301,-1,8#250|2#500|26#1500|27#250,
1400302,-1,8#500|2#1000|26#3000|27#500,
1400303,-1,8#1500|2#3000|26#9000|27#1500,
1400304,-1,8#2500|2#5000|26#15000|27#2500,
1500101,-1,8#1000|2#3000|73#10|940011#200,
1500102,-1,8#1500|2#4500|73#10|940004#150|93#1,
1500103,-1,8#2500|2#7500|73#25|940031#50|93#2,
1500104,-1,8#3500|2#10500|73#35|940031#100|93#1,
1500201,-1,8#1000|2#3000|73#10|940012#200,
1500202,-1,8#1500|2#4500|73#10|940004#150|93#1,
1500203,-1,8#2500|2#7500|73#25|940032#50|93#2,
1500204,-1,8#3500|2#10500|73#35|940032#100|93#1,
1500301,-1,8#1000|2#3000|73#10|940013#200,
1500302,-1,8#1500|2#4500|73#10|940004#150|93#1,
1500303,-1,8#2500|2#7500|73#25|940033#50|93#2,
1500304,-1,8#3500|2#10500|73#35|940033#100|93#1,
1500401,-1,8#1000|2#3000|73#10|940014#200,
1500402,-1,8#1500|2#4500|73#10|940004#150|93#1,
1500403,-1,8#2500|2#7500|73#25|940034#50|93#2,
1500404,-1,8#3500|2#10500|73#35|940034#100|93#1,
1500501,-1,8#1000|2#3000|170#10|940015#150,
1500502,-1,8#1500|2#4500|170#15|940005#150,
1500503,-1,8#2500|2#7500|170#25|940035#50|93#1,
1500504,-1,8#3500|2#10500|170#35|940035#50|93#3,
1500601,-1,8#1000|2#3000|170#10|940016#150,
1500602,-1,8#1500|2#4500|170#15|940006#150,
1500603,-1,8#2500|2#7500|170#25|940036#50|93#1,
1500604,-1,8#3500|2#10500|170#35|940036#50|93#3,
1050106,-1,8#3500|9#300000000|10#30000,
1050107,-1,8#5000|9#400000000|10#40000,
1060106,-1,8#3500|1#300000000|2#7500,
1060107,-1,8#5000|1#400000000|2#10000,
1600101,-1,8#250|2#250|940013#50,
1600102,-1,8#1000|2#1000|36#30,
1600103,-1,8#2500|2#2500|930201#50|36#50,
1600104,-1,8#2500|2#2500|198#16000|199#4500,
1600105,-1,8#2500|2#2500|940033#50|930201#50,
1600106,-1,8#2500|2#2500|170#20|4403013#1,
1600107,-1,8#4000|2#4000|940043#50,
1700101,-1,8#100|2#150,
1700201,-1,8#250|2#375,
1700301,-1,8#500|2#750,
1700401,-1,8#1000|2#1500,
1700501,-1,8#1500|2#2250,
1700601,-1,8#1500|2#2250,
1700701,-1,8#2500|2#3750,
1700801,-1,8#3500|2#5250,
1700901,-1,8#5000|2#7500,
1701001,-1,8#4000|2#6000,
1701101,-1,8#4000|2#6000,
1701201,-1,8#4000|2#6000,
1701301,-1,8#100|2#150,
1701401,-1,8#250|2#375,
1701501,-1,8#500|2#750,
1701601,-1,8#1500|2#2250,
1701701,-1,8#1500|2#2250,
1701801,-1,8#1500|2#2250,
1701901,-1,8#1500|2#2250,
1702001,-1,8#1500|2#2250,
1702101,-1,8#2500|2#3750,
1702201,-1,8#2500|2#3750,
1702301,-1,8#2500|2#3750,
1702401,-1,8#2500|2#3750,
1702501,-1,8#2500|2#3750,
1702601,-1,8#2500|2#3750,
1702701,-1,8#3500|2#5250,
1702801,-1,8#3500|2#5250,
1702901,-1,8#3500|2#5250,
1703001,-1,8#4000|2#6000,
1703101,-1,8#5000|2#7500,
1703201,-1,8#5000|2#7500,
1703301,-1,8#5000|2#7500,
