id,name,avatar,partner_model,show_ids,atk_id,type,hp,atk,arm,map_id,awards
10091,-1,partner_avatar_44003,4400301,44003,4400300,1,156051,23120,5780,19,237#3|239#6
10092,-1,partner_avatar_44004,4400401,44004,4400400,1,156051,23120,5780,19,237#3|239#6
10093,-1,partner_avatar_44005,4400501,44005|654012,4400500,1,156051,23120,5780,19,237#3|239#6
10094,-1,partner_avatar_44006,4400601,44006,4400600,1,156051,23120,5780,19,237#3|239#6
10095,-1,partner_avatar_44007,4400701,44007|654015,4400700,1,156051,23120,5780,19,237#3|239#6
10096,-1,partner_avatar_44008,4400801,44008|654014,4400800,1,165105,24459,6115,20,237#3|239#6
10097,-1,partner_avatar_41001,4100101,41001,4100100,1,165105,24459,6115,20,237#3|239#6
10098,-1,partner_avatar_41002,4100201,41002,4100200,1,165105,24459,6115,20,237#3|239#6
10099,-1,partner_avatar_41003,4100301,41003|651013,4100300,1,165105,24459,6115,20,237#3|239#6
10100,-1,partner_avatar_41004,4100401,41004|651014,4100400,1,165105,24459,6115,20,237#3|239#6
10101,-1,partner_avatar_41005,4100501,41005,4100500,1,174159,25801,6450,21,237#3|239#6
10102,-1,partner_avatar_41006,4100601,41006,4100600,1,174159,25801,6450,21,237#3|239#6
10103,-1,partner_avatar_41007,4100701,41007,4100700,1,174159,25801,6450,21,237#3|239#6
10104,-1,partner_avatar_41008,4100801,41008|651012,4100800,1,174159,25801,6450,21,237#3|239#6
10105,-1,partner_avatar_42001,4200101,42001,4200100,1,174159,25801,6450,21,237#3|239#6
10106,-1,partner_avatar_42002,4200201,42002,4200200,1,183231,27147,6787,22,237#3|239#6
10107,-1,partner_avatar_42003,4200301,42003|652015,4200300,1,183231,27147,6787,22,237#3|239#6
10108,-1,partner_avatar_42004,4200401,42004|652012,4200400,1,183231,27147,6787,22,237#3|239#6
10109,-1,partner_avatar_42005,4200501,42005,4200500,1,183231,27147,6787,22,237#3|239#6
10110,-1,partner_avatar_42006,4200601,42006,4200600,1,183231,27147,6787,22,237#3|239#6
10111,-1,partner_avatar_42007,4200701,42007,4200700,1,192366,28497,7124,23,237#3|239#6
10112,-1,partner_avatar_42008,4200801,42008|652016,4200800,1,192366,28497,7124,23,237#3|239#6
10113,-1,partner_avatar_43001,4300101,43001,4300100,1,192366,28497,7124,23,237#3|239#6
10114,-1,partner_avatar_43002,4300201,43002|653013,4300200,1,192366,28497,7124,23,237#3|239#6
10115,-1,partner_avatar_43003,4300301,43003,4300300,1,192366,28497,7124,23,237#3|239#6
10116,-1,partner_avatar_42006,4200601,42006,4200600,1,201483,29850,7463,24,237#3|239#6
10117,-1,partner_avatar_43005,4300501,43005,4300500,1,201483,29850,7463,24,237#3|239#6
10118,-1,partner_avatar_43006,4300601,43006|653012,4300600,1,201483,29850,7463,24,237#3|239#6
10119,-1,partner_avatar_43007,4300701,43007|653014,4300700,1,201483,29850,7463,24,237#3|239#6
10120,-1,partner_avatar_43008,4300801,43008,4300800,1,201483,29850,7463,24,237#3|239#6
10121,-1,partner_avatar_44001,4400101,44001,4400100,1,210645,31205,7801,25,237#3|239#6
10122,-1,partner_avatar_44002,4400201,44002,4400200,1,210645,31205,7801,25,237#3|239#6
10123,-1,partner_avatar_44003,4400301,44003,4400300,1,210645,31205,7801,25,237#3|239#6
10124,-1,partner_avatar_44004,4400401,44004,4400400,1,210645,31205,7801,25,237#3|239#6
10125,-1,partner_avatar_44005,4400501,44005|654012,4400500,1,210645,31205,7801,25,237#3|239#6
10126,-1,partner_avatar_44006,4400601,44006,4400600,1,219834,32568,8142,26,237#4|239#6
10127,-1,partner_avatar_44007,4400701,44007|654015,4400700,1,219834,32568,8142,26,237#4|239#6
10128,-1,partner_avatar_44008,4400801,44008|654014,4400800,1,219834,32568,8142,26,237#4|239#6
10129,-1,partner_avatar_42002,4200201,42002,4200200,1,219834,32568,8142,26,237#4|239#6
10130,-1,partner_avatar_42003,4200301,42003|652015,4200300,1,219834,32568,8142,26,237#4|239#6
10131,-1,partner_avatar_42004,4200401,42004|652012,4200400,1,230985,34222,8556,27,237#4|239#6
10132,-1,partner_avatar_42005,4200501,42005,4200500,1,230985,34222,8556,27,237#4|239#6
10133,-1,partner_avatar_42006,4200601,42006,4200600,1,230985,34222,8556,27,237#4|239#6
10134,-1,partner_avatar_42007,4200701,42007,4200700,1,230985,34222,8556,27,237#4|239#6
10135,-1,partner_avatar_42008,4200801,42008|652016,4200800,1,230985,34222,8556,27,237#4|239#6
10136,-1,partner_avatar_43001,4300101,43001,4300100,1,242487,35924,8981,28,237#4|239#6
10137,-1,partner_avatar_43002,4300201,43002|653013,4300200,1,242487,35924,8981,28,237#4|239#6
10138,-1,partner_avatar_43003,4300301,43003,4300300,1,242487,35924,8981,28,237#4|239#6
10139,-1,partner_avatar_43008,4300801,43008,4300800,1,242487,35924,8981,28,237#4|239#6
10140,-1,partner_avatar_43005,4300501,43005,4300500,1,242487,35924,8981,28,237#4|239#6
10141,-1,partner_avatar_43006,4300601,43006|653012,4300600,1,254178,37658,9415,29,237#4|239#6
10142,-1,partner_avatar_43007,4300701,43007|653014,4300700,1,254178,37658,9415,29,237#4|239#6
10143,-1,partner_avatar_43008,4300801,43008,4300800,1,254178,37658,9415,29,237#4|239#6
10144,-1,partner_avatar_44001,4400101,44001,4400100,1,254178,37658,9415,29,237#4|239#6
10145,-1,partner_avatar_44002,4400201,44002,4400200,1,254178,37658,9415,29,237#4|239#6
10146,-1,partner_avatar_44003,4400301,44003,4400300,1,265950,39400,9850,30,237#4|239#6
10147,-1,partner_avatar_44004,4400401,44004,4400400,1,265950,39400,9850,30,237#4|239#6
10148,-1,partner_avatar_44005,4400501,44005|654012,4400500,1,265950,39400,9850,30,237#4|239#6
10149,-1,partner_avatar_44006,4400601,44006,4400600,1,265950,39400,9850,30,237#4|239#6
10150,-1,partner_avatar_44007,4400701,44007|654015,4400700,1,265950,39400,9850,30,237#4|239#6
10151,-1,partner_avatar_41001,4100101,41001,4100100,1,276894,41020,10255,31,237#4|239#6
10152,-1,partner_avatar_41002,4100201,41002,4100200,1,276894,41020,10255,31,237#4|239#6
10153,-1,partner_avatar_41003,4100301,41003|651013,4100300,1,276894,41020,10255,31,237#4|239#6
10154,-1,partner_avatar_41004,4100401,41004|651014,4100400,1,276894,41020,10255,31,237#4|239#6
10155,-1,partner_avatar_41005,4100501,41005,4100500,1,276894,41020,10255,31,237#4|239#6
10156,-1,partner_avatar_41006,4100601,41006,4100600,1,302382,44797,11199,32,237#4|239#6
10157,-1,partner_avatar_41007,4100701,41007,4100700,1,302382,44797,11199,32,237#4|239#6
10158,-1,partner_avatar_41008,4100801,41008|651012,4100800,1,302382,44797,11199,32,237#4|239#6
10159,-1,partner_avatar_42001,4200101,42001,4200100,1,302382,44797,11199,32,237#4|239#6
10160,-1,partner_avatar_42002,4200201,42002,4200200,1,302382,44797,11199,32,237#4|239#6
10161,-1,partner_avatar_42003,4200301,42003|652015,4200300,1,329157,48763,12191,33,237#4|239#6
10162,-1,partner_avatar_42004,4200401,42004|652012,4200400,1,329157,48763,12191,33,237#4|239#6
10163,-1,partner_avatar_42005,4200501,42005,4200500,1,329157,48763,12191,33,237#4|239#6
10164,-1,partner_avatar_42006,4200601,42006,4200600,1,329157,48763,12191,33,237#4|239#6
10165,-1,partner_avatar_42007,4200701,42007,4200700,1,329157,48763,12191,33,237#4|239#6
10166,-1,partner_avatar_42008,4200801,42008|652016,4200800,1,356094,52755,13189,34,237#4|239#6
10167,-1,partner_avatar_43001,4300101,43001,4300100,1,356094,52755,13189,34,237#4|239#6
10168,-1,partner_avatar_43002,4300201,43002|653013,4300200,1,356094,52755,13189,34,237#4|239#6
10169,-1,partner_avatar_43003,4300301,43003,4300300,1,356094,52755,13189,34,237#4|239#6
10170,-1,partner_avatar_42002,4200201,42002,4200200,1,356094,52755,13189,34,237#4|239#6
10171,-1,partner_avatar_43005,4300501,43005,4300500,1,383220,56774,14194,35,237#4|239#6
10172,-1,partner_avatar_43006,4300601,43006|653012,4300600,1,383220,56774,14194,35,237#4|239#6
10173,-1,partner_avatar_43007,4300701,43007|653014,4300700,1,383220,56774,14194,35,237#4|239#6
10174,-1,partner_avatar_43008,4300801,43008,4300800,1,383220,56774,14194,35,237#4|239#6
10175,-1,partner_avatar_44001,4400101,44001,4400100,1,383220,56774,14194,35,237#4|239#6
10176,-1,partner_avatar_44002,4400201,44002,4400200,1,410481,60813,15203,36,237#4|239#6
10177,-1,partner_avatar_44003,4400301,44003,4400300,1,410481,60813,15203,36,237#4|239#6
10178,-1,partner_avatar_44004,4400401,44004,4400400,1,410481,60813,15203,36,237#4|239#6
10179,-1,partner_avatar_44005,4400501,44005|654012,4400500,1,410481,60813,15203,36,237#4|239#6
10180,-1,partner_avatar_44006,4400601,44006,4400600,1,410481,60813,15203,36,237#4|239#6
10181,-1,partner_avatar_44007,4400701,44007|654015,4400700,1,437895,64874,16219,37,237#4|239#6
10182,-1,partner_avatar_44008,4400801,44008|654014,4400800,1,437895,64874,16219,37,237#4|239#6
10183,-1,partner_avatar_41001,4100101,41001,4100100,1,437895,64874,16219,37,237#4|239#6
10184,-1,partner_avatar_41002,4100201,41002,4100200,1,437895,64874,16219,37,237#4|239#6
10185,-1,partner_avatar_41003,4100301,41003|651013,4100300,1,437895,64874,16219,37,237#4|239#6
10186,-1,partner_avatar_41004,4100401,41004|651014,4100400,1,465480,68959,17240,38,237#4|239#6
10187,-1,partner_avatar_41005,4100501,41005,4100500,1,465480,68959,17240,38,237#4|239#6
10188,-1,partner_avatar_41006,4100601,41006,4100600,1,465480,68959,17240,38,237#4|239#6
10189,-1,partner_avatar_41007,4100701,41007,4100700,1,465480,68959,17240,38,237#4|239#6
10190,-1,partner_avatar_41008,4100801,41008|651012,4100800,1,465480,68959,17240,38,237#4|239#6
10191,-1,partner_avatar_42001,4200101,42001,4200100,1,493263,73075,18269,39,237#4|239#6
10192,-1,partner_avatar_42002,4200201,42002,4200200,1,493263,73075,18269,39,237#4|239#6
10193,-1,partner_avatar_42003,4200301,42003|652015,4200300,1,493263,73075,18269,39,237#4|239#6
10194,-1,partner_avatar_42004,4200401,42004|652012,4200400,1,493263,73075,18269,39,237#4|239#6
10195,-1,partner_avatar_42005,4200501,42005,4200500,1,493263,73075,18269,39,237#4|239#6
10196,-1,partner_avatar_42006,4200601,42006,4200600,1,521163,77209,19302,40,237#4|239#6
10197,-1,partner_avatar_42007,4200701,42007,4200700,1,521163,77209,19302,40,237#4|239#6
10198,-1,partner_avatar_42008,4200801,42008|652016,4200800,1,521163,77209,19302,40,237#4|239#6
10199,-1,partner_avatar_43001,4300101,43001,4300100,1,521163,77209,19302,40,237#4|239#6
10200,-1,partner_avatar_43002,4300201,43002|653013,4300200,1,521163,77209,19302,40,237#4|239#6
10201,-1,partner_avatar_43003,4300301,43003,4300300,1,549216,81365,20341,41,237#4|239#6
10202,-1,partner_avatar_42008,4200801,42008|652016,4200800,1,549216,81365,20341,41,237#4|239#6
10203,-1,partner_avatar_43005,4300501,43005,4300500,1,549216,81365,20341,41,237#4|239#6
10204,-1,partner_avatar_43006,4300601,43006|653012,4300600,1,549216,81365,20341,41,237#4|239#6
10205,-1,partner_avatar_43007,4300701,43007|653014,4300700,1,549216,81365,20341,41,237#4|239#6
10206,-1,partner_avatar_43008,4300801,43008,4300800,1,577431,85545,21386,42,237#4|239#6
10207,-1,partner_avatar_44001,4400101,44001,4400100,1,577431,85545,21386,42,237#4|239#6
10208,-1,partner_avatar_44002,4400201,44002,4400200,1,577431,85545,21386,42,237#4|239#6
10209,-1,partner_avatar_44003,4400301,44003,4400300,1,577431,85545,21386,42,237#4|239#6
10210,-1,partner_avatar_44004,4400401,44004,4400400,1,577431,85545,21386,42,237#4|239#6
10211,-1,partner_avatar_44005,4400501,44005|654012,4400500,1,605862,89757,22439,43,237#4|239#6
10212,-1,partner_avatar_44006,4400601,44006,4400600,1,605862,89757,22439,43,237#4|239#6
10213,-1,partner_avatar_44007,4400701,44007|654015,4400700,1,605862,89757,22439,43,237#4|239#6
10214,-1,partner_avatar_44008,4400801,44008|654014,4400800,1,605862,89757,22439,43,237#4|239#6
10215,-1,partner_avatar_41001,4100101,41001,4100100,1,605862,89757,22439,43,237#4|239#6
10216,-1,partner_avatar_41002,4100201,41002,4100200,1,634401,93985,23496,44,237#4|239#6
10217,-1,partner_avatar_41003,4100301,41003|651013,4100300,1,634401,93985,23496,44,237#4|239#6
10218,-1,partner_avatar_41004,4100401,41004|651014,4100400,1,634401,93985,23496,44,237#4|239#6
10219,-1,partner_avatar_41005,4100501,41005,4100500,1,634401,93985,23496,44,237#4|239#6
10220,-1,partner_avatar_41006,4100601,41006,4100600,1,634401,93985,23496,44,237#4|239#6
10221,-1,partner_avatar_41007,4100701,41007,4100700,1,663093,98236,24559,45,237#4|239#6
10222,-1,partner_avatar_41008,4100801,41008|651012,4100800,1,663093,98236,24559,45,237#4|239#6
10223,-1,partner_avatar_42001,4200101,42001,4200100,1,663093,98236,24559,45,237#4|239#6
10224,-1,partner_avatar_42002,4200201,42002,4200200,1,663093,98236,24559,45,237#4|239#6
10225,-1,partner_avatar_42003,4200301,42003|652015,4200300,1,663093,98236,24559,45,237#4|239#6
10226,-1,partner_avatar_42004,4200401,42004|652012,4200400,1,691947,102511,25628,46,237#4|239#6
10227,-1,partner_avatar_42005,4200501,42005,4200500,1,691947,102511,25628,46,237#4|239#6
10228,-1,partner_avatar_42006,4200601,42006,4200600,1,691947,102511,25628,46,237#4|239#6
10229,-1,partner_avatar_42007,4200701,42007,4200700,1,691947,102511,25628,46,237#4|239#6
10230,-1,partner_avatar_42008,4200801,42008|652016,4200800,1,691947,102511,25628,46,237#4|239#6
10231,-1,partner_avatar_43001,4300101,43001,4300100,1,721026,106819,26705,47,237#4|239#6
10232,-1,partner_avatar_43002,4300201,43002|653013,4300200,1,721026,106819,26705,47,237#4|239#6
10233,-1,partner_avatar_43003,4300301,43003,4300300,1,721026,106819,26705,47,237#4|239#6
10234,-1,partner_avatar_42005,4200501,42005,4200500,1,721026,106819,26705,47,237#4|239#6
10235,-1,partner_avatar_43005,4300501,43005,4300500,1,721026,106819,26705,47,237#4|239#6
10236,-1,partner_avatar_43006,4300601,43006|653012,4300600,1,750213,111141,27785,48,237#4|239#6
10237,-1,partner_avatar_43007,4300701,43007|653014,4300700,1,750213,111141,27785,48,237#4|239#6
10238,-1,partner_avatar_43008,4300801,43008,4300800,1,750213,111141,27785,48,237#4|239#6
10239,-1,partner_avatar_44001,4400101,44001,4400100,1,750213,111141,27785,48,237#4|239#6
10240,-1,partner_avatar_44002,4400201,44002,4400200,1,750213,111141,27785,48,237#4|239#6
10241,-1,partner_avatar_44003,4400301,44003,4400300,1,779544,115487,28872,49,237#4|239#6
10242,-1,partner_avatar_44004,4400401,44004,4400400,1,779544,115487,28872,49,237#4|239#6
10243,-1,partner_avatar_44005,4400501,44005|654012,4400500,1,779544,115487,28872,49,237#4|239#6
10244,-1,partner_avatar_44006,4400601,44006,4400600,1,779544,115487,28872,49,237#4|239#6
10245,-1,partner_avatar_44007,4400701,44007|654015,4400700,1,779544,115487,28872,49,237#4|239#6
10246,-1,partner_avatar_44008,4400801,44008|654014,4400800,1,809037,119857,29964,50,237#4|239#6
10247,-1,partner_avatar_41001,4100101,41001,4100100,1,809037,119857,29964,50,237#4|239#6
10248,-1,partner_avatar_41002,4100201,41002,4100200,1,809037,119857,29964,50,237#4|239#6
10249,-1,partner_avatar_41003,4100301,41003|651013,4100300,1,809037,119857,29964,50,237#4|239#6
10250,-1,partner_avatar_41004,4100401,41004|651014,4100400,1,809037,119857,29964,50,237#4|239#6
10251,-1,partner_avatar_41005,4100501,41005,4100500,1,838773,124261,31065,51,239#2
10252,-1,partner_avatar_41006,4100601,41006,4100600,1,838773,124261,31065,51,239#2
10253,-1,partner_avatar_41007,4100701,41007,4100700,1,838773,124261,31065,51,239#2
10254,-1,partner_avatar_41008,4100801,41008|651012,4100800,1,838773,124261,31065,51,239#2
10255,-1,partner_avatar_42001,4200101,42001,4200100,1,838773,124261,31065,51,239#2
10256,-1,partner_avatar_42002,4200201,42002,4200200,1,845568,125269,31317,52,239#2
10257,-1,partner_avatar_42003,4200301,42003|652015,4200300,1,845568,125269,31317,52,239#2
10258,-1,partner_avatar_42004,4200401,42004|652012,4200400,1,845568,125269,31317,52,239#2
10259,-1,partner_avatar_42005,4200501,42005,4200500,1,845568,125269,31317,52,239#2
10260,-1,partner_avatar_42006,4200601,42006,4200600,1,845568,125269,31317,52,239#2
10261,-1,partner_avatar_42007,4200701,42007,4200700,1,853785,126485,31621,53,239#2
10262,-1,partner_avatar_42008,4200801,42008|652016,4200800,1,853785,126485,31621,53,239#2
10263,-1,partner_avatar_43001,4300101,43001,4300100,1,853785,126485,31621,53,239#2
10264,-1,partner_avatar_43002,4300201,43002|653013,4300200,1,853785,126485,31621,53,239#2
10265,-1,partner_avatar_43003,4300301,43003,4300300,1,853785,126485,31621,53,239#2
10266,-1,partner_avatar_42006,4200601,42006,4200600,1,862038,127709,31927,54,239#2
10267,-1,partner_avatar_43005,4300501,43005,4300500,1,862038,127709,31927,54,239#2
10268,-1,partner_avatar_43006,4300601,43006|653012,4300600,1,862038,127709,31927,54,239#2
10269,-1,partner_avatar_43007,4300701,43007|653014,4300700,1,862038,127709,31927,54,239#2
10270,-1,partner_avatar_43008,4300801,43008,4300800,1,862038,127709,31927,54,239#2
10271,-1,partner_avatar_44001,4400101,44001,4400100,1,870327,128937,32234,55,239#2
10272,-1,partner_avatar_44002,4400201,44002,4400200,1,870327,128937,32234,55,239#2
10273,-1,partner_avatar_44003,4400301,44003,4400300,1,870327,128937,32234,55,239#2
10274,-1,partner_avatar_44004,4400401,44004,4400400,1,870327,128937,32234,55,239#2
10275,-1,partner_avatar_44005,4400501,44005|654012,4400500,1,870327,128937,32234,55,239#2
10276,-1,partner_avatar_44006,4400601,44006,4400600,1,878661,130171,32543,56,239#2
10277,-1,partner_avatar_44007,4400701,44007|654015,4400700,1,878661,130171,32543,56,239#2
10278,-1,partner_avatar_44008,4400801,44008|654014,4400800,1,878661,130171,32543,56,239#2
10279,-1,partner_avatar_42002,4200201,42002,4200200,1,878661,130171,32543,56,239#2
10280,-1,partner_avatar_42003,4200301,42003|652015,4200300,1,878661,130171,32543,56,239#2
10281,-1,partner_avatar_42004,4200401,42004|652012,4200400,1,887031,131412,32853,57,239#2
10282,-1,partner_avatar_42005,4200501,42005,4200500,1,887031,131412,32853,57,239#2
10283,-1,partner_avatar_42006,4200601,42006,4200600,1,887031,131412,32853,57,239#2
10284,-1,partner_avatar_42007,4200701,42007,4200700,1,887031,131412,32853,57,239#2
10285,-1,partner_avatar_42008,4200801,42008|652016,4200800,1,887031,131412,32853,57,239#2
10286,-1,partner_avatar_43001,4300101,43001,4300100,1,895446,132658,33165,58,239#2
