id,next_id,select_next_ids,select,plot,name,image_path,is_memory,res_path,image_xy,image_move,dialog_type,partner_avatar,picture,picture_xy,picture_scale,scale,partner_picture_xy,type,show_type,disappear_type,show_time,disappear_time,position_move,swap_overlap,map_swap,image_mirror,cg_show,cg_path,cg_scale,cg_layer,cg_show_type,cg_start_xy,cg_show_time,cg_show_xy,cg_disappear_type,cg_disappear_xy,cg_disappear_time,sound,music,ambient_sound,bubble_mirror,bubble_xy,bubble_expression,no_click_time,effect,effect_sound,effect_scale,effect_xy,effect_layer,effect_count,jitter
88,89,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60283,,,,,,,,,,,,,
89,90,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60048,,,,,,,,,,,,,
90,91,,0,,*,new_student_stage,,partner_picture_4300704,,,,,,,,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,92,,0,,*,new_student_stage,,partner_picture_4300704,,,,,,,,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,93,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1,0|0,0,10,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,94,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60289,,,,,,,,,,,,,
94,95,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60283,,,,,,,,,,,,,
95,96,,0,,-1,new_student_stage,,partner_picture_5300502,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60304,,,,,,,,,,,,,
96,-1,,0,,-1,new_student_stage,,partner_picture_5300502,,,,,,,,1,0|0,0,10,6,1,1,0|0,,,,,,,,,,,,,,,60101,,,,,,,,,,,,,
97,98,,0,1-6c,-1,new_student_stage,,partner_picture_5300502,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60304,7001,,,,,,,,,,,,
98,99,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1,0|0,0,10,6,1,1,0|0,,,,,,,,,,,,,,,60018,,,,,,,,,,,,,
99,100,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60287,,,,,,,,,,,,,
100,101,,0,,*,new_student_stage,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,-1,,0,,*,new_student_stage,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,103,,0,1-7a,-1,new_student_stage,,partner_picture_54007,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60282,7001,,,,,,,,,,,,
103,104,,0,,*,new_student_stage,,partner_picture_54007,,,,,,,,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,105,,0,,-1,new_student_stage,,partner_picture_5600304,,,,,,,,1,0|0,0,10,6,1,1,0|0,,,,,,,,,,,,,,,60001,,,,,,,,,,,,,
105,106,,0,,-1,new_student_stage,,partner_picture_5600304,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60004,,,,,,,,,,,,,
106,107,,0,,-1,new_student_stage,,partner_picture_5600304,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60016,,,,,,,,,,,,,
107,108,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60284,,,,,,,,,,,,,
108,109,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,-1,,0,,*,new_student_stage,,partner_picture_4300704,,,,,,,,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,111,,0,1-8a,-1,new_student_stage,,partner_picture_5400804,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60161,7001,,,,,,,,,,,,
111,112,,0,,*,new_student_stage,,partner_picture_5400804,,,,,,,,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,113,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1,0|0,0,10,6,1,1,0|0,,,,,,,,,,,,,,,60035,,,,,,,,,,,,,
113,114,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60023,,,,,,,,,,,,,
114,115,,0,,-1,new_student_stage,,partner_picture_54002,,,,,,,,1,0|0,0,1,6,1,1,1000|0,,,,,,,,,,,,,,,60065,,,,,,,,,,,,,
115,1100001,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1,0|0,0,10,6,1,1,0|0,,,,,,,,,,,,,,,60020,,,,,,,,,,,,,
1100001,-1,,0,,-1,new_student_stage,,partner_picture_5400804,,,,,,,,1,0|0,0,1,6,1,1,0|0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
116,117,,0,1-8c,-1,new_student_stage,,partner_picture_54002,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60058,7001,,,,,,,,,,,,
117,118,,0,,*,new_student_stage,,partner_picture_54002,,,,,,,,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,119,,0,,-1,new_student_stage,,partner_picture_5400804,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60154,,,,,,,,,,,,,
119,120,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1,0|0,0,10,6,1,1,0|0,,,,,,,,,,,,,,,60023,,,,,,,,,,,,,
120,121,,0,,-1,new_student_stage,,partner_picture_5400804,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60163,,,,,,,,,,,,,
121,122,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60289,,,,,,,,,,,,,
122,-1,,0,,*,new_student_stage,,partner_picture_4300704,,,,,,,,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,124,,0,1-9a,*,new_student_stage,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,7001,,,,,,,,,,,,
124,125,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60296,,,,,,,,,,,,,
125,126,,0,,*,new_student_stage,,partner_picture_4300704,,,,,,,,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,127,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60023,,,,,,,,,,,,,
127,128,,0,,-1,new_student_stage,,partner_picture_5500504,,,,,,,,1,0|0,0,10,6,1,1,0|0,,,,,,,,,,,,,,,60298,,,,,,,,,,,,,
128,129,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60039,,,,,,,,,,,,,
129,130,,0,,-1,new_student_stage,,partner_picture_5500504,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60297,,,,,,,,,,,,,
130,131,,0,,-1,new_student_stage,,partner_picture_5500504,,,,,,,,1,0|0,0,10,6,1,1,0|0,,,,,,,,,,,,,,,60106,,,,,,,,,,,,,
131,-1,,0,,-1,new_student_stage,,partner_picture_5500504,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60118,,,,,,,,,,,,,
132,-1,,0,,,new_student_stage,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,134,,0,1-9c,-1,new_student_stage,,partner_picture_5500504,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60118,7001,,,,,,,,,,,,
134,135,,0,,-1,new_student_stage,,partner_picture_5500504,,,,,,,,1,0|0,0,10,6,1,1,0|0,,,,,,,,,,,,,,,60103,,,,,,,,,,,,,
135,136,,0,,*,new_student_stage,,partner_picture_5500504,,,,,,,,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,137,,0,,-1,new_student_stage,,partner_picture_5500504,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60108,,,,,,,,,,,,,
137,138,,0,,-1,new_student_stage,,partner_picture_5500504,,,,,,,,1,0|0,0,10,6,1,1,0|0,,,,,,,,,,,,,,,60300,,,,,,,,,,,,,
138,139,,0,,-1,new_student_stage,,partner_picture_5500504,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60300,,,,,,,,,,,,,
139,140,,0,,-1,new_student_stage,,partner_picture_5500504,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,-1,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60288,,,,,,,,,,,,,
141,142,,0,1-10a,-1,new_student_stage,,partner_picture_54007,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60284,7001,,,,,,,,,,,,
142,143,,0,,*,new_student_stage,,partner_picture_54007,,,,,,,,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,144,,0,,*,new_student_stage,,partner_picture_54007,,,,,,,,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,145,,0,,*,new_student_stage,,partner_picture_54007,,,,,,,,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,146,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1,0|0,0,10,6,1,1,0|0,,,,,,,,,,,,,,,60296,,,,,,,,,,,,,
146,147,,0,,-1,new_student_stage,,partner_picture_54007,,,,,,,,1,0|0,0,10,6,1,1,0|0,,,,,,,,,,,,,,,60282,,,,,,,,,,,,,
147,148,,0,,*,new_student_stage,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,149,,0,,*,new_student_stage,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,150,,0,,-1,new_student_stage,,partner_picture_5100404,,,,,,,,1,0|60,0,10,6,1,1,0|0,,,,,,,,,,,,,,,60121,,,,,,,,,,,,,
150,-1,,0,,-1,new_student_stage,,partner_picture_5100404,,,,,,,,1,0|60,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60135,,,,,,,,,,,,,
151,152,,0,1-10c,-1,new_student_stage,,partner_picture_5100404,,,,,,,,1,0|60,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60127,7001,,,,,,,,,,,,
152,153,,0,,*,new_student_stage,,partner_picture_5100404,,,,,,,,1,0|60,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,154,,0,,*,new_student_stage,,partner_picture_5100404,,,,,,,,1,0|60,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,155,,0,,*,new_student_stage,,partner_picture_5100404,,,,,,,,1,0|60,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,156,,0,,-1,new_student_stage,,partner_picture_5100404,,,,,,,,1,0|60,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60121,,,,,,,,,,,,,
156,157,,0,,-1,new_student_stage,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60296,,,,,,,,,,,,,
157,158,,0,,*,new_school,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
158,159,,0,,-1,new_school,,partner_picture_54007,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60019,,,,,,,,,,,,,
159,160,,0,,-1,new_school,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60038,,,,,,,,,,,,,
160,161,,0,,*,new_school,,partner_picture_4300704,,,,,,,,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,162,,0,,-1,new_school,,partner_picture_4300704,,,,,,,,1,0|0,0,1,6,1,1,0|0,,,,,,,,,,,,,,,60043,,,,,,,,,,,,,
162,163,,0,,*,new_school,,partner_picture_4300704,,,,,,,,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,-1,,0,,*,new_school,,partner_picture_4300704,,,,,,,,1,0|0,2,1,6,1,1,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,165,,0,1-11a,*,yanhui_hall,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,7001,,,,,,,,,,,,
