name,class,resource,window_name,layer_type,hide_type,back_type,background,open_sound,open_animation,close_animation,bottom_btn_status,back_close,show_res_loading,res_loading_delay,show_scene,record_id,win_name,img_guide,animation_part,stack_type,bgs_sound
guild_member_list_window,GuildMemberListWindow,guild_member_list_window,GUILD_MEMBER_LIST_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,123,-1,,,,
guild_log_window,GuildLogWindow,guild_log_window,GUILD_LOG_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,124,-1,,,,
guild_namechange_window,GuildNameChangeWindow,guild_namechange_window,GUILD_NAMECHANGE_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,125,-1,,,,
guild_dininghall,GuildDiningHall,guild_dininghall,GUILD_DININGHALL,4,-1,-1,2,2135,1,1,-2,1,,,,126,-1,,,,
guild_setting_window,GuildSettingWindow,guild_setting_window,GUILD_SETTING_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,127,-1,,,,
guild_announcement_window,GuildAnnouncementWindow,guild_announcement_window,GUILD_ANNOUNCEMENT_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,128,-1,,,,
guild_player_tip_window,GuildPlayerTipWindow,guild_player_tip_window,GUILD_PLAYER_TIP_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,129,-1,,,,
guild_territory_window,GuildTerritoryWindow,guild_territory_window,GUILD_TERRITORY_WINDOW,2,1,1,3,,,,5,1,1,500,,130,-1,,,,2146
guild_gym_window,GuildGymWindow,guild_gym_window,GUILD_GYM_WINDOW,4,-1,-1,2,2135,1,1,-2,1,,,,131,-1,,,,
guild_boss_window,GuildBossWindow,guild_boss_window,GUILD_BOSS_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,132,-1,,,,
guild_recruit_window,GuildRecruitWindow,chat_window,GUILD_RECRUIT_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,133,-1,,,,
guild_boss_award_window,GuildBossAwardWindow,guild_boss_award_window,GUILD_BOSS_AWARD_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,134,-1,,,,
guild_boss_history_window,GuildBossHistoryWindow,guild_boss_history_window,GUILD_BOSS_HISTORY_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,135,-1,,,,
activity_award_preview_window,ActivityAwardPreViewWindow,activity_award_preview_window,ACTIVITY_AWARD_PREVIEW_WINDOW,6,-1,-1,2,,1,1,-2,1,,,,136,-1,,,,
chat_black_list_window,ChatBlackListWindow,chat_black_list_window,CHAT_BLACK_LIST_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,137,-1,,,,
pet_window,PetWindow,pet_window,PET_WINDOW,2,1,1,-1,,,,-1,1,,,,138,-1,,,,
pet_detail_window,PetDetailWindow,pet_detail_window,PET_DETAIL_WINDOW,4,-1,1,-1,,,,-2,1,,,,139,-1,,,,
arena_3v3_battle_formation_window,Arena3v3BattleFormationWindow,arena_3v3_battle_formation_window,ARENA3V3_BATTLE_FORMATION_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,140,3v3,,,,
arena_3v3_window,Arena3v3Window,arena_3v3_window,ARENA3V3_WINDOW,2,1,1,1,2006,,,-1,1,1,,,141,-1,,,,
arena_3v3_record_window,Arena3v3RecordWindow,arena_record_window,ARENA_3V3_RECORD_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,142,-1,,,,
arena_3v3_award_window,Arena3v3AwardWindow,arena_3v3_award_window,ARENA_3V3_AWARD_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,143,-1,,,,
arena_choose_window,ArenaChooseWindow,arena_choose_window,ARENA_CHOOSE_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,144,-1,,,,
arena_3v3_formation_window,Arena3v3FormationWindow,arena_3v3_formation_window,ARENA_3V3_FORMATION_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,145,-1,,,,
arena_3v3_choose_player_window,Arena3v3ChoosePlayerWindow,arena_choose_player_window,ARENA_3V3_CHOOSE_PLYAER_WINDOW,4,-1,-1,2,,1,1,-1,1,,,,146,-1,,,,
pet_grade_up_window,PetGradeUpWindow,pet_grade_up_window,PET_GRADE_UP_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,147,-1,,,,
arena_3v3_result_window,Arena3V3ResultWindow,arena_3v3_result_window,ARENA_3V3_RESULT_WINDOW,4,-1,-1,3,,,,-1,1,,,,148,-1,,,,
arena_3v3_record_detail_window,Arena3v3RecordDetailWindow,arena_3v3_record_detail_window,ARENA_3V3_RECORD_DETAIL_WINDOW,4,-1,-1,2,,1,1,-2,1,1,,,149,-1,,groupAction,,
activity_world_award_window,ActivityWorldBossAwardWindow,activity_world_award_window,ACTIVITY_WORLD_BOSS_AWARD_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,150,-1,,,,
activity_world_boss_window,ActivityWorldBossWindow,friend_boss_window,ACTIVITY_WORLD_BOSS_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,151,-1,,,,
limit_purchase_item_window,LimitItemPurchaseWindow,limit_purchase_item_window,LIMIT_ITEM_PURCHASE_WINDOW,4,1,-1,2,,2,2,-2,1,,,,152,-1,,,,
activity_world_boss_sweep_window,ActivityWorldBossSweepWindow,activity_world_boss_sweep_window,ACTIVITY_WORLD_BOSS_SWEEP_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,153,-1,,,,
world_boss_rank_window,WorldBossRankWindow,world_boss_rank_window,WORLD_BOSS_RANK_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,154,-1,,,,
skin_list_window,SkinListWindow,skin_list_window,SKIN_LIST_WINDOW,2,1,1,1,,,,-2,1,1,,,155,-1,,,,
skin_detail_window,SkinDetailWindow,partner_detail_window,SKIN_DETAIL_WINDOW,4,-1,-1,1,,,,-2,1,1,,,156,-1,,,,
skin_tip_window,SkinTipWindow,skin_tip_window,SKIN_TIP_WINDOW,6,-1,-1,2,,,,-2,1,,,,157,-1,,,,
comic_window,ComicWindow,comic_window,COMIC_WINDOW,2,1,1,1,,,,-2,1,1,,,158,-1,,,,
daily_quiz_buy_window,DailyQuizBuyWindow,daily_quiz_buy_window,DAILY_QUIZ_BUY_WINDOW,4,-1,-1,2,,2,2,-2,1,,,,159,-1,,,,
dark_guard_award_preview_window,DarkGuardAwardPreviewWindow,dark_guard_award_preview_window,DARK_GUARD_AWARD_PREVIEW_WINDOW,6,-1,-1,2,,1,1,-2,1,,,,160,-1,,,,
arena_team_window,ArenaTeamWindow,arena_team_window,ARENA_TEAM_WINDOW,2,1,1,1,2006,,,-1,1,1,,,161,-1,,,,
arena_team_record_window,ArenaTeamRecordWindow,arena_record_window,ARENA_3V3_RECORD_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,162,,,,,
arena_team_award_window,ArenaTeamAwardWindow,arena_team_award_window,ARENA_3V3_AWARD_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,163,,,,,
arena_team_formations_window,ArenaTeamFormationsWindow,arena_team_formations_window,ARENA_3V3_FORMATION_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,164,,,,,
arena_team_choose_player_window,ArenaTeamChoosePlayerWindow,arena_team_choose_player_window,ARENA_3V3_CHOOSE_PLYAER_WINDOW,4,-1,-1,2,,1,1,-1,1,,,,165,,,mainGroup,,
arena_team_hall_window,ArenaTeamHallWindow,arena_team_hall_window,ARENA_TEAM_HALL_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,166,-1,,,,
arena_team_create_window,ArenaTeamCreateWindow,arena_team_create_window,ARENA_TEAM_CREATE_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,167,-1,,,,
arena_team_my_team_window,ArenaTeamMyTeamWindow,arena_team_my_team_window,ARENA_TEAM_MY_TEAM_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,168,-1,,,,
arena_team_invitation_window,ArenaTeamInvitationWindow,arena_team_invitation_window,ARENA_TEAM_INVITATION_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,169,-1,,,,
arena_team_invite_window,ArenaTeamInviteWindow,arena_team_invite_window,ARENA_TEAM_INVITE_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,170,-1,,,,
arena_team_apply_window,ArenaTeamApplyWindow,arena_team_apply_window,ARENA_TEAM_APPLY_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,171,-1,,,,
arena_team_formation_window,ArenaTeamFormationWindow,arena_team_formation_window,ARENA_TEAM_FORMATION_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,172,-1,,mainGroup,,
arena_team_reset_window,ArenaTeamResetWindow,arena_team_reset_window,ARENA_TEAM_RESEET_WINDOW,4,-1,-1,2,,1,1,2,1,,,,173,-1,,,,
comic_detail_window,ComicDetailWindow,comic_detail_window,COMIC_DETAIL_WINDOW,4,-1,-1,2,,,,-2,1,,,,174,-1,,,,
arena_team_record_detail_window,ArenaTeamRecordDetailWindow,arena_team_record_detail_window,ARENA_TEAM_RECORD_DETAIL_WINDOW,4,-1,-1,2,,1,1,-2,1,1,,,175,-1,,,,
arena_team_change_team_window,ArenaTeamChangeTeamWindow,arena_team_change_team_window,ARENA_TEAM_CHANGE_TEAM_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,176,-1,,,,
guild_guide_window,GuildGuideWindow,guild_guide_window,GUILD_GUIDE_WINDOW,6,-1,-1,-1,,,,-2,,,,,177,-1,,,,
comic_comment_window,ComicCommentWindow,comic_comment_window,COMIC_COMMENT_WINDOW,4,-1,-1,2,,,,-2,1,,,,178,-1,,,,
guild_war_info_window,GuildWarInfoWindow,guild_war_info_window,GUILD_WAR_INFO_WWINDOW,4,-1,-1,2,2135,1,1,-2,1,,,,179,-1,,,,
guild_war_record_detail_window,GuildWarRecordDetailWindow,guild_war_record_detail_window,GUILD_WAR_RECORDE_DETAIL_WINDOW,4,-1,-1,2,,1,1,-2,1,1,,,180,-1,,,,
guild_war_all_formation_window,GuildWarAllFormationWindow,guild_war_all_formation_window,GUILD_WAR_ALL_FORMATION_WINDOW,4,-1,-1,2,,1,1,-2,1,1,,,181,-1,,,,
guild_war_award_window,GuildWarAwardWindow,guild_war_award_window,GUILD_WAR_AWARD_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,182,-1,,,,
guild_war_rank_window,GuildWarRankWindow,rank_window,GUILD_WAR_RANK_WINDOW,4,-1,-1,2,,1,1,-2,1,,,,183,-1,,,,
guild_war_set_all_formation_window,GuildWarSetAllFormationWindow,guild_war_set_all_formation_window,GUILD_WAR_SET_ALL_FORMATION_WINDOW,4,-1,-1,2,,1,1,-2,1,1,,,184,-1,,e:Group,,
guild_war_record_window,GuildWarRecordWindow,arena_record_window,GUILD_WAR_RECORD_WINDOW,4,-1,-1,2,,1,1,-2,1,1,,,185,-1,,,,
guild_war_switch_team_window,GuildWarSwitchTeamWindow,guild_war_switch_team_window,GUILD_WAR_SWITCH_TEAM_WINDOW,4,-1,-1,2,,1,1,-2,1,1,,,186,-1,,,,
