id,random_battle,battle_id,show,map
451,13,300451,7837,35
452,13,300452,7839,35
453,13,300453,7841,35
454,13,300454,7843,35
455,13,300455,7845,35
456,13,300456,7849,35
457,13,300457,7853,35
458,13,300458,7857,35
459,13,300459,7861,35
460,13,300460,7862,35
461,13,300461,7866,35
462,13,300462,7867,35
463,13,300463,7871,35
464,13,300464,7875,35
465,13,300465,7876,35
466,13,300466,7877,35
467,13,300467,7881,35
468,13,300468,7882,35
469,13,300469,7886,35
470,13,300470,7890,35
471,14,300471,7891,35
472,14,300472,7892,35
473,14,300473,7893,36
474,14,300474,7894,36
475,14,300475,7895,36
476,14,300476,7896,35
477,14,300477,7897,36
478,14,300478,7898,35
479,14,300479,7899,36
480,14,300480,7900,35
481,14,300481,7901,35
482,14,300482,7902,35
483,14,300483,7903,35
484,14,300484,7904,36
485,14,300485,7905,35
486,14,300486,7906,35
487,14,300487,7907,35
488,14,300488,7908,35
489,14,300489,7909,35
490,14,300490,7911,35
491,14,300491,7913,35
492,14,300492,7915,35
493,14,300493,7917,35
494,14,300494,7919,35
495,14,300495,7921,35
496,14,300496,7923,35
497,14,300497,7925,35
498,14,300498,7927,35
499,14,300499,7929,35
500,14,300500,7931,35
501,14,300501,7933,35
502,14,300502,7935,35
503,14,300503,7937,35
504,14,300504,7941,35
505,14,300505,7945,35
506,14,300506,7949,35
507,14,300507,7953,35
508,14,300508,7954,35
509,14,300509,7958,35
510,14,300510,7959,35
511,14,300511,7963,35
512,14,300512,7967,35
513,14,300513,7968,35
514,14,300514,7969,35
515,14,300515,7973,35
516,14,300516,7974,35
517,14,300517,7978,35
518,14,300518,7982,35
519,15,300519,7983,35
520,15,300520,7984,35
521,15,300521,7985,36
522,15,300522,7986,36
523,15,300523,7987,36
524,15,300524,7988,35
525,15,300525,7989,36
526,15,300526,7990,35
527,15,300527,7991,36
528,15,300528,7992,35
529,15,300529,7993,35
530,15,300530,7994,35
531,15,300531,7995,35
532,15,300532,7996,36
533,15,300533,7997,35
534,15,300534,7998,35
535,15,300535,7999,35
536,15,300536,8000,35
537,15,300537,8001,35
538,15,300538,8003,35
539,15,300539,8005,35
540,15,300540,8007,35
541,15,300541,8009,35
542,15,300542,8011,35
543,15,300543,8013,35
544,15,300544,8015,35
545,15,300545,8017,35
546,15,300546,8019,35
547,15,300547,8021,35
548,15,300548,8023,35
549,15,300549,8025,35
550,15,300550,8027,35
551,15,300551,8029,35
552,15,300552,8033,35
553,15,300553,8037,35
554,15,300554,8041,35
555,15,300555,8045,35
556,15,300556,8046,35
557,15,300557,8050,35
558,15,300558,8051,35
559,15,300559,8055,35
560,15,300560,8059,35
561,15,300561,8060,35
562,15,300562,8061,35
563,15,300563,8065,35
564,15,300564,8066,35
565,15,300565,8070,35
566,15,300566,8074,35
567,16,300567,8075,35
568,16,300568,8076,35
569,16,300569,8077,36
570,16,300570,8078,36
571,16,300571,8079,36
572,16,300572,8080,35
573,16,300573,8081,36
574,16,300574,8082,35
575,16,300575,8083,36
576,16,300576,8084,35
577,16,300577,8085,35
578,16,300578,8086,35
579,16,300579,8087,35
580,16,300580,8088,36
581,16,300581,8089,35
582,16,300582,8090,35
583,16,300583,8091,35
584,16,300584,8092,35
585,16,300585,8093,35
586,16,300586,8095,35
587,16,300587,8097,35
588,16,300588,8099,35
589,16,300589,8101,35
590,16,300590,8103,35
591,16,300591,8105,35
592,16,300592,8107,35
593,16,300593,8109,35
594,16,300594,8111,35
595,16,300595,8113,35
596,16,300596,8115,35
597,16,300597,8117,35
598,16,300598,8119,35
599,16,300599,8121,35
600,16,300600,8125,35
601,16,300601,8129,35
602,16,300602,8133,35
603,16,300603,8137,35
604,16,300604,8138,35
605,16,300605,8142,35
606,16,300606,8143,35
607,16,300607,8147,35
608,16,300608,8151,35
609,16,300609,8152,35
610,16,300610,8153,35
611,16,300611,8157,35
612,16,300612,8158,35
613,16,300613,8162,35
614,16,300614,8166,35
615,17,300615,8167,35
616,17,300616,8168,35
617,17,300617,8169,36
618,17,300618,8170,36
619,17,300619,8171,36
620,17,300620,8172,35
621,17,300621,8173,36
622,17,300622,8174,35
623,17,300623,8175,36
624,17,300624,8176,35
625,17,300625,8177,35
626,17,300626,8178,35
627,17,300627,8179,35
628,17,300628,8180,36
629,17,300629,8181,35
630,17,300630,8182,35
631,17,300631,8183,35
632,17,300632,8184,35
633,17,300633,8185,35
634,17,300634,8187,35
635,17,300635,8189,35
636,17,300636,8191,35
637,17,300637,8193,35
638,17,300638,8195,35
639,17,300639,8197,35
640,17,300640,8199,35
641,17,300641,8201,35
642,17,300642,8203,35
643,17,300643,8205,35
644,17,300644,8207,35
645,17,300645,8209,35
646,17,300646,8211,35
647,17,300647,8213,35
648,17,300648,8217,35
649,17,300649,8221,35
650,17,300650,8225,35
651,17,300651,8229,35
652,17,300652,8230,35
653,17,300653,8234,35
654,17,300654,8235,35
655,17,300655,8239,35
656,17,300656,8243,35
657,17,300657,8244,35
658,17,300658,8245,35
659,17,300659,8249,35
660,17,300660,8250,35
661,17,300661,8254,35
662,17,300662,8258,35
663,18,300663,8259,35
664,18,300664,8260,35
665,18,300665,8261,36
666,18,300666,8262,36
667,18,300667,8263,36
668,18,300668,8264,35
669,18,300669,8265,36
670,18,300670,8266,35
671,18,300671,8267,36
672,18,300672,8268,35
673,18,300673,8269,35
674,18,300674,8270,35
675,18,300675,8271,35
676,18,300676,8272,36
677,18,300677,8273,35
678,18,300678,8274,35
679,18,300679,8275,35
680,18,300680,8276,35
681,18,300681,8277,35
682,18,300682,8279,35
683,18,300683,8281,35
684,18,300684,8283,35
685,18,300685,8285,35
686,18,300686,8287,35
687,18,300687,8289,35
688,18,300688,8291,35
689,18,300689,8293,35
690,18,300690,8295,35
691,18,300691,8297,35
692,18,300692,8299,35
693,18,300693,8301,35
694,18,300694,8303,35
695,18,300695,8305,35
696,18,300696,8309,35
697,18,300697,8313,35
698,18,300698,8317,35
699,18,300699,8321,35
700,18,300700,8322,35
701,18,300701,8326,35
702,18,300702,8327,35
703,18,300703,8331,35
704,18,300704,8335,35
705,18,300705,8336,35
706,18,300706,8337,35
707,18,300707,8341,35
708,18,300708,8342,35
709,18,300709,8346,35
710,18,300710,8350,35
711,19,300711,8351,35
712,19,300712,8352,35
713,19,300713,8353,36
714,19,300714,8354,36
715,19,300715,8355,36
716,19,300716,8356,35
717,19,300717,8357,36
718,19,300718,8358,35
719,19,300719,8359,36
720,19,300720,8360,35
721,19,300721,8361,35
722,19,300722,8362,35
723,19,300723,8363,35
724,19,300724,8364,36
725,19,300725,8365,35
726,19,300726,8366,35
727,19,300727,8367,35
728,19,300728,8368,35
729,19,300729,8369,35
730,19,300730,8371,35
731,19,300731,8373,35
732,19,300732,8375,35
733,19,300733,8377,35
734,19,300734,8379,35
735,19,300735,8381,35
736,19,300736,8383,35
737,19,300737,8385,35
738,19,300738,8387,35
739,19,300739,8389,35
740,19,300740,8391,35
741,19,300741,8393,35
742,19,300742,8395,35
743,19,300743,8397,35
744,19,300744,8401,35
745,19,300745,8405,35
746,19,300746,8409,35
747,19,300747,8413,35
748,19,300748,8414,35
749,19,300749,8418,35
750,19,300750,8419,35
751,19,300751,8423,35
752,19,300752,8427,35
753,19,300753,8428,35
754,19,300754,8429,35
755,19,300755,8433,35
756,19,300756,8434,35
757,19,300757,8438,35
758,19,300758,8442,35
759,20,300759,8443,35
760,20,300760,8444,35
761,20,300761,8445,36
762,20,300762,8446,36
763,20,300763,8447,36
764,20,300764,8448,35
765,20,300765,8449,36
766,20,300766,8450,35
767,20,300767,8451,36
768,20,300768,8452,35
769,20,300769,8453,35
770,20,300770,8454,35
771,20,300771,8455,35
772,20,300772,8456,36
773,20,300773,8457,35
774,20,300774,8458,35
775,20,300775,8459,35
776,20,300776,8460,35
777,20,300777,8461,35
778,20,300778,8463,35
779,20,300779,8465,35
780,20,300780,8467,35
781,20,300781,8469,35
782,20,300782,8471,35
783,20,300783,8473,35
784,20,300784,8475,35
785,20,300785,8477,35
786,20,300786,8479,35
787,20,300787,8481,35
788,20,300788,8483,35
789,20,300789,8485,35
790,20,300790,8487,35
791,20,300791,8489,35
792,20,300792,8493,35
793,20,300793,8497,35
794,20,300794,8501,35
795,20,300795,8505,35
796,20,300796,8506,35
797,20,300797,8510,35
798,20,300798,8511,35
799,20,300799,8515,35
800,20,300800,8519,35
801,20,300801,8520,35
802,20,300802,8521,35
803,20,300803,8525,35
804,20,300804,8526,35
805,20,300805,8530,35
806,20,300806,8534,35
807,21,300807,8535,35
808,21,300808,8536,35
809,21,300809,8537,35
810,21,300810,8538,35
811,21,300811,8539,35
812,21,300812,8540,35
813,21,300813,8541,35
814,21,300814,8542,35
815,21,300815,8543,35
816,21,300816,8544,35
817,21,300817,8545,35
818,21,300818,8546,35
819,21,300819,8547,35
820,21,300820,8548,35
821,21,300821,8549,35
822,21,300822,8550,35
823,21,300823,8551,35
824,21,300824,8552,35
825,21,300825,8553,35
826,21,300826,8555,35
827,21,300827,8557,35
828,21,300828,8559,35
829,21,300829,8561,35
830,21,300830,8562,35
831,21,300831,8563,35
832,21,300832,8564,35
833,21,300833,8566,35
834,21,300834,8568,35
835,21,300835,8570,35
836,21,300836,8572,35
837,21,300837,8574,35
838,21,300838,8576,35
839,21,300839,8577,35
840,21,300840,8578,35
841,21,300841,8579,35
842,21,300842,8580,35
843,21,300843,8581,35
844,21,300844,8582,35
845,21,300845,8583,35
846,21,300846,8584,35
847,21,300847,8587,35
848,21,300848,8591,35
849,21,300849,8592,35
850,21,300850,8593,35
851,21,300851,8594,35
852,21,300852,8598,35
853,21,300853,8602,35
854,21,300854,8603,35
855,22,300855,8604,35
856,22,300856,8605,35
857,22,300857,8606,35
858,22,300858,8607,35
859,22,300859,8608,35
860,22,300860,8609,35
861,22,300861,8610,35
862,22,300862,8611,35
863,22,300863,8612,35
864,22,300864,8613,35
865,22,300865,8614,35
866,22,300866,8615,35
867,22,300867,8616,35
868,22,300868,8617,35
869,22,300869,8618,35
870,22,300870,8619,35
871,22,300871,8620,35
872,22,300872,8621,35
873,22,300873,8622,35
874,22,300874,8624,35
875,22,300875,8626,35
876,22,300876,8628,35
877,22,300877,8630,35
878,22,300878,8631,35
879,22,300879,8632,35
880,22,300880,8633,35
881,22,300881,8635,35
882,22,300882,8637,35
883,22,300883,8639,35
884,22,300884,8641,35
885,22,300885,8643,35
886,22,300886,8645,35
887,22,300887,8646,35
888,22,300888,8647,35
889,22,300889,8648,35
890,22,300890,8649,35
891,22,300891,8650,35
892,22,300892,8651,35
893,22,300893,8652,35
894,22,300894,8653,35
895,22,300895,8656,35
896,22,300896,8660,35
897,22,300897,8661,35
898,22,300898,8662,35
899,22,300899,8663,35
900,22,300900,8667,35
901,22,300901,8671,35
902,22,300902,8672,35
903,23,300903,8673,35
904,23,300904,8674,35
905,23,300905,8675,35
906,23,300906,8676,35
907,23,300907,8677,35
908,23,300908,8678,35
909,23,300909,8679,35
910,23,300910,8680,35
911,23,300911,8681,35
912,23,300912,8682,35
913,23,300913,8683,35
914,23,300914,8684,35
915,23,300915,8685,35
916,23,300916,8686,35
917,23,300917,8687,35
918,23,300918,8688,35
919,23,300919,8689,35
920,23,300920,8690,35
921,23,300921,8691,35
922,23,300922,8693,35
923,23,300923,8695,35
924,23,300924,8697,35
925,23,300925,8699,35
926,23,300926,8700,35
927,23,300927,8701,35
928,23,300928,8702,35
929,23,300929,8704,35
930,23,300930,8706,35
931,23,300931,8708,35
932,23,300932,8710,35
933,23,300933,8712,35
934,23,300934,8714,35
935,23,300935,8715,35
936,23,300936,8716,35
937,23,300937,8717,35
938,23,300938,8718,35
939,23,300939,8719,35
940,23,300940,8720,35
941,23,300941,8721,35
942,23,300942,8722,35
943,23,300943,8725,35
944,23,300944,8729,35
945,23,300945,8730,35
946,23,300946,8731,35
947,23,300947,8732,35
948,23,300948,8736,35
949,23,300949,8740,35
950,23,300950,8741,35
951,24,300951,8742,35
952,24,300952,8743,35
953,24,300953,8744,35
954,24,300954,8745,35
955,24,300955,8746,35
956,24,300956,8747,35
957,24,300957,8748,35
958,24,300958,8749,35
959,24,300959,8750,35
960,24,300960,8751,35
961,24,300961,8752,35
962,24,300962,8753,35
963,24,300963,8754,35
964,24,300964,8755,35
965,24,300965,8756,35
966,24,300966,8757,35
967,24,300967,8758,35
968,24,300968,8759,35
969,24,300969,8760,35
970,24,300970,8762,35
971,24,300971,8764,35
972,24,300972,8766,35
973,24,300973,8768,35
974,24,300974,8769,35
975,24,300975,8770,35
976,24,300976,8771,35
977,24,300977,8773,35
978,24,300978,8775,35
979,24,300979,8777,35
980,24,300980,8779,35
981,24,300981,8781,35
982,24,300982,8783,35
983,24,300983,8784,35
984,24,300984,8785,35
985,24,300985,8786,35
986,24,300986,8787,35
987,24,300987,8788,35
988,24,300988,8789,35
989,24,300989,8790,35
990,24,300990,8791,35
991,24,300991,8794,35
992,24,300992,8798,35
993,24,300993,8799,35
994,24,300994,8800,35
995,24,300995,8801,35
996,24,300996,8805,35
997,24,300997,8809,35
998,24,300998,8810,35
999,25,300999,8811,35
1000,25,301000,8812,35
1001,25,301001,8813,35
1002,25,301002,8814,35
1003,25,301003,8815,35
1004,25,301004,8816,35
1005,25,301005,8817,35
1006,25,301006,8818,35
1007,25,301007,8819,35
1008,25,301008,8820,35
1009,25,301009,8821,35
1010,25,301010,8822,35
1011,25,301011,8823,35
1012,25,301012,8824,35
1013,25,301013,8825,35
1014,25,301014,8826,35
1015,25,301015,8827,35
1016,25,301016,8828,35
1017,25,301017,8829,35
1018,25,301018,8831,35
1019,25,301019,8833,35
1020,25,301020,8835,35
1021,25,301021,8837,35
1022,25,301022,8838,35
1023,25,301023,8839,35
1024,25,301024,8840,35
1025,25,301025,8842,35
1026,25,301026,8844,35
1027,25,301027,8846,35
1028,25,301028,8848,35
1029,25,301029,8850,35
1030,25,301030,8852,35
1031,25,301031,8853,35
1032,25,301032,8854,35
1033,25,301033,8855,35
1034,25,301034,8856,35
1035,25,301035,8857,35
1036,25,301036,8858,35
1037,25,301037,8859,35
1038,25,301038,8860,35
1039,25,301039,8864,35
1040,25,301040,8868,35
1041,25,301041,8869,35
1042,25,301042,8870,35
1043,25,301043,8871,35
1044,25,301044,8875,35
1045,25,301045,8879,35
1046,25,301046,8880,35
1047,26,301047,8881,35
1048,26,301048,8882,35
1049,26,301049,8883,35
1050,26,301050,8884,35
1051,26,301051,8885,35
1052,26,301052,8886,35
1053,26,301053,8887,35
1054,26,301054,8888,35
1055,26,301055,8889,35
1056,26,301056,8890,35
1057,26,301057,8891,35
1058,26,301058,8892,35
1059,26,301059,8893,35
1060,26,301060,8894,35
1061,26,301061,8895,35
1062,26,301062,8896,35
1063,26,301063,8897,35
1064,26,301064,8898,35
1065,26,301065,8899,35
1066,26,301066,8901,35
1067,26,301067,8903,35
1068,26,301068,8905,35
1069,26,301069,8907,35
1070,26,301070,8908,35
1071,26,301071,8909,35
1072,26,301072,8910,35
1073,26,301073,8912,35
1074,26,301074,8914,35
1075,26,301075,8916,35
1076,26,301076,8918,35
1077,26,301077,8920,35
1078,26,301078,8922,35
1079,26,301079,8923,35
1080,26,301080,8924,35
1081,26,301081,8925,35
1082,26,301082,8926,35
1083,26,301083,8927,35
1084,26,301084,8928,35
1085,26,301085,8929,35
1086,26,301086,8930,35
1087,26,301087,8933,35
1088,26,301088,8937,35
1089,26,301089,8938,35
1090,26,301090,8939,35
1091,26,301091,8940,35
1092,26,301092,8944,35
1093,26,301093,8948,35
1094,26,301094,8949,35
1095,27,301095,7008950,35
1096,27,301096,7008951,35
1097,27,301097,7008952,35
1098,27,301098,7008953,35
1099,27,301099,7008954,35
1100,27,301100,7008955,35
1101,27,301101,7008956,35
1102,27,301102,7008957,35
1103,27,301103,7008958,35
1104,27,301104,7008959,35
1105,27,301105,7008960,35
1106,27,301106,7008961,35
1107,27,301107,7008962,35
1108,27,301108,7008963,35
1109,27,301109,7008964,35
1110,27,301110,7008965,35
1111,27,301111,7008966,35
1112,27,301112,7008967,35
1113,27,301113,7008968,35
1114,27,301114,7008969,35
1115,27,301115,7008970,35
1116,27,301116,7008971,35
1117,27,301117,7008972,35
1118,27,301118,7008973,35
1119,27,301119,7008974,35
1120,27,301120,7008975,35
1121,27,301121,7008976,35
1122,27,301122,7008977,35
1123,27,301123,7008978,35
1124,27,301124,7008979,35
1125,27,301125,7008980,35
1126,27,301126,7008981,35
1127,27,301127,7008982,35
1128,27,301128,7008985,35
1129,27,301129,7008986,35
1130,27,301130,7008987,35
1131,27,301131,7008988,35
1132,27,301132,7008989,35
1133,27,301133,7008988,35
1134,27,301134,7008990,35
1135,27,301135,7008991,35
1136,27,301136,7008992,35
1137,27,301137,7008993,35
1138,27,301138,7008994,35
1139,27,301139,7008995,35
1140,27,301140,7008996,35
1141,27,301141,7008997,35
1142,27,301142,7008998,35
1143,28,301143,7009016,35
1144,28,301144,7009017,35
1145,28,301145,7009018,35
1146,28,301146,7009019,35
1147,28,301147,7009020,35
