id,type,buff,num,round,prob
1004142,1004,spd,18,99,1
1004143,1004,spd,30,99,1
1004144,1004,spd,20,99,1
1004145,1004,spd,30,99,1
1004146,1004,spd,40,99,1
1004147,1004,spd,20,0,1
1004148,1004,spd,40,0,1
1004149,1004,spd,60,0,1
1004150,1004,spd,20,0,1
1004151,1004,spd,40,0,1
1004152,1004,spd,60,0,1
1004153,1004,spd,-2,2,1
1004154,1004,spd,-4,2,1
1004155,1004,spd,-6,2,1
1004156,1004,spd,-8,2,1
1004157,1004,spd,-10,2,1
1004158,1004,spd,5,2,1
1004159,1004,spd,10,2,1
1005001,1005,sklP,1000,0,1
1005002,1005,sklP,250,0,1
1005003,1005,sklP,375,0,1
1005004,1005,sklP,500,0,1
1005005,1005,sklP,600,0,1
1005006,1005,sklP,625,0,1
1005007,1005,sklP,750,0,1
1005008,1005,sklP,875,0,1
1005009,1005,sklP,950,0,1
1005010,1005,sklP,200,99,1
1005011,1005,sklP,175,99,1
1005012,1005,sklP,200,99,1
1005013,1005,sklP,219,99,1
1005014,1005,sklP,220,99,1
1005015,1005,sklP,240,99,1
1005016,1005,sklP,250,99,1
1005017,1005,sklP,260,99,1
1005018,1005,sklP,300,99,1
1005019,1005,sklP,350,99,1
1005020,1005,sklP,400,99,1
1005021,1005,sklP,100,99,1
1005022,1005,sklP,150,99,1
1005023,1005,sklP,219,2,1
1005024,1005,sklP,-250,2,1
1005025,1005,sklP,350,2,1
1005026,1005,sklP,-350,2,1
1005027,1005,sklP,110,3,1
1005028,1005,sklP,120,3,1
1005029,1005,sklP,150,3,1
1005030,1005,sklP,-150,3,1
1005031,1005,sklP,-188,3,1
1005032,1005,sklP,200,3,1
1005033,1005,sklP,250,3,1
1005034,1005,sklP,-250,3,1
1005035,1005,sklP,300,3,1
1005036,1005,sklP,350,3,1
1005037,1005,sklP,400,3,1
1005038,1005,sklP,60,3,1
1005039,1005,sklP,70,3,1
1005040,1005,sklP,125,99,1
1005041,1005,sklP,300,99,1
1005042,1005,sklP,500,99,1
1005043,1005,sklP,10,0,1
1005044,1005,sklP,1020,0,1
1005045,1005,sklP,1080,0,1
1005046,1005,sklP,1080,0,1
1005047,1005,sklP,1100,0,1
1005048,1005,sklP,10,99,1
1005049,1005,sklP,205,99,1
1005050,1005,sklP,210,99,1
1005051,1005,sklP,215,99,1
1005052,1005,sklP,220,99,1
1005053,1005,sklP,225,99,1
1005054,1005,sklP,300,99,1
1005055,1005,sklP,310,99,1
1005056,1005,sklP,310,99,1
1005057,1005,sklP,320,99,1
1005058,1005,sklP,330,99,1
1005059,1005,sklP,950,0,1
1005060,1005,sklP,990,0,1
1005061,1005,sklP,990,0,1
1005062,1005,sklP,1030,0,1
1005063,1005,sklP,1050,0,1
1005064,1005,sklP,60,99,1
1005065,1005,sklP,120,99,1
1005066,1005,sklP,180,99,1
1005067,1005,sklP,300,99,1
1005068,1005,sklP,300,0,1
1005069,1005,sklP,500,0,1
1005070,1005,sklP,700,0,1
1006001,1006,hit,200,0,1
1006002,1006,hit,300,0,1
1006003,1006,hit,400,0,1
1006004,1006,hit,500,0,1
1006005,1006,hit,600,0,1
1006006,1006,hit,700,0,1
1006007,1006,hit,900,0,1
1006008,1006,hit,300,2,1
1006009,1006,hit,500,2,1
1006010,1006,hit,-280,3,0.25
1006011,1006,hit,-400,3,0.35
1006012,1006,hit,-400,3,1
1006013,1006,hit,600,3,1
1006014,1006,hit,240,0,1
1006015,1006,hit,360,0,1
1006016,1006,hit,1000,0,1
1006017,1006,hit,300,3,1
1006018,1006,hit,400,3,1
1006019,1006,hit,500,3,1
1006020,1006,hit,800,0,1
1006021,1006,hit,300,0,1
1006022,1006,hit,2000,0,1
1006023,1006,hit,-400,0,1
1006024,1006,hit,-440,3,1
1006025,1006,hit,200,0,1
1006026,1006,hit,300,0,1
1006027,1006,hit,600,0,1
1006028,1006,hit,400,0,1
1006029,1006,hit,440,0,1
1006030,1006,hit,440,0,1
1006031,1006,hit,450,0,1
1006032,1006,hit,460,0,1
1006033,1006,hit,400,0,1
1006034,1006,hit,600,0,1
1006035,1006,hit,1000,0,1
1006036,1006,hit,120,99,1
1006037,1006,hit,240,99,1
1006038,1006,hit,360,99,1
1006039,1006,hit,600,99,1
1006040,1006,hit,600,3,1
1006041,1006,hit,40,6,1
1006042,1006,hit,80,6,1
1006043,1006,hit,120,6,1
1006044,1006,hit,160,6,1
1006045,1006,hit,200,6,1
1007001,1007,miss,200,0,1
1007002,1007,miss,2000,0,1
1007003,1007,miss,300,0,1
1007004,1007,miss,400,0,1
1007005,1007,miss,500,0,1
1007006,1007,miss,100,99,1
1007007,1007,miss,120,99,1
1007008,1007,miss,-200,2,1
1007009,1007,miss,300,2,1
1007010,1007,miss,-300,2,1
1007011,1007,miss,100,0,1
1007012,1007,miss,-200,3,1
1007013,1007,miss,-300,3,1
1007014,1007,miss,-400,3,1
1007015,1007,miss,2000,99,1
1007016,1007,miss,600,0,1
1007017,1007,miss,700,0,1
1007018,1007,miss,800,0,1
1007019,1007,miss,140,99,1
1007020,1007,miss,200,99,1
1007021,1007,miss,600,0,1
1007022,1007,miss,1000,0,1
1007023,1007,miss,1400,0,1
1007024,1007,miss,-200,3,1
1007025,1007,miss,-400,3,1
1007026,1007,miss,-600,3,1
1007027,1007,miss,900,0,1
1007028,1007,miss,1200,0,1
1007029,1007,miss,400,0,1
1007030,1007,miss,600,0,1
1007031,1007,miss,600,0,1
1007032,1007,miss,-400,0,1
1007033,1007,miss,-440,3,1
1007034,1007,miss,220,99,1
1007035,1007,miss,220,99,1
1007036,1007,miss,230,99,1
1007037,1007,miss,230,99,1
1007038,1007,miss,240,99,1
1007039,1007,miss,740,0,1
1007040,1007,miss,740,0,1
1007041,1007,miss,750,0,1
1007042,1007,miss,750,0,1
1007043,1007,miss,760,0,1
1007044,1007,miss,400,3,1
1007045,1007,miss,500,3,1
1007046,1007,miss,100,99,1
1007047,1007,miss,200,99,1
1007048,1007,miss,300,99,1
1007049,1007,miss,500,99,1
1007050,1007,miss,600,3,1
1007051,1007,miss,-40,2,1
1007052,1007,miss,-80,2,1
1007053,1007,miss,-120,2,1
1007054,1007,miss,-160,2,1
1007055,1007,miss,-200,2,1
1008001,1008,crit,200,0,1
1008002,1008,crit,2000,0,1
1008003,1008,crit,300,0,1
1008004,1008,crit,400,0,1
1008005,1008,crit,440,0,1
1008006,1008,crit,480,0,1
1008007,1008,crit,500,0,1
1008008,1008,crit,600,0,1
1008009,1008,crit,700,0,1
1008010,1008,crit,800,0,1
1008011,1008,crit,-100,99,1
1008012,1008,crit,160,99,1
1008013,1008,crit,200,99,1
1008014,1008,crit,-200,99,1
1008015,1008,crit,220,99,1
1008016,1008,crit,280,99,1
1008017,1008,crit,300,99,1
1008018,1008,crit,400,99,1
1008019,1008,crit,-200,2,1
1008020,1008,crit,-250,2,1
1008021,1008,crit,300,2,1
1008022,1008,crit,-400,2,1
1008023,1008,crit,-600,2,1
1008024,1008,crit,600,2,1
1008025,1008,crit,-200,3,0.3
1008026,1008,crit,-200,3,0.8
1008027,1008,crit,-300,3,0.8
1008028,1008,crit,100,3,1
1008029,1008,crit,-100,3,1
1008030,1008,crit,160,3,1
1008031,1008,crit,-180,3,1
1008032,1008,crit,200,3,1
1008033,1008,crit,-200,3,1
1008034,1008,crit,220,3,1
1008035,1008,crit,240,3,1
1008036,1008,crit,300,3,1
1008037,1008,crit,-300,3,1
1008038,1008,crit,-340,3,1
1008039,1008,crit,360,3,1
1008040,1008,crit,-360,3,1
1008041,1008,crit,400,3,1
1008042,1008,crit,450,3,1
1008043,1008,crit,480,3,1
1008044,1008,crit,-480,3,1
1008045,1008,crit,-500,3,1
1008046,1008,crit,600,3,1
1008047,1008,crit,800,3,1
1008048,1008,crit,300,4,1
1008049,1008,crit,-300,4,1
1008050,1008,crit,400,4,1
1008051,1008,crit,-400,4,1
1008052,1008,crit,1200,99,1
1008053,1008,crit,240,99,1
1008054,1008,crit,280,99,1
1008055,1008,crit,400,99,1
1008056,1008,crit,500,99,1
1008057,1008,crit,600,99,1
1008058,1008,crit,900,99,1
1008059,1008,crit,100,0,1
1008060,1008,crit,40,0,1
1008061,1008,crit,100,3,1
1008062,1008,crit,150,3,1
1008063,1008,crit,200,3,1
1008064,1008,crit,250,3,1
1008065,1008,crit,300,3,1
1008066,1008,crit,350,3,1
1008067,1008,crit,400,3,1
1008068,1008,crit,450,3,1
1008069,1008,crit,500,99,1
1008070,1008,crit,300,4,1
1008071,1008,crit,1500,2,1
1008072,1008,crit,200,0,1
1008073,1008,crit,400,0,1
1008074,1008,crit,700,0,1
1008075,1008,crit,-20,3,1
1008076,1008,crit,-40,3,1
1008077,1008,crit,-60,3,1
1008078,1008,crit,-80,3,1
1008079,1008,crit,-100,3,1
1008080,1008,crit,-120,3,1
1008081,1008,crit,-140,3,1
1008082,1008,crit,-160,3,1
1008083,1008,crit,-180,3,1
1008084,1008,crit,-200,3,1
1008085,1008,crit,-220,3,1
1008086,1008,crit,-240,3,1
1008087,1008,crit,-260,3,1
1008088,1008,crit,-280,3,1
1008089,1008,crit,-300,3,1
1008090,1008,crit,-320,3,1
1008091,1008,crit,-340,3,1
1008092,1008,crit,-360,3,1
1008093,1008,crit,-380,3,1
1008094,1008,crit,-400,3,1
1008095,1008,crit,-420,3,1
1008096,1008,crit,-440,3,1
1008097,1008,crit,-460,3,1
1008098,1008,crit,-480,3,1
1008099,1008,crit,-500,3,1
1008100,1008,crit,-520,3,1
1008101,1008,crit,-540,3,1
1008102,1008,crit,-560,3,1
1008103,1008,crit,-580,3,1
1008104,1008,crit,-600,3,1
1008105,1008,crit,500,3,1
1008106,1008,crit,20,2,1
1008107,1008,crit,60,2,1
1008108,1008,crit,100,2,1
1008109,1008,crit,400,0,1
1008110,1008,crit,440,0,1
1008111,1008,crit,440,0,1
1008112,1008,crit,450,0,1
1008113,1008,crit,460,0,1
1008114,1008,crit,700,0,1
1008115,1008,crit,740,0,1
1008116,1008,crit,740,0,1
1008117,1008,crit,750,0,1
1008118,1008,crit,760,0,1
1008119,1008,crit,600,0,1
1008120,1008,crit,640,0,1
1008121,1008,crit,640,0,1
1008122,1008,crit,650,0,1
1008123,1008,crit,660,0,1
1008124,1008,crit,10,99,1
1008125,1008,crit,280,3,1
1008126,1008,crit,420,99,1
1008127,1008,crit,420,99,1
1008128,1008,crit,440,99,1
1008129,1008,crit,440,99,1
1008130,1008,crit,460,99,1
1008131,1008,crit,400,0,1
1008132,1008,crit,440,0,1
1008133,1008,crit,440,0,1
1008134,1008,crit,450,0,1
1008135,1008,crit,460,0,1
1008136,1008,crit,1300,99,1
1008137,1008,crit,660,3,1
1008138,1008,crit,620,3,1
1008139,1008,crit,630,3,1
1008140,1008,crit,640,3,1
1008141,1008,crit,650,3,1
1008142,1008,crit,660,3,1
1008143,1008,crit,440,99,1
1008144,1008,crit,440,99,1
1008145,1008,crit,440,99,1
1008146,1008,crit,460,99,1
1008147,1008,crit,460,99,1
1008148,1008,crit,-320,3,0.8
1008149,1008,crit,-320,3,0.8
1008150,1008,crit,-340,3,0.8
1008151,1008,crit,-340,3,0.8
1008152,1008,crit,-340,3,0.85
1008153,1008,crit,-620,2,1
1008154,1008,crit,-620,2,1
1008155,1008,crit,-640,2,1
1008156,1008,crit,-640,2,1
1008157,1008,crit,-660,2,1
1008158,1008,crit,200,2,1
1008159,1008,crit,500,2,1
1008160,1008,crit,1000,2,1
1008161,1008,crit,280,99,1
1008162,1008,crit,300,99,1
1008163,1008,crit,300,99,1
1008164,1008,crit,320,99,1
1008165,1008,crit,340,99,1
1008166,1008,crit,400,3,1
1008167,1008,crit,440,3,1
1008168,1008,crit,440,99,1
1008169,1008,crit,-380,3,1
1008170,1008,crit,-390,3,1
1008171,1008,crit,-400,3,1
1008172,1008,crit,-410,3,1
1008173,1008,crit,-420,3,1
1008174,1008,crit,-560,3,1
1008175,1008,crit,-400,4,1
1008176,1008,crit,-420,4,1
1008177,1008,crit,-420,4,1
1008178,1008,crit,-430,4,1
1008179,1008,crit,-440,4,1
1008180,1008,crit,420,4,1
1008181,1008,crit,420,4,1
1008182,1008,crit,430,4,1
1008183,1008,crit,430,4,1
1008184,1008,crit,440,4,1
1008185,1008,crit,300,0,1
1008186,1008,crit,400,0,1
1008187,1008,crit,600,0,1
1008188,1008,crit,1000,3,1
1008189,1008,crit,400,3,1
1008190,1008,crit,300,0,1
1008191,1008,crit,500,0,1
1008192,1008,crit,700,0,1
1008193,1008,crit,300,0,1
1008194,1008,crit,500,0,1
1008195,1008,crit,700,0,1
1008196,1008,crit,700,0,1
1008197,1008,crit,740,0,1
1008198,1008,crit,740,0,1
1008199,1008,crit,750,0,1
1008200,1008,crit,760,0,1
1008201,1008,crit,80,99,1
1008202,1008,crit,160,99,1
1008203,1008,crit,240,99,1
1008204,1008,crit,400,99,1
1008205,1008,crit,600,3,1
1008206,1008,crit,400,2,1
1008207,1008,crit,600,2,1
1008208,1008,crit,1000,2,1
1008209,1008,crit,1100,2,1
1009001,1009,critTime,1000,0,1
1009002,1009,critTime,1200,0,1
1009003,1009,critTime,400,0,1
1009004,1009,critTime,500,0,1
1009005,1009,critTime,600,99,1
1009006,1009,critTime,800,0,1
1009007,1009,critTime,200,99,1
1009008,1009,critTime,300,99,1
1009009,1009,critTime,400,99,1
1009010,1009,critTime,180,3,1
1009011,1009,critTime,200,3,1
1009012,1009,critTime,240,3,1
1009013,1009,critTime,300,3,1
1009014,1009,critTime,600,3,1
1009015,1009,critTime,-600,3,1
1009016,1009,critTime,800,3,1
1009017,1009,critTime,400,6,1
1009018,1009,critTime,800,6,1
1009019,1009,critTime,1200,6,1
1009020,1009,critTime,1000,99,1
1009021,1009,critTime,1400,99,1
1009022,1009,critTime,160,99,1
1009023,1009,critTime,2000,99,1
1009024,1009,critTime,360,99,1
1009025,1009,critTime,420,99,1
1009026,1009,critTime,480,99,1
1009027,1009,critTime,490,99,1
1009028,1009,critTime,600,99,1
1009029,1009,critTime,40,0,1
1009030,1009,critTime,200,0,1
1009031,1009,critTime,400,0,1
1009032,1009,critTime,600,0,1
1009033,1009,critTime,500,99,1
1009034,1009,critTime,300,2,1
1009035,1009,critTime,440,2,1
1009036,1009,critTime,600,2,1
1009040,1009,critTime,440,2,1
1009044,1009,critTime,300,0,1
1009048,1009,critTime,700,0,1
1009052,1009,critTime,-20,3,1
1009056,1009,critTime,-40,3,1
1009060,1009,critTime,-60,3,1
1009064,1009,critTime,-80,3,1
1009068,1009,critTime,-100,3,1
1009072,1009,critTime,-120,3,1
1009076,1009,critTime,-140,3,1
1009080,1009,critTime,-160,3,1
1009084,1009,critTime,-180,3,1
1009088,1009,critTime,-200,3,1
1009092,1009,critTime,-220,3,1
1009096,1009,critTime,-240,3,1
1009100,1009,critTime,-260,3,1
1009104,1009,critTime,-280,3,1
1009108,1009,critTime,-300,3,1
1009112,1009,critTime,-320,3,1
1009116,1009,critTime,-340,3,1
1009120,1009,critTime,-360,3,1
1009124,1009,critTime,-380,3,1
1009128,1009,critTime,-400,3,1
1009132,1009,critTime,-420,3,1
1009136,1009,critTime,-440,3,1
1009140,1009,critTime,-460,3,1
1009144,1009,critTime,-480,3,1
1009148,1009,critTime,-500,3,1
1009152,1009,critTime,-520,3,1
1009156,1009,critTime,-540,3,1
1009160,1009,critTime,-560,3,1
1009164,1009,critTime,-580,3,1
1009168,1009,critTime,-600,3,1
1009169,1009,critTime,10,99,1
1009170,1009,critTime,15,99,1
1009171,1009,critTime,40,99,1
1009172,1009,critTime,400,0,1
1009173,1009,critTime,100,99,1
1009174,1009,critTime,200,2,1
1009175,1009,critTime,400,2,1
1009176,1009,critTime,800,2,1
1009177,1009,critTime,200,3,1
1009178,1009,critTime,300,3,1
1009179,1009,critTime,400,3,1
1009180,1009,critTime,400,3,1
1009181,1009,critTime,40,99,1
1009182,1009,critTime,44,99,1
1009183,1009,critTime,44,99,1
1009184,1009,critTime,48,99,1
1009185,1009,critTime,50,99,1
1009186,1009,critTime,880,2,1
1009187,1009,critTime,640,3,1
1009188,1009,critTime,600,99,1
1009189,1009,critTime,620,99,1
1009190,1009,critTime,620,99,1
1009191,1009,critTime,640,99,1
1009192,1009,critTime,660,99,1
1009193,1009,critTime,320,3,1
1009194,1009,critTime,340,3,1
1009195,1009,critTime,360,3,1
1009196,1009,critTime,380,3,1
1009197,1009,critTime,400,3,1
1009198,1009,critTime,2040,99,1
1009199,1009,critTime,2080,99,1
1009200,1009,critTime,2120,99,1
1009201,1009,critTime,2160,99,1
1009202,1009,critTime,2200,99,1
1009203,1009,critTime,1240,6,1
1009204,1009,critTime,1280,6,1
1009205,1009,critTime,1320,6,1
1009206,1009,critTime,1360,6,1
1009207,1009,critTime,1400,6,1
1009208,1009,critTime,660,3,1
1009209,1009,critTime,620,99,1
1009210,1009,critTime,620,99,1
1009211,1009,critTime,640,99,1
1009212,1009,critTime,640,99,1
1009213,1009,critTime,660,99,1
1009214,1009,critTime,-400,2,1
1009215,1009,critTime,-400,2,1
1009216,1009,critTime,-420,2,1
1009217,1009,critTime,-420,2,1
1009218,1009,critTime,-430,2,1
1009219,1009,critTime,-440,2,1
1009220,1009,critTime,200,4,1
1009221,1009,critTime,400,4,1
1009222,1009,critTime,600,4,1
1009223,1009,critTime,800,4,1
1009224,1009,critTime,1000,4,1
1009225,1009,critTime,-660,3,1
1009226,1009,critTime,420,99,1
1009227,1009,critTime,430,99,1
1009228,1009,critTime,440,99,1
1009229,1009,critTime,450,99,1
1009230,1009,critTime,460,99,1
1009231,1009,critTime,600,3,1
1009232,1009,critTime,300,0,1
1009233,1009,critTime,500,0,1
1009234,1009,critTime,1000,0,1
1009235,1009,critTime,500,0,1
1009236,1009,critTime,700,0,1
1009237,1009,critTime,1000,0,1
1009238,1009,critTime,400,0,1
1009239,1009,critTime,600,0,1
1009240,1009,critTime,800,0,1
1009241,1009,critTime,1000,0,1
1009242,1009,critTime,1040,0,1
1009243,1009,critTime,1040,0,1
1009244,1009,critTime,1050,0,1
1009245,1009,critTime,1060,0,1
1009246,1009,critTime,800,0,1
1009247,1009,critTime,840,0,1
1009248,1009,critTime,840,0,1
1009249,1009,critTime,850,0,1
1009250,1009,critTime,860,0,1
1010001,1010,brk,100,0,1
1010002,1010,brk,150,0,1
1010003,1010,brk,160,0,1
1010004,1010,brk,200,0,1
1010005,1010,brk,240,0,1
1010006,1010,brk,280,0,1
1010007,1010,brk,300,0,1
1010008,1010,brk,320,0,1
1010009,1010,brk,360,0,1
1010010,1010,brk,400,0,1
1010011,1010,brk,640,0,1
1010012,1010,brk,112,99,1
1010013,1010,brk,140,99,1
1010014,1010,brk,150,99,1
1010015,1010,brk,160,99,1
1010016,1010,brk,168,99,1
1010017,1010,brk,200,99,1
1010018,1010,brk,280,99,1
1010019,1010,brk,300,99,1
1010020,1010,brk,400,99,1
1010021,1010,brk,84,99,1
1010022,1010,brk,150,2,1
1010023,1010,brk,250,2,1
1010024,1010,brk,80,2,1
1010025,1010,brk,-140,3,1
1010026,1010,brk,-170,3,1
1010027,1010,brk,-200,3,1
1010028,1010,brk,-250,3,1
1010029,1010,brk,640,3,1
1010030,1010,brk,112,4,1
1010031,1010,brk,140,4,1
1010032,1010,brk,168,4,1
1010033,1010,brk,-100,6,1
1010034,1010,brk,-130,6,1
1010035,1010,brk,-150,6,1
1010036,1010,brk,350,0,1
1010037,1010,brk,500,0,1
1010038,1010,brk,-250,0,1
1010039,1010,brk,188,4,1
1010040,1010,brk,420,0,1
1010041,1010,brk,420,0,1
1010042,1010,brk,425,0,1
1010043,1010,brk,425,0,1
1010044,1010,brk,430,0,1
1010045,1010,brk,-260,3,1
1010046,1010,brk,-265,3,1
1010047,1010,brk,-270,3,1
1010048,1010,brk,-275,3,1
1010049,1010,brk,-280,3,1
1010050,1010,brk,360,0,1
1010051,1010,brk,380,0,1
1010052,1010,brk,380,0,1
1010053,1010,brk,385,0,1
1010054,1010,brk,390,0,1
1010055,1010,brk,178,99,1
1010056,1010,brk,178,99,1
1010057,1010,brk,188,99,1
1010058,1010,brk,188,99,1
1010059,1010,brk,198,99,1
1010060,1010,brk,420,99,1
1010061,1010,brk,-170,6,1
1010062,1010,brk,300,0,1
1010063,1010,brk,400,0,1
1010064,1010,brk,600,0,1
1010065,1010,brk,300,3,1
1010066,1010,brk,500,3,1
1010067,1010,brk,1000,3,1
1011001,1011,free,1000,0,1
1011002,1011,free,500,0,1
1011003,1011,free,750,0,1
1011004,1011,free,1000,2,1
1011005,1011,free,300,0,1
1011006,1011,free,200,0,1
1011007,1011,free,250,0,1
1011008,1011,free,350,0,1
1011009,1011,free,100,0,1
1011010,1011,free,150,0,1
1011011,1011,free,100,0,1
1011012,1011,free,200,0,1
1011013,1011,free,350,0,1
1011014,1011,free,450,0,1
1011015,1011,free,400,0,1
1011016,1011,free,200,0,1
1011017,1011,free,30,3,1
1011018,1011,free,40,3,1
1011019,1011,free,50,3,1
1011020,1011,free,-60,3,1
1011021,1011,free,-60,3,1
1011022,1011,free,-60,3,1
1011023,1011,free,-60,3,1
1011024,1011,free,-60,3,1
1011025,1011,free,-60,3,1
1011026,1011,free,-70,3,1
1011027,1011,free,-70,3,1
1011028,1011,free,-70,3,1
1011029,1011,free,-70,3,1
1011030,1011,free,-70,3,1
1011031,1011,free,-70,3,1
1011032,1011,free,-80,3,1
1011033,1011,free,-80,3,1
1011034,1011,free,-80,3,1
1011035,1011,free,-80,3,1
1011036,1011,free,-80,3,1
1011037,1011,free,-80,3,1
1011038,1011,free,-90,3,1
1011039,1011,free,-90,3,1
1011040,1011,free,-90,3,1
1011041,1011,free,-90,3,1
1011042,1011,free,-90,3,1
1011043,1011,free,-90,3,1
1011044,1011,free,-100,3,1
1011045,1011,free,-100,3,1
1011046,1011,free,-100,3,1
1011047,1011,free,-100,3,1
1011048,1011,free,-100,3,1
1011049,1011,free,-100,3,1
1011050,1011,free,-110,3,1
1011051,1011,free,-110,3,1
1011052,1011,free,-110,3,1
1011053,1011,free,-110,3,1
1011054,1011,free,-110,3,1
1011055,1011,free,-110,3,1
1011056,1011,free,-120,3,1
1011057,1011,free,-120,3,1
1011058,1011,free,-120,3,1
1011059,1011,free,-120,3,1
1011060,1011,free,-120,3,1
1011061,1011,free,-120,3,1
1011062,1011,free,-130,3,1
1011063,1011,free,-130,3,1
1011064,1011,free,-130,3,1
1011065,1011,free,-130,3,1
1011066,1011,free,-130,3,1
1011067,1011,free,-130,3,1
1011068,1011,free,-140,3,1
1011069,1011,free,-140,3,1
1011070,1011,free,-140,3,1
1011071,1011,free,-140,3,1
1011072,1011,free,-140,3,1
1011073,1011,free,-140,3,1
1011074,1011,free,-150,3,1
1011075,1011,free,-150,3,1
1011076,1011,free,-150,3,1
1011077,1011,free,-150,3,1
1011078,1011,free,-150,3,1
1011079,1011,free,-150,3,1
1011080,1011,free,-160,3,1
1011081,1011,free,-160,3,1
1011082,1011,free,-160,3,1
1011083,1011,free,-160,3,1
1011084,1011,free,-160,3,1
1011085,1011,free,-160,3,1
1011086,1011,free,-170,3,1
1011087,1011,free,-170,3,1
1011088,1011,free,-170,3,1
1011089,1011,free,-170,3,1
