id,skill_id,skill_lv,items
369,2301,39,1#7897500|4#14274
370,2301,40,1#8250000|4#14920
371,2401,1,1#100000|4#160
372,2401,2,1#210000|4#338
373,2401,3,1#330000|4#534
374,2401,4,1#460000|4#748
375,2401,5,1#600000|4#980
376,2401,6,1#750000|4#1230
377,2401,7,1#910000|4#1498
378,2401,8,1#1080000|4#1784
379,2401,9,1#1260000|4#2088
380,2401,10,1#1450000|4#2410
381,2401,11,1#1650000|4#2750
382,2401,12,1#1860000|4#3108
383,2401,13,1#2080000|4#3484
384,2401,14,1#2310000|4#3878
385,2401,15,1#2550000|4#4290
386,2401,16,1#2800000|4#4720
387,2401,17,1#3060000|4#5168
388,2401,18,1#3330000|4#5634
389,2401,19,1#3610000|4#6118
390,2401,20,1#3900000|4#6620
391,2401,21,1#4200000|4#7140
392,2401,22,1#4510000|4#7678
393,2401,23,1#4830000|4#8234
394,2401,24,1#5160000|4#8808
395,2401,25,1#5500000|4#9400
396,2401,26,1#5850000|4#10010
397,2401,27,1#6210000|4#10638
398,2401,28,1#6580000|4#11284
399,2401,29,1#6960000|4#11948
400,2401,30,1#7350000|4#12630
401,2501,1,1#150000|4#240
402,2501,2,1#320000|4#510
403,2501,3,1#510000|4#810
404,2501,4,1#720000|4#1140
405,2501,5,1#950000|4#1500
406,2501,6,1#1200000|4#1890
407,2501,7,1#1470000|4#2310
408,2501,8,1#1760000|4#2760
409,2501,9,1#2070000|4#3240
410,2501,10,1#2400000|4#3750
411,2501,11,1#2750000|4#4290
412,2501,12,1#3120000|4#4860
413,2501,13,1#3510000|4#5460
414,2501,14,1#3920000|4#6090
415,2501,15,1#4350000|4#6750
416,2501,16,1#4800000|4#7440
417,2501,17,1#5270000|4#8160
418,2501,18,1#5760000|4#8910
419,2501,19,1#6270000|4#9690
420,2501,20,1#6800000|4#10500
421,2601,1,1#200000|4#800
422,2601,2,1#430000|4#1700
423,2601,3,1#690000|4#2700
424,2601,4,1#980000|4#3800
425,2601,5,1#1300000|4#5000
426,2601,6,1#1650000|4#6300
427,2601,7,1#2030000|4#7700
428,2601,8,1#2440000|4#9200
429,2601,9,1#2880000|4#10800
430,2601,10,1#3350000|4#12500
431,2601,11,1#3850000|4#14300
432,2601,12,1#4380000|4#16200
433,2601,13,1#4940000|4#18200
434,2601,14,1#5530000|4#20300
435,2601,15,1#6150000|4#22500
436,2601,16,1#6800000|4#24800
437,2601,17,1#7480000|4#27200
438,2601,18,1#8190000|4#29700
439,2601,19,1#8930000|4#32300
440,2601,20,1#9700000|4#35000
441,3101,1,1#5000|4#10
442,3101,2,1#15000|4#30
443,3101,3,1#30000|4#60
444,3101,4,1#50000|4#100
445,3101,5,1#75000|4#150
446,3101,6,1#105000|4#210
447,3101,7,1#140000|4#280
448,3101,8,1#180000|4#360
449,3101,9,1#225000|4#450
450,3101,10,1#275000|4#550
451,3101,11,1#330000|4#660
452,3101,12,1#390000|4#780
453,3101,13,1#455000|4#910
454,3101,14,1#525000|4#1050
455,3101,15,1#600000|4#1200
456,3101,16,1#680000|4#1360
457,3101,17,1#765000|4#1530
458,3101,18,1#855000|4#1710
459,3101,19,1#950000|4#1900
460,3101,20,1#1050000|4#2100
461,3101,21,1#1155000|4#2310
462,3101,22,1#1265000|4#2530
463,3101,23,1#1380000|4#2760
464,3101,24,1#1500000|4#3000
465,3101,25,1#1625000|4#3250
466,3101,26,1#1755000|4#3510
467,3101,27,1#1890000|4#3780
468,3101,28,1#2030000|4#4060
469,3101,29,1#2175000|4#4350
470,3101,30,1#2325000|4#4650
471,3101,31,1#2480000|4#4960
472,3101,32,1#2640000|4#5280
473,3101,33,1#2805000|4#5610
474,3101,34,1#2975000|4#5950
475,3101,35,1#3150000|4#6300
476,3101,36,1#3330000|4#6660
477,3101,37,1#3515000|4#7030
478,3101,38,1#3705000|4#7410
479,3101,39,1#3900000|4#7800
480,3101,40,1#4100000|4#8200
481,3101,41,1#4305000|4#8610
482,3101,42,1#4515000|4#9030
483,3101,43,1#4730000|4#9460
484,3101,44,1#4950000|4#9900
485,3101,45,1#5175000|4#10350
486,3101,46,1#5405000|4#10810
487,3101,47,1#5640000|4#11280
488,3101,48,1#5880000|4#11760
489,3101,49,1#6125000|4#12250
490,3101,50,1#6375000|4#12750
491,3101,51,1#6630000|4#13260
492,3101,52,1#6890000|4#13780
493,3101,53,1#7155000|4#14310
494,3101,54,1#7425000|4#14850
495,3101,55,1#7700000|4#15400
496,3101,56,1#7980000|4#15960
497,3101,57,1#8265000|4#16530
498,3101,58,1#8555000|4#17110
499,3101,59,1#8850000|4#17700
500,3101,60,1#9150000|4#18300
501,3201,1,1#30000|4#50
502,3201,2,1#66000|4#112
503,3201,3,1#108000|4#186
504,3201,4,1#156000|4#272
505,3201,5,1#210000|4#370
506,3201,6,1#270000|4#480
507,3201,7,1#336000|4#602
508,3201,8,1#408000|4#736
509,3201,9,1#486000|4#882
510,3201,10,1#570000|4#1040
511,3201,11,1#660000|4#1210
512,3201,12,1#756000|4#1392
513,3201,13,1#858000|4#1586
514,3201,14,1#966000|4#1792
515,3201,15,1#1080000|4#2010
516,3201,16,1#1200000|4#2240
517,3201,17,1#1326000|4#2482
518,3201,18,1#1458000|4#2736
519,3201,19,1#1596000|4#3002
520,3201,20,1#1740000|4#3280
521,3201,21,1#1890000|4#3570
522,3201,22,1#2046000|4#3872
523,3201,23,1#2208000|4#4186
524,3201,24,1#2376000|4#4512
525,3201,25,1#2550000|4#4850
526,3201,26,1#2730000|4#5200
527,3201,27,1#2916000|4#5562
528,3201,28,1#3108000|4#5936
529,3201,29,1#3306000|4#6322
530,3201,30,1#3510000|4#6720
531,3201,31,1#3720000|4#7130
532,3201,32,1#3936000|4#7552
533,3201,33,1#4158000|4#7986
534,3201,34,1#4386000|4#8432
535,3201,35,1#4620000|4#8890
536,3201,36,1#4860000|4#9360
537,3201,37,1#5106000|4#9842
538,3201,38,1#5358000|4#10336
539,3201,39,1#5616000|4#10842
540,3201,40,1#5880000|4#11360
541,3201,41,1#6150000|4#11890
542,3201,42,1#6426000|4#12432
543,3201,43,1#6708000|4#12986
544,3201,44,1#6996000|4#13552
545,3201,45,1#7290000|4#14130
546,3201,46,1#7590000|4#14720
547,3201,47,1#7896000|4#15322
548,3201,48,1#8208000|4#15936
549,3201,49,1#8526000|4#16562
550,3201,50,1#8850000|4#17200
551,3301,1,1#60000|4#100
552,3301,2,1#127500|4#214
553,3301,3,1#202500|4#342
554,3301,4,1#285000|4#484
555,3301,5,1#375000|4#640
556,3301,6,1#472500|4#810
557,3301,7,1#577500|4#994
558,3301,8,1#690000|4#1192
559,3301,9,1#810000|4#1404
560,3301,10,1#937500|4#1630
561,3301,11,1#1072500|4#1870
562,3301,12,1#1215000|4#2124
563,3301,13,1#1365000|4#2392
564,3301,14,1#1522500|4#2674
565,3301,15,1#1687500|4#2970
566,3301,16,1#1860000|4#3280
567,3301,17,1#2040000|4#3604
568,3301,18,1#2227500|4#3942
569,3301,19,1#2422500|4#4294
570,3301,20,1#2625000|4#4660
571,3301,21,1#2835000|4#5040
572,3301,22,1#3052500|4#5434
573,3301,23,1#3277500|4#5842
574,3301,24,1#3510000|4#6264
575,3301,25,1#3750000|4#6700
576,3301,26,1#3997500|4#7150
577,3301,27,1#4252500|4#7614
578,3301,28,1#4515000|4#8092
579,3301,29,1#4785000|4#8584
580,3301,30,1#5062500|4#9090
581,3301,31,1#5347500|4#9610
582,3301,32,1#5640000|4#10144
583,3301,33,1#5940000|4#10692
584,3301,34,1#6247500|4#11254
585,3301,35,1#6562500|4#11830
586,3301,36,1#6885000|4#12420
587,3301,37,1#7215000|4#13024
588,3301,38,1#7552500|4#13642
589,3301,39,1#7897500|4#14274
590,3301,40,1#8250000|4#14920
591,3401,1,1#100000|4#160
592,3401,2,1#210000|4#338
593,3401,3,1#330000|4#534
594,3401,4,1#460000|4#748
595,3401,5,1#600000|4#980
596,3401,6,1#750000|4#1230
597,3401,7,1#910000|4#1498
598,3401,8,1#1080000|4#1784
599,3401,9,1#1260000|4#2088
600,3401,10,1#1450000|4#2410
601,3401,11,1#1650000|4#2750
602,3401,12,1#1860000|4#3108
603,3401,13,1#2080000|4#3484
604,3401,14,1#2310000|4#3878
605,3401,15,1#2550000|4#4290
606,3401,16,1#2800000|4#4720
607,3401,17,1#3060000|4#5168
608,3401,18,1#3330000|4#5634
609,3401,19,1#3610000|4#6118
610,3401,20,1#3900000|4#6620
611,3401,21,1#4200000|4#7140
612,3401,22,1#4510000|4#7678
613,3401,23,1#4830000|4#8234
614,3401,24,1#5160000|4#8808
615,3401,25,1#5500000|4#9400
616,3401,26,1#5850000|4#10010
617,3401,27,1#6210000|4#10638
618,3401,28,1#6580000|4#11284
619,3401,29,1#6960000|4#11948
620,3401,30,1#7350000|4#12630
621,3501,1,1#150000|4#240
622,3501,2,1#320000|4#510
623,3501,3,1#510000|4#810
624,3501,4,1#720000|4#1140
625,3501,5,1#950000|4#1500
626,3501,6,1#1200000|4#1890
627,3501,7,1#1470000|4#2310
628,3501,8,1#1760000|4#2760
629,3501,9,1#2070000|4#3240
630,3501,10,1#2400000|4#3750
631,3501,11,1#2750000|4#4290
632,3501,12,1#3120000|4#4860
633,3501,13,1#3510000|4#5460
634,3501,14,1#3920000|4#6090
635,3501,15,1#4350000|4#6750
636,3501,16,1#4800000|4#7440
637,3501,17,1#5270000|4#8160
638,3501,18,1#5760000|4#8910
639,3501,19,1#6270000|4#9690
640,3501,20,1#6800000|4#10500
641,3601,1,1#200000|4#800
642,3601,2,1#430000|4#1700
643,3601,3,1#690000|4#2700
644,3601,4,1#980000|4#3800
645,3601,5,1#1300000|4#5000
646,3601,6,1#1650000|4#6300
647,3601,7,1#2030000|4#7700
648,3601,8,1#2440000|4#9200
649,3601,9,1#2880000|4#10800
650,3601,10,1#3350000|4#12500
651,3601,11,1#3850000|4#14300
652,3601,12,1#4380000|4#16200
653,3601,13,1#4940000|4#18200
654,3601,14,1#5530000|4#20300
655,3601,15,1#6150000|4#22500
656,3601,16,1#6800000|4#24800
657,3601,17,1#7480000|4#27200
658,3601,18,1#8190000|4#29700
659,3601,19,1#8930000|4#32300
660,3601,20,1#9700000|4#35000
661,4101,1,1#5000|4#10
662,4101,2,1#15000|4#30
663,4101,3,1#30000|4#60
664,4101,4,1#50000|4#100
665,4101,5,1#75000|4#150
666,4101,6,1#105000|4#210
667,4101,7,1#140000|4#280
668,4101,8,1#180000|4#360
669,4101,9,1#225000|4#450
670,4101,10,1#275000|4#550
671,4101,11,1#330000|4#660
672,4101,12,1#390000|4#780
673,4101,13,1#455000|4#910
674,4101,14,1#525000|4#1050
675,4101,15,1#600000|4#1200
676,4101,16,1#680000|4#1360
677,4101,17,1#765000|4#1530
678,4101,18,1#855000|4#1710
679,4101,19,1#950000|4#1900
680,4101,20,1#1050000|4#2100
681,4101,21,1#1155000|4#2310
682,4101,22,1#1265000|4#2530
683,4101,23,1#1380000|4#2760
684,4101,24,1#1500000|4#3000
685,4101,25,1#1625000|4#3250
686,4101,26,1#1755000|4#3510
687,4101,27,1#1890000|4#3780
688,4101,28,1#2030000|4#4060
689,4101,29,1#2175000|4#4350
690,4101,30,1#2325000|4#4650
691,4101,31,1#2480000|4#4960
692,4101,32,1#2640000|4#5280
693,4101,33,1#2805000|4#5610
694,4101,34,1#2975000|4#5950
695,4101,35,1#3150000|4#6300
696,4101,36,1#3330000|4#6660
697,4101,37,1#3515000|4#7030
698,4101,38,1#3705000|4#7410
699,4101,39,1#3900000|4#7800
700,4101,40,1#4100000|4#8200
701,4101,41,1#4305000|4#8610
702,4101,42,1#4515000|4#9030
703,4101,43,1#4730000|4#9460
704,4101,44,1#4950000|4#9900
705,4101,45,1#5175000|4#10350
706,4101,46,1#5405000|4#10810
707,4101,47,1#5640000|4#11280
708,4101,48,1#5880000|4#11760
709,4101,49,1#6125000|4#12250
710,4101,50,1#6375000|4#12750
711,4101,51,1#6630000|4#13260
712,4101,52,1#6890000|4#13780
713,4101,53,1#7155000|4#14310
714,4101,54,1#7425000|4#14850
715,4101,55,1#7700000|4#15400
716,4101,56,1#7980000|4#15960
717,4101,57,1#8265000|4#16530
718,4101,58,1#8555000|4#17110
719,4101,59,1#8850000|4#17700
720,4101,60,1#9150000|4#18300
721,4201,1,1#30000|4#50
722,4201,2,1#66000|4#112
723,4201,3,1#108000|4#186
724,4201,4,1#156000|4#272
725,4201,5,1#210000|4#370
726,4201,6,1#270000|4#480
727,4201,7,1#336000|4#602
728,4201,8,1#408000|4#736
729,4201,9,1#486000|4#882
730,4201,10,1#570000|4#1040
731,4201,11,1#660000|4#1210
732,4201,12,1#756000|4#1392
733,4201,13,1#858000|4#1586
734,4201,14,1#966000|4#1792
735,4201,15,1#1080000|4#2010
736,4201,16,1#1200000|4#2240
737,4201,17,1#1326000|4#2482
738,4201,18,1#1458000|4#2736
739,4201,19,1#1596000|4#3002
740,4201,20,1#1740000|4#3280
741,4201,21,1#1890000|4#3570
742,4201,22,1#2046000|4#3872
743,4201,23,1#2208000|4#4186
744,4201,24,1#2376000|4#4512
745,4201,25,1#2550000|4#4850
746,4201,26,1#2730000|4#5200
747,4201,27,1#2916000|4#5562
748,4201,28,1#3108000|4#5936
749,4201,29,1#3306000|4#6322
750,4201,30,1#3510000|4#6720
751,4201,31,1#3720000|4#7130
752,4201,32,1#3936000|4#7552
753,4201,33,1#4158000|4#7986
754,4201,34,1#4386000|4#8432
755,4201,35,1#4620000|4#8890
756,4201,36,1#4860000|4#9360
757,4201,37,1#5106000|4#9842
758,4201,38,1#5358000|4#10336
759,4201,39,1#5616000|4#10842
760,4201,40,1#5880000|4#11360
761,4201,41,1#6150000|4#11890
762,4201,42,1#6426000|4#12432
763,4201,43,1#6708000|4#12986
764,4201,44,1#6996000|4#13552
765,4201,45,1#7290000|4#14130
766,4201,46,1#7590000|4#14720
767,4201,47,1#7896000|4#15322
768,4201,48,1#8208000|4#15936
769,4201,49,1#8526000|4#16562
770,4201,50,1#8850000|4#17200
771,4301,1,1#60000|4#100
772,4301,2,1#127500|4#214
773,4301,3,1#202500|4#342
774,4301,4,1#285000|4#484
775,4301,5,1#375000|4#640
776,4301,6,1#472500|4#810
777,4301,7,1#577500|4#994
778,4301,8,1#690000|4#1192
779,4301,9,1#810000|4#1404
780,4301,10,1#937500|4#1630
781,4301,11,1#1072500|4#1870
782,4301,12,1#1215000|4#2124
783,4301,13,1#1365000|4#2392
784,4301,14,1#1522500|4#2674
785,4301,15,1#1687500|4#2970
786,4301,16,1#1860000|4#3280
787,4301,17,1#2040000|4#3604
788,4301,18,1#2227500|4#3942
789,4301,19,1#2422500|4#4294
790,4301,20,1#2625000|4#4660
791,4301,21,1#2835000|4#5040
792,4301,22,1#3052500|4#5434
793,4301,23,1#3277500|4#5842
794,4301,24,1#3510000|4#6264
795,4301,25,1#3750000|4#6700
796,4301,26,1#3997500|4#7150
